"","YearIndex","CompaniesIndex","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"526",1,176,0.0727,NA,0.53,0.0889,22.9049254620116,1,0.23,0,0,0,0,1
"527",2,176,0.0578,NA,0.45,0.1038,22.8936900263381,1,0.03,0,0,1,0,1
"528",3,176,NA,NA,1.69,0.1058,22.8818650794121,1,0.03,0,0,1,0,1
"529",1,177,0.1162,0.89199803930511,0.09,0.0608,22.2414652689462,2,0.09,0.36,0.24,0,0,0
"530",2,177,0.1183,1.03318448334565,0.08,0.0601,22.3248731702653,2,0.01,0.03,0.03,1,1,0
"531",3,177,0.1423,1.12492959698548,0.07,0.0647,22.4199817574876,2,0.02,0.05,0.02,1,1,0
"532",1,178,0.0792,0.570979546585738,0.19,0.0434,22.3973667002764,5,0,0,0,0,0,0
"533",2,178,0.0758,0.647103242058538,0.16,0.0451,22.4504220718319,5,0,0,0,0,0,0
"534",3,178,0.0766,0.553885113226438,0.19,0.0449,22.5378962605526,5,0.06,0,0,0,0,0
"535",1,179,0.0585,0.536493370514568,0.79,0.0115,23.2877535494048,4,0.27,0,0,0,1,1
"536",2,179,0.0465,0.27763173659828,0.66,0.0614,23.2738041601632,4,0.05,0,0,1,1,1
"537",3,179,0.0657,0.425267735404344,0.54,0.1367,23.2252753946341,4,0.06,0.04,0.11,1,1,1
"538",1,180,0.1542,1.46093790411566,1.48,0.0995,22.2824286732748,2,0.61,0.68,0.67,0,1,1
"539",2,180,0.0935,1.38128181929635,1.12,0.1148,22.4017610454588,2,0.1,0.12,0.12,1,1,1
"540",3,180,0.1325,1.48613969608961,1.06,0.1141,22.4512893073741,2,0.12,0.13,0.12,1,1,1
"541",1,181,0.0519,-0.083381608939051,0.3,0.0312,23.7179475588642,5,0.66,0,0.61,0,1,0
"542",2,181,0.053,0.0953101798043249,0.28,0.0298,23.7550889306448,5,0.07,0.09,0.11,1,1,1
"543",3,181,0.0245,0.131028262406404,0.4,0.0236,23.8788184019478,5,0.1,0.12,0.1,1,1,1
"544",1,182,0.0986,0.46373401623214,1.28,0.1589,25.5041776460337,7,0.25,0.19,0.42,1,1,1
"545",2,182,0.1157,0.357674444271816,1.44,0.1652,25.5613160208441,7,0.02,0.04,0.06,1,1,1
"546",3,182,0.1042,0.451075619360217,2.96,0.1296,25.4899764738782,7,0.03,0.06,0.03,1,1,1
"547",1,183,0.0147,-0.916290731874155,0.27,0.4047,24.3399734971494,4,0,0,0,0,0,0
"548",2,183,0.0174,-0.755022584278033,0.31,0.1415,24.8948491795093,4,0,0,0,0,0,0
"549",3,183,0.0178,-0.755022584278033,0.18,0.2324,24.9468680891884,4,0.06,0,0,0,0,0
"550",1,184,-0.0108,-1.20397280432594,1.83,0.0509,23.978666436497,6,0,0,0,0,0,0
"551",2,184,-0.0324,-1.27296567581289,1.53,0.0535,24.1810010695688,6,0,0,0,0,0,0
"552",3,184,-0.0317,-0.994252273343867,2.13,-0.0188,24.300654915027,6,0,0,0,0,0,0
"553",1,185,0.1111,2.06432790386979,0.61,0.1317,21.6656472280784,5,0,0,0,0,0,0
"554",2,185,0.1314,2.01356879752913,0.55,0.0882,21.8281914876711,5,0.04,0.11,0.06,0,1,0
"555",3,185,0.114,1.44926916028128,0.67,0.1898,21.929236643935,5,0.06,0.11,0.04,0,1,0
"556",1,186,0.127,0.631271776841858,0.26,0.2063,25.1582525012327,7,0.59,0.57,0.26,1,1,1
"557",2,186,0.1171,0.457424847038875,0.23,0.1825,25.2489381668024,7,0.07,0.06,0.03,1,1,1
"558",3,186,0.0953,0.444685821261446,0.22,0.2095,25.2445760387227,7,0.08,0.07,0.07,1,1,1
"559",1,187,0.1697,1.5830939370945,0.18,0.1908,22.2260090107096,7,0.6,0.3,0.33,0,0,0
"560",2,187,0.0718,1.94161522477243,0.14,0.2057,22.4254652294618,7,0.11,0,0,0,0,0
"561",3,187,0.2124,2.00955541421567,0.16,0.2013,22.3721167517373,7,0.1,0.03,0.1,0,0,0
"562",1,188,0.0184,-0.0202027073175195,1.54,0.0285,24.1937715958739,8,0.36,0,0,0,1,1
"563",2,188,0.0317,-0.342490308946776,1.09,0.048,24.1741418768391,8,0.04,0.03,0,1,1,1
"564",3,188,0.0283,-0.083381608939051,1.69,0.0235,24.0796053129667,8,0.06,0.08,0.05,1,1,0
"565",1,189,0.0372,-0.261364764134408,0.94,0.0625,23.3255035684231,1,0,0,0,0,1,0
"566",2,189,0.0359,-0.139262067333508,0.51,0.0364,23.280880670117,1,0,0,0,0,1,0
"567",3,189,0.0485,-0.150822889734584,0.77,0.0633,23.2685774765904,1,0.05,0,0,0,1,0
"568",1,190,0.1059,NA,0,0.3014,22.1242517468093,5,0,0,0,0,0,0
"569",2,190,0.1328,NA,0,0.2962,22.0970573623425,5,0,0,0,0,0,0
"570",3,190,0.1292,NA,0,0.1965,22.0993583355817,5,0.07,0,0,0,0,0
"571",1,191,0.0501,NA,0.0144,0.0563,21.942944653594,7,0,0,0,0,0,0
"572",2,191,0.0957,NA,0.0076,0.1956,22.0424049228789,7,0,0,0,0,0,0
"573",3,191,0.0508,NA,0.01,0.0695,22.0129116230105,7,0.08,0,0,0,0,0
"574",1,192,0.1565,0.774727167552368,0.43,0.1601,23.6838371454068,6,0.3,0.47,0.39,1,0,0
"575",2,192,0.1137,0.837247524533702,0.29,0.1188,23.7172966638606,6,0.06,0.08,0.05,1,1,0
"576",3,192,0.1316,1.11514159061932,0.88,0.2034,23.5955867655852,6,0.05,0.08,0.06,0,0,0
"577",1,193,0.0497,0.122217632724249,0.61,0.1621,23.5850323378322,4,0.49,0.69,0.39,0,1,1
"578",2,193,0.0414,-0.301105092783922,0.69,0.2025,23.681841266104,4,0.06,0.1,0.07,1,1,1
"579",3,193,0.0326,-0.446287102628419,0.19,0.192,23.7418597796437,4,0.12,0.11,0.06,1,1,1
"580",1,194,0.1206,1.12492959698548,0.74,0.0614,21.6253119948895,6,0.49,0,0,1,0,1
"581",2,194,0.1215,0.912282710476616,0.45,0.0613,21.7597913520417,6,0.1,0,0,1,0,1
"582",3,194,0.1158,1.06125650212434,0.57,0.0608,21.9461929676866,6,0.09,0,0,1,0,1
"583",1,195,0.0378,0.0392207131532813,0.46,0.0292,24.1647090471771,1,0.3,0.57,0.28,0,1,1
"584",2,195,0.05,-0.210721031315653,0.37,0.0276,24.1518189486184,1,0.09,0.1,0.02,1,1,1
"585",3,195,-0.0187,0.0198026272961797,0.56,0.0284,24.1798033136417,1,0.07,0.12,0.05,1,1,1
"586",1,196,0.1238,0.746687947487975,0.18,0.1614,25.5219200469346,5,0.69,0.74,0.46,1,1,1
"587",2,196,0.1165,0.683096844706444,0.18,0.194,25.6112286615625,5,0.12,0.11,0.06,1,1,1
"588",3,196,0.1205,0.741937344729377,0.22,0.2196,25.5993711447513,5,0.12,0.11,0.08,1,1,1
"589",1,197,-0.0357,0.122217632724249,0.14,0.0427,23.008918380029,7,0.29,0.65,0.87,1,1,1
"590",2,197,0.0745,0.254642218373581,0.14,0.0942,23.0579308234039,7,0.05,0.09,0.14,1,1,1
"591",3,197,0.0649,0.104360015324243,0.27,-0.0722,22.8518665223334,7,0.07,0.08,0.13,0,1,1
"592",1,198,0.0081,-2.30258509299405,1.41,0.2049,28.4893186856573,4,0.23,0.22,0.11,0,1,1
"593",2,198,0.0091,-1.89711998488588,1.48,0.1718,28.5130056625498,4,0.04,0.04,0.02,1,1,1
"594",3,198,0.0095,-1.77195684193188,1.45,0.2133,28.576142618103,4,0.04,0.05,0.01,1,1,1
"595",1,199,0.0881,0.46373401623214,1.61,0.0628,22.8352955682194,1,0.48,0,0.71,1,0,0
"596",2,199,0.0808,0.500775287912489,1.63,0.0605,22.8732823312959,1,0.1,0,0.12,1,0,0
"597",3,199,0.0708,0.378436435720245,1.49,0.0585,22.9499413358401,1,0.1,0.1,0.11,1,0,0
"598",1,200,0.0413,0.688134638736401,2.51,0.0677,23.443508078814,2,0.24,0.63,0,1,1,1
"599",2,200,0.0404,0.783901543828409,1.79,0.1222,23.4624270330737,2,0.06,0.09,0.09,1,1,1
"600",3,200,0.0457,0.815364813284194,2.13,0.0433,23.4412663689018,2,0.06,0.09,0.09,1,1,1
"602",2,201,0.0095,-1.56064774826467,0.76,0.2251,25.2551554007401,4,0.03,0,0.01,1,1,1
"603",3,201,0.0065,-1.42711635564015,0.76,0.2232,25.2646545484981,4,0.03,0,0.02,1,1,1
"604",1,202,0.0367,0.343589704390077,0.88,0.1872,22.9995898053781,4,0.32,0.04,0.08,1,0,0
"605",2,202,0.0769,0.343589704390077,0.91,0.188,22.9916351909821,4,0.08,0.01,0,1,0,1
"606",3,202,0.0295,0.322083499169113,0.97,0.368,23.0540231402396,4,0.09,0.02,0.01,1,0,1
"607",1,203,0.1077,0.85015092936961,0.23,0.2383,22.3463626405596,7,0.67,0,0,0,0,0
"608",2,203,0.0707,0.89199803930511,0.21,0.1911,22.4171798151831,7,0.13,0,0,0,0,0
"609",3,203,0.1439,0.871293365943419,0.2,0.1989,22.3301737516335,7,0.1,0,0,0,0,0
"610",1,204,0.0886,1.13783300182139,1.02,0.0831,23.7126278634926,2,0.14,0.06,0.05,1,0,1
"611",2,204,0.0667,1.27256559579155,1.11,0.1013,23.6634325450507,2,0.03,0.03,0.01,1,0,1
"612",3,204,0.1471,1.18784342239605,7.72,0.0774,23.4657818749299,2,0.02,0.02,0.01,1,1,1
"613",1,205,0.013,0.470003629245736,2.3,0.0316,24.9454904362562,3,0,0,0,0,0,0
"614",2,205,0.0027,-0.0943106794712413,2.59,0.0848,25.0432175799207,3,0,0,0,0,0,0
"615",3,205,0.0067,0.0676586484738149,1.18,0.0632,25.1444891460231,3,0.01,0,0,0,0,0
"616",1,206,0.0456,0.371563556432483,1.82,0.0414,22.9530651602148,1,0,0,0,0,0,0
"617",2,206,0.048,0.307484699747961,1.99,0.0396,23.1480685626647,1,0,0,0,0,0,0
"618",3,206,0.045,0.246860077931526,2.21,0.0392,23.2758311352082,1,0.08,0,0,0,0,0
"619",1,207,0.078,0.78845736036427,0.45,0.1878,25.1796343449884,2,0.42,0.11,0,1,1,1
"620",2,207,0.0807,0.837247524533702,0.58,0.1832,25.2236864317354,2,0.11,0.09,0.1,1,1,1
"621",3,207,0.0736,0.828551817566148,0.63,0.1543,25.2453043827507,2,0.03,0.1,0.12,1,1,1
"622",1,208,0.0563,NA,1.72,0.0067,23.9284483346826,2,0.17,0,0,0,1,0
"623",2,208,0.0578,NA,1.46,0.0155,24.1002046784618,2,0,0,0,1,1,0
"624",3,208,0.0633,NA,1.79,0.0154,24.1428269026255,2,0.03,0,0,1,1,0
"625",1,209,0.0629,-0.27443684570176,0.64,0.0621,23.4399453647467,1,0.25,0.25,0.43,1,1,1
"626",2,209,0.0602,-0.462035459596559,0.74,0.0511,23.3889650975081,1,0.04,0.02,0.06,1,1,1
"627",3,209,0.048,-0.527632742082372,0.79,0.0467,23.3926445074004,1,0.06,0,0.06,1,1,1
"628",1,210,0.0647,0.662687973075237,0.5,0.1685,22.5789229970242,6,0,0,0,0,0,0
"629",2,210,0.0588,0.215111379616945,0.55,0.1482,22.7294644168585,6,0,0,0,0,0,0
"630",3,210,0.0557,0.262364264467491,0.49,0.1949,22.8140181697721,6,0.01,0,0,0,0,0
"631",1,211,0.0075,-1.83258146374831,0.47,0.039,25.1055549371732,4,0,0,0,1,0,0
"633",3,211,0.0086,-1.71479842809193,0.54,0.0413,25.0846687573244,4,0.03,0,0,1,0,0
"634",1,212,0.1366,1.24415459395877,25.41,0.082,22.5837737033356,1,0.16,0,0,1,0,1
"635",2,212,0.1414,1.38629436111989,NA,0.072,22.6157752092746,1,0.04,0,0,1,0,1
"636",3,212,0.1563,1.1999647829284,NA,0.0838,22.6902383237311,1,0.06,0,0,1,0,1
"637",1,213,0.0717,0.412109650826833,0.8,0.1028,22.6394528845495,5,0,0,0,0,0,0
"638",2,213,0.0406,0.215111379616945,1.16,0.0988,22.6642926533465,5,0,0,0,0,0,0
"639",3,213,0.0514,0.22314355131421,0.95,0.085,22.7113867300485,5,0.04,0,0,0,0,0
"640",1,214,0.0477,-0.198450938723838,0.67,0.0616,23.3498167144695,6,0,0,0,0,0,0
"641",2,214,-0.0185,-0.083381608939051,0.61,0.0616,23.3614656561475,6,0,0,0,0,0,1
"642",3,214,0.0593,0.122217632724249,0.75,0.0548,23.3505397280213,6,0.04,0,0,0,0,1
"643",1,215,0.2451,NA,1.09,0.3143,21.3772323835499,7,0.33,0,0,0,0,0
"644",2,215,0.2944,NA,0,0.3174,21.5437053626879,7,0.04,0,0,0,0,0
"645",3,215,0.2513,NA,0,0.3313,21.2705475866829,7,0.05,0,0,0,0,0
"646",1,216,0.066,0.78845736036427,0.37,0.1809,24.2612904240703,5,0.18,0.3,0.35,0,1,1
"647",2,216,0.0662,1.00063188030791,0.24,0.2027,24.285694486092,5,0.03,0,0,1,1,1
"648",3,216,0.0736,0.78845736036427,0.35,0.1219,24.3389884049424,5,0.03,0.04,0.02,1,1,1
"649",1,217,0.0987,0.576613364303994,157.9,0.0582,24.3779937081295,6,0.56,0.63,0.87,1,1,1
"650",2,217,0.0836,0.482426149244293,1.25,0.0657,24.3119934091099,6,0.09,0.06,0.13,1,1,1
"651",3,217,0.1094,0.56531380905006,1.81,0.0793,24.3361547788087,6,0.09,0.08,0.11,1,1,1
"655",1,219,-0.0493,0.662687973075237,4.25,-1.25,22.257764662716,3,0,0,0,0,0,0
"657",3,219,-0.0286,0.246860077931526,NA,-2.0449,23.2545788595486,3,0.01,0,0,0,0,0
"658",1,220,0.0694,0.65232518603969,0.43,0.0366,24.2481546909511,1,0.13,0,0,0,0,0
"659",2,220,0.0831,0.854415328156068,0.65,0.0385,24.2116190296115,1,0.01,0,0,0,0,0
"660",3,220,0.0803,0.717839793150317,0.85,0.0425,24.1835808230917,1,0.01,0,0.02,0,0,0
"661",1,221,0.083,NA,0.19,0.0633,22.7197555686148,7,0,0,0,0,0,0
"662",2,221,0.0755,NA,0.22,0.0316,22.704267305813,7,0,0,0.09,0,0,0
"663",3,221,0.0845,NA,0.2,0.1372,22.8018319955903,7,0.08,0,0,0,0,0
"664",1,222,-0.003,-1.17118298150295,0.27,5.9576,NA,1,0,0,0,0,0,1
"667",1,223,0.0577,0.512823626428664,0.41,0.0248,23.6462123407747,6,0.19,0.91,0.75,0,1,1
"668",2,223,0.1053,0.46373401623214,0.3,0.0428,23.6856998250989,6,0.04,0.11,0,0,1,1
"669",3,223,0.1006,0.431782416425538,0.36,0.0613,23.7289484413536,6,0.07,0.1,0,0,1,1
"670",1,224,0.126,0.879626747502564,1.43,0.1369,23.8215546988255,1,0.61,0.69,0.49,1,1,1
"671",2,224,0.0907,0.72270598280149,1.22,0.1675,23.8465114307994,1,0.1,0.08,0.07,1,1,1
"672",3,224,0.0806,0.924258901523332,1.37,0.1948,23.830092158006,1,0.11,0.08,0.09,1,1,1
"673",1,225,0.1614,0.482426149244293,0.39,0.0627,23.9104445750714,8,0.2,0.34,0.34,1,1,0
"674",2,225,0.19,0.576613364303994,0.46,0.0873,24.0300792763804,8,0.06,0.09,0.02,1,1,0
"675",3,225,0.1659,0.482426149244293,0.81,0.0913,23.9130423539893,8,0.05,0.09,0.02,1,1,0
"676",1,226,0.0697,0.104360015324243,1.12,0.0476,23.8265063182157,1,0,0,0,0,0,0
"677",2,226,0.0708,-0.0202027073175195,1.12,0.0482,23.8345564511347,1,0,0,0,1,0,0
"678",3,226,0.051,-0.27443684570176,1.08,0.0532,23.8332192545904,1,0.02,0,0,1,0,0
"682",1,228,0.1349,0.418710334858185,1.71,0.3829,22.9544847801695,4,0.05,0,0,0,0,0
"683",2,228,0.04,0.482426149244293,1.28,0.4081,22.9287892170973,4,0.01,0,0.02,0,0,1
"685",1,229,0.1103,1.37371557891303,NA,0.0483,22.5704600130626,1,0.2,0.15,0,0,1,1
"686",2,229,0.1327,1.3244189574018,NA,0.049,22.6393057066848,1,0.04,0.02,0,1,0,1
"687",3,229,0.0516,0.559615787935423,NA,0.0546,22.6497018761663,1,0.04,0.02,0,1,0,1
"688",1,230,0.119,0.246860077931526,10.63,-0.015,22.651157480499,6,0.37,0.8,0.35,1,0,1
"689",2,230,0.0553,0.647103242058538,6.39,0.0325,22.6595584569068,6,0.12,0.12,0.02,1,0,1
"690",3,230,0.0908,0.810930216216329,3.16,0.0985,22.6927529939582,6,0.06,0,0,1,0,1
"691",1,231,0.0758,0.444685821261446,0.36,0.1209,22.599180315962,1,0.26,0,0,0,1,0
"692",2,231,0.0552,0.392042087776024,0.49,0.1394,22.5857943770627,1,0.01,0,0,1,1,0
"693",3,231,0.0485,0.506817602368452,0.71,0.0828,22.6286515662493,1,0.03,0,0,1,1,0
"694",1,232,0.1342,1.10856261952128,0.89,0.1982,24.2895962284193,1,0.22,0.4,0,1,1,1
"695",2,232,0.1254,1.18784342239605,0.88,0.1987,24.3240242076652,1,0.11,0,0,1,1,1
"696",3,232,0.1359,1.38629436111989,1.17,0.1734,24.2578571017791,1,0.13,0,0,1,1,1
"697",1,233,0.0998,0.662687973075237,0.18,0.2434,22.0696554910425,7,0.23,0,0,1,0,0
"698",2,233,0.0834,0.662687973075237,0.51,0.0805,22.1103368963581,7,0.04,0,0,1,0,0
"699",3,233,0.0626,0.806475865866949,0.47,0.2047,22.2555887683963,7,0.03,0,0,1,0,0
"700",1,234,0.0292,-0.0408219945202552,0.45,0.0114,24.2328092731068,5,0,0,0,0,0,0
"701",2,234,0.0279,-0.116533816255952,0.64,0.0109,24.2724808439324,5,0.12,0,0,0,0,0
"702",3,234,0.0409,-0.510825623765991,1.05,0.0092,24.6698641670142,5,0.15,0,0,0,0,0
"703",1,235,0.2182,1.48613969608961,4.17,0.2527,22.0997371091175,4,0,0,0,0,0,0
"704",2,235,0.1923,1.41585316336144,6.24,0.2706,22.2037561209533,4,0,0,0,0,0,0
"705",3,235,0.051,1.33500106673234,NA,0.2965,22.2642107529352,4,0.02,0,0,0,0,0
"706",1,236,0.0313,0.139761942375159,0.48,0.0865,25.0471070600104,2,0.47,0.57,0,0,1,1
"707",2,236,0.1121,0.3293037471426,0.45,0.1109,25.0076382968048,2,0.09,0.09,0,1,1,1
"708",3,236,0.0267,0.343589704390077,0.5,0.0638,24.9251934431794,2,0.1,0.11,0,1,1,1
"710",2,237,0.0058,-2.65926003693278,0.35,0.0476,27.5091878893108,4,0.12,0.09,0.09,1,1,1
"711",3,237,8e-04,-2.65926003693278,0.27,0.0844,27.5282539014233,4,0.12,0.1,0.1,1,1,1
"712",1,238,0.0412,NA,NA,0.0471,21.1366991147038,3,0,0,0,0,0,0
"713",2,238,0.0151,NA,0.02,0.0353,21.2880113027018,3,0,0,0,0,0,0
"714",3,238,0.0345,NA,0.23,0.0211,21.4503312357098,3,0,0,0,0,0,0
"715",1,239,0.0634,0.343589704390077,0.35,0.0432,22.564400061342,1,0.05,0.07,0.09,0,0,1
"716",2,239,0.0675,0.425267735404344,0.48,0.0475,22.8626258688375,1,0.02,0.01,0.01,0,0,1
"717",3,239,0.0922,0.392042087776024,0.32,0.0682,22.8378331806016,1,0.02,0.01,0.02,0,1,1
"718",1,240,0.1985,NA,81.45,0.1549,21.9044407325963,2,0.39,0.59,0,0,1,1
"719",2,240,0.1681,NA,3.46,0.1546,21.9043793471263,2,0.13,0.12,0.11,1,1,1
"720",3,240,0.1342,NA,2.62,0.1632,21.9685725047653,2,0.13,0,0,1,1,1
"721",1,241,0.0988,0.845868267577609,0.46,0.1016,22.1499821125652,2,0.77,0.79,0.41,1,1,0
"722",2,241,0.09,0.974559639998131,0.53,0.0943,22.2161699331246,2,0.11,0.13,0.06,1,1,0
"723",3,241,0.1033,0.989541193613748,0.57,0.1032,22.208047144781,2,0.1,0.11,0.07,1,1,0
"725",2,242,0.0234,-1.02165124753198,0.34,0.065,23.8994846513486,4,0.02,0,0,0,1,1
"726",3,242,0.0173,-0.967584026261706,0.3,0.061,23.9501098314638,4,0.03,0,0,0,1,1
"727",1,243,0.0841,0.598836501088704,0.41,0.0986,23.5136944773145,4,0.17,0,0,0,1,1
"728",2,243,0.0887,0.56531380905006,0.33,0.1107,23.5553020178296,4,0.02,0,0,1,1,1
"729",3,243,0.0971,0.751416088683921,0.48,0.1131,23.6047089640983,4,0.02,0,0,1,1,1
"731",2,244,0.1511,1.07840958135059,0.25,0.1509,24.2363027003641,6,0.03,0.03,0.02,1,1,1
"732",3,244,0.1539,1.22377543162212,0.52,0.1557,24.1658930283717,6,0.04,0.05,0.03,1,1,1
"733",1,245,0.2877,NA,0,0.165,20.765678565578,2,0,0,0,0,0,0
"734",2,245,0.1436,NA,0,0.1508,21.0742810950357,2,0,0,0,0,0,0
"735",3,245,0.145,NA,0,0.196,21.3853737449092,2,0.01,0,0,0,0,0
"736",1,246,0.1459,1.17865499634165,3.92,0.2389,24.2879699933598,2,0.72,0.73,0.61,0,1,1
"737",2,246,0.1561,1.41098697371026,3.4,0.2568,24.2745771904536,2,0.12,0.05,0.12,0,1,1
"738",3,246,0.3623,1.15373158788919,4.54,0.2819,24.2635002606258,2,0.13,0.03,0.1,0,1,1
"739",1,247,0.1285,0.963174317773006,0.17,0.1514,23.838557345558,8,0.59,0.39,0.8,1,1,0
"740",2,247,0.1054,0.806475865866949,0.16,0.167,23.904647457387,8,0.06,0.09,0.11,1,1,1
"741",3,247,0.0641,0.887891257352457,0.96,0.1728,23.8747189854972,8,0.09,0.13,0.13,1,1,1
"742",1,248,0.0563,-0.0725706928348354,0.08,0.1738,23.5820322554272,8,0.5,0.33,0.18,1,1,1
"743",2,248,0.0561,-0.415515443961666,0.08,0.1894,23.6964457060299,8,0.05,0.02,0.01,1,1,1
"744",3,248,0.0174,-0.301105092783922,0.35,0.1136,23.6292375032928,8,0.05,0.02,0,1,1,1
"745",1,249,0.0856,-0.0618754037180875,0.29,0.0411,24.0273280411753,3,0.24,0,0.15,1,0,0
"746",2,249,0.0774,-0.174353387144778,0.31,0.021,24.0691266735691,3,0.07,0,0.08,1,0,0
"747",3,249,0.0268,-0.27443684570176,0.61,0.0258,24.1396801844134,3,0.08,0,0.09,1,0,0
"748",1,250,0.1169,0.524728528934982,0.31,0.1304,25.3879494393555,5,0.28,0.2,0.2,0,1,1
"749",2,250,0.0444,0.457424847038875,0.41,0.1,25.3833502538119,5,0.04,0.06,0.1,1,1,1
"750",3,250,0.0398,0.593326845277734,0.38,0.2822,25.311645853627,5,0.04,0.05,0.09,1,1,1
"751",1,251,0.085,-0.400477566597125,0.36,0.1008,24.2873187581135,3,0.43,0,0,1,1,0
"752",2,251,-0.0645,-0.776528789498996,0.33,0.1209,24.2961731148079,3,0.06,0,0,1,1,0
"753",3,251,-0.0675,-0.446287102628419,0.25,0.2808,24.3070902842855,3,0.05,0,0,1,1,0
"754",1,252,0.0039,-0.867500567704723,2.8,-0.0012,27.3837897690852,4,0.35,0,0.84,0,1,1
"755",2,252,0.0071,-0.891598119283784,2.45,0.0865,27.4479416720107,4,0.04,0,0.12,1,1,1
"756",3,252,0.0069,-0.755022584278033,2.35,0.0971,27.4097632855246,4,0.07,0,0,1,1,1
"757",1,253,0.1402,0.636576829071551,0.16,0.2303,25.5806178526917,7,0.42,0.57,0.82,1,1,1
"758",2,253,0.07,0.783901543828409,0.16,0.2808,25.682123508861,7,0.03,0.06,0.08,1,1,1
"759",3,253,0.0908,0.727548607277278,0.23,0.2542,25.8729903834445,7,0.14,0.08,0.1,1,1,1
"760",1,254,0.1166,0.262364264467491,0.57,0.1013,23.2632129184922,7,0.54,0.66,0.67,0,0,1
"761",2,254,0.0649,0.506817602368452,0.67,0.1264,23.1956780891527,7,0.02,0,0.01,1,1,1
"762",3,254,0.0665,0.712949807856125,1.24,0.2209,23.0672807397036,7,0.02,0.01,0.03,1,1,1
"765",3,255,0.0099,-1.56064774826467,0.58,0.2196,25.294729641867,4,0.03,0,0,1,1,0
"766",1,256,0.1463,0.524728528934982,0.39,-0.1253,23.3673107080727,7,0.13,0,0,0,0,1
"767",2,256,0.1243,-0.3147107448397,0.48,0.1312,23.7084425965609,7,0.02,0,0,0,0,1
"768",3,256,-0.0107,-0.150822889734584,0.47,0.1861,23.8386460727663,7,0.03,0,0,0,0,1
"769",1,257,0.0851,0.698134722070984,NA,0.1609,22.0420840329414,7,0.42,0.45,0.53,0,0,0
"770",2,257,0.0477,0.912282710476616,0.2,0.1863,22.1818808596459,7,0.06,0.06,0.06,0,0,1
"771",3,257,0.0538,0.883767540168595,0.41,0.1446,22.1403318567331,7,0.07,0.05,0.07,0,0,1
"772",1,258,0.0597,0.488580014818671,1.6,0.0943,23.2024810713122,5,0,0,0,0,0,0
"773",2,258,0.0444,0.314810739840034,2.58,0.0903,23.4469268855628,5,0,0,0,0,0,0
"774",3,258,0.0168,-0.0512932943875506,1.76,0.1204,23.4887670016843,5,0.06,0,0,0,0,0
"775",1,259,0.0575,0.00995033085316809,0.45,0.2432,23.5885476811163,3,0.3,0.5,0,0,1,0
"776",2,259,-0.1044,-0.116533816255952,0.5,0.195,23.700935967682,3,0.06,0.06,0,0,1,0
"777",3,259,-0.0442,0.0861776962410524,0.59,0.238,23.8391339317404,3,0.07,0,0,0,1,0
"778",1,260,0.0342,-0.0100503358535015,1.44,0.134,24.8889848768232,11,0.18,0.14,0,1,0,0
"779",2,260,0.035,-0.0618754037180875,1.33,0.1261,24.961797319481,11,0.05,0.03,0,1,1,0
"780",3,260,0.0338,-0.0304592074847086,1.22,0.1448,25.0398068354442,11,0.06,0.02,0,1,1,0
"781",1,261,0.0205,-0.673344553263766,0.46,0.1833,24.1127279623901,8,0.13,0.05,0.03,1,1,1
"782",2,261,0.0088,-0.755022584278033,0.6,-0.2958,23.9326568226034,8,0.05,0.01,0.01,1,1,1
"783",3,261,-0.0271,-0.0943106794712413,0.63,0.0697,23.9387760043383,8,0.06,0.02,0.02,1,1,1
"784",1,262,0.0428,1.05779029414785,0.54,0.0048,22.1015003042106,1,0,0,0,0,0,0
"785",2,262,0.0142,1.57691472072854,0.37,0.0257,22.4119885699301,1,0,0,0,0,0,1
"786",3,262,0.0157,1.40854497005471,0.48,0.0485,22.6772364132998,1,0.1,0,0,0,0,1
"787",1,263,0.1489,1.40118297361364,0.02,0.0921,23.4425856303069,1,0.62,0.92,0.8,1,1,1
"788",2,263,0.1629,1.52388002407245,0.11,0.0982,23.6035872589891,1,0.03,0.11,0.12,1,1,1
"789",3,263,0.1749,1.20597080698861,0.11,0.0969,23.676612394004,1,0.11,0.14,0.12,1,1,1
"790",1,264,0.0249,NA,1.26,0.0486,23.4032594402661,6,0,0,0,0,0,0
"791",2,264,0.0372,NA,1.13,0.1298,23.466039474107,6,0,0,0,0,0,0
"792",3,264,0.0324,NA,1.28,0.0611,23.4560736891743,6,0.06,0,0,0,0,0
"793",1,265,-0.0107,NA,0.06,0.7608,25.6169927127969,4,0,0,0,0,0,0
"794",2,265,0.0048,NA,0.07,0.9158,25.1290334120021,4,0,0,0,0,0,0
"795",3,265,0.0166,NA,0.1,NA,25.2046286272064,4,0,0,0,0,0,0
"796",1,266,0.0781,0.231111720963387,0.41,0.0784,24.0020318963877,6,0.36,0,0.51,1,1,1
"797",2,266,0.078,0.488580014818671,0.56,0.0792,23.9959098910228,6,0.06,0,0,1,1,1
"798",3,266,0.0879,0.598836501088704,0.82,0.0863,24.0031238667494,6,0.03,0,0,1,1,1
"799",1,267,0.0732,-0.430782916092454,0.16,0.1243,24.1727453172266,3,0,0,0,1,0,0
"800",2,267,-0.0255,-1.04982212449868,0.14,0.1018,24.2732279918737,3,0,0,0,1,0,0
