"","YearIndex","CompaniesIndex","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"260",2,87,0.1377,1.4655675420144,14.86,0.1017,22.1844357327114,2,0.08,0.06,0.13,1,1,1
"261",3,87,0.1493,1.3297240096315,10.36,0.0998,22.1720654034177,2,0.06,0.07,0.12,1,1,1
"262",1,88,0.0527,0.139761942375159,0.77,0.0991,25.8290355378241,1,0,0,0,0,0,0
"263",2,88,0.0501,0.148420005118273,0.88,0.1054,25.7909932463886,1,0,0,0,0,0,0
"264",3,88,0.0501,0.215111379616945,0.84,0.1218,25.7942998449909,1,0.03,0,0,0,0,0
"265",1,89,0.0178,-0.843970070294529,0.1,0.3075,24.3833136243916,4,0,0,0,0,0,0
"266",2,89,0.0179,-0.755022584278033,0.1,0.3327,24.7173811405095,4,0,0,0,0,0,0
"268",1,90,0.1955,NA,0,0.1018,21.2352909410482,1,0,0,0,0,0,0
"269",2,90,0.1804,NA,0,0.1019,21.42104228589,1,0,0,0,0,0,0
"270",3,90,0.0097,NA,0,0.1084,21.6579012711153,1,0.06,0,0,0,0,0
"271",1,91,0.1082,0.371563556432483,0.11,0.0949,23.2528271272748,6,0.45,0.53,0.57,1,1,1
"272",2,91,0.0905,-0.162518929497775,0.22,0.0857,23.4130162808772,6,0.07,0.08,0.09,1,1,1
"273",3,91,0.0925,0.343589704390077,0.21,0.0859,23.4817556348067,6,0.06,0.07,0.1,1,1,1
"274",1,92,0.0016,-1.56064774826467,0.68,0.0509,24.2534836186546,4,0,0,0,0,0,0
"275",2,92,0.0087,NA,0.76,0.1068,24.2723255970176,4,0,0,0,0,0,0
"276",3,92,0.0114,NA,0.77,0.0124,24.1631773932365,4,0.04,0,0,0,0,0
"277",1,93,0.0271,-0.27443684570176,1.94,0.056,23.8531355694296,11,0.61,0,0,0,0,0
"278",2,93,-0.0311,-0.3147107448397,1.81,0.0384,23.8083816716351,11,0.08,0,0,0,0,0
"279",3,93,0.02,-0.174353387144778,1.76,0.0662,23.8674181156187,11,0.13,0,0,0,0,0
"280",1,94,0.0141,-0.0512932943875506,0.8,0.0774,23.2625745729838,11,0.53,0.55,0.77,1,1,1
"282",3,94,-0.0843,-0.301105092783922,0.61,0.0461,23.1879697794169,11,0.1,0.1,0.12,1,1,1
"283",1,95,0.0143,-1.27296567581289,1.2,0.172,26.4692070123329,4,0.32,0,0,1,0,0
"284",2,95,0.012,-1.46967597005894,0.95,0.1874,26.4171595788522,4,0.04,0,0,1,0,1
"285",3,95,0.0102,-1.38629436111989,1.06,0.199,26.4561345102753,4,0.04,0,0,1,0,1
"286",1,96,0.1565,NA,2e-04,0.2131,21.910935158822,1,0,0,0,0,0,0
"287",2,96,0.0799,NA,0,0.1959,21.9884702317872,1,0,0,0,0,0,0
"288",3,96,0.1086,NA,0,0.1265,22.0089660828306,1,0.03,0,0,0,0,0
"289",1,97,0.0969,0.512823626428664,0.59,0.1289,22.3934224844152,6,0.36,0,0,1,0,0
"290",2,97,0.0949,0.524728528934982,0.34,0.1371,22.4096647905166,6,0.04,0,0,1,0,0
"291",3,97,0.0964,0.470003629245736,0.88,0.1213,22.6781357273732,6,0.06,0,0,1,0,0
"292",1,98,0.0586,-0.116533816255952,0.43,0.1402,25.4866697841994,3,0.36,0.67,0.29,1,1,1
"293",2,98,-0.0414,-0.174353387144778,0.4,0.1634,25.494433395628,3,0.06,0.1,0.05,1,1,1
"294",3,98,-0.0386,-0.0408219945202552,0.43,0.1296,25.4814918178797,3,0.06,0.1,0.1,1,1,1
"295",1,99,0.065,0.62057648772511,0.11,0.0172,24.1015357139649,2,0.72,0,0,0,1,0
"296",2,99,0.0715,0.751416088683921,0.46,0.0194,24.1338523359053,2,0.08,0,0,0,1,0
"297",3,99,0.0706,0.657520002916794,0.41,0.0183,24.2205004068055,2,0.11,0,0,0,1,0
"298",1,100,0.0995,0.693147180559945,2.23,0.1004,22.8919766213841,2,0.25,0.17,0.36,1,1,1
"299",2,100,0.0853,0.819779831493311,2.09,0.0569,22.9265829282818,2,0.06,0.01,0.06,1,1,1
"300",3,100,0.0707,0.89199803930511,1.39,0.0989,22.8391598406286,2,0.07,0.03,0.05,1,1,1
"301",1,101,-0.0316,1.51072193949494,0.03,-0.0051,22.2584111447987,7,0.45,0,0,0,0,0
"302",2,101,-0.0265,1.54968790802833,0.05,-0.0887,22.8148829545564,7,0.04,0,0,1,0,0
"303",3,101,-0.004,1.3609765531356,0.64,-0.057,22.9653575495115,7,0.06,0,0,1,0,0
"304",1,102,0.0761,-0.0512932943875506,0.32,0.1746,25.2519868507711,7,0.61,0.6,0.82,1,0,1
"305",2,102,0.0822,0.0392207131532813,0.22,0.2054,25.3402756570387,7,0.08,0.06,0.1,1,1,1
"306",3,102,0.0913,-0.0100503358535015,0.36,0.1666,25.3785015639412,7,0.1,0.06,0.08,1,1,1
"307",1,103,0.0594,0.307484699747961,1.01,0.1582,24.1433176841231,6,0.43,0.31,0.13,1,1,1
"308",2,103,0.0578,0,0.86,0.1551,24.1821659287369,6,0.07,0.04,0,1,1,1
"309",3,103,0.0486,0.215111379616945,0.85,0.152,24.2213781706829,6,0.07,0.05,0.04,1,1,1
"310",1,104,0.0151,-0.116533816255952,1.01,0.0422,24.7126201853109,10,0.09,0.23,0,0,0,0
"311",2,104,0.018,-0.328504066972036,1.17,-0.0132,24.6704049894638,10,0,0.02,0,1,1,1
"312",3,104,0.0132,-0.400477566597125,1.34,0.0428,24.6382245290267,10,0.02,0.02,0.09,1,1,1
"313",1,105,0.1444,0.932164081030445,0,0.1431,22.5983811347812,7,0.3,0.14,0.37,0,1,0
"314",2,105,0.131,0.904218150639886,0,0.1389,22.8284864739512,7,0.04,0.04,0.1,1,1,1
"315",3,105,0.1137,0.698134722070984,0.12,0.1402,23.1844701253501,7,0.04,0.05,0.06,1,1,1
"316",1,106,0.0469,0.53062825106217,0,0.1363,22.2911318904489,7,0,0,0,0,0,0
"317",2,106,0.0581,0.657520002916794,0,0.1163,22.374229496209,7,0,0,0,0,0,0
"318",3,106,0.0903,0.598836501088704,0.59,0.0801,22.4301933706578,7,0.02,0,0,0,0,0
"319",1,107,0.0637,0.431782416425538,0.24,0.0315,24.9115863559597,2,0.89,0.79,0,0,1,1
"320",2,107,0.0624,0.322083499169113,0.34,0.0362,24.9933268569103,2,0.14,0.12,0,1,1,1
"321",3,107,0.0565,0.104360015324243,0.31,0.0333,25.0307305502934,2,0.14,0.13,0,1,1,1
"322",1,108,0.074,-0.174353387144778,0.09,0.1135,26.174227034309,3,0.57,0.36,0.32,1,1,1
"323",2,108,0.0172,-0.3147107448397,0.13,0.0973,26.2596271898926,3,0.09,0.09,0.06,1,1,1
"324",3,108,-0.0019,0,0.15,0.096,26.3068598853123,3,0.08,0.06,0,1,1,1
"325",1,109,0.0503,0.231111720963387,0.89,0.2372,22.8737990294675,3,0,0,0,0,0,0
"326",2,109,0.0053,0.148420005118273,0.97,0.1082,22.98410809491,3,0,0,0,0,0,0
"327",3,109,-0.1181,0.609765571620894,0.67,0.2023,23.1913622328199,3,0.02,0,0,0,0,0
"328",1,110,0.0251,0.231111720963387,1.59,0.0231,24.5699606762161,11,0.29,0.12,0,1,0,0
"329",2,110,0.0336,0.139761942375159,1.66,0.1293,24.6372070015305,11,0.04,0.01,0,1,0,0
"330",3,110,0.0326,0.139761942375159,1.89,0.1053,24.7182871778737,11,0.03,0,0,1,0,0
"331",1,111,0.0124,NA,NA,0.0275,24.5198779908632,6,0.3,0.89,0.77,1,1,1
"332",2,111,0.0844,NA,0.84,0.279,24.6793440045707,6,0.06,0.08,0.09,1,1,1
"333",3,111,0.0838,NA,0.97,0.0163,24.7144881175358,6,0.09,0.09,0.1,1,1,1
"334",1,112,0.0713,NA,1.06,0.0798,24.6299948539134,8,0.5,0.7,0,1,1,1
"335",2,112,0.0427,NA,0.67,0.1354,24.6648282269519,8,0.06,0.14,0,1,1,1
"336",3,112,0.0617,NA,0.71,0.1041,24.6328057620807,8,0.05,0,0,1,1,1
"337",1,113,0.0523,-0.755022584278033,3.28,0.0908,24.7534273703916,6,0.42,0.14,0,0,1,1
"338",2,113,0.0325,-0.776528789498996,2.1,0.1003,24.8095782274712,6,0.09,0,0,1,1,1
"339",3,113,0.0263,-0.673344553263766,2.69,0.0936,24.8396979956325,6,0.07,0,0,1,1,1
"340",1,114,0.0279,-0.544727175441672,2.14,0.3029,25.0444803322235,4,0,0,0,0,0,0
"341",2,114,0.0264,-0.7339691750802,2,0.2935,25.0970082520326,4,0,0,0,0,0,0
"342",3,114,0.0261,-0.693147180559945,2.13,0.2678,25.1436233659253,4,0.05,0,0,0,0,0
"343",1,115,0.0965,NA,0.56,0.0518,23.0524928608869,1,0,0,0,0,0,0
"344",2,115,0.0964,NA,0.56,0.0595,23.1009584024273,1,0,0,0,0,0,0
"345",3,115,0.1036,NA,0.51,0.0586,23.1101920783742,1,0.09,0,0,0,0,0
"346",1,116,0.0589,0.27763173659828,0.81,0.0749,22.9515435686793,5,0.25,0.48,0.14,1,1,0
"347",2,116,0.0712,0.29266961396282,0.79,0.1184,22.9146958805743,5,0.04,0.04,0.02,1,1,0
"348",3,116,0.064,0.444685821261446,0.75,0.0745,23.0134746588724,5,0.03,0.04,0,1,1,0
"349",1,117,0.0725,0.198850858745165,0.28,0.131,24.2179839194622,6,0,0,0,0,0,0
"350",2,117,0.0788,0.198850858745165,0.15,0.141,24.2692040500671,6,0,0,0,0,0,0
"351",3,117,0.0546,0.343589704390077,0.15,0.1305,24.3339594001018,6,0.06,0,0,0,0,0
"352",1,118,0.0907,0.678033542749897,0.28,0.1344,25.1132854425492,1,0.09,0,0.01,0,0,0
"353",2,118,0.0973,0.732367893713227,0.29,0.1362,25.1441044474057,1,0.01,0,0.01,1,1,0
"354",3,118,0.1042,0.698134722070984,0.28,0.1537,25.1895761735511,1,0.01,0,0,1,1,0
"355",1,119,0.0735,0.285178942233662,0.83,0.2102,23.2828160297302,1,0,0,0,0,0,0
"356",2,119,0.0649,0.113328685307003,1.05,0.1942,23.429915057133,1,0,0,0,0,0,0
"357",3,119,0.0755,0.113328685307003,1.08,0.1818,23.4967291765969,1,0.05,0,0,0,0,0
"358",1,120,0.216,1.2947271675944,0.19,0.0736,21.6395565688206,1,0,0,0,0,0,0
"359",2,120,0.1891,0.2390169004705,0.15,0.0838,21.7165176099567,1,0,0,0,0,0,0
"360",3,120,0.029,0.3293037471426,0.65,0.0761,21.9429151206574,1,0.09,0,0,0,0,0
"361",1,121,0.0778,0.378436435720245,0.45,0.1001,23.0692880300893,6,0.29,0,0,0,1,0
"362",2,121,0.0982,0.254642218373581,0.48,0.1149,23.1063401840511,6,0.06,0,0,0,1,0
"363",3,121,0.0543,0.336472236621213,0.61,0.1,22.9304830984743,6,0.06,0,0,0,1,0
"364",1,122,0.0515,NA,0.3,0.0129,24.9661022407869,8,0.38,0.11,0.37,1,1,1
"365",2,122,0.0507,NA,0.27,0.0235,24.9646069779029,8,0.05,0.06,0.03,1,1,1
"366",3,122,0.0417,NA,0.16,0.0282,24.9544114406607,8,0.05,0.09,0.03,1,1,1
"367",1,123,0.0853,0.678033542749897,1.12,0.1049,22.9124582425854,2,0.39,0.27,0.47,0,1,1
"368",2,123,0.0891,0.819779831493311,1.1,0.1041,22.8275219350007,2,0.08,0.09,0,1,1,1
"369",3,123,0.0908,0.683096844706444,1.13,0.1149,22.8362630371545,2,0.07,0,0,1,1,1
"370",1,124,0.0336,-0.186329578191493,0.95,0.0694,23.9943165674687,11,0.26,0.6,0.12,0,1,0
"371",2,124,0.0256,-0.210721031315653,0.91,0.0684,23.9788592447498,11,0.03,0.12,0.03,1,1,1
"372",3,124,0.0285,-0.116533816255952,1,0.0736,24.0545413443035,11,0.04,0.14,0.05,1,1,1
"373",1,125,0.016,-0.23572233352107,0.89,0.0901,25.4582003289898,11,0.12,0.6,0.79,1,0,1
"374",2,125,0.0233,-0.3147107448397,0.92,0.1083,25.4662743772695,11,0.02,0.09,0.11,1,1,1
"375",3,125,0.017,-0.2484613592985,0.91,0.0787,25.5166485273073,11,0.02,0.06,0.09,1,1,1
"376",1,126,0.0413,0.27002713721306,2.21,0.0655,23.4970161342965,5,0.11,0.24,0.03,1,0,0
"377",2,126,0.0148,0.148420005118273,1.84,0.0538,23.5622786257839,5,0.04,0,0,0,1,0
"378",3,126,0.0472,0.0676586484738149,1.62,0.0565,23.6104500199193,5,0.04,0,0,0,1,0
"379",1,127,0.0344,-0.385662480811985,0.4,-0.0217,24.4920187536435,3,0.12,0.39,0,0,1,1
"380",2,127,-0.3606,-0.174353387144778,0.39,-0.0019,24.4816013885749,3,0.02,0.06,0,1,1,1
"381",3,127,-0.1191,0.139761942375159,0.46,0.0821,24.6479483713213,3,0.08,0.08,0,1,1,1
"382",1,128,0.0011,-0.527632742082372,0.2,0.1854,24.3361817522533,7,0.45,0,0,0,0,1
"383",2,128,0.0548,0.641853886172395,0.17,0.178,24.4486700657427,7,0.11,0,0,0,0,1
"384",3,128,0.3491,0.378436435720245,0.34,0.0026,24.5328573662226,7,0.08,0.15,0,0,0,1
"385",1,129,0.0615,0.609765571620894,0.94,0.0594,23.5895896355297,8,0.8,0.84,0.6,1,1,1
"386",2,129,0.0526,0.72270598280149,0.82,0.073,23.7006559162525,8,0.14,0.14,0.06,1,1,1
"387",3,129,0.0665,0.756121979721334,0.66,0.0842,23.6919711504398,8,0.14,0.14,0.08,1,1,1
"388",1,130,0.0797,0.86288995514704,0.75,0.1259,22.2298068631607,6,0,0,0,0,0,0
"389",2,130,0.0935,1.16315080980568,0.5,0.1527,22.2361708223254,6,0,0,0,0,0,0
"390",3,130,0.0875,0.928219302739429,0.52,0.1508,22.2653238620492,6,0.03,0,0,0,0,0
"391",1,131,0.0333,-0.400477566597125,0.98,-0.0154,24.5163701621179,11,0,0,0,0,0,0
"392",2,131,0.0203,-0.430782916092454,0.99,0.0727,24.5658530156546,11,0,0,0,0,0,0
"393",3,131,0.0258,-0.3147107448397,0.93,0.1202,24.6390019402864,11,0.12,0,0,0,0,0
"394",1,132,0.0592,NA,0,0.1258,24.3626578651104,7,0.57,0.82,0.15,1,1,1
"395",2,132,0.043,NA,0.25,0.1244,24.5486192251602,7,0.07,0.1,0,1,1,1
"396",3,132,NA,NA,0.25,0.111,24.5494041032174,7,0.07,0.09,0.13,1,1,1
"397",1,133,0.0538,0.0769610411361284,1.62,0.0539,23.1759075261471,8,0.19,0,0,1,1,0
"398",2,133,0.0535,0.00995033085316809,1.12,0.1246,23.1951716745572,8,0.03,0,0,1,1,0
"399",3,133,0.055,0.048790164169432,2.06,0.0788,23.500344464459,8,0.03,0,0,1,1,0
"400",1,134,0.0878,0.62057648772511,0.37,0.0806,23.8917321872695,6,0,0,0,0,0,0
"401",2,134,0.1172,0.438254930931155,0.38,0.0812,23.9064730325351,6,0.04,0,0,0,1,0
"402",3,134,0.0746,0.698134722070984,0.35,0.0875,23.8897530309229,6,0.05,0.07,0,0,1,0
"403",1,135,0.0892,0.444685821261446,0.44,0.0516,24.0314914958145,3,0,0,0,0,0,0
"404",2,135,-0.1466,0.512823626428664,0.38,0.1526,24.1434235958869,3,0.04,0,0,0,0,0
"405",3,135,-0.0389,0.506817602368452,0.33,0.1752,24.271810435852,3,0.05,0,0,0,0,0
"406",1,136,0.0639,0.662687973075237,1.11,0.0568,24.3048384380718,3,0,0,0,0,0,0
"407",2,136,0.0525,0.431782416425538,1.07,0.0544,24.4156391803146,3,0,0,0,0,0,0
"408",3,136,0.0497,0.431782416425538,1.06,0.0581,24.5776597295379,3,0,0,0,0,0,0
"409",1,137,-0.0339,0.678033542749897,1.26,0.0763,22.5369439936888,7,0,0,0,0,0,0
"410",2,137,0.0207,0.727548607277278,1.66,0.044,22.7371495381592,7,0,0,0,0,0,0
"411",3,137,0.011,0.8754687373539,2.03,-0.1062,22.7796220767447,7,0.1,0,0,0,0,0
"412",1,138,0.0274,0.482426149244293,1.18,0.389,23.5682333586107,4,0,0,0,0,0,0
"413",2,138,0.0374,0.576613364303994,1.02,0.7649,23.851540357832,4,0,0,0,0,0,0
"414",3,138,0.1956,0.451075619360217,1.02,0.2399,23.8566105269077,4,0.02,0,0,0,0,0
"415",1,139,0.0354,0.0953101798043249,0.69,0.1117,22.9036677026243,3,0,0.3,0,0,1,0
"416",2,139,0.0065,-0.415515443961666,0.62,0.2098,23.0048369752834,3,0.02,0.03,0,0,1,0
"417",3,139,-0.0308,-0.127833371509885,0.61,0.1567,23.2135662475514,3,0.03,0,0,0,1,0
"418",1,140,0.0374,0.385262400790645,0.64,0.014,24.7856242533107,5,0,0,0,0,0,0
"419",2,140,0.0463,0.385262400790645,0.57,0.0177,24.7038442848701,5,0,0,0,1,0,0
"420",3,140,0.0649,0.157003748809665,0.55,0.0199,24.7085207165808,5,0,0,0,1,0,0
"421",1,141,0.0132,-0.22314355131421,1.68,0.0706,24.489800535626,3,0,0,0,0,0,0
"422",2,141,-3e-04,-0.27443684570176,1.43,-0.0021,24.5006597045911,3,0,0,0,0,0,0
"423",3,141,-0.0149,-0.22314355131421,1.52,0.0118,24.5990604477673,3,0,0,0,0,0,0
"424",1,142,0.0209,-0.527632742082372,1.29,0.0822,24.489164247186,11,0.21,0.03,0,0,1,1
"425",2,142,-0.0039,-0.616186139423817,1.26,0.0625,24.4938635173452,11,0.04,0,0,1,1,1
"426",3,142,-0.0129,-0.527632742082372,1.25,0.0753,24.5633201188575,11,0.07,0,0,1,1,1
"427",1,143,0.0195,-0.579818495252942,0.86,0.0494,25.0870521233305,11,0.41,0.05,0.72,1,1,1
"428",2,143,0.0249,-0.776528789498996,0.8,0.0691,25.1043420200843,11,0.07,0.02,0.13,1,1,1
"429",3,143,0.0108,-0.562118918153541,0.89,0.0592,25.1870337359294,11,0.11,0.05,0.09,1,1,1
"430",1,144,0.0475,0.431782416425538,0.55,0.0695,22.6812732326461,1,0.79,0,0,0,0,0
"431",2,144,0.0623,0.470003629245736,0.58,0.0488,22.7695383172347,1,0.14,0,0,0,0,0
"432",3,144,0.018,0.371563556432483,0.97,0.0691,22.9228210296209,1,0.05,0,0,0,0,0
"433",1,145,0.0426,0.732367893713227,1,0.2865,21.8937264275879,4,0,0,0,0,0,0
"434",2,145,0.0362,0.867100487683383,1.1,0.3305,22.103793603172,4,0,0,0,0,0,0
"435",3,145,0.0556,0.683096844706444,1.28,0.2756,22.2053248200507,4,0.04,0,0,0,0,0
"436",1,146,0.0155,-0.867500567704723,4.16,0.0422,25.9732014559116,1,0.35,0.7,0.65,1,1,0
"437",2,146,0.034,-0.579818495252942,2.9,0.0487,26.0316622389361,1,0.05,0.08,0.07,1,1,1
"438",3,146,0.0199,-0.653926467406664,3.23,0.0221,26.0633343662042,1,0.04,0.08,0.1,1,1,1
"439",1,147,0.2228,1.69561560867515,0,0.1342,21.3198096018329,6,0,0,0,0,0,0
"440",2,147,0.2111,1.45395300959371,0,0.1349,21.4537088022501,6,0,0,0,0,0,0
"441",3,147,0.1921,1.54543258245819,0,0.1324,21.5815036373719,6,0.01,0,0,0,0,0
"442",1,148,0.1007,NA,0.17,0.0063,23.4381592365306,7,0.13,0,0,0,0,0
"443",2,148,0.0819,NA,0.02,0.1894,23.6077871811644,7,0.04,0,0,0,0,0
"444",3,148,0.1782,0.262364264467491,0.0033,0.2346,24.4167347433942,7,0.06,0,0,0,0,0
"445",1,149,0.0628,0.438254930931155,0.08,0.0476,24.1672033722847,6,0.39,0,0.51,0,0,1
"446",2,149,0.0299,0.198850858745165,0.16,0.0352,24.2360045933415,6,0.03,0,0.08,1,1,1
"447",3,149,0.0437,0.262364264467491,0.31,0.0459,24.2191671540779,6,0.02,0,0.06,1,0,1
"448",1,150,0.0058,-1.02165124753198,1.16,0.0503,24.6433760525572,11,0,0,0,0,0,1
"449",2,150,0.0111,-1.17118298150295,1.25,0.0263,24.6437330891572,11,0,0,0,0,0,1
"450",3,150,-0.1296,-0.891598119283784,1.54,0.0199,24.6776967786241,11,0.03,0,0,0,0,1
"451",1,151,0.0477,0.412109650826833,0.64,0.0794,23.3296302438056,7,0,0,0,0,0,0
"452",2,151,0.031,0.131028262406404,0.66,0.0812,23.3594690975788,7,0,0,0,0,0,0
"453",3,151,0.0217,0.262364264467491,0.77,0.1059,23.3988272810119,7,0.04,0,0,0,0,0
"454",1,152,0.08,0.802001585472027,0.94,0.1363,22.8629789969678,7,0,0,0,0,0,0
"455",2,152,0.0762,0.982078472412158,1.05,0.1346,22.9759251211707,7,0,0,0,0,0,0
"456",3,152,0.0975,1.03673688495002,1.13,0.1488,22.9572508384482,7,0.07,0,0,0,0,0
"457",1,153,0.0105,-1.77195684193188,0.53,0.2337,25.5264176515496,4,0.15,0,0,0,0,1
"458",2,153,0.0116,-1.51412773262978,0.71,0.265,25.5942021866831,4,0.03,0,0,1,0,1
"459",3,153,0.0104,-1.38629436111989,1.04,0.2336,25.6556224221636,4,0.04,0,0,1,0,1
"460",1,154,0.0585,0.662687973075237,0.53,0.3056,21.7677738666213,7,0,0,0,0,0,0
"461",2,154,0.0438,0.678033542749897,0.38,0.3178,22.0924140392313,7,0,0,0,0,0,0
"462",3,154,0.0516,0.524728528934982,0.79,0.3074,22.866268860116,7,0.08,0,0,0,0,0
"463",1,155,-3e-04,0.0295588022415444,NA,0.0706,28.8011543666569,4,0,0,0,0,0,0
"464",2,155,-1e-04,0.0295588022415444,NA,-0.0479,28.8158441278153,4,0,0,0,0,0,0
"465",3,155,0.0038,0.0295588022415444,NA,-0.0508,28.809114723952,4,0,0,0,0,0,0
"466",1,156,0.0854,0.476234178996372,0.62,0.035,24.8623447305087,1,0.17,0,0,1,1,1
"467",2,156,0.1584,0.29266961396282,0.96,0.2564,24.6989394694508,1,0.11,0,0,1,1,1
"468",3,156,0.056,0.22314355131421,1.05,0.1417,24.6869700615096,1,0.11,0,0,1,1,1
"469",1,157,0.0716,-2.04022082852655,0.34,-0.0105,24.2586735473704,6,0,0,0,0,0,0
"470",2,157,0.088,-1.96611285637283,0.27,0.0755,24.2913326708436,6,0,0,0,0,0,0
"471",3,157,0.0911,0.451075619360217,0.29,0.0821,24.2887056620026,6,0.04,0,0,0,0,0
"472",1,158,0.0233,-0.510825623765991,2.54,0.0942,27.2531633927219,6,0.45,0.21,0.37,1,1,0
"473",2,158,-0.0108,-0.27443684570176,1.86,0.0894,27.2102799202679,6,0.07,0.07,0.07,1,1,1
"474",3,158,0.0191,-0.174353387144778,1.74,0.1025,27.1976949685633,6,0.08,0.06,0.06,1,1,1
"475",1,159,0.0254,0.494696241836107,2.12,-0.1916,24.0295078258599,4,0,0,0,0,0,0
"476",2,159,0.055,0.46373401623214,1.99,0.1141,23.9721781363603,4,0.03,0,0.03,0,0,0
"477",3,159,0.0544,0.418710334858185,2.17,0.2563,23.9554816472328,4,0.02,0.02,0.02,0,0,0
"479",2,160,0.4187,1.06471073699243,0.34,0.2745,23.8366382470583,5,0,0,0,0,0,0
"480",3,160,0.2481,0.657520002916794,0.77,0.4862,24.268967521384,5,0.13,0,0,0,0,0
"481",1,161,0.0797,0.512823626428664,0.96,0.0941,23.856583773453,2,0.51,0.68,0.64,1,1,1
"482",2,161,0.0541,0.678033542749897,0.89,0.1044,23.8652606174787,2,0.09,0.08,0.08,1,1,1
"483",3,161,0.0777,0.712949807856125,0.98,0.1019,23.9096184701091,2,0.09,0.09,0.09,1,1,1
"484",1,162,0.0812,-0.116533816255952,0.16,0.2157,24.1034098094107,7,0,0,0,1,1,0
"485",2,162,0.0423,-0.287682072451781,0.15,0.2508,24.0723976963052,7,0.02,0,0,1,1,1
"486",3,162,0.1274,-0.23572233352107,0.17,0.2448,24.1265610166907,7,0.02,0,0,1,1,1
"487",1,163,0.0163,-1.07880966137193,0.13,0.0319,25.7300403544935,1,0.35,0.22,0.4,0,1,1
"488",2,163,0.0521,-0.693147180559945,0.17,0.0243,25.8373237702302,1,0.02,0.05,0.03,1,1,1
"489",3,163,0.0453,-0.673344553263766,0.25,0.018,25.9032331321037,1,0.02,0.02,0.02,1,1,1
"490",1,164,0.0893,0.587786664902119,0.08,0.0498,22.6412262927354,1,0,0,0,0,0,0
"491",2,164,0.0861,0.350656871613169,0.15,0.0487,22.7619240552333,1,0,0,0,0,0,0
"492",3,164,0.0808,0.385262400790645,0.15,0.0464,22.8330229332934,1,0.03,0,0,0,0,0
"493",1,165,0.1671,0.717839793150317,0.58,0.0573,22.8027073786262,1,0.45,0.53,0,0,1,0
"494",2,165,0.1624,0.322083499169113,0.43,0.0725,22.7755930861347,1,0.06,0,0,1,1,0
"495",3,165,0.1213,0.27763173659828,0.45,0.0793,22.7798225060888,1,0.03,0.01,0,1,1,0
"496",1,166,0.0091,-0.82098055206983,2.87,0.2134,27.5676072954114,4,0.53,0.36,0.41,1,1,1
"497",2,166,0.0065,-0.867500567704723,2.61,0.2259,27.5383651106846,4,0.07,0.08,0.11,1,1,1
"498",3,166,0.0082,-0.867500567704723,2.59,0.2339,27.4758165476225,4,0.06,0.04,0.07,1,1,1
"499",1,167,0.152,1.10194007876078,0.15,0.0757,22.3356190956259,6,0.7,0,0,0,1,1
"500",2,167,0.1367,0.774727167552368,0.14,0.0832,22.3845991824462,6,0.09,0,0,0,1,1
"501",3,167,0.104,0.908258560176891,0.13,0.0805,22.3879969136124,6,0.09,0.05,0,0,1,1
"502",1,168,0.1139,0.00995033085316809,0.31,0.0924,24.0341737472611,3,0.29,0.31,0,1,1,0
"503",2,168,-0.0194,-0.23572233352107,0.58,0.0723,24.0982219074033,3,0.04,0,0,1,1,0
"504",3,168,-0.1803,0.641853886172395,0.48,0.1065,24.1964737545848,3,0.01,0,0.08,1,1,0
"505",1,169,0.0625,0.598836501088704,NA,0.0486,24.0581453375709,5,0,0,0,0,0,0
"506",2,169,0.0666,0.488580014818671,NA,0.0455,24.0847170340861,5,0,0,0,0,0,1
"507",3,169,0.0869,0.494696241836107,NA,0.0508,24.1636518799661,5,0.01,0,0,0,0,1
"508",1,170,0.0444,0.246860077931526,0.82,0.4329,23.7147669216326,4,0.18,0.31,0.44,0,1,1
"509",2,170,-0.0262,0.2390169004705,0.81,0.4813,23.7227909087391,4,0.04,0.09,0.09,1,1,1
"510",3,170,0.0337,0.398776119957368,0.91,0.4197,23.7852539062775,4,0.03,0.07,0.08,1,1,1
"512",2,171,0.1577,1.37118072330984,0.53,0.0607,24.4250121567672,1,0.04,0.12,0.03,1,1,1
"513",3,171,0.1699,1.31908561142644,1.17,0.0683,24.4107943789894,1,0.04,0.14,0.05,1,1,1
"514",1,172,0.057,-0.400477566597125,0.35,0.0537,24.494669532565,3,0.48,0.55,0.34,1,1,1
"515",2,172,-0.084,-0.616186139423817,0.22,0.2267,24.4787285952035,3,0.1,0.12,0.04,1,1,1
"516",3,172,-0.1965,-0.162518929497775,0.27,0.2158,24.3759480027485,3,0.06,0.08,0.04,1,1,1
"520",1,174,0.0892,0.53062825106217,1.71,0.1118,22.9392874162814,1,0.56,0.91,0.68,0,1,0
"521",2,174,0.0771,0.182321556793955,1.14,0.1244,22.9645072996994,1,0.08,0.12,0.09,0,1,0
"522",3,174,0.0696,0.343589704390077,1.29,0.1356,22.9775006689994,1,0.07,0.13,0.07,0,1,0
"523",1,175,0.0933,0.518793793415168,0.49,0.0777,24.4574293159005,6,0.05,0,0,1,1,1
"524",2,175,0.1006,0.524728528934982,0.39,0.1005,24.5395485700937,6,0.01,0,0,1,1,1
"525",3,175,0.093,0.548121408509688,0.34,0.1052,24.5399006595281,6,0.01,0,0,1,1,1
