"";"Companies";"Year";"Ticker";"Date";"Ra";"Beta";"AlphaJensen";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"293";195;2013;"ITW";2013-12-01;0,0600359154630684;1,34801156858151;0,0221567903859279;0,09;1,76;0,17;0,06;0,06;0,08;0,05;1;1;0;10,3;0,29;0,12;6
"294";195;2014;"ITW";2014-12-01;0,00258523133869164;1,34801156858151;0,00339403827984054;0,15;2,17;0,37;0,07;0,05;0,08;0,06;0;0;0;10,25;0,88;0,2;6
"295";196;2012;"IVZ";2012-12-01;0,0430763916965788;2,08886431647285;0,0183277927621992;0,04;0,95;0,08;0,69;0,49;0,69;0,39;0;1;1;10,24;0,61;0,16;4
"296";196;2013;"IVZ";2013-12-01;0,0435160674067591;2,08886431647285;-0,015181019886128;0,05;1,02;0,11;0,11;0,06;0,1;0,07;1;1;1;10,28;0,69;0,2;4
"297";196;2014;"IVZ";2014-12-01;-0,0210322840671144;2,08886431647285;-0,0197789654772307;0,05;1,13;0,12;0;0,12;0,11;0,06;1;1;1;10,31;0,81;0,19;4
"298";197;2012;"JBHT";2012-12-01;0,00697854209452445;1,05764628449866;-0,00560168406255972;0,13;3,06;0,43;0,26;0,49;0;0;1;0;1;9,39;0,74;0,06;6
"299";197;2013;"JBHT";2013-12-01;0,0276754947627433;1,05764628449866;-0,00204436583166898;0,13;3,39;0,36;0;0,1;0;0;1;0;1;9,45;0,45;0,06;6
"300";197;2014;"JBHT";2014-12-01;0,0206269152470991;1,05764628449866;0,0212615030177983;0,12;3,08;0,33;0;0,09;0;0;1;0;1;9,53;0,57;0,06;6
"301";198;2012;"JCI";2012-12-01;0,0370136476864416;0,674027526174947;0,0289601228775772;0,04;0,7;0,11;0,38;0,3;0,57;0,28;0;1;1;10,49;0,58;0,03;1
"302";198;2013;"JCI";2013-12-01;0,0789507722800967;0,674027526174947;0,0600105987945807;0,05;0,96;0,14;0,09;0,09;0,1;0,02;1;1;1;10,49;0,5;0,04;1
"303";198;2014;"JCI";2014-12-01;0,0278736982232585;0,674027526174947;0,0282781147389635;0,04;1,04;0,1;0,12;0,07;0,12;0,05;1;1;1;10,5;0,46;0,03;1
"304";199;2012;"JNJ";2012-12-01;0,00529198294007239;0,507560167257459;-0,000797227033565627;0,09;1,52;0,18;0,72;0,69;0,74;0,46;1;1;1;11,08;0,25;0,15;5
"305";199;2013;"JNJ";2013-12-01;-0,0329693726135809;0,507560167257459;-0,0472318133135155;0,11;1,82;0,2;0,11;0,12;0,11;0,06;1;1;1;11,12;0,25;0,19;5
"306";199;2014;"JNJ";2014-12-01;-0,0345865902776626;0,507560167257459;-0,0342820541773081;0,12;2,11;0,22;0,12;0,12;0,11;0,08;1;1;1;11,12;0,27;0,14;5
"307";2;2012;"AAL";2012-12-01;0,04623784700419;0,227458267244533;0,0434538394507045;0,09;0,09;0,35;0,05;0,14;0,16;0,23;1;1;0;10,37;0,5;0,06;6
"308";2;2013;"AAL";2013-12-01;0,0726772202006067;0,227458267244533;0,0662856428910353;0,08;0,36;0,28;0,01;0,03;0;0;1;1;0;10,63;0,69;0,06;6
"309";2;2014;"AAL";2014-12-01;0,0999266523358293;0,227458267244533;0,100063127296176;0,06;NA;0,27;0;0,05;0,03;0,06;1;1;0;10,64;0,9;0,05;6
"310";20;2012;"AIG";2012-12-01;0,0634435703734694;2,31086882804715;0,0360753182025131;0,08;NA;0,09;0;0;0;0;0;1;0;11,74;0,49;0,15;4
"311";20;2013;"AIG";2013-12-01;0,0278088284660412;2,31086882804715;-0,0371265856020837;0,1;NA;0,12;0;0;0;0;1;1;0;11,73;0,41;0,19;4
"312";20;2014;"AIG";2014-12-01;0,0241392344647785;2,31086882804715;0,0255257557616068;0,09;NA;0,12;0;0,09;0;0;1;1;0;11,71;0,21;0,17;4
"313";200;2012;"JNPR";2012-12-01;0,0898344619660666;1,5128577091488;0,0718827409981108;0,02;0,9;0,03;0,36;0,29;0,65;0,87;1;1;1;9,99;0,14;0,04;7
"314";200;2013;"JNPR";2013-12-01;0,107479535817554;1,5128577091488;0,064968234190473;0,04;0,96;0,06;0,03;0,05;0,09;0,14;1;1;1;10,01;0,14;0,09;7
"315";200;2014;"JNPR";2014-12-01;0,00719416383308119;1,5128577091488;0,00810187845857047;-0,04;1,13;-0,06;0,01;0,07;0,08;0,13;0;1;1;9,92;0,27;-0,07;7
"316";201;2012;"JPM";2012-12-01;0,067985810749421;1,2091634856015;0,0536176816193234;0,01;0,2;0,11;0,2;0,23;0,22;0,11;0;1;1;12,37;1,41;0,2;4
"317";201;2013;"JPM";2013-12-01;0,0217813206508713;1,2091634856015;-0,0121961732945308;0,01;0,15;0,08;0,04;0,04;0,04;0,02;1;1;1;12,38;1,48;0,17;4
"318";201;2014;"JPM";2014-12-01;0,0394381173881308;1,2091634856015;0,0401636154794917;0,01;0,1;0,1;0,03;0,04;0,05;0,01;1;1;1;12,41;1,45;0,21;4
"319";202;2012;"JWN";2012-12-01;-0,0109676406264724;1,71342182068715;-0,0312860181105807;0,08;1,42;0,35;0,66;0,48;0;0,71;1;0;0;9,92;1,66;0,06;1
"320";202;2013;"JWN";2013-12-01;-0,006612388568825;1,71342182068715;-0,0547595417301339;0,09;1,43;0,38;0,12;0,1;0;0,12;1;0;0;9,93;1,36;0,06;1
"321";202;2014;"JWN";2014-12-01;0,038913596488229;1,71342182068715;0,0399416495806413;0,08;1,59;0,35;0,14;0,1;0,1;0,11;1;0;0;9,97;1,37;0,06;1
"322";203;2012;"K";2012-12-01;0,0070072939407888;0,234842368844516;0,00413615398842351;0,07;1,81;0,42;0,33;0,24;0,63;0;1;1;1;10,18;2,51;0,07;2
"323";203;2013;"K";2013-12-01;0,00706591564040507;0,234842368844516;0,000466845075874174;0,12;1,88;0,62;0,05;0,06;0,09;0,09;1;1;1;10,19;1,79;0,12;2
"324";203;2014;"K";2014-12-01;-0,0123015438119191;0,234842368844516;-0,0121606383906124;0,11;1,99;0,49;0,06;0,06;0,09;0,09;1;1;1;10,2;1,76;0,12;2
"325";204;2012;"KEY";2012-12-01;0,0412180279554292;1,1000098110531;0,0281379121850026;0,01;0,12;0,09;0,04;0,15;0;0;0;1;1;10,95;0,69;0,22;4
"326";204;2013;"KEY";2013-12-01;0,0512148503984723;1,1000098110531;0,0203045747078803;0,01;0,16;0,09;0,01;0,03;0;0,01;1;1;1;10,97;0,76;0,21;4
"327";204;2014;"KEY";2014-12-01;0,0291992182999957;1,1000098110531;0,0298592241866276;0,01;0,18;0,09;0,01;0,03;0;0,02;1;1;1;10,97;0,77;0,21;4
"328";205;2012;"KIM";2012-12-01;0,0139772122236354;1,1837158550619;-9,06348660950455e-05;0,03;1,2;0,09;0,43;0,32;0,04;0,08;1;0;0;9,99;0,48;0,06;4
"329";205;2013;"KIM";2013-12-01;-0,0318679026244492;1,1837158550619;-0,0651303181516887;0,05;1,24;0,12;0,12;0,08;0,01;0;1;0;1;9,99;0,45;0,11;4
"330";205;2014;"KIM";2014-12-01;-0,00294593017253772;1,1837158550619;-0,00223570065950058;0,03;1,41;0,07;0,1;0,09;0,02;0,01;1;0;1;10,01;0,5;0,06;4
"331";206;2012;"KLAC";2012-12-01;0,049135689068652;1,9229160712202;0,0263452794282537;0,03;1,06;0,03;0,66;0,67;0;0;0;0;0;9,7;0,88;0,19;7
"332";206;2013;"KLAC";2013-12-01;0,00919489623672337;1,9229160712202;-0,0448390453645642;0,02;1,45;0,04;0;0,13;0;0;0;0;0;9,74;0,91;0,19;7
"333";206;2014;"KLAC";2014-12-01;0,0125931203652309;1,9229160712202;0,0137468700079631;0,04;2,34;0,08;0;0,1;0;0;0;0;0;9,7;0,97;0,37;7
"334";207;2012;"KMB";2012-12-01;-0,00612837178412167;0,338020891671284;-0,0102170183058428;0,14;1,82;0,21;0,11;0,14;0,06;0,05;1;0;1;10,3;0,22;0,22;2
"335";207;2013;"KMB";2013-12-01;-0,0360448845684397;0,338020891671284;-0,0455432716244028;0,1;2,26;0,16;0,02;0,03;0,03;0,01;1;0;1;10,28;0,21;0,2;2
"336";207;2014;"KMB";2014-12-01;-0,00179262141367721;0,338020891671284;-0,00158980887867444;0,08;3,12;0,15;0,03;0,02;0,02;0,01;1;1;1;10,19;5,33;0,15;2
"337";209;2012;"KMX";2012-12-01;0,0346919076271092;1,93608259169185;0,0117461330451454;0,01;1,29;0,03;0;0;0;0;0;0;0;9,97;2,31;0,03;1
"338";209;2013;"KMX";2013-12-01;-0,0684255363307006;1,93608259169185;-0,122829457157242;0,02;1,43;0,09;0;0;0;0;0;0;0;10,05;2,59;0,08;1
"339";209;2014;"KMX";2014-12-01;0,155703933116167;1,93608259169185;0,156865582671182;0,01;1,45;0,06;0;0,08;0;0;0;0;0;10,11;1,18;0,06;1
"340";21;2012;"AKAM";2012-12-01;0,110780020002425;-0,0834461308606196;0,11166468434658;0,02;2,6;0,12;0,03;0,12;0;0,68;0;1;1;9,42;0;0,07;7
"341";21;2013;"AKAM";2013-12-01;0,0535492227713258;-0,0834461308606196;0,0558940590485092;0,02;2,59;0,11;0,01;0,07;0;0,15;1;1;1;9,47;0;0,07;7
"342";21;2014;"AKAM";2014-12-01;-0,0258696248215068;-0,0834461308606196;-0,0259196925000232;0,03;2,72;0,13;0,05;0,04;0;0,15;1;1;1;9,6;0,21;0,08;7
"343";210;2012;"KO";2012-12-01;-0,0450391206582701;0,586728383250418;-0,052062515580625;0,05;2,02;0,15;0,79;0,42;0,11;0;1;1;1;10,94;1,84;0,04;2
"344";210;2013;"KO";2013-12-01;0,0274864840043236;0,586728383250418;0,0109994164349869;0,05;2,19;0,16;0,09;0,11;0,09;0,1;1;1;1;10,95;2,15;0,04;2
"345";210;2014;"KO";2014-12-01;-0,0599835156472551;0,586728383250418;-0,0596314786173049;0,05;2,2;0,17;0,01;0,03;0,1;0,12;1;1;1;10,96;2,69;0,04;2
"346";211;2012;"KR";2012-12-01;-0,00841938102657017;0,562335208785259;-0,0151549364902362;0,1;NA;0,26;0,53;0,17;0;0;0;1;0;10,39;0,58;0,18;2
"347";211;2013;"KR";2013-12-01;-0,0546394155116174;0,562335208785259;-0,0704410348784831;0,08;NA;0,22;0,08;0;0;0;1;1;0;10,41;0,63;0,15;2
"348";211;2014;"KR";2014-12-01;0,0704845248900354;0,562335208785259;0,0708219260153065;0,08;NA;0,27;0,1;0,03;0;0;1;1;0;10,48;1,11;0,17;2
"349";212;2012;"KSS";2012-12-01;-0,0309267927130688;0,690623450739806;-0,0391761494317985;0,03;0,84;0,19;0,28;0,25;0,25;0,43;1;1;1;10,18;1,8;0,01;1
"350";212;2013;"KSS";2013-12-01;0,032663790854806;0,690623450739806;0,0132572718890174;0,06;0,84;0,33;0,08;0,04;0,02;0,06;1;1;1;10,18;1,43;0,02;1
"351";212;2014;"KSS";2014-12-01;0,030396733434088;0,690623450739806;0,0308111075045319;0,06;0,76;0,32;0,1;0,06;0;0,06;1;1;1;10,18;1,83;0,02;1
"352";213;2012;"KSU";2012-12-01;0,0685020123301436;1,10838151233734;0,055323110484563;0,07;1,66;0,17;0;0;0;0;0;0;0;9,81;0,33;0,06;6
"353";213;2013;"KSU";2013-12-01;0,0246938885237619;1,10838151233734;-0,0064516319729174;0,07;2,06;0,16;0;0;0;0;0;0;0;9,87;0,33;0,05;6
"354";213;2014;"KSU";2014-12-01;0,0279377536067749;1,10838151233734;0,0286027825141773;0,06;1,94;0,14;0;0,01;0;0;0;0;0;9,91;0,32;0,04;6
"355";214;2012;"L";2012-12-01;-0,00318534204525156;0,928029177745318;-0,0142360863426463;0,06;0,2;0,13;0;0;0;0;1;0;0;10,9;0,5;0,17;4
"356";214;2013;"L";2013-12-01;0,0186217217099141;0,928029177745318;-0,00745589818472935;0,05;0,24;0,11;0;0;0;0;1;0;0;10,9;0,55;0,15;4
"357";214;2014;"L";2014-12-01;0,00908435715799896;0,928029177745318;0,00964117466464615;0,07;0,16;0,14;0;0,03;0;0;1;0;0;10,89;0,49;0,19;4
"358";215;2012;"LB";2012-12-01;-0,0426105588415009;1,40926114764781;-0,059339840383745;0,13;2,69;1,05;0,15;0,16;0;0;1;0;1;9,81;-8,81;0,08;1
"359";215;2013;"LB";2013-12-01;-0,0495216523826112;1,40926114764781;-0,0891218906315145;0,14;3,33;-0,98;0;0,04;0;0;1;0;1;9,82;-6,07;0,09;1
"360";215;2014;"LB";2014-12-01;0,0675083475716879;1,40926114764781;0,0683539042602766;0,16;3,47;-1,77;0;0,06;0;0;1;0;1;9,85;-11,46;0,1;1
"361";216;2012;"LH";2012-12-01;0,023714761391505;0,52936935193024;0,0173682030387282;0,09;1,46;0,22;0;0;0;0;0;0;0;9,83;0,8;0,1;5
"362";216;2013;"LH";2013-12-01;-0,108583893192031;0,52936935193024;-0,123459171981271;0,09;1,44;0,22;0;0;0;0;0;0;0;9,84;1,16;0,1;5
"363";216;2014;"LH";2014-12-01;0,0306790126474564;0,52936935193024;0,0309966342586145;0,07;1,51;0,19;0;0,04;0;0;0;0;0;9,86;0,95;0,09;5
"364";217;2012;"LLL";2012-12-01;-0,00299726624769245;1,14013431886941;-0,0165508512103515;0,05;0,63;0,13;0;0;0;0;0;0;0;10,14;0,67;0,06;6
"365";217;2013;"LLL";2013-12-01;0,0323345294119484;1,14013431886941;0,000296755051717917;0,05;0,77;0,13;0;0;0;0;0;0;1;10,15;0,61;0,06;6
"366";217;2014;"LLL";2014-12-01;0,0128384147563829;1,14013431886941;0,0135224953477045;0,05;0,82;0,11;0;0,04;0;0;0;0;1;10,14;0,75;0,05;6
"367";219;2012;"LLY";2012-12-01;0,00569344825743615;0,578964894565413;-0,00123833749843572;0,12;1,67;0,27;0,27;0,18;0,3;0,35;0;1;1;10,54;0,37;0,18;5
"368";219;2013;"LLY";2013-12-01;0,015412101802052;0,578964894565413;-0,000856811735236131;0,14;1,62;0,29;0,12;0,03;0;0;1;1;1;10,55;0,24;0,2;5
"369";219;2014;"LLY";2014-12-01;0,0126907266646645;0,578964894565413;0,0130381056014037;0,07;2,2;0,14;0,03;0,03;0,04;0,02;1;1;1;10,57;0,35;0,12;5
"370";22;2012;"ALL";2012-12-01;-0,00768781547428106;0,803731361535404;-0,0172718455403988;0,11;0,14;0,15;0,19;0,21;0,31;0,72;0;1;1;11,1;0,05;0,22;4
"371";22;2013;"ALL";2013-12-01;0,00496279141427567;0,803731361535404;-0,0176220598448692;0,09;0,19;0,11;0,01;0,03;0,05;0,12;1;1;1;11,09;0,03;0,16;4
"372";22;2014;"ALL";2014-12-01;0,0303485835807619;0,803731361535404;0,0308308223976831;0,17;0,26;0,22;0,01;0,03;0,06;0,08;1;1;1;11,04;0,25;0,29;4
"373";220;2012;"LMT";2012-12-01;-0,0108843445763984;0,680178893137126;-0,0190104555154165;0,07;0,88;5,28;0,49;0,56;0,63;0,87;1;1;1;10,59;157,9;0,06;6
"374";220;2013;"LMT";2013-12-01;0,0481616860841711;0,680178893137126;0,0290486591870179;0,08;1,43;1,2;0,08;0,09;0,06;0,13;1;1;1;10,56;1,25;0,07;6
"375";220;2014;"LMT";2014-12-01;0,00525877677028555;0,680178893137126;0,00566688410616783;0,1;1,78;0,85;0,08;0,09;0,08;0,11;1;1;1;10,57;1,81;0,08;6
"376";221;2012;"LNC";2012-12-01;0,0474396987412009;1,49831429419084;0,029659590069749;0,01;0,05;0,09;0;0;0;0;0;0;0;11,34;0,36;0,11;4
"377";221;2013;"LNC";2013-12-01;0,00563379609418138;1,49831429419084;-0,0364688355725812;0,01;0,08;0,09;0,03;0,07;0;0;1;0;0;11,37;0,4;0,1;4
"378";221;2014;"LNC";2014-12-01;0,0181980073193113;1,49831429419084;0,0190969958958258;0,01;0,08;0,1;0,03;0,08;0,04;0,01;1;0;0;11,4;0,33;0,11;4
"379";222;2012;"LNG";2012-12-01;0,11141370014285;1,38088537900076;0,0950192526706408;-0,09;1,25;-5,18;0;0;0;0;0;0;0;9,67;4,25;-1,25;3
"380";222;2013;"LNG";2013-12-01;0,0854103422916076;1,38088537900076;0,0466074631416863;-0,07;1,6;-1,47;0;0;0;0;0;0;0;9,99;36,6;-1,9;3
"381";222;2014;"LNG";2014-12-01;0,0646901064853798;1,38088537900076;0,0655186377127803;-0,05;1,94;3,55;0;0,01;0;0;0;0;0;10,1;-59,73;-2,04;3
"382";223;2012;"LOW";2012-12-01;-0,0159198183185777;1,19382419629056;-0,0301069438348064;0,06;1,29;0,13;0,12;0,13;0;0;0;0;0;10,53;0,63;0,04;1
"383";223;2013;"LOW";2013-12-01;0,0426736382656959;1,19382419629056;0,00912717834993119;0,07;1,78;0,17;0;0,01;0;0;0;0;0;10,53;0,8;0,04;1
"384";223;2014;"LOW";2014-12-01;0,0749802818048213;1,19382419629056;0,0756965763225956;0,08;1,92;0,23;0;0,01;0;0,02;0;0;0;10,53;1,01;0,05;1
"385";224;2012;"LRCX";2012-12-01;0,028352725785512;1,60379456934332;0,00932794986726087;0,05;NA;0,07;0;0;0;0;0;0;0;9,87;0,17;0,09;7
"386";224;2013;"LRCX";2013-12-01;0,043925946805359;1,60379456934332;-0,00114068059318829;0,09;NA;0,15;0;0;0;0,09;0;0;0;9,88;0,17;0,15;7
"387";224;2014;"LRCX";2014-12-01;-0,038613950078863;1,60379456934332;-0,037651673337257;0,09;NA;0,16;0;0,08;0;0;0;0;0;9,91;0,25;0,14;7
"388";226;2012;"LUV";2012-12-01;0,0729170294653272;1,13726331615709;0,0593973223346735;0,01;0,58;0,03;0,1;0,19;0,91;0,75;0;1;1;10,27;0,47;0,04;6
"389";226;2013;"LUV";2013-12-01;0,0155230573968882;1,13726331615709;-0,0164340417871261;0,01;0,86;0,03;0,03;0,04;0,11;0;0;1;1;10,29;0,51;0,04;6
"390";226;2014;"LUV";2014-12-01;0,0133103313268377;1,13726331615709;0,0139926893165319;0,01;1,67;0,03;0,06;0,07;0,1;0;0;1;1;10,31;0,54;0,04;6
"391";227;2012;"LVS";2012-12-01;0,0574365452488614;1,44848030034637;0,0402444777047742;0,07;2,09;0,2;0,36;0,61;0,69;0,49;1;1;1;10,35;1,43;0,14;1
"392";227;2013;"LVS";2013-12-01;0,100124786509619;1,44848030034637;0,0594224900698855;0,1;3,15;0,31;0,09;0,1;0,08;0,07;1;1;1;10,36;1,22;0,17;1
"393";227;2014;"LVS";2014-12-01;-0,0817005475898203;1,44848030034637;-0,0808314594096125;0,13;2,41;0,38;0,1;0,11;0,08;0,09;1;1;1;10,35;1,37;0,19;1
"394";228;2012;"LYB";2012-12-01;0,138020719733308;1,63054095635757;0,118680336448289;0,02;1,23;0,06;0,17;0,2;0,34;0,34;1;1;0;10,38;0,42;0,02;8
"395";228;2013;"LYB";2013-12-01;0,0393801556399834;1,63054095635757;-0,00643804523366438;0,04;1,49;0,11;0,04;0,06;0,09;0,02;1;1;0;10,44;0,3;0,04;8
"396";228;2014;"LYB";2014-12-01;0,00669813320302069;1,63054095635757;0,00767645777683524;0,06;1,62;0,16;0,05;0,05;0,09;0,02;1;1;0;10,39;0,36;0,06;8
"397";229;2012;"M";2012-12-01;0,0133952391890025;1,27873086678683;-0,00179378503908213;0,12;0,88;0,25;0;0;0;0;0;0;0;10,35;0,39;0,06;1
"398";229;2013;"M";2013-12-01;0,00746502761031947;1,27873086678683;-0,0284673097463906;0,15;0,97;0,32;0;0;0;0;1;0;0;10,35;0,46;0,09;1
"399";229;2014;"M";2014-12-01;0,0180271870204107;1,27873086678683;0,0187944255404828;0,16;1,11;0,41;0;0,02;0;0;1;0;0;10,35;0,81;0,09;1
"400";23;2012;"ALXN";2012-12-01;-0,0240315007003522;0,823985118243993;-0,0338545250956313;0,01;6,59;0,01;0;0;0;0;0;0;0;9,42;0,27;0,01;5
"401";23;2013;"ALXN";2013-12-01;0,0651407870282115;0,823985118243993;0,0419868052055553;0,02;7,43;0,04;0;0;0;0;0;0;0;9,52;0,27;0,03;5
"402";23;2014;"ALXN";2014-12-01;-0,0519686070394008;0,823985118243993;-0,0514742159684544;0,08;8,25;0,14;0;0,06;0;0;0;0;0;9,62;0,25;0,12;5
"403";230;2012;"MA";2012-12-01;0,00530639313851365;1,13617000449071;-0,00820041291447673;0,06;6,22;0,23;0,69;0,54;0;0;0;1;0;10,1;1,23;0,05;7
"404";230;2013;"MA";2013-12-01;0,0935984917811543;1,13617000449071;0,0616721146549654;0,07;9,05;0,24;0,12;0,13;0;0;0;1;0;10,15;1,24;0,05;7
"405";230;2014;"MA";2014-12-01;-0,0130295673035385;1,13617000449071;-0,0123478653008441;0,07;6,26;0,26;0;0,11;0;0;0;1;0;10,19;1,33;0,06;7
"406";231;2012;"MAC";2012-12-01;0,031361483886832;1,02594146074681;0,0191553746500196;0,24;1,41;0,42;0,13;0,05;0;0;0;0;0;9,97;1,8;0,37;4
"407";231;2013;"MAC";2013-12-01;0,0336732977918958;1,02594146074681;0,0048443427449103;0,24;1,45;0,43;0,02;0,01;0;0,02;0;0;1;9,96;1,36;0,37;4
"408";231;2014;"MAC";2014-12-01;0,0533084237209643;1,02594146074681;0,0539239885974124;0,24;1,52;0,55;0,01;0,04;0;0,04;0;0;1;10,12;0,22;0,38;4
"409";232;2012;"MAR";2012-12-01;0,026646692954144;1,41908941513462;0,00980143785555542;0,04;2,43;0,12;0,16;0,2;0,15;0;0;1;1;9,8;1,71;0,38;1
"410";232;2013;"MAR";2013-12-01;0,0483645904446621;1,41908941513462;0,00848817787937924;0,05;2,74;0,13;0,04;0,04;0,02;0;1;0;1;9,83;1,36;0,41;1
"411";232;2014;"MAR";2014-12-01;-0,00969277897906763;1,41908941513462;-0,00884132532998686;0,16;3,95;0,39;0,03;0,04;0,02;0;1;0;1;9,84;1,12;1,36;1
"412";233;2012;"MAS";2012-12-01;-0,017846925786337;1,41974378511399;-0,0346999024506821;0,09;1,05;-0,27;0,63;0,37;0,8;0,35;1;0;1;9,84;10,63;0,05;6
"413";233;2013;"MAS";2013-12-01;0,0154903714823317;1,41974378511399;-0,0244044288793715;0,1;1,25;0,63;0,1;0,12;0,12;0,02;1;0;1;9,84;6,39;0,05;6
"414";233;2014;"MAS";2014-12-01;0,0404912017725056;1,41974378511399;0,041343048043574;0,11;1,28;1,17;0;0,06;0;0;1;0;1;9,86;3,16;0,05;6
"415";234;2012;"MAT";2012-12-01;-0,0240131571224535;0,590481024264436;-0,0310808332087738;-0,02;1,81;-0,26;0,36;0,26;0;0;0;1;0;9,81;10,63;0,12;1
"416";234;2013;"MAT";2013-12-01;0,0279187428509887;0,590481024264436;0,011326226069158;0,04;2,39;0,65;0;0,01;0;0;1;1;0;9,81;6,39;0,03;1
"417";234;2014;"MAT";2014-12-01;-0,0192006381825413;0,590481024264436;-0,0188463495679826;0,12;1,56;0,16;0;0,03;0;0;1;1;0;9,83;3,16;0,1;1
"418";235;2012;"MCD";2012-12-01;0,0133525901393956;0,273172043480066;0,0100291600263308;0,13;2,84;0,28;0,39;0,22;0,4;0;1;1;1;10,55;0,36;0,12;1
"419";235;2013;"MCD";2013-12-01;-0,00349779472947715;0,273172043480066;-0,011173929151267;0,14;2,96;0,3;0,02;0,11;0;0;1;1;1;10,56;0,49;0,14;1
"420";235;2014;"MCD";2014-12-01;-0,032652199008702;0,273172043480066;-0,0324882957826139;0,08;3,03;0,17;0,13;0,13;0;0;1;1;1;10,54;0,71;0,08;1
"421";236;2012;"MCHP";2012-12-01;0,0689050217038379;0,970749987381644;0,0573501718527345;0,16;1,39;0,36;0,26;0,23;0;0;1;0;0;9,58;0,88;0,2;7
"422";236;2013;"MCHP";2013-12-01;0,0331696232682393;0,970749987381644;0,00589154862281508;0,13;2,06;0,32;0,06;0,04;0;0;1;0;0;9,6;1,17;0,17;7
"423";236;2014;"MCHP";2014-12-01;-0,000886656526225218;0,970749987381644;-0,000304206533796232;0,13;1,94;0,48;0;0,03;0;0;1;0;0;9,67;3,4;0,18;7
"424";237;2012;"MCK";2012-12-01;0,0260163216669777;0,487229515498148;0,0201670133840995;0,09;0,7;0,17;0;0;0;0;0;0;0;10,52;0,48;0,18;5
"425";237;2013;"MCK";2013-12-01;-0,0274391768025344;0,487229515498148;-0,0411303261880324;0,09;1,05;0,17;0;0,12;0;0;0;0;0;10,56;0,59;0,18;5
"426";237;2014;"MCK";2014-12-01;-0,0152033756935691;0,487229515498148;-0,0149110379842702;0,07;0,96;0,17;0,1;0,15;0;0;0;0;0;10,74;1,13;0,17;5
"427";238;2012;"MCO";2012-12-01;0,0351909501555859;1,47776432288646;0,0176533311455257;0,05;2,9;0,22;0;0;0;0;0;0;0;9,6;0,52;0,01;4
"428";238;2013;"MCO";2013-12-01;0,0501738028752102;1,47776432288646;0,00864862540210071;0,03;3,88;0,15;0;0;0;0;0;0;0;9,64;0,56;0,01;4
"429";238;2014;"MCO";2014-12-01;-0,0528524099892935;1,47776432288646;-0,0519657513955616;0,03;4,42;0,19;0;0,02;0;0;0;0;0;9,67;0,99;0,01;4
"430";239;2012;"MDLZ";2012-12-01;-0,0120078642446182;0,443737517587982;-0,0173439669521564;0,2;0,8;0,09;0,81;0,47;0,57;0;0;1;1;10,88;4,34;0,25;2
"431";239;2013;"MDLZ";2013-12-01;0,0554606909940087;0,443737517587982;0,0429916667497864;0,2;1,05;0,12;0,08;0,09;0,09;0;1;1;1;10,86;6,24;0,27;2
"432";239;2014;"MDLZ";2014-12-01;-0,0720523545490259;0,443737517587982;-0,0717861120384732;0,21;1,15;0,07;0,09;0,1;0,11;0;1;1;1;10,82;0,5;0,3;2
"433";24;2012;"AMAT";2012-12-01;0,0640724484392991;1,32667133707603;0,0483177266618019;0,09;0,97;0,19;0,61;0,65;0,72;0,32;1;1;0;10,08;0,45;0,14;7
"434";24;2013;"AMAT";2013-12-01;0,0217275988577209;1,32667133707603;-0,0155518657141157;0,1;1,68;0,18;0,08;0,08;0,09;0,02;1;1;0;10,08;0,36;0,14;7
"435";24;2014;"AMAT";2014-12-01;0,0355356130087169;1,32667133707603;0,0363316158109625;0,09;1,88;0,17;0,1;0,1;0,09;0,03;1;1;0;10,12;0,44;0,15;7
"436";240;2012;"MET";2012-12-01;-0,00756064267837475;1,42043954954591;-0,0244218293630164;0;0,06;0,02;0,59;0,92;0,96;0,82;0;1;1;11,92;0,35;0,02;4
"437";240;2013;"MET";2013-12-01;0,0326105451615346;1,42043954954591;-0,0073038061807054;0;0,07;0,05;0,09;0,12;0,09;0,09;1;1;1;11,95;0,35;0,05;4
"438";240;2014;"MET";2014-12-01;-0,0277136482818868;1,42043954954591;-0,0268613845521593;0,01;0,08;0,09;0,09;0,12;0,1;0,1;1;1;1;11,96;0,27;0,08;4
"439";241;2012;"MGLN";2012-12-01;-0,0571130806128669;0,761084138983134;-0,0661938734528679;0,11;NA;0,16;0;0;0;0;0;0;0;9,18;0;0,05;3
"440";241;2013;"MGLN";2013-12-01;-0,021303769762316;0,761084138983134;-0,0426902340677421;0,08;NA;0,12;0;0;0;0;0;0;0;9,25;0,02;0,04;3
"441";241;2014;"MGLN";2014-12-01;-0,0191393405264954;0,761084138983134;-0,0186826900431055;0,04;NA;0,07;0;0;0;0;0;0;0;9,32;0,23;0,02;3
"442";243;2012;"MHK";2012-12-01;0,0507873279267516;2,03693268457618;0,0266515222487527;0,04;0,93;0,07;0,09;0,05;0,07;0,09;0;0;1;9,8;0,36;0,04;1
"443";243;2013;"MHK";2013-12-01;0,0614896012780634;2,03693268457618;0,00425179284147289;0,04;1,32;0,08;0;0,02;0,01;0,01;0;0;1;9,93;0,48;0,05;1
