"";"Companies";"Year";"Ticker";"Date";"Ra";"Beta";"AlphaJensen";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"140";144;2013;"EXC";2013-12-01;0,0176798512151845;0,7418516934673;-0,00316618137124662;0,02;0,49;0,08;0,06;0,07;0,02;0,13;1;1;1;10,9;0,8;0,07;11
"141";144;2014;"EXC";2014-12-01;0,0248478064076911;0,7418516934673;0,0252929174237715;0,02;0,56;0,07;0,1;0,11;0,05;0,09;1;1;1;10,94;0,97;0,06;11
"142";145;2012;"EXPE";2012-12-01;0,0018095913457981;1,64702157149421;-0,0177252631978335;0,04;1,39;0,13;0,97;0,79;0;0;0;0;0;9,85;0,55;0,07;1
"143";145;2013;"EXPE";2013-12-01;0,0895987407926922;1,64702157149421;0,043317434633705;0,03;1,47;0,11;0;0,14;0;0;0;0;0;9,89;0,58;0,05;1
"144";145;2014;"EXPE";2014-12-01;-0,0202940453437652;1,64702157149421;-0,0193058324008687;0,04;1,54;0,21;0;0,05;0;0;0;0;0;9,96;0,98;0,07;1
"145";146;2012;"EXR";2012-12-01;0,0418112010802003;0,847312977623737;0,0317129079442402;0,04;1,74;0,09;0;0;0;0;0;0;0;9,51;1,06;0,29;4
"146";146;2013;"EXR";2013-12-01;0,0145434180354145;0,847312977623737;-0,00926607663581249;0,05;1,68;0,11;0;0;0;0;0;0;0;9,6;1,11;0,33;4
"147";146;2014;"EXR";2014-12-01;-0,00273971413394309;0,847312977623737;-0,00223132634736885;0,04;2,08;0,1;0;0,04;0;0;0;0;0;9,64;1,36;0,27;4
"148";147;2012;"F";2012-12-01;0,123105960598739;1,54368441588346;0,104790484491314;0,03;0,35;0,33;0,57;0,35;0,7;0,65;1;1;0;11,28;6,59;0,04;1
"149";147;2013;"F";2013-12-01;-0,101594472982412;1,54368441588346;-0,144972005068737;0,04;0,4;0,34;0,06;0,05;0,08;0,07;1;1;1;11,31;4,35;0,05;1
"150";147;2014;"F";2014-12-01;-0,0147294777980493;1,54368441588346;-0,0138032671485192;0,02;0,42;0,12;0,04;0,04;0,08;0,1;1;1;1;11,32;4,8;0,02;1
"151";148;2012;"FAST";2012-12-01;0,121453697202141;0,987352292668753;0,109702940148649;0,23;7,02;0,26;0;0;0;0;0;0;0;9,26;0;0,13;6
"152";148;2013;"FAST";2013-12-01;0,0208429872290097;0,987352292668753;-0,00690161219498228;0,22;6,23;0,26;0;0;0;0;0;0;0;9,32;0;0,13;6
"153";148;2014;"FAST";2014-12-01;0,0508952375231516;0,987352292668753;0,0514876488987529;0,22;5,45;0,26;0;0,01;0;0;0;0;0;9,37;0;0,13;6
"154";15;2012;"AEE";2012-12-01;0,0382581724367406;0,349935516125661;0,0340289333464578;0,02;0,56;0,08;0,52;0,03;0;0;1;1;0;10,34;1,02;0,08;11
"155";15;2013;"AEE";2013-12-01;0,0196474272107625;0,349935516125661;0,00981423920763142;0,03;0,7;0,09;0,09;0,01;0;0;1;1;0;10,32;1,05;0,1;11
"156";15;2014;"AEE";2014-12-01;0,0772245179786794;0,349935516125661;0,0774344792883548;0,03;0,8;0,1;0,07;0,01;0,01;0;1;1;0;10,36;0,96;0,1;11
"157";150;2012;"FDX";2012-12-01;0,024166481154124;1,38917641595334;0,00767419944587457;0,07;0,83;0,13;0,25;0,39;0;0,51;0;0;1;10,5;0,14;0,05;6
"158";150;2013;"FDX";2013-12-01;0,036974858843219;1,38917641595334;-0,00206099844506992;0,05;0,91;0,1;0,01;0,03;0;0,08;1;1;1;10,53;0,16;0,04;6
"159";150;2014;"FDX";2014-12-01;-0,0245753327401081;1,38917641595334;-0,0237418268905361;0,07;1,55;0,15;0,01;0,02;0;0,06;1;0;1;10,52;0,3;0,05;6
"160";151;2012;"FE";2012-12-01;-0,0166233957524598;0,497283617487619;-0,0225913424388137;0,02;0,42;0,06;0;0;0;0;0;0;1;10,7;1,16;0,05;11
"161";151;2013;"FE";2013-12-01;0,0106692654569;0,497283617487619;-0,00330440419450209;0,01;0,35;0,03;0;0;0;0;0;0;1;10,7;1,25;0,03;11
"162";151;2014;"FE";2014-12-01;0,0556360855612569;0,497283617487619;0,0559344557317494;0,01;0,36;0,02;0;0,03;0;0;0;0;1;10,72;1,54;0,02;11
"163";152;2012;"FIS";2012-12-01;-0,0308723198872234;0,417777353007764;-0,035902092652715;0,05;1,02;0,1;0;0;0;0;0;0;0;10,13;0,77;0,11;7
"164";152;2013;"FIS";2013-12-01;0,0618750251801496;0,417777353007764;0,0501354815606314;0,04;1,38;0,09;0;0;0;0;0;0;0;10,14;1,23;0,1;7
"165";152;2014;"FIS";2014-12-01;0,020314194516278;0,417777353007764;0,0205648609280827;0,03;1,51;0,07;0;0,04;0;0;0;0;0;10,16;0,64;0,08;7
"166";153;2012;"FISV";2012-12-01;0,0261520358817264;0,905246453071618;0,0153701277354814;0,07;1,55;0,19;0;0;0;0;0;0;0;9,93;0,94;0,14;7
"167";153;2013;"FISV";2013-12-01;0,0720518577444838;0,905246453071618;0,0466144324131714;0,07;1,96;0,19;0;0;0;0;0;0;0;9,98;1,05;0,13;7
"168";153;2014;"FISV";2014-12-01;-0,00730027108500674;0,905246453071618;-0,00675712321316377;0,08;2,23;0,22;0;0,07;0;0;0;0;0;9,97;1,13;0,15;7
"169";154;2012;"FITB";2012-12-01;0,044164748146026;1,18024165209131;0,0301378966513485;0,01;0,2;0,12;0,08;0,15;0;0;0;0;1;11,09;0;0,23;4
"170";154;2013;"FITB";2013-12-01;0,0400644498509051;1,18024165209131;0,0068996594271392;0,01;0,18;0,13;0;0,03;0;0;1;0;1;11,12;0;0,27;4
"171";154;2014;"FITB";2014-12-01;0,0191736493593901;1,18024165209131;0,0198817943506449;0,01;0,17;0,1;0;0,04;0;0;1;0;1;11,14;0;0,23;4
"172";155;2012;"FLT";2012-12-01;0,0275906198608018;NA;NA;0,09;1,76;0,25;0;0;0;0;0;0;0;9,43;0,53;0,31;7
"173";155;2013;"FLT";2013-12-01;-0,0385902753580506;NA;NA;0,09;2,72;0,26;0;0;0;0;0;0;0;9,59;0,38;0,32;7
"174";155;2014;"FLT";2014-12-01;-0,021158420294143;NA;NA;0,06;1,94;0,18;0;0,08;0;0;0;0;0;9,93;0,79;0,31;7
"175";156;2012;"FNMA";2012-12-01;-0,0377403279828471;3,51727627115064;-0,0793441879824246;0,01;1,03;-0,13;0;0;0;0;0;0;0;12,51;444,04;0,07;4
"176";156;2013;"FNMA";2013-12-01;0,127380438762653;3,51727627115064;0,0285449755433205;0,03;1,03;-0,73;0;0;0;0;0;0;0;12,51;339,01;-0,05;4
"177";156;2014;"FNMA";2014-12-01;-0,169292056503621;3,51727627115064;-0,16718169074093;0;1,03;-0,11;0;0;0;0;0;0;0;12,51;875,59;-0,05;4
"178";157;2012;"FOX";2012-12-01;0,039647868361755;1,40580474331231;0,0229593723906697;0,03;0,97;0,12;0,14;0,17;0;0;1;1;1;10,8;1,44;0,13;1
"179";157;2013;"FOX";2013-12-01;0,0464374915326627;1,40580474331231;0,00693437824558674;0,03;1,65;0,11;0;0,11;0;0;1;1;1;10,73;1,33;0,13;1
"180";157;2014;"FOX";2014-12-01;0,0423592929791611;1,40580474331231;0,0432027758251485;0,03;1,61;0,13;0;0,11;0;0;1;1;1;10,72;1,22;0,14;1
"181";158;2012;"GD";2012-12-01;0,0483382384007734;1,41936565506812;0,0314897236709696;-0,01;0,7;-0,03;0;0;0;0;0;0;0;10,54;0,34;0,34;6
"182";158;2013;"GD";2013-12-01;0,0415632494489702;1,41936565506812;0,00167907454155614;0,07;0,9;0,19;0;0;0;0;0;0;0;10,55;0,27;0,08;6
"183";158;2014;"GD";2014-12-01;-0,0547168120368711;1,41936565506812;-0,0538651926438303;0,07;0,13;0,2;0;0,04;0;0;0;0;0;10,55;0,33;0,08;6
"184";159;2012;"GE";2012-12-01;0,00243664202464771;1,588875597843;-0,0164120900298996;0,02;0,34;0,11;0,36;0,45;0,21;0,37;1;1;0;11,84;1,92;0,09;6
"185";159;2013;"GE";2013-12-01;0,0581696839972985;1,588875597843;0,0135222796979103;0,02;0,41;0,1;0,08;0,07;0,07;0,07;1;1;1;11,82;1,7;0,09;6
"186";159;2014;"GE";2014-12-01;-0,0377788665474796;1,588875597843;-0,0368255411887738;0,02;0,6;0,12;0,09;0,08;0,06;0,06;1;1;1;11,81;1,56;0,1;6
"187";16;2012;"AEP";2012-12-01;0,000703036820130889;0,427248647265514;-0,00443849721760217;0,04;0,71;0,16;0,02;0,02;0,03;0;1;1;0;10,74;1,02;0,05;11
"188";16;2013;"AEP";2013-12-01;-0,00682329655827654;0,427248647265514;-0,0188289835464375;0,04;0,73;0,15;0;0,01;0,03;0;1;1;0;10,75;0,56;0,04;11
"189";16;2014;"AEP";2014-12-01;0,0536190504599654;0,427248647265514;0,0538753996483247;0,04;0,83;0,14;0;0,01;0,02;0;1;1;0;10,78;0,54;0,04;11
"190";160;2012;"GGP";2012-12-01;0,0299661393513722;1,41308078033335;0,0131917861434387;-0,02;1,28;-0,06;0,65;0;0;0;0;0;0;10,44;2,12;-0,19;4
"191";160;2013;"GGP";2013-12-01;-0,0266784744835386;1,41308078033335;-0,0663860444109057;0,01;1,34;0,04;0,02;0,03;0;0,03;0;0;0;10,41;2,02;0,11;4
"192";160;2014;"GGP";2014-12-01;0,0561749707964271;1,41308078033335;0,0570228192646271;0,03;1,64;0,09;0,02;0,02;0,02;0,02;0;0;0;10,4;2,2;0,26;4
"193";161;2012;"GILD";2012-12-01;-0,0208829878027157;0,491628800418624;-0,0267842076476554;0,13;2,87;0,31;0,88;0,83;0;0;0;0;0;10,33;0,76;0,27;5
"194";161;2013;"GILD";2013-12-01;0,00386931774195625;0,491628800418624;-0,00994545154980708;0,14;5,25;0,28;0;0;0;0;0;0;0;10,35;0,35;0,27;5
"195";161;2014;"GILD";2014-12-01;-0,0623080481125652;0,491628800418624;-0,062013070832314;0,39;4,08;0,83;0;0,13;0;0;0;0;0;10,54;0,77;0,49;5
"196";162;2012;"GIS";2012-12-01;-0,0140032775104267;-0,109723248445218;-0,0128085431787731;0,08;1,45;0,27;0,55;0,51;0,68;0,64;1;1;1;10,36;0,8;0,11;2
"197";162;2013;"GIS";2013-12-01;-0,0103647965539472;-0,109723248445218;-0,00728157327263652;0,08;1,67;0,26;0,08;0,09;0,08;0,08;1;1;1;10,36;1,02;0,1;2
"198";162;2014;"GIS";2014-12-01;0,0109353563922203;-0,109723248445218;0,0108695224431531;0,06;1,67;0,24;0,1;0,09;0,09;0,09;1;1;1;10,38;1,36;0,09;2
"199";163;2012;"GLW";2012-12-01;0,0313910281520259;1,58849226047835;0,0125468194783814;0,06;0,48;0,08;0,12;0;0;0;1;1;0;10,47;0,16;0,22;7
"200";163;2013;"GLW";2013-12-01;0,042413311281216;1,58849226047835;-0,0022233212382257;0,07;0,74;0,09;0;0,02;0;0;1;1;1;10,45;0,15;0,25;7
"201";163;2014;"GLW";2014-12-01;0,086971639906578;1,58849226047835;0,087924735262865;0,08;0,89;0,12;0;0,02;0;0;1;1;1;10,48;0,17;0,24;7
"202";164;2012;"GM";2012-12-01;0,10794617193957;1,1994971075915;0,0936921060699907;0,04;0,3;0,17;0,35;0,35;0,22;0,4;0;1;1;11,17;0,41;0,03;1
"203";164;2013;"GM";2013-12-01;0,0537816043313696;1,1994971075915;0,0200757356080484;0,03;0,4;0,12;0,03;0,02;0,05;0,03;1;1;1;11,22;0,18;0,02;1
"204";164;2014;"GM";2014-12-01;0,0522009890997589;1,1994971075915;0,0529206873643138;0,02;0,34;0,07;0,01;0,02;0,02;0,02;1;1;1;11,25;0,9;0,02;1
"205";165;2012;"GPC";2012-12-01;-0,0157845465734214;0,781520909213307;-0,0251064933021384;0,1;1,14;0,22;0;0;0;0;0;0;0;9,83;0,25;0,05;1
"206";165;2013;"GPC";2013-12-01;0,0107164771462791;0,781520909213307;-0,0112442604026148;0,09;1,47;0,22;0;0;0;0;0;0;0;9,89;0,15;0,05;1
"207";165;2014;"GPC";2014-12-01;0,0418372612897489;0,781520909213307;0,0423061738352769;0,09;1,8;0,21;0;0,03;0;0;0;0;0;9,92;0,15;0,05;1
"208";166;2012;"GPS";2012-12-01;-0,10044097717806;1,11165311237562;-0,113658483904092;0,13;2,02;0,34;0,36;0,45;0,53;0;0;1;0;9,9;0,39;0,07;1
"209";166;2013;"GPS";2013-12-01;-0,0472289258781607;1,11165311237562;-0,0784663783359157;0,17;2,16;0,42;0;0,06;0;0;1;1;0;9,89;0,42;0,08;1
"210";166;2014;"GPS";2014-12-01;0,0614558186346477;1,11165311237562;0,062122810502073;0,16;2,05;0,42;0,05;0,03;0,01;0;1;1;0;9,89;0,48;0,08;1
"211";167;2012;"GS";2012-12-01;0,0796834170277611;1,21616576067896;0,0652326610517494;0,01;0,34;0,11;0,5;0,53;0,36;0,41;1;1;1;11,97;2,41;0,21;4
"212";167;2013;"GS";2013-12-01;0,0480740069727797;1,21616576067896;0,013899749097701;0,01;0,41;0,11;0,11;0,07;0,08;0,11;1;1;1;11,96;2,26;0,23;4
"213";167;2014;"GS";2014-12-01;0,0283611497723585;1,21616576067896;0,0290908492287659;0,01;0,44;0,11;0,06;0,06;0,04;0,07;1;1;1;11,93;2,28;0,23;4
"214";168;2012;"GWW";2012-12-01;0,0421364650742719;1,03775935263977;0,0297909047131226;0,14;2,53;0,24;0,55;0,7;0;0;0;1;1;9,7;0,15;0,08;6
"215";168;2013;"GWW";2013-12-01;-0,00974026828797844;1,03775935263977;-0,0389013060971561;0,16;3,07;0,25;0,08;0,09;0;0;0;1;1;9,72;0,14;0,08;6
"216";168;2014;"GWW";2014-12-01;0,0368021765920169;1,03775935263977;0,0374248322036008;0,15;3,01;0,24;0;0,09;0,05;0;0;1;1;9,72;0,13;0,08;6
"217";169;2012;"HAL";2012-12-01;0,0421180419055523;1,48134524838457;0,0245381679746144;0,1;1,05;0,18;0;0,29;0,31;0;1;1;0;10,44;0,31;0,09;3
"218";169;2013;"HAL";2013-12-01;-0,0344366659669912;1,48134524838457;-0,0760624674465976;0,08;1,45;0,15;0;0,04;0;0;1;1;0;10,47;0,58;0,07;3
"219";169;2014;"HAL";2014-12-01;-0,0659606115247072;1,48134524838457;-0,0650718043756764;0,11;1,01;0,23;0,01;0,01;0;0,08;1;1;0;10,51;0,48;0,11;3
"220";17;2012;"AET";2012-12-01;0,0697488831062658;1,09469532616645;0,0567314782575017;0,02;0,52;0,19;0,65;0,74;0;0;0;1;0;10,62;0,62;0,11;5
"221";17;2013;"AET";2013-12-01;-0,00494484066555355;1,09469532616645;-0,0357057793308307;0,03;0,71;0,22;0;0,08;0;0;0;1;1;10,7;0,56;0,13;5
"222";17;2014;"AET";2014-12-01;0,0180611857087087;1,09469532616645;0,0187180029044086;0,02;0,8;0,17;0,13;0,12;0,11;0;0;1;1;10,73;0,54;0,13;5
"223";171;2012;"HCP";2012-12-01;0,0024387480126535;0,644508968052408;-0,00526645781036491;0,05;1,35;0,08;0,32;0,18;0,31;0,44;0;1;1;10,3;0,82;0,43;4
"224";171;2013;"HCP";2013-12-01;-0,0123137222932131;0,644508968052408;-0,0304244242954858;0,05;1,18;0,09;0,06;0,04;0,09;0,09;1;1;1;10,3;0,81;0,46;4
"225";171;2014;"HCP";2014-12-01;-0,0173368959491126;0,644508968052408;-0,0169501905682811;0,04;1,28;0,09;0,07;0,03;0,07;0,08;1;1;1;10,33;0,91;0,41;4
"226";172;2012;"HD";2012-12-01;-0,0507515398356326;1,17529396826161;-0,0647200086611196;0,1;2,34;0,24;0,31;0,36;0,86;0,18;1;1;1;10,62;0,61;0,06;1
"227";172;2013;"HD";2013-12-01;0,0253914051928125;1,17529396826161;-0,00763435531533875;0,13;2,74;0,34;0,03;0,04;0,12;0,03;1;1;1;10,64;1,03;0,07;1
"228";172;2014;"HD";2014-12-01;0,0592871672944683;1,17529396826161;0,0599923436754253;0,14;3,46;0,52;0,02;0,04;0,14;0,05;1;1;1;10,62;1,65;0,07;1
"229";173;2012;"HES";2012-12-01;0,0672686634927607;1,52073666368298;0,0492239708613015;0,05;0,58;0,1;0,44;0,48;0,55;0,34;1;1;1;10,64;0,35;0,05;3
"230";173;2013;"HES";2013-12-01;0,0259752731205009;1,52073666368298;-0,0167574271289909;0,12;0,71;0,21;0,1;0,1;0,12;0,04;1;1;1;10,63;0,22;0,21;3
"231";173;2014;"HES";2014-12-01;0,0158944079603556;1,52073666368298;0,0168068499585654;0,06;0,67;0,1;0,08;0,06;0,08;0,04;1;1;1;10,59;0,27;0,16;3
"232";174;2012;"HIG";2012-12-01;0,0577876609712085;1,73475328957858;0,0372175721541813;0;0,02;0;0,12;0,29;0,04;0;1;1;1;11,47;0,32;0;4
"233";174;2013;"HIG";2013-12-01;0,0166992178483432;1,73475328957858;-0,0320473495888149;0;0,05;0,01;0,03;0,05;0,02;0,03;1;1;1;11,44;0,33;0,01;4
"234";174;2014;"HIG";2014-12-01;0,00939863044625398;1,73475328957858;0,0104394824200011;0;0,06;0,04;0,05;0,05;0,06;0;1;1;1;11,39;0,3;0,04;4
"235";176;2012;"HOG";2012-12-01;0,0422830185152161;2,36924367169694;0,0142259431891922;0,07;1,4;0,24;0,84;0,56;0,91;0,68;0;1;0;9,96;1,71;0,11;1
"236";176;2013;"HOG";2013-12-01;0,0356699873766527;2,36924367169694;-0,0309057597980313;0,08;1,83;0,26;0,1;0,08;0,12;0,09;0;1;0;9,97;1,14;0,12;1
"237";176;2014;"HOG";2014-12-01;-0,0515339458162401;2,36924367169694;-0,0501123996132219;0,09;1,7;0,27;0,08;0,07;0,13;0,07;0;1;0;9,98;1,29;0,14;1
"238";177;2012;"HON";2012-12-01;0,034298119530238;1,37964059048482;0,0179183605625171;0,07;1,22;0,23;0,12;0,05;0;0;1;1;1;10,62;0,49;0,08;6
"239";177;2013;"HON";2013-12-01;0,0318017947053586;1,37964059048482;-0,0069661058872649;0,09;1,54;0,26;0,04;0,01;0;0;1;1;1;10,66;0,39;0,1;6
"240";177;2014;"HON";2014-12-01;0,00854322634356248;1,37964059048482;0,00937101069785337;0,09;1,68;0,23;0;0,01;0;0;1;1;1;10,66;0,34;0,11;6
"241";179;2012;"HRL";2012-12-01;0,00642881634158929;0,309725139312512;0,00267405969770165;0,11;1,42;0,18;0,16;0,09;0,36;0,24;0;0;0;9,66;0,09;0,06;2
"242";179;2013;"HRL";2013-12-01;0,00332613005908774;0,309725139312512;-0,00537714635559384;0,11;2,13;0,17;0,03;0,01;0,03;0,03;1;1;0;9,69;0,08;0,06;2
"243";179;2014;"HRL";2014-12-01;-0,0186353679918852;0,309725139312512;-0,0184495329082977;0,12;2,44;0,17;0,05;0,02;0,05;0,02;1;1;0;9,74;0,07;0,06;2
"244";18;2012;"AFL";2012-12-01;0,00245014912874572;1,19629249870667;-0,011766102355993;0,02;0,28;0,19;0,85;0,63;0;0;0;1;1;11,12;0,27;0,11;4
"245";18;2013;"AFL";2013-12-01;0,00645793619713739;1,19629249870667;-0,02715788301652;0,03;0,34;0,21;0,09;0,09;0,09;0,12;1;1;1;11,08;0,34;0,13;4
"246";18;2014;"AFL";2014-12-01;0,0225136382483949;1,19629249870667;0,0232314137476189;0,02;0,29;0,18;0,06;0,07;0,06;0,1;1;1;1;11,08;0,29;0,13;4
"247";180;2012;"HSIC";2012-12-01;-0,00434268333117368;0,523355418047506;-0,0106182772641342;0,08;1,19;0,15;0;0;0;0;0;0;0;9,73;0,19;0,04;5
"248";180;2013;"HSIC";2013-12-01;0,00227812240575933;0,523355418047506;-0,0124281648413756;0,08;1,59;0,16;0;0;0;0;0;0;0;9,75;0,16;0,05;5
"249";180;2014;"HSIC";2014-12-01;-0,00768251108653941;0,523355418047506;-0,0073684978357109;0,08;1,77;0,17;0;0,06;0;0;0;0;0;9,79;0,19;0,04;5
"250";181;2012;"HST";2012-12-01;0,0703521752911362;1,61133383076233;0,0512384360881406;0;1,26;0,01;0,5;0,27;0;0;0;1;1;10,11;0,79;0,01;4
"251";181;2013;"HST";2013-12-01;0,0611554367886757;1,61133383076233;0,0158769561442541;0,02;1,46;0,04;0;0,05;0;0;1;1;1;10,11;0,66;0,06;4
"252";181;2014;"HST";2014-12-01;0,0308172442634608;1,61133383076233;0,0317840445619182;0,06;1,71;0,1;0,05;0,06;0,04;0,11;1;1;1;10,09;0,54;0,14;4
"253";182;2012;"HSY";2012-12-01;-0,0144340949979202;0,184227897453856;-0,0167079841878757;0,14;3,59;0,67;0,86;0,61;0,68;0,67;0;1;1;9,68;1,48;0,1;2
"254";182;2013;"HSY";2013-12-01;0,00350293177696931;0,184227897453856;-0,00167387214148406;0,16;4,2;0,64;0,14;0,1;0,12;0,12;1;1;1;9,73;1,12;0,11;2
"255";182;2014;"HSY";2014-12-01;0,035751603287145;0,184227897453856;0,0358621400256173;0,15;4,31;0,55;0,14;0,12;0,13;0,12;1;1;1;9,75;1,06;0,11;2
"256";183;2012;"HUM";2012-12-01;0,051862901669275;0,0818606263366059;0,0507969462785031;0,06;0,48;0,14;0,87;0,66;0;0,61;0;1;0;10,3;0,3;0,03;5
"257";183;2013;"HUM";2013-12-01;-0,00482070523034733;0,0818606263366059;-0,00712098883040596;0,06;0,7;0,13;0,07;0,07;0,09;0,11;1;1;1;10,32;0,28;0,03;5
"258";183;2014;"HUM";2014-12-01;0,0421365084190403;0,0818606263366059;0,0421856247948423;0,05;0,92;0,12;0,07;0,1;0,12;0,1;1;1;1;10,37;0,4;0,02;5
"259";184;2012;"IBM";2012-12-01;0,00775631536107193;0,655572021113852;-7,943448807153e-05;0,14;1,95;0,81;0,17;0,25;0,19;0,42;1;1;1;11,08;1,28;0,16;7
"260";184;2013;"IBM";2013-12-01;0,0429748308283909;0,655572021113852;0,0245532570350917;0,14;1,74;0,83;0,02;0,02;0,04;0,06;1;1;1;11,1;1,44;0,17;7
"261";184;2014;"IBM";2014-12-01;-0,0107250977049457;0,655572021113852;-0,0103317544922774;0,1;1,59;0,8;0,01;0,03;0,06;0,03;1;1;1;11,07;2,96;0,13;7
"262";185;2012;"ICE";2012-12-01;-0,0651896466888358;0,84889533369677;-0,0753066116264577;0,01;0,23;0,04;0;0;0;0;0;0;0;10,57;0,31;0,14;4
"263";185;2013;"ICE";2013-12-01;0,0680777103610516;0,84889533369677;0,0442237514841723;0,01;0,46;0,08;0;0;0;0;0;0;0;10,81;0,18;0,23;4
"264";185;2014;"ICE";2014-12-01;-0,015575266496358;0,84889533369677;-0,0150659292961399;0,02;0,4;0,1;0;0,06;0;0;0;0;0;10,83;0,32;0,27;4
"265";186;2012;"IEP";2012-12-01;0,106604178793193;0,755853860540166;0,0975851032388194;0,02;0,13;0,09;0;0;0;0;0;0;0;10,41;1,83;0,02;6
"266";186;2013;"IEP";2013-12-01;-0,101266413815083;0,755853860540166;-0,122505907296261;0,04;0,25;0,19;0;0;0;0;0;0;0;10,5;1,53;0,05;6
"267";186;2014;"IEP";2014-12-01;-0,154598776273684;0,755853860540166;-0,15414526395736;-0,01;0,3;-0,06;0;0;0;0;0;0;0;10,55;2,13;-0,02;6
"268";187;2012;"ILMN";2012-12-01;0,0344041436665171;0,317088190797855;0,0305625030151024;0,06;2,42;0,12;0;0;0;0;0;0;0;9,41;0,61;0,13;5
"269";187;2013;"ILMN";2013-12-01;0,12086215424706;0,317088190797855;0,111951976085641;0,04;4,53;0,09;0;0,04;0,11;0,06;0;1;0;9,48;0,55;0,09;5
"270";187;2014;"ILMN";2014-12-01;-0,0336143560013505;0,317088190797855;-0,0334241030868718;0,11;7,88;0,26;0,11;0,06;0,11;0,04;0;1;0;9,52;0,67;0,19;5
"271";189;2012;"INTC";2012-12-01;0,0522638645869794;1,12499407000855;0,0388889345608786;0,15;1,15;0,22;0,56;0,59;0,57;0,26;1;1;1;10,93;0,26;0,21;7
"272";189;2013;"INTC";2013-12-01;0,0851920021137685;1,12499407000855;0,0535796687465283;0,11;1,34;0,18;0,08;0,07;0,06;0,03;1;1;1;10,97;0,23;0,18;7
"273";189;2014;"INTC";2014-12-01;-0,0261093028474145;1,12499407000855;-0,0254343064054094;0,13;1,88;0,2;0,08;0,08;0,07;0,07;1;1;1;10,96;0,22;0,21;7
"274";19;2012;"AGN";2012-12-01;-0,0231032677265443;0,227159363585628;-0,0258837482168547;0,01;0,7;0,03;0,72;0,85;0,61;0,82;1;1;1;9,96;1,63;0,05;5
"275";19;2013;"AGN";2013-12-01;0,0297842959400594;0,227159363585628;0,0234011178233032;0,02;1,21;0,09;0,12;0,13;0,12;0,13;1;1;1;10,02;0,89;0,13;5
"276";19;2014;"AGN";2014-12-01;-0,0500084853935851;0,227159363585628;-0,0498721897754338;0,01;NA;0,07;0,14;0,13;0,13;0;1;1;1;10,09;0,52;0,12;5
"277";190;2012;"INTU";2012-12-01;-0,00720313717545254;0,625626205077151;-0,0146855263953629;0,17;3,97;0,32;0,43;0,6;0,3;0,33;0;0;0;9,65;0,18;0,2;7
"278";190;2013;"INTU";2013-12-01;0,0277664676101587;0,625626205077151;0,0101863712474908;0,17;4,92;0,29;0;0,11;0;0;0;0;0;9,61;0,22;0,21;7
"279";190;2014;"INTU";2014-12-01;-0,018059069765317;0,625626205077151;-0,0176836940422707;0,16;4,87;0,29;0,08;0,1;0,03;0,1;0;0;0;9,7;0,17;0,18;7
"280";191;2012;"IP";2012-12-01;0,0701771543794511;1,49767830259308;0,0524045504088528;0,02;0,73;0,12;0,86;0,36;0;0;0;1;1;10,51;1,54;0,03;8
"281";191;2013;"IP";2013-12-01;0,0497594077558084;1,49767830259308;0,00767464745294301;0,04;0,83;0,19;0;0,04;0,03;0;1;1;1;10,5;1,09;0,05;8
"282";191;2014;"IP";2014-12-01;-0,0044692880107737;1,49767830259308;-0,00357068102921786;0,02;0,98;0,08;0,04;0,06;0,08;0,05;1;1;0;10,46;1,69;0,02;8
"283";192;2012;"IPG";2012-12-01;0,0183158321043838;1,79543564064295;-0,00297030845520304;0,04;0,43;0,2;0;0;0;0;0;1;0;10,13;0,94;0,06;1
"284";192;2013;"IPG";2013-12-01;0,0170942876137013;1,79543564064295;-0,0333574538883657;0,02;0,68;0,12;0;0;0;0;0;1;0;10,11;0,51;0,04;1
"285";192;2014;"IPG";2014-12-01;0,0233814815571439;1,79543564064295;0,0244587429415297;0,04;0,77;0,22;0;0,05;0;0;0;1;0;10,11;0,77;0,06;1
"286";193;2012;"ISRG";2012-12-01;-0,0758282036095588;0,818694872251353;-0,0855888031021248;0,18;NA;0,2;0;0;0;0;0;0;0;9,61;0;0,3;5
"287";193;2013;"ISRG";2013-12-01;0,018871024180148;0,818694872251353;-0,00413430173011501;0,17;NA;0,19;0;0;0;0;0;0;0;9,6;0;0,3;5
"288";193;2014;"ISRG";2014-12-01;0,0213439309801377;0,818694872251353;0,0218351479034885;0,11;NA;0,13;0;0,07;0;0;0;0;0;9,6;0;0,2;5
"289";194;2012;"ITT";2012-12-01;0,0475758027533285;1,2607400586117;0,0325990700617105;0,04;0,42;0,17;0;0;0;0;0;0;0;9,53;0,01;0,06;7
"290";194;2013;"ITT";2013-12-01;0,0617480798736952;1,2607400586117;0,0263212842267065;0,14;0,84;0,54;0;0;0;0;0;0;0;9,57;0,01;0,2;7
"291";194;2014;"ITT";2014-12-01;-0,0202448129530934;1,2607400586117;-0,0194883689179264;0,05;NA;0,15;0;0,08;0;0;0;0;0;9,56;0,01;0,07;7
"292";195;2012;"ITW";2012-12-01;-0,00627752190660885;1,34801156858151;-0,0222840584158707;0,15;1,4;0,28;0,39;0,3;0,47;0,39;1;0;0;10,29;0,43;0,16;6
