"","Ticker","Date","Year","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen"
"21245","SLB",2011-12-01,2011,-0.0978228162692043,0,0.0074,-0.0978228162692043,0.0074,1.58061022567494,-0.109519331939199
"21254","SLB",2012-12-01,2012,-0.0329295422878426,1e-04,0.0119,-0.0330295422878426,0.0118,1.58061022567494,-0.0516807429508069
"21275","SLB",2013-12-01,2013,0.0224734405845182,0,0.0281,0.0224734405845182,0.0281,1.58061022567494,-0.0219417067569476
"21283","SLB",2014-12-01,2014,-0.00163784074726298,0,-6e-04,-0.00163784074726298,-6e-04,1.58061022567494,-0.000689474611858015
"21297","SLB",2015-12-01,2015,-0.100834260688841,1e-04,-0.0216,-0.100934260688841,-0.0217,1.58061022567494,-0.0666350187916946
"21305","SLB",2016-12-01,2016,0.00470860127848194,3e-04,0.0185,0.00440860127848194,0.0182,1.58061022567494,-0.024358504828802
"21318","SLG",2011-12-01,2011,0.0158300906171156,0,0.0074,0.0158300906171156,0.0074,0.892848755000834,0.00922300983010942
"21325","SLG",2012-12-01,2012,0.021034205698912,1e-04,0.0119,0.020934205698912,0.0118,0.892848755000834,0.0103985903899022
"21345","SLG",2013-12-01,2013,0.0263180846259942,0,0.0281,0.0263180846259942,0.0281,0.892848755000834,0.00122903461047072
"21359","SLG",2014-12-01,2014,0.0294429668165135,0,-6e-04,0.0294429668165135,-6e-04,0.892848755000834,0.029978676069514
"21372","SLG",2015-12-01,2015,-0.0378195150708849,1e-04,-0.0216,-0.0379195150708849,-0.0217,0.892848755000834,-0.0185446970873668
"21380","SLG",2016-12-01,2016,0.0279747423683476,3e-04,0.0185,0.0276747423683476,0.0182,0.892848755000834,0.0114248950273324
"21386","SO",2011-12-01,2011,0.0527839291686326,0,0.0074,0.0527839291686326,0.0074,0.324151154493668,0.0503852106253794
"21407","SO",2012-12-01,2012,-0.0171382151126818,1e-04,0.0119,-0.0172382151126818,0.0118,0.324151154493668,-0.021063198735707
"21410","SO",2013-12-01,2013,0.0117448357951663,0,0.0281,0.0117448357951663,0.0281,0.324151154493668,0.00263618835389421
"21421","SO",2014-12-01,2014,0.0348077333573845,0,-6e-04,0.0348077333573845,-6e-04,0.324151154493668,0.0350022240500807
"21433","SO",2015-12-01,2015,0.0492818732739993,1e-04,-0.0216,0.0491818732739993,-0.0217,0.324151154493668,0.0562159533265119
"21450","SO",2016-12-01,2016,0.0493798910856634,3e-04,0.0185,0.0490798910856634,0.0182,0.324151154493668,0.0431803400738787
"21458","SPG",2011-12-01,2011,0.0379879400230683,0,0.0074,0.0379879400230683,0.0074,0.681942189712303,0.0329415678191973
"21471","SPG",2012-12-01,2012,0.0384290089430841,1e-04,0.0119,0.0383290089430841,0.0118,0.681942189712303,0.0302820911044789
"21483","SPG",2013-12-01,2013,0.0152976991397198,0,0.0281,0.0152976991397198,0.0281,0.681942189712303,-0.0038648763911959
"21503","SPG",2014-12-01,2014,0.00721948276203583,0,-6e-04,0.00721948276203583,-6e-04,0.681942189712303,0.00762864807586321
"21506","SPG",2015-12-01,2015,0.0430874267632935,1e-04,-0.0216,0.0429874267632935,-0.0217,0.681942189712303,0.0577855722800505
"21520","SPG",2016-12-01,2016,-0.0110826459774031,3e-04,0.0185,-0.0113826459774031,0.0182,0.681942189712303,-0.023793993830167
"21535","SRCL",2011-12-01,2011,-0.0390133670797212,0,0.0074,-0.0390133670797212,0.0074,0.0175017883351696,-0.0391428803134014
"21551","SRCL",2012-12-01,2012,-0.00203482801134123,1e-04,0.0119,-0.00213482801134123,0.0118,0.0175017883351696,-0.00234134911369623
"21559","SRCL",2013-12-01,2013,-0.0112135135574458,0,0.0281,-0.0112135135574458,0.0281,0.0175017883351696,-0.0117053138096641
"21568","SRCL",2014-12-01,2014,0.0166157976547314,0,-6e-04,0.0166157976547314,-6e-04,0.0175017883351696,0.0166262987277325
"21579","SRCL",2015-12-01,2015,-0.000994555033887984,1e-04,-0.0216,-0.00109455503388798,-0.0217,0.0175017883351696,-0.000714766227014804
"21593","SRCL",2016-12-01,2016,0.0542763689883495,3e-04,0.0185,0.0539763689883495,0.0182,0.0175017883351696,0.0536578364406494
"21604","SRE",2011-12-01,2011,0.0427255104259456,0,0.0074,0.0427255104259456,0.0074,0.55573150629296,0.0386130972793777
"21613","SRE",2012-12-01,2012,0.0445719323726284,1e-04,0.0119,0.0444719323726284,0.0118,0.55573150629296,0.0379143005983715
"21626","SRE",2013-12-01,2013,0.0218832528237077,0,0.0281,0.0218832528237077,0.0281,0.55573150629296,0.0062671974968755
"21643","SRE",2014-12-01,2014,0.00287844097290234,0,-6e-04,0.00287844097290234,-6e-04,0.55573150629296,0.00321187987667811
"21654","SRE",2015-12-01,2015,-0.0465579694476529,1e-04,-0.0216,-0.0466579694476529,-0.0217,0.55573150629296,-0.0345985957610957
"21662","SRE",2016-12-01,2016,0.0158351964991134,3e-04,0.0185,0.0155351964991134,0.0182,0.55573150629296,0.00542088308458153
"21678","STI",2011-12-01,2011,-0.0240036416226634,0,0.0074,-0.0240036416226634,0.0074,1.52544685204453,-0.0352919483277929
"21689","STI",2012-12-01,2012,0.0432502269003559,1e-04,0.0119,0.0431502269003559,0.0118,1.52544685204453,0.0251499540462304
"21707","STI",2013-12-01,2013,0.0158819287553265,0,0.0281,0.0158819287553265,0.0281,1.52544685204453,-0.0269831277871247
"21717","STI",2014-12-01,2014,0.0643157565943339,0,-6e-04,0.0643157565943339,-6e-04,1.52544685204453,0.0652310247055606
"21730","STI",2015-12-01,2015,-0.0134476553496282,1e-04,-0.0216,-0.0135476553496282,-0.0217,1.52544685204453,0.0195545413397381
"21744","STI",2016-12-01,2016,0.0543204573123383,3e-04,0.0185,0.0540204573123383,0.0182,1.52544685204453,0.0262573246051279
"21756","STT",2011-12-01,2011,0.0209852447175477,0,0.0074,0.0209852447175477,0.0074,1.38056531547595,0.0107690613830256
"21767","STT",2012-12-01,2012,0.0614154099175616,1e-04,0.0119,0.0613154099175616,0.0118,1.38056531547595,0.0450247391949454
"21771","STT",2013-12-01,2013,0.0142547917351728,0,0.0281,0.0142547917351728,0.0281,1.38056531547595,-0.0245390936297014
"21791","STT",2014-12-01,2014,0.0265670912768304,0,-6e-04,0.0265670912768304,-6e-04,1.38056531547595,0.027395430466116
"21794","STT",2015-12-01,2015,-0.0845563922176313,1e-04,-0.0216,-0.0846563922176313,-0.0217,1.38056531547595,-0.0546981248718032
"21816","STT",2016-12-01,2016,-0.00894171279805967,3e-04,0.0185,-0.00924171279805967,0.0182,1.38056531547595,-0.034368001539722
"21828","STZ",2011-12-01,2011,0.0598087415461381,0,0.0074,0.0598087415461381,0.0074,0.953992467950404,0.0527491972833051
"21832","STZ",2012-12-01,2012,-0.013750943708977,1e-04,0.0119,-0.013850943708977,0.0118,0.953992467950404,-0.0251080548307918
"21850","STZ",2013-12-01,2013,-0.000426485363535914,0,0.0281,-0.000426485363535914,0.0281,0.953992467950404,-0.0272336737129423
"21853","STZ",2014-12-01,2014,0.0181943552645426,0,-6e-04,0.0181943552645426,-6e-04,0.953992467950404,0.0187667507453129
"21868","STZ",2015-12-01,2015,0.0154228968949146,1e-04,-0.0216,0.0153228968949146,-0.0217,0.953992467950404,0.0360245334494384
"21877","STZ",2016-12-01,2016,0.0142554141424829,3e-04,0.0185,0.0139554141424829,0.0182,0.953992467950404,-0.00340724877421448
"21893","SWK",2011-12-01,2011,0.0326272573115562,0,0.0074,0.0326272573115562,0.0074,1.44762573185578,0.0219148268958234
"21912","SWK",2012-12-01,2012,0.035267632753424,1e-04,0.0119,0.035167632753424,0.0118,1.44762573185578,0.0180856491175257
"21919","SWK",2013-12-01,2013,-0.00235388929187722,0,0.0281,-0.00235388929187722,0.0281,1.44762573185578,-0.0430321723570247
"21930","SWK",2014-12-01,2014,0.0227353845659236,0,-6e-04,0.0227353845659236,-6e-04,1.44762573185578,0.0236039600050371
"21946","SWK",2015-12-01,2015,-0.0175067765580512,1e-04,-0.0216,-0.0176067765580512,-0.0217,1.44762573185578,0.0138067018232193
"21960","SWK",2016-12-01,2016,-0.0337765437630814,3e-04,0.0185,-0.0340765437630814,0.0182,1.44762573185578,-0.0604233320828566
"21964","SYK",2011-12-01,2011,0.0221192091134088,0,0.0074,0.0221192091134088,0.0074,0.900859431844895,0.0154528493177565
"21984","SYK",2012-12-01,2012,0.0169049942797476,1e-04,0.0119,0.0168049942797476,0.0118,0.900859431844895,0.00617485298397789
"21990","SYK",2013-12-01,2013,0.013682094847568,0,0.0281,0.013682094847568,0.0281,0.900859431844895,-0.0116320551872735
"21998","SYK",2014-12-01,2014,0.018781709022814,0,-6e-04,0.018781709022814,-6e-04,0.900859431844895,0.0193222246819209
"22009","SYK",2015-12-01,2015,-0.0331213102210416,1e-04,-0.0216,-0.0332213102210416,-0.0217,0.900859431844895,-0.0136726605500074
"22024","SYK",2016-12-01,2016,0.0562185381710202,3e-04,0.0185,0.0559185381710202,0.0182,0.900859431844895,0.0395228965114431
"22035","SYMC",2011-12-01,2011,-0.0437568479723295,0,0.0074,-0.0437568479723295,0.0074,0.687807576266352,-0.0488466240367005
"22047","SYMC",2012-12-01,2012,0.00319339808497457,1e-04,0.0119,0.00309339808497457,0.0118,0.687807576266352,-0.00502273131496838
"22060","SYMC",2013-12-01,2013,0.0473279087809296,0,0.0281,0.0473279087809296,0.0281,0.687807576266352,0.0280005158878452
"22072","SYMC",2014-12-01,2014,-0.0166187554056214,0,-6e-04,-0.0166187554056214,-6e-04,0.687807576266352,-0.0162060708598616
"22081","SYMC",2015-12-01,2015,0.0700139656122067,1e-04,-0.0216,0.0699139656122067,-0.0217,0.687807576266352,0.0848393900171865
"22098","SYMC",2016-12-01,2016,-0.0207131947681924,3e-04,0.0185,-0.0210131947681924,0.0182,0.687807576266352,-0.03353129265624
"22112","SYY",2011-12-01,2011,0.0273046470335021,0,0.0074,0.0273046470335021,0.0074,0.765350582619537,0.0216410527221175
"22122","SYY",2012-12-01,2012,0.000315692988967335,1e-04,0.0119,0.000215692988967335,0.0118,0.765350582619537,-0.00881544388594321
"22138","SYY",2013-12-01,2013,0.0788162822765106,0,0.0281,0.0788162822765106,0.0281,0.765350582619537,0.0573099309049016
"22149","SYY",2014-12-01,2014,-0.00685712474264772,0,-6e-04,-0.00685712474264772,-6e-04,0.765350582619537,-0.006397914393076
"22162","SYY",2015-12-01,2015,-0.00243571840077316,1e-04,-0.0216,-0.00253571840077316,-0.0217,0.765350582619537,0.0140723892420708
"22170","SYY",2016-12-01,2016,0.039040176028504,3e-04,0.0185,0.038740176028504,0.0182,0.765350582619537,0.0248107954248284
"22181","T",2011-12-01,2011,0.0425595701152945,0,0.0074,0.0425595701152945,0.0074,0.667409784197823,0.0376207377122306
"22194","T",2012-12-01,2012,-0.0123822195343895,1e-04,0.0119,-0.0124822195343895,0.0118,0.667409784197823,-0.0203576549879238
"22212","T",2013-12-01,2013,-0.00142116925214035,0,0.0281,-0.00142116925214035,0.0281,0.667409784197823,-0.0201753841880992
"22219","T",2014-12-01,2014,-0.0519181430555764,0,-6e-04,-0.0519181430555764,-6e-04,0.667409784197823,-0.0515176971850577
"22234","T",2015-12-01,2015,0.0217401025149135,1e-04,-0.0216,0.0216401025149135,-0.0217,0.667409784197823,0.0361228948320062
"22247","T",2016-12-01,2016,0.0961803198041093,3e-04,0.0185,0.0958803198041093,0.0182,0.667409784197823,0.0837334617317089
"22249","TAP",2011-12-01,2011,0.0701582923689875,0,0.0074,0.0701582923689875,0.0074,0.68495399767815,0.0650896327861692
"22271","TAP",2012-12-01,2012,0.0315754547132518,1e-04,0.0119,0.0314754547132518,0.0118,0.68495399767815,0.0233929975406496
"22274","TAP",2013-12-01,2013,0.0639806572951431,0,0.0281,0.0639806572951431,0.0281,0.68495399767815,0.0447334499603871
"22296","TAP",2014-12-01,2014,-0.0372731209569521,0,-6e-04,-0.0372731209569521,-6e-04,0.68495399767815,-0.0368621485583452
"22304","TAP",2015-12-01,2015,0.0203286796911218,1e-04,-0.0216,0.0202286796911218,-0.0217,0.68495399767815,0.0350921814407376
"22319","TAP",2016-12-01,2016,-0.00737181038722265,3e-04,0.0185,-0.00767181038722265,0.0182,0.68495399767815,-0.020137973144965
"22321","TDG",2011-12-01,2011,-0.00770421058245338,0,0.0074,-0.00770421058245338,0.0074,0.56174184737527,-0.0118611002530304
"22343","TDG",2012-12-01,2012,0.00249657065297721,1e-04,0.0119,0.00239657065297721,0.0118,0.56174184737527,-0.00423198314605097
"22347","TDG",2013-12-01,2013,0.0283447785641268,0,0.0281,0.0283447785641268,0.0281,0.56174184737527,0.0125598326528817
"22361","TDG",2014-12-01,2014,-0.00730701201294157,0,-6e-04,-0.00730701201294157,-6e-04,0.56174184737527,-0.00696996690451641
"22377","TDG",2015-12-01,2015,-0.0266924793370479,1e-04,-0.0216,-0.0267924793370479,-0.0217,0.56174184737527,-0.0146026812490045
"22387","TDG",2016-12-01,2016,-0.0098723320091932,3e-04,0.0185,-0.0101723320091932,0.0182,0.56174184737527,-0.0203960336314231
"22396","TGT",2011-12-01,2011,-0.0284852271739457,0,0.0074,-0.0284852271739457,0.0074,0.474846841333194,-0.0319990937998113
"22413","TGT",2012-12-01,2012,-0.0647814410234413,1e-04,0.0119,-0.0648814410234413,0.0118,0.474846841333194,-0.0704846337511729
"22425","TGT",2013-12-01,2013,-0.0103772516546822,0,0.0281,-0.0103772516546822,0.0281,0.474846841333194,-0.0237204478961449
"22429","TGT",2014-12-01,2014,0.0254830667002452,0,-6e-04,0.0254830667002452,-6e-04,0.474846841333194,0.0257679748050451
"22446","TGT",2015-12-01,2015,0.00151609173153323,1e-04,-0.0216,0.00141609173153323,-0.0217,0.474846841333194,0.0117202681884635
"22454","TGT",2016-12-01,2016,-0.0670618478328125,3e-04,0.0185,-0.0673618478328125,0.0182,0.474846841333194,-0.0760040603450766
"22476","TIF",2011-12-01,2011,-0.00715732882145174,0,0.0074,-0.00715732882145174,0.0074,1.48480426068649,-0.0181448803505318
"22488","TIF",2012-12-01,2012,-0.0227456572267699,1e-04,0.0119,-0.0228456572267699,0.0118,1.48480426068649,-0.0403663475028705
"22493","TIF",2013-12-01,2013,0.0437943297137431,0,0.0281,0.0437943297137431,0.0281,1.48480426068649,0.00207132998845266
"22510","TIF",2014-12-01,2014,-0.00621675674754007,0,-6e-04,-0.00621675674754007,-6e-04,1.48480426068649,-0.00532587419112818
"22518","TIF",2015-12-01,2015,-0.0381653350799256,1e-04,-0.0216,-0.0382653350799256,-0.0217,1.48480426068649,-0.00604508262302874
"22526","TIF",2016-12-01,2016,-0.057612702132818,3e-04,0.0185,-0.057912702132818,0.0182,1.48480426068649,-0.0849361396773122
"22544","TJX",2011-12-01,2011,0.0451562577541597,0,0.0074,0.0451562577541597,0.0074,0.505784161366317,0.0414134549600489
"22549","TJX",2012-12-01,2012,-0.0435602296328152,1e-04,0.0119,-0.0436602296328152,0.0118,0.505784161366317,-0.0496284827369378
"22570","TJX",2013-12-01,2013,0.0134272410983172,0,0.0281,0.0134272410983172,0.0281,0.505784161366317,-0.000785293836076275
"22579","TJX",2014-12-01,2014,0.0359246955304067,0,-6e-04,0.0359246955304067,-6e-04,0.505784161366317,0.0362281660272265
"22590","TJX",2015-12-01,2015,0.00438130447127892,1e-04,-0.0216,0.00428130447127892,-0.0217,0.505784161366317,0.015256820772928
"22606","TJX",2016-12-01,2016,-0.0418382699504039,3e-04,0.0185,-0.0421382699504039,0.0182,0.505784161366317,-0.0513435416872709
"22615","TMO",2011-12-01,2011,-0.0494572883348977,0,0.0074,-0.0494572883348977,0.0074,0.866940674523029,-0.0558726493263681
"22621","TMO",2012-12-01,2012,0.0059179159187855,1e-04,0.0119,0.0058179159187855,0.0118,0.866940674523029,-0.00441198404058624
"22642","TMO",2013-12-01,2013,0.100527389038501,0,0.0281,0.100527389038501,0.0281,0.866940674523029,0.0761663560844038
"22650","TMO",2014-12-01,2014,-0.030248213173684,0,-6e-04,-0.030248213173684,-6e-04,0.866940674523029,-0.0297280487689702
"22662","TMO",2015-12-01,2015,0.0257327458406947,1e-04,-0.0216,0.0256327458406947,-0.0217,0.866940674523029,0.0444453584778444
"22675","TMO",2016-12-01,2016,0.00807491594831689,3e-04,0.0185,0.00777491594831689,0.0182,0.866940674523029,-0.00800340432800223
"22685","TMUS",2011-12-01,2011,0.0351735871320486,0,0.0074,0.0351735871320486,0.0074,0.978165055708043,0.0279351657198091
"22700","TMUS",2012-12-01,2012,-0.068992867439561,1e-04,0.0119,-0.069092867439561,0.0118,0.978165055708043,-0.0806352150969159
"22715","TMUS",2013-12-01,2013,0.257234725917671,0,0.0281,0.257234725917671,0.0281,0.978165055708043,0.229748287852275
"22723","TMUS",2014-12-01,2014,-0.0802140110225884,0,-6e-04,-0.0802140110225884,-6e-04,0.978165055708043,-0.0796271119891636
"22739","TMUS",2015-12-01,2015,0.097101123122874,1e-04,-0.0216,0.097001123122874,-0.0217,0.978165055708043,0.118227304831739
"22749","TMUS",2016-12-01,2016,0.059093436123636,3e-04,0.0185,0.058793436123636,0.0182,0.978165055708043,0.0409908321097496
"22763","TRI",2011-12-01,2011,-0.0148868644923324,0,0.0074,-0.0148868644923324,0.0074,0.463444700561144,-0.0183163552764848
"22775","TRI",2012-12-01,2012,0.0537229088812607,1e-04,0.0119,0.0536229088812607,0.0118,0.463444700561144,0.0481542614146392
"22785","TRI",2013-12-01,2013,0.0117021702962015,0,0.0281,0.0117021702962015,0.0281,0.463444700561144,-0.00132062578956664
"22791","TRI",2014-12-01,2014,0.0185141487983125,0,-6e-04,0.0185141487983125,-6e-04,0.463444700561144,0.0187922156186492
"22806","TRI",2015-12-01,2015,-0.0637124902090243,1e-04,-0.0216,-0.0638124902090243,-0.0217,0.463444700561144,-0.0537557402068475
"22821","TRI",2016-12-01,2016,0.0131052564364649,3e-04,0.0185,0.0128052564364649,0.0182,0.463444700561144,0.00437056288625206
"22825","TROW",2011-12-01,2011,0.00870481706846084,0,0.0074,0.00870481706846084,0.0074,1.67928267584863,-0.00372187473281903
"22847","TROW",2012-12-01,2012,0.027646666681297,1e-04,0.0119,0.027546666681297,0.0118,1.67928267584863,0.00773113110628312
"22860","TROW",2013-12-01,2013,0.0451603138836803,0,0.0281,0.0451603138836803,0.0281,1.67928267584863,-0.00202752930766626
"22867","TROW",2014-12-01,2014,0.0334694611033392,0,-6e-04,0.0334694611033392,-6e-04,1.67928267584863,0.0344770307088483
"22884","TROW",2015-12-01,2015,-0.0557757468687515,1e-04,-0.0216,-0.0558757468687515,-0.0217,1.67928267584863,-0.0194353128028362
"22888","TROW",2016-12-01,2016,0.0232010832574239,3e-04,0.0185,0.0229010832574239,0.0182,1.67928267584863,-0.00766186144302114
"22898","TRV",2011-12-01,2011,0.0580436995911186,0,0.0074,0.0580436995911186,0.0074,0.435084880286617,0.0548240714769977
"22920","TRV",2012-12-01,2012,0.0202570889968335,1e-04,0.0119,0.0201570889968335,0.0118,0.435084880286617,0.0150230874094515
"22924","TRV",2013-12-01,2013,0.00349676344041289,0,0.0281,0.00349676344041289,0.0281,0.435084880286617,-0.00872912169564104
"22939","TRV",2014-12-01,2014,0.0185565273663208,0,-6e-04,0.0185565273663208,-6e-04,0.435084880286617,0.0188175782944927
"22951","TRV",2015-12-01,2015,-0.00965327968297981,1e-04,-0.0216,-0.00975327968297981,-0.0217,0.435084880286617,-0.000311937780760224
"22960","TRV",2016-12-01,2016,0.0827286912288016,3e-04,0.0185,0.0824286912288016,0.0182,0.435084880286617,0.0745101464075851
"22975","TSCO",2011-12-01,2011,-0.0292197070363651,0,0.0074,-0.0292197070363651,0.0074,1.14709388395301,-0.0377082017776174
"22992","TSCO",2012-12-01,2012,-0.0141589627316594,1e-04,0.0119,-0.0142589627316594,0.0118,1.14709388395301,-0.027794670562305
"22999","TSCO",2013-12-01,2013,0.0579771901330399,0,0.0281,0.0579771901330399,0.0281,1.14709388395301,0.0257438519939602
"23010","TSCO",2014-12-01,2014,0.0242709914260473,0,-6e-04,0.0242709914260473,-6e-04,1.14709388395301,0.0249592477564191
"23021","TSCO",2015-12-01,2015,-0.0440447803480278,1e-04,-0.0216,-0.0441447803480278,-0.0217,1.14709388395301,-0.0192528430662474
"23030","TSCO",2016-12-01,2016,0.00980919952991396,3e-04,0.0185,0.00950919952991396,0.0182,1.14709388395301,-0.0113679091580309
"23050","TSLA",2011-12-01,2011,-0.136590530572964,0,0.0074,-0.136590530572964,0.0074,-1.09479099881966,-0.128489077181699
"23060","TSLA",2012-12-01,2012,0.00147729383459249,1e-04,0.0119,0.00137729383459249,0.0118,-1.09479099881966,0.0142958276206645
"23074","TSLA",2013-12-01,2013,0.167108437003622,0,0.0281,0.167108437003622,0.0281,-1.09479099881966,0.197872064070455
"23086","TSLA",2014-12-01,2014,-0.0947745781399493,0,-6e-04,-0.0947745781399493,-6e-04,-1.09479099881966,-0.0954314527392411
"23089","TSLA",2015-12-01,2015,0.0414714847772263,1e-04,-0.0216,0.0413714847772263,-0.0217,-1.09479099881966,0.0176145201028396
"23108","TSLA",2016-12-01,2016,0.120665226944733,3e-04,0.0185,0.120365226944733,0.0182,-1.09479099881966,0.140290423123251
"23124","TSN",2011-12-01,2011,0.0245233417417773,0,0.0074,0.0245233417417773,0.0074,0.789122509825575,0.018683835169068
"23126","TSN",2012-12-01,2012,0.0119265221562226,1e-04,0.0119,0.0118265221562226,0.0118,0.789122509825575,0.00251487654028077
"23141","TSN",2013-12-01,2013,0.0543492878106595,0,0.0281,0.0543492878106595,0.0281,0.789122509825575,0.0321749452845609
"23151","TSN",2014-12-01,2014,-0.054605261132021,0,-6e-04,-0.054605261132021,-6e-04,0.789122509825575,-0.0541317876261256
"23171","TSN",2015-12-01,2015,0.0644760480326572,1e-04,-0.0216,0.0643760480326572,-0.0217,0.789122509825575,0.0815000064958721
"23180","TSN",2016-12-01,2016,0.0822474537522889,3e-04,0.0185,0.0819474537522889,0.0182,0.789122509825575,0.0675854240734634
"23193","TWX",2011-12-01,2011,0.0372084029038694,0,0.0074,0.0372084029038694,0.0074,0.968794499391947,0.030039323608369
"23197","TWX",2012-12-01,2012,0.0111426073429775,1e-04,0.0119,0.0110426073429775,0.0118,0.968794499391947,-0.000389167749847511
"23214","TWX",2013-12-01,2013,0.0592360631373531,0,0.0281,0.0592360631373531,0.0281,0.968794499391947,0.0320129377044394
"23221","TWX",2014-12-01,2014,0.00351815380299528,0,-6e-04,0.00351815380299528,-6e-04,0.968794499391947,0.00409943050263045
"23242","TWX",2015-12-01,2015,-0.0789122002735877,1e-04,-0.0216,-0.0790122002735877,-0.0217,0.968794499391947,-0.0579893596367825
"23251","TWX",2016-12-01,2016,0.0500236638892969,3e-04,0.0185,0.0497236638892969,0.0182,0.968794499391947,0.0320916040003635
"23260","TXN",2011-12-01,2011,-0.0334436071020988,0,0.0074,-0.0334436071020988,0.0074,1.17348617800565,-0.0421274048193406
"23274","TXN",2012-12-01,2012,0.0470598077024812,1e-04,0.0119,0.0469598077024812,0.0118,1.17348617800565,0.0331126708020145
"23288","TXN",2013-12-01,2013,0.0209419708716638,0,0.0281,0.0209419708716638,0.0281,1.17348617800565,-0.0120329907302951
"23295","TXN",2014-12-01,2014,-0.0176110699498071,0,-6e-04,-0.0176110699498071,-6e-04,1.17348617800565,-0.0169069782430037
"23306","TXN",2015-12-01,2015,-0.0586371294250529,1e-04,-0.0216,-0.0587371294250529,-0.0217,1.17348617800565,-0.0332724793623302
"23326","TXN",2016-12-01,2016,-0.0130701039428174,3e-04,0.0185,-0.0133701039428174,0.0182,1.17348617800565,-0.0347275523825203
"23339","TXT",2011-12-01,2011,-0.0485254528322749,0,0.0074,-0.0485254528322749,0.0074,1.87112814379178,-0.062371801096334
"23352","TXT",2012-12-01,2012,0.0546917622454273,1e-04,0.0119,0.0545917622454273,0.0118,1.87112814379178,0.0325124501486843
"23359","TXT",2013-12-01,2013,0.101577696752924,0,0.0281,0.101577696752924,0.0281,1.87112814379178,0.0489989959123754
"23370","TXT",2014-12-01,2014,-0.0278510768524636,0,-6e-04,-0.0278510768524636,-6e-04,1.87112814379178,-0.0267283999661885
"23379","TXT",2015-12-01,2015,-0.0151025678733467,1e-04,-0.0216,-0.0152025678733467,-0.0217,1.87112814379178,0.0254009128469349
"23395","TXT",2016-12-01,2016,0.0539266421999541,3e-04,0.0185,0.0536266421999541,0.0182,1.87112814379178,0.0195721099829438
"23404","UAL",2011-12-01,2011,0.0488697672274645,0,0.0074,0.0488697672274645,0.0074,1.17072457913063,0.0402064053418979
"23422","UAL",2012-12-01,2012,0.145208749135982,1e-04,0.0119,0.145108749135982,0.0118,1.17072457913063,0.13129419910224
"23434","UAL",2013-12-01,2013,-0.0368489527153868,0,0.0281,-0.0368489527153868,0.0281,1.17072457913063,-0.0697463133889574
"23440","UAL",2014-12-01,2014,0.0884121986905358,0,-6e-04,0.0884121986905358,-6e-04,1.17072457913063,0.0891146334380141
"23456","UAL",2015-12-01,2015,0.0277820046872418,1e-04,-0.0216,0.0276820046872418,-0.0217,1.17072457913063,0.0530867280543764
"23466","UAL",2016-12-01,2016,0.0554326510586255,3e-04,0.0185,0.0551326510586255,0.0182,1.17072457913063,0.0338254637184481
"23483","UHS",2011-12-01,2011,-0.0343990900007437,0,0.0074,-0.0343990900007437,0.0074,0.903352942862264,-0.0410839017779245
"23488","UHS",2012-12-01,2012,0.0789601037394927,1e-04,0.0119,0.0788601037394927,0.0118,0.903352942862264,0.068200539013718
"23503","UHS",2013-12-01,2013,-0.0142955431834805,0,0.0281,-0.0142955431834805,0.0281,0.903352942862264,-0.0396797608779102
"23516","UHS",2014-12-01,2014,0.0615348739270211,0,-6e-04,0.0615348739270211,-6e-04,0.903352942862264,0.0620768856927384
"23528","UHS",2015-12-01,2015,-0.0168460641638233,1e-04,-0.0216,-0.0169460641638233,-0.0217,0.903352942862264,0.00265669469628781
"23541","UHS",2016-12-01,2016,-0.145329316695593,3e-04,0.0185,-0.145629316695593,0.0182,0.903352942862264,-0.162070340255686
"23551","UNH",2011-12-01,2011,0.0417908230324692,0,0.0074,0.0417908230324692,0.0074,0.314715406066074,0.0394619290275802
"23559","UNH",2012-12-01,2012,0.00120710930511139,1e-04,0.0119,0.00110710930511139,0.0118,0.314715406066074,-0.00260653248646829
"23573","UNH",2013-12-01,2013,0.0147542869073528,0,0.0281,0.0147542869073528,0.0281,0.314715406066074,0.00591078399689611
"23581","UNH",2014-12-01,2014,0.0283992370202439,0,-6e-04,0.0283992370202439,-6e-04,0.314715406066074,0.0285880662638836
"23594","UNH",2015-12-01,2015,0.0471210471236774,1e-04,-0.0216,0.0470210471236774,-0.0217,0.314715406066074,0.0538503714353112
"23613","UNH",2016-12-01,2016,0.0108054592361821,3e-04,0.0185,0.0105054592361821,0.0182,0.314715406066074,0.00477763884577956
"23619","UNM",2011-12-01,2011,-0.0661094386648163,0,0.0074,-0.0661094386648163,0.0074,1.2964632165649,-0.0757032664673965
"23634","UNM",2012-12-01,2012,0.0208694585410065,1e-04,0.0119,0.0207694585410065,0.0118,1.2964632165649,0.00547119258554068
"23650","UNM",2013-12-01,2013,0.0439984082424786,0,0.0281,0.0439984082424786,0.0281,1.2964632165649,0.007567791857005
"23664","UNM",2014-12-01,2014,0.0487614619961158,0,-6e-04,0.0487614619961158,-6e-04,1.2964632165649,0.0495393399260547
"23668","UNM",2015-12-01,2015,-0.0969746392026306,1e-04,-0.0216,-0.0970746392026306,-0.0217,1.2964632165649,-0.0689413874031723
"23680","UNM",2016-12-01,2016,0.038520099877039,3e-04,0.0185,0.038220099877039,0.0182,1.2964632165649,0.0146244693355578
