Date;RF;Mkt-RF;SMB;HML
01-09-68;    0.43;    4.03;    2.76;    0.24
01-10-68;    0.44;    0.42;   -0.47;    2.89
01-11-68;    0.42;    5.43;    2.36;   -0.90
01-12-68;    0.43;   -3.94;    3.44;    0.02
01-01-69;    0.53;   -1.25;   -0.78;    1.69
01-02-69;    0.46;   -5.84;   -3.89;    0.90
01-03-69;    0.46;    2.64;   -0.25;   -0.46
01-04-69;    0.53;    1.46;   -0.88;    0.03
01-05-69;    0.48;   -0.10;   -0.27;    0.73
01-06-69;    0.51;   -7.18;   -5.39;   -1.09
01-07-69;    0.53;   -7.00;   -3.21;    1.42
01-08-69;    0.50;    4.68;    0.94;   -3.87
01-09-69;    0.62;   -2.98;    1.20;   -3.19
01-10-69;    0.60;    5.06;    3.81;   -3.19
01-11-69;    0.52;   -3.79;   -2.53;   -1.12
01-12-69;    0.64;   -2.63;   -3.67;   -3.02
01-01-70;    0.60;   -8.10;    2.90;    3.04
01-02-70;    0.62;    5.13;   -2.40;    4.04
01-03-70;    0.57;   -1.06;   -2.32;    4.25
01-04-70;    0.50;  -11.00;   -6.11;    6.39
01-05-70;    0.53;   -6.92;   -4.52;    3.60
01-06-70;    0.58;   -5.79;   -2.16;    0.87
01-07-70;    0.52;    6.93;   -0.53;    0.98
01-08-70;    0.53;    4.49;    1.53;    1.04
01-09-70;    0.54;    4.18;    8.59;   -5.62
01-10-70;    0.46;   -2.28;   -4.29;    0.26
01-11-70;    0.46;    4.59;   -4.07;    1.64
01-12-70;    0.42;    5.72;    2.96;    0.98
01-01-71;    0.38;    4.84;    7.36;    1.36
01-02-71;    0.33;    1.41;    1.85;   -1.33
01-03-71;    0.30;    4.13;    2.54;   -4.04
01-04-71;    0.28;    3.15;   -0.47;    0.75
01-05-71;    0.29;   -3.98;   -1.08;   -1.36
01-06-71;    0.37;   -0.10;   -1.43;   -2.07
01-07-71;    0.40;   -4.50;   -1.51;    0.17
01-08-71;    0.47;    3.79;   -0.16;    2.67
01-09-71;    0.37;   -0.85;    0.41;   -2.96
01-10-71;    0.37;   -4.42;   -1.80;   -0.43
01-11-71;    0.37;   -0.46;   -2.85;   -1.70
01-12-71;    0.37;    8.71;    3.32;   -0.35
01-01-72;    0.29;    2.49;    6.12;    1.99
01-02-72;    0.25;    2.87;    1.37;   -2.76
01-03-72;    0.27;    0.63;   -0.26;   -1.73
01-04-72;    0.29;    0.29;    0.02;    0.23
01-05-72;    0.30;    1.25;   -2.79;   -2.69
01-06-72;    0.29;   -2.43;    0.34;   -2.51
01-07-72;    0.31;   -0.80;   -2.89;    0.78
01-08-72;    0.29;    3.26;   -4.09;    4.69
01-09-72;    0.34;   -1.14;   -2.66;    0.47
01-10-72;    0.40;    0.52;   -2.74;    1.37
01-11-72;    0.37;    4.60;   -1.10;    4.76
01-12-72;    0.37;    0.62;   -1.86;   -2.27
01-01-73;    0.44;   -3.29;   -3.49;    2.68
01-02-73;    0.41;   -4.85;   -4.00;    1.70
01-03-73;    0.46;   -1.30;   -2.82;    2.78
01-04-73;    0.52;   -5.68;   -4.00;    5.69
01-05-73;    0.51;   -2.94;   -6.13;    0.21
01-06-73;    0.51;   -1.56;   -2.95;    1.44
01-07-73;    0.64;    5.05;    7.94;   -5.31
01-08-73;    0.70;   -3.82;   -2.01;    1.14
01-09-73;    0.68;    4.75;    2.92;    2.18
01-10-73;    0.65;   -0.83;   -0.23;    1.74
01-11-73;    0.56;  -12.75;   -7.74;    4.04
01-12-73;    0.64;    0.61;   -5.26;    4.09
01-01-74;    0.63;   -0.17;    9.77;    5.99
01-02-74;    0.58;   -0.47;    0.08;    2.54
01-03-74;    0.56;   -2.81;    2.49;   -0.11
01-04-74;    0.75;   -5.29;   -0.65;    1.06
01-05-74;    0.75;   -4.68;   -2.98;   -2.04
01-06-74;    0.60;   -2.83;   -0.20;    0.79
01-07-74;    0.70;   -8.05;    0.92;    5.14
01-08-74;    0.60;   -9.35;   -0.68;    2.50
01-09-74;    0.81;  -11.77;    0.27;    5.49
01-10-74;    0.51;   16.10;   -3.52;   -9.99
01-11-74;    0.54;   -4.51;   -1.17;   -0.16
01-12-74;    0.70;   -3.45;   -4.84;    0.00
01-01-75;    0.58;   13.66;   11.01;    8.44
01-02-75;    0.43;    5.56;    0.16;   -4.56
01-03-75;    0.41;    2.66;    3.76;    2.49
01-04-75;    0.44;    4.23;   -0.53;   -1.11
01-05-75;    0.44;    5.19;    3.83;   -4.02
01-06-75;    0.41;    4.83;    0.77;    1.32
01-07-75;    0.48;   -6.59;    2.68;    1.68
01-08-75;    0.48;   -2.85;   -3.24;   -0.80
01-09-75;    0.53;   -4.26;   -0.13;    0.36
01-10-75;    0.56;    5.31;   -4.03;    0.33
01-11-75;    0.41;    2.65;   -1.18;    1.98
01-12-75;    0.48;   -1.60;   -0.75;    1.73
01-01-76;    0.47;   12.16;    4.81;    8.57
01-02-76;    0.34;    0.32;    7.04;    5.76
01-03-76;    0.40;    2.33;   -1.19;   -0.02
01-04-76;    0.42;   -1.49;   -0.04;   -0.07
01-05-76;    0.37;   -1.34;   -1.24;   -1.32
01-06-76;    0.43;    4.05;   -1.35;    0.69
01-07-76;    0.47;   -1.07;    0.30;    1.70
01-08-76;    0.42;   -0.56;   -2.02;    0.80
01-09-76;    0.44;    2.06;    0.00;   -0.30
01-10-76;    0.41;   -2.42;    0.23;   -0.07
01-11-76;    0.40;    0.36;    2.31;    1.52
01-12-76;    0.40;    5.65;    3.00;    2.23
01-01-77;    0.36;   -4.05;    4.77;    4.27
01-02-77;    0.35;   -1.95;    1.08;    0.51
01-03-77;    0.38;   -1.37;    0.99;    1.00
01-04-77;    0.38;    0.15;   -0.12;    3.44
01-05-77;    0.37;   -1.46;    1.17;    0.86
01-06-77;    0.40;    4.71;    2.13;   -0.67
01-07-77;    0.42;   -1.69;    2.12;   -0.60
01-08-77;    0.44;   -1.75;    1.51;   -2.79
01-09-77;    0.43;   -0.27;    1.45;   -0.49
01-10-77;    0.49;   -4.38;    1.27;    1.72
01-11-77;    0.50;    4.00;    3.74;    0.29
01-12-77;    0.49;    0.27;    1.36;   -0.39
01-01-78;    0.49;   -6.01;    2.22;    3.31
01-02-78;    0.46;   -1.38;    3.59;    0.75
01-03-78;    0.53;    2.85;    3.49;    1.19
01-04-78;    0.54;    7.88;    0.40;   -3.56
01-05-78;    0.51;    1.76;    4.56;   -0.63
01-06-78;    0.54;   -1.69;    1.72;    0.54
01-07-78;    0.56;    5.11;    0.28;   -1.15
01-08-78;    0.56;    3.75;    5.06;   -0.44
01-09-78;    0.62;   -1.43;   -0.40;    1.88
01-10-78;    0.68;  -11.91;   -9.91;    1.40
01-11-78;    0.70;    2.71;    3.02;   -2.23
01-12-78;    0.78;    0.88;    1.25;   -2.20
01-01-79;    0.77;    4.23;    3.65;    2.29
01-02-79;    0.73;   -3.56;    0.44;    1.21
01-03-79;    0.81;    5.68;    3.20;   -0.70
01-04-79;    0.80;   -0.06;    2.18;    1.05
01-05-79;    0.82;   -2.21;    0.56;    1.93
01-06-79;    0.81;    3.85;    1.16;    1.50
01-07-79;    0.77;    0.82;    1.31;    1.69
01-08-79;    0.77;    5.53;    2.07;   -1.54
01-09-79;    0.83;   -0.82;   -0.28;   -0.91
01-10-79;    0.87;   -8.10;   -3.33;   -1.87
01-11-79;    0.99;    5.21;    2.73;   -3.23
01-12-79;    0.95;    1.79;    4.22;   -2.00
01-01-80;    0.80;    5.51;    1.68;    1.81
01-02-80;    0.89;   -1.22;   -1.81;    0.67
01-03-80;    1.21;  -12.90;   -6.62;   -1.08
01-04-80;    1.26;    3.97;    0.94;    1.14
01-05-80;    0.81;    5.26;    2.16;    0.41
01-06-80;    0.61;    3.06;    1.67;   -0.89
01-07-80;    0.53;    6.49;    4.25;   -6.37
01-08-80;    0.64;    1.80;    3.92;   -2.64
01-09-80;    0.75;    2.19;    0.85;   -4.72
01-10-80;    0.95;    1.06;    2.43;   -2.78
01-11-80;    0.96;    9.59;   -3.43;   -8.40
01-12-80;    1.31;   -4.52;   -0.26;    2.69
01-01-81;    1.04;   -5.04;    3.01;    6.86
01-02-81;    1.07;    0.56;   -0.28;    0.99
01-03-81;    1.21;    3.56;    3.65;    0.66
01-04-81;    1.08;   -2.10;    4.41;    2.27
01-05-81;    1.15;    0.11;    1.98;   -0.42
01-06-81;    1.35;   -2.36;   -0.84;    5.13
01-07-81;    1.24;   -1.54;   -2.21;   -0.59
01-08-81;    1.28;   -7.03;   -1.94;    4.85
01-09-81;    1.24;   -7.17;   -2.70;    5.19
01-10-81;    1.21;    4.92;    2.14;   -4.21
01-11-81;    1.07;    3.36;   -0.99;    1.91
01-12-81;    0.87;   -3.65;    1.15;    0.74
01-01-82;    0.80;   -3.24;   -1.44;    3.14
01-02-82;    0.92;   -5.86;    0.48;    6.07
01-03-82;    0.98;   -1.87;   -0.22;    3.78
01-04-82;    1.13;    3.27;    1.50;   -2.80
01-05-82;    1.06;   -3.99;    0.46;    1.83
01-06-82;    0.96;   -3.09;   -0.40;    1.54
01-07-82;    1.05;   -3.19;    0.85;    0.17
01-08-82;    0.76;   11.14;   -4.09;    1.18
01-09-82;    0.51;    1.29;    2.86;    0.33
01-10-82;    0.59;   11.30;    2.38;   -3.71
01-11-82;    0.63;    4.67;    4.80;   -1.98
01-12-82;    0.67;    0.55;   -0.18;    0.04
01-01-83;    0.69;    3.60;    2.72;   -0.83
01-02-83;    0.62;    2.59;    3.27;    0.72
01-03-83;    0.63;    2.82;    1.78;    2.08
01-04-83;    0.71;    6.67;    0.52;    0.62
01-05-83;    0.69;    0.52;    6.13;   -1.41
01-06-83;    0.67;    3.07;    0.90;   -3.92
01-07-83;    0.74;   -4.07;    1.47;    5.65
01-08-83;    0.76;   -0.50;   -4.29;    5.55
01-09-83;    0.76;    0.91;    0.59;    1.12
01-10-83;    0.76;   -3.44;   -3.60;    5.08
01-11-83;    0.70;    2.16;    2.04;   -0.62
01-12-83;    0.73;   -1.78;   -0.29;    1.66
01-01-84;    0.76;   -1.92;   -0.44;    7.60
01-02-84;    0.71;   -4.82;   -1.70;    3.35
01-03-84;    0.73;    0.63;    0.07;    0.49
01-04-84;    0.81;   -0.51;   -1.20;    1.29
01-05-84;    0.78;   -5.97;    0.04;    0.26
01-06-84;    0.75;    1.82;   -0.32;   -2.62
01-07-84;    0.82;   -2.74;   -2.22;    0.49
01-08-84;    0.83;   10.28;   -0.24;   -1.85
01-09-84;    0.86;   -0.80;    0.20;    5.33
01-10-84;    1.00;   -0.84;   -1.22;    0.50
01-11-84;    0.73;   -1.76;   -0.60;    4.08
01-12-84;    0.64;    1.84;   -0.60;   -0.16
01-01-85;    0.65;    7.99;    3.27;   -5.44
01-02-85;    0.58;    1.22;    0.76;   -0.11
01-03-85;    0.62;   -0.84;   -1.17;    4.10
01-04-85;    0.72;   -0.96;    0.15;    3.73
01-05-85;    0.66;    5.09;   -2.24;   -0.85
01-06-85;    0.55;    1.27;    0.62;    0.62
01-07-85;    0.62;   -0.74;    2.85;   -1.68
01-08-85;    0.55;   -1.02;   -0.35;    2.27
01-09-85;    0.60;   -4.54;   -1.59;    1.33
01-10-85;    0.65;    4.02;   -1.56;    0.79
01-11-85;    0.61;    6.48;    0.23;   -2.93
01-12-85;    0.65;    3.88;   -0.51;   -1.59
01-01-86;    0.56;    0.65;    1.23;    0.55
01-02-86;    0.53;    7.13;   -0.64;   -0.93
01-03-86;    0.60;    4.88;   -0.53;   -0.44
01-04-86;    0.52;   -1.31;    2.84;   -2.93
01-05-86;    0.49;    4.62;   -1.32;   -0.11
01-06-86;    0.52;    1.03;   -0.90;    1.41
01-07-86;    0.52;   -6.45;   -3.33;    4.84
01-08-86;    0.46;    6.07;   -4.20;    3.48
01-09-86;    0.45;   -8.60;    2.28;    3.22
01-10-86;    0.46;    4.66;   -2.41;   -1.23
01-11-86;    0.39;    1.17;   -1.93;   -0.08
01-12-86;    0.49;   -3.27;    0.09;    0.33
01-01-87;    0.42;   12.47;   -1.80;   -3.17
01-02-87;    0.43;    4.39;    3.48;   -5.98
01-03-87;    0.47;    1.64;    0.37;    1.59
01-04-87;    0.44;   -2.11;   -1.69;   -0.31
01-05-87;    0.38;    0.11;   -0.52;    0.17
01-06-87;    0.48;    3.94;   -2.21;    1.01
01-07-87;    0.46;    3.85;   -0.70;    0.63
01-08-87;    0.47;    3.52;   -0.74;   -0.91
01-09-87;    0.45;   -2.59;    0.52;    0.28
01-10-87;    0.60;  -23.24;   -8.38;    4.29
01-11-87;    0.35;   -7.77;    2.78;    3.14
01-12-87;    0.39;    6.81;    0.14;   -4.48
01-01-88;    0.29;    4.21;   -0.76;    5.09
01-02-88;    0.46;    4.75;    3.33;   -1.68
01-03-88;    0.44;   -2.27;    6.13;    0.71
01-04-88;    0.46;    0.56;    0.96;    1.68
01-05-88;    0.51;   -0.29;   -2.63;    2.31
01-06-88;    0.49;    4.79;    2.16;   -1.07
01-07-88;    0.51;   -1.25;   -0.21;    2.26
01-08-88;    0.59;   -3.31;    0.12;    2.17
01-09-88;    0.62;    3.30;   -1.33;   -0.70
01-10-88;    0.61;    1.15;   -2.89;    1.72
01-11-88;    0.57;   -2.29;   -1.77;    1.21
01-12-88;    0.63;    1.49;    1.89;   -1.42
01-01-89;    0.55;    6.10;   -2.12;    0.53
01-02-89;    0.61;   -2.25;    2.78;    0.94
01-03-89;    0.67;    1.57;    0.74;    0.49
01-04-89;    0.67;    4.33;   -0.55;   -1.45
01-05-89;    0.79;    3.35;    0.04;   -0.74
01-06-89;    0.71;   -1.35;   -1.01;    2.18
01-07-89;    0.70;    7.20;   -4.02;   -2.87
01-08-89;    0.74;    1.44;    0.47;    0.70
01-09-89;    0.65;   -0.76;    0.30;   -1.28
01-10-89;    0.68;   -3.67;   -3.26;   -1.02
01-11-89;    0.69;    1.03;   -1.28;   -1.09
01-12-89;    0.61;    1.16;   -2.38;    0.27
01-01-90;    0.57;   -7.85;   -1.30;    0.81
01-02-90;    0.57;    1.11;    1.02;    0.63
01-03-90;    0.64;    1.83;    1.52;   -2.91
01-04-90;    0.69;   -3.36;   -0.51;   -2.52
01-05-90;    0.68;    8.42;   -2.54;   -3.75
01-06-90;    0.63;   -1.09;    1.40;   -2.02
01-07-90;    0.68;   -1.90;   -3.21;   -0.02
01-08-90;    0.66;  -10.15;   -3.59;    1.58
01-09-90;    0.60;   -6.12;   -3.64;    0.77
01-10-90;    0.68;   -1.92;   -5.53;    0.24
01-11-90;    0.57;    6.35;    0.34;   -3.14
01-12-90;    0.60;    2.46;    0.78;   -1.60
01-01-91;    0.52;    4.69;    3.81;   -1.83
01-02-91;    0.48;    7.19;    3.94;   -0.53
01-03-91;    0.44;    2.65;    3.91;   -1.21
01-04-91;    0.53;   -0.28;    0.49;    1.37
01-05-91;    0.47;    3.65;   -0.33;   -0.56
01-06-91;    0.42;   -4.94;    0.07;    1.23
01-07-91;    0.49;    4.24;   -0.94;   -1.30
01-08-91;    0.46;    2.32;    1.61;   -0.78
01-09-91;    0.46;   -1.59;    1.65;   -0.96
01-10-91;    0.42;    1.29;    0.91;   -0.44
01-11-91;    0.39;   -4.19;   -0.48;   -1.92
01-12-91;    0.38;   10.84;   -2.22;   -4.01
01-01-92;    0.34;   -0.59;    8.48;    4.56
01-02-92;    0.28;    1.09;    0.88;    6.37
01-03-92;    0.34;   -2.66;   -1.04;    3.66
01-04-92;    0.32;    1.07;   -6.12;    4.30
01-05-92;    0.28;    0.30;    0.39;    1.26
01-06-92;    0.32;   -2.34;   -3.10;    3.40
01-07-92;    0.31;    3.77;   -0.43;   -0.52
01-08-92;    0.26;   -2.38;   -0.10;   -1.02
01-09-92;    0.26;    1.19;    0.56;   -0.20
01-10-92;    0.23;    1.02;    2.04;   -2.10
01-11-92;    0.23;    4.13;    3.68;   -1.48
01-12-92;    0.28;    1.53;    1.65;    2.54
01-01-93;    0.23;    0.93;    2.03;    5.87
01-02-93;    0.22;    0.12;   -3.43;    6.42
01-03-93;    0.25;    2.30;    0.24;    1.23
01-04-93;    0.24;   -3.05;   -0.69;    2.61
01-05-93;    0.22;    2.89;    1.95;   -3.42
01-06-93;    0.25;    0.31;   -0.29;    2.63
01-07-93;    0.24;   -0.34;    0.94;    3.23
01-08-93;    0.25;    3.71;    0.30;   -0.40
01-09-93;    0.26;   -0.12;    3.11;   -0.46
01-10-93;    0.22;    1.41;    1.45;   -1.57
01-11-93;    0.25;   -1.89;   -1.41;   -0.26
01-12-93;    0.23;    1.65;    1.22;    0.61
01-01-94;    0.25;    2.87;    0.11;    2.10
01-02-94;    0.21;   -2.55;    2.70;   -1.37
01-03-94;    0.27;   -4.78;   -0.98;    1.30
01-04-94;    0.27;    0.68;   -0.92;    1.65
01-05-94;    0.31;    0.58;   -2.01;    0.13
01-06-94;    0.31;   -3.03;   -0.48;    1.76
01-07-94;    0.28;    2.82;   -1.73;    0.58
01-08-94;    0.37;    4.01;    1.35;   -2.81
01-09-94;    0.37;   -2.31;    2.83;   -1.89
01-10-94;    0.38;    1.34;   -2.35;   -1.76
01-11-94;    0.37;   -4.04;    0.27;   -0.96
01-12-94;    0.44;    0.86;    0.04;    0.55
01-01-95;    0.42;    1.80;   -2.65;    0.82
01-02-95;    0.40;    3.63;   -0.67;    1.07
01-03-95;    0.46;    2.19;   -0.71;   -1.07
01-04-95;    0.44;    2.11;   -0.62;    2.26
01-05-95;    0.54;    2.90;   -2.20;    1.70
01-06-95;    0.47;    2.72;    2.93;   -2.29
01-07-95;    0.45;    3.72;    2.09;   -1.69
01-08-95;    0.47;    0.55;    1.58;    2.67
01-09-95;    0.43;    3.35;   -2.06;   -0.76
01-10-95;    0.47;   -1.52;   -3.74;   -0.72
01-11-95;    0.42;    3.96;   -1.17;    0.90
01-12-95;    0.49;    1.03;    0.56;    0.84
01-01-96;    0.43;    2.26;   -2.68;    0.40
01-02-96;    0.39;    1.33;    1.90;   -1.38
01-03-96;    0.39;    0.73;    1.29;    1.03
01-04-96;    0.46;    2.06;    4.93;   -3.91
01-05-96;    0.42;    2.36;    3.06;   -1.19
01-06-96;    0.40;   -1.14;   -3.60;    1.58
01-07-96;    0.45;   -5.97;   -3.84;    4.47
01-08-96;    0.41;    2.77;    2.31;   -0.41
01-09-96;    0.44;    5.01;   -0.90;   -3.19
01-10-96;    0.42;    0.86;   -4.45;    5.07
01-11-96;    0.41;    6.25;   -3.91;    1.18
01-12-96;    0.46;   -1.70;    3.21;    0.91
01-01-97;    0.45;    4.98;   -1.83;   -1.66
01-02-97;    0.39;   -0.49;   -2.90;    5.21
01-03-97;    0.43;   -5.02;   -0.38;    3.82
01-04-97;    0.43;    4.04;   -5.66;   -0.07
01-05-97;    0.49;    6.74;    4.91;   -3.87
01-06-97;    0.37;    4.10;    1.31;    1.26
01-07-97;    0.43;    7.33;   -2.80;    0.84
01-08-97;    0.41;   -4.15;    7.30;    1.37
01-09-97;    0.44;    5.35;    2.61;    0.02
01-10-97;    0.42;   -3.80;   -0.70;    1.99
01-11-97;    0.39;    2.98;   -4.95;    0.81
01-12-97;    0.48;    1.32;   -2.36;    3.48
01-01-98;    0.43;    0.15;   -1.15;   -1.47
01-02-98;    0.39;    7.04;    0.01;   -0.12
01-03-98;    0.39;    4.76;   -0.93;    1.03
01-04-98;    0.43;    0.73;    0.22;    0.73
01-05-98;    0.40;   -3.07;   -3.73;    4.15
01-06-98;    0.41;    3.18;   -3.16;   -2.32
01-07-98;    0.40;   -2.46;   -5.13;   -0.96
01-08-98;    0.43;  -16.08;   -5.30;    3.40
01-09-98;    0.46;    6.15;   -0.14;   -3.32
01-10-98;    0.32;    7.13;   -3.30;   -2.21
01-11-98;    0.31;    6.10;    1.08;   -3.14
01-12-98;    0.38;    6.16;   -0.34;   -4.46
01-01-99;    0.35;    3.50;    0.38;   -4.03
01-02-99;    0.35;   -4.08;   -5.67;    1.40
01-03-99;    0.43;    3.45;   -3.92;   -2.65
01-04-99;    0.37;    4.33;    3.97;    2.53
01-05-99;    0.34;   -2.46;    3.43;    2.40
01-06-99;    0.40;    4.77;    3.06;   -3.59
01-07-99;    0.38;   -3.47;    2.70;   -0.82
01-08-99;    0.39;   -1.38;   -1.21;   -1.38
01-09-99;    0.39;   -2.81;    3.35;   -3.44
01-10-99;    0.39;    6.13;   -6.89;   -2.93
01-11-99;    0.36;    3.37;    7.43;   -6.55
01-12-99;    0.44;    7.72;    7.20;   -8.74
01-01-00;    0.41;   -4.74;    5.05;   -0.45
01-02-00;    0.43;    2.45;   22.14;  -10.57
01-03-00;    0.47;    5.20;  -17.28;    7.94
01-04-00;    0.46;   -6.40;   -7.71;    8.56
01-05-00;    0.50;   -4.42;   -5.01;    2.43
01-06-00;    0.40;    4.64;   14.03;  -10.10
01-07-00;    0.48;   -2.51;   -2.79;    8.14
01-08-00;    0.50;    7.03;   -1.13;   -0.67
01-09-00;    0.51;   -5.45;   -1.39;    6.25
01-10-00;    0.56;   -2.76;   -3.76;    5.52
01-11-00;    0.51;  -10.72;   -2.79;   11.30
01-12-00;    0.50;    1.19;    0.97;    7.33
01-01-01;    0.54;    3.13;    6.57;   -4.91
01-02-01;    0.38;  -10.05;   -0.74;   12.90
01-03-01;    0.42;   -7.26;    0.34;    6.46
01-04-01;    0.39;    7.94;    0.52;   -4.69
01-05-01;    0.32;    0.72;    2.60;    3.14
01-06-01;    0.28;   -1.94;    6.05;   -1.06
01-07-01;    0.30;   -2.13;   -4.36;    5.59
01-08-01;    0.31;   -6.46;    2.49;    2.51
01-09-01;    0.28;   -9.25;   -6.11;    1.59
01-10-01;    0.22;    2.46;    7.61;   -8.08
01-11-01;    0.17;    7.54;   -0.43;    2.02
01-12-01;    0.15;    1.61;    4.57;    1.10
01-01-02;    0.14;   -1.44;    1.19;    3.31
01-02-02;    0.13;   -2.29;   -1.10;    2.50
01-03-02;    0.13;    4.24;    4.24;    1.10
01-04-02;    0.15;   -5.20;    5.94;    3.93
01-05-02;    0.14;   -1.38;   -3.22;    1.71
01-06-02;    0.13;   -7.21;    4.26;    0.15
01-07-02;    0.15;   -8.18;   -5.30;   -3.41
01-08-02;    0.14;    0.50;   -2.43;    2.48
01-09-02;    0.14;  -10.35;    2.57;    1.31
01-10-02;    0.14;    7.84;   -2.91;   -5.44
01-11-02;    0.12;    5.96;    2.84;   -1.14
01-12-02;    0.11;   -5.76;    0.00;    2.25
01-01-03;    0.10;   -2.57;    1.39;   -0.94
01-02-03;    0.09;   -1.88;   -0.36;   -1.43
01-03-03;    0.10;    1.09;    0.90;   -2.10
01-04-03;    0.10;    8.22;    0.55;    1.05
01-05-03;    0.09;    6.05;    4.70;   -0.30
01-06-03;    0.10;    1.42;    1.66;    0.68
01-07-03;    0.07;    2.35;    5.35;   -1.08
01-08-03;    0.07;    2.34;    2.69;    2.10
01-09-03;    0.08;   -1.24;    0.77;    0.00
01-10-03;    0.07;    6.08;    2.84;    1.88
01-11-03;    0.07;    1.35;    2.16;    1.95
01-12-03;    0.08;    4.29;   -3.07;    2.39
01-01-04;    0.07;    2.15;    2.76;    1.95
01-02-04;    0.06;    1.40;   -1.43;    0.50
01-03-04;    0.09;   -1.32;    1.76;    0.23
01-04-04;    0.08;   -1.83;   -2.10;   -2.65
01-05-04;    0.06;    1.17;   -0.18;   -0.36
01-06-04;    0.08;    1.86;    2.23;    1.34
01-07-04;    0.10;   -4.06;   -3.79;    4.11
01-08-04;    0.11;    0.08;   -1.58;    0.97
01-09-04;    0.11;    1.60;    3.04;   -0.24
01-10-04;    0.11;    1.43;    0.31;   -0.61
01-11-04;    0.15;    4.54;    3.90;    1.81
01-12-04;    0.16;    3.43;    0.13;   -0.07
01-01-05;    0.16;   -2.76;   -1.52;    1.96
01-02-05;    0.16;    1.89;   -0.50;    1.65
01-03-05;    0.21;   -1.97;   -1.41;    1.57
01-04-05;    0.21;   -2.61;   -4.00;   -0.35
01-05-05;    0.24;    3.65;    2.87;   -0.81
01-06-05;    0.23;    0.57;    2.59;    2.65
01-07-05;    0.24;    3.92;    2.93;   -0.51
01-08-05;    0.30;   -1.22;   -0.92;    1.27
01-09-05;    0.29;    0.49;   -0.58;    0.77
01-10-05;    0.27;   -2.02;   -1.21;    0.23
01-11-05;    0.31;    3.61;    0.91;   -1.18
01-12-05;    0.32;   -0.25;   -0.46;    0.44
01-01-06;    0.35;    3.04;    5.42;    1.12
01-02-06;    0.34;   -0.30;   -0.38;   -0.25
01-03-06;    0.37;    1.46;    3.55;    0.61
01-04-06;    0.36;    0.73;   -1.34;    2.59
01-05-06;    0.43;   -3.57;   -3.04;    2.55
01-06-06;    0.40;   -0.35;   -0.35;    0.87
01-07-06;    0.40;   -0.78;   -4.08;    2.94
01-08-06;    0.42;    2.03;    0.90;   -1.72
01-09-06;    0.41;    1.84;   -1.37;    0.05
01-10-06;    0.41;    3.23;    1.73;   -0.04
01-11-06;    0.42;    1.71;    0.86;    0.07
01-12-06;    0.40;    0.87;   -1.10;    3.16
01-01-07;    0.44;    1.40;    0.10;   -0.11
01-02-07;    0.38;   -1.96;    1.32;   -0.09
01-03-07;    0.43;    0.68;   -0.06;   -0.22
01-04-07;    0.44;    3.49;   -2.06;   -1.15
01-05-07;    0.41;    3.24;    0.03;   -0.05
01-06-07;    0.40;   -1.96;    0.77;   -1.13
01-07-07;    0.40;   -3.73;   -2.51;   -3.34
01-08-07;    0.42;    0.92;   -0.13;   -2.24
01-09-07;    0.32;    3.22;   -2.29;   -1.87
01-10-07;    0.32;    1.80;    0.22;   -2.59
01-11-07;    0.34;   -4.83;   -2.63;   -1.18
01-12-07;    0.27;   -0.87;    0.20;   -0.52
01-01-08;    0.21;   -6.36;   -0.89;    3.65
01-02-08;    0.13;   -3.09;   -0.23;   -0.95
01-03-08;    0.17;   -0.93;    0.94;   -0.15
01-04-08;    0.18;    4.60;   -1.64;   -0.96
01-05-08;    0.18;    1.86;    3.21;   -1.38
01-06-08;    0.17;   -8.44;    1.27;   -2.43
01-07-08;    0.15;   -0.77;    2.47;    5.81
01-08-08;    0.13;    1.53;    3.61;    1.56
01-09-08;    0.15;   -9.24;   -1.13;    6.33
01-10-08;    0.08;  -17.23;   -2.33;   -2.89
01-11-08;    0.03;   -7.86;   -2.99;   -5.94
01-12-08;    0.00;    1.74;    3.59;   -0.24
01-01-09;    0.00;   -8.12;   -0.01;  -11.10
01-02-09;    0.01;  -10.10;    0.17;   -7.25
01-03-09;    0.02;    8.95;   -0.09;    3.53
01-04-09;    0.01;   10.19;    4.83;    5.46
01-05-09;    0.00;    5.21;   -2.33;   -0.21
01-06-09;    0.01;    0.43;    2.61;   -2.71
01-07-09;    0.01;    7.72;    2.07;    5.28
01-08-09;    0.01;    3.33;   -0.90;    7.76
01-09-09;    0.01;    4.08;    2.45;    0.92
01-10-09;    0.00;   -2.59;   -4.22;   -4.17
01-11-09;    0.00;    5.56;   -2.49;   -0.17
01-12-09;    0.01;    2.75;    6.11;    0.01
01-01-10;    0.00;   -3.36;    0.38;    0.31
01-02-10;    0.00;    3.40;    1.20;    3.16
01-03-10;    0.01;    6.31;    1.42;    2.10
01-04-10;    0.01;    2.00;    4.98;    2.81
01-05-10;    0.01;   -7.89;    0.05;   -2.38
01-06-10;    0.01;   -5.56;   -1.97;   -4.50
01-07-10;    0.01;    6.93;    0.16;   -0.27
01-08-10;    0.01;   -4.77;   -3.00;   -1.95
01-09-10;    0.01;    9.54;    3.92;   -3.12
01-10-10;    0.01;    3.88;    1.15;   -2.59
01-11-10;    0.01;    0.60;    3.70;   -0.90
01-12-10;    0.01;    6.82;    0.70;    3.81
01-01-11;    0.01;    1.99;   -2.47;    0.81
01-02-11;    0.01;    3.49;    1.52;    1.09
01-03-11;    0.01;    0.45;    2.60;   -1.55
