"";"Ticker";"Year";"Close";"Volume"
"293";"BX";"2014";33,83;86446300
"294";"BX";"2015";29,24;119208500
"295";"BX";"2016";29,52;134149400
"296";"BXP";"2012";105,81;15976600
"297";"BXP";"2013";100,37;19229300
"298";"BXP";"2014";128,69;18900300
"299";"BXP";"2015";127,54;16560400
"300";"BXP";"2016";125,78;16540300
"301";"C";"2012";39,56;764120200
"302";"C";"2013";52,11;402157100
"303";"C";"2014";54,11;394695100
"304";"C";"2015";51,75;359001500
"305";"C";"2016";59,43;448406800
"306";"CA";"2012";21,98;88291400
"307";"CA";"2013";33,65;53204400
"308";"CA";"2014";30,45;59400100
"309";"CA";"2015";28,56;68035000
"310";"CA";"2016";31,77;52600100
"311";"CAG";"2012";22,96;96143000
"312";"CAG";"2013";26,23;81652100
"313";"CAG";"2014";28,23;76923800
"314";"CAG";"2015";32,81;79178500
"315";"CAG";"2016";38,44;75422600
"316";"CAH";"2012";41,18;39596500
"317";"CAH";"2013";66,81;54828600
"318";"CAH";"2014";80,73;31752500
"319";"CAH";"2015";89,27;36212400
"320";"CAH";"2016";71,97;54591700
"321";"CAT";"2012";89,61;115496400
"322";"CAT";"2013";90,81;103160000
"323";"CAT";"2014";91,53;123785900
"324";"CAT";"2015";67,96;140848000
"325";"CAT";"2016";92,74;88171700
"326";"CBG";"2012";19,9;44701700
"327";"CBG";"2013";26,3;44714600
"328";"CBG";"2014";34,25;43076100
"329";"CBG";"2015";34,58;36805800
"330";"CBG";"2016";31,49;49829200
"331";"CBS";"2012";38,05;115567400
"332";"CBS";"2013";63,74;83984500
"333";"CBS";"2014";55,34;130223700
"334";"CBS";"2015";47,13;92661100
"335";"CBS";"2016";63,62;92841100
"336";"CCE";"2012";31,73;64842900
"337";"CCE";"2013";44,13;36578800
"338";"CCE";"2014";44,22;46950900
"339";"CCE";"2015";49,24;53549800
"340";"CCE";"2016";31,4;43671000
"341";"CCI";"2012";72,16;26028100
"342";"CCI";"2013";73,43;46911500
"343";"CCI";"2014";78,7;64226800
"344";"CCI";"2015";86,45;49262600
"345";"CCI";"2016";86,77;44846400
"346";"CCL";"2012";36,77;77106300
"347";"CCL";"2013";40,17;104027600
"348";"CCL";"2014";45,33;109630300
"349";"CCL";"2015";54,48;96665400
"350";"CCL";"2016";52,06;84005600
"351";"CE";"2012";44,53;24387900
"352";"CE";"2013";55,31;15171800
"353";"CE";"2014";59,96;14616800
"354";"CE";"2015";67,33;14623800
"355";"CE";"2016";78,74;14991700
"356";"CELG";"2012";39,24;118817800
"357";"CELG";"2013";84,49;100747800
"358";"CELG";"2014";111,86;128650100
"359";"CELG";"2015";119,76;99084600
"360";"CELG";"2016";115,75;84993700
"361";"CERN";"2012";38,76;28598800
"362";"CERN";"2013";55,74;27408300
"363";"CERN";"2014";64,66;23518800
"364";"CERN";"2015";60,17;43288900
"365";"CERN";"2016";47,37;56494200
"366";"CF";"2012";40,63;83486500
"367";"CF";"2013";46,61;84657500
"368";"CF";"2014";54,51;73574000
"369";"CF";"2015";40,81;52818600
"370";"CF";"2016";31,48;113091700
"371";"CHD";"2012";26,79;27205200
"372";"CHD";"2013";33,14;20283800
"373";"CHD";"2014";39,4;25310800
"374";"CHD";"2015";42,44;57099900
"375";"CHD";"2016";44,19;35837700
"376";"CHRW";"2012";63,22;18780000
"377";"CHRW";"2013";58,35;40512000
"378";"CHRW";"2014";74,89;29540400
"379";"CHRW";"2015";62,02;52243000
"380";"CHRW";"2016";73,26;30510000
"381";"CHTR";"2012";76,24;15662300
"382";"CHTR";"2013";136,76;18274800
"383";"CHTR";"2014";166,62;15879500
"384";"CHTR";"2015";183,1;25936100
"385";"CHTR";"2016";287,92;28930300
"386";"CI";"2012";53,46;34002300
"387";"CI";"2013";87,48;24527900
"388";"CI";"2014";102,91;24926800
"389";"CI";"2015";146,33;30356400
"390";"CI";"2016";133,39;23744300
"391";"CIT";"2012";38,64;25294700
"392";"CIT";"2013";52,13;17073000
"393";"CIT";"2014";47,83;24573000
"394";"CIT";"2015";39,7;36507400
"395";"CIT";"2016";42,68;32568300
"396";"CL";"2012";52,27;59462800
"397";"CL";"2013";65,21;53782000
"398";"CL";"2014";69,19;62216800
"399";"CL";"2015";66,62;68944000
"400";"CL";"2016";65,44;68212100
"401";"CLR";"2012";36,74;48068600
"402";"CLR";"2013";56,26;48173000
"403";"CLR";"2014";38,36;125951200
"404";"CLR";"2015";22,98;157050700
"405";"CLR";"2016";51,54;56286700
"406";"CLX";"2012";73,22;14981400
"407";"CLX";"2013";92,76;21696200
"408";"CLX";"2014";104,21;23731800
"409";"CLX";"2015";126,83;23817400
"410";"CLX";"2016";120,02;20323800
"411";"CMCSA";"2012";18,68;461422400
"412";"CMCSA";"2013";25,99;384526000
"413";"CMCSA";"2014";29;503069100
"414";"CMCSA";"2015";28,22;404111200
"415";"CMCSA";"2016";34,53;185351400
"416";"CME";"2012";50,67;51885300
"417";"CME";"2013";78,46;42086300
"418";"CME";"2014";88,65;34081700
"419";"CME";"2015";90,6;34942700
"420";"CME";"2016";115,35;34486700
"421";"CMG";"2012";297,46;10663800
"422";"CMG";"2013";532,78;6177500
"423";"CMG";"2014";684,51;6994900
"424";"CMG";"2015";479,85;40702100
"425";"CMG";"2016";377,32;25207000
"426";"CMI";"2012";108,35;37448700
"427";"CMI";"2013";140,97;24943000
"428";"CMI";"2014";144,17;30323800
"429";"CMI";"2015";88,01;77882100
"430";"CMI";"2016";142,25;36314200
"431";"CNO";"2012";9,33;30380500
"432";"CNO";"2013";17,69;25609000
"433";"CNO";"2014";17,22;30154600
"434";"CNO";"2015";19,09;28952600
"435";"CNO";"2016";19,15;34708600
"436";"CNP";"2012";19,25;56367600
"437";"CNP";"2013";23,18;74471500
"438";"CNP";"2014";23,43;94944100
"439";"CNP";"2015";18,36;135308000
"440";"CNP";"2016";24,64;80897200
"441";"CNX";"2012";26,75;52553600
"442";"CNX";"2013";31,7;49407200
"443";"CNX";"2014";28,17;81397800
"444";"CNX";"2015";6,58;285639500
"445";"CNX";"2016";15,19;90671300
"446";"COF";"2012";57,93;64543600
"447";"COF";"2013";76,61;54825100
"448";"COF";"2014";82,55;61847700
"449";"COF";"2015";72,18;58118400
"450";"COF";"2016";87,24;72443600
"451";"COL";"2012";58,17;18453000
"452";"COL";"2013";73,92;11716600
"453";"COL";"2014";84,48;20636800
"454";"COL";"2015";92,3;12562300
"455";"COL";"2016";92,76;22664800
"456";"COP";"2012";57,99;122055100
"457";"COP";"2013";70,65;101693500
"458";"COP";"2014";69,06;219562500
"459";"COP";"2015";46,69;222580600
"460";"COP";"2016";50,14;136226600
"461";"COST";"2012";98,73;64890300
"462";"COST";"2013";119,02;43396100
"463";"COST";"2014";141,75;46520400
"464";"COST";"2015";161,5;54507800
"465";"COST";"2016";160,11;48187800
"466";"CPB";"2012";34,89;37123600
"467";"CPB";"2013";43,28;77789600
"468";"CPB";"2014";44;38983300
"469";"CPB";"2015";52,55;41998100
"470";"CPB";"2016";60,47;35217400
"471";"CRM";"2012";42,03;122377200
"472";"CRM";"2013";55,19;90028800
"473";"CRM";"2014";59,31;107383800
"474";"CRM";"2015";78,4;69148700
"475";"CRM";"2016";68,46;119667300
"476";"CSCO";"2012";19,65;780170100
"477";"CSCO";"2013";22,43;938261700
"478";"CSCO";"2014";27,82;577440600
"479";"CSCO";"2015";27,16;501853200
"480";"CSCO";"2016";30,22;439906100
"481";"CSX";"2012";19,73;179038500
"482";"CSX";"2013";28,77;106749600
"483";"CSX";"2014";36,23;148551000
"484";"CSX";"2015";25,95;201348700
"485";"CSX";"2016";35,93;153646500
"486";"CTL";"2012";39,12;102634700
"487";"CTL";"2013";31,85;126327200
"488";"CTL";"2014";39,58;63158100
"489";"CTL";"2015";25,16;112586300
"490";"CTL";"2016";23,78;153652600
"491";"CTSH";"2012";36,94;90863200
"492";"CTSH";"2013";50,49;59057800
"493";"CTSH";"2014";52,66;82867100
"494";"CTSH";"2015";60,02;80086100
"495";"CTSH";"2016";55,84;97336500
"496";"CTXS";"2012";52,25;53027500
"497";"CTXS";"2013";50,37;45478500
"498";"CTXS";"2014";50,8;40499400
"499";"CTXS";"2015";60,24;40171900
"500";"CTXS";"2016";71,12;22698800
"501";"CVS";"2012";48,35;130142000
"502";"CVS";"2013";71,57;110859300
"503";"CVS";"2014";96,31;100036000
"504";"CVS";"2015";97,77;116258600
"505";"CVS";"2016";78,91;156408500
"506";"CVX";"2012";108,14;125418100
"507";"CVX";"2013";124,91;116195800
"508";"CVX";"2014";112,18;221038700
"509";"CVX";"2015";89,96;260998300
"510";"CVX";"2016";117,7;133381600
"511";"CXO";"2012";80,56;21200600
"512";"CXO";"2013";108;20785300
"513";"CXO";"2014";99,75;49225800
"514";"CXO";"2015";92,86;44980800
"515";"CXO";"2016";132,6;30003600
"516";"D";"2012";51,8;40529600
"517";"D";"2013";64,69;42672500
"518";"D";"2014";76,9;60105400
"519";"D";"2015";67,64;54193400
"520";"D";"2016";74,53;55458400
"521";"DAL";"2012";11,87;260632000
"522";"DAL";"2013";27,47;249242500
"523";"DAL";"2014";49,19;274515000
"524";"DAL";"2015";50,69;196292900
"525";"DAL";"2016";49,19;153531300
"526";"DE";"2012";86,42;48798800
"527";"DE";"2013";91,33;70307700
"528";"DE";"2014";88,47;59911300
"529";"DE";"2015";76,27;69687000
"530";"DE";"2016";103,04;58153200
"531";"DFS";"2012";38,55;107837000
"532";"DFS";"2013";55,95;53240200
"533";"DFS";"2014";65,49;59654900
"534";"DFS";"2015";53,62;72092100
"535";"DFS";"2016";72,82;58695100
"536";"DG";"2012";44,09;134346100
"537";"DG";"2013";60,32;81235200
"538";"DG";"2014";70,7;91338900
"539";"DG";"2015";71,87;74671500
"540";"DG";"2016";74,07;67279400
"541";"DGX";"2012";58,27;15054100
"542";"DGX";"2013";53,54;55974400
"543";"DGX";"2014";67,06;28605300
"544";"DGX";"2015";71,14;22527300
"545";"DGX";"2016";91,9;18131400
"546";"DHR";"2012";42,38;73977100
"547";"DHR";"2013";58,53;62064200
"548";"DHR";"2014";64,98;75738700
"549";"DHR";"2015";70,42;75260600
"550";"DHR";"2016";78,1;77493200
"551";"DIS";"2012";49,79;159328600
"552";"DIS";"2013";76,4;139787700
"553";"DIS";"2014";94,19;145232700
"554";"DIS";"2015";105,08;228548000
"555";"DIS";"2016";104,22;177569400
"556";"DISCA";"2012";32,44;64026000
"557";"DISCA";"2013";46,2;46464800
"558";"DISCA";"2014";34,45;65427200
"559";"DISCA";"2015";26,68;69630400
"560";"DISCA";"2016";27,41;49136000
"561";"DLTR";"2012";40,56;76695900
"562";"DLTR";"2013";56,42;46799700
"563";"DLTR";"2014";70,38;44111000
"564";"DLTR";"2015";77,22;56837500
"565";"DLTR";"2016";77,18;55108400
"566";"DOV";"2012";54,53;29683000
"567";"DOV";"2013";80,12;21781200
"568";"DOV";"2014";71,72;57953900
"569";"DOV";"2015";61,31;36811400
"570";"DOV";"2016";74,93;23968900
"571";"DPS";"2012";44,18;21440300
"572";"DPS";"2013";48,72;20780500
"573";"DPS";"2014";71,68;31957200
"574";"DPS";"2015";93,2;27091300
"575";"DPS";"2016";90,67;31593000
"576";"DTE";"2012";60,05;15883600
"577";"DTE";"2013";66,39;23212600
"578";"DTE";"2014";86,37;21870700
"579";"DTE";"2015";80,19;24305300
"580";"DTE";"2016";98,51;20811500
"581";"DUK";"2012";63,8;68570400
"582";"DUK";"2013";69,01;54472000
"583";"DUK";"2014";83,54;74847400
"584";"DUK";"2015";71,39;73346900
"585";"DUK";"2016";77,62;68427800
"586";"DVA";"2012";55,26;45002800
"587";"DVA";"2013";63,37;40711600
"588";"DVA";"2014";75,74;19013600
"589";"DVA";"2015";69,71;40295100
"590";"DVA";"2016";64,2;34263300
"591";"DVN";"2012";52,04;70055700
"592";"DVN";"2013";61,87;61721600
"593";"DVN";"2014";61,21;109677900
"594";"DVN";"2015";32;172122100
"595";"DVN";"2016";45,67;88795100
"596";"EBAY";"2012";21,46;413798500
"597";"EBAY";"2013";23,09;552624300
"598";"EBAY";"2014";23,62;464823500
"599";"EBAY";"2015";27,48;198398100
"600";"EBAY";"2016";29,69;218097800
"601";"ECL";"2012";71,9;25443100
"602";"ECL";"2013";104,27;22418900
"603";"ECL";"2014";104,52;38885000
"604";"ECL";"2015";114,38;21974100
"605";"ECL";"2016";120,5;22444100
"606";"EFX";"2012";54,12;17695700
"607";"EFX";"2013";69,09;10781300
"608";"EFX";"2014";80,87;11858400
"609";"EFX";"2015";111,37;14286300
"610";"EFX";"2016";118,23;18896400
"611";"EIX";"2012";45,19;43916700
"612";"EIX";"2013";46,3;41748700
"613";"EIX";"2014";65,48;44843700
"614";"EIX";"2015";59,21;46821900
"615";"EIX";"2016";71,99;39874300
"616";"EMN";"2012";68,05;39691400
"617";"EMN";"2013";80,7;38530000
"618";"EMN";"2014";75,86;37848000
"619";"EMN";"2015";67,51;24262200
"620";"EMN";"2016";75,21;26035200
"621";"EMR";"2012";52,96;62572500
"622";"EMR";"2013";70,18;51539800
"623";"EMR";"2014";61,73;93320300
"624";"EMR";"2015";47,83;113668300
"625";"EMR";"2016";55,75;63526300
"626";"EOG";"2012";60,4;57130400
"627";"EOG";"2013";83,92;85691600
"628";"EOG";"2014";92,07;145748300
"629";"EOG";"2015";70,79;103848200
"630";"EOG";"2016";101,1;79462000
"631";"EPD";"2012";25,04;67791400
"632";"EPD";"2013";33,15;42174800
"633";"EPD";"2014";36,12;92573100
"634";"EPD";"2015";25,58;203177500
"635";"EPD";"2016";27,04;98619300
"636";"EQIX";"2012";206,2;17072300
"637";"EQIX";"2013";177,45;16936000
"638";"EQIX";"2014";226,73;12299900
"639";"EQIX";"2015";302,4;15638700
"640";"EQIX";"2016";357,41;13222200
"641";"EQR";"2012";56,67;39938300
"642";"EQR";"2013";51,87;48925200
"643";"EQR";"2014";71,84;35827300
"644";"EQR";"2015";81,59;35199300
"645";"EQR";"2016";64,36;48387200
"646";"EQT";"2012";58,98;30608900
"647";"EQT";"2013";89,78;31697000
"648";"EQT";"2014";75,7;39412300
"649";"EQT";"2015";52,13;50842500
"650";"EQT";"2016";65,4;43447500
"651";"ESRX";"2012";54;94320200
"652";"ESRX";"2013";70,24;79711100
"653";"ESRX";"2014";84,67;85379400
"654";"ESRX";"2015";87,41;78696300
"655";"ESRX";"2016";68,79;97255200
"656";"ETP";"2012";24,87;10020600
"657";"ETP";"2013";37,74;9310400
"658";"ETP";"2014";41,78;20366100
"659";"ETP";"2015";25,7;48200600
"660";"ETP";"2016";24,02;68273700
"661";"ETR";"2012";63,75;18625600
"662";"ETR";"2013";63,27;30862100
"663";"ETR";"2014";87,48;39884700
"664";"ETR";"2015";68,36;31980400
"665";"ETR";"2016";73,47;29969300
"666";"EXC";"2012";29,74;147702400
"667";"EXC";"2013";27,39;155802800
"668";"EXC";"2014";37,08;138203200
"669";"EXC";"2015";27,77;166756000
"670";"EXC";"2016";35,49;150065200
"671";"EXPE";"2012";61,44;43174000
"672";"EXPE";"2013";69,66;33555700
"673";"EXPE";"2014";85,36;40537200
"674";"EXPE";"2015";124,3;52833800
"675";"EXPE";"2016";124,06;47047900
"676";"EXR";"2012";36,39;12576400
"677";"EXR";"2013";42,13;17258900
"678";"EXR";"2014";58,64;16036600
"679";"EXR";"2015";88,21;21081300
"680";"EXR";"2016";77,24;22520300
"681";"F";"2012";12,95;1202835100
"682";"F";"2013";15,43;1037390500
"683";"F";"2014";15,5;593521500
"684";"F";"2015";14,09;587647300
"685";"F";"2016";12,13;708798000
"686";"FAST";"2012";46,65;41653100
"687";"FAST";"2013";47,51;42080600
"688";"FAST";"2014";47,56;34471100
"689";"FAST";"2015";40,82;53855500
"690";"FAST";"2016";46,98;51925000
"691";"FB";"2012";26,62;1191832200
"692";"FB";"2013";54,65;1517533200
"693";"FB";"2014";78,02;534632100
"694";"FB";"2015";104,66;440059600
"695";"FB";"2016";115,05;408552500
"696";"FDX";"2012";91,72;39662000
"697";"FDX";"2013";143,77;39650000
"698";"FDX";"2014";173,66;48210600
"699";"FDX";"2015";148,99;52038300
"700";"FDX";"2016";186,2;43156800
"701";"FE";"2012";41,76;52488700
"702";"FE";"2013";32,98;95470500
"703";"FE";"2014";38,99;65110800
"704";"FE";"2015";31,73;100430300
"705";"FE";"2016";30,73;109475000
"706";"FIS";"2012";34,81;66812700
"707";"FIS";"2013";53,68;21947400
"708";"FIS";"2014";62,2;21076200
"709";"FIS";"2015";60,6;51167000
"710";"FIS";"2016";75,64;42523800
"711";"FISV";"2012";19,76;74144800
"712";"FISV";"2013";29,53;40799800
"713";"FISV";"2014";35,49;57582400
"714";"FISV";"2015";45,73;56381200
"715";"FISV";"2016";53,14;37651000
"716";"FITB";"2012";15,2;185966200
"717";"FITB";"2013";21,03;131210300
"718";"FITB";"2014";20,38;157201400
"719";"FITB";"2015";20,1;193336700
"720";"FITB";"2016";26,97;128629400
"721";"FLT";"2012";53,65;12139900
"722";"FLT";"2013";117,17;14489100
"723";"FLT";"2014";148,71;15958400
"724";"FLT";"2015";142,93;12489900
"725";"FLT";"2016";141,52;20650600
"726";"FNMA";"2012";0,26;54828100
"727";"FNMA";"2013";3,01;328884900
"728";"FNMA";"2014";2,06;128457600
"729";"FNMA";"2015";1,64;135242900
"730";"FNMA";"2016";3,9;311550600
"731";"FOX";"2012";23,18;78934700
"732";"FOX";"2013";34,6;52479900
"733";"FOX";"2014";36,89;100850700
"734";"FOX";"2015";27,23;91655600
"735";"FOX";"2016";27,25;94591300
"736";"GD";"2012";69,27;31884800
"737";"GD";"2013";95,55;24337700
"738";"GD";"2014";137,62;42174100
"739";"GD";"2015";137,36;31503800
"740";"GD";"2016";175,39;36275300
"741";"GE";"2012";20,99;903615300
"742";"GE";"2013";28,03;742552100
"743";"GE";"2014";25,27;866969500
"744";"GE";"2015";31,15;1111454300
"745";"GE";"2016";31,6;636835400
"746";"GGP";"2012";19,85;93013600
"747";"GGP";"2013";20,07;260176300
"748";"GGP";"2014";28,13;78311000
"749";"GGP";"2015";27,21;102254400
"750";"GGP";"2016";24,98;87935100
"751";"GILD";"2012";36,72;191862600
"752";"GILD";"2013";75,1;241963200
"753";"GILD";"2014";94,26;440734100
"754";"GILD";"2015";101,19;184906400
"755";"GILD";"2016";71,61;196593100
"756";"GIS";"2012";40,42;72698200
"757";"GIS";"2013";49,91;66391500
"758";"GIS";"2014";53,33;66498300
"759";"GIS";"2015";57,66;78395800
"760";"GIS";"2016";61,77;56069300
"761";"GLW";"2012";12,62;248600200
"762";"GLW";"2013";17,82;199688600
"763";"GLW";"2014";22,93;184999500
"764";"GLW";"2015";18,28;262377700
"765";"GLW";"2016";24,27;153947200
"766";"GM";"2012";28,83;223646000
"767";"GM";"2013";40,87;547904500
"768";"GM";"2014";34,91;297152900
"769";"GM";"2015";34,01;237814800
"770";"GM";"2016";34,84;310015500
"771";"GPC";"2012";63,58;14318500
"772";"GPC";"2013";83,19;14812200
"773";"GPC";"2014";106,57;12270300
"774";"GPC";"2015";85,89;12995200
"775";"GPC";"2016";95,54;11665300
"776";"GPS";"2012";31,04;158150700
"777";"GPS";"2013";39,08;90163600
"778";"GPS";"2014";42,11;72928800
"779";"GPS";"2015";24,7;117760900
"780";"GPS";"2016";22,44;112398000
"781";"GS";"2012";127,56;80380300
"782";"GS";"2013";177,26;55718100
"783";"GS";"2014";193,83;70221600
"784";"GS";"2015";180,23;65369700
"785";"GS";"2016";239,45;96023400
"786";"GWW";"2012";202,37;9728900
"787";"GWW";"2013";255,42;7834300
"788";"GWW";"2014";254,89;10670700
"789";"GWW";"2015";202,59;16131200
"790";"GWW";"2016";239,62;14787300
"791";"HAL";"2012";34,69;183319900
"792";"HAL";"2013";50,75;208875100
"793";"HAL";"2014";39,33;565585600
"794";"HAL";"2015";34,04;298459300
"795";"HAL";"2016";54,2;174411400
"796";"HCA";"2012";30,17;98075500
"797";"HCA";"2013";47,71;46771900
"798";"HCA";"2014";73,39;68026000
"799";"HCA";"2015";67,63;75723000
"800";"HCA";"2016";74,02;47332200
"801";"HCP";"2012";41,13;50681500
"802";"HCP";"2013";33,08;62213000
"803";"HCP";"2014";40,1;69081200
"804";"HCP";"2015";34,83;85359600
"805";"HCP";"2016";29,72;87677000
"806";"HD";"2012";61,85;143325700
"807";"HD";"2013";82,34;128287300
"808";"HD";"2014";104,97;118058000
"809";"HD";"2015";132,25;99684500
"810";"HD";"2016";134,08;99351900
"811";"HES";"2012";52,96;62864100
"812";"HES";"2013";83;48177100
"813";"HES";"2014";73,82;97925700
"814";"HES";"2015";48,48;80420000
"815";"HES";"2016";62,29;83037800
"816";"HIG";"2012";22,44;86391000
"817";"HIG";"2013";36,23;75531100
"818";"HIG";"2014";41,69;65147700
"819";"HIG";"2015";43,46;54967300
"820";"HIG";"2016";47,65;47200100
"821";"HOG";"2012";48,83;30432200
"822";"HOG";"2013";69,24;20978400
"823";"HOG";"2014";65,91;31283100
"824";"HOG";"2015";45,39;48553000
"825";"HOG";"2016";58,34;40814700
"826";"HON";"2012";63,13;70445300
"827";"HON";"2013";90,89;50155100
"828";"HON";"2014";99,39;51575800
"829";"HON";"2015";103,02;73286100
"830";"HON";"2016";115,85;75530600
"831";"HRL";"2012";15,61;30385800
"832";"HRL";"2013";22,58;26392400
"833";"HRL";"2014";26,05;29922800
"834";"HRL";"2015";39,54;50653100
"835";"HRL";"2016";34,81;49310900
"836";"HSIC";"2012";40,21;17789400
"837";"HSIC";"2013";57,13;14877600
"838";"HSIC";"2014";68,07;18991800
"839";"HSIC";"2015";79,1;17511800
"840";"HSIC";"2016";75,86;23902800
"841";"HST";"2012";15,67;131588600
"842";"HST";"2013";19,44;115860000
"843";"HST";"2014";23,77;118029900
"844";"HST";"2015";15,34;178334300
"845";"HST";"2016";18,84;212426800
"846";"HSY";"2012";72,22;15475800
"847";"HSY";"2013";97,23;12066000
"848";"HSY";"2014";103,93;21040600
"849";"HSY";"2015";89,27;26147100
"850";"HSY";"2016";103,43;18672600
"851";"HUM";"2012";68,63;28977600
"852";"HUM";"2013";103,22;21018300
"853";"HUM";"2014";143,63;24807500
