"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","SharesSplitAdjusted","SplitFactor","Assets","CurrentsAssets","Liabilities","CurrentLiabilities","ShareholdersEquity","NonControllingInterest","PreferreEquity","GoodwillIntangibles","LongTermDebt","Revenue","Earnings","EarningsAvailableForCommonStockholders","EPS_Basic","EPS_Diluted","DividendPerShare","Cash_OperatingActivities","Cash_InvestingActivities","Cash_FinancingActivities","CashChangeDuringPeriod","CashEndPeriod","CapitalExpenditures","Price","PriceHigh","PriceLow","Roe","Roa","BookValue_EquityPerShare","PB_ratio","PE_ratio","CumulativeDividendsPerShare","DividendPayoutRatio","LongTermDebtToEquityRatio","EquityToAssetsRatio","NetMargin","AssetTurnover","FreeCashFlowPerShare","CurrentRatio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"40","ADSK",2015,14,"Information Technology",7,"ADSK_quarterly_financial_data.xls","autodesk","autodesk inc","autodesk inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,-0.0408417048134506,1e-04,-0.0216,-0.0409417048134506,-0.0217,2.46201611605167,0.0124840449048706,-0.0533257497183213,2014,26,0.62,0.63,0.94,0.3,0.62,1,0,0,1
"41","ADSK",2016,14,"Information Technology",7,"ADSK_quarterly_financial_data.xls","autodesk","autodesk inc","autodesk inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,0.0190975790683869,3e-04,0.0185,0.0187975790683869,0.0182,2.21663217237064,-0.0215451264687587,0.0406427055371456,2015,30,0.66,0.1,0.14,0,0.03,0.19,1,1,1
"42","ADSK",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,22,0.71,0.14,0.14,0,0.05,0.19,1,1,1
"43","AEE",2015,15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp",242634798,242634798,1,2.364e+10,1.917e+09,1.6552e+10,2.093e+09,6.946e+09,1.42e+08,4.26e+08,4.11e+08,6.88e+09,1.308e+09,2.9e+07,2.9e+07,0.12,0.12,0.43,4.89e+08,-6.14e+08,3.45e+08,2.2e+08,2.92e+08,6.07e+08,43.02,44.71,41.33,0.0948,0.0271,26.87,1.52,16.11,39.11,0.6393,1.0552,0.2758,0.1033,0.26,-0.49,0.9159,0.74,-0.00233097691277153,1e-04,-0.0216,-0.00243097691277153,-0.0217,0.0147599651643252,-0.00211068566870568,-0.000220291244065857,2014,247,0.29,0.52,0.03,0,0,0.29,1,1,0
"44","AEE",2016,15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp",242634798,242634798,1,2.4699e+10,1.593e+09,1.7454e+10,2.674e+09,7.103e+09,1.42e+08,4.26e+08,4.11e+08,6.595e+09,1.356e+09,3.2e+07,3.2e+07,0.13,0.13,0.44,5.64e+08,-5.9e+08,1.7e+07,-9e+06,9e+06,5.94e+08,49.86,52.88,46.84,0.0944,0.0272,27.52,1.68,18.6,40.82,0.6372,0.9877,0.2703,0.1075,0.25,-0.12,0.5957,0.83,0.0746843033795405,3e-04,0.0185,0.0743843033795405,0.0182,-0.0306170984000076,0.0749415345704207,-0.000257231190880139,2015,222,0.37,0.09,0.01,0,0,0.12,1,1,0
"45","AEE",2017,15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp",242634798,242634798,1,2.5945e+10,1.612e+09,1.8619e+10,2.94e+09,7.184e+09,1.42e+08,4.26e+08,4.11e+08,7.37e+09,1.402e+09,-6e+07,-6e+07,-0.24,-0.24,0.46,4.61e+08,-6.2e+08,1.6e+08,1e+06,1e+07,6.2e+08,61.28,64.89,57.67,0.075,0.0206,27.85,2.06,24.32,42.6,0.8258,1.0906,0.2605,0.0847,0.24,-0.66,0.5483,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,205,0.36,0.07,0.01,0.01,0,0.12,1,1,0
"46","AEP",2015,16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc",491052581,491052581,1,61683100000,4072400000,43778200000,7108500000,17891700000,13200000,0,52500000,17740900000,3371200000,470300000,469100000,0.94,0.94,0.56,898500000,-769200000,-130400000,-1100000,176400000,4300000,56.41,59.52,53.3,0.1165,0.0337,36.44,1.56,15.63,42.8,0.5153,0.9916,0.2901,0.1244,0.27,1.82,0.5729,0.8,0.0395571965860669,1e-04,-0.0216,0.0394571965860669,-0.0217,-0.255705360639746,0.0339083902601844,0.00564880632588248,2014,321,0.18,0.02,0.02,0.03,0,0.07,1,1,0
"47","AEP",2016,16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc",491711928,491711928,1,63467700000,6033900000,46047600000,9.498e+09,1.7397e+10,23100000,0,52500000,17620500000,3790100000,375200000,373400000,0.76,0.76,0.59,1100800000,-1560400000,457900000,-1700000,210500000,-3279100000,61.57,65.25,57.89,0.0343,0.0099,35.38,1.75,43.36,45.07,1.8267,1.0128,0.2741,0.0373,0.26,8.91,0.6353,0.82,0.0641151511250507,3e-04,0.0185,0.0638151511250507,0.0182,-0.223282339893663,0.0678788897111154,-0.00376373858606467,2015,263,0.31,0,0.01,0.03,0,0.12,1,1,0
"48","AEP",2017,16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc",492005598,492005598,1,64729100000,4253100000,46403600000,8271300000,1.8287e+10,38500000,0,52500000,19658400000,3810400000,401800000,400700000,0.82,0.82,0.62,1146200000,-1979800000,709300000,-124300000,412600000,1942100000,73.81,78.07,69.55,0.1065,0.0305,37.17,2.01,19.32,47.46,0.6146,1.075,0.2825,0.124,0.24,-1.62,0.5142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,254,0.3,0,0.01,0.02,0,0.12,1,1,0
"49","AET",2015,17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc",349600000,349600000,1,53424100000,12738500000,37245500000,15481500000,16114300000,64300000,0,12325100000,7.828e+09,15048500000,320800000,320800000,0.92,0.91,0.25,1110500000,-271900000,-110800000,727800000,2524300000,75900000,107.62,115.34,99.89,0.1531,0.044,46.09,2.36,16.51,4.11,0.146,0.4858,0.3016,0.0396,1.11,2.96,0.8228,0.91,0.0509429924238784,1e-04,-0.0216,0.0508429924238784,-0.0217,0.243187623540086,0.0561201638546983,-0.00517717143081988,2014,145,0.41,0.65,0.74,0,0,0.74,0,1,0
"50","AET",2016,17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc",351700000,351700000,1,6.9146e+10,2.8449e+10,5.1203e+10,1.8694e+10,1.7881e+10,6.2e+07,0,1.2079e+10,1.9027e+10,15727800000,149700000,149700000,0.42,0.43,0.25,-9.02e+08,-55100000,-112800000,-1069900000,1.7996e+10,73100000,120.05,134.9,105.2,0.1285,0.0339,50.84,2.3,17.4,5.11,0.1546,1.0641,0.2586,0.036,0.94,-2.77,1.5218,0.76,-0.0536128578596674,3e-04,0.0185,-0.0539128578596674,0.0182,1.01536764077019,-0.0723925489216849,0.0187796910620175,2015,258,0.32,0,0.08,0,0,0.14,0,1,1
"51","AET",2017,17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc",326800000,326800000,1,5.5151e+10,1.5523e+10,3.9314e+10,1.6837e+10,1.558e+10,2.57e+08,0,1.1751e+10,8.16e+09,1.4853e+10,2.44e+08,2.44e+08,0.74,0.74,0.75,-2.688e+09,2.061e+09,-1.225e+09,-1.852e+09,4.076e+09,1.09e+08,171.03,192.37,149.69,0.1252,0.0338,47.67,3.58,31.44,7.11,0.3451,0.5237,0.2825,0.0315,1.07,-8.56,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,64,0.6,0.13,0.12,0.11,0,0.14,0,1,1
"52","AFL",2015,18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc",420001378,420001378,1,1.18296e+11,NA,1.00588e+11,NA,1.7708e+10,0,0,0,0,5.319e+09,7.3e+08,7.3e+08,1.71,1.7,0.41,2.006e+09,-8.14e+08,-3.61e+08,8.3e+08,4.35e+09,0,61.66,66.53,56.78,0.1435,0.0214,42.16,1.53,10.8,13.91,0.2668,0,0.1497,0.1214,0.18,4.78,NA,0.26,-0.0853961367803414,1e-04,-0.0216,-0.0854961367803414,-0.0217,1.34123207118985,-0.0563914008355216,-0.0290047359448198,2014,92,0.49,0.85,0.63,0,0,0.82,0,1,1
"53","AFL",2016,18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc",401426860,401426860,1,1.29819e+11,NA,1.09337e+11,NA,2.0482e+10,0,0,0,5.36e+09,5.955e+09,7.51e+08,7.51e+08,1.84,1.83,0.43,1.867e+09,-1.217e+09,-7.84e+08,-4.11e+08,4.859e+09,0,70.72,73.95,67.5,0.1239,0.0196,51.02,1.27,11.24,15.57,0.2548,0.2617,0.1578,0.1179,0.17,4.65,NA,0.26,-0.0252532194856994,3e-04,0.0185,-0.0255532194856994,0.0182,0.659882104427898,-0.0375630737862871,0.0123098543005877,2015,9,0.75,0.09,0.09,0.09,0.12,0.16,1,1,1
"54","AFL",2017,18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc",389682983,389682983,1,1.37217e+11,NA,1.12619e+11,NA,2.4598e+10,0,0,0,5.289e+09,5.424e+09,2.583e+09,2.583e+09,6.59,6.53,0.45,1.532e+09,-2.544e+09,-4.52e+08,-1.436e+09,3.491e+09,0,85.61,89.81,81.41,0.2083,0.034,63.12,1.53,12.43,17.31,0.1488,0.215,0.1793,0.2125,0.16,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,42,0.64,0.06,0.07,0.06,0.1,0.16,1,1,1
"55","AGN",2015,19,"Health Care",5,"AGN_quarterly_financial_data.xls","allergan","allergan inc","allergan inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00443812452126461,1e-04,-0.0216,-0.00453812452126461,-0.0217,1.50098914203529,0.0280333398609012,-0.0324714643821658,2014,1,0.85,0.72,0.85,0.61,0.82,1,1,1,1
"56","AGN",2016,19,"Health Care",5,"AGN_quarterly_financial_data.xls","allergan","allergan inc","allergan inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0777518227592813,3e-04,0.0185,0.0774518227592813,0.0182,0.577886679941559,0.066934285184345,0.0108175375749364,2015,2,0.84,0.12,0.13,0.12,0.13,0.14,1,1,1
"57","AGN",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,13,0.74,0.14,0.13,0.13,0,0.14,1,1,1
"58","AIG",2015,20,"Financials",4,"AIG_quarterly_financial_data.xls","american international group","american international group inc","american international group inc",1149448256,1149448256,1,4.96943e+11,NA,4.06733e+11,NA,8.9658e+10,5.52e+08,0,0,0,1.3831e+10,-1.841e+09,-1.841e+09,-1.5,-1.5,0.28,6.43e+08,1.782e+09,-2.365e+09,6e+07,1.629e+09,0,60.52,64.12,56.92,0.0219,0.0043,78,0.76,17.91,96.01,0.4538,0,0.1804,0.0376,0.11,0.56,NA,NA,-0.0212293162483536,1e-04,-0.0216,-0.0213293162483536,-0.0217,1.57661077160303,0.012883137495432,-0.0341124537437857,2014,313,0.18,0,0,0,0,0.65,0,1,0
"59","AIG",2016,20,"Financials",4,"AIG_quarterly_financial_data.xls","american international group","american international group inc","american international group inc",979560020,979560020,1,4.98264e+11,NA,4.21406e+11,NA,7.63e+10,5.58e+08,0,1.528e+09,3.0912e+10,1.301e+10,-3.041e+09,-3.041e+09,-2.97,-2.97,0.32,6.3e+08,4.419e+09,-5.536e+09,-5.23e+08,1.868e+09,0,62.04,66.7,57.38,-0.0099,-0.0017,77.89,0.72,141,97.29,NA,0.4051,0.1531,NA,0.1,0.64,NA,NA,0.0357812442917812,3e-04,0.0185,0.0354812442917812,0.0182,1.17570629990079,0.0140833896335869,0.0216978546581943,2015,275,0.29,0,0,0,0,0.14,1,1,0
"60","AIG",2017,20,"Financials",4,"AIG_quarterly_financial_data.xls","american international group","american international group inc","american international group inc",902468889,902468889,1,4.98301e+11,NA,4.32593e+11,NA,6.5171e+10,5.37e+08,0,1.594e+09,3.164e+10,1.2635e+10,-6.66e+09,-6.66e+09,-7.35,-7.35,0.32,6.1e+08,-1.03e+08,-5.71e+08,-7.1e+07,2.362e+09,0,61.62,65.13,58.11,-0.0853,-0.0122,72.21,0.76,NA,98.57,NA,0.4855,0.1308,NA,0.1,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,174,0.4,0,0.09,0,0,0.15,1,1,0
"61","AKAM",2015,21,"Information Technology",7,"AKAM_quarterly_financial_data.xls","akamai technologies","akamai technologies inc","akamai technologies inc",176747531,176747531,1,4187925000,1253188000,1067047000,332440000,3120878000,0,0,1306339000,624288000,579159000,88420000,88420000,0.49,0.49,0,217791000,-86872000,-95220000,33002000,289473000,78837000,63.48,76.39,50.56,0.1051,0.078,17.66,3.66,34.69,0,0,0.2,0.7452,0.1463,0.53,0.79,3.7697,2.16,-0.0904098627361316,1e-04,-0.0216,-0.0905098627361316,-0.0217,0.838897300284581,-0.0723057913199562,-0.0181040714161754,2014,164,0.39,0.03,0.12,0,0.68,0.82,0,1,1
"62","AKAM",2016,21,"Information Technology",7,"AKAM_quarterly_financial_data.xls","akamai technologies","akamai technologies inc","akamai technologies inc",173190922,173190922,1,4373146000,1309917000,1148776000,374588000,3224370000,0,0,1377966000,640087000,616124000,91639000,91639000,0.53,0.52,0,181788000,-164723000,-66257000,-57634000,324169000,75938000,61.84,71.04,52.63,0.0999,0.0736,18.62,3.38,35.14,0,0,0.1985,0.7373,0.1351,0.54,0.61,3.497,2.57,-0.000299850061472399,3e-04,0.0185,-0.000599850061472399,0.0182,-0.264344986886631,0.00421122869986428,-0.00451107876133668,2015,57,0.61,0.01,0.07,0,0.15,0.18,1,1,1
"63","AKAM",2017,21,"Information Technology",7,"AKAM_quarterly_financial_data.xls","akamai technologies","akamai technologies inc","akamai technologies inc",170031585,170031585,1,4602844000,1308872000,1292121000,463904000,3310723000,0,0,1699947000,662913000,663452000,19107000,19107000,0.12,0.12,0,197441000,-201936000,-50898000,-54770000,313382000,106852000,58.38,68.03,48.72,0.0665,0.0484,19.47,3.02,35.17,0,0,0.2002,0.7193,0.0872,0.55,0.53,2.8214,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,58,0.62,0.05,0.04,0,0.15,0.18,1,1,1
"64","ALL",2015,22,"Financials",4,"ALL_quarterly_financial_data.xls","allstate","the allstate corporation","allstate corp",378300428,378300428,1,1.04656e+11,NA,8.4631e+10,NA,2.0025e+10,0,1.746e+09,1.219e+09,0,8.691e+09,4.89e+08,4.6e+08,1.2,1.19,0.3,9.3e+08,-3.53e+08,-9.87e+08,-4.1e+08,4.95e+08,8.4e+07,60.83,64.69,56.97,0.1067,0.0204,48.32,1.26,10.63,18.84,0.2299,0,0.1747,0.0576,0.34,2.24,NA,0.22,-0.0107331932995663,1e-04,-0.0216,-0.0108331932995663,-0.0217,1.02368719464097,0.0113808188241427,-0.0221140121237091,2014,84,0.49,0.19,0.21,0.31,0.72,0.87,0,1,1
"65","ALL",2016,22,"Financials",4,"ALL_quarterly_financial_data.xls","allstate","the allstate corporation","allstate corp",365129091,365129091,1,1.0861e+11,NA,8.8037e+10,NA,2.0573e+10,0,1.746e+09,1.219e+09,6.347e+09,9.278e+09,8.4e+08,8.11e+08,2.2,2.17,0.33,1.251e+09,-1.868e+09,6.64e+08,4.7e+07,4.36e+08,1.23e+08,70.66,74.77,66.55,0.0873,0.0174,51.56,1.24,19.05,20.16,0.2772,0.3371,0.1733,0.0482,0.34,3.09,NA,0.24,0.058333739368782,3e-04,0.0185,0.058033739368782,0.0182,0.501924479799996,0.0488987138364221,0.00943502553235992,2015,81,0.57,0.01,0.03,0.05,0.12,0.16,1,1,1
"66","ALL",2017,22,"Financials",4,"ALL_quarterly_financial_data.xls","allstate","the allstate corporation","allstate corp",354458095,354458095,1,1.12422e+11,NA,8.9871e+10,NA,2.2551e+10,0,1.746e+09,2.181e+09,6.35e+09,9.843e+09,1.249e+09,1.22e+09,3.42,3.36,0.37,1.1e+09,-1.4e+08,-1.033e+09,-7.3e+07,6.17e+08,8.3e+07,97.99,105.36,90.62,0.153,0.0285,58.7,1.73,13.63,21.64,0.1733,0.3052,0.1851,0.0798,0.34,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,93,0.54,0.01,0.03,0.06,0.08,0.16,1,1,1
"67","ALXN",2015,23,"Health Care",5,"ALXN_quarterly_financial_data.xls","alexion pharmaceuticals","alexion pharmaceuticals inc","alexion pharmaceuticals inc",225291331,225291331,1,13133230000,2425349000,4874614000,718250000,8258616000,0,0,9755799000,3281250000,699352000,66604000,66604000,0.3,0.29,0,190857000,-161590000,-181310000,-153170000,1010111000,80111000,172.07,193.45,150.69,0.0202,0.0132,36.66,4.7,139.89,0,0,0.3973,0.6288,0.0555,0.24,0.49,3.3767,3.4,0.0667112486962532,1e-04,-0.0216,0.0666112486962532,-0.0217,1.08524966894454,0.0901611665123497,-0.0234499178160965,2014,373,0.13,0,0,0,0,0.63,0,0,0
"68","ALXN",2016,23,"Health Care",5,"ALXN_quarterly_financial_data.xls","alexion pharmaceuticals","alexion pharmaceuticals inc","alexion pharmaceuticals inc",224613750,224613750,1,1.3253e+10,2.578e+09,4.559e+09,8.23e+08,8.694e+09,0,0,9.34e+09,2.888e+09,828740000,97553000,97553000,0.44,0.42,0,382696000,114558000,-283463000,204122000,9.66e+08,107005000,127.27,145.42,109.12,0.0477,0.0305,38.71,3.35,78.08,0,0,0.3322,0.656,0.1295,0.24,1.23,3.1324,2.15,-0.00195964793567974,3e-04,0.0185,-0.00225964793567974,0.0182,1.72487233848916,-0.0336523244961825,0.0316926765605028,2015,355,0.17,0,0,0,0,0.17,0,0,0
"69","ALXN",2017,23,"Health Care",5,"ALXN_quarterly_financial_data.xls","alexion pharmaceuticals","alexion pharmaceuticals inc","alexion pharmaceuticals inc",221681437,221681437,1,13583300000,2953900000,4690200000,952500000,8893100000,0,0,8991800000,2720700000,910100000,30300000,30300000,0.13,0.14,0,257600000,7e+05,-225600000,34400000,584400000,88300000,124.96,144.91,105.01,0.0499,0.0327,40.12,3.12,55.54,0,0,0.3059,0.6547,0.1248,0.26,0.76,3.1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,314,0.23,0,0.06,0,0,0.17,0,0,0
"70","AMAT",2015,24,"Information Technology",7,"AMAT_quarterly_financial_data.xls","applied materials","applied materials inc","applied materials inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,-0.00534177840865272,1e-04,-0.0216,-0.00544177840865272,-0.0217,1.60752488100012,0.0294415115090499,-0.0347832899177026,2014,17,0.67,0.61,0.65,0.72,0.32,0.89,1,1,0
"71","AMAT",2016,24,"Information Technology",7,"AMAT_quarterly_financial_data.xls","applied materials","applied materials inc","applied materials inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,0.00217158674917325,3e-04,0.0185,0.00187158674917325,0.0182,1.53518206118996,-0.0260687267644841,0.0282403135136573,2015,87,0.55,0.08,0.08,0.09,0.02,0.13,1,1,0
"72","AMAT",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,65,0.6,0.1,0.1,0.09,0.03,0.13,1,1,0
"73","AME",2015,25,"Industrials",6,"AME_quarterly_financial_data.xls","ametek","ametek inc","ametek inc",235538207,235538207,1,6664530000,1619613000,3409904000,1025172000,3254626000,0,0,4379594000,1556045000,987983000,136841000,136841000,0.58,0.57,0.09,199398000,-23661000,-115845000,52971000,381005000,23790000,53.98,57,50.97,0.1779,0.0902,13.82,3.87,21.59,2.2,0.1458,0.4781,0.4884,0.1487,0.61,0.75,1.5798,2.04,-0.0505804671519423,1e-04,-0.0216,-0.0506804671519423,-0.0217,0.825213846582613,-0.0327733266810996,-0.0178071404708427,2014,435,0,0,0,0,0,0,0,0,0
"74","AME",2016,25,"Industrials",6,"AME_quarterly_financial_data.xls","ametek","ametek inc","ametek inc",229472920,229472920,1,7100674000,1928190000,3844161000,924441000,3256513000,0,0,4552971000,2062644000,972953000,109108000,109108000,0.48,0.47,0.09,247318000,-52394000,98442000,271790000,717259000,22783000,47.62,51.26,43.98,0.1542,0.0731,14.19,3.27,20.79,2.56,0.1629,0.6334,0.4586,0.1334,0.55,0.98,2.0858,1.72,0.0279330100886334,3e-04,0.0185,0.0276330100886334,0.0182,1.6691798202901,-0.00274606264064641,0.0306790727292798,2015,401,0.13,0,0,0,0,0.13,0,0,0
"75","AME",2017,25,"Industrials",6,"AME_quarterly_financial_data.xls","ametek","ametek inc","ametek inc",231334609,231334609,1,7796064000,1934655000,3768431000,1138663000,4027633000,0,0,5128984000,1866166000,1143085000,238532000,238532000,1.03,1.03,0.09,252865000,-63392000,-286182000,-90115000,646300000,29444000,69.36,73.06,65.65,0.1843,0.0896,17.41,4.26,29.14,2.92,0.1219,0.4633,0.5166,0.1585,0.57,0.97,1.6991,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,394,0.18,0,0.05,0,0,0.13,0,0,0
"76","AMG",2015,26,"Financials",4,"AMG_quarterly_financial_data.xls","affiliated managers group","affiliated managers group inc","affiliated managers group inc",53991797,53991797,1,7784800000,NA,3403200000,NA,2837100000,1544500000,0,4354800000,1894800000,589800000,150300000,150300000,2.79,2.71,0,348600000,-262100000,-59200000,22100000,563800000,12700000,NA,NA,NA,0.1928,0.0677,52.55,NA,NA,0,0,0.6679,0.3644,0.2077,0.33,6.22,NA,1.32,-0.103775616837975,1e-04,-0.0216,-0.103875616837975,-0.0217,1.18293965332469,-0.0782058263608292,-0.0255697904771459,2014,315,0.18,0,0,0,0,0.89,0,0,0
"77","AMG",2016,26,"Financials",4,"AMG_quarterly_financial_data.xls","affiliated managers group","affiliated managers group inc","affiliated managers group inc",56703064,56703064,1,8749100000,NA,3649100000,NA,3619600000,1480400000,0,4125500000,868600000,550400000,151700000,151700000,2.75,2.66,0,344500000,-463500000,162900000,8800000,430800000,5100000,146.66,162.85,130.48,0.1502,0.057,63.83,2.53,17.05,0,0,0.24,0.4137,0.2154,0.26,5.99,NA,1.17,-0.0190871466242166,3e-04,0.0185,-0.0193871466242166,0.0182,2.63756830696448,-0.0673908898109701,0.0483037431867535,2015,428,0.1,0,0,0,0,0.1,0,0,0
"78","AMG",2017,26,"Financials",4,"AMG_quarterly_financial_data.xls","affiliated managers group","affiliated managers group inc","affiliated managers group inc",54496210,54496210,1,8702100000,NA,3311700000,NA,3822200000,1568200000,0,4112200000,8.09e+08,799300000,315300000,315300000,5.7,5.48,0.2,369900000,8900000,-318200000,64800000,439500000,4600000,193.27,207.67,178.87,0.1885,0.0797,70.14,2.96,20.94,0.8,0.0646,0.2117,0.4392,0.2775,0.29,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,427,0.16,0,0.06,0,0,0.1,0,0,0
"79","AMGN",2015,27,"Health Care",5,"AMGN_quarterly_financial_data.xls","amgen","amgen inc","amgen inc",752091038,752091038,1,7.1576e+10,3.8518e+10,4.3493e+10,8.667e+09,2.8083e+10,0,0,2.6428e+10,2.9306e+10,5.536e+09,1.8e+09,1.8e+09,2.38,2.36,0.79,2.06e+09,-2.33e+08,-9.09e+08,9.18e+08,4.144e+09,2.05e+08,152.41,164.58,140.23,0.2522,0.0979,37.34,4.11,18.19,9.19,0.3444,1.0435,0.3924,0.3203,0.31,2.47,4.4442,1.7,0.00760572403422267,1e-04,-0.0216,0.00750572403422267,-0.0217,1.68764428862014,0.0441276050972796,-0.036521881063057,2014,58,0.54,0.64,0.51,0.52,0.43,0.6,0,1,1
"80","AMGN",2016,27,"Health Care",5,"AMGN_quarterly_financial_data.xls","amgen","amgen inc","amgen inc",736452791,736452791,1,7.7626e+10,4.601e+10,4.7751e+10,1.1204e+10,2.9875e+10,0,0,2.503e+10,3.0193e+10,5.965e+09,1.935e+09,1.935e+09,2.61,2.59,1,3.1e+09,-1.222e+09,-2.122e+09,-2.44e+08,3.241e+09,2.27e+08,151.76,168.31,135.22,0.2586,0.1008,40.57,3.67,15.16,13.19,0.3859,1.0106,0.3849,0.3359,0.3,3.9,4.1066,1.33,0.0147445239630365,3e-04,0.0185,0.0144445239630365,0.0182,1.55370580491523,-0.0138329216864207,0.0285774456494572,2015,21,0.7,0.08,0.09,0.08,0.08,0.17,1,1,1
"81","AMGN",2017,27,"Health Care",5,"AMGN_quarterly_financial_data.xls","amgen","amgen inc","amgen inc",720562246,720562246,1,7.9954e+10,4.9476e+10,5.4713e+10,9.02e+09,2.5241e+10,0,0,2.337e+10,3.419e+10,5.802e+09,-4.264e+09,-4.264e+09,-5.88,-5.88,1.15,3.012e+09,-7.8e+07,-2.134e+09,8e+08,3.8e+09,1.42e+08,178.69,188.59,168.79,0.0661,0.0249,35.03,4.02,16.17,17.79,1.6919,1.3545,0.3157,0.0866,0.29,3.98,5.4851,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,49,0.63,0.06,0.07,0.06,0.07,0.17,1,1,1
