"","Ticker","Year","StockPriceClose","PriceToEarningRatio"
"651","ECL",2012,64.96,27.6425531914894
"652","ECL",2013,89.46,28.3101265822785
"653","ECL",2014,108.52,27.6132315521628
"654","ECL",2015,113.56,34.2048192771084
"655","ECL",2016,115.24,27.8357487922705
"656","EFX",2012,46.23,20.8243243243243
"657","EFX",2013,60.89,21.4401408450704
"658","EFX",2014,73.46,24.7340067340067
"659","EFX",2015,98.53,27.7549295774648
"660","EFX",2016,120.46,29.8168316831683
"661","EIX",2012,44.14,-78.8214285714286
"662","EIX",2013,47.99,17.2625899280576
"663","EIX",2014,56.34,11.521472392638
"664","EIX",2015,61.41,19.8096774193548
"665","EIX",2016,70.63,17.7909319899244
"666","EMC",2012,NA,NA
"667","EMC",2013,NA,NA
"668","EMC",2014,NA,NA
"669","EMC",2015,NA,NA
"670","EMC",2016,29.05,NA
"671","EMN",2012,53.25,18.1740614334471
"672","EMN",2013,73.98,9.94354838709677
"673","EMN",2014,82.84,16.6680080482897
"674","EMN",2015,73.27,12.9452296819788
"675","EMN",2016,69.62,12.1078260869565
"676","EMR",2012,49.4,18.501872659176
"677","EMR",2013,60.25,21.8297101449275
"678","EMR",2014,65.14,21.4983498349835
"679","EMR",2015,53.33,13.3659147869674
"680","EMR",2016,52.22,20.7222222222222
"681","EOG",2012,53.96,51.3904761904762
"682","EOG",2013,72.88,18.1293532338308
"683","EOG",2014,99.08,18.6240601503759
"684","EOG",2015,85.32,-10.291917973462
"685","EOG",2016,83.71,-42.2777777777778
"686","EPD",2012,25.65,19
"687","EPD",2013,30.04,21.3049645390071
"688","EPD",2014,36.6,24.8979591836735
"689","EPD",2015,29.94,23.7619047619048
"690","EPD",2016,25.98,21.65
"691","EQIX",2012,166.51,58.8374558303887
"692","EQIX",2013,192.43,101.814814814815
"693","EQIX",2014,202.27,-40.7802419354839
"694","EQIX",2015,262.35,81.7289719626168
"695","EQIX",2016,343.78,192.055865921788
"696","EQR",2012,59.3,21.962962962963
"697","EQR",2013,55.41,10.7383720930233
"698","EQR",2014,62.82,36.3121387283237
"699","EQR",2015,76.16,32.271186440678
"700","EQR",2016,67.88,5.81164383561644
"701","EQT",2012,53.57,43.9098360655738
"702","EQT",2013,77.64,30.2101167315175
"703","EQT",2014,96.27,37.9015748031496
"704","EQT",2015,75.09,134.089285714286
"705","EQT",2016,67.88,-25.0479704797048
"706","ESRX",2012,55.87,31.7443181818182
"707","ESRX",2013,61.67,27.4088888888889
"708","ESRX",2014,73.66,27.9015151515151
"709","ESRX",2015,86.02,24.1629213483146
"710","ESRX",2016,72.98,13.5398886827458
"711","ETP",2012,20.9,7.08474576271186
"712","ETP",2013,32.01,-266.75
"713","ETP",2014,44.77,37.9406779661017
"714","ETP",2015,36.11,-361.1
"715","ETP",2016,26.19,-18.9782608695652
"716","ETR",2012,67.59,14.1995798319328
"717","ETR",2013,65.62,16.4461152882206
"718","ETR",2014,74.26,14.2260536398467
"719","ETR",2015,72.95,-73.6868686868687
"720","ETR",2016,75.2,-23.0674846625767
"721","EXC",2012,36.7,25.8450704225352
"722","EXC",2013,31.04,15.52
"723","EXC",2014,33.56,17.8510638297872
"724","EXC",2015,32.02,12.6062992125984
"725","EXC",2016,33.67,27.5983606557377
"726","EXPE",2012,46.02,23.01
"727","EXPE",2013,58.84,35.2335329341317
"728","EXPE",2014,78.58,26.2809364548495
"729","EXPE",2015,108.78,19.0842105263158
"730","EXPE",2016,112.62,61.8791208791209
"731","EXR",2012,30.78,27
"732","EXR",2013,42.15,27.5490196078431
"733","EXR",2014,52.07,34.0326797385621
"734","EXR",2015,72.29,46.3397435897436
"735","EXR",2016,83.81,28.8006872852234
"736","F",2012,10.96,7.77304964539007
"737","F",2013,15.34,5.21768707482993
"738","F",2014,15.89,51.258064516129
"739","F",2015,15,8.15217391304348
"740","F",2016,12.63,10.9826086956522
"741","FAST",2012,45.1,31.7605633802817
"742","FAST",2013,48.6,32.1854304635762
"743","FAST",2014,46.68,28.1204819277108
"744","FAST",2015,41.05,23.1920903954802
"745","FAST",2016,43.91,25.3815028901734
"746","FB",2012,24.67,2467
"747","FB",2013,35.48,59.1333333333333
"748","FB",2014,68.76,62.5090909090909
"749","FB",2015,88.77,68.8139534883721
"750","FB",2016,117.04,33.5358166189112
"751","FDX",2012,89.74,14
"752","FDX",2013,110.13,12.880701754386
"753","FDX",2014,149.32,19.9625668449198
"754","FDX",2015,165.33,45.2958904109589
"755","FDX",2016,162.31,24.9324116743472
"756","FE",2012,45.02,24.4673913043478
"757","FE",2013,38.82,41.2978723404255
"758","FE",2014,33.78,47.5774647887324
"759","FE",2015,34.09,24.8832116788321
"760","FE",2016,33.37,-2.30296756383713
"761","FIS",2012,32.3,20.8387096774194
"762","FIS",2013,43.8,26.0714285714286
"763","FIS",2014,55.61,23.663829787234
"764","FIS",2015,65.55,29.9315068493151
"765","FIS",2016,71.3,41.453488372093
"766","FISV",2012,17.57,15.8288288288288
"767","FISV",2013,23.46,19.2295081967213
"768","FISV",2014,31.06,41.972972972973
"769","FISV",2015,42.19,28.1266666666667
"770","FISV",2016,50.71,24.3798076923077
"771","FITB",2012,14.14,8.51807228915663
"772","FITB",2013,18.02,8.92079207920792
"773","FITB",2014,20.82,12.5421686746988
"774","FITB",2015,19.82,9.86069651741294
"775","FITB",2016,19.43,10.0673575129534
"776","FLT",2012,40.8,16.1904761904762
"777","FLT",2013,90.08,26.8095238095238
"778","FLT",2014,130.31,30.7334905660377
"779","FLT",2015,151.29,39.2961038961039
"780","FLT",2016,149.09,31.3873684210526
"781","FNMA",2012,0.27,1.125
"782","FNMA",2013,1.4,-5.6
"783","FNMA",2014,3.42,-18
"784","FNMA",2015,2.39,-47.8
"785","FNMA",2016,2.01,201
"786","FOX",2012,19.49,41.468085106383
"787","FOX",2013,29.75,9.81848184818482
"788","FOX",2014,33.25,16.7085427135678
"789","FOX",2015,31.41,8.05384615384615
"790","FOX",2016,27.24,19.1830985915493
"791","GD",2012,67.36,-71.6595744680851
"792","GD",2013,79.52,11.9220389805097
"793","GD",2014,118.9,16.0242587601078
"794","GD",2015,140.96,15.5242290748899
"795","GD",2016,146.24,17.6405307599518
"796","GE",2012,20.23,15.6821705426357
"797","GE",2013,24.01,18.9055118110236
"798","GE",2014,25.99,17.3266666666667
"799","GE",2015,26.8,-43.2258064516129
"800","GE",2016,30.35,34.1011235955056
"801","GGP",2012,17.92,-34.4615384615385
"802","GGP",2013,20.44,65.9354838709677
"803","GGP",2014,23.63,34.2463768115942
"804","GGP",2015,27.7,19.3706293706294
"805","GGP",2016,27.79,20.7388059701493
"806","GILD",2012,28.26,17.2317073170732
"807","GILD",2013,56.06,30.9723756906077
"808","GILD",2014,89.58,12.1877551020408
"809","GILD",2015,106.53,8.94458438287154
"810","GILD",2016,83.58,8.40845070422535
"811","GIS",2012,39.32,16.731914893617
"812","GIS",2013,48.39,17.3440860215054
"813","GIS",2014,51.77,18.2932862190813
"814","GIS",2015,56.08,28.4670050761421
"815","GIS",2016,63.39,22.884476534296
"816","GLW",2012,12.87,11.8073394495413
"817","GLW",2013,14.63,10.9179104477612
"818","GLW",2014,20.32,11.7456647398844
"819","GLW",2015,20.28,20.28
"820","GLW",2016,21.18,6.55727554179567
"821","GM",2012,23.49,8.04452054794521
"822","GM",2013,33.51,14.0798319327731
"823","GM",2014,34.57,20.9515151515152
"824","GM",2015,34.32,5.80710659898477
"825","GM",2016,31.33,5.22166666666667
"826","GPC",2012,62.8,15.1690821256039
"827","GPC",2013,77.58,17.6318181818182
"828","GPC",2014,88.82,19.2668112798265
"829","GPC",2015,90.42,19.5291576673866
"830","GPC",2016,95.68,20.8453159041394
"831","GPS",2012,29.08,18.6410256410256
"832","GPS",2013,38.86,16.6781115879828
"833","GPS",2014,40.64,14.8321167883212
"834","GPS",2015,35.48,12.3623693379791
"835","GPS",2016,24.33,10.9103139013453
"836","GS",2012,110.76,7.83864118895966
"837","GS",2013,156.6,10.1293661060802
"838","GS",2014,173.4,10.1581722319859
"839","GS",2015,192.97,15.8953871499176
"840","GS",2016,169.11,10.3812154696133
"841","GWW",2012,200.9,21.1029411764706
"842","GWW",2013,247.3,22.2192273135669
"843","GWW",2014,249.22,21.7659388646288
"844","GWW",2015,227.56,19.6511226252159
"845","GWW",2016,221.42,22.4336372847011
"846","HAL",2012,33.22,11.6971830985915
"847","HAL",2013,45.11,19.114406779661
"848","HAL",2014,58.73,14.2895377128954
"849","HAL",2015,41.18,-52.126582278481
"850","HAL",2016,41.9,-6.26307922272048
"851","HCA",2012,27.96,8.01146131805158
"852","HCA",2013,40.21,11.9317507418398
"853","HCA",2014,59.87,14.3918269230769
"854","HCA",2015,77.62,15.5551102204409
"855","HCA",2016,75.12,10.2904109589041
"856","HCP",2012,39.11,20.5842105263158
"857","HCP",2013,40.85,19.1784037558685
"858","HCP",2014,37.48,18.74
"859","HCP",2015,36.1,-29.8347107438017
"860","HCP",2016,31.65,23.6194029850746
"861","HD",2012,53.56,21.6842105263158
"862","HD",2013,74.47,24.8233333333333
"863","HD",2014,85.43,22.7207446808511
"864","HD",2015,116.38,24.7091295116773
"865","HD",2016,129.82,23.7765567765568
"866","HES",2012,52.69,8.85546218487395
"867","HES",2013,72.59,4.89811066126856
"868","HES",2014,87.02,11.5564409030544
"869","HES",2015,63.95,-5.93228200371058
"870","HES",2016,52.68,-2.64457831325301
"871","HIG",2012,19.34,-107.444444444444
"872","HIG",2013,29.87,82.9722222222222
"873","HIG",2014,36.46,21.0751445086705
"874","HIG",2015,43.73,11.0429292929293
"875","HIG",2016,43.61,19.2114537444934
"876","HLT",2012,NA,NA
"877","HLT",2013,NA,NA
"878","HLT",2014,NA,NA
"879","HLT",2015,NA,NA
"880","HLT",2016,NA,NA
"881","HLT ",2012,NA,NA
"882","HLT ",2013,NA,NA
"883","HLT ",2014,NA,NA
"884","HLT ",2015,NA,NA
"885","HLT ",2016,NA,NA
"886","HOG",2012,45.97,16.9007352941176
"887","HOG",2013,58.05,17.6981707317073
"888","HOG",2014,66.26,17.0773195876289
"889","HOG",2015,56.35,15.2710027100271
"890","HOG",2016,49.65,12.9634464751958
"891","HON",2012,58.72,15.9132791327913
"892","HON",2013,78.84,16.0243902439024
"893","HON",2014,93.4,17.5234521575985
"894","HON",2015,101.7,16.8377483443709
"895","HON",2016,111.53,17.9887096774194
"896","HOT",2012,NA,NA
"897","HOT",2013,NA,NA
"898","HOT",2014,NA,NA
"899","HOT",2015,NA,NA
"900","HOT",2016,NA,NA
"901","HRL",2012,14.64,15.741935483871
"902","HRL",2013,20.4,21.0309278350515
"903","HRL",2014,24.51,21.8839285714286
"904","HRL",2015,30.34,23.8897637795276
"905","HRL",2016,38.04,23.1951219512195
"906","HSIC",2012,38,17.5925925925926
"907","HSIC",2013,49.59,20.1585365853659
"908","HSIC",2014,59.8,21.9852941176471
"909","HSIC",2015,71.77,25.1824561403509
"910","HSIC",2016,81.89,26.4161290322581
"911","HST",2012,15.61,195.125
"912","HST",2013,17.69,42.1190476190476
"913","HST",2014,21.51,22.40625
"914","HST",2015,19.42,26.2432432432432
"915","HST",2016,16.21,15.8921568627451
"916","HSY",2012,67.69,23.4221453287197
"917","HSY",2013,89.77,24.8670360110803
"918","HSY",2014,97.52,25.867374005305
"919","HSY",2015,94.75,40.8405172413793
"920","HSY",2016,96.91,29.0149700598802
"921","HUM",2012,77.77,10.4109772423025
"922","HUM",2013,85.25,11.0284605433376
"923","HUM",2014,121.8,16.5489130434783
"924","HUM",2015,176.33,20.8921800947867
"925","HUM",2016,178.86,43.9459459459459
"926","IBM",2012,196.59,13.6805845511482
"927","IBM",2013,194.15,12.9953145917001
"928","IBM",2014,182.3,15.3193277310924
"929","IBM",2015,155.35,11.5760059612519
"930","IBM",2016,150.51,12.1575121163166
"931","ICE",2012,26.15,17.4333333333333
"932","ICE",2013,35.17,54.953125
"933","ICE",2014,40.57,23.7251461988304
"934","ICE",2015,47.04,20.6315789473684
"935","ICE",2016,52.3,22.0675105485232
"936","IEP",2012,NA,NA
"937","IEP",2013,NA,NA
"938","IEP",2014,NA,NA
"939","IEP",2015,NA,NA
"940","IEP",2016,NA,NA
"941","ILMN",2012,46.26,40.9380530973451
"942","ILMN",2013,72.9,81
"943","ILMN",2014,164.57,69.4388185654008
"944","ILMN",2015,191.97,61.9258064516129
"945","ILMN",2016,151.54,49.3615635179153
"946","INCY",2012,NA,NA
"947","INCY",2013,NA,NA
"948","INCY",2014,NA,NA
"949","INCY",2015,NA,NA
"950","INCY",2016,NA,NA
"951","INCY ",2012,NA,NA
"952","INCY ",2013,NA,NA
"953","INCY ",2014,NA,NA
"954","INCY ",2015,NA,NA
"955","INCY ",2016,NA,NA
"956","INTC",2012,24.97,11.7230046948357
"957","INTC",2013,23.06,12.2010582010582
"958","INTC",2014,30.33,13.1298701298701
"959","INTC",2015,32.18,13.8111587982833
"960","INTC",2016,33.33,15.7216981132075
"961","INTU",2012,58.39,22.4576923076923
"962","INTU",2013,65.15,23.0212014134276
"963","INTU",2014,81.46,26.1089743589744
"964","INTU",2015,97.2,75.9375
"965","INTU",2016,106.33,28.8157181571816
"966","IP",2012,33.08,18.3777777777778
"967","IP",2013,45.11,14.5048231511254
"968","IP",2014,48.41,37.5271317829457
"969","IP",2015,48.03,21.5381165919283
"970","IP",2016,43.59,19.9954128440367
"971","IPG",2012,10.88,11.5744680851064
"972","IPG",2013,14.91,24.4426229508197
"973","IPG",2014,18.48,16.5
"974","IPG",2015,21.1,19.3577981651376
"975","IPG",2016,22.82,15.3154362416107
"976","ISRG",2012,172.93,32.4446529080675
"977","ISRG",2013,149.97,26.8763440860215
"978","ISRG",2014,147.55,39.8783783783784
"979","ISRG",2015,169.01,32.6274131274131
"980","ISRG",2016,212.1,33.9903846153846
"981","ITT",2012,21.13,15.8872180451128
"982","ITT",2013,32.15,6.07750472589792
"983","ITT",2014,44.09,22.1557788944724
"984","ITT",2015,38.83,10.0077319587629
"985","ITT",2016,35.45,17.1256038647343
"986","ITW",2012,56.78,9.36963696369637
"987","ITW",2013,70.46,18.8395721925134
"988","ITW",2014,86.17,11.8365384615385
"989","ITW",2015,92.4,18.0116959064327
"990","ITW",2016,108.68,19.0666666666667
"991","IVZ",2012,23.84,16
"992","IVZ",2013,31.43,14.9666666666667
"993","IVZ",2014,37.43,16.488986784141
"994","IVZ",2015,36.82,16.2920353982301
"995","IVZ",2016,29.67,14.4029126213592
"996","JBHT",2012,54.85,21.1776061776062
"997","JBHT",2013,72.33,25.2020905923345
"998","JBHT",2014,76.27,24.1360759493671
"999","JBHT",2015,81.2,22.1857923497268
"1000","JBHT",2016,82.27,21.5931758530184
"1001","JCI",2012,28.15,16.3662790697674
"1002","JCI",2013,35.56,20.7953216374269
"1003","JCI",2014,44.97,24.9833333333333
"1004","JCI",2015,40.5,17.1610169491525
"1005","JCI",2016,41.92,-32.2461538461538
"1006","JNJ",2012,66.95,17.3445595854922
"1007","JNJ",2013,85.76,17.8295218295218
"1008","JNJ",2014,100.82,17.6877192982456
"1009","JNJ",2015,99.76,18.2043795620438
"1010","JNJ",2016,113.61,19.1585160202361
"1011","JNPR",2012,18.99,54.2571428571429
"1012","JNPR",2013,19.87,23.1046511627907
"1013","JNPR",2014,23.88,-32.7123287671233
"1014","JNPR",2015,26.38,16.5911949685535
"1015","JNPR",2016,24.36,15.921568627451
"1016","JPM",2012,39.22,7.54230769230769
"1017","JPM",2013,51.88,11.9539170506912
"1018","JPM",2014,58.17,10.9962192816635
"1019","JPM",2015,63.83,10.6383333333333
"1020","JPM",2016,65.62,10.6009693053312
"1021","JWN",2012,53.36,16.9936305732484
"1022","JWN",2013,58.01,16.2949438202247
"1023","JWN",2014,66.92,18.0377358490566
"1024","JWN",2015,72.7,19.5430107526882
"1025","JWN",2016,49.27,15.6412698412698
"1026","K",2012,51.56,19.310861423221
"1027","K",2013,62.25,12.6012145748988
"1028","K",2014,63.86,36.4914285714286
"1029","K",2015,66.22,38.5
"1030","K",2016,76.42,38.9897959183673
"1031","KEY",2012,8.12,9.12359550561798
"1032","KEY",2013,11.12,11.4639175257732
"1033","KEY",2014,13.55,13.6868686868687
"1034","KEY",2015,13.95,13.2857142857143
"1035","KEY",2016,12.71,15.8875
"1036","KIM",2012,19.12,45.5238095238095
"1037","KIM",2013,21.52,50.046511627907
"1038","KIM",2014,22.87,25.6966292134831
"1039","KIM",2015,25.32,12.66
"1040","KIM",2016,28.17,35.6582278481013
"1041","KLAC",2012,49.14,11.0675675675676
"1042","KLAC",2013,57.45,17.8971962616822
"1043","KLAC",2014,70.17,20.2219020172911
"1044","KLAC",2015,59.41,26.5223214285714
"1045","KLAC",2016,71.86,16.0044543429844
"1046","KMB",2012,76.89,17.39592760181
"1047","KMB",2013,94.11,17.0180831826401
"1048","KMB",2014,106.26,26.3019801980198
"1049","KMB",2015,112.45,40.5956678700361
"1050","KMB",2016,126.59,21.1335559265442
"1051","KMI",2012,34.53,98.6571428571429
"1052","KMI",2013,37.14,32.295652173913
"1053","KMI",2014,36.2,40.6741573033708
"1054","KMI",2015,34.92,349.2
"1055","KMI",2016,19.15,76.6
"1056","KMX",2012,31.08,17.3631284916201
"1057","KMX",2013,45.8,24.4919786096257
"1058","KMX",2014,49.75,23.0324074074074
"1059","KMX",2015,64.01,23.4468864468864
"1060","KMX",2016,52.89,17.4554455445545
"1061","KO",2012,37.06,18.8121827411168
"1062","KO",2013,39.66,20.8736842105263
"1063","KO",2014,40.84,25.525
"1064","KO",2015,41.24,24.6946107784431
"1065","KO",2016,43.54,29.2214765100671
"1066","KR",2012,11.82,23.1764705882353
"1067","KR",2013,17.88,12.863309352518
"1068","KR",2014,24.41,16.8344827586207
"1069","KR",2015,36.99,21.5058139534884
"1070","KR",2016,35.08,17.0291262135922
"1071","KSS",2012,49.07,11.4116279069767
"1072","KSS",2013,50.59,12.1318944844125
"1073","KSS",2014,55.57,13.720987654321
"1074","KSS",2015,59.86,14.1179245283019
"1075","KSS",2016,44.46,12.849710982659
"1076","KSU",2012,73.46,21.4169096209913
"1077","KSU",2013,109.17,34.3301886792453
"1078","KSU",2014,110.12,24.2021978021978
"1079","KSU",2015,97.76,22.2181818181818
"1080","KSU",2016,88.09,19.8848758465011
"1081","L",2012,40.14,28.0699300699301
"1082","L",2013,45.51,29.7450980392157
"1083","L",2014,43.32,27.9483870967742
"1084","L",2015,38.94,54.0833333333333
"1085","L",2016,40.38,20.9222797927461
"1086","LB",2012,46.87,17.3592592592593
"1087","LB",2013,53.56,21.0866141732283
"1088","LB",2014,62.88,20.616393442623
"1089","LB",2015,89.86,25.6742857142857
"1090","LB",2016,75.97,18.0023696682464
"1091","LH",2012,88.33,14.7462437395659
"1092","LH",2013,95.83,15.3328
"1093","LH",2014,100.5,17.005076142132
"1094","LH",2015,120.34,27.664367816092
"1095","LH",2016,125.99,17.9472934472934
"1096","LLL",2012,69.94,8.70983810709838
"1097","LLL",2013,88.67,10.7609223300971
"1098","LLL",2014,115.97,15.3399470899471
"1099","LLL",2015,119.33,-40.1784511784512
"1100","LLL",2016,137.91,15.3063263041065
"1101","LLTC",2012,NA,NA
"1102","LLTC",2013,NA,NA
"1103","LLTC",2014,NA,NA
"1104","LLTC",2015,NA,NA
"1105","LLTC",2016,NA,NA
"1106","LLY",2012,43.56,11.9016393442623
"1107","LLY",2013,52.69,12.1967592592593
"1108","LLY",2014,61.65,27.6457399103139
"1109","LLY",2015,78.8,34.8672566371681
"1110","LLY",2016,76.38,-402
"1111","LMT",2012,88.75,10.616028708134
"1112","LMT",2013,112.86,12.3614457831325
"1113","LMT",2014,169.02,15.0776092774309
"1114","LMT",2015,202.71,17.6884816753927
"1115","LMT",2016,237.99,13.6072041166381
"1116","LNC",2012,NA,NA
"1117","LNC",2013,NA,NA
"1118","LNC",2014,NA,NA
"1119","LNC",2015,NA,NA
"1120","LNC",2016,NA,NA
"1121","LNG",2012,14.92,-8.15300546448087
"1122","LNG",2013,30.04,-12.948275862069
"1123","LNG",2014,64.06,-26.2540983606557
"1124","LNG",2015,64.04,-14.893023255814
"1125","LNG",2016,37.58,-14.0749063670412
"1126","LOW",2012,29.54,20.6573426573427
"1127","LOW",2013,43.1,25.5029585798817
"1128","LOW",2014,51.38,24.0093457943925
"1129","LOW",2015,71.5,26.3837638376384
"1130","LOW",2016,74.16,27.1648351648352
"1131","LRCX",2012,37.7,27.9259259259259
"1132","LRCX",2013,47.03,71.2575757575758
"1133","LRCX",2014,65.59,18.1187845303867
"1134","LRCX",2015,76.47,20.6675675675676
"1135","LRCX",2016,86.5,16.5708812260536
"1136","LTRPA",2012,NA,NA
"1137","LTRPA",2013,NA,NA
"1138","LTRPA",2014,29.73,-99.1
"1139","LTRPA",2015,29.09,-54.8867924528302
"1140","LTRPA",2016,21.06,75.2142857142857
"1141","LUV",2012,8.97,16.0178571428571
"1142","LUV",2013,14.14,13.4666666666667
"1143","LUV",2014,28.83,17.5792682926829
"1144","LUV",2015,40.97,12.5290519877676
"1145","LUV",2016,41.58,11.712676056338
"1146","LVS",2012,47.4,25.6216216216216
"1147","LVS",2013,59.75,21.415770609319
"1148","LVS",2014,71.23,20.2357954545455
"1149","LVS",2015,51.2,20.7287449392713
"1150","LVS",2016,50.6,24.0952380952381
"1151","LYB",2012,45.27,9.20121951219512
"1152","LYB",2013,67.84,10.0503703703704
"1153","LYB",2014,93.66,11.7221526908636
"1154","LYB",2015,91.47,9.53806047966632
"1155","LYB",2016,81,8.87185104052574
"1156","M",2012,37.84,12.958904109589
"1157","M",2013,45.46,14.0308641975309
"1158","M",2014,58.39,15.1269430051813
"1159","M",2015,59.41,14.0781990521327
"1160","M",2016,38.03,11.8105590062112
"1161","MA",2012,43.11,19.6849315068493
"1162","MA",2013,61.32,23.953125
"1163","MA",2014,77.55,25.0161290322581
"1164","MA",2015,92.66,27.6597014925373
"1165","MA",2016,95.88,25.9837398373984
"1166","MAC",2012,57.28,22.8207171314741
"1167","MAC",2013,61.16,20.3866666666667
"1168","MAC",2014,66.09,6.3244019138756
"1169","MAC",2015,81.5,26.461038961039
"1170","MAC",2016,78.14,22.1988636363636
"1171","MAR",2012,37.1,21.5697674418605
"1172","MAR",2013,42.19,21.095
"1173","MAR",2014,63.3,24.9212598425197
"1174","MAR",2015,75.77,24.0539682539683
"1175","MAR",2016,69.59,26.3598484848485
"1176","MAS",2012,12.11,-36.6969696969697
"1177","MAS",2013,17.76,22.2
"1178","MAS",2014,19.75,8.29831932773109
"1179","MAS",2015,25.16,24.6666666666667
"1180","MAS",2016,31.48,21.4149659863946
"1181","MAT",2012,33.75,15.2027027027027
"1182","MAT",2013,43.02,16.6744186046512
"1183","MAT",2014,36.11,24.9034482758621
"1184","MAT",2015,25.2,23.3333333333333
"1185","MAT",2016,31.31,34.0326086956522
"1186","MCD",2012,92.53,17.2630597014925
"1187","MCD",2013,97.26,17.5243243243243
"1188","MCD",2014,96.38,19.9958506224066
"1189","MCD",2015,100.28,20.8916666666667
"1190","MCD",2016,120.14,22.0845588235294
"1191","MCHP",2012,33.76,20.4606060606061
"1192","MCHP",2013,38.37,61.8870967741935
"1193","MCHP",2014,46.16,25.3626373626374
"1194","MCHP",2015,46.67,28.2848484848485
"1195","MCHP",2016,53.92,36.1879194630872
"1196","MCK",2012,88.69,15.865831842576
"1197","MCK",2013,123.47,22.087656529517
"1198","MCK",2014,187.26,34.6136783733826
"1199","MCK",2015,213.27,34.0143540669856
"1200","MCK",2016,167.78,17.2969072164948
"1201","MCO",2012,41,13.4426229508197
"1202","MCO",2013,62.77,17.4361111111111
"1203","MCO",2014,87.45,18.9696312364425
"1204","MCO",2015,102.78,22.1987041036717
"1205","MCO",2016,98.23,72.2279411764706
"1206","MDLZ",2012,35.93,20.7687861271676
"1207","MDLZ",2013,30.69,14.013698630137
"1208","MDLZ",2014,35.91,28.0546875
"1209","MDLZ",2015,40.86,9.2027027027027
"1210","MDLZ",2016,42.83,40.7904761904762
"1211","MET",2012,30.39,27.1339285714286
"1212","MET",2013,39.54,13.5876288659794
"1213","MET",2014,47.23,8.7140221402214
"1214","MET",2015,45.75,9.9025974025974
"1215","MET",2016,39.97,59.6567164179104
"1216","MGLN",2012,48.1,8.87453874538745
"1217","MGLN",2013,55.41,12.2317880794702
"1218","MGLN",2014,58.67,20.2310344827586
"1219","MGLN",2015,61.22,50.5950413223141
"1220","MGLN",2016,62.97,19.555900621118
"1221","MGM",2012,NA,NA
"1222","MGM",2013,NA,NA
"1223","MGM",2014,NA,NA
"1224","MGM",2015,NA,NA
"1225","MGM",2016,NA,NA
"1226","MGM ",2012,NA,NA
"1227","MGM ",2013,NA,NA
"1228","MGM ",2014,NA,NA
"1229","MGM ",2015,NA,NA
"1230","MGM ",2016,NA,NA
"1231","MHK",2012,71.9,19.9168975069252
"1232","MHK",2013,119.12,24.7136929460581
"1233","MHK",2014,139.87,19.2924137931034
"1234","MHK",2015,187.18,22.5246690734055
"1235","MHK",2016,192.84,15.4519230769231
"1236","MJN",2012,NA,NA
"1237","MJN",2013,NA,NA
"1238","MJN",2014,NA,NA
"1239","MJN",2015,NA,NA
"1240","MJN",2016,NA,NA
"1241","MKC",2012,57.99,19.0756578947368
"1242","MKC",2013,69.29,23.8109965635739
"1243","MKC",2014,69.79,20.8952095808383
"1244","MKC",2015,79.47,25.5530546623794
"1245","MKC",2016,95.61,25.9105691056911
"1246","MKL",2012,439.79,16.9868675164156
"1247","MKL",2013,519.29,23.1000889679715
"1248","MKL",2014,631.46,28.3547373147732
"1249","MKL",2015,805.25,19.2920459990417
"1250","MKL",2016,904.43,28.9232491205628
"1251","MMC",2012,33.1,15.5399061032864
"1252","MMC",2013,41.01,16.8765432098765
"1253","MMC",2014,51.19,19.3169811320755
"1254","MMC",2015,56.27,18.8825503355705
"1255","MMC",2016,63.63,18.8254437869822
"1256","MMM",2012,89.11,14.0996835443038
"1257","MMM",2013,113.73,16.9241071428571
"1258","MMM",2014,142.76,19.0600801068091
"1259","MMM",2015,156.38,20.6306068601583
"1260","MMM",2016,168.51,20.6507352941176
"1261","MNST",2012,19.77,31.8870967741935
"1262","MNST",2013,18.66,28.7076923076923
"1263","MNST",2014,26.79,29.1195652173913
"1264","MNST",2015,45.46,47.8526315789474
"1265","MNST",2016,47.66,40.0504201680672
"1266","MO",2012,32.3,15.6796116504854
"1267","MO",2013,35.49,15.7035398230089
"1268","MO",2014,42.11,16.44921875
"1269","MO",2015,53.86,20.1722846441948
"1270","MO",2016,63.88,8.77472527472528
"1271","MON",2012,83.05,21.9129287598945
"1272","MON",2013,104.02,22.6130434782609
"1273","MON",2014,115.39,22.1053639846743
"1274","MON",2015,106.72,22.1871101871102
"1275","MON",2016,99.28,33.2040133779264
"1276","MOS",2012,54.49,12.3280542986425
"1277","MOS",2013,53.01,11.9932126696833
"1278","MOS",2014,47.04,17.5522388059701
"1279","MOS",2015,41.75,15.0179856115108
"1280","MOS",2016,26.69,31.4
"1281","MPC",2012,23.33,4.71313131313131
"1282","MPC",2013,38.14,11.4879518072289
"1283","MPC",2014,43.62,9.93621867881549
"1284","MPC",2015,50.71,9.64068441064639
"1285","MPC",2016,40.19,18.1855203619909
"1286","MRK",2012,41.28,20.64
"1287","MRK",2013,46.4,31.5646258503401
"1288","MRK",2014,57.2,14.0540540540541
"1289","MRK",2015,56.62,36.2948717948718
"1290","MRK",2016,57.49,40.7730496453901
"1291","MRO",2012,29.28,13.1300448430493
"1292","MRO",2013,34.68,14.0404858299595
"1293","MRO",2014,35.53,7.96636771300448
"1294","MRO",2015,22.72,-6.96932515337423
"1295","MRO",2016,13.4,-5.13409961685824
"1296","MS",2012,16.59,-829.5
"1297","MS",2013,25.7,18.8970588235294
