Companies;YearFinancialIndicator;ROA;TobinsQ;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore ;FirmSize;Leverage;NetMargin;Industry
328;2014;0,03;0,97;2016;273,00;0,28;0,00;0,02;0,03;0,01;0,12;0,10;0,00;0,00;9,86;1,04;0,11;11
329;2012;0,05;2,18;2014;197,00;0,35;0,54;0,44;0,00;0,00;0,74;0,00;0,00;0,05;10,51;3,91;0,44;4
329;2013;0,04;2,05;2015;165,00;0,43;0,03;0,07;0,00;0,00;0,13;0,10;0,05;0,05;10,52;3,88;0,31;4
329;2014;0,05;2,59;2016;168,00;0,40;0,00;0,07;0,00;0,00;0,13;0,10;0,05;0,05;10,47;4,09;0,31;4
330;2012;0,08;2,59;2014;422,00;0,06;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,00;9,55;0,82;0,14;6
330;2013;0,08;2,85;2015;402,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;9,59;0,73;0,15;6
330;2014;0,08;2,87;2016;445,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;9,64;0,81;0,13;6
331;2012;0,02;0,80;2014;96,00;0,48;0,31;0,59;0,48;0,00;0,89;0,00;0,05;0,05;10,56;1,13;0,09;11
331;2013;0,03;0,90;2015;133,00;0,50;0,00;0,09;0,09;0,00;0,11;0,10;0,05;0,05;10,57;1,02;0,09;11
331;2014;0,03;1,02;2016;111,00;0,51;0,00;0,10;0,12;0,00;0,10;0,10;0,05;0,05;10,60;1,07;0,11;11
332;2012;0,01;0,12;2014;369,00;0,13;0,00;0,00;0,00;0,00;0,65;0,00;0,00;0,00;11,24;0,46;0,18;4
332;2013;0,01;0,19;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;11,24;0,52;0,16;4
332;2014;0,01;0,18;2016;454,00;0,13;0,00;0,03;0,00;0,00;0,10;0,00;0,00;0,00;11,28;0,60;0,21;4
333;2012;0,08;0,12;2014;249,00;0,29;0,33;0,35;0,50;0,00;0,55;0,00;0,00;0,00;9,97;0,62;0,14;5
333;2013;0,07;0,19;2015;169,00;0,42;0,12;0,07;0,08;0,00;0,15;0,00;0,00;0,00;10,01;0,83;0,13;5
333;2014;0,09;0,18;2016;163,00;0,41;0,09;0,07;0,11;0,00;0,15;0,00;0,00;0,00;10,01;0,75;0,16;5
334;2012;0,01;0,10;2014;222,00;0,32;0,13;0,41;0,17;0,27;0,34;0,00;0,05;0,05;11,35;0,36;0,21;4
334;2013;0,01;0,10;2015;308,00;0,24;0,01;0,03;0,01;0,00;0,10;0,00;0,05;0,05;11,39;0,49;0,21;4
334;2014;0,01;0,18;2016;280,00;0,27;0,00;0,04;0,01;0,02;0,10;0,00;0,05;0,05;11,44;0,51;0,19;4
335;2012;0,05;1,06;2014;53,00;0,56;0,39;0,59;0,04;0,50;0,90;0,10;0,00;0,05;9,92;1,42;0,13;2
335;2013;0,16;1,34;2015;173,00;0,41;0,08;0,12;0,01;0,05;0,10;0,00;0,00;0,05;10,16;1,44;0,39;2
335;2014;0,05;1,60;2016;150,00;0,43;0,13;0,12;0,02;0,02;0,09;0,00;0,00;0,05;10,18;1,26;0,12;2
336;2012;0,05;0,90;2014;127,00;0,44;0,43;0,47;0,47;0,70;0,41;0,00;0,00;0,05;10,20;0,53;0,09;6
336;2013;0,03;0,94;2015;18,00;0,73;0,09;0,09;0,13;0,12;0,15;0,10;0,00;0,05;10,22;0,56;0,04;6
336;2014;0,04;1,12;2016;199,00;0,37;0,00;0,07;0,00;0,00;0,15;0,10;0,00;0,05;10,22;0,55;0,06;6
337;2012;0,10;1,24;2014;297,00;0,21;0,54;0,47;0,00;0,00;0,30;0,00;0,00;0,00;10,12;0,20;0,15;5
337;2013;0,07;1,62;2015;240,00;0,35;0,00;0,10;0,00;0,00;0,15;0,10;0,00;0,00;10,20;0,30;0,11;5
337;2014;0,03;2,01;2016;230,00;0,33;0,00;0,08;0,00;0,00;0,15;0,10;0,00;0,00;10,25;0,38;0,05;5
338;2012;0,08;1,06;2014;155,00;0,40;0,12;0,34;0,29;0,54;0,76;0,00;0,00;0,05;10,14;0,41;0,17;7
338;2013;0,06;1,31;2015;178,00;0,41;0,01;0,02;0,03;0,01;0,19;0,10;0,00;0,05;10,12;0,36;0,13;7
338;2014;0,07;1,41;2016;196,00;0,37;0,01;0,02;0,00;0,10;0,19;0,00;0,00;0,05;10,11;0,30;0,15;7
339;2012;0,09;1,50;2014;85,00;0,49;0,78;0,49;0,69;0,00;0,72;0,00;0,05;0,00;10,09;0,57;0,02;2
339;2013;0,08;1,63;2015;305,00;0,25;0,00;0,07;0,00;0,00;0,13;0,00;0,05;0,00;10,11;0,56;0,02;2
339;2014;0,06;1,31;2016;270,00;0,28;0,00;0,10;0,00;0,00;0,13;0,00;0,05;0,00;10,25;1,36;0,02;2
340;2012;0,03;0,97;2014;175,00;0,37;0,27;0,26;0,28;0,16;0,12;0,10;0,05;0,05;11,44;0,72;0,06;10
340;2013;0,07;0,95;2015;103,00;0,54;0,06;0,03;0,04;0,04;0,16;0,10;0,05;0,05;11,44;0,76;0,14;10
340;2014;0,02;0,85;2016;127,00;0,47;0,03;0,04;0,03;0,02;0,16;0,10;0,05;0,05;11,47;0,88;0,05;10
341;2012;0,03;0,74;2014;41,00;0,59;0,43;0,60;0,35;0,10;0,84;0,10;0,05;0,05;10,21;0,43;0,08;2
341;2013;0,04;0,91;2015;157,00;0,44;0,03;0,05;0,03;0,06;0,08;0,10;0,05;0,05;10,19;0,37;0,09;2
341;2014;0,03;1,21;2016;136,00;0,46;0,03;0,08;0,02;0,04;0,08;0,10;0,05;0,05;10,15;0,30;0,09;2
342;2012;0,06;1,89;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,74;7,18;0,17;6
342;2013;0,05;2,12;2015;402,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;9,80;24,47;0,13;6
342;2014;0,05;2,36;2016;401,00;0,18;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00;9,84;5,10;0,08;6
343;2012;0,06;1,08;2014;194,00;0,35;0,33;0,27;0,30;0,00;0,06;0,10;0,05;0,05;10,70;0,89;0,04;1
343;2013;0,05;1,19;2015;147,00;0,47;0,04;0,06;0,05;0,00;0,12;0,10;0,05;0,05;10,67;0,78;0,03;1
343;2014;0,03;1,11;2016;146,00;0,44;0,04;0,02;0,06;0,00;0,12;0,10;0,05;0,05;10,67;0,84;0,02;1
344;2012;0,10;1,41;2014;154,00;0,40;0,79;0,71;0,00;0,00;0,37;0,00;0,05;0,05;9,65;0,32;0,11;1
344;2013;0,10;1,68;2015;174,00;0,41;0,12;0,09;0,00;0,00;0,10;0,00;0,05;0,05;9,69;0,27;0,12;1
344;2014;0,04;2,09;2016;154,00;0,42;0,11;0,11;0,00;0,00;0,10;0,00;0,05;0,05;9,70;0,31;0,04;1
345;2012;0,21;3,17;2014;292,00;0,22;0,19;0,14;0,00;0,00;0,36;0,10;0,00;0,00;9,96;0,22;0,07;1
345;2013;0,22;3,95;2015;331,00;0,21;0,00;0,00;0,00;0,00;0,11;0,10;0,00;0,00;10,03;0,31;0,08;1
345;2014;0,20;3,69;2016;307,00;0,24;0,00;0,03;0,00;0,00;0,11;0,10;0,00;0,00;10,06;0,37;0,08;1
346;2012;0,04;0,99;2014;93,00;0,49;0,70;0,26;0,73;0,00;0,91;0,00;0,00;0,05;10,44;0,45;0,09;5
346;2013;0,04;1,35;2015;158,00;0,44;0,09;0,05;0,00;0,00;0,15;0,10;0,00;0,05;10,50;0,56;0,10;5
346;2014;0,04;1,43;2016;222,00;0,34;0,00;0,04;0,00;0,00;0,15;0,10;0,00;0,05;10,63;0,60;0,11;5
347;2012;0,04;0,11;2014;415,00;0,07;0,00;0,00;0,00;0,00;0,37;0,00;0,00;0,00;10,53;1,41;0,08;10
347;2013;0,00;0,81;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;10,70;1,18;0,00;10
347;2014;0,00;0,67;2016;316,00;0,23;0,00;0,07;0,00;0,00;0,16;0,00;0,00;0,00;10,75;1,56;0,01;10
348;2012;-0,04;0,96;2014;240,00;0,30;0,21;0,19;0,00;0,00;0,68;0,00;0,05;0,05;10,51;0,44;-0,10;1
348;2013;0,06;1,21;2015;226,00;0,36;0,00;0,03;0,00;0,00;0,13;0,10;0,05;0,05;10,51;0,36;0,16;1
348;2014;0,00;1,33;2016;193,00;0,37;0,00;0,02;0,03;0,00;0,12;0,10;0,05;0,05;10,49;0,46;0,01;1
349;2012;0,18;4,54;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,11;0,47;0,25;1
349;2013;0,14;7,94;2015;402,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;9,17;0,35;0,22;1
349;2014;0,12;5,43;2016;410,00;0,17;0,00;0,04;0,00;0,00;0,13;0,00;0,00;0,00;9,29;0,23;0,18;1
350;2012;0,21;;2014;263,00;0,27;0,37;0,38;0,00;0,00;0,52;0,00;0,00;0,05;9,62;0,00;0,29;4
350;2013;0,21;;2015;183,00;0,40;0,06;0,04;0,06;0,09;0,10;0,00;0,00;0,05;9,70;0,00;0,30;4
350;2014;0,22;;2016;171,00;0,40;0,09;0,05;0,02;0,09;0,10;0,00;0,00;0,05;9,75;0,00;0,31;4
351;2012;0,02;0,23;2014;200,00;0,34;0,46;0,22;0,00;0,00;0,45;0,10;0,05;0,00;11,02;0,23;0,10;4
351;2013;0,04;0,27;2015;247,00;0,33;0,00;0,02;0,00;0,00;0,16;0,10;0,05;0,00;11,02;0,25;0,14;4
351;2014;0,04;0,29;2016;217,00;0,35;0,00;0,04;0,00;0,00;0,16;0,10;0,05;0,00;11,01;0,26;0,13;4
352;2012;0,16;3,26;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,23;0,00;0,06;1
352;2013;0,17;5,34;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;9,28;0,00;0,06;1
352;2014;0,18;4,95;2016;417,00;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00;9,31;0,00;0,06;1
353;2012;-0,46;3,85;2014;410,00;0,08;0,00;0,00;0,00;0,00;0,39;0,00;0,00;0,00;9,05;3,30;-0,96;1
353;2013;-0,04;7,66;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,38;0,90;-0,04;1
353;2014;-0,06;4,93;2016;344,00;0,21;0,00;0,05;0,00;0,00;0,16;0,00;0,00;0,00;9,77;1,99;-0,09;1
354;2012;0,05;0,53;2014;371,00;0,13;0,00;0,12;0,28;0,00;0,35;0,00;0,00;0,00;10,07;0,32;0,02;2
354;2013;0,07;0,90;2015;381,00;0,16;0,00;0,03;0,03;0,00;0,10;0,00;0,00;0,00;10,07;0,30;0,02;2
354;2014;0,05;0,84;2016;328,00;0,22;0,06;0,04;0,02;0,00;0,10;0,00;0,00;0,00;10,38;0,76;0,02;2
355;2012;0,04;;2014;408,00;0,08;0,00;0,00;0,00;0,00;0,41;0,00;0,00;0,00;10,70;3,46;0,10;1
355;2013;0,04;;2015;326,00;0,21;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,05;10,68;3,35;0,09;1
355;2014;0,04;;2016;317,00;0,23;0,00;0,02;0,00;0,00;0,16;0,00;0,00;0,05;10,69;2,83;0,09;1
356;2012;0,05;0,88;2014;161,00;0,39;0,73;0,59;0,00;0,00;0,72;0,00;0,05;0,00;10,83;0,64;0,11;1
356;2013;0,06;1,15;2015;273,00;0,29;0,00;0,09;0,00;0,00;0,16;0,00;0,05;0,00;10,83;0,67;0,12;1
356;2014;0,06;1,40;2016;317,00;0,23;0,00;0,02;0,00;0,00;0,16;0,00;0,00;0,05;10,80;0,87;0,14;1
357;2012;0,09;1,68;2014;140,00;0,42;0,27;0,17;0,27;0,58;0,86;0,00;0,05;0,00;10,30;0,38;0,13;7
357;2013;0,11;2,45;2015;236,00;0,35;0,04;0,02;0,06;0,08;0,10;0,00;0,05;0,00;10,28;0,38;0,17;7
357;2014;0,16;3,16;2016;212,00;0,35;0,05;0,02;0,04;0,08;0,13;0,00;0,05;0,00;10,25;0,35;0,21;7
358;2012;0,04;0,64;2014;99,00;0,48;0,36;0,27;0,35;0,70;0,40;0,10;0,05;0,00;10,12;1,15;0,05;6
358;2013;0,04;0,84;2015;203,00;0,39;0,02;0,02;0,02;0,11;0,07;0,10;0,05;0,00;10,11;0,73;0,04;6
358;2014;0,04;0,89;2016;156,00;0,42;0,02;0,02;0,04;0,11;0,08;0,10;0,05;0,00;10,17;0,78;0,04;6
359;2012;0,12;;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,06;0,06;0,07;1
359;2013;0,12;;2015;414,00;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;9,20;0,05;0,08;1
359;2014;0,11;;2016;440,00;0,14;0,00;0,02;0,00;0,00;0,12;0,00;0,00;0,00;9,32;0,19;0,08;1
360;2012;-0,02;0,56;2014;166,00;0,38;0,11;0,28;0,00;0,51;0,74;0,00;0,05;0,05;10,58;23,35;-0,02;6
360;2013;0,02;0,74;2015;90,00;0,55;0,09;0,10;0,03;0,04;0,10;0,10;0,05;0,05;10,57;3,66;0,01;6
360;2014;0,03;1,09;2016;70,00;0,59;0,11;0,12;0,04;0,02;0,10;0,10;0,05;0,05;10,57;4,46;0,03;6
361;2012;0,06;0,97;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,91;0,99;0,07;5
361;2013;0,06;1,30;2015;394,00;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;9,92;0,86;0,07;5
361;2014;0,07;1,53;2016;434,00;0,15;0,00;0,01;0,00;0,00;0,14;0,00;0,00;0,00;9,95;0,80;0,08;5
362;2012;0,07;0,93;2014;76,00;0,50;0,77;0,91;0,00;0,00;0,76;0,00;0,05;0,05;10,91;0,45;0,05;5
362;2013;0,07;1,18;2015;11,00;0,75;0,13;0,13;0,13;0,11;0,14;0,00;0,05;0,05;10,91;0,46;0,05;5
362;2014;0,07;1,38;2016;20,00;0,72;0,10;0,11;0,13;0,14;0,14;0,00;0,05;0,05;10,94;0,49;0,04;5
363;2012;0,01;0,09;2014;121,00;0,45;0,29;0,23;0,15;0,17;0,87;0,10;0,00;0,05;10,79;0,32;0,09;4
363;2013;0,01;0,15;2015;145,00;0,47;0,02;0,03;0,03;0,08;0,16;0,10;0,00;0,05;10,77;0,30;0,08;4
363;2014;0,01;0,14;2016;140,00;0,44;0,01;0,03;0,03;0,06;0,16;0,10;0,00;0,05;10,80;0,31;0,04;4
364;2012;0,02;1,91;2014;62,00;0,53;0,34;0,57;0,55;0,61;0,34;0,10;0,00;0,05;10,59;2,77;0,01;6
364;2013;0,12;2,81;2015;97,00;0,55;0,03;0,04;0,05;0,15;0,13;0,10;0,00;0,05;10,56;1,68;0,08;6
364;2014;0,08;3,05;2016;120,00;0,48;0,02;0,04;0,06;0,08;0,13;0,10;0,00;0,05;10,55;5,04;0,05;6
365;2012;0,02;0,31;2014;266,00;0,26;0,14;0,16;0,00;0,00;0,35;0,10;0,05;0,00;11,55;0,75;0,27;4
365;2013;0,02;0,32;2015;261,00;0,31;0,03;0,03;0,00;0,00;0,10;0,10;0,05;0,00;11,56;0,55;0,29;4
365;2014;0,02;0,34;2016;242,00;0,32;0,04;0,03;0,00;0,00;0,10;0,10;0,05;0,00;11,60;0,83;0,28;4
366;2012;0,06;1,02;2014;34,00;0,60;0,72;0,38;0,74;0,43;0,31;0,10;0,05;0,05;10,95;0,62;0,09;6
366;2013;0,07;1,30;2015;166,00;0,43;0,00;0,03;0,05;0,03;0,12;0,10;0,05;0,05;10,96;0,57;0,10;6
366;2014;0,08;1,25;2016;135,00;0,46;0,00;0,04;0,06;0,05;0,11;0,10;0,05;0,05;10,96;0,71;0,14;6
367;2012;0,06;2,69;2014;336,00;0,17;0,13;0,73;0,00;0,00;0,18;0,00;0,00;0,00;10,55;0,00;0,22;7
367;2013;0,14;3,79;2015;234,00;0,35;0,03;0,13;0,00;0,00;0,10;0,10;0,00;0,00;10,56;0,00;0,42;7
367;2014;0,15;4,05;2016;243,00;0,31;0,00;0,11;0,00;0,00;0,10;0,10;0,00;0,00;10,59;0,00;0,43;7
368;2012;0,11;1,70;2014;150,00;0,40;0,57;0,36;0,00;0,00;0,31;0,10;0,05;0,05;9,98;0,28;0,10;1
368;2013;0,12;2,58;2015;176,00;0,41;0,02;0,04;0,01;0,02;0,12;0,10;0,05;0,05;10,01;0,23;0,11;1
368;2014;0,13;3,18;2016;209,00;0,36;0,00;0,04;0,00;0,00;0,12;0,10;0,05;0,05;10,03;0,24;0,11;1
369;2012;0,10;1,29;2014;135,00;0,42;0,37;0,39;0,34;0,09;0,70;0,10;0,00;0,00;10,34;1,17;0,17;1
369;2013;0,11;1,60;2015;91,00;0,55;0,11;0,12;0,04;0,02;0,16;0,10;0,00;0,00;10,36;2,47;0,18;1
369;2014;0,10;1,81;2016;28,00;0,68;0,09;0,11;0,13;0,03;0,16;0,10;0,00;0,05;10,37;3,92;0,17;1
370;2012;0,05;;2014;357,00;0,14;0,00;0,00;0,00;0,00;0,47;0,00;0,05;0,00;10,65;0,36;0,02;3
370;2013;0,06;;2015;470,00;0,07;0,00;0,00;0,00;0,00;0,02;0,00;0,05;0,00;10,67;0,32;0,02;3
370;2014;0,08;;2016;428,00;0,16;0,00;0,09;0,00;0,00;0,02;0,00;0,05;0,00;10,66;0,28;0,03;3
371;2012;0,09;3,55;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,03;0,09;0,19;7
371;2013;0,08;2,81;2015;340,00;0,19;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;10,09;0,08;0,16;7
371;2014;0,09;2,11;2016;337,00;0,21;0,00;0,02;0,00;0,00;0,19;0,00;0,00;0,00;10,18;0,07;0,19;7
372;2012;0,03;0,97;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,34;0,45;0,20;4
372;2013;0,02;1,10;2015;208,00;0,38;0,03;0,02;0,04;0,10;0,14;0,00;0,00;0,05;10,30;1,82;0,14;4
372;2014;0,04;1,19;2016;192,00;0,38;0,02;0,02;0,06;0,08;0,14;0,00;0,00;0,05;10,33;1,99;0,30;4
373;2012;0,16;4,24;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,37;4,95;0,21;6
373;2013;0,14;4,88;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,40;2,32;0,22;6
373;2014;0,15;4,95;2016;405,00;0,17;0,00;0,01;0,00;0,00;0,16;0,00;0,00;0,00;9,37;5,22;0,23;6
374;2012;-0,04;3,03;2014;311,00;0,18;0,00;0,00;0,00;0,00;0,91;0,00;0,00;0,00;9,44;0,68;-0,07;5
374;2013;-0,18;6,98;2015;355,00;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;9,37;0,36;-0,37;5
374;2014;-0,33;11,92;2016;389,00;0,18;0,00;0,01;0,00;0,00;0,17;0,00;0,00;0,00;9,37;0,74;-1,27;5
375;2012;0,02;1,37;2014;301,00;0,20;0,00;0,17;0,00;0,00;0,89;0,00;0,00;0,00;10,28;0,93;0,15;4
375;2013;0,02;1,28;2015;186,00;0,40;0,00;0,06;0,00;0,00;0,15;0,10;0,05;0,05;10,30;1,06;0,16;4
375;2014;0,02;1,46;2016;191,00;0,38;0,00;0,03;0,00;0,00;0,15;0,10;0,05;0,05;10,33;1,25;0,15;4
376;2012;0,00;0,79;2014;232,00;0,30;0,58;0,41;0,00;0,00;0,28;0,00;0,05;0,05;11,35;1,44;0,01;10
376;2013;0,05;0,68;2015;116,00;0,52;0,10;0,06;0,00;0,00;0,16;0,10;0,05;0,05;11,44;2,31;0,10;10
376;2014;0,04;1,30;2016;95,00;0,54;0,10;0,06;0,02;0,00;0,16;0,10;0,05;0,05;11,37;8,99;0,08;10
377;2012;0,06;2,15;2014;141,00;0,42;0,92;0,52;0,00;0,00;1,00;0,00;0,00;0,00;9,50;0,28;0,03;5
377;2013;0,08;2,12;2015;332,00;0,21;0,00;0,06;0,00;0,00;0,15;0,00;0,00;0,00;9,55;0,22;0,04;5
377;2014;0,05;2,16;2016;370,00;0,19;0,00;0,04;0,00;0,00;0,15;0,00;0,00;0,00;9,59;0,67;0,03;5
378;2012;0,13;0,97;2014;86,00;0,49;0,58;0,53;0,67;0,00;0,60;0,10;0,00;0,00;10,55;0,67;0,24;2
378;2013;0,12;1,59;2015;270,00;0,30;0,00;0,06;0,00;0,00;0,14;0,10;0,00;0,00;10,56;0,65;0,22;2
378;2014;0,12;1,34;2016;250,00;0,31;0,08;0,08;0,00;0,00;0,14;0,00;0,00;0,00;10,69;0,73;0,23;2
379;2012;-0,34;8,59;2014;267,00;0,26;0,22;0,19;0,00;0,00;0,50;0,10;0,00;0,00;11,37;0,04;-0,59;7
379;2013;-0,20;8,18;2015;277,00;0,29;0,00;0,00;0,00;0,00;0,19;0,10;0,00;0,00;11,98;0,02;-0,44;7
379;2014;-0,11;7,56;2016;203,00;0,36;0,00;0,07;0,00;0,00;0,19;0,10;0,00;0,00;9,34;0,40;-0,37;7
380;2012;0,15;0,59;2014;133,00;0,42;0,64;0,31;0,20;0,00;1,00;0,00;0,05;0,00;10,14;0,22;0,13;7
380;2013;0,07;1,17;2015;245,00;0,34;0,01;0,00;0,03;0,13;0,11;0,00;0,05;0,00;10,18;0,19;0,07;7
380;2014;0,10;1,49;2016;231,00;0,33;0,10;0,01;0,01;0,05;0,11;0,00;0,05;0,00;10,19;0,25;0,10;7
381;2012;0,01;0,23;2014;235,00;0,30;0,10;0,21;0,00;0,00;0,28;0,10;0,05;0,05;12,15;0,88;0,23;4
381;2013;0,01;0,27;2015;210,00;0,38;0,02;0,03;0,01;0,02;0,10;0,10;0,05;0,05;12,18;0,99;0,25;4
381;2014;0,01;0,30;2016;186,00;0,38;0,03;0,03;0,01;0,01;0,10;0,10;0,05;0,05;12,23;1,11;0,26;4
382;2012;0,09;;2014;277,00;0,25;0,55;0,18;0,00;0,00;0,43;0,00;0,05;0,00;9,72;0,01;0,04;2
382;2013;0,10;;2015;149,00;0,45;0,09;0,02;0,05;0,02;0,13;0,10;0,05;0,00;9,74;0,01;0,04;2
382;2014;0,10;;2016;239,00;0,32;0,00;0,04;0,00;0,00;0,13;0,10;0,05;0,00;9,76;0,02;0,04;2
383;2012;0,03;0,63;2014;299,00;0,21;0,14;0,25;0,30;0,38;0,24;0,00;0,00;0,00;10,19;0,46;0,02;1
383;2013;0,05;0,88;2015;108,00;0,53;0,05;0,05;0,07;0,06;0,15;0,10;0,05;0,00;10,19;0,37;0,04;1
383;2014;0,04;0,95;2016;204,00;0,36;0,00;0,06;0,00;0,00;0,15;0,10;0,05;0,00;10,30;0,74;0,03;1
384;2012;0,00;1,10;2014;107,00;0,47;0,42;0,07;0,60;0,00;0,51;0,10;0,05;0,05;10,36;1,66;0,01;6
384;2013;0,06;1,35;2015;217,00;0,37;0,00;0,02;0,00;0,00;0,15;0,10;0,05;0,05;10,35;1,42;0,09;6
384;2014;0,04;1,50;2016;210,00;0,36;0,00;0,02;0,00;0,00;0,13;0,10;0,05;0,05;10,33;1,63;0,06;6
385;2012;0,04;1,34;2014;393,00;0,10;0,00;0,00;0,00;0,00;0,52;0,00;0,00;0,00;10,39;2,25;0,11;3
385;2013;0,02;1,40;2015;472,00;0,06;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,05;10,43;2,33;0,06;3
385;2014;0,05;1,09;2016;476,00;0,10;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,05;10,70;2,38;0,28;3
386;2012;0,08;1,48;2014;245,00;0,29;0,31;0,46;0,49;0,00;0,01;0,00;0,05;0,05;11,31;0,57;0,04;2
386;2013;0,08;1,43;2015;205,00;0,39;0,00;0,07;0,00;0,00;0,12;0,10;0,05;0,05;11,32;0,61;0,04;2
386;2014;0,08;1,41;2016;184,00;0,38;0,00;0,06;0,00;0,00;0,12;0,10;0,05;0,05;11,32;0,56;0,03;2
387;2012;0,11;1,17;2014;324,00;0,17;0,00;0,00;0,00;0,00;0,62;0,00;0,05;0,00;9,98;4,28;0,18;7
387;2013;0,08;1,26;2015;129,00;0,50;0,12;0,00;0,13;0,00;0,10;0,10;0,05;0,00;10,01;3,81;0,14;7
387;2014;0,09;1,25;2016;248,00;0,31;0,00;0,06;0,00;0,00;0,10;0,10;0,05;0,00;10,00;2,86;0,15;7
388;2012;0,03;1,48;2014;183,00;0,36;0,08;0,19;0,17;0,35;0,22;0,10;0,05;0,05;10,10;1,14;0,05;4
388;2013;0,04;1,55;2015;152,00;0,45;0,01;0,03;0,03;0,05;0,14;0,10;0,05;0,05;10,16;0,80;0,07;4
388;2014;0,13;1,69;2016;151,00;0,43;0,01;0,02;0,03;0,03;0,14;0,10;0,05;0,05;10,13;1,02;0,24;4
389;2012;0,04;1,20;2014;31,00;0,62;0,39;0,62;0,36;0,20;0,91;0,10;0,05;0,05;9,98;2,08;0,09;1
389;2013;0,04;1,43;2015;114,00;0,53;0,06;0,08;0,04;0,02;0,12;0,10;0,05;0,05;9,99;2,84;0,09;1
389;2014;0,05;1,57;2016;80,00;0,58;0,08;0,09;0,05;0,04;0,12;0,10;0,05;0,05;9,99;3,82;0,10;1
390;2012;0,06;0,94;2014;322,00;0,18;0,00;0,00;0,00;0,00;0,87;0,00;0,00;0,00;9,80;0,22;0,22;3
390;2013;0,08;1,42;2015;494,00;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;9,86;0,23;0,28;3
390;2014;0,06;1,22;2016;496,00;0,03;0,00;0,02;0,00;0,00;0,01;0,00;0,00;0,00;9,94;0,33;0,21;3
391;2012;0,03;0,75;2014;171,00;0,38;0,11;0,16;0,00;0,15;0,57;0,10;0,05;0,05;10,49;1,14;0,09;11
391;2013;0,03;0,75;2015;194,00;0,40;0,02;0,04;0,00;0,02;0,11;0,10;0,05;0,05;10,53;1,14;0,09;11
391;2014;0,03;0,82;2016;180,00;0,39;0,02;0,04;0,00;0,02;0,11;0,10;0,05;0,05;10,57;1,13;0,09;11
392;2012;0,11;1,81;2014;123,00;0,45;0,70;0,61;0,00;0,00;1,00;0,00;0,05;0,00;9,66;0,33;0,22;7
392;2013;0,12;2,14;2015;207,00;0,38;0,00;0,10;0,00;0,00;0,13;0,10;0,05;0,00;9,70;0,31;0,26;7
392;2014;0,13;1,97;2016;169,00;0,40;0,00;0,12;0,00;0,00;0,13;0,10;0,05;0,00;9,69;0,37;0,28;7
393;2012;0,13;1,19;2014;103,00;0,47;0,29;0,50;0,56;0,41;0,04;0,10;0,05;0,05;11,52;0,05;0,10;3
393;2013;0,09;1,32;2015;72,00;0,58;0,05;0,08;0,10;0,14;0,02;0,10;0,05;0,05;11,54;0,04;0,08;3
393;2014;0,09;1,18;2016;75,00;0,59;0,06;0,09;0,09;0,13;0,02;0,10;0,05;0,05;11,54;0,07;0,08;3
394;2012;0,04;0,36;2014;101,00;0,48;0,31;0,37;0,34;0,04;0,84;0,10;0,05;0,00;10,48;0,56;0,05;7
394;2013;0,03;0,49;2015;75,00;0,58;0,04;0,07;0,07;0,03;0,16;0,10;0,05;0,05;10,46;0,59;0,05;7
