"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"842","ORCL",2014,281,"Information Technology",7,"ORCL_quarterly_financial_data.xls","oracle corp","oracle corporation","oracle corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,0.058611548912267,0,-6e-04,0.058611548912267,-6e-04,1.0302041092227,0.0592296713778006,-0.000618122465533617,2015,193,0.4,0,0.07,0,0,0.18,1,1,0
"843","ORCL",2015,281,"Information Technology",7,"ORCL_quarterly_financial_data.xls","oracle corp","oracle corporation","oracle corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,-0.0646581179178422,1e-04,-0.0216,-0.0647581179178422,-0.0217,1.1400580705272,-0.0400188577874019,-0.0246392601304403,2016,10,0.76,0.08,0.06,0.1,0.14,0.18,1,1,1
"844","ORLY",2013,282,"Consumer Discretionary",1,"ORLY_quarterly_financial_data.xls","o'reilly automotive","o'reilly automotive inc","o'reilly automotive inc",106364924,106364924,1,6067208000,2835201000,4100887000,2423010000,1966321000,0,0,774891000,1396141000,1621234000,152347000,152347000,1.43,1.4,0,188178000,-94249000,-225619000,-131690000,231318000,95740000,128.07,135.19,120.96,0.3318,0.111,18.49,6.75,22.2,0,0,0.71,0.3241,0.1008,1.1,0.87,1.1701,2.41,NA,NA,NA,NA,NA,NA,NA,NA,2014,435,0,0,0,0,0,0,0,0,0
"845","ORLY",2014,282,"Consumer Discretionary",1,"ORLY_quarterly_financial_data.xls","o'reilly automotive","o'reilly automotive inc","o'reilly automotive inc",101648745,101648745,1,6540301000,3066978000,4521883000,2830556000,2018418000,0,0,771292000,1396615000,1764178000,181678000,181678000,1.78,1.76,0,207476000,-111319000,-143880000,-47723000,250560000,112254000,172,195.48,148.53,0.3761,0.1199,19.86,8.83,24.64,0,0,0.6919,0.3086,0.1078,1.11,0.94,1.0835,3.17,NA,NA,NA,NA,NA,NA,NA,NA,2015,428,0.1,0,0,0,0,0.1,0,0,0
"846","ORLY",2015,282,"Consumer Discretionary",1,"ORLY_quarterly_financial_data.xls","o'reilly automotive","o'reilly automotive inc","o'reilly automotive inc",97189417,97189417,1,6676684000,3010026000,4715370000,3046398000,1961314000,0,0,769544000,1390018000,1949052000,218576000,218576000,2.23,2.18,0,218754000,-115939000,-263430000,-160615000,116301000,116985000,261.77,276.26,247.29,0.4612,0.1384,20.18,12.9,29.92,0,0,0.7087,0.2938,0.1169,1.18,1.05,0.9881,3.92,NA,NA,NA,NA,NA,NA,NA,NA,2016,423,0.16,0,0.06,0,0,0.1,0,0,0
"847","OXY",2013,283,"Energy",3,"OXY_quarterly_financial_data.xls","occidental petroleum","occidental petroleum corporation","occidental petroleum corp",794747955,794747955,1,6.9443e+10,1.1323e+10,2.6071e+10,8.434e+09,4.3126e+10,2.46e+08,0,0,6.939e+09,6.172e+09,1.643e+09,1.639e+09,2.05,2.04,0.64,3.141e+09,-1.573e+09,-1.946e+09,-3.78e+08,3.393e+09,2.486e+09,94.78,99.42,90.13,0.1398,0.0868,54.26,1.79,16.63,18.01,0.349,0.1609,0.621,0.2409,0.36,0.82,1.3425,1.1,0.00864866520536454,0,0.0281,0.00864866520536454,0.0281,0.832132420952338,-0.0147342558233962,0.0233829210287607,2014,120,0.45,0.1,0.15,0.74,0.48,0.17,1,1,1
"848","OXY",2014,283,"Energy",3,"OXY_quarterly_financial_data.xls","occidental petroleum","occidental petroleum corporation","occidental petroleum corp",770550364,770550364,1,5.6259e+10,1.3873e+10,2.13e+10,8.244e+09,3.4959e+10,0,0,0,6.838e+09,9.53e+08,-3.413e+09,-3.405e+09,-4.4,-4.4,0.72,2.866e+09,-1.64e+09,-3.34e+08,8.92e+08,3.789e+09,1.405e+09,84.73,97.14,72.32,0.015,0.0092,45.37,1.51,11.83,20.89,3.6365,0.1956,0.6214,0.0319,0.29,1.9,1.6828,1.13,0.0605109501190039,0,-6e-04,0.0605109501190039,-6e-04,1.39423203721615,0.0613474893413336,-0.000836539222329692,2015,242,0.35,0.02,0.03,0.01,0.07,0.02,1,1,1
"849","OXY",2015,283,"Energy",3,"OXY_quarterly_financial_data.xls","occidental petroleum","occidental petroleum corporation","occidental petroleum corp",763845316,763845316,1,4.3437e+10,9.402e+09,1.9087e+10,6.842e+09,2.435e+10,0,0,0,6.883e+09,2.676e+09,-5.178e+09,-5.178e+09,-6.79,-6.79,0.75,9.65e+08,-3.05e+08,-6e+06,6.54e+08,3.201e+09,1.08e+09,71.13,77.37,64.89,-0.2573,-0.1556,31.88,1.82,NA,23.86,NA,0.2827,0.5606,NA,0.25,-0.15,1.3742,1.29,-0.100668466285031,1e-04,-0.0216,-0.100768466285031,-0.0217,0.584901134742708,-0.0880761116611139,-0.0125923546239168,2016,296,0.25,0,0.03,0,0,0.03,1,1,1
"850","PAA",2013,284,"Energy",3,NA,"plains all american pipeline","plains all american pipeline lp","plains all american pipeline lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.00387077433850575,0,0.0281,0.00387077433850575,0.0281,0.97475380155819,-0.0235198074852794,0.0273905818237851,2014,391,0.11,0,0,0,0,0.55,0,0,0
"851","PAA",2014,284,"Energy",3,NA,"plains all american pipeline","plains all american pipeline lp","plains all american pipeline lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,-0.00252993052693392,0,-6e-04,-0.00252993052693392,-6e-04,0.701615256483255,-0.00210896137304396,-0.000420969153889953,2015,479,0.05,0,0,0,0,0.05,0,0,0
"852","PAA",2015,284,"Energy",3,NA,"plains all american pipeline","plains all american pipeline lp","plains all american pipeline lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-0.0702041956052244,1e-04,-0.0216,-0.0703041956052244,-0.0217,1.28368964870731,-0.0424481302282759,-0.0277560653769485,2016,489,0.05,0,0,0,0,0.05,0,0,0
"853","PAYX",2013,285,"Information Technology",7,"PAYX_quarterly_financial_data.xls","paychex","paychex inc","paychex inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403370619583206,0,0.0281,0.0403370619583206,0.0281,1.06340203906932,0.0104554646604727,0.0298815972978479,2014,435,0,0,0,0,0,0,0,0,0
"854","PAYX",2014,285,"Information Technology",7,"PAYX_quarterly_financial_data.xls","paychex","paychex inc","paychex inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0265029837133023,0,-6e-04,-0.0265029837133023,-6e-04,0.587958385341104,-0.0261502086820976,-0.000352775031204662,2015,364,0.16,0,0,0,0,0.16,0,0,0
"855","PAYX",2015,285,"Information Technology",7,"PAYX_quarterly_financial_data.xls","paychex","paychex inc","paychex inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0253887262498463,1e-04,-0.0216,-0.0254887262498463,-0.0217,0.876979275826057,-0.00645827596442088,-0.0189304502854254,2016,329,0.22,0,0.06,0,0,0.16,0,0,0
"856","PCAR",2013,286,"Industrials",6,"PCAR_quarterly_financial_data.xls","paccar","paccar inc","paccar inc",354402609,354402609,1,20725500000,NA,14091200000,NA,6634300000,0,0,144600000,1.5e+08,4598900000,334200000,334200000,0.95,0.94,1.1,675400000,-686900000,53900000,39700000,1750100000,388900000,56.51,59.35,53.67,0.1861,0.0593,18.72,3.09,18.35,16.65,0.5141,0.0226,0.3201,0.0684,0.87,0.81,NA,0.88,0.0476192904762915,0,0.0281,0.0476192904762915,0.0281,0.977523878433521,0.0201508694923096,0.0274684209839819,2014,435,0,0,0,0,0,0,0,0,0
"857","PCAR",2014,286,"Industrials",6,"PCAR_quarterly_financial_data.xls","paccar","paccar inc","paccar inc",354515811,354515811,1,20618800000,NA,13865600000,NA,6753200000,0,0,128600000,0,5119100000,394300000,394300000,1.11,1.11,1.22,5.22e+08,-449600000,55300000,89200000,1737600000,323200000,63.25,71.15,55.34,0.1945,0.0654,19.05,3.13,17.33,18.51,0.4853,0,0.3275,0.0715,0.91,0.56,NA,1.02,0.0295407302917522,0,-6e-04,0.0295407302917522,-6e-04,2.0364608119212,0.0307626067789049,-0.00122187648715272,2015,267,0.3,0,0.08,0,0,0.07,1,0,1
"858","PCAR",2015,286,"Industrials",6,"PCAR_quarterly_financial_data.xls","paccar","paccar inc","paccar inc",351358497,351358497,1,21109800000,NA,14169400000,NA,6940400000,0,0,105600000,0,4355300000,347200000,347200000,0.98,0.98,1.64,704800000,-573200000,-221400000,-109700000,2016400000,335800000,50.55,56.05,45.04,0.2272,0.076,19.75,2.43,10.89,20.83,0.5095,0,0.3288,0.0839,0.91,1.05,NA,0.67,-0.0621760874083238,1e-04,-0.0216,-0.0622760874083238,-0.0217,1.18279897240116,-0.0366093497072185,-0.0255667377011053,2016,253,0.3,0,0.08,0,0,0.07,1,0,1
"859","PCG",2013,287,"Utilities",11,"PCG_quarterly_financial_data.xls","pg&e","pg&e corporation","pg&e corp",457663407,457663407,1,5.5605e+10,5.977e+09,4.1011e+10,7.493e+09,1.4342e+10,2.52e+08,0,0,1.2717e+10,3.975e+09,9e+07,8.6e+07,0.19,0.19,0.44,5.94e+08,-1.294e+09,7.15e+08,1.5e+07,2.96e+08,1.326e+09,41.41,42.75,40.07,0.0584,0.0152,31.34,1.33,25.56,19.31,1.0027,0.8867,0.2579,0.0522,0.29,-1.6,0.7977,0.59,0.00904931398491103,0,0.0281,0.00904931398491103,0.0281,0.895979299324131,-0.0161277043260971,0.0251770183110081,2014,111,0.46,0.68,0.44,0.04,0.26,0.26,1,1,1
"860","PCG",2014,287,"Utilities",11,"PCG_quarterly_financial_data.xls","pg&e","pg&e corporation","pg&e corp",476399910,476399910,1,6.0127e+10,6.389e+09,4.4127e+10,5.92e+09,1.5748e+10,2.52e+08,0,0,1.505e+10,4.308e+09,1.35e+08,1.31e+08,0.28,0.28,0.44,7.2e+08,-1.253e+09,5.45e+08,1.2e+07,1.51e+08,1.269e+09,42.16,44.73,39.6,0.0938,0.0251,33.06,1.27,14.24,21.13,0.598,0.9557,0.2619,0.084,0.3,-1.15,1.0792,0.66,0.0611651197782244,0,-6e-04,0.0611651197782244,-6e-04,0.748820640289893,0.0616144121623983,-0.000449292384173936,2015,42,0.64,0.08,0.11,0.03,0.1,0.12,1,1,1
"861","PCG",2015,287,"Utilities",11,"PCG_quarterly_financial_data.xls","pg&e","pg&e corporation","pg&e corp",492830471,492830471,1,6.3339e+10,5.822e+09,4.6511e+10,6.363e+09,1.6576e+10,2.52e+08,0,0,1.603e+10,4.167e+09,1.38e+08,1.34e+08,0.28,0.27,0.44,8.11e+08,-1.477e+09,6.35e+08,-3.1e+07,1.23e+08,1.511e+09,53.08,54.5,51.65,0.0539,0.0144,33.63,1.57,29.49,22.95,1.0125,0.9671,0.2617,0.0519,0.27,-1.42,0.915,0.67,0.0171507783435246,1e-04,-0.0216,0.0170507783435246,-0.0217,-0.276336811014488,0.0110542695445102,0.00609650879901439,2016,15,0.73,0.14,0.11,0.06,0.1,0.12,1,1,1
"862","PCLN",2013,288,"Consumer Discretionary",1,"PCLN_quarterly_financial_data.xls","pricelinecom","the priceline group inc","priceline group inc",52142345,52142345,1,10444460000,7480941000,3534731000,1381745000,6909729000,0,0,2787897000,1742047000,1541153000,378077000,378077000,7.32,7.11,0,554473000,39126000,-405492000,193900000,1289994000,27487000,1085.58,1198.75,972.4,0.327,0.2013,132.52,8.73,31.49,0,0,0.2521,0.6616,0.2786,0.72,10.11,5.4141,NA,-0.0254224851426504,0,0.0281,-0.0254224851426504,0.0281,0.336659179490851,-0.0348826080863433,0.00946012294369291,2014,311,0.18,0,0,0,0,0.91,0,0,0
"863","PCLN",2014,288,"Consumer Discretionary",1,"PCLN_quarterly_financial_data.xls","pricelinecom","the priceline group inc","priceline group inc",51939191,51939191,1,14940563000,5267374000,6373869000,1379991000,8566694000,0,0,5661235000,3849756000,1840097000,451831000,451831000,8.65,8.5,0,755280000,-2066134000,-496174000,-1895073000,3148651000,40779000,1123.14,1229,1017.28,0.2996,0.1844,164.94,6.73,25.36,0,0,0.4494,0.5734,0.2869,0.64,13.76,3.817,NA,-0.0173713121915369,0,-6e-04,-0.0173713121915369,-6e-04,1.27191552932413,-0.0166081628739424,-0.000763149317594479,2015,402,0.13,0,0,0,0,0.13,0,0,0
"864","PCLN",2015,288,"Consumer Discretionary",1,"PCLN_quarterly_financial_data.xls","pricelinecom","the priceline group inc","priceline group inc",49616595,49616595,1,17420575000,3553237000,8625106000,1439310000,8795469000,0,0,5542533000,6158443000,1999995000,504269000,504269000,10.15,9.98,0,881072000,-1220479000,-20801000,-364393000,1477265000,47278000,1344.26,1476.52,1212,0.2957,0.1503,177.27,7.85,27.95,0,0,0.7002,0.5049,0.2766,0.54,16.8,2.4687,NA,0.020683815085492,1e-04,-0.0216,0.020583815085492,-0.0217,1.75792951522665,0.0587308855659102,-0.0380470704804183,2016,347,0.21,0,0.08,0,0,0.13,0,0,0
"865","PEG",2013,289,"Utilities",11,"PEG_quarterly_financial_data.xls","public service enterprise group","public service enterprise group incorporated","public service enterprise group inc",506164959,506164959,1,3.2522e+10,3.614e+09,2.0913e+10,3.063e+09,1.1608e+10,1e+06,0,4.9e+07,7.862e+09,2.318e+09,2e+08,2e+08,0.4,0.39,0.36,7.23e+08,-7.13e+08,3.5e+07,4.5e+07,4.93e+08,7.01e+08,32.98,34.32,31.65,0.1105,0.0386,22.93,1.47,13.19,23.53,0.5862,0.6773,0.3569,0.1247,0.31,0.04,1.1799,0.72,-0.00907472307098812,0,0.0281,-0.00907472307098812,0.0281,0.533313528810873,-0.0240608332305736,0.0149861101595855,2014,188,0.35,0,0.36,0,0,0.73,1,0,1
"866","PEG",2014,289,"Utilities",11,"PEG_quarterly_financial_data.xls","public service enterprise group","public service enterprise group incorporated","public service enterprise group inc",506179029,506179029,1,3.5333e+10,4.119e+09,2.3147e+10,3.478e+09,1.2185e+10,1e+06,0,1e+08,8.261e+09,2.773e+09,4.76e+08,4.76e+08,0.94,0.94,0.37,6.24e+08,-9.04e+08,-2.1e+07,-3.01e+08,4.02e+08,8.73e+08,40.07,43.77,36.37,0.1267,0.0445,24.07,1.68,16.42,25.01,0.4933,0.678,0.3449,0.1394,0.32,-0.49,1.1843,0.81,0.000185525766618278,0,-6e-04,0.000185525766618278,-6e-04,1.27475139569208,0.000950376604033525,-0.000764850837415247,2015,292,0.27,0,0,0,0,0.12,1,0,1
"867","PEG",2015,289,"Utilities",11,"PEG_quarterly_financial_data.xls","public service enterprise group","public service enterprise group incorporated","public service enterprise group inc",506435137,506435137,1,3.7535e+10,3.494e+09,2.4468e+10,3.575e+09,1.3066e+10,1e+06,0,1.18e+08,8.834e+09,2.278e+09,3.09e+08,3.09e+08,0.61,0.6,0.39,6.91e+08,-1.101e+09,5.33e+08,1.23e+08,3.94e+08,1.079e+09,40.49,44.18,36.8,0.131,0.046,25.8,1.58,11.12,26.57,0.4702,0.6761,0.3481,0.1612,0.29,-0.77,0.9773,0.76,-0.000394350766688618,1e-04,-0.0216,-0.000494350766688618,-0.0217,-0.0675082954007577,-0.00195928077688506,0.00156493001019644,2016,244,0.31,0,0.04,0,0,0.12,1,0,1
"868","PEP",2013,290,"Consumer Staples",2,"PEP_quarterly_financial_data.xls","pepsico","pepsico inc","pepsico inc",1522465786,1522465786,1,7.7478e+10,2.2203e+10,5.3089e+10,1.7839e+10,2.4279e+10,1.1e+08,-1.3e+08,3.2652e+10,2.4333e+10,2.0118e+10,1.742e+09,1.739e+09,1.14,1.12,0.57,3.026e+09,-1.247e+09,-1.654e+09,1.71e+08,9.375e+09,1.24e+09,82.7,86.73,78.67,0.2924,0.088,16.03,5.66,19.41,24.04,0.5117,0.9969,0.315,0.1014,0.87,1.17,1.2446,1.9,-0.0113654225208559,0,0.0281,-0.0113654225208559,0.0281,0.682924359216786,-0.0305555970148476,0.0191901744939917,2014,163,0.39,0.29,0.32,0.36,0.13,0.12,1,1,1
"869","PEP",2014,290,"Consumer Staples",2,"PEP_quarterly_financial_data.xls","pepsico","pepsico inc","pepsico inc",1482368514,1482368514,1,7.0509e+10,2.0663e+10,5.2961e+10,1.8092e+10,1.7438e+10,1.1e+08,-1.4e+08,2.9053e+10,3.3792e+10,1.9948e+10,1.311e+09,1.307e+09,0.88,0.87,0.66,3.813e+09,1.741e+09,-6.237e+09,-1.148e+09,6.134e+09,1.264e+09,95.26,100.7,89.82,0.298,0.0843,11.86,6.14,21.08,26.58,0.5853,1.9224,0.2493,0.0975,0.86,1.72,1.1421,2.3,-0.0503892200500078,0,-6e-04,-0.0503892200500078,-6e-04,0.631353725618881,-0.0500104078146365,-0.000378812235371328,2015,137,0.49,0.02,0.04,0.08,0.08,0.07,1,1,1
"870","PEP",2015,290,"Consumer Staples",2,"PEP_quarterly_financial_data.xls","pepsico","pepsico inc","pepsico inc",1445412743,1445412743,1,6.9667e+10,2.3031e+10,5.7637e+10,1.7578e+10,1.1923e+10,1.07e+08,-1.45e+08,2.7258e+10,2.9213e+10,1.8585e+10,1.718e+09,1.716e+09,1.19,1.17,0.7,3.805e+09,-2.263e+09,-1.07e+09,3.98e+08,9.096e+09,1.272e+09,96.94,103.44,90.43,0.3746,0.0775,8.35,10.38,28.77,29.34,0.7407,2.4207,0.1732,0.0864,0.9,1.75,1.3102,2.42,0.00457649632875398,1e-04,-0.0216,0.00447649632875398,-0.0217,0.74272839706482,0.0205937025450606,-0.0160172062163066,2016,114,0.5,0.03,0.03,0.08,0.07,0.08,1,1,1
"871","PFE",2013,291,"Health Care",5,"PFE_quarterly_financial_data.xls","pfizer","pfizer inc","pfizer inc",6382925343,6382925343,1,1.72101e+11,5.6244e+10,9.5481e+10,2.3366e+10,7.6307e+10,3.13e+08,3.3e+07,8.1904e+10,3.0462e+10,1.2468e+10,2.568e+09,2.567e+09,0.41,0.39,0.24,5.786e+09,8e+07,-5.744e+09,1.31e+08,2.183e+09,6.76e+08,30.26,32.5,28.02,0.2794,0.1232,11.95,2.52,8.41,12.89,0.2899,0.3994,0.4432,0.4265,0.29,0.8,2.4071,1.13,-0.0352826265747387,0,0.0281,-0.0352826265747387,0.0281,1.01712100159221,-0.0638637267194798,0.0285811001447411,2014,144,0.41,0.4,0.34,0.28,0.25,0.1,1,1,1
"872","PFE",2014,291,"Health Care",5,"PFE_quarterly_financial_data.xls","pfizer","pfizer inc","pfizer inc",6128855392,6128855392,1,1.69274e+11,5.7702e+10,9.7652e+10,2.1631e+10,7.1301e+10,3.21e+08,2.9e+07,7.7235e+10,3.1541e+10,1.3118e+10,1.228e+09,1.228e+09,0.2,0.19,0.26,5.399e+09,-1.514e+09,-2.926e+09,9.06e+08,3.343e+09,3.96e+08,30.31,33.12,27.51,0.1204,0.0533,11.63,2.45,18.71,13.93,0.7159,0.4425,0.421,0.1841,0.29,0.82,2.6676,1.16,0,0,-6e-04,0,-6e-04,0.666646845621533,0.000399988107372919,-0.000399988107372919,2015,118,0.52,0.04,0.06,0.03,0.04,0.14,1,1,1
"873","PFE",2015,291,"Health Care",5,"PFE_quarterly_financial_data.xls","pfizer","pfizer inc","pfizer inc",6184139991,6184139991,1,1.6746e+11,4.3804e+10,1.02463e+11,2.9399e+10,6.4719e+10,2.78e+08,2.6e+07,8.8598e+10,2.8818e+10,1.4047e+10,-1.72e+08,-1.72e+08,-0.03,-0.03,0.28,4.713e+09,-2.224e+09,-1.109e+09,5.42e+08,3.641e+09,6.62e+08,33.36,36.07,30.64,0.1048,0.0422,10.46,3.08,25.08,15.05,0.9931,0.4455,0.3863,0.1425,0.3,0.66,1.49,1.28,-0.0150657815527464,1e-04,-0.0216,-0.0151657815527464,-0.0217,1.2607866745188,0.0121932892843114,-0.0272590708370579,2016,57,0.62,0.09,0.06,0.09,0.04,0.14,1,1,1
"874","PFG",2013,292,"Financials",4,"PFG_quarterly_financial_data.xls","principal financial group","principal financial group inc","principal financial group inc",295521829,295521829,1,208191400000,NA,198167200000,NA,9684200000,3.4e+08,4e+05,2559300000,0,2672600000,241700000,233400000,0.79,0.77,0.26,823300000,206500000,-365100000,664700000,2371800000,63300000,46.21,50.97,41.45,0.0926,0.0045,32.77,1.47,15.88,7.56,0.328,0,0.0465,0.0947,0.05,2.57,NA,0.07,-0.0211490965689277,0,0.0281,-0.0211490965689277,0.0281,1.93480917318422,-0.0755172343354043,0.0543681377664766,2014,149,0.4,0.08,0.18,0,0,0.82,1,1,1
"875","PFG",2014,292,"Financials",4,"PFG_quarterly_financial_data.xls","principal financial group","principal financial group inc","principal financial group inc",294110248,294110248,1,2.19087e+11,NA,2.08797e+11,NA,1.0184e+10,1.06e+08,4e+05,2330900000,0,2.908e+09,278700000,270400000,0.92,0.9,0.34,905300000,-345400000,33200000,593100000,1863900000,53400000,50.4,54.31,46.49,0.1087,0.0053,34.63,1.43,14.32,8.84,0.3387,0,0.0465,0.106,0.05,2.9,NA,0.07,-0.0188846899413196,0,-6e-04,-0.0188846899413196,-6e-04,1.73399309458596,-0.0178442940845681,-0.00104039585675158,2015,148,0.46,0.02,0.03,0.01,0.04,0.16,1,1,1
"876","PFG",2015,292,"Financials",4,"PFG_quarterly_financial_data.xls","principal financial group","principal financial group inc","principal financial group inc",291625605,291625605,1,218685900000,NA,209222800000,NA,9311600000,151500000,0,2368200000,0,2.807e+09,253600000,253600000,0.86,0.85,0.38,1054100000,-1400800000,397300000,50600000,2564800000,106300000,47.92,52.21,43.64,0.1239,0.0056,31.93,1.46,11.66,10.34,0.3639,0,0.0426,0.1011,0.05,3.25,NA,0.06,-0.127131451144683,1e-04,-0.0216,-0.127231451144683,-0.0217,1.48405583383966,-0.0950274395503619,-0.0321040115943206,2016,132,0.46,0.02,0.03,0.02,0.03,0.16,1,1,1
"877","PG",2013,293,"Consumer Staples",2,"PG_quarterly_financial_data.xls","procter & gamble","the procter & gamble company","procter & gamble co",2711408161,2711408161,1,1.42927e+11,2.7467e+10,7.2789e+10,3.0727e+10,6.9378e+10,7.6e+08,1.125e+09,8.7888e+10,2.1517e+10,2.228e+10,3.428e+09,3.428e+09,1.24,1.18,0.602,3.299e+09,-9.5e+08,-1.666e+09,8.07e+08,6.929e+09,9.25e+08,80.51,85.82,75.2,0.1625,0.0775,25.17,3.27,20.43,22.52,0.5922,0.3153,0.4775,0.1286,0.6,0.88,0.8939,1.73,-0.0339346865006179,0,0.0281,-0.0339346865006179,0.0281,1.0382370288209,-0.0631091470104852,0.0291744605098673,2014,246,0.29,0.11,0.24,0.09,0.45,0.04,1,1,0
"878","PG",2014,293,"Consumer Staples",2,"PG_quarterly_financial_data.xls","procter & gamble","the procter & gamble company","procter & gamble co",2700509874,2700509874,1,1.36263e+11,3.3178e+10,7.1451e+10,3.4152e+10,6.4133e+10,6.79e+08,1.094e+09,7.6442e+10,1.8124e+10,2.0161e+10,2.372e+09,2.372e+09,0.85,0.82,0.644,3.435e+09,-1.311e+09,-1.29e+09,7.18e+08,8.204e+09,1.32e+08,87.73,93.89,81.57,0.1436,0.068,23.34,3.65,23.97,25.05,0.7209,0.2875,0.4626,0.1178,0.57,1.22,0.9715,1.95,0.00727201865502147,0,-6e-04,0.00727201865502147,-6e-04,0.795300139024678,0.00774919873843628,-0.000477180083414807,2015,110,0.53,0.04,0.07,0.04,0.11,0.12,1,1,0
"879","PG",2015,293,"Consumer Staples",2,"PG_quarterly_financial_data.xls","procter & gamble","the procter & gamble company","procter & gamble co",2704565560,2704565560,1,1.29143e+11,3.6347e+10,6.6841e+10,3.2053e+10,6.1628e+10,6.74e+08,1.062e+09,6.8652e+10,1.7595e+10,1.6915e+10,3.206e+09,3.142e+09,1.16,1.12,0.663,4.48e+09,-8.93e+08,-1.756e+09,1.698e+09,9.403e+09,6.49e+08,76.26,81.23,71.29,0.1355,0.0654,22.39,3.39,28.67,27.68,0.8603,0.2905,0.469,0.1206,0.53,1.42,1.134,1.77,0.0592718307290035,1e-04,-0.0216,0.0591718307290035,-0.0217,0.671381907822489,0.0737408181287516,-0.014468987399748,2016,165,0.41,0.04,0.05,0.05,0,0.12,1,1,0
"880","PGR",2013,294,"Financials",4,"PGR_quarterly_financial_data.xls","progressive","the progressive corporation","progressive corp",595282483,595282483,1,24408200000,NA,18218700000,NA,6189500000,0,0,0,0,4618800000,299800000,299800000,0.51,0.49,1.49,151900000,80600000,-258600000,-25800000,75100000,33500000,27.17,28.54,25.81,0.18,0.0484,10.4,2.4,14.69,7.19,0.7611,0,0.2536,0.0641,0.75,0.2,NA,0.6,-0.0239142287495281,0,0.0281,-0.0239142287495281,0.0281,0.734965427090903,-0.0445667572507825,0.0206525285012544,2014,295,0.22,0.32,0,0,0,0.85,0,0,0
"881","PGR",2014,294,"Financials",4,"PGR_quarterly_financial_data.xls","progressive","the progressive corporation","progressive corp",588932479,588932479,1,25787600000,NA,1.8859e+10,NA,6928600000,0,0,0,0,5176200000,370200000,370200000,0.63,0.62,0.69,68100000,-12300000,-36700000,17800000,108400000,33100000,25.84,27.52,24.16,0.1891,0.0505,11.76,2.2,12.79,7.88,0.3172,0,0.2687,0.0661,0.76,0.06,NA,0.56,-0.00921996575048654,0,-6e-04,-0.00921996575048654,-6e-04,1.94862992962621,-0.00805078779271082,-0.00116917795777572,2015,379,0.16,0,0,0,0,0.16,0,0,0
