"","Ticker","Year","X.x","Companies.x","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","Companies.y","TobinsQ","X.y","Date","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","Companies","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","X"
"2714","SRE",2013,5468,331,"Utilities",11,"SRE_quarterly_financial_data.xls","sempra energy","sempra energy","sempra energy",245089822,245089822,1,3.7244e+10,"3.997e+09",2.5414e+10,"4.369e+09",1.1008e+10,8.22e+08,2.2e+07,1.45e+09,1.1253e+10,"2705000000","282000000","282000000","1.16","1.12",0.63,"454000000","-788000000","181000000","-157000000",9.04e+08,7.95e+08,"88.78","93","84.55","0.0932","0.027",44.82,"1.99","21.87",22.34,"0.6151","1.0243","0.295","0.0948","0.28","-1.39","0.9149",331,0.9,18448,"2013-12-01",0.0218832528237077,0,0.0281,0.0218832528237077,0.0281,0.872356840287842,-0.00262997438838067,0.0245132272120884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","SRE",2014,5470,331,"Utilities",11,"SRE_quarterly_financial_data.xls","sempra energy","sempra energy","sempra energy",247303623,247303623,1,3.9732e+10,"4.184e+09",2.7652e+10,"5.069e+09",1.1326e+10,7.54e+08,0,1.346e+09,1.2167e+10,"2747000000","297000000","297000000","1.2","1.17",0.66,"500000000","-876000000","282000000","-97000000",5.7e+08,7.46e+08,"107.32","116.3","98.34","0.1034","0.0301",45.8,"2.33","23.43",24.98,"0.5599","1.0743","0.2851","0.1052","0.29","-0.99","0.8254",331,1.02,18457,"2014-12-01",0.00287844097290234,0,-6e-04,0.00287844097290234,-6e-04,0.594295768037387,0.00323501843372477,-0.000356577460822432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716","SRE",2015,5471,331,"Utilities",11,"SRE_quarterly_financial_data.xls","sempra energy","sempra energy","sempra energy",249215763,249215763,1,4.115e+10,"2.891e+09",2.8591e+10,"4.612e+09",1.1809e+10,7.5e+08,0,1.223e+09,1.3134e+10,"2701000000","369000000","369000000","1.48","1.47",0.7,"816000000","-906000000","-202000000","-294000000",4.03e+08,9.03e+08,"98.15","105.78","90.52","0.1157","0.0335",47.38,"2.1","19.36",27.78,"0.5152","1.1122","0.287","0.1319","0.25","-0.35","0.6268",331,0.93,18470,"2015-12-01",-0.0465579694476529,1e-04,-0.0216,-0.0466579694476529,-0.0217,0.481456363381265,-0.0362103663622795,-0.0103476030853735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","SRE",2016,5483,331,"Utilities",11,"SRE_quarterly_financial_data.xls","sempra energy","sempra energy","sempra energy",250543688,250543688,1,4.7786e+10,"3.11e+09",3.2545e+10,"5.927e+09",1.2951e+10,2.29e+09,0,2.912e+09,1.4429e+10,"2870000000","413000000","413000000","1.66","1.67",0.75,"628000000","-1454000000","665000000","-169000000",3.49e+08,1.125e+09,"101.19","109.42","92.95","0.1118","0.0308",51.69,"2.05","19.24",30.8,"0.551","1.1141","0.271","0.1345","0.23","-1.98","0.5247",331,0.89,18484,"2016-12-01",0.0158351964991134,3e-04,0.0185,0.0155351964991134,0.0182,0.0542872137818726,0.0145471692082833,0.00128802729083008,331,2014,96,0.48,0.31,0.59,0.48,0,0.89,0,1,1,NA
"2718","SRE",2017,5486,331,"Utilities",11,"SRE_quarterly_financial_data.xls","sempra energy","sempra energy","sempra energy",255324212,255324212,1,5.0454e+10,"3.341e+09",3.2884e+10,"6.635e+09",1.267e+10,4.9e+09,0,2.993e+09,1.6445e+10,"2964000000","-490000000","-490000000","-1.98","-1.98",0.82,"915000000","-1440000000","626000000","99000000",3.64e+08,1.064e+09,"114","122.97","105.03","0.0195","0.0052",49.62,"2.16","24.41",34.09,"3.2402","1.2979","0.2511","0.0228","0.23","-0.58","0.5035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,2015,133,0.5,0,0.09,0.09,0,0.11,1,1,1,NA
"2719","SRE",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,2016,111,0.51,0,0.1,0.12,0,0.1,1,1,1,NA
"2720","STI",2012,5504,332,"Financials",4,"STI_quarterly_financial_data.xls","suntrust banks","suntrust banks inc","suntrust banks inc",538941296,538941296,1,1.73442e+11,"None",1.52457e+11,"None",2.0871e+10,1.14e+08,7.25e+08,7.325e+09,0,"2261000000","356000000","350000000","0.66","0.65",0.05,"1064000000","824000000","762000000","2650000000",8.257e+09,3.8e+07,"27.97","30.64","25.3","0.0963","0.0111",37.38,"0.75","9.11",24.46,"0.0558","0","0.1162","0.1843","0.06","1.9","None",332,0.12,18493,"2012-12-01",0.0432502269003559,1e-04,0.0119,0.0431502269003559,0.0118,1.7824147404826,0.0221177329626613,0.0211324939376946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721","STI",2013,5508,332,"Financials",4,"STI_quarterly_financial_data.xls","suntrust banks","suntrust banks inc","suntrust banks inc",534671799,534671799,1,1.75335e+11,"None",1.53913e+11,"None",2.1303e+10,1.19e+08,7.25e+08,7.703e+09,0,"2026000000","426000000","413000000","0.78","0.77",0.1,"1626000000","-3902000000","3253000000","977000000",5.263e+09,9.6e+07,"34.48","36.99","31.97","0.0638","0.0078",38.49,"0.91","15.06",24.81,"0.1448","0","0.1174","0.1608","0.05","2.86","None",332,0.19,18501,"2013-12-01",0.0158819287553265,0,0.0281,0.0158819287553265,0.0281,1.4430625286285,-0.0246681282991343,0.0405500570544608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","STI",2014,5507,332,"Financials",4,"STI_quarterly_financial_data.xls","suntrust banks","suntrust banks inc","suntrust banks inc",522938524,522938524,1,1.90328e+11,"None",1.67323e+11,"None",2.2897e+10,1.08e+08,1.225e+09,7.556e+09,0,"2007000000","406000000","379000000","0.72","0.72",0.2,"-1745000000","-1514000000","3163000000","-96000000",8.229e+09,5.1e+07,"38.52","43.06","33.97","0.0806","0.0096",41.44,"0.94","11.74",25.51,"0.2139","0","0.1139","0.211","0.04","-3.43","None",332,0.18,18518,"2014-12-01",0.0643157565943339,0,-6e-04,0.0643157565943339,-6e-04,0.444921275354054,0.0645827093595463,-0.000266952765212433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","STI",2015,5511,332,"Financials",4,"STI_quarterly_financial_data.xls","suntrust banks","suntrust banks inc","suntrust banks inc",504998347,504998347,1,1.90817e+11,"None",1.6738e+11,"None",2.3329e+10,1.08e+08,1.225e+09,7.662e+09,0,"2012000000","484000000","467000000","0.92","0.91",0.24,"1491000000","-4697000000","3889000000","683000000",5.599e+09,1.12e+08,"41.02","45.24","36.79","0.084","0.0102",43.77,"0.93","12.1",26.43,"0.2523","0","0.1158","0.2319","0.04","2.73","None",332,0.15,18530,"2015-12-01",-0.0134476553496282,1e-04,-0.0216,-0.0135476553496282,-0.0217,1.30397545459344,0.0147486120150495,-0.0281962673646776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","STI",2016,5510,332,"Financials",4,"STI_quarterly_financial_data.xls","suntrust banks","suntrust banks inc","suntrust banks inc",491412870,491412870,1,2.04875e+11,"None",1.81257e+11,"None",2.3515e+10,1.03e+08,1.225e+09,7.994e+09,1.1748e+10,"2158000000","465000000","449000000","0.91","0.91",0.26,"-99000000","-4154000000","936000000","-3317000000",6.423e+09,9.5e+07,"49.94","56.48","43.41","0.0794","0.0094",45.36,"1.06","13.87",27.43,"0.2731","0.5271","0.1088","0.2105","0.04","-0.39","None",332,0.17,18538,"2016-12-01",0.0543204573123383,3e-04,0.0185,0.0540204573123383,0.0182,1.94775320178781,0.0185713490398001,0.0357491082725382,332,2014,369,0.13,0,0,0,0,0.65,0,0,0,NA
"2725","STI",2017,5509,332,"Financials",4,"STI_quarterly_financial_data.xls","suntrust banks","suntrust banks inc","suntrust banks inc",468300176,468300176,1,2.05962e+11,"None",1.80808e+11,"None",2.5051e+10,1.03e+08,2.475e+09,8.122e+09,9.785e+09,"2268000000","739000000","711000000","1.51","1.52",0.4,"3419000000","-827000000","-3958000000","-1366000000",6.912e+09,1.77e+08,"61.46","66.62","56.3","0.0973","0.011",48.21,"1.3","15.72",28.75,"0.2883","0.4334","0.1096","0.2425","0.04","6.92","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,2015,428,0.1,0,0,0,0,0.1,0,0,0,NA
"2726","STI",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,2016,454,0.13,0,0.03,0,0,0.1,0,0,0,NA
"2727","STJ",2012,5515,333,"Health Care",5,"STJ_quarterly_financial_data.xls","st jude medical","st jude medical inc","st jude medical inc",282871216,282871216,1,9.271e+09,"3.551e+09",5.177e+09,"1775000000",4.094e+09,0,0,3.765e+09,2.55e+09,"1372000000","120000000","120000000","0.39","0.38",0.23,"396000000","-116000000","-136000000","143000000",1.194e+09,9.2e+07,"37","43.76","30.25","0.1691","0.0821",14.47,"2.4","15.42",1.81,"0.3728","0.6229","0.4416","0.1367","0.6","1.07","2.0006",333,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","STJ",2013,5513,333,"Health Care",5,"STJ_quarterly_financial_data.xls","st jude medical","st jude medical inc","st jude medical inc",283804872,283804872,1,1.0248e+10,"3.91e+09",5.844e+09,"1380000000",4.231e+09,1.73e+08,0,4.435e+09,3.518e+09,"1422000000","123000000","123000000","0.42","0.41",0.25,"290000000","-175000000","13000000","128000000",1.373e+09,5.1e+07,"57.47","63.15","51.79","0.1799","0.0741",14.91,"3.94","23.36",2.81,"0.3963","0.8315","0.4129","0.1314","0.56","0.84","2.8333",333,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","STJ",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","STJ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","STJ",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,2014,249,0.29,0.33,0.35,0.5,0,0.55,0,0,0,NA
"2732","STJ",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,2015,169,0.42,0.12,0.07,0.08,0,0.15,0,0,0,NA
"2733","STJ",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,2016,163,0.41,0.09,0.07,0.11,0,0.15,0,0,0,NA
"2734","STT",2012,5539,334,"Financials",4,"STT_quarterly_financial_data.xls","state street","state street corporation","state street corp",456881022,456881022,1,2.22582e+11,"None",2.01713e+11,"None",2.0869e+10,0,4.89e+08,8.516e+09,0,"2449000000","470000000","468000000","1","1.01",0.24,"2230000000","-24073000000","18001000000","-3842000000",2.59e+09,1.01e+08,"44.2","47.3","41.09","0.1013","0.0101",44.61,"1.01","11.19",8.83,"0.2246","0","0.0916","0.2092","0.05","4.66","None",334,-0.1,18548,"2012-12-01",0.0614154099175616,1e-04,0.0119,0.0613154099175616,0.0118,1.14564856123707,0.0477967568949642,0.0136186530225974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735","STT",2013,5549,334,"Financials",4,"STT_quarterly_financial_data.xls","state street","state street corporation","state street corp",431634583,431634583,1,2.43291e+11,"None",2.22913e+11,"None",2.0378e+10,0,4.91e+08,8.396e+09,0,"2464000000","553000000","545000000","1.25","1.23",0.26,"-924000000","-25515000000","25763000000","-676000000",3.22e+09,1.29e+08,"68.94","73.63","64.25","0.1054","0.0094",46.07,"1.52","15.67",9.87,"0.2193","0","0.0817","0.2127","0.04","-2.44","None",334,-0.1,18567,"2013-12-01",0.0142547917351728,0,0.0281,0.0142547917351728,0.0281,1.68686736340007,-0.033146181176369,0.0474009729115419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736","STT",2014,5553,334,"Financials",4,"STT_quarterly_financial_data.xls","state street","state street corporation","state street corp",412280622,412280622,1,2.74119e+11,"None",2.52646e+11,"None",2.1473e+10,0,1.961e+09,7.851e+09,0,"2630000000","492000000","473000000","1.13","1.12",0.3,"403000000","-4585000000","1891000000","-2291000000",1.855e+09,1.29e+08,"72.56","80.92","64.21","0.0987","0.0075",47.33,"1.52","15.5",11.03,"0.2473","0","0.0712","0.1916","0.04","0.66","None",334,-0.18,18573,"2014-12-01",0.0265670912768304,0,-6e-04,0.0265670912768304,-6e-04,0.475640042023604,0.0268524753020446,-0.000285384025214162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737","STT",2015,5554,334,"Financials",4,"STT_quarterly_financial_data.xls","state street","state street corporation","state street corp",400017186,400017186,1,2.45192e+11,"None",2.24057e+11,"None",2.1103e+10,3.2e+07,2.703e+09,7.439e+09,0,"2522000000","564000000","535000000","1.33","1.32",0.34,"3379000000","-4798000000","-1034000000","-2453000000",1.207e+09,1.6e+08,"69.69","75.4","63.97","0.0988","0.0074",46,"1.5","16.28",12.35,"0.2897","0","0.075","0.1784","0.04","8.05","None",334,-0.09,18589,"2015-12-01",-0.0845563922176313,1e-04,-0.0216,-0.0846563922176313,-0.0217,0.954466473384395,-0.0639444697451899,-0.0206119224724414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","STT",2016,5551,334,"Financials",4,"STT_quarterly_financial_data.xls","state street","state street corporation","state street corp",381939896,381939896,1,2.42698e+11,"None",2.21479e+11,"None",2.1219e+10,0,3.196e+09,7.564e+09,1.143e+10,"2530000000","593000000","557000000","1.45","1.43",0.38,"14000000","9782000000","-11972000000","-2176000000",1.314e+09,1.36e+08,"75.03","81.91","68.16","0.1055","0.0086",47.19,"1.53","15.41",13.79,"0.284","0.6342","0.0743","0.1928","0.04","-0.32","None",334,-0.12,18595,"2016-12-01",-0.00894171279805967,3e-04,0.0185,-0.00924171279805967,0.0182,2.31705930675697,-0.0514121921810366,0.0424704793829769,334,2014,222,0.32,0.13,0.41,0.17,0.27,0.34,0,1,1,NA
"2739","STT",2017,5550,334,"Financials",4,"STT_quarterly_financial_data.xls","state street","state street corporation","state street corp",367653199,367653199,1,2.38425e+11,"None",2.16108e+11,"None",2.2317e+10,0,9.588e+09,7.635e+09,2.5e+08,"2846000000","370000000","334000000","0.9","0.9",0.42,"5076000000","-10831000000","3923000000","-1832000000",2.107e+09,1.52e+08,"95.29","100.9","89.68","0.1418","0.0092",34.62,"2.74","16.51",15.39,"0.2987","0.0196","0.0534","0.1784","0.05","13.39","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,2015,308,0.24,0.01,0.03,0.01,0,0.1,0,1,1,NA
"2740","STT",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,2016,280,0.27,0,0.04,0.01,0.02,0.1,0,1,1,NA
"2741","STZ",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","STZ",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743","STZ",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","STZ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745","STZ",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2014,53,0.56,0.39,0.59,0.04,0.5,0.9,1,0,1,NA
"2746","STZ",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2015,173,0.41,0.08,0.12,0.01,0.05,0.1,0,0,1,NA
"2747","STZ",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2016,150,0.43,0.13,0.12,0.02,0.02,0.09,0,0,1,NA
"2748","SWK",2012,5558,336,"Industrials",6,"SWK_quarterly_financial_data.xls","stanley black & decker","stanley black & decker inc","stanley black & decker inc",160250620,160250620,1,1.5844e+10,"4098300000",9116900000,"3073400000",6667100000,6e+07,0,9955700000,3526500000,"1936700000","492000000","490800000","3.05","3.01",0.49,"548100000","1116900000","-1710900000","-53500000",7.16e+08,511500000,"71.63","76.49","66.77","0.1265","0.0538",41.6,"1.68","21.58",20.33,"0.3402","0.5289","0.4208","0.0866","0.62","0.23","1.3335",336,0.9,18616,"2012-12-01",0.035267632753424,1e-04,0.0119,0.035167632753424,0.0118,1.55579141785977,0.0168092940226787,0.0184583387307453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","SWK",2013,5565,336,"Industrials",6,"SWK_quarterly_financial_data.xls","stanley black & decker","stanley black & decker inc","stanley black & decker inc",155604921,155604921,1,16535100000,"3968700000",9654600000,"3.221e+09",6799200000,81300000,0,10632900000,3799400000,"2885400000","56100000","56100000","0.36","0.36",0.5,"731700000","-113200000","-579800000","27100000",496200000,561600000,"83.37","92.36","74.37","0.0726","0.0292",43.7,"1.87","14.52",22.31,"0.639","0.5588","0.4112","0.0445","0.66","1.09","1.2321",336,0.94,18622,"2013-12-01",-0.00235388929187722,0,0.0281,-0.00235388929187722,0.0281,0.589746306932661,-0.018925760516685,0.0165718712248078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","SWK",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,1.12,18630,"2014-12-01",0.0227353845659236,0,-6e-04,0.0227353845659236,-6e-04,1.00978618351562,0.023341256276033,-0.000605871710109369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","SWK",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,1.25,18646,"2015-12-01",-0.0175067765580512,1e-04,-0.0216,-0.0176067765580512,-0.0217,0.91452651079215,0.0022384487261385,-0.0197452252841897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","SWK",2016,5556,336,"Industrials",6,"SWK_quarterly_financial_data.xls","stanley black & decker","stanley black & decker inc","stanley black & decker inc",152584499,152584499,1,15634900000,"4788500000",9261300000,"2807500000",6.367e+09,6600000,0,8993500000,3815300000,"2920400000","255500000","255500000","1.73","1.71",0.58,"835200000","-59000000","13700000","711000000",1131800000,470600000,"119.63","125.78","113.49","0.1617","0.0616",41.73,"2.99","18.26",28.75,"0.3535","0.5992","0.4072","0.0846","0.73","2.39","1.7056",336,1.24,18664,"2016-12-01",-0.0337765437630814,3e-04,0.0185,-0.0340765437630814,0.0182,1.82787578738253,-0.0673438830934434,0.033567339330362,336,2014,127,0.44,0.43,0.47,0.47,0.7,0.41,0,0,1,NA
"2753","SWK",2017,5559,336,"Industrials",6,"SWK_quarterly_financial_data.xls","stanley black & decker","stanley black & decker inc","stanley black & decker inc",154111483,154111483,1,19079900000,"4566100000",1.078e+10,"4361800000",8297100000,2800000,7.5e+08,11069900000,2.843e+09,"3413500000","281500000","281500000","1.88","1.83",0.63,"950800000","-145400000","-650700000","154200000",637500000,584700000,"162.28","170.03","154.53","0.1716","0.0638",48.97,"3.43","20.49",31.17,"0.3028","0.3767","0.3956","0.0962","0.66","2.38","1.0468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,2015,18,0.73,0.09,0.09,0.13,0.12,0.15,1,0,1,NA
"2754","SWK",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,2016,199,0.37,0,0.07,0,0,0.15,1,0,1,NA
"2755","SYK",2012,5576,337,"Health Care",5,"SYK_quarterly_financial_data.xls","stryker","stryker corporation","stryker corp",380512172,380512172,1,1.3206e+10,"8.148e+09",4.609e+09,"1.876e+09",8.597e+09,0,0,3.566e+09,1.746e+09,"2338000000","270000000","270000000","0.71","0.71",0.27,"596000000","-569000000","-63000000","-28000000",1.395e+09,4.9e+07,"54.17","56.75","51.6","0.1577","0.1024",22.59,"2.46","14.56",4.04,"0.266","0.2031","0.651","0.1499","0.68","1.44","4.3433",337,1.24,18674,"2012-12-01",0.0169049942797476,1e-04,0.0119,0.0168049942797476,0.0118,1.22350124330945,0.0023676796086961,0.0145373146710515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756","SYK",2013,5579,337,"Health Care",5,"SYK_quarterly_financial_data.xls","stryker","stryker corporation","stryker corp",377870936,377870936,1,1.5743e+10,"8.335e+09",6.696e+09,"2.657e+09",9.047e+09,0,0,5.833e+09,2.739e+09,"2468000000","386000000","386000000","1.03","1.01",0.31,"672000000","-291000000","-153000000","229000000",1.339e+09,5.6e+07,"71.24","75.55","66.93","0.1155","0.0681",23.94,"3.09","30.58",5.15,"0.4153","0.3028","0.5747","0.1115","0.61","1.63","3.137",337,1.62,18678,"2013-12-01",0.013682094847568,0,0.0281,0.013682094847568,0.0281,1.71533097776159,-0.0345187056275327,0.0482008004751007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
