Companies;YearFinancialIndicator;Industry;Asset;DebtRatio;NetMargin;ROA;ROE;TobinsQ;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation;SustainabilityPayLink;SustainableThemedCommitment;AuditScore
279;2014;4;11012622000,00;0,95;0,24;0,03;0,04;1,47;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
279;2013;4;9924441000,00;0,87;0,26;0,03;0,04;1,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
279;2015;4;11865870000,00;0,79;0,25;0,02;0,05;1,54;0,00;0,09;0,00;0,00;0,13;0,00;0,00;0,00
280;2015;3;15446111000,00;27,17;0,03;0,02;0,55;0,92;0,00;0,11;0,00;0,00;0,05;0,10;0,00;0,00
280;2014;3;15304560000,00;12,15;0,03;0,02;0,51;1,22;0,00;0,12;0,00;0,00;0,06;0,10;0,00;0,00
280;2013;3;17707558000,00;3,85;0,02;0,02;0,12;1,09;0,00;0,52;0,00;0,00;1,00;0,00;0,00;0,00
281;2014;1;21559700000,00;1,60;0,07;0,05;0,34;1,15;0,12;0,07;0,00;0,00;0,10;0,10;0,05;0,00
281;2015;1;22110700000,00;1,45;0,07;0,05;0,44;1,08;0,00;0,07;0,00;0,00;0,10;0,10;0,05;0,00
281;2013;1;22098700000,00;1,13;0,07;0,05;0,30;1,08;0,55;0,44;0,00;0,00;0,84;0,00;0,00;0,00
282;2015;7;106483000000,00;0,87;0,25;0,09;0,19;1,49;0,08;0,06;0,10;0,14;0,18;0,10;0,05;0,05
282;2014;7;98305000000,00;0,68;0,28;0,12;0,23;1,82;0,00;0,07;0,00;0,00;0,18;0,10;0,05;0,00
282;2013;7;85238000000,00;0,52;0,29;0,13;0,25;1,77;0,51;0,55;0,00;0,00;0,68;0,10;0,05;0,00
283;2013;1;6067208000,00;0,71;0,10;0,11;0,33;2,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
283;2015;1;6676684000,00;0,71;0,12;0,14;0,46;3,92;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
283;2014;1;6540301000,00;0,69;0,11;0,12;0,38;3,17;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
284;2015;3;43437000000,00;0,28;0,28;-0,16;-0,26;1,29;0,00;0,03;0,00;0,00;0,03;0,10;0,05;0,05
284;2014;3;56259000000,00;0,20;0,03;0,01;0,02;1,13;0,02;0,03;0,01;0,07;0,02;0,10;0,05;0,05
284;2013;3;69443000000,00;0,16;0,24;0,09;0,14;1,10;0,10;0,15;0,74;0,48;0,17;0,10;0,05;0,05
285;2015;3;22290000000,00;1,32;0,01;0,01;0,04;0,90;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
285;2014;3;22200000000,00;1,08;0,02;0,04;0,11;1,29;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
285;2013;3;20360000000,00;0,88;0,02;0,05;0,14;1,27;0,00;0,00;0,00;0,00;0,55;0,00;0,00;0,00
286;2013;7;6019400000,00;0,00;0,25;0,09;0,34;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
286;2014;7;6274500000,00;0,00;0,25;0,10;0,36;;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
286;2015;7;6016800000,00;0,00;0,26;0,11;0,40;;0,00;0,06;0,00;0,00;0,16;0,00;0,00;0,00
287;2014;6;20618800000,00;0,83;0,07;0,07;0,19;1,02;0,00;0,08;0,00;0,00;0,07;0,10;0,00;0,05
287;2015;6;21109800000,00;0,83;0,08;0,08;0,23;0,67;0,00;0,08;0,00;0,00;0,07;0,10;0,00;0,05
287;2013;6;20725500000,00;0,02;0,07;0,06;0,19;0,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
288;2015;11;63339000000,00;0,97;0,05;0,01;0,05;0,67;0,14;0,11;0,06;0,10;0,12;0,10;0,05;0,05
288;2014;11;60127000000,00;0,96;0,08;0,03;0,09;0,66;0,08;0,11;0,03;0,10;0,12;0,10;0,05;0,05
288;2013;11;55605000000,00;0,89;0,05;0,02;0,06;0,59;0,68;0,44;0,04;0,26;0,26;0,10;0,05;0,05
289;2015;1;17420575000,00;0,70;0,28;0,15;0,30;;0,00;0,08;0,00;0,00;0,13;0,00;0,00;0,00
289;2014;1;14940563000,00;0,45;0,29;0,18;0,30;;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
289;2013;1;10444460000,00;0,25;0,28;0,20;0,33;;0,00;0,00;0,00;0,00;0,91;0,00;0,00;0,00
290;2014;11;35333000000,00;0,68;0,14;0,04;0,13;0,81;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,05
290;2013;11;32522000000,00;0,68;0,12;0,04;0,11;0,72;0,00;0,36;0,00;0,00;0,73;0,10;0,00;0,05
290;2015;11;37535000000,00;0,68;0,16;0,05;0,13;0,76;0,00;0,04;0,00;0,00;0,12;0,10;0,00;0,05
291;2015;2;69667000000,00;2,42;0,09;0,08;0,37;2,42;0,03;0,03;0,08;0,07;0,08;0,10;0,05;0,05
291;2014;2;70509000000,00;1,92;0,10;0,08;0,30;2,30;0,02;0,04;0,08;0,08;0,07;0,10;0,05;0,05
291;2013;2;77478000000,00;1,00;0,10;0,09;0,29;1,90;0,29;0,32;0,36;0,13;0,12;0,10;0,05;0,05
292;2015;5;167460000000,00;0,45;0,14;0,04;0,10;1,28;0,09;0,06;0,09;0,04;0,14;0,10;0,05;0,05
292;2014;5;169274000000,00;0,44;0,18;0,05;0,12;1,16;0,04;0,06;0,03;0,04;0,14;0,10;0,05;0,05
292;2013;5;172101000000,00;0,40;0,43;0,12;0,28;1,13;0,40;0,34;0,28;0,25;0,10;0,10;0,05;0,05
293;2015;4;218685900000,00;0,35;0,10;0,01;0,12;0,06;0,02;0,03;0,02;0,03;0,16;0,10;0,05;0,05
293;2013;4;208191400000,00;0,27;0,09;0,00;0,09;0,07;0,08;0,18;0,00;0,00;0,82;0,10;0,05;0,05
293;2014;4;219087000000,00;0,25;0,11;0,01;0,11;0,07;0,02;0,03;0,01;0,04;0,16;0,10;0,05;0,05
294;2013;2;142927000000,00;0,32;0,13;0,08;0,16;1,73;0,11;0,24;0,09;0,45;0,04;0,10;0,05;0,00
294;2015;2;129143000000,00;0,29;0,12;0,07;0,14;1,77;0,04;0,05;0,05;0,00;0,12;0,10;0,05;0,00
294;2014;2;136263000000,00;0,29;0,12;0,07;0,14;1,95;0,04;0,07;0,04;0,11;0,12;0,10;0,05;0,00
295;2015;4;29819300000,00;0,37;0,05;0,04;0,14;0,58;0,00;0,03;0,00;0,00;0,16;0,00;0,00;0,00
295;2014;4;25787600000,00;0,31;0,06;0,04;0,17;0,56;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
295;2013;4;24408200000,00;0,30;0,07;0,05;0,19;0,60;0,32;0,00;0,00;0,00;0,85;0,00;0,00;0,00
296;2014;6;12568399000,00;0,57;0,07;0,07;0,17;1,41;0,08;0,06;0,00;0,00;0,12;0,00;0,05;0,00
296;2013;6;12863936000,00;0,47;0,08;0,08;0,17;1,42;0,55;0,27;0,00;0,00;0,88;0,00;0,05;0,00
296;2015;6;11754091000,00;0,28;0,08;0,09;0,20;1,11;0,00;0,06;0,00;0,00;0,11;0,00;0,05;0,00
297;2015;4;14935695000,00;0,80;0,39;0,03;0,06;1,10;0,12;0,12;0,03;0,05;0,14;0,10;0,05;0,05
297;2014;4;14935695000,00;0,68;0,35;0,02;0,05;1,23;0,13;0,14;0,04;0,07;0,14;0,10;0,05;0,05
297;2013;4;14935695000,00;0,66;0,18;0,01;0,02;1,12;0,94;0,97;0,00;0,00;1,00;0,10;0,05;0,05
298;2015;2;33956000000,00;-2,15;0,09;0,21;-0,52;4,74;0,10;0,10;0,11;0,09;0,00;0,10;0,05;0,05
298;2014;2;35187000000,00;-2,23;0,09;0,21;-0,77;4,34;0,11;0,09;0,13;0,08;0,00;0,10;0,00;0,05
298;2013;2;38168000000,00;-3,56;0,11;0,23;-1,51;4,26;0,76;0,81;0,93;0,64;0,00;0,10;0,00;0,05
299;2015;4;358493000000,00;1,18;0,25;0,01;0,09;0,21;0,01;0,03;0,02;0,04;0,10;0,10;0,00;0,05
299;2014;4;345072000000,00;1,08;0,26;0,01;0,09;0,20;0,02;0,03;0,02;0,06;0,09;0,10;0,00;0,05
299;2013;4;320296000000,00;0,87;0,25;0,01;0,10;0,22;0,07;0,14;0,08;0,00;0,22;0,10;0,00;0,05
300;2015;8;17076000000,00;0,86;0,09;0,08;0,28;1,66;0,11;0,10;0,14;0,05;0,10;0,10;0,05;0,00
300;2014;8;17583000000,00;0,75;0,14;0,12;0,36;1,91;0,00;0,11;0,00;0,00;0,10;0,10;0,05;0,00
300;2013;8;15863000000,00;0,68;0,21;0,20;0,65;1,68;0,32;0,33;0,19;0,35;0,50;0,00;0,05;0,00
301;2014;11;48864000000,00;1,87;0,09;0,02;0,06;0,84;0,00;0,00;0,00;0,11;0,12;0,00;0,00;0,00
301;2015;11;39301000000,00;1,79;0,12;0,04;0,14;1,09;0,00;0,03;0,00;0,11;0,12;0,00;0,00;0,00
301;2013;11;46259000000,00;1,38;0,15;0,04;0,13;0,82;0,00;0,00;0,00;0,00;0,60;0,00;0,00;0,00
302;2013;4;731781000000,00;0,76;-0,02;0,00;-0,02;0,08;0,83;0,64;0,67;0,00;0,68;0,00;0,05;0,00
302;2015;4;757388000000,00;0,68;0,10;0,01;0,13;0,08;0,11;0,07;0,06;0,08;0,14;0,10;0,05;0,00
302;2014;4;766655000000,00;0,47;0,02;0,00;0,03;0,09;0,06;0,06;0,05;0,08;0,14;0,10;0,05;0,00
303;2015;3;48580000000,00;0,38;0,04;0,09;0,19;0,98;0,00;0,09;0,00;0,00;0,04;0,00;0,00;0,05
303;2014;3;48741000000,00;0,36;0,03;0,10;0,22;0,85;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,05
303;2013;3;49798000000,00;0,28;0,02;0,07;0,17;0,91;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,05
304;2015;8;18319000000,00;2,04;0,14;0,08;0,33;2,05;0,04;0,02;0,08;0,13;0,06;0,10;0,05;0,05
304;2014;8;19802000000,00;1,54;0,14;0,08;0,26;2,32;0,04;0,02;0,07;0,11;0,06;0,10;0,05;0,05
304;2013;8;20255000000,00;1,21;0,15;0,09;0,28;2,27;0,27;0,21;0,55;0,87;0,68;0,10;0,05;0,05
305;2013;3;12292788000,00;0,40;-0,24;-0,06;-0,12;2,31;0,00;0,00;0,00;0,00;0,59;0,00;0,00;0,00
305;2015;3;15154000000,00;0,38;-0,06;-0,02;-0,03;1,33;0,00;0,02;0,00;0,00;0,01;0,00;0,00;0,00
305;2014;3;14926000000,00;0,31;0,18;0,07;0,13;1,60;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
306;2015;7;50229000000,00;0,33;0,20;0,10;0,14;1,41;0,13;0,00;0,13;0,05;0,13;0,00;0,05;0,05
306;2013;7;46282000000,00;0,00;0,27;0,15;0,18;2,38;0,65;0,74;0,91;0,86;0,29;0,00;0,05;0,05
306;2014;7;48447000000,00;0,00;0,30;0,17;0,21;2,20;0,12;0,12;0,15;0,06;0,13;0,00;0,05;0,05
307;2014;2;15196000000,00;1,02;0,17;0,10;0,30;;0,04;0,02;0,05;0,01;0,00;0,10;0,00;0,05
307;2013;2;15402000000,00;0,99;0,21;0,11;0,34;;0,40;0,39;0,61;0,39;0,00;0,10;0,00;0,05
307;2015;2;53224000000,00;0,93;0,30;0,07;0,22;;0,04;0,03;0,06;0,02;0,00;0,10;0,00;0,05
308;2014;1;20713190000,00;0,96;0,08;0,03;0,08;1,39;0,02;0,01;0,10;0,08;0,12;0,10;0,05;0,05
308;2013;1;20072947000,00;0,92;0,09;0,04;0,09;1,01;0,18;0,06;0,62;0,72;0,30;0,10;0,05;0,05
308;2015;1;20921855000,00;0,84;0,00;0,00;0,08;1,60;0,02;0,01;0,09;0,09;0,12;0,10;0,05;0,05
309;2013;5;2951013000,00;0,26;0,20;0,17;0,26;8,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
309;2014;5;3871827000,00;0,18;0,12;0,10;0,14;10,62;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
309;2015;5;5609132000,00;0,10;0,16;0,13;0,19;8,97;0,00;0,08;0,00;0,00;0,17;0,00;0,00;0,00
310;2015;4;126050000000,00;0,52;0,19;0,01;0,06;0,13;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00
310;2013;4;117396000000,00;0,32;0,21;0,01;0,07;0,11;0,00;0,00;0,00;0,00;0,65;0,00;0,00;0,00
310;2014;4;119679000000,00;0,21;0,22;0,01;0,07;0,12;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
311;2014;7;3547871000,00;0,58;0,10;0,06;0,12;3,26;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00
311;2015;7;3899205000,00;0,54;0,10;0,05;0,15;3,88;0,00;0,05;0,00;0,00;0,19;0,00;0,00;0,00
311;2013;7;2851368000,00;0,03;0,12;0,06;0,12;2,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
312;2015;1;6341000000,00;0,23;0,06;0,08;0,13;1,22;0,00;0,04;0,00;0,00;0,12;0,00;0,00;0,00
312;2014;1;6344000000,00;0,21;0,10;0,12;0,18;2,24;0,00;0,07;0,00;0,00;0,12;0,00;0,00;0,00
312;2013;1;6060000000,00;0,14;0,10;0,13;0,19;2,27;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
313;2015;6;6419700000,00;0,74;0,13;0,13;0,33;1,93;0,12;0,10;0,12;0,11;0,12;0,10;0,05;0,05
313;2014;6;6202000000,00;0,58;0,14;0,14;0,31;2,23;0,00;0,08;0,12;0,09;0,12;0,10;0,05;0,05
313;2013;6;5940800000,00;0,43;0,12;0,14;0,35;2,55;0,70;0,48;0,89;0,84;0,50;0,10;0,05;0,05
314;2013;6;8184981000,00;0,62;0,19;0,07;0,14;1,82;0,00;0,00;0,00;0,00;0,72;0,00;0,00;0,00
314;2015;6;10168365000,00;0,46;0,18;0,08;0,14;2,12;0,00;0,07;0,00;0,00;0,13;0,00;0,00;0,00
314;2014;6;8412934000,00;0,41;0,16;0,08;0,14;2,02;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
315;2014;1;4669242000,00;0,18;0,08;0,21;0,42;3,60;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00
315;2015;1;4903771000,00;0,17;0,09;0,21;0,43;4,15;0,00;0,01;0,00;0,00;0,11;0,00;0,00;0,00
315;2013;1;3946723000,00;0,08;0,08;0,22;0,46;4,14;0,00;0,00;0,00;0,00;0,60;0,00;0,00;0,00
316;2015;6;20577200000,00;0,97;0,07;0,04;0,10;1,14;0,00;0,01;0,00;0,00;0,13;0,10;0,00;0,05
316;2014;6;20094000000,00;0,91;0,05;0,03;0,07;1,08;0,00;0,01;0,00;0,00;0,13;0,10;0,00;0,05
316;2013;6;19949200000,00;0,89;0,06;0,03;0,08;0,97;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00
317;2014;6;27900000000,00;0,56;0,10;0,08;0,20;1,23;0,09;0,09;0,08;0,07;0,05;0,10;0,05;0,05
317;2015;6;29281000000,00;0,53;0,09;0,07;0,21;1,33;0,08;0,09;0,09;0,14;0,05;0,10;0,05;0,05
317;2013;6;25967000000,00;0,43;0,08;0,08;0,22;0,95;0,51;0,58;0,65;0,83;0,00;0,00;0,05;0,05
318;2015;10;79551000000,00;1,50;-0,10;-0,02;-0,08;;0,00;0,11;0,00;0,00;0,16;0,10;0,05;0,05
318;2014;10;83038000000,00;1,47;-0,11;-0,04;-0,13;;0,09;0,11;0,07;0,05;0,16;0,10;0,05;0,05
318;2013;10;86095000000,00;1,25;-0,12;-0,03;-0,12;;0,40;0,35;0,63;0,49;0,68;0,10;0,05;0,05
319;2013;10;6783188000,00;15,12;-0,04;-0,01;-0,12;2,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
320;2014;10;7841125000,00;-4,95;-0,02;0,00;2,64;2,82;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
320;2015;10;7403215000,00;-11,90;-0,11;-0,02;0,14;2,96;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
321;2013;1;10255200000,00;0,42;0,01;0,01;0,02;5,90;0,51;0,52;0,00;0,00;0,16;0,00;0,00;0,05
321;2014;1;12351100000,00;0,35;0,15;0,23;0,48;5,07;0,10;0,08;0,00;0,00;0,10;0,10;0,05;0,05
321;2015;1;12943500000,00;0,33;0,12;0,20;0,42;7,17;0,08;0,09;0,10;0,02;0,10;0,10;0,05;0,05
322;2015;4;183718000000,00;0,24;0,21;0,01;0,12;0,30;0,03;0,06;0,03;0,00;0,10;0,00;0,00;0,00
322;2013;4;143642000000,00;0,20;0,19;0,01;0,11;0,36;0,24;0,15;0,00;0,00;0,56;0,00;0,00;0,00
322;2014;4;154642000000,00;0,17;0,21;0,01;0,12;0,34;0,06;0,02;0,01;0,00;0,10;0,00;0,00;0,00
323;2015;3;32923000000,00;1,98;0,04;0,01;0,03;;0,00;0,03;0,03;0,08;0,05;0,10;0,05;0,05
323;2014;3;34040000000,00;1,56;0,18;0,03;0,13;;0,12;0,03;0,02;0,10;0,06;0,10;0,05;0,05
323;2013;3;33533000000,00;1,53;0,19;0,03;0,12;;0,64;0,06;0,12;0,50;0,44;0,10;0,05;0,05
324;2015;8;5791855000,00;2,21;0,09;0,18;1,13;4,39;0,00;0,11;0,00;0,00;0,11;0,10;0,05;0,00
324;2014;8;5706052000,00;1,13;0,08;0,14;0,63;4,59;0,11;0,12;0,00;0,00;0,12;0,10;0,05;0,00
324;2013;8;6382507000,00;0,65;0,07;0,12;0,42;2,96;0,68;0,78;0,75;0,00;0,29;0,10;0,05;0,00
325;2014;1;8369000000,00;3,43;0,12;0,06;0,24;2,99;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
325;2013;1;8845000000,00;1,13;0,10;0,04;0,11;2,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
325;2015;1;8047000000,00;-32,72;0,11;0,06;0,89;3,52;0,00;0,06;0,00;0,00;0,16;0,00;0,00;0,00
326;2015;2;16694800000,00;0,76;0,06;0,03;0,06;1,12;0,00;0,07;0,00;0,00;0,10;0,10;0,00;0,05
326;2014;2;9334800000,00;0,37;0,10;0,06;0,11;1,26;0,00;0,06;0,00;0,00;0,10;0,10;0,00;0,05
326;2013;2;9246000000,00;0,36;0,10;0,06;0,11;1,38;0,44;0,38;0,51;0,00;0,35;0,10;0,00;0,05
327;2015;3;68005000000,00;0,41;0,06;0,03;0,06;1,31;0,06;0,06;0,12;0,08;0,02;0,10;0,00;0,05
327;2014;3;66904000000,00;0,28;0,11;0,08;0,14;1,63;0,04;0,07;0,12;0,12;0,02;0,10;0,00;0,05
327;2013;3;67100000000,00;0,26;0,15;0,10;0,18;1,72;0,62;0,76;0,88;0,21;0,55;0,00;0,00;0,00
328;2015;4;19857941000,00;1,49;0,16;0,02;0,04;1,06;0,07;0,06;0,09;0,14;0,14;0,00;0,00;0,05
328;2014;4;17096587000,00;1,26;0,33;0,03;0,08;1,11;0,00;0,02;0,00;0,00;0,14;0,00;0,00;0,00
328;2013;4;14959001000,00;1,11;0,07;0,01;0,02;1,03;0,17;0,38;0,67;0,60;0,48;0,00;0,00;0,00
329;2015;7;9073003000,00;0,38;0,08;0,05;0,08;;0,00;0,06;0,00;0,00;0,13;0,10;0,00;0,05
329;2013;7;10488717000,00;0,28;0,17;0,11;0,15;;0,59;0,45;0,00;0,00;0,87;0,00;0,00;0,05
329;2014;7;10289957000,00;0,18;0,15;0,10;0,15;;0,00;0,05;0,00;0,00;0,13;0,10;0,00;0,05
330;2015;11;78230000000,00;1,20;0,14;0,03;0,12;0,89;0,00;0,02;0,03;0,01;0,12;0,10;0,00;0,00
330;2013;11;64550000000,00;1,12;0,10;0,03;0,09;0,89;0,00;0,09;0,11;0,00;0,11;0,10;0,00;0,00
330;2014;11;7230000000,00;1,04;0,11;0,03;0,10;0,97;0,00;0,02;0,04;0,00;0,12;0,10;0,00;0,00
331;2015;4;30650673000,00;5,01;0,28;0,06;0,39;2,69;0,00;0,07;0,00;0,00;0,13;0,10;0,05;0,05
331;2014;4;29532330000,00;4,09;0,31;0,05;0,26;2,59;0,03;0,07;0,00;0,00;0,13;0,10;0,05;0,05
331;2013;4;33324574000,00;3,88;0,31;0,04;0,23;2,05;0,54;0,44;0,00;0,00;0,74;0,00;0,00;0,05
332;2015;6;7077450000,00;1,12;0,09;0,05;0,11;1,85;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
332;2014;6;4401722000,00;0,81;0,13;0,08;0,18;2,87;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
332;2013;6;3882797000,00;0,73;0,15;0,08;0,19;2,85;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,00
333;2015;11;41150000000,00;1,11;0,13;0,03;0,12;0,93;0,00;0,10;0,12;0,00;0,10;0,10;0,05;0,05
333;2014;11;39732000000,00;1,07;0,11;0,03;0,10;1,02;0,00;0,09;0,09;0,00;0,11;0,10;0,05;0,05
333;2013;11;37244000000,00;1,02;0,09;0,03;0,09;0,90;0,31;0,59;0,48;0,00;0,89;0,00;0,05;0,05
334;2014;4;190328000000,00;0,60;0,21;0,01;0,08;0,18;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
334;2013;4;175335000000,00;0,52;0,16;0,01;0,06;0,19;0,00;0,00;0,00;0,00;0,65;0,00;0,00;0,00
334;2015;4;190817000000,00;0,38;0,23;0,01;0,08;0,15;0,00;0,03;0,00;0,00;0,10;0,00;0,00;0,00
335;2013;5;10248000000,00;0,83;0,13;0,07;0,18;0,19;0,33;0,35;0,50;0,00;0,55;0,00;0,00;0,00
335;2015;5;11125000000,00;0,82;0,18;0,10;0,25;0,15;0,09;0,07;0,11;0,00;0,15;0,00;0,00;0,00
335;2014;5;10236000000,00;0,75;0,16;0,09;0,22;0,18;0,12;0,07;0,08;0,00;0,15;0,00;0,00;0,00
336;2015;4;245192000000,00;0,63;0,18;0,01;0,10;-0,09;0,00;0,04;0,01;0,02;0,10;0,00;0,05;0,05
336;2014;4;274119000000,00;0,51;0,19;0,01;0,10;-0,18;0,01;0,03;0,01;0,00;0,10;0,00;0,05;0,05
336;2013;4;243291000000,00;0,49;0,21;0,01;0,11;-0,10;0,13;0,41;0,17;0,27;0,34;0,00;0,05;0,05
337;2013;2;14336300000,00;1,44;0,39;0,16;0,49;1,34;0,39;0,59;0,04;0,50;0,90;0,10;0,00;0,05
337;2014;2;14980500000,00;1,26;0,12;0,05;0,15;1,60;0,08;0,12;0,01;0,05;0,10;0,00;0,00;0,05
337;2015;2;16156600000,00;1,00;0,14;0,07;0,16;2,04;0,13;0,12;0,02;0,02;0,09;0,00;0,00;0,05
338;2015;6;15870900000,00;0,68;0,07;0,05;0,13;1,25;0,00;0,07;0,00;0,00;0,15;0,10;0,00;0,05
338;2013;6;16535100000,00;0,56;0,04;0,03;0,07;0,94;0,43;0,47;0,47;0,70;0,41;0,00;0,00;0,05
338;2014;6;16733800000,00;0,55;0,06;0,04;0,10;1,12;0,09;0,09;0,13;0,12;0,15;0,10;0,00;0,05
339;2015;5;16247000000,00;0,38;0,14;0,09;0,17;2,06;0,00;0,08;0,00;0,00;0,15;0,10;0,00;0,00
339;2014;5;17713000000,00;0,38;0,05;0,03;0,06;2,01;0,00;0,10;0,00;0,00;0,15;0,10;0,00;0,00
339;2013;5;15743000000,00;0,30;0,11;0,07;0,12;1,62;0,54;0,47;0,00;0,00;0,30;0,00;0,00;0,00
340;2013;7;13258000000,00;0,36;0,13;0,06;0,16;1,31;0,12;0,34;0,29;0,54;0,76;0,00;0,00;0,05
340;2014;7;12883000000,00;0,30;0,15;0,07;0,17;1,41;0,01;0,02;0,03;0,01;0,19;0,10;0,00;0,05
340;2015;7;12460000000,00;0,30;0,11;0,05;0,11;1,05;0,01;0,02;0,00;0,10;0,19;0,00;0,00;0,05
341;2014;2;17970470000,00;1,36;0,02;0,06;0,16;1,31;0,00;0,07;0,00;0,00;0,13;0,00;0,05;0,00
341;2015;2;13089468000,00;1,08;0,02;0,05;0,15;1,88;0,00;0,10;0,00;0,00;0,13;0,00;0,05;0,00
341;2013;2;13013025000,00;0,56;0,02;0,08;0,19;1,63;0,78;0,49;0,69;0,00;0,72;0,00;0,05;0,00
342;2015;10;402672000000,00;0,97;0,09;0,04;0,13;0,85;0,03;0,04;0,03;0,02;0,16;0,10;0,05;0,05
342;2014;10;292829000000,00;0,88;0,05;0,02;0,07;0,85;0,06;0,03;0,04;0,04;0,16;0,10;0,05;0,05
342;2013;10;277787000000,00;0,76;0,14;0,07;0,21;0,95;0,27;0,26;0,28;0,16;0,12;0,10;0,05;0,05
343;2015;2;12276300000,00;0,41;0,07;0,03;0,05;1,65;0,03;0,08;0,02;0,04;0,08;0,10;0,05;0,05
343;2013;2;15580100000,00;0,37;0,09;0,04;0,07;0,91;0,43;0,60;0,35;0,10;0,84;0,10;0,05;0,05
343;2014;2;13996300000,00;0,30;0,09;0,03;0,06;1,21;0,03;0,05;0,03;0,06;0,08;0,10;0,05;0,05
344;2014;6;6913572000,00;-5,10;0,08;0,05;-0,32;2,36;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
344;2015;6;8427050000,00;-8,65;0,16;0,06;-0,40;2,30;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00
344;2013;6;6292487000,00;-24,47;0,13;0,05;1,04;2,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
345;2015;1;41696000000,00;0,90;-0,02;-0,02;-0,05;1,40;0,04;0,02;0,06;0,00;0,12;0,10;0,05;0,05
345;2014;1;46461000000,00;0,84;0,02;0,03;0,09;1,11;0,04;0,06;0,05;0,00;0,12;0,10;0,05;0,05
345;2013;1;46373000000,00;0,78;0,03;0,05;0,15;1,19;0,33;0,27;0,30;0,00;0,06;0,10;0,05;0,05
346;2014;1;4996989000,00;0,31;0,04;0,04;0,06;2,09;0,12;0,09;0,00;0,00;0,10;0,00;0,05;0,05
346;2015;1;5165800000,00;0,28;0,12;0,10;0,17;1,64;0,11;0,11;0,00;0,00;0,10;0,00;0,05;0,05
346;2013;1;4879501000,00;0,27;0,12;0,10;0,17;1,68;0,79;0,71;0,00;0,00;0,37;0,00;0,05;0,05
347;2015;1;11992433000,00;0,37;0,07;0,20;0,53;4,00;0,00;0,03;0,00;0,00;0,11;0,10;0,00;0,00
347;2014;1;11592048000,00;0,37;0,08;0,20;0,50;3,69;0,00;0,00;0,00;0,00;0,11;0,10;0,00;0,00
347;2013;1;10669239000,00;0,31;0,08;0,22;0,56;3,95;0,19;0,14;0,00;0,00;0,36;0,10;0,00;0,00
348;2014;5;42852100000,00;0,60;0,11;0,04;0,09;1,43;0,09;0,05;0,00;0,00;0,15;0,10;0,00;0,05
348;2013;5;31863400000,00;0,56;0,10;0,04;0,08;1,35;0,70;0,26;0,73;0,00;0,91;0,00;0,00;0,05
348;2015;5;40889000000,00;0,54;0,12;0,05;0,10;1,63;0,00;0,04;0,00;0,00;0,15;0,10;0,00;0,05
349;2015;10;62410000000,00;1,58;0,02;0,01;0,04;0,84;0,00;0,07;0,00;0,00;0,16;0,00;0,00;0,00
349;2014;10;56650000000,00;1,56;0,01;0,00;0,02;0,67;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
349;2013;10;49950000000,00;1,18;0,00;0,00;0,00;0,81;0,00;0,00;0,00;0,00;0,37;0,00;0,00;0,00
