"";"Companies";"Year";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Ticker";"GisSector";"GicsClassification";"FichierSTCKP";"CompanyGR2014";"CompanyGR2015";"CompanyGR2016";"X";"Date"
"267";45;2015;0,01;0,3;0,08;0;0,03;0;0;0;0;0;11,32;0,96;0,2;4;"BBT";"Financials";4;"BBT_quarterly_financial_data.xls";"bb&t";"bb&t corporation";"bb&t corp";3149;"2015-12-01"
"268";45;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BBT";"Financials";4;"BBT_quarterly_financial_data.xls";"bb&t";"bb&t corporation";"bb&t corp";3158;"2016-12-01"
"269";46;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BBY";"Consumer Discretionary";1;"BBY_quarterly_financial_data.xls";"best buy";"best buy co inc";"best buy co inc";3173;"2011-12-01"
"270";46;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BBY";"Consumer Discretionary";1;"BBY_quarterly_financial_data.xls";"best buy";"best buy co inc";"best buy co inc";3192;"2012-12-01"
"271";46;2013;-0,02;0,8;-0,11;0,68;0,6;0;0,72;0;1;1;10,18;0,43;-0,02;1;"BBY";"Consumer Discretionary";1;"BBY_quarterly_financial_data.xls";"best buy";"best buy co inc";"best buy co inc";3202;"2013-12-01"
"272";46;2014;0,07;0,54;0,23;0,13;0,07;0,08;0,08;1;1;1;10,2;0,35;0,02;1;"BBY";"Consumer Discretionary";1;"BBY_quarterly_financial_data.xls";"best buy";"best buy co inc";"best buy co inc";3213;"2014-12-01"
"273";46;2015;0,06;0,7;0,2;0,13;0,11;0,09;0,06;1;1;1;10,18;0,27;0,02;1;"BBY";"Consumer Discretionary";1;"BBY_quarterly_financial_data.xls";"best buy";"best buy co inc";"best buy co inc";3228;"2015-12-01"
"274";46;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BBY";"Consumer Discretionary";1;"BBY_quarterly_financial_data.xls";"best buy";"best buy co inc";"best buy co inc";3233;"2016-12-01"
"275";47;2013;0,16;NA;0,38;0;0;0;0;0;0;0;9,7;0,67;0,22;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"276";47;2014;0,06;NA;0,16;0;0;0;0;0;0;0;9,71;0,78;0,09;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"277";47;2015;0,03;NA;0,08;0;0,07;0;0;0;0;0;9,69;0,79;0,04;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"278";47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BCR";"Health Care";5;"BCR_quarterly_financial_data.xls";"cr bard";"cr bard inc";"cr bard inc";NA;NA
"279";48;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDX";"Health Care";5;"BDX_quarterly_financial_data.xls";"becton dickinson";"becton dickinson and company";"becton dickinson and co";3242;"2011-12-01"
"280";48;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDX";"Health Care";5;"BDX_quarterly_financial_data.xls";"becton dickinson";"becton dickinson and company";"becton dickinson and co";3264;"2012-12-01"
"281";48;2013;0,08;1,77;0,19;0,1;0,14;0,06;0,31;0;0;0;10,08;0,74;0,11;5;"BDX";"Health Care";5;"BDX_quarterly_financial_data.xls";"becton dickinson";"becton dickinson and company";"becton dickinson and co";3271;"2013-12-01"
"282";48;2014;0,08;1,45;0,22;0,02;0,04;0,03;0,01;1;1;0;10,27;1,96;0,14;5;"BDX";"Health Care";5;"BDX_quarterly_financial_data.xls";"becton dickinson";"becton dickinson and company";"becton dickinson and co";3279;"2014-12-01"
"283";48;2015;0,03;1,63;0,1;0,03;0,04;0,03;0,03;1;1;0;10,42;1,5;0,06;5;"BDX";"Health Care";5;"BDX_quarterly_financial_data.xls";"becton dickinson";"becton dickinson and company";"becton dickinson and co";3299;"2015-12-01"
"284";48;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDX";"Health Care";5;"BDX_quarterly_financial_data.xls";"becton dickinson";"becton dickinson and company";"becton dickinson and co";3304;"2016-12-01"
"285";49;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BEN";"Financials";4;"BEN_quarterly_financial_data.xls";"franklin resources";"franklin resources inc";"franklin resources inc";3323;"2011-12-01"
"286";49;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BEN";"Financials";4;"BEN_quarterly_financial_data.xls";"franklin resources";"franklin resources inc";"franklin resources inc";3334;"2012-12-01"
"287";49;2013;0,15;1,83;0,22;0,65;0,48;0;0;0;0;0;10,2;0,23;0,27;4;"BEN";"Financials";4;"BEN_quarterly_financial_data.xls";"franklin resources";"franklin resources inc";"franklin resources inc";3346;"2013-12-01"
"288";49;2014;0,14;1,57;0,21;0;0,08;0;0;1;0;0;10,21;0,19;0,28;4;"BEN";"Financials";4;"BEN_quarterly_financial_data.xls";"franklin resources";"franklin resources inc";"franklin resources inc";3360;"2014-12-01"
"289";49;2015;0,12;0,78;0,16;0;0,09;0;0;1;0;0;10,21;0,18;0,25;4;"BEN";"Financials";4;"BEN_quarterly_financial_data.xls";"franklin resources";"franklin resources inc";"franklin resources inc";3370;"2015-12-01"
"290";49;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BEN";"Financials";4;"BEN_quarterly_financial_data.xls";"franklin resources";"franklin resources inc";"franklin resources inc";3379;"2016-12-01"
"291";50;2013;0,16;3,83;0,37;0,31;0,6;0,44;0;1;1;1;9,59;0,54;0,16;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292";50;2014;0,16;4,43;0,33;0,06;0,09;0,13;0;1;1;1;9,63;0,48;0,17;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"293";50;2015;0,16;5,35;0,39;0,09;0,1;0,14;0;1;1;1;9,64;0,88;0,17;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"294";50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BF.A";"Consumer Staples";2;"BF.B_quarterly_financial_data.xls";"brown-forman";"brown-forman corporation";"brown-forman corp";NA;NA
"295";51;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BG";"Consumer Staples";2;NA;"bunge";"bunge limited";"bunge ltd";3395;"2011-12-01"
"296";51;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BG";"Consumer Staples";2;NA;"bunge";"bunge limited";"bunge ltd";3406;"2012-12-01"
"297";51;2013;0,01;0,4;0,02;0,21;0,36;0,41;0,47;0;0;0;10,43;0,93;0;2;"BG";"Consumer Staples";2;NA;"bunge";"bunge limited";"bunge ltd";3414;"2013-12-01"
"298";51;2014;0,02;0,58;0,06;0,05;0,07;0,05;0,06;0;1;0;10,33;0,37;0,01;2;"BG";"Consumer Staples";2;NA;"bunge";"bunge limited";"bunge ltd";3426;"2014-12-01"
"299";51;2015;0,04;0,55;0,11;0,03;0,07;0,07;0,05;0;1;0;10,25;0,51;0,02;2;"BG";"Consumer Staples";2;NA;"bunge";"bunge limited";"bunge ltd";3436;"2015-12-01"
"300";51;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BG";"Consumer Staples";2;NA;"bunge";"bunge limited";"bunge ltd";3451;"2016-12-01"
"301";52;2013;0,04;NA;0,06;0,75;0,75;0,61;0,14;1;1;1;10,45;0,22;0,05;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"302";52;2014;0,06;NA;0,09;0,07;0,1;0;0;1;1;1;10,46;0,21;0,07;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"303";52;2015;-0,08;NA;-0,11;0,1;0,09;0,06;0,02;1;1;1;10,38;0,24;-0,02;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"304";52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BHI";"Energy";3;"BHI_quarterly_financial_data.xls";"baker hughes";"baker hughes incorporated";"baker hughes inc";NA;NA
"305";53;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BIIB";"Health Care";5;"BIIB_quarterly_financial_data.xls";"biogen idec";"biogen inc";"biogen inc";3458;"2011-12-01"
"306";53;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BIIB";"Health Care";5;"BIIB_quarterly_financial_data.xls";"biogen idec";"biogen inc";"biogen inc";3478;"2012-12-01"
"307";53;2013;0,17;5,06;0,23;0,69;0,83;0,85;0,97;1;0;1;10,07;0,13;0,27;5;"BIIB";"Health Care";5;"BIIB_quarterly_financial_data.xls";"biogen idec";"biogen inc";"biogen inc";3489;"2013-12-01"
"308";53;2014;0,22;5;0,29;0,14;0,14;0,13;0,11;1;1;1;10,16;0,05;0,3;5;"BIIB";"Health Care";5;"BIIB_quarterly_financial_data.xls";"biogen idec";"biogen inc";"biogen inc";3495;"2014-12-01"
"309";53;2015;0,2;3,29;0,32;0,13;0,14;0,11;0,14;0;1;1;10,29;0,7;0,33;5;"BIIB";"Health Care";5;"BIIB_quarterly_financial_data.xls";"biogen idec";"biogen inc";"biogen inc";3509;"2015-12-01"
"310";53;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BIIB";"Health Care";5;"BIIB_quarterly_financial_data.xls";"biogen idec";"biogen inc";"biogen inc";3526;"2016-12-01"
"311";54;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BK";"Financials";4;"BK_quarterly_financial_data.xls";"bank of new york mellon";"the bank of new york mellon corporation";"bank of new york mellon corp";3538;"2011-12-01"
"312";54;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BK";"Financials";4;"BK_quarterly_financial_data.xls";"bank of new york mellon";"the bank of new york mellon corporation";"bank of new york mellon corp";3544;"2012-12-01"
"313";54;2013;0,01;-0,17;0,06;0,15;0,26;0,41;0,4;1;1;1;11,57;0,57;0,14;4;"BK";"Financials";4;"BK_quarterly_financial_data.xls";"bank of new york mellon";"the bank of new york mellon corporation";"bank of new york mellon corp";3562;"2013-12-01"
"314";54;2014;0,01;-0,07;0,07;0,01;0,02;0,05;0,06;1;1;1;11,59;0,59;0,16;4;"BK";"Financials";4;"BK_quarterly_financial_data.xls";"bank of new york mellon";"the bank of new york mellon corporation";"bank of new york mellon corp";3573;"2014-12-01"
"315";54;2015;0,01;-0,1;0,09;0,02;0,02;0,05;0,03;1;1;1;11,6;0,62;0,2;4;"BK";"Financials";4;"BK_quarterly_financial_data.xls";"bank of new york mellon";"the bank of new york mellon corporation";"bank of new york mellon corp";3588;"2015-12-01"
"316";54;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BK";"Financials";4;"BK_quarterly_financial_data.xls";"bank of new york mellon";"the bank of new york mellon corporation";"bank of new york mellon corp";3593;"2016-12-01"
"317";55;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BKE";"Energy";3;"BKE_quarterly_financial_data.xls";"buckeye partners";"buckeye partners lp";"buckeye partners lp";3609;"2011-12-01"
"318";55;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BKE";"Energy";3;"BKE_quarterly_financial_data.xls";"buckeye partners";"buckeye partners lp";"buckeye partners lp";3616;"2012-12-01"
"319";55;2013;0,28;NA;0,4;0;0;0;0;0;0;0;8,74;0;0,14;3;"BKE";"Energy";3;"BKE_quarterly_financial_data.xls";"buckeye partners";"buckeye partners lp";"buckeye partners lp";3634;"2013-12-01"
"320";55;2014;0,27;NA;0,4;0;0;0;0;0;0;0;8,79;0;0,13;3;"BKE";"Energy";3;"BKE_quarterly_financial_data.xls";"buckeye partners";"buckeye partners lp";"buckeye partners lp";3639;"2014-12-01"
"321";55;2015;0,28;NA;0,39;0;0;0;0;0;0;0;8,77;0;0,14;3;"BKE";"Energy";3;"BKE_quarterly_financial_data.xls";"buckeye partners";"buckeye partners lp";"buckeye partners lp";3660;"2015-12-01"
"322";55;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BKE";"Energy";3;"BKE_quarterly_financial_data.xls";"buckeye partners";"buckeye partners lp";"buckeye partners lp";3665;"2016-12-01"
"323";56;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BLK";"Financials";4;"BLK_quarterly_financial_data.xls";"blackrock";"blackrock inc";"blackrock inc";3677;"2011-12-01"
"324";56;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BLK";"Financials";4;"BLK_quarterly_financial_data.xls";"blackrock";"blackrock inc";"blackrock inc";3695;"2012-12-01"
"325";56;2013;0,01;0,26;0,11;0,75;0,71;0;0;1;0;0;11,34;0,19;0,29;4;"BLK";"Financials";4;"BLK_quarterly_financial_data.xls";"blackrock";"blackrock inc";"blackrock inc";3704;"2013-12-01"
"326";56;2014;0,01;0,26;0,12;0;0,09;0;0;1;0;0;11,38;0,18;0,3;4;"BLK";"Financials";4;"BLK_quarterly_financial_data.xls";"blackrock";"blackrock inc";"blackrock inc";3711;"2014-12-01"
"327";56;2015;0,01;0,25;0,12;0,11;0,09;0;0;1;0;1;11,35;0,17;0,29;4;"BLK";"Financials";4;"BLK_quarterly_financial_data.xls";"blackrock";"blackrock inc";"blackrock inc";3729;"2015-12-01"
"328";56;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BLK";"Financials";4;"BLK_quarterly_financial_data.xls";"blackrock";"blackrock inc";"blackrock inc";3734;"2016-12-01"
"329";57;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BLL";"Materials";8;"BLL_quarterly_financial_data.xls";"ball corporation";"ball corporation";"ball corp";3745;"2011-12-01"
"330";57;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BLL";"Materials";8;"BLL_quarterly_financial_data.xls";"ball corporation";"ball corporation";"ball corp";3760;"2012-12-01"
"331";57;2013;0,06;1,28;0,37;0,7;0,75;0,76;0,83;1;1;1;9,89;2,65;0,05;8;"BLL";"Materials";8;"BLL_quarterly_financial_data.xls";"ball corporation";"ball corporation";"ball corp";3771;"2013-12-01"
"332";57;2014;0,06;1,59;0,41;0,07;0,05;0,08;0,09;1;1;1;9,88;2,9;0,05;8;"BLL";"Materials";8;"BLL_quarterly_financial_data.xls";"ball corporation";"ball corporation";"ball corp";3781;"2014-12-01"
"333";57;2015;0,04;1,57;0,26;0,09;0,08;0,11;0,13;1;1;1;9,99;4,04;0,04;8;"BLL";"Materials";8;"BLL_quarterly_financial_data.xls";"ball corporation";"ball corporation";"ball corp";3802;"2015-12-01"
"334";57;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BLL";"Materials";8;"BLL_quarterly_financial_data.xls";"ball corporation";"ball corporation";"ball corp";3812;"2016-12-01"
"335";58;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BMRN";"Health Care";5;NA;"biomarin pharmaceutical";"biomarin pharmaceutical inc";"biomarin pharmaceutical inc";3822;"2011-12-01"
"336";58;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BMRN";"Health Care";5;NA;"biomarin pharmaceutical";"biomarin pharmaceutical inc";"biomarin pharmaceutical inc";3836;"2012-12-01"
"337";58;2013;-0,09;4,36;-0,15;0;0;0;0;0;0;0;9,35;0,49;-0,32;5;"BMRN";"Health Care";5;NA;"biomarin pharmaceutical";"biomarin pharmaceutical inc";"biomarin pharmaceutical inc";3852;"2013-12-01"
"338";58;2014;-0,06;5,24;-0,09;0;0;0;0;0;0;1;9,39;0,43;-0,18;5;"BMRN";"Health Care";5;NA;"biomarin pharmaceutical";"biomarin pharmaceutical inc";"biomarin pharmaceutical inc";3856;"2014-12-01"
"339";58;2015;-0,06;4,54;-0,09;0;0,02;0;0;0;0;1;9,57;0,28;-0,19;5;"BMRN";"Health Care";5;NA;"biomarin pharmaceutical";"biomarin pharmaceutical inc";"biomarin pharmaceutical inc";3869;"2015-12-01"
"340";58;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BMRN";"Health Care";5;NA;"biomarin pharmaceutical";"biomarin pharmaceutical inc";"biomarin pharmaceutical inc";3879;"2016-12-01"
"341";59;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BMY";"Health Care";5;"BMY_quarterly_financial_data.xls";"bristol-myers squibb";"bristol-myers squibb company";"bristol-myers squibb co";3890;"2011-12-01"
"342";59;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BMY";"Health Care";5;"BMY_quarterly_financial_data.xls";"bristol-myers squibb";"bristol-myers squibb company";"bristol-myers squibb co";3912;"2012-12-01"
"343";59;2013;0,07;2,3;0,18;0,18;0,34;0,49;0,28;1;1;1;10,59;0,63;0,16;5;"BMY";"Health Care";5;"BMY_quarterly_financial_data.xls";"bristol-myers squibb";"bristol-myers squibb company";"bristol-myers squibb co";3914;"2013-12-01"
"344";59;2014;0,06;2,92;0,13;0,02;0,06;0,08;0,06;1;1;1;10,53;0,49;0,13;5;"BMY";"Health Care";5;"BMY_quarterly_financial_data.xls";"bristol-myers squibb";"bristol-myers squibb company";"bristol-myers squibb co";3931;"2014-12-01"
"345";59;2015;0,05;3,73;0,1;0,02;0,07;0,09;0,08;1;1;1;10,5;0,46;0,09;5;"BMY";"Health Care";5;"BMY_quarterly_financial_data.xls";"bristol-myers squibb";"bristol-myers squibb company";"bristol-myers squibb co";3945;"2015-12-01"
"346";59;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BMY";"Health Care";5;"BMY_quarterly_financial_data.xls";"bristol-myers squibb";"bristol-myers squibb company";"bristol-myers squibb co";3960;"2016-12-01"
"347";60;2013;0,04;0,69;0,09;0;0;0;0;0;0;0;11,69;0,02;0,11;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
"348";60;2014;0,04;0,75;0,08;0;0;0;0;0;0;0;11,72;0,01;0,1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
"349";60;2015;0,04;0,63;0,1;0;0,06;0;0;0;0;0;11,74;0,01;0,11;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
"350";60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BRK.A";"Financials";4;"BRK.A_quarterly_financial_data.xls";"berkshire hathaway";"berkshire hathaway inc";"berkshire hathaway inc";NA;NA
"351";61;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BSX";"Health Care";5;"BSX_quarterly_financial_data.xls";"boston scientific";"boston scientific corporation";"boston scientific corp";3963;"2011-12-01"
"352";61;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BSX";"Health Care";5;"BSX_quarterly_financial_data.xls";"boston scientific";"boston scientific corporation";"boston scientific corp";3978;"2012-12-01"
"353";61;2013;-0,01;1,14;-0,02;0;0,27;0,44;0,49;0;1;0;10,22;0,65;-0,02;5;"BSX";"Health Care";5;"BSX_quarterly_financial_data.xls";"boston scientific";"boston scientific corporation";"boston scientific corp";3996;"2013-12-01"
"354";61;2014;-0,01;1,21;-0,02;0,06;0,07;0,09;0,1;1;1;1;10,23;0,6;-0,02;5;"BSX";"Health Care";5;"BSX_quarterly_financial_data.xls";"boston scientific";"boston scientific corporation";"boston scientific corp";3998;"2014-12-01"
"355";61;2015;-0,01;1,63;-0,04;0,08;0,07;0,09;0,12;1;1;1;10,26;0,9;-0,03;5;"BSX";"Health Care";5;"BSX_quarterly_financial_data.xls";"boston scientific";"boston scientific corporation";"boston scientific corp";4018;"2015-12-01"
"356";61;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BSX";"Health Care";5;"BSX_quarterly_financial_data.xls";"boston scientific";"boston scientific corporation";"boston scientific corp";4021;"2016-12-01"
"357";62;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BWA";"Consumer Discretionary";1;"BWA_quarterly_financial_data.xls";"borgwarner";"borgwarner inc";"borgwarner inc";4042;"2011-12-01"
"358";62;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BWA";"Consumer Discretionary";1;"BWA_quarterly_financial_data.xls";"borgwarner";"borgwarner inc";"borgwarner inc";4050;"2012-12-01"
"359";62;2013;0,09;1,82;0,19;0;0;0;0;0;0;0;9,84;0,29;0,08;1;"BWA";"Consumer Discretionary";1;"BWA_quarterly_financial_data.xls";"borgwarner";"borgwarner inc";"borgwarner inc";4065;"2013-12-01"
"360";62;2014;0,09;1,71;0,18;0;0;0;0;0;0;0;9,86;0,2;0,08;1;"BWA";"Consumer Discretionary";1;"BWA_quarterly_financial_data.xls";"borgwarner";"borgwarner inc";"borgwarner inc";4078;"2014-12-01"
"361";62;2015;0,08;1,23;0,17;0;0,09;0;0;0;0;0;9,95;0,6;0,08;1;"BWA";"Consumer Discretionary";1;"BWA_quarterly_financial_data.xls";"borgwarner";"borgwarner inc";"borgwarner inc";4086;"2015-12-01"
"362";62;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BWA";"Consumer Discretionary";1;"BWA_quarterly_financial_data.xls";"borgwarner";"borgwarner inc";"borgwarner inc";4100;"2016-12-01"
"363";63;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BX";"Financials";4;NA;"blackstone group";"the blackstone group lp";"blackstone group lp";4116;"2011-12-01"
"364";63;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BX";"Financials";4;NA;"blackstone group";"the blackstone group lp";"blackstone group lp";4120;"2012-12-01"
"365";63;2013;0,04;0,84;0,13;0;0;0;0;0;0;0;10,47;1,05;0,18;4;"BX";"Financials";4;NA;"blackstone group";"the blackstone group lp";"blackstone group lp";4130;"2013-12-01"
"366";63;2014;0,05;0,79;0,15;0;0;0;0;0;0;0;10,5;0,78;0,21;4;"BX";"Financials";4;NA;"blackstone group";"the blackstone group lp";"blackstone group lp";4148;"2014-12-01"
"367";63;2015;0,03;1,17;0,07;0;0;0;0;0;0;0;10,35;0,63;0,15;4;"BX";"Financials";4;NA;"blackstone group";"the blackstone group lp";"blackstone group lp";4164;"2015-12-01"
"368";63;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BX";"Financials";4;NA;"blackstone group";"the blackstone group lp";"blackstone group lp";4170;"2016-12-01"
"369";64;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BXP";"Financials";4;"BXP_quarterly_financial_data.xls";"boston properties";"boston properties inc";"boston properties inc";4183;"2011-12-01"
"370";64;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BXP";"Financials";4;"BXP_quarterly_financial_data.xls";"boston properties";"boston properties inc";"boston properties inc";4197;"2012-12-01"
"371";64;2013;0,04;1,23;0,14;0;0;0;0;0;0;0;10,3;2,05;0,35;4;"BXP";"Financials";4;"BXP_quarterly_financial_data.xls";"boston properties";"boston properties inc";"boston properties inc";4212;"2013-12-01"
"372";64;2014;0,02;1,41;0,08;0;0;0;0;0;0;0;10,3;1,83;0,18;4;"BXP";"Financials";4;"BXP_quarterly_financial_data.xls";"boston properties";"boston properties inc";"boston properties inc";4224;"2014-12-01"
"373";64;2015;0,03;1,49;0,1;0;0,08;0;0;0;0;0;10,26;1,64;0,23;4;"BXP";"Financials";4;"BXP_quarterly_financial_data.xls";"boston properties";"boston properties inc";"boston properties inc";4236;"2015-12-01"
"374";64;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BXP";"Financials";4;"BXP_quarterly_financial_data.xls";"boston properties";"boston properties inc";"boston properties inc";4244;"2016-12-01"
"375";65;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"Financials";4;"C_quarterly_financial_data.xls";"citigroup";"citigroup inc";"citigroup inc";4255;"2011-12-01"
"376";65;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"Financials";4;"C_quarterly_financial_data.xls";"citigroup";"citigroup inc";"citigroup inc";4262;"2012-12-01"
"377";65;2013;0,01;0,15;0,07;0,23;0,26;0,14;0,1;1;1;1;12,27;1,11;0,17;4;"C";"Financials";4;"C_quarterly_financial_data.xls";"citigroup";"citigroup inc";"citigroup inc";4278;"2013-12-01"
"378";65;2014;0;0,17;0,03;0,05;0,04;0,03;0,01;1;1;1;12,27;1,11;0,09;4;"C";"Financials";4;"C_quarterly_financial_data.xls";"citigroup";"citigroup inc";"citigroup inc";4293;"2014-12-01"
"379";65;2015;0,01;0,16;0,08;0,05;0,06;0,03;0,02;1;1;1;12,24;0,98;0,22;4;"C";"Financials";4;"C_quarterly_financial_data.xls";"citigroup";"citigroup inc";"citigroup inc";4302;"2015-12-01"
"380";65;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"Financials";4;"C_quarterly_financial_data.xls";"citigroup";"citigroup inc";"citigroup inc";4317;"2016-12-01"
"381";66;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CA";"Information Technology";7;"CA_quarterly_financial_data.xls";"ca incorporated";"ca inc";"ca inc";4332;"2011-12-01"
"382";66;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CA";"Information Technology";7;"CA_quarterly_financial_data.xls";"ca incorporated";"ca inc";"ca inc";4337;"2012-12-01"
"383";66;2013;0,09;1,32;0,19;0,34;0,49;0,58;0,34;1;1;1;10,07;0,22;0,23;7;"CA";"Information Technology";7;"CA_quarterly_financial_data.xls";"ca incorporated";"ca inc";"ca inc";4346;"2013-12-01"
"384";66;2014;0,07;1,25;0,14;0,05;0,03;0,08;0,13;1;0;1;10,04;0,22;0,19;7;"CA";"Information Technology";7;"CA_quarterly_financial_data.xls";"ca incorporated";"ca inc";"ca inc";4364;"2014-12-01"
"385";66;2015;0,07;1,2;0,14;0,06;0,03;0,09;0,07;1;0;1;10,04;0,37;0,19;7;"CA";"Information Technology";7;"CA_quarterly_financial_data.xls";"ca incorporated";"ca inc";"ca inc";4377;"2015-12-01"
"386";66;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CA";"Information Technology";7;"CA_quarterly_financial_data.xls";"ca incorporated";"ca inc";"ca inc";4387;"2016-12-01"
"387";67;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAG";"Consumer Staples";2;"CAG_quarterly_financial_data.xls";"conagra foods";"conagra foods inc";"conagra foods inc";4395;"2011-12-01"
