"";"Companies";"Year";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Ticker";"GisSector";"GicsClassification";"FichierSTCKP";"CompanyGR2014";"CompanyGR2015";"CompanyGR2016";"X";"Date"
"1738";298;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PNC";"Financials";4;"PNC_quarterly_financial_data.xls";"pnc financial services group";"the pnc financial services group inc";"pnc financial services group inc";19646;"2016-12-01"
"1739";299;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PPG";"Materials";8;"PPG_quarterly_financial_data.xls";"ppg industries";"ppg industries inc";"ppg industries inc";19668;"2011-12-01"
"1740";299;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PPG";"Materials";8;"PPG_quarterly_financial_data.xls";"ppg industries";"ppg industries inc";"ppg industries inc";19671;"2012-12-01"
"1741";299;2013;0,2;1,68;0,65;0,32;0,33;0,19;0,35;0;1;0;10,2;0,68;0,21;8;"PPG";"Materials";8;"PPG_quarterly_financial_data.xls";"ppg industries";"ppg industries inc";"ppg industries inc";19689;"2013-12-01"
"1742";299;2014;0,12;1,91;0,36;0;0,11;0;0;1;1;0;10,25;0,75;0,14;8;"PPG";"Materials";8;"PPG_quarterly_financial_data.xls";"ppg industries";"ppg industries inc";"ppg industries inc";19703;"2014-12-01"
"1743";299;2015;0,08;1,66;0,28;0,11;0,1;0,14;0,05;1;1;0;10,23;0,86;0,09;8;"PPG";"Materials";8;"PPG_quarterly_financial_data.xls";"ppg industries";"ppg industries inc";"ppg industries inc";19709;"2015-12-01"
"1744";299;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PPG";"Materials";8;"PPG_quarterly_financial_data.xls";"ppg industries";"ppg industries inc";"ppg industries inc";19718;"2016-12-01"
"1745";300;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PPL";"Utilities";11;"PPL_quarterly_financial_data.xls";"ppl";"ppl corporation";"ppl corp";19740;"2011-12-01"
"1746";300;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PPL";"Utilities";11;"PPL_quarterly_financial_data.xls";"ppl";"ppl corporation";"ppl corp";19752;"2012-12-01"
"1747";300;2013;0,04;0,82;0,13;0;0;0;0;0;0;0;10,67;1,38;0,15;11;"PPL";"Utilities";11;"PPL_quarterly_financial_data.xls";"ppl";"ppl corporation";"ppl corp";19759;"2013-12-01"
"1748";300;2014;0,02;0,84;0,06;0;0;0;0,11;0;0;0;10,69;1,87;0,09;11;"PPL";"Utilities";11;"PPL_quarterly_financial_data.xls";"ppl";"ppl corporation";"ppl corp";19771;"2014-12-01"
"1749";300;2015;0,04;1,09;0,14;0;0,03;0;0,11;0;0;0;10,59;1,79;0,12;11;"PPL";"Utilities";11;"PPL_quarterly_financial_data.xls";"ppl";"ppl corporation";"ppl corp";19780;"2015-12-01"
"1750";300;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PPL";"Utilities";11;"PPL_quarterly_financial_data.xls";"ppl";"ppl corporation";"ppl corp";19790;"2016-12-01"
"1751";301;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PRU";"Financials";4;"PRU_quarterly_financial_data.xls";"prudential financial";"prudential financial inc";"prudential financial inc";19812;"2011-12-01"
"1752";301;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PRU";"Financials";4;"PRU_quarterly_financial_data.xls";"prudential financial";"prudential financial inc";"prudential financial inc";19817;"2012-12-01"
"1753";301;2013;0;0,08;-0,02;0,83;0,64;0,67;0;0;1;0;11,86;0,76;-0,02;4;"PRU";"Financials";4;"PRU_quarterly_financial_data.xls";"prudential financial";"prudential financial inc";"prudential financial inc";19833;"2013-12-01"
"1754";301;2014;0;0,09;0,03;0,06;0,06;0,05;0,08;1;1;0;11,88;0,47;0,02;4;"PRU";"Financials";4;"PRU_quarterly_financial_data.xls";"prudential financial";"prudential financial inc";"prudential financial inc";19842;"2014-12-01"
"1755";301;2015;0,01;0,08;0,13;0,11;0,07;0,06;0,08;1;1;0;11,88;0,68;0,1;4;"PRU";"Financials";4;"PRU_quarterly_financial_data.xls";"prudential financial";"prudential financial inc";"prudential financial inc";19856;"2015-12-01"
"1756";301;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PRU";"Financials";4;"PRU_quarterly_financial_data.xls";"prudential financial";"prudential financial inc";"prudential financial inc";19864;"2016-12-01"
"1757";302;2013;0,07;0,91;0,17;0;0;0;0;0;0;1;10,7;0,28;0,02;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1758";302;2014;0,1;0,85;0,22;0;0;0;0;0;0;1;10,69;0,36;0,03;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1759";302;2015;0,09;0,98;0,19;0;0,09;0;0;0;0;1;10,69;0,38;0,04;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1760";302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PSX";"Energy";3;"PSX_quarterly_financial_data.xls";"phillips 66";"phillips 66";"phillips 66";NA;NA
"1761";303;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PX";"Materials";8;"PX_quarterly_financial_data.xls";"praxair";"praxair inc";"praxair inc";19877;"2011-12-01"
"1762";303;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PX";"Materials";8;"PX_quarterly_financial_data.xls";"praxair";"praxair inc";"praxair inc";19892;"2012-12-01"
"1763";303;2013;0,09;2,27;0,28;0,27;0,21;0,55;0,87;1;1;1;10,31;1,21;0,15;8;"PX";"Materials";8;"PX_quarterly_financial_data.xls";"praxair";"praxair inc";"praxair inc";19902;"2013-12-01"
"1764";303;2014;0,08;2,32;0,26;0,04;0,02;0,07;0,11;1;1;1;10,3;1,54;0,14;8;"PX";"Materials";8;"PX_quarterly_financial_data.xls";"praxair";"praxair inc";"praxair inc";19915;"2014-12-01"
"1765";303;2015;0,08;2,05;0,33;0,04;0,02;0,08;0,13;1;1;1;10,26;2,04;0,14;8;"PX";"Materials";8;"PX_quarterly_financial_data.xls";"praxair";"praxair inc";"praxair inc";19932;"2015-12-01"
"1766";303;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PX";"Materials";8;"PX_quarterly_financial_data.xls";"praxair";"praxair inc";"praxair inc";19941;"2016-12-01"
"1767";304;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PXD";"Energy";3;"PXD_quarterly_financial_data.xls";"pioneer natural resources";"pioneer natural resources company";"pioneer natural resources co";19955;"2011-12-01"
"1768";304;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PXD";"Energy";3;"PXD_quarterly_financial_data.xls";"pioneer natural resources";"pioneer natural resources company";"pioneer natural resources co";19964;"2012-12-01"
"1769";304;2013;-0,06;2,31;-0,12;0;0;0;0;0;0;0;10,09;0,4;-0,24;3;"PXD";"Energy";3;"PXD_quarterly_financial_data.xls";"pioneer natural resources";"pioneer natural resources company";"pioneer natural resources co";19971;"2013-12-01"
"1770";304;2014;0,07;1,6;0,13;0;0;0;0;0;0;0;10,17;0,31;0,18;3;"PXD";"Energy";3;"PXD_quarterly_financial_data.xls";"pioneer natural resources";"pioneer natural resources company";"pioneer natural resources co";19987;"2014-12-01"
"1771";304;2015;-0,02;1,33;-0,03;0;0,02;0;0;0;0;0;10,18;0,38;-0,06;3;"PXD";"Energy";3;"PXD_quarterly_financial_data.xls";"pioneer natural resources";"pioneer natural resources company";"pioneer natural resources co";19993;"2015-12-01"
"1772";304;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"PXD";"Energy";3;"PXD_quarterly_financial_data.xls";"pioneer natural resources";"pioneer natural resources company";"pioneer natural resources co";20006;"2016-12-01"
"1773";305;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"QCOM";"Information Technology";7;"QCOM_quarterly_financial_data.xls";"qualcomm";"qualcomm incorporated";"qualcomm inc";20028;"2011-12-01"
"1774";305;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"QCOM";"Information Technology";7;"QCOM_quarterly_financial_data.xls";"qualcomm";"qualcomm incorporated";"qualcomm inc";20039;"2012-12-01"
"1775";305;2013;0,15;2,38;0,18;0,65;0,74;0,91;0,86;0;1;1;10,67;0;0,27;7;"QCOM";"Information Technology";7;"QCOM_quarterly_financial_data.xls";"qualcomm";"qualcomm incorporated";"qualcomm inc";20042;"2013-12-01"
"1776";305;2014;0,17;2,2;0,21;0,12;0,12;0,15;0,06;0;1;1;10,69;0;0,3;7;"QCOM";"Information Technology";7;"QCOM_quarterly_financial_data.xls";"qualcomm";"qualcomm incorporated";"qualcomm inc";20055;"2014-12-01"
"1777";305;2015;0,1;1,41;0,14;0,13;0;0,13;0,05;0;1;1;10,7;0,33;0,2;7;"QCOM";"Information Technology";7;"QCOM_quarterly_financial_data.xls";"qualcomm";"qualcomm incorporated";"qualcomm inc";20076;"2015-12-01"
"1778";305;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"QCOM";"Information Technology";7;"QCOM_quarterly_financial_data.xls";"qualcomm";"qualcomm incorporated";"qualcomm inc";20081;"2016-12-01"
"1779";306;2013;0,11;NA;0,34;0,4;0,39;0,61;0,39;1;0;1;10,19;0,99;0,21;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1780";306;2014;0,1;NA;0,3;0,04;0,02;0,05;0,01;1;0;1;10,18;1,02;0,17;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1781";306;2015;0,07;NA;0,22;0,04;0,03;0,06;0,02;1;0;1;10,73;0,93;0,3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1782";306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RAI";"Consumer Staples";2;"RAI_quarterly_financial_data.xls";"reynolds american";"reynolds american inc";"reynolds american inc";NA;NA
"1783";307;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RCL";"Consumer Discretionary";1;"RCL_quarterly_financial_data.xls";"royal caribbean cruises";"royal caribbean cruises ltd";"royal caribbean cruises ltd";20099;"2011-12-01"
"1784";307;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RCL";"Consumer Discretionary";1;"RCL_quarterly_financial_data.xls";"royal caribbean cruises";"royal caribbean cruises ltd";"royal caribbean cruises ltd";20112;"2012-12-01"
"1785";307;2013;0,04;1,01;0,09;0,18;0,06;0,62;0,72;1;1;1;10,3;0,92;0,09;1;"RCL";"Consumer Discretionary";1;"RCL_quarterly_financial_data.xls";"royal caribbean cruises";"royal caribbean cruises ltd";"royal caribbean cruises ltd";20121;"2013-12-01"
"1786";307;2014;0,03;1,39;0,08;0,02;0,01;0,1;0,08;1;1;1;10,32;0,96;0,08;1;"RCL";"Consumer Discretionary";1;"RCL_quarterly_financial_data.xls";"royal caribbean cruises";"royal caribbean cruises ltd";"royal caribbean cruises ltd";20127;"2014-12-01"
"1787";307;2015;0;1,6;0,08;0,02;0,01;0,09;0,09;1;1;1;10,32;0,84;0;1;"RCL";"Consumer Discretionary";1;"RCL_quarterly_financial_data.xls";"royal caribbean cruises";"royal caribbean cruises ltd";"royal caribbean cruises ltd";20137;"2015-12-01"
"1788";307;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RCL";"Consumer Discretionary";1;"RCL_quarterly_financial_data.xls";"royal caribbean cruises";"royal caribbean cruises ltd";"royal caribbean cruises ltd";20154;"2016-12-01"
"1789";308;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"REGN";"Health Care";5;"REGN_quarterly_financial_data.xls";"regeneron pharmaceuticals";"regeneron pharmaceuticals inc";"regeneron pharmaceuticals inc";20162;"2011-12-01"
"1790";308;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"REGN";"Health Care";5;"REGN_quarterly_financial_data.xls";"regeneron pharmaceuticals";"regeneron pharmaceuticals inc";"regeneron pharmaceuticals inc";20184;"2012-12-01"
"1791";308;2013;0,17;8,9;0,26;0;0;0;0;0;0;0;9,47;0,26;0,2;5;"REGN";"Health Care";5;"REGN_quarterly_financial_data.xls";"regeneron pharmaceuticals";"regeneron pharmaceuticals inc";"regeneron pharmaceuticals inc";20188;"2013-12-01"
"1792";308;2014;0,1;10,62;0,14;0;0;0;0;0;0;0;9,59;0,18;0,12;5;"REGN";"Health Care";5;"REGN_quarterly_financial_data.xls";"regeneron pharmaceuticals";"regeneron pharmaceuticals inc";"regeneron pharmaceuticals inc";20203;"2014-12-01"
"1793";308;2015;0,13;8,97;0,19;0;0,08;0;0;0;0;0;9,75;0,1;0,16;5;"REGN";"Health Care";5;"REGN_quarterly_financial_data.xls";"regeneron pharmaceuticals";"regeneron pharmaceuticals inc";"regeneron pharmaceuticals inc";20219;"2015-12-01"
"1794";308;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"REGN";"Health Care";5;"REGN_quarterly_financial_data.xls";"regeneron pharmaceuticals";"regeneron pharmaceuticals inc";"regeneron pharmaceuticals inc";20223;"2016-12-01"
"1795";309;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RF";"Financials";4;"RF_quarterly_financial_data.xls";"regions financial";"regions financial corporation";"regions financial corp";20238;"2011-12-01"
"1796";309;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RF";"Financials";4;"RF_quarterly_financial_data.xls";"regions financial";"regions financial corporation";"regions financial corp";20253;"2012-12-01"
"1797";309;2013;0,01;0,11;0,07;0;0;0;0;0;0;0;11,07;0,32;0,21;4;"RF";"Financials";4;"RF_quarterly_financial_data.xls";"regions financial";"regions financial corporation";"regions financial corp";20263;"2013-12-01"
"1798";309;2014;0,01;0,12;0,07;0;0;0;0;0;0;0;11,08;0,21;0,22;4;"RF";"Financials";4;"RF_quarterly_financial_data.xls";"regions financial";"regions financial corporation";"regions financial corp";20277;"2014-12-01"
"1799";309;2015;0,01;0,13;0,06;0;0,01;0;0;0;0;0;11,1;0,52;0,19;4;"RF";"Financials";4;"RF_quarterly_financial_data.xls";"regions financial";"regions financial corporation";"regions financial corp";20285;"2015-12-01"
"1800";309;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RF";"Financials";4;"RF_quarterly_financial_data.xls";"regions financial";"regions financial corporation";"regions financial corp";20293;"2016-12-01"
"1801";310;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RHT";"Information Technology";7;"RHT_quarterly_financial_data.xls";"red hat";"red hat inc";"red hat inc";20308;"2011-12-01"
"1802";310;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RHT";"Information Technology";7;"RHT_quarterly_financial_data.xls";"red hat";"red hat inc";"red hat inc";20325;"2012-12-01"
"1803";310;2013;0,06;2,96;0,12;0;0;0;0;0;0;0;9,46;0,03;0,12;7;"RHT";"Information Technology";7;"RHT_quarterly_financial_data.xls";"red hat";"red hat inc";"red hat inc";20338;"2013-12-01"
"1804";310;2014;0,06;3,26;0,12;0;0;0;0;0;0;0;9,55;0,58;0,1;7;"RHT";"Information Technology";7;"RHT_quarterly_financial_data.xls";"red hat";"red hat inc";"red hat inc";20343;"2014-12-01"
"1805";310;2015;0,05;3,88;0,15;0;0,05;0;0;0;0;0;9,59;0,54;0,1;7;"RHT";"Information Technology";7;"RHT_quarterly_financial_data.xls";"red hat";"red hat inc";"red hat inc";20357;"2015-12-01"
"1806";310;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RHT";"Information Technology";7;"RHT_quarterly_financial_data.xls";"red hat";"red hat inc";"red hat inc";20370;"2016-12-01"
"1807";311;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RL";"Consumer Discretionary";1;"RL_quarterly_financial_data.xls";"ralph lauren";"ralph lauren corporation";"ralph lauren corp";20380;"2011-12-01"
"1808";311;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RL";"Consumer Discretionary";1;"RL_quarterly_financial_data.xls";"ralph lauren";"ralph lauren corporation";"ralph lauren corp";20390;"2012-12-01"
"1809";311;2013;0,13;2,27;0,19;0;0;0;0;0;0;0;9,78;0,14;0,1;1;"RL";"Consumer Discretionary";1;"RL_quarterly_financial_data.xls";"ralph lauren";"ralph lauren corporation";"ralph lauren corp";20404;"2013-12-01"
"1810";311;2014;0,12;2,24;0,18;0;0,07;0;0;0;0;0;9,8;0,21;0,1;1;"RL";"Consumer Discretionary";1;"RL_quarterly_financial_data.xls";"ralph lauren";"ralph lauren corporation";"ralph lauren corp";20423;"2014-12-01"
"1811";311;2015;0,08;1,22;0,13;0;0,04;0;0;0;0;0;9,8;0,23;0,06;1;"RL";"Consumer Discretionary";1;"RL_quarterly_financial_data.xls";"ralph lauren";"ralph lauren corporation";"ralph lauren corp";20427;"2015-12-01"
"1812";311;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RL";"Consumer Discretionary";1;"RL_quarterly_financial_data.xls";"ralph lauren";"ralph lauren corporation";"ralph lauren corp";20441;"2016-12-01"
"1813";312;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROK";"Industrials";6;"ROK_quarterly_financial_data.xls";"rockwell automation";"rockwell automation inc";"rockwell automation inc";20458;"2011-12-01"
"1814";312;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROK";"Industrials";6;"ROK_quarterly_financial_data.xls";"rockwell automation";"rockwell automation inc";"rockwell automation inc";20472;"2012-12-01"
"1815";312;2013;0,14;2,55;0,35;0,7;0,48;0,89;0,84;1;1;1;9,77;0,43;0,12;6;"ROK";"Industrials";6;"ROK_quarterly_financial_data.xls";"rockwell automation";"rockwell automation inc";"rockwell automation inc";20475;"2013-12-01"
"1816";312;2014;0,14;2,23;0,31;0;0,08;0,12;0,09;1;1;1;9,79;0,58;0,14;6;"ROK";"Industrials";6;"ROK_quarterly_financial_data.xls";"rockwell automation";"rockwell automation inc";"rockwell automation inc";20495;"2014-12-01"
"1817";312;2015;0,13;1,93;0,33;0,12;0,1;0,12;0,11;1;1;1;9,81;0,74;0,13;6;"ROK";"Industrials";6;"ROK_quarterly_financial_data.xls";"rockwell automation";"rockwell automation inc";"rockwell automation inc";20504;"2015-12-01"
"1818";312;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROK";"Industrials";6;"ROK_quarterly_financial_data.xls";"rockwell automation";"rockwell automation inc";"rockwell automation inc";20510;"2016-12-01"
"1819";313;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROP";"Industrials";6;"ROP_quarterly_financial_data.xls";"roper industries";"roper industries inc";"roper industries inc";20527;"2011-12-01"
"1820";313;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROP";"Industrials";6;"ROP_quarterly_financial_data.xls";"roper industries";"roper industries inc";"roper industries inc";20543;"2012-12-01"
"1821";313;2013;0,07;1,82;0,14;0;0;0;0;0;0;0;9,91;0,62;0,19;6;"ROP";"Industrials";6;"ROP_quarterly_financial_data.xls";"roper industries";"roper industries inc";"roper industries inc";20555;"2013-12-01"
"1822";313;2014;0,08;2,02;0,14;0;0;0;0;0;0;0;9,92;0,41;0,16;6;"ROP";"Industrials";6;"ROP_quarterly_financial_data.xls";"roper industries";"roper industries inc";"roper industries inc";20563;"2014-12-01"
"1823";313;2015;0,08;2,12;0,14;0;0,07;0;0;0;0;0;10,01;0,46;0,18;6;"ROP";"Industrials";6;"ROP_quarterly_financial_data.xls";"roper industries";"roper industries inc";"roper industries inc";20580;"2015-12-01"
"1824";313;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROP";"Industrials";6;"ROP_quarterly_financial_data.xls";"roper industries";"roper industries inc";"roper industries inc";20592;"2016-12-01"
"1825";314;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROST";"Consumer Discretionary";1;"ROST_quarterly_financial_data.xls";"ross stores";"ross stores inc";"ross stores inc";20602;"2011-12-01"
"1826";314;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROST";"Consumer Discretionary";1;"ROST_quarterly_financial_data.xls";"ross stores";"ross stores inc";"ross stores inc";20605;"2012-12-01"
"1827";314;2013;0,22;4,14;0,46;0;0;0;0;0;0;0;9,6;0,08;0,08;1;"ROST";"Consumer Discretionary";1;"ROST_quarterly_financial_data.xls";"ross stores";"ross stores inc";"ross stores inc";20621;"2013-12-01"
"1828";314;2014;0,21;3,6;0,42;0;0;0;0;0;0;0;9,67;0,18;0,08;1;"ROST";"Consumer Discretionary";1;"ROST_quarterly_financial_data.xls";"ross stores";"ross stores inc";"ross stores inc";20636;"2014-12-01"
"1829";314;2015;0,21;4,15;0,43;0;0,01;0;0;0;0;0;9,69;0,17;0,09;1;"ROST";"Consumer Discretionary";1;"ROST_quarterly_financial_data.xls";"ross stores";"ross stores inc";"ross stores inc";20645;"2015-12-01"
"1830";314;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ROST";"Consumer Discretionary";1;"ROST_quarterly_financial_data.xls";"ross stores";"ross stores inc";"ross stores inc";20654;"2016-12-01"
"1831";315;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RSG";"Industrials";6;"RSG_quarterly_financial_data.xls";"republic services";"republic services inc";"republic services inc";20669;"2011-12-01"
"1832";315;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RSG";"Industrials";6;"RSG_quarterly_financial_data.xls";"republic services";"republic services inc";"republic services inc";20686;"2012-12-01"
"1833";315;2013;0,03;0,97;0,08;0;0;0;0;0;0;0;10,3;0,89;0,06;6;"RSG";"Industrials";6;"RSG_quarterly_financial_data.xls";"republic services";"republic services inc";"republic services inc";20696;"2013-12-01"
"1834";315;2014;0,03;1,08;0,07;0;0,01;0;0;1;0;1;10,3;0,91;0,05;6;"RSG";"Industrials";6;"RSG_quarterly_financial_data.xls";"republic services";"republic services inc";"republic services inc";20704;"2014-12-01"
"1835";315;2015;0,04;1,14;0,1;0;0,01;0;0;1;0;1;10,31;0,97;0,07;6;"RSG";"Industrials";6;"RSG_quarterly_financial_data.xls";"republic services";"republic services inc";"republic services inc";20715;"2015-12-01"
"1836";315;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RSG";"Industrials";6;"RSG_quarterly_financial_data.xls";"republic services";"republic services inc";"republic services inc";20732;"2016-12-01"
"1837";316;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RTN";"Industrials";6;"RTN_quarterly_financial_data.xls";"raytheon";"raytheon company";"raytheon co";20742;"2011-12-01"
"1838";316;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RTN";"Industrials";6;"RTN_quarterly_financial_data.xls";"raytheon";"raytheon company";"raytheon co";20754;"2012-12-01"
"1839";316;2013;0,08;0,95;0,22;0,51;0,58;0,65;0,83;0;1;1;10,41;0,43;0,08;6;"RTN";"Industrials";6;"RTN_quarterly_financial_data.xls";"raytheon";"raytheon company";"raytheon co";20761;"2013-12-01"
"1840";316;2014;0,08;1,23;0,2;0,09;0,09;0,08;0,07;1;1;1;10,45;0,56;0,1;6;"RTN";"Industrials";6;"RTN_quarterly_financial_data.xls";"raytheon";"raytheon company";"raytheon co";20778;"2014-12-01"
"1841";316;2015;0,07;1,33;0,21;0,08;0,09;0,09;0,14;1;1;1;10,47;0,53;0,09;6;"RTN";"Industrials";6;"RTN_quarterly_financial_data.xls";"raytheon";"raytheon company";"raytheon co";20794;"2015-12-01"
"1842";316;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RTN";"Industrials";6;"RTN_quarterly_financial_data.xls";"raytheon";"raytheon company";"raytheon co";20801;"2016-12-01"
"1843";317;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"S";"Telecommunication Services";10;"S_quarterly_financial_data.xls";"sprint";"sprint corporation";"sprint corp";20810;"2011-12-01"
"1844";317;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"S";"Telecommunication Services";10;"S_quarterly_financial_data.xls";"sprint";"sprint corporation";"sprint corp";20827;"2012-12-01"
"1845";317;2013;-0,03;NA;-0,12;0,4;0,35;0,63;0,49;1;1;1;10,93;1,25;-0,12;10;"S";"Telecommunication Services";10;"S_quarterly_financial_data.xls";"sprint";"sprint corporation";"sprint corp";20835;"2013-12-01"
"1846";317;2014;-0,04;NA;-0,13;0,09;0,11;0,07;0,05;1;1;1;10,92;1,47;-0,11;10;"S";"Telecommunication Services";10;"S_quarterly_financial_data.xls";"sprint";"sprint corporation";"sprint corp";20846;"2014-12-01"
"1847";317;2015;-0,02;NA;-0,08;0;0,11;0;0;1;1;1;10,9;1,5;-0,1;10;"S";"Telecommunication Services";10;"S_quarterly_financial_data.xls";"sprint";"sprint corporation";"sprint corp";20864;"2015-12-01"
"1848";317;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"S";"Telecommunication Services";10;"S_quarterly_financial_data.xls";"sprint";"sprint corporation";"sprint corp";20874;"2016-12-01"
"1849";318;2013;-0,01;2,56;-0,12;0;0;0;0;0;0;0;9,83;15,12;-0,04;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1850";318;2014;0;2,82;2,64;0;0;0;0;0;0;0;9,89;-4,95;-0,02;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1851";318;2015;-0,02;2,96;0,14;0;0;0;0;0;0;0;9,87;-11,9;-0,11;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1852";318;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"SBAC ";"Telecommunication Services";10;"SBAC_quarterly_financial_data.xls";"sba communications";"sba communications corporation";"sba communications corp";NA;NA
"1853";319;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"SBUX";"Consumer Discretionary";1;"SBUX_quarterly_financial_data.xls";"starbucks";"starbucks corporation";"starbucks corp";20883;"2011-12-01"
"1854";319;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"SBUX";"Consumer Discretionary";1;"SBUX_quarterly_financial_data.xls";"starbucks";"starbucks corporation";"starbucks corp";20893;"2012-12-01"
