"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEquityRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","Volume"
"896","HOT",2012,0.061,0.1845,0.53,0.0889,0.523,8.861e+09,1.97e+08,0.1301,6.321e+09,NA,5.62e+08,3.137e+09,18.18,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","HOT",2013,0.0721,0.1955,0.45,0.1038,0.484,8.762e+09,1.93e+08,0.1417,6.115e+09,NA,6.35e+08,3.36e+09,21.65,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","HOT",2014,0.0727,0.2592,1.69,0.1058,0.866,8.659e+09,1.86e+08,0.1503,5.983e+09,NA,6.33e+08,1.525e+09,27.22,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","HOT",2015,0.0578,0.3467,1.76,0.0849,0.453,8.268e+09,1.7e+08,0.1404,5.763e+09,NA,4.89e+08,1.296e+09,22.95,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","HOT",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","HRL",2012,0.1135,0.1826,0.09,0.0608,0.322,NA,5.38e+08,0.1688,8.231e+09,NA,5e+08,NA,NA,0.93,0.00642881634158929,1e-04,0.0119,0.00632881634158929,0.0118,-0.133663768350579,0.00790604880812612,-0.00147723246653683,1.42,15.34,1472600
"902","HRL",2013,0.111,0.1717,0.08,0.0601,0.355,NA,5.4e+08,0.1602,8.752e+09,NA,5.26e+08,NA,NA,0.97,0.00332613005908774,0,0.0281,0.00332613005908774,0.0281,1.46128367171527,-0.0377359411161114,0.0410620711751992,2.13,NA,NA
"903","HRL",2014,0.1162,0.1743,0.07,0.0647,0.353,NA,5.4e+08,0.1642,9.316e+09,NA,6.03e+08,NA,NA,1.12,-0.0186353679918852,0,-6e-04,-0.0186353679918852,-6e-04,1.10142715037643,-0.0179745117016594,-0.000660856290225857,2.44,NA,NA
"904","HRL",2015,0.1183,0.1805,0.06,0.0741,0.383,NA,5.41e+08,0.1635,9.264e+09,NA,6.86e+08,NA,NA,1.27,0.0540395458019539,1e-04,-0.0216,0.0539395458019539,-0.0217,0.72229472152872,0.0696133412591272,-0.0155737954571732,2.81,40.005001,726700
"905","HRL",2016,0.1423,0.2108,0.06,0.0935,0.363,NA,5.42e+08,0.2,9.523e+09,NA,8.9e+08,NA,NA,1.64,0.0165100416214587,3e-04,0.0185,0.0162100416214587,0.0182,-0.576254066829452,0.0266978656377547,-0.010187824016296,3.08,34.849998,1522100
"906","HSIC",2012,0.077,0.1538,0.19,0.0434,0,5333997000,1.8e+08,0.1329,8.94e+09,NA,3.88e+08,2613585000,18.6,2.16,-0.00434268333117368,1e-04,0.0119,-0.00444268333117368,0.0118,1.07315325498214,-0.0171058917399629,0.0127632084087893,1.19,39.98,431400
"907","HSIC",2013,0.0788,0.1599,0.16,0.0451,0,5624636000,1.75e+08,0.1378,9.561e+09,NA,4.32e+08,2785197000,22.96,2.46,0.00227812240575933,0,0.0281,0.00227812240575933,0.0281,1.21193296082746,-0.0317771937934922,0.0340553161992515,1.59,NA,NA
"908","HSIC",2014,0.0792,0.1665,0.19,0.0449,0,6138807000,1.71e+08,0.1389,1.0371e+10,NA,4.66e+08,2813594000,23.36,2.72,-0.00768251108653941,0,-6e-04,-0.00768251108653941,-6e-04,0.973212056580045,-0.00709858385259138,-0.000583927233948027,1.77,NA,NA
"909","HSIC",2015,0.0758,0.1682,0.16,0.0451,0,6504740000,1.68e+08,0.1349,1.063e+10,NA,4.79e+08,2884256000,25.15,2.85,0.0108686741293776,1e-04,-0.0216,0.0107686741293776,-0.0217,1.03695760143068,0.0332706540804232,-0.0224019799510457,1.91,79.245003,491000
"910","HSIC",2016,0.0766,0.1785,0.26,0.0438,0,6730396000,1.64e+08,0.135,1.1572e+10,NA,5.07e+08,2793066000,25.85,3.1,0.0182929895011146,3e-04,0.0185,0.0179929895011146,0.0182,0.728673913628995,0.00473112427306688,0.0135618652280477,1.74,76.125,489800
"911","HST",2012,0.0047,0.009,0.79,0.0115,3.5639,1.2994e+10,7.2e+08,0.0234,5.059e+09,NA,6.1e+07,6.825e+09,172.44,0.08,0.0703521752911362,1e-04,0.0119,0.0702521752911362,0.0118,1.43131863342856,0.0533626154166791,0.0169895598744571,1.26,15.38,3974500
"912","HST",2013,0.0246,0.0451,0.66,0.0614,1.826,1.2814e+10,7.47e+08,0.0487,5.166e+09,NA,3.17e+08,7.228e+09,63,0.42,0.0611554367886757,0,0.0281,0.0611554367886757,0.0281,1.41324090270951,0.0214433674225384,0.0397120693661373,1.46,NA,NA
"913","HST",2014,0.0585,0.1005,0.54,0.1367,0.886,1.2207e+10,7.86e+08,0.0805,5.321e+09,NA,7.32e+08,7.336e+09,28.2,0.96,0.0308172442634608,0,-6e-04,0.0308172442634608,-6e-04,1.26373822072145,0.0315754871958936,-0.000758242932432871,1.71,NA,NA
"914","HST",2015,0.0465,0.0775,0.39,0.1036,0.93,1.1784e+10,7.52e+08,0.0743,5.35e+09,NA,5.58e+08,7.064e+09,19.9,0.74,-0.0661834571399379,1e-04,-0.0216,-0.0662834571399379,-0.0217,0.766208497453001,-0.0496567327452077,-0.0165267243947301,1.32,15.78,5220000
"915","HST",2016,0.0657,0.1084,0.52,0.1403,0.754,1.1408e+10,7.44e+08,0.0886,5.43e+09,NA,7.62e+08,6.994e+09,15.89,1.02,0.0678127180749232,3e-04,0.0185,0.0675127180749232,0.0182,1.72729651045625,0.0360759215846195,0.0317367964903037,1.53,18.57,4628500
"916","HSY",2012,0.1442,0.701,1.48,0.0995,0.539,4754839000,2.28e+08,0.2546,6.644e+09,NA,6.61e+08,1036749000,45.7,2.89,-0.0144340949979202,1e-04,0.0119,-0.0145340949979202,0.0118,-0.0016427303387045,-0.0145147107799235,8.06157820032868e-05,3.59,71.440002,480300
"917","HSY",2013,0.1623,0.6212,1.12,0.1148,0.506,5357488000,2.27e+08,0.2698,7.146e+09,NA,8.2e+08,1604834000,28.39,3.61,0.00350293177696931,0,0.0281,0.00350293177696931,0.0281,1.00304312607613,-0.0246825800657699,0.0281855118427392,4.2,NA,NA
"918","HSY",2014,0.1542,0.5536,1.06,0.1141,0.54,5629516000,2.25e+08,0.2501,7.422e+09,NA,8.47e+08,1455062000,26.51,3.77,0.035751603287145,0,-6e-04,0.035751603287145,-6e-04,0.884334477579466,0.0362822039736927,-0.00053060068654768,4.31,NA,NA
"919","HSY",2015,0.0935,0.4182,1.56,0.0694,0.968,5344371000,2.21e+08,0.1585,7.387e+09,NA,5.13e+08,997997000,39.96,2.32,0.0337199622635426,1e-04,-0.0216,0.0336199622635426,-0.0217,0.0399837937503216,0.0344876105879245,-0.000767648324381979,3.98,90.389999,515000
"920","HSY",2016,0.1325,0.8073,2.99,0.0968,0.627,5524333000,2.15e+08,0.2169,7.44e+09,NA,7.2e+08,785856000,26.4,3.34,0.0679023621499252,3e-04,0.0185,0.0676023621499252,0.0182,-0.373236559984126,0.0743952675416363,-0.00649290539171109,4.42,103.150002,467100
"921","HUM",2012,0.0649,0.1445,0.3,0.0312,0.137,1.9979e+10,1.63e+08,NA,3.9126e+10,NA,1.222e+09,8.847e+09,9.4,7.47,0.051862901669275,1e-04,0.0119,0.051762901669275,0.0118,0.951021399184538,0.0405408491588975,0.0113220525103776,0.48,67.510002,1146200
"922","HUM",2013,0.0605,0.1356,0.28,0.0298,0.117,2.0735e+10,1.59e+08,NA,4.1313e+10,NA,1.231e+09,9.316e+09,10.81,7.73,-0.00482070523034733,0,0.0281,-0.00482070523034733,0.0281,0.578443315823853,-0.0210749624049976,0.0162542571746503,0.7,NA,NA
"923","HUM",2014,0.0519,0.121,0.4,0.0236,0.176,2.3466e+10,1.56e+08,NA,4.85e+10,NA,1.147e+09,9.646e+09,22.04,7.36,0.0421365084190403,0,-6e-04,0.0421365084190403,-6e-04,2.15517147312594,0.0434296113029159,-0.00129310288387557,0.92,NA,NA
"924","HUM",2015,0.053,0.1277,0.37,0.0235,0.13,2.4705e+10,1.51e+08,NA,5.4289e+10,NA,1.276e+09,1.0346e+10,20.14,8.44,0.0583875072684455,1e-04,-0.0216,0.0582875072684455,-0.0217,0.487539275892897,0.0688671095553213,-0.0104796022868759,1.1,177.860001,294300
"925","HUM",2016,0.0245,0.0584,0.35,0.0113,0.117,2.5396e+10,1.51e+08,NA,5.4379e+10,NA,6.14e+08,1.0685e+10,26.28,4.07,-0.0413336133111577,3e-04,0.0185,-0.0416336133111577,0.0182,1.1960461821818,-0.0634016538268665,0.0220680405157088,1.14,204.600006,732700
"926","IBM",2012,0.1409,0.8515,1.28,0.1589,0.23,1.19213e+11,1.155e+09,0.3257,1.02874e+11,NA,1.6604e+10,1.886e+10,14.28,14.37,0.00775631536107193,1e-04,0.0119,0.00765631536107193,0.0118,1.11380150881617,-0.00548654244295892,0.0132428578040308,1.95,189.830002,3536600
"927","IBM",2013,0.1343,0.7915,1.44,0.1652,0.251,1.26223e+11,1.103e+09,0.2924,9.8368e+10,6.226e+09,1.6483e+10,2.2792e+10,12.5,14.94,0.0429748308283909,0,0.0281,0.0429748308283909,0.0281,1.4699136572318,0.00167025706017741,0.0413045737682135,1.74,NA,NA
"928","IBM",2014,0.0986,0.6937,2.96,0.1296,0.266,1.17532e+11,1.01e+09,0.2141,9.2793e+10,5.437e+09,1.2022e+10,1.1868e+10,14.05,11.9,-0.0107250977049457,0,-6e-04,-0.0107250977049457,-6e-04,-0.0143835244981279,-0.0107337278196446,8.63011469887673e-06,1.59,NA,NA
"929","IBM",2015,0.1157,1.0096,2.34,0.1614,0.33,1.10495e+11,9.83e+08,0.2532,8.1742e+10,5.247e+09,1.319e+10,1.4262e+10,9.89,13.42,-0.0129947306171106,1e-04,-0.0216,-0.0130947306171106,-0.0217,0.576321328154385,-0.000588557796160483,-0.0124061728209502,1.43,137.610001,3106900
"930","IBM",2016,0.1042,0.7304,1.9,0.1485,0.441,1.1747e+11,9.59e+08,0.216,7.992e+10,5.751e+09,1.1872e+10,1.8246e+10,12.97,12.38,0.0229740495256961,3e-04,0.0185,0.0226740495256961,0.0182,1.72076483425514,-0.00864387045774756,0.0316179199834436,1.57,166.190002,1757500
"931","ICE",2012,0.015,0.1631,0.27,0.4047,0,37214842000,3.65e+08,0.1316,1.363e+09,NA,5.52e+08,3643377000,17.25,1.5,-0.0651896466888358,1e-04,0.0119,-0.0652896466888358,0.0118,1.33092205004226,-0.0809945268793344,0.0158048801904987,0.23,24.732,3814500
"932","ICE",2013,0.005,0.0313,0.31,0.1415,0.2942,6.4818e+10,3.95e+08,0.0257,1.73e+09,NA,2.54e+08,1.2583e+10,26.65,0.64,0.0680777103610516,0,0.0281,0.0680777103610516,0.0281,0.696661038314868,0.0485015351844038,0.0195761751766478,0.46,NA,NA
"933","ICE",2014,0.0147,0.0787,0.18,0.2324,0.792,6.8279e+10,5.73e+08,0.0612,4.352e+09,NA,9.81e+08,1.236e+10,51.24,1.71,-0.015575266496358,0,-6e-04,-0.015575266496358,-6e-04,0.306378751558919,-0.0153914392454226,-0.000183827250935351,0.4,NA,NA
"934","ICE",2015,0.0174,0.0938,0.32,0.2721,0.263,7.7987e+10,5.59e+08,0.0697,4.682e+09,NA,1.274e+09,1.4808e+10,23.11,2.28,0.0016177623929277,1e-04,-0.0216,0.0015177623929277,-0.0217,0.940771859328198,0.0219325117403496,-0.0203147493474219,0.47,50.882,918600
"935","ICE",2016,0.0178,0.0932,0.25,0.2387,0.27,8.2003e+10,5.99e+08,0.0701,5.958e+09,NA,1.422e+09,1.5717e+10,22.94,2.37,0.0211010222632899,3e-04,0.0185,0.0208010222632899,0.0182,0.20315123384945,0.01710366980723,0.00399735245605998,0.47,56.650002,1375500
"936","IEP",2012,0.0312,0.184,1.83,0.0509,0.105,NA,1.03e+08,0.098,1.535e+10,NA,3.96e+08,NA,NA,3.7,0.106604178793193,1e-04,0.0119,0.106504178793193,0.0118,1.39358311142361,0.0900598980783947,0.0165442807147986,0.13,NA,NA
"937","IEP",2013,0.0357,0.1868,1.53,0.0535,0.463,3.1745e+10,1.12e+08,0.0946,1.8794e+10,NA,1.025e+09,NA,NA,9.02,-0.101266413815083,0,0.0281,-0.101266413815083,0.0281,1.12403045951954,-0.132851669727582,0.031585255912499,0.25,NA,NA
"938","IEP",2014,-0.0108,-0.0635,2.13,-0.0188,2.076,3.578e+10,1.2e+08,0.01,1.9504e+10,NA,-3.73e+08,NA,NA,-3.06,-0.154598776273684,0,-6e-04,-0.154598776273684,-6e-04,0.76870244820408,-0.154137554804762,-0.000461221468922448,0.3,NA,NA
"939","IEP",2015,-0.0324,-0.2481,3.17,-0.0728,NA,3.6442e+10,1.26e+08,-0.0144,1.6065e+10,NA,-1.194e+09,NA,NA,-9.29,-0.184087426653929,1e-04,-0.0216,-0.184187426653929,-0.0217,1.46172739064199,-0.152467942276998,-0.0316194843769312,0.28,NA,NA
"940","IEP",2016,-0.0317,-0.3602,5.16,-0.0629,NA,3.3335e+10,1.37e+08,-0.0248,1.759e+10,NA,-1.128e+09,NA,NA,-8.07,0.0358485518078514,3e-04,0.0185,0.0355485518078514,0.0182,1.98537669330429,-0.000585304010286614,0.036433855818138,0.37,NA,NA
"941","ILMN",2012,0.0635,0.1264,0.61,0.1317,0,2566085000,1.34e+08,0.0813,1.149e+09,NA,1.51e+08,1318581000,74.84,1.13,0.0344041436665171,1e-04,0.0119,0.0343041436665171,0.0118,2.42659156481532,0.00567036320169634,0.0287337804648207,2.42,54.75,661700
"942","ILMN",2013,0.0449,0.0879,0.55,0.0882,0,3.019e+09,1.4e+08,0.0669,1.421e+09,2.77e+08,1.25e+08,1533202000,110.43,0.9,0.12086215424706,0,0.0281,0.12086215424706,0.0281,0.151133939147507,0.116615290557015,0.00424686369004496,4.53,NA,NA
"943","ILMN",2014,0.1111,0.2359,0.67,0.1898,0,3.34e+09,1.49e+08,0.1486,1.861e+09,3.88e+08,3.53e+08,1462798000,92.07,2.37,-0.0336143560013505,0,-6e-04,-0.0336143560013505,-6e-04,1.2175515899904,-0.0328838250473563,-0.00073053095399424,7.88,NA,NA
"944","ILMN",2015,0.1314,0.2788,0.55,0.2079,NA,3.688e+09,1.49e+08,0.1724,2.22e+09,4.02e+08,4.62e+08,NA,NA,3.1,0.042842806833889,1e-04,-0.0216,0.042742806833889,-0.0217,-0.357429397500044,0.034986588908138,0.00785621792575095,7.49,188.059998,838500
"945","ILMN",2016,0.114,0.2245,0.48,0.1893,NA,4.281e+09,1.48e+08,0.1526,2.398e+09,5.04e+08,4.63e+08,NA,NA,3.07,-0.0390585382304213,3e-04,0.0185,-0.0393585382304213,0.0182,2.66901135027401,-0.0879345448054082,0.0488760065749869,4.26,127.93,561900
"946","INCY",2012,-0.1344,NA,NA,-0.1492,NA,NA,1.3e+08,NA,2.97e+08,NA,-4.4e+07,NA,NA,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","INCY",2013,-0.1732,NA,NA,-0.2343,NA,6.47e+08,1.48e+08,NA,3.55e+08,2.6e+08,-8.3e+07,NA,NA,-0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","INCY",2014,-0.0664,NA,NA,-0.0948,NA,8.3e+08,1.68e+08,NA,5.11e+08,3.48e+08,-4.8e+07,NA,NA,-0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","INCY",2015,0.0071,0.1459,3.62,0.0087,NA,1.007e+09,1.87e+08,0.0607,7.54e+08,4.8e+08,7e+06,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","INCY",2016,0.0788,0.3529,1.55,0.0943,NA,1.639e+09,1.94e+08,0.1477,1.106e+09,5.82e+08,1.04e+08,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","INCY ",2012,-0.1438,NA,NA,NA,NA,330419000,NA,NA,NA,NA,NA,-174957000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,NA,NA
"952","INCY ",2013,-0.2014,NA,NA,NA,NA,629568000,NA,NA,NA,NA,NA,-193108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45,NA,NA
"953","INCY ",2014,-0.0655,NA,NA,NA,NA,830069000,NA,NA,NA,NA,NA,-81628000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85,NA,NA
"954","INCY ",2015,0.007,NA,3.6218,0.0087,0,1007440000,NA,NA,NA,NA,NA,171155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.04,NA,NA
"955","INCY ",2016,0.0731,0.3172,1.5531,0.0943,0,1638597000,NA,NA,NA,NA,NA,419467000,121.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","INTC",2012,0.1416,0.2266,0.26,0.2063,0.408,8.4351e+10,5.16e+09,0.1866,5.3341e+10,NA,1.1005e+10,5.1203e+10,9.21,2.13,0.0522638645869794,1e-04,0.0119,0.0521638645869794,0.0118,1.14142257760297,0.0386950781712644,0.013568786415715,1.15,20.23,25906900
"957","INTC",2013,0.1089,0.1758,0.23,0.1825,0.486,9.2358e+10,5.097e+09,0.1427,5.2708e+10,NA,9.62e+09,5.8256e+10,13.02,1.89,0.0851920021137685,0,0.0281,0.0851920021137685,0.0281,0.512526276742402,0.070790013737307,0.0144019883764615,1.34,NA,NA
"958","INTC",2014,0.127,0.2051,0.22,0.2095,0.428,9.1956e+10,5.056e+09,0.1662,5.587e+10,NA,1.1704e+10,5.5865e+10,16.24,2.31,-0.0261093028474145,0,-6e-04,-0.0261093028474145,-6e-04,0.673760960932988,-0.0257050462708547,-0.000404256576559793,1.88,NA,NA
"959","INTC",2015,0.1171,0.1953,0.33,0.2063,0.407,1.03065e+11,4.894e+09,0.1512,5.5355e+10,NA,1.142e+10,6.1085e+10,13.75,2.33,-0.00924603149047704,1e-04,-0.0216,-0.00934603149047704,-0.0217,0.889220438359197,0.00995005202191755,-0.0191960835123946,1.58,34.93,9442300
"960","INTC",2016,0.0953,0.1621,0.31,0.1737,0.479,1.13327e+11,4.875e+09,0.1224,5.9387e+10,NA,1.0316e+10,6.6226e+10,17,2.12,0.0442512431870667,3e-04,0.0185,0.0439512431870667,0.0182,1.4290603953852,0.017942343991056,0.0263088991960106,1.56,36.630001,12868600
"961","INTU",2012,0.1617,0.2955,0.18,0.1908,0.238,NA,3.05e+08,0.2577,3.808e+09,NA,7.92e+08,NA,NA,2.6,-0.00720313717545254,1e-04,0.0119,-0.00730313717545254,0.0118,0.783305956852078,-0.0165461474663071,0.00934301029085452,3.97,59.330002,1193100
"962","INTU",2013,0.1687,0.2735,0.14,0.2057,0.308,5.486e+09,3.03e+08,0.241,3.946e+09,NA,8.58e+08,NA,NA,2.83,0.0277664676101587,0,0.0281,0.0277664676101587,0.0281,0.641081470367652,0.0097520782928277,0.018014389317331,4.92,NA,NA
"963","INTU",2014,0.1697,0.2745,0.16,0.2013,0.254,5.201e+09,2.91e+08,0.2428,4.243e+09,NA,9.07e+08,NA,NA,3.12,-0.018059069765317,0,-6e-04,-0.018059069765317,-6e-04,0.663842804981337,-0.0176607640823282,-0.000398305682988802,4.87,NA,NA
"964","INTU",2015,0.0718,0.1349,0.21,0.0871,0.839,4.968e+09,2.86e+08,0.1175,4.192e+09,NA,3.65e+08,NA,NA,1.28,-0.0376251983261858,1e-04,-0.0216,-0.0377251983261858,-0.0217,1.8689599777505,0.00283123319099996,-0.0404564315171857,6.97,98.220001,693000
"965","INTU",2016,0.2124,0.5606,0.42,0.2086,0.406,4.25e+09,2.65e+08,0.3635,4.694e+09,NA,9.79e+08,NA,NA,3.69,0.0081476446650864,3e-04,0.0185,0.0078476446650864,0.0182,0.555407121942801,-0.00226076495427257,0.010408409619359,7.46,115.459999,801500
"966","IP",2012,0.0268,0.1229,1.54,0.0285,0.64,3.2153e+10,4.4e+08,0.0482,2.1852e+10,NA,7.94e+08,6.304e+09,19.58,1.8,0.0701771543794511,1e-04,0.0119,0.0700771543794511,0.0118,1.56310205019258,0.0516325501871787,0.0185446041922724,0.73,38.37278,2793100
"967","IP",2013,0.0438,0.1936,1.09,0.048,0.469,3.1528e+10,4.48e+08,0.082,2.3483e+10,NA,1.395e+09,8.105e+09,17.31,3.11,0.0497594077558084,0,0.0281,0.0497594077558084,0.0281,0.83036459999854,0.0264261624958495,0.023333245259959,0.83,NA,NA
"968","IP",2014,0.0184,0.084,1.69,0.0235,0.714,2.8684e+10,4.32e+08,0.0346,2.3617e+10,NA,5.55e+08,5.115e+09,25.7,1.29,-0.0044692880107737,0,-6e-04,-0.0044692880107737,-6e-04,1.1817434639319,-0.00376024193241456,-0.000709046078359141,0.98,NA,NA
"969","IP",2015,0.0317,0.2085,2.29,0.0419,0.751,3.0587e+10,4.21e+08,0.0931,2.0675e+10,NA,9.38e+08,3.884e+09,19.25,2.23,-0.103953869958169,1e-04,-0.0216,-0.104053869958169,-0.0217,1.67868841388051,-0.0676263313769615,-0.0363275385812072,0.71,38.119999,2243600
"970","IP",2016,0.0283,0.2198,2.55,0.0429,0.842,3.3345e+10,4.16e+08,0.0894,1.9495e+10,NA,9.04e+08,4.341e+09,23.5,2.18,0.0853337977660983,3e-04,0.0185,0.0850337977660983,0.0182,1.8433173555391,0.0514854218952866,0.0338483758708117,0.92,53.380001,2901100
"971","IPG",2012,0.033,0.196,0.94,0.0625,0.255,13493900000,4.81e+08,0.1169,6.956e+09,NA,4.46e+08,2420600000,12.31,0.94,0.0183158321043838,1e-04,0.0119,0.0182158321043838,0.0118,1.90706236245654,-0.00428750377260334,0.0226033358769872,0.43,10.78,2817600
"972","IPG",2013,0.0196,0.1174,0.51,0.0364,0.343,1.2905e+10,4.3e+08,0.0749,7.122e+09,NA,2.67e+08,2215200000,17.99,0.61,0.0170942876137013,0,0.0281,0.0170942876137013,0.0281,1.11261548528144,-0.0141702075227073,0.0312644951364086,0.68,NA,NA
"973","IPG",2014,0.0372,0.2203,0.77,0.0633,0.428,12747200000,4.25e+08,0.1339,7.537e+09,NA,4.77e+08,2116300000,21.96,1.12,0.0233814815571439,0,-6e-04,0.0233814815571439,-6e-04,1.53054491513534,0.0242998085062251,-0.000918326949081205,0.77,NA,NA
"974","IPG",2015,0.0359,0.2227,0.82,0.0597,0.379,12585100000,4.15e+08,0.1305,7.614e+09,NA,4.55e+08,1965500000,17.56,1.09,0.0121003966229611,1e-04,-0.0216,0.0120003966229611,-0.0217,1.84247469097099,0.0519820974170316,-0.0398817007940705,0.87,23.5,1918900
"975","IPG",2016,0.0485,0.3056,0.63,0.0776,0.428,12485200000,4.08e+08,0.1781,7.847e+09,NA,6.09e+08,2017100000,17.19,1.49,-0.0278030217764264,3e-04,0.0185,-0.0281030217764264,0.0182,0.905108936146503,-0.0445760044142927,0.0167729826378663,0.86,23.530001,2202600
"976","ISRG",2012,0.1844,0.2109,0,0.3014,0,4059200000,1.23e+08,0.2109,2.179e+09,NA,6.57e+08,3580100000,33.29,5.33,-0.0758282036095588,1e-04,0.0119,-0.0759282036095588,0.0118,0.948479669804901,-0.0871202637132567,0.0112920601036978,NA,159.833328,639000
"977","ISRG",2013,0.1676,0.1895,0,0.2962,0,3950300000,1.2e+08,0.1895,2.265e+09,NA,6.71e+08,3501400000,22.65,5.58,0.018871024180148,0,0.0281,0.018871024180148,0.0281,-0.47332710502021,0.0321715158312159,-0.0133004916510679,NA,NA,NA
"978","ISRG",2014,0.1059,0.1217,0,0.1965,0,3959400000,1.13e+08,0.1217,2.131e+09,NA,4.19e+08,3379400000,42.98,3.7,0.0213439309801377,0,-6e-04,0.0213439309801377,-6e-04,0.670279904711413,0.0217460989229646,-0.000402167942826848,NA,NA,NA
"979","ISRG",2015,0.1328,0.153,0,0.2469,0,4907300000,1.14e+08,0.153,2.384e+09,NA,5.88e+08,4319500000,34.81,5.18,0.049044700009203,1e-04,-0.0216,0.048944700009203,-0.0217,0.896829730942697,0.0684059051706595,-0.0193612051614565,NA,182.369995,480300
"980","ISRG",2016,0.1292,0.1458,0,0.2721,0,6486900000,1.18e+08,0.1458,2.704e+09,NA,7.35e+08,5777800000,36.22,6.24,-0.0149778746321315,3e-04,0.0185,-0.0152778746321315,0.0182,0.445174285307986,-0.0233800466247368,0.00840217199260535,NA,211.850006,483600
"981","ITT",2012,0.0355,0.1795,0.0144,0.0563,0.314,3386100000,9.4e+07,0.1767,2.228e+09,NA,1.25e+08,703200000,NA,1.33,0.0475758027533285,1e-04,0.0119,0.0474758027533285,0.0118,0.866132802423958,0.0372554356847258,0.0103203670686027,0.42,22.959999,510600
"982","ITT",2013,0.1371,0.5131,0.0076,0.1956,0.072,3740200000,9.2e+07,0.4933,2.497e+09,NA,4.89e+08,1.201e+09,7.1,5.29,0.0617480798736952,0,0.0281,0.0617480798736952,0.0281,1.0100119015026,0.0333667454414722,0.028381334432223,0.84,NA,NA
"983","ITT",2014,0.0501,0.1527,0.01,0.0695,0.242,3631500000,9.2e+07,0.1502,2.654e+09,NA,1.85e+08,1214900000,23.59,1.99,-0.0202448129530934,0,-6e-04,-0.0202448129530934,-6e-04,1.42348688308601,-0.0193907208232418,-0.000854092129851608,NA,NA,NA
"984","ITT",2015,0.0957,0.273,0.0021,0.1415,0.137,3723600000,9.1e+07,0.2491,2.485e+09,NA,3.52e+08,1362100000,9.48,3.88,-0.0860321808572275,1e-04,-0.0216,-0.0861321808572275,-0.0217,1.8979347194658,-0.0449469974448196,-0.0410851834124079,NA,36.360001,616600
"985","ITT",2016,0.0508,0.1335,0,0.0774,0.227,3601700000,9e+07,0.1146,2.405e+09,NA,1.86e+08,1428400000,17.41,2.07,-0.0425958318409705,3e-04,0.0185,-0.0428958318409705,0.0182,1.23132052023556,-0.0653058653092577,0.0227100334682872,NA,38.400002,643300
"986","ITW",2012,0.1539,0.2789,0.43,0.1601,0.28,1.9309e+10,4.73e+08,0.2019,1.4791e+10,NA,2.87e+09,1.0561e+10,12.43,6.06,-0.00627752190660885,1e-04,0.0119,-0.00637752190660885,0.0118,0.659932033504661,-0.0141647199019638,0.00788719799535499,1.4,60.02,1486800
"987","ITW",2013,0.0855,0.1657,0.29,0.1188,0.299,1.9966e+10,4.49e+08,0.1144,1.4135e+10,NA,1.679e+09,9.703e+09,16.11,3.74,0.0600359154630684,0,0.0281,0.0600359154630684,0.0281,0.623533087410755,0.0425146357068262,0.0175212797562422,1.76,NA,NA
"988","ITW",2014,0.1565,0.3566,0.88,0.2034,0.394,1.7678e+10,4.05e+08,0.2029,1.4484e+10,NA,2.946e+09,6.819e+09,12.58,7.28,0.00258523133869164,0,-6e-04,0.00258523133869164,-6e-04,1.58274316598907,0.00353487723828508,-0.00094964589959344,2.17,NA,NA
"989","ITW",2015,0.1137,0.3154,1.32,0.1417,0.394,1.5729e+10,3.7e+08,0.1501,1.3405e+10,NA,1.899e+09,5.224e+09,17.31,5.13,-0.00804422791511969,1e-04,-0.0216,-0.00814422791511969,-0.0217,1.01904309213003,0.0139690071841019,-0.0220132350992216,2.31,93.730003,750000
"990","ITW",2016,0.1316,0.4294,1.69,0.1496,0.419,1.5201e+10,3.57e+08,0.1758,1.3599e+10,NA,2.035e+09,4.254e+09,21.85,5.7,-0.0167634201928057,3e-04,0.0185,-0.0170634201928057,0.0182,1.24091690054161,-0.039648107782663,0.0228846875898573,3.05,122.639999,991900
