"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEquityRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","Volume"
"284","BLL",2015,0.0324,0.2459,4.04,0.0351,0.243,9.777e+09,2.82e+08,0.0765,7.997e+09,NA,2.81e+08,1251300000,31.84,1,0.046579086938368,1e-04,-0.0216,0.046479086938368,-0.0217,1.17704036233459,0.0720208628010287,-0.0254417758626606,1.57,36.375,726800
"285","BLL",2016,0.0203,0.1122,2.13,0.029,0.299,1.6173e+10,3.23e+08,0.0462,9.061e+09,NA,2.63e+08,3.435e+09,42.46,0.81,0.000133235415088767,3e-04,0.0185,-0.000166764584911233,0.0182,0.821036935823915,-0.0151096368169065,0.0152428722319953,1.22,38.005001,745800
"286","BMRN",2012,-0.0787,-0.1278,0.32,-0.2284,NA,NA,1.2e+08,-0.0873,5.01e+08,NA,-1.14e+08,NA,NA,-0.95,0.0143298458800281,1e-04,0.0119,0.0142298458800281,0.0118,0.251365071705307,0.0112637380339054,0.00306610784612263,3.79,47.939999,676600
"287","BMRN",2013,-0.0916,-0.1497,0.49,-0.3215,NA,2.249e+09,1.38e+08,-0.1013,5.48e+08,3.55e+08,-1.76e+08,NA,NA,-1.28,-0.00113655362620356,0,0.0281,-0.00113655362620356,0.0281,1.55986669632018,-0.0449688077928005,0.0438322541665969,4.36,NA,NA
"288","BMRN",2014,-0.0565,-0.0934,0.43,-0.1784,NA,2.49e+09,1.46e+08,-0.0504,7.49e+08,4.62e+08,-1.34e+08,NA,NA,-0.92,0.00755056872423011,0,-6e-04,0.00755056872423011,-6e-04,2.58059295751386,0.00909892449873842,-0.00154835577450832,5.24,NA,NA
"289","BMRN",2015,-0.0552,-0.0875,0.28,-0.1931,NA,3.729e+09,1.6e+08,-0.0637,8.9e+08,6.35e+08,-1.72e+08,NA,NA,-1.07,0.0939079436835139,1e-04,-0.0216,0.0938079436835138,-0.0217,1.2822237010218,0.121632197995687,-0.0277242543121731,4.54,105.300003,635400
"290","BMRN",2016,-0.1626,-0.2439,0.24,-0.5643,NA,4.024e+09,1.66e+08,-0.1854,1.117e+09,6.62e+08,-6.3e+08,NA,NA,-3.81,-0.0331246657621196,3e-04,0.0185,-0.0334246657621196,0.0182,3.2903049527769,-0.0933082159026591,0.0601835501405395,3.47,84.150002,927600
"291","BMY",2012,0.0569,0.1325,0.48,0.1112,1.181,3.5897e+10,1.688e+09,0.1003,1.7621e+10,NA,1.96e+09,1.3623e+10,29.63,1.16,-0.00122682852999797,1e-04,0.0119,-0.00132682852999797,0.0118,-0.0467951123227396,-0.000774646204589642,-0.000452182325408327,1.63,31.9,6481700
"292","BMY",2013,0.0688,0.1781,0.53,0.1564,0.843,3.8592e+10,1.662e+09,0.1231,1.6385e+10,3.731e+09,2.563e+09,1.5154e+10,30.02,1.54,0.0406306759829075,0,0.0281,0.0406306759829075,0.0281,1.57001197359689,-0.00348666047516508,0.0441173364580726,2.3,NA,NA
"293","BMY",2014,0.0554,0.1336,0.49,0.1262,0.889,3.3749e+10,1.67e+09,0.0943,1.5879e+10,4.534e+09,2.004e+09,1.4852e+10,34.02,1.2,0.00586659414485395,0,-6e-04,0.00586659414485395,-6e-04,0.818847427851776,0.00635790260156502,-0.000491308456711066,2.92,NA,NA
"294","BMY",2015,0.0478,0.1075,0.46,0.0945,1.396,3.1748e+10,1.679e+09,0.0783,1.656e+10,5.92e+09,1.565e+09,1.4266e+10,61.6,0.93,0.031680068559757,1e-04,-0.0216,0.031580068559757,-0.0217,0.750997872369998,0.0478767223901859,-0.016196653830429,3.73,69.169998,2989600
"295","BMY",2016,0.1362,0.2928,0.35,0.2294,0.76,3.3707e+10,1.68e+09,0.2091,1.9427e+10,4.94e+09,4.457e+09,1.6177e+10,27.07,2.65,0.0348223877443965,3e-04,0.0185,0.0345223877443965,0.0182,1.42253236718046,0.00863229866171207,0.0261900890826844,2.91,58.610001,4249100
"296","BRK.A",2012,0.0362,0.0841,0.33,0.0912,0,4.27452e+11,2e+06,NA,1.62463e+11,NA,1.4824e+10,1.87647e+11,16.26,8977,0.0161221045450847,1e-04,0.0119,0.0160221045450847,0.0118,0.409495407924079,0.0111900587315806,0.00493204581350413,0.58,NA,NA
"297","BRK.A",2013,0.0427,0.0951,0.33,0.1069,0,4.84931e+11,2e+06,NA,1.8215e+11,NA,1.9476e+10,2.2189e+11,14.89,11850,0.0178652135578698,0,0.0281,0.0178652135578698,0.0281,0.937861669591678,-0.00848869935765637,0.0263539129155262,0.69,NA,NA
"298","BRK.A",2014,0.0393,0.086,0.33,0.1021,0,5.26186e+11,2e+06,NA,1.94699e+11,NA,1.9872e+10,2.4017e+11,16.96,12092,0.0130717904635292,0,-6e-04,0.0130717904635292,-6e-04,0.851982190788006,0.013582979778002,-0.000511189314472804,0.75,NA,NA
"299","BRK.A",2015,0.0447,0.0972,0.33,0.1142,0,5.52257e+11,2e+06,NA,2.10943e+11,NA,2.4083e+10,2.5555e+11,14.44,14656,-0.0178379316384487,1e-04,-0.0216,-0.0179379316384487,-0.0217,0.779037722524975,-0.0010328130596567,-0.016805118578792,0.63,NA,NA
"300","BRK.A",2016,0.041,0.0894,0.36,0.1077,0,6.20854e+11,2e+06,NA,2.23604e+11,NA,2.4074e+10,2.83001e+11,16.38,14645,0.0296038628788323,3e-04,0.0185,0.0293038628788323,0.0182,0.595370152604466,0.018468126101431,0.0111357367774013,0.68,NA,NA
"301","BSX",2012,-0.2116,-0.4465,0.62,-0.5612,NA,1.7154e+10,1.407e+09,-0.2847,7.249e+09,NA,-4.068e+09,6.87e+09,NA,-2.89,0.0337210299674558,1e-04,0.0119,0.0336210299674558,0.0118,1.36873252029295,0.017469986227999,0.0162510437394568,0.63,5.58,5937800
"302","BSX",2013,-0.0072,-0.018,0.65,-0.0169,NA,1.6571e+10,1.341e+09,0.0082,7.143e+09,8.61e+08,-1.21e+08,6.539e+09,NA,-0.09,0.0372924569622123,0,0.0281,0.0372924569622123,0.0281,2.52145412522568,-0.0335604039566293,0.0708528609188416,1.14,NA,NA
"303","BSX",2014,-0.0071,-0.0183,0.6,-0.0161,NA,1.7042e+10,1.324e+09,0.002,7.38e+09,8.17e+08,-1.19e+08,6.457e+09,62.6,-0.09,0.029098530824196,0,-6e-04,0.029098530824196,-6e-04,-0.371822166062227,0.0288754375245586,0.000223093299637336,1.21,NA,NA
"304","BSX",2015,-0.0136,-0.0374,0.9,-0.032,NA,1.8133e+10,1.341e+09,-0.006,7.477e+09,8.76e+08,-2.39e+08,6.32e+09,NA,-0.18,0.0087146516277835,1e-04,-0.0216,0.0086146516277835,-0.0217,0.918646172427892,0.0285492735694687,-0.0198346219416853,1.63,18.73,3303700
"305","BSX",2016,0.0192,0.0532,0.81,0.0414,0,1.8096e+10,1.377e+09,0.0402,8.386e+09,9.2e+08,3.47e+08,6.733e+09,365.5,0.25,0.0556094820852574,3e-04,0.0185,0.0553094820852574,0.0182,0.914972123962507,0.0386569894291398,0.0169524926561176,1.95,21.620001,3542200
"306","BWA",2012,0.0811,0.1831,0.27,0.0697,0,6400800000,2.43e+08,0.1334,7.183e+09,NA,5e+08,3082600000,16.43,2.09,0.0771844324626257,1e-04,0.0119,0.0770844324626257,0.0118,1.61516405125473,0.0580254966578199,0.0191589358048058,1.29,35.025002,2211000
"307","BWA",2013,0.0938,0.188,0.29,0.084,0.048,6.917e+09,2.31e+08,0.1447,7.437e+09,NA,6.24e+08,3560600000,20.15,2.7,0.0424741989773625,0,0.0281,0.0424741989773625,0.0281,0.392697424358864,0.0314394013528784,0.0110347976244841,1.82,NA,NA
"308","BWA",2014,0.0927,0.1828,0.2,0.079,0.176,7.228e+09,2.29e+08,0.1391,8.305e+09,NA,6.55e+08,3616200000,19.06,2.86,-0.0288784154378426,0,-6e-04,-0.0288784154378426,-6e-04,2.08265245518139,-0.0276288239647337,-0.00124959147310883,1.71,NA,NA
"309","BWA",2015,0.0759,0.1701,0.6,0.076,0.189,8841500000,2.26e+08,0.1168,8.023e+09,NA,6.1e+08,3553700000,15.52,2.7,0.0125699944683139,1e-04,-0.0216,0.0124699944683139,-0.0217,1.1430616538936,0.037274432357805,-0.0247044378894911,1.23,43.389999,1146400
"310","BWA",2016,0.0134,0.035,0.64,0.0131,0.211,8834700000,2.15e+08,0.0319,9.071e+09,NA,1.19e+08,3218300000,15.35,0.55,0.102434817618953,3e-04,0.0185,0.102134817618953,0.0182,3.30742062449993,0.041939762253054,0.0604950553658987,1.09,39.330002,1078000
"311","BX",2012,0.0086,0.0285,1.59,0.0544,1.281,NA,5.39e+08,0.0149,4.019e+09,NA,2.19e+08,NA,NA,0.41,0.0594627450437008,1e-04,0.0119,0.0593627450437008,0.0118,1.56323526022718,0.0409165689730201,0.0185461760706807,0.31,15.25,1941600
"312","BX",2013,0.04,0.1289,1.05,0.1771,0.932,NA,5.91e+08,0.0609,6.613e+09,NA,1.171e+09,NA,NA,1.98,0.0972804714139132,0,0.0281,0.0972804714139132,0.0281,1.95484536019001,0.0423493167925741,0.0549311546213392,0.84,NA,NA
"313","BX",2014,0.0518,0.1478,0.78,0.2117,0.624,NA,6.13e+08,0.0831,7.485e+09,NA,1.585e+09,NA,NA,2.58,0.00920565645819483,0,-6e-04,0.00920565645819483,-6e-04,0.943526109842746,0.00977177212410047,-0.000566115665905648,0.79,NA,NA
"314","BX",2015,0.0263,0.0672,0.63,0.1528,1.686,NA,1.188e+09,0.0464,4.647e+09,NA,7.1e+08,NA,NA,1.04,-0.0658415251197547,1e-04,-0.0216,-0.0659415251197547,-0.0217,0.981574118727258,-0.0446413667433732,-0.0212001583763815,1.17,30.41,2725900
"315","BX",2016,0.0425,0.1064,0.9,0.2027,1.392,NA,1.195e+09,0.0686,5.126e+09,NA,1.039e+09,NA,NA,1.56,0.0489013497716636,3e-04,0.0185,0.0486013497716636,0.0182,1.54334310883238,0.0205125051909142,0.0283888445807494,0.88,27.33,3863400
"316","BXP",2012,0.0192,0.0581,1.75,0.1544,1.352,15462321000,1.51e+08,0.0503,1.847e+09,NA,2.9e+08,5097065000,46.43,1.92,0.0366880635214785,1e-04,0.0119,0.0365880635214785,0.0118,0.686038464708704,0.0284928096379158,0.00819525388356271,1.5,104.940002,553800
"317","BXP",2013,0.0416,0.1395,2.05,0.3473,0.637,20162251000,1.53e+08,0.0764,2.136e+09,NA,7.5e+08,5741153000,22.74,4.86,0.0150758453759767,0,0.0281,0.0150758453759767,0.0281,0.221408647006568,0.00885426239509217,0.00622158298088456,1.23,NA,NA
"318","BXP",2014,0.0216,0.0785,1.83,0.1807,1.22,19886767000,1.53e+08,0.0542,2.397e+09,NA,4.44e+08,5697298000,55.07,2.83,-0.00253884393322686,0,-6e-04,-0.00253884393322686,-6e-04,0.170004280239986,-0.00243684136508287,-0.000102002568143992,1.41,NA,NA
"319","BXP",2015,0.0299,0.104,1.64,0.2299,0.656,18379456000,1.54e+08,0.0662,2.491e+09,NA,5.83e+08,5709435000,31.07,3.72,0.0252234804765139,1e-04,-0.0216,0.0251234804765139,-0.0217,0.308144738785124,0.0318102213081511,-0.00658674083163719,1.49,129.619995,472200
"320","BXP",2016,0.027,0.0905,1.67,0.1968,0.81,18851643000,1.54e+08,0.0597,2.551e+09,NA,5.13e+08,5786295000,38.93,3.26,0.0212754661341189,3e-04,0.0185,0.0209754661341189,0.0182,1.67676758572977,-0.00954170392616289,0.0308171700602818,1.47,122.459999,509900
"321","C",2012,0.0039,0.0404,1.28,0.1042,0.016,1.86466e+12,3.016e+09,NA,6.9523e+10,NA,7.541e+09,1.89049e+11,15.45,2.44,0.134832446310055,1e-04,0.0119,0.134732446310055,0.0118,2.61772337380754,0.103843310499126,0.030989135810929,0.17,39.009998,24563800
"322","C",2013,0.0071,0.0688,1.11,0.1721,0.01,1.880382e+12,3.041e+09,NA,7.7161e+10,NA,1.3659e+10,2.04339e+11,12.75,4.34,-0.015424487198414,0,0.0281,-0.015424487198414,0.0281,1.80299762951109,-0.0660887205876757,0.0506642333892618,0.15,NA,NA
"323","C",2014,0.0036,0.0337,1.11,0.0865,0.014,1.84253e+12,3.037e+09,NA,7.7664e+10,NA,7.31e+09,2.10534e+11,18.16,2.2,0.00259062766965512,0,-6e-04,0.00259062766965512,-6e-04,0.822712134521389,0.00308425495036796,-0.000493627280712834,0.17,NA,NA
"324","C",2015,0.0091,0.0802,0.98,0.2117,0.027,1.73121e+12,3.007e+09,NA,7.6354e+10,NA,1.7242e+10,2.21857e+11,11.94,5.4,-0.0442248806148399,1e-04,-0.0216,-0.0443248806148399,-0.0217,1.59543175221404,-0.00970401159179519,-0.0345208690230447,0.16,52.380001,8734400
"325","C",2016,0.0077,0.0664,1,0.1947,0.066,1.792077e+12,2.888e+09,NA,6.9875e+10,NA,1.4912e+10,2.2512e+11,11.75,4.72,0.0525072498156178,3e-04,0.0185,0.0522072498156178,0.0182,2.07781333940427,0.0143910470384602,0.0381162027771576,0.16,60.040001,17127400
"326","CA",2012,0.0779,0.1726,0.24,0.1975,0.104,1.1558e+10,4.87e+08,0.1406,4.779e+09,NA,9.51e+08,5.413e+09,11.93,1.93,-0.00815606336941174,1e-04,0.0119,-0.00825606336941174,0.0118,2.2111597031386,-0.0343477478664472,0.0261916844970355,0.93,21.790001,2946900
"327","CA",2013,0.0793,0.1741,0.23,0.2033,0.508,1.1777e+10,4.57e+08,0.1452,4.504e+09,4.9e+08,9.55e+08,5.69e+09,13.32,2.06,0.0195054263097276,0,0.0281,0.0195054263097276,0.0281,0.694480670763007,-9.48053871291724e-06,0.0195149068484405,1.32,NA,NA
"328","CA",2014,0.0747,0.1615,0.22,0.1971,0.432,1.0915e+10,4.48e+08,0.1331,4.412e+09,5.87e+08,9.14e+08,5.736e+09,15.55,2.02,-0.0227281168426459,0,-6e-04,-0.0227281168426459,-6e-04,0.83719050709578,-0.0222258025383884,-0.000502314304257468,1.25,NA,NA
"329","CA",2015,0.0698,0.1433,0.22,0.1882,0.571,1.0857e+10,4.41e+08,0.1176,4.262e+09,6.03e+08,8.46e+08,5.227e+09,16.41,1.9,0.0158816585377258,1e-04,-0.0216,0.0157816585377258,-0.0217,0.550952607870407,0.0277373301285137,-0.0118556715907878,1.2,28.940001,1278600
"330","CA",2016,0.0686,0.1383,0.36,0.1891,0.588,1.1022e+10,4.27e+08,0.1121,4.025e+09,5.6e+08,7.83e+08,5.576e+09,16.68,1.81,-0.00596268561239895,3e-04,0.0185,-0.00626268561239895,0.0182,0.723404793335721,-0.0194286528511091,0.0134659672387101,1.29,31.969999,769600
"331","CAG",2012,0.0408,0.102,0.64,0.0352,0.848,NA,4.18e+08,0.0792,1.3331e+10,NA,4.67e+08,NA,NA,1.12,-0.0121296469782799,1e-04,0.0119,-0.0122296469782799,0.0118,0.340899711877283,-0.0162522635784319,0.00412261660015194,0.9,22.723736,3077400
"332","CAG",2013,0.0485,0.1592,1.69,0.0499,0.815,NA,4.18e+08,0.0856,1.3469e+10,NA,7.73e+08,NA,NA,1.85,0.0212933845591967,0,0.0281,0.0212933845591967,0.0281,0.995917113770052,-0.00669188633774172,0.0279852708969384,0.89,NA,NA
"333","CAG",2014,0.0152,0.0573,1.67,0.017,0.526,NA,4.28e+08,0.0376,1.1838e+10,NA,3.03e+08,NA,NA,0.7,-0.0065934263191725,0,-6e-04,-0.0065934263191725,-6e-04,-0.109800625671494,-0.0066593066945754,6.58803754028967e-05,0.98,NA,NA
"334","CAG",2015,-0.0138,-0.052,1.52,-0.0161,NA,NA,4.31e+08,-0.0041,9.034e+09,NA,-2.52e+08,NA,NA,-0.6,0.0296085615517608,1e-04,-0.0216,0.0295085615517608,-0.0217,0.157013519262247,0.0329157549197516,-0.00330719336799076,1.27,32.972763,2071600
"335","CAG",2016,-0.0441,-0.1655,1.32,-0.0586,NA,NA,4.39e+08,-0.0461,8.664e+09,NA,-6.77e+08,NA,NA,-1.57,0.0750613616029458,3e-04,0.0185,0.0747613616029458,0.0182,0.136126782804583,0.0722838541559023,0.00277750744704342,1.54,39.540001,1998700
"336","CAH",2012,0.0454,0.1768,0.39,0.0099,0.29,2.4642e+10,3.49e+08,0.1223,1.07552e+11,NA,1.069e+09,6.542e+09,12.92,3.06,0.0245587271476612,1e-04,0.0119,0.0244587271476612,0.0118,0.135296758671502,0.0228622253953374,0.00169650175232373,0.52,40.720001,1288200
"337","CAH",2013,0.0133,0.0547,0.62,0.0033,0.306,2.5009e+10,3.44e+08,0.0352,1.01093e+11,NA,3.34e+08,6.589e+09,51.91,0.97,0.0381542564085608,0,0.0281,0.0381542564085608,0.0281,0.498018063450944,0.0241599488255893,0.0139943075829715,0.91,NA,NA
"338","CAH",2014,0.045,0.1884,0.5,0.0128,1.235,2.7248e+10,3.45e+08,0.1154,9.1084e+10,NA,1.166e+09,6.1e+09,24.48,3.38,-0.0136940948615541,0,-6e-04,-0.0136940948615541,-6e-04,0.225531965764213,-0.0135587756820956,-0.000135319179458528,1,NA,NA
"339","CAH",2015,0.0433,0.192,0.83,0.0119,0.401,3.3507e+10,3.35e+08,0.1099,1.02531e+11,NA,1.215e+09,6.711e+09,20.9,3.62,0.0317517468095715,1e-04,-0.0216,0.0316517468095715,-0.0217,0.7244949503685,0.047373287232568,-0.0156215404229965,0.94,90.489998,1532100
"340","CAH",2016,0.0444,0.2228,0.76,0.0117,0.371,3.5021e+10,3.3e+08,0.1197,1.21546e+11,NA,1.427e+09,6.323e+09,17.18,4.32,0.0196352424935888,3e-04,0.0185,0.0193352424935888,0.0182,1.23508884200261,-0.00314337443085873,0.0227786169244476,0.73,72.550003,1514800
"341","CAM",2012,0.0731,0.1461,0.37,0.0883,0,11158200000,2.48e+08,0.1181,7.795e+09,NA,7.51e+08,5566100000,20.75,3.03,0.0454747311211996,1e-04,0.0119,0.0453747311211996,0.0118,1.046658897825,0.0330241561268646,0.012450574994335,NA,NA,NA
"342","CAM",2013,0.055,0.1225,0.44,0.0711,0,14248500000,2.44e+08,0.0948,9.138e+09,NA,6.99e+08,5851900000,20.95,2.87,0.0720813151202862,0,0.0281,0.0720813151202862,0.0281,0.710112838636134,0.0521271443546108,0.0199541707656754,NA,NA,NA
"343","CAM",2014,0.0598,0.1559,0.62,0.0781,0,1.2892e+10,2.05e+08,0.0992,1.0381e+10,NA,8.11e+08,4.555e+09,15.33,3.96,-0.0262783075178521,0,-6e-04,-0.0262783075178521,-6e-04,0.301965957641811,-0.026097127943267,-0.000181179574585086,NA,NA,NA
"344","CAM",2015,0.0411,0.11,0.56,0.057,0,1.15e+10,1.93e+08,0.0667,8.782e+09,NA,5.01e+08,4.554e+09,20.11,2.6,-0.0774590418201862,1e-04,-0.0216,-0.0775590418201862,-0.0217,0.0947994190701431,-0.0755018944263641,-0.00195714739382211,NA,NA,NA
"345","CAM",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","CAT",2012,0.0665,0.3736,1.58,0.0862,0.231,8.9356e+10,6.7e+08,0.1247,6.5875e+10,NA,5.681e+09,1.7532e+10,8.8,8.48,0.0557400533909108,1e-04,0.0119,0.0556400533909108,0.0118,1.81367998743202,0.034238629539213,0.0215014238516978,0.83,86.809998,3309200
"347","CAT",2013,0.0435,0.1976,1.28,0.0681,0.312,8.4896e+10,6.59e+08,0.0804,5.5656e+10,2.046e+09,3.789e+09,2.0811e+10,16.56,5.75,0.0708349935320934,0,0.0281,0.0708349935320934,0.0281,0.793435756091075,0.0485394487859342,0.0222955447461592,0.87,NA,NA
"348","CAT",2014,0.0436,0.1968,1.66,0.067,0.405,8.4681e+10,6.28e+08,0.0786,5.5184e+10,2.135e+09,2.452e+09,1.6746e+10,15.79,3.9,-0.0944855071817665,0,-6e-04,-0.0944855071817665,-6e-04,1.12852325877578,-0.093808393226501,-0.000677113955265469,0.85,NA,NA
"349","CAT",2015,0.0258,0.1332,1.7,0.0447,0.591,7.8497e+10,6.01e+08,0.0535,4.7011e+10,2.165e+09,2.512e+09,1.4809e+10,14.39,4.18,-0.0667341718676197,1e-04,-0.0216,-0.0668341718676197,-0.0217,1.40980542863185,-0.0362413940663086,-0.0304927778013111,0.73,68.580002,3867000
"350","CAT",2016,-9e-04,-0.0048,1.74,-0.0017,2.878,7.4704e+10,5.84e+08,0.0115,3.8537e+10,1.951e+09,-6.7e+07,1.3137e+10,51.97,-0.11,-0.0299544538951289,3e-04,0.0185,-0.0302544538951289,0.0182,1.61062161906592,-0.0595677673621287,0.0296133134669997,0.95,93.150002,2700300
"351","CBG",2012,0.0337,0.2767,3.72,0.0284,0,7809542000,NA,0.0441,NA,NA,NA,1539211000,27.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","CBG",2013,0.1079,0.7053,2.2,0.0746,0,6998414000,4.29e+08,0.1447,NA,NA,NA,1895785000,21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","CBG",2014,0.1476,0.262,1.0792,0.1226,0,7647105000,7.5e+08,0.286,NA,NA,NA,2259830000,26.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","CBG",2015,0.1741,0.2031,0.9751,0.1619,0.748,11017943000,1e+09,0.1985,NA,NA,NA,2712652000,20.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","CBG",2016,0.1738,0.2256,0.04,0.1495,0.627,10779587000,1e+09,0.1933,NA,NA,NA,3014487000,20.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","CBS",2012,0.0598,0.1565,0.58,0.1117,0.177,2.6466e+10,6.59e+08,0.1144,1.282e+10,NA,1.574e+09,1.0213e+10,14.94,2.39,0.0593097407183393,1e-04,0.0119,0.0592097407183393,0.0118,1.29289385763155,0.043953593198287,0.0153561475200523,1.06,36.849998,4499300
"357","CBS",2013,0.0711,0.1862,0.59,0.1229,0.167,2.6387e+10,6.24e+08,0.1305,1.4005e+10,NA,1.879e+09,9.966e+09,20.54,3.01,0.0867996450194968,0,0.0281,0.0867996450194968,0.0281,1.50696146373452,0.0444540278885568,0.04234561713094,1.62,NA,NA
"358","CBS",2014,0.1173,0.3494,0.93,0.2143,0.199,2.4072e+10,5.61e+08,0.2088,1.2519e+10,NA,2.959e+09,6.97e+09,9.9,5.27,0.0111489191235441,0,-6e-04,0.0111489191235441,-6e-04,2.50360265527702,0.0126510807167103,-0.00150216159316621,1.38,NA,NA
"359","CBS",2015,0.0591,0.2255,1.48,0.1018,0.195,2.3765e+10,4.89e+08,0.119,1.2671e+10,NA,1.413e+09,5.563e+09,14.57,2.89,-0.0656532372263261,1e-04,-0.0216,-0.0657532372263261,-0.0217,2.00843392449374,-0.022170221064812,-0.0434830161615141,1.17,46.830002,2995600
"360","CBS",2016,0.0525,0.2726,2.41,0.0958,0.173,2.4238e+10,4.48e+08,0.1133,1.3166e+10,NA,1.261e+09,3.689e+09,16.73,2.81,0.0496026230257546,3e-04,0.0185,0.0493026230257546,0.0182,0.618792795674987,0.0380405941444698,0.0115620288812848,1.35,64.5,2027000
"361","CCE",2012,0.0721,0.2396,1.05,0.084,0.293,NA,3.01e+08,0.1235,NA,NA,NA,NA,NA,NA,0.0174857419654738,1e-04,0.0119,0.0173857419654738,0.0118,1.00564949284964,0.00551907794984801,0.0119666640156258,1.22,31.290001,977000
"362","CCE",2013,0.0686,0.262,1.63,0.0812,0.353,NA,2.73e+08,0.1063,NA,NA,NA,NA,NA,NA,0.0508998443115898,0,0.0281,0.0508998443115898,0.0281,1.28647765840223,0.0147498221104872,0.0361500222011026,1.55,NA,NA
"363","CCE",2014,0.0783,0.3856,2.32,0.0802,0.342,NA,2.52e+08,0.1395,NA,NA,NA,NA,NA,NA,0.00635215384534475,0,-6e-04,0.00635215384534475,-6e-04,1.43800203350144,0.00721495506544561,-0.000862801220100861,1.64,NA,NA
"364","CCE",2015,0.078,0.5313,3.56,0.085,0.445,NA,2.35e+08,0.1234,NA,NA,NA,NA,NA,NA,-0.0212987152913415,1e-04,-0.0216,-0.0213987152913415,-0.0217,1.01197283830377,0.000561095299850232,-0.0218598105911917,1.93,49.700001,1815000
"365","CCE",2016,0.043,0.1497,0.86,0.0601,0.491,NA,3.85e+08,0.0735,NA,NA,NA,NA,NA,NA,-0.0332006383650899,3e-04,0.0185,-0.0335006383650899,0.0182,0.0324995907431503,-0.0340921309166153,0.000891492551525335,1.09,31.620001,709900
"366","CCI",2012,0.014,0.0741,3.72,0.0764,0,16088709000,2.91e+08,0.0427,2.433e+09,NA,1.89e+08,2938746000,78,0.64,0.0664622923893089,1e-04,0.0119,0.0663622923893089,0.0118,0.704818882785725,0.0580454295724373,0.00841686281687155,1.97,70.650002,759700
"367","CCI",2013,0.0043,0.016,1.66,0.0261,0,20594908000,2.99e+08,0.024,2.866e+09,NA,9e+07,6926717000,229.84,0.26,-0.0108359552533913,0,0.0281,-0.0108359552533913,0.0281,-0.228146749566268,-0.00442503159057918,-0.00641092366281213,1.74,NA,NA
"368","CCI",2014,0.0166,0.0508,1.76,0.0939,2.1,21143276000,3.33e+08,0.0444,3.539e+09,NA,3.91e+08,6716225000,153.29,1.04,-0.0433563627566498,0,-6e-04,-0.0433563627566498,-6e-04,0.991867082566233,-0.0427612425071101,-0.00059512024953974,1.79,NA,NA
"369","CCI",2015,0.0684,0.214,1.71,0.4031,2.144,22036245000,3.34e+08,0.1005,3.664e+09,NA,1.521e+09,7089221000,18.7,4.42,0.0166341540493771,1e-04,-0.0216,0.0165341540493771,-0.0217,0.212940896788055,0.0211549715096779,-0.00452081746030079,1.86,87.080002,1399200
"370","CCI",2016,0.0145,0.0442,1.6,0.0826,3.612,22675092000,3.41e+08,0.0416,3.921e+09,NA,3.57e+08,7557115000,90.32,0.95,0.049752536259979,3e-04,0.0185,0.049452536259979,0.0182,-0.275803229251913,0.0544721550323638,-0.00471961877238481,1.9,86.769997,1115600
"371","CCL",2012,0.0334,0.0544,0.3,0.0844,0.599,NA,7.79e+08,0.0492,1.5382e+10,NA,1.298e+09,NA,NA,1.67,-0.0368003878446276,1e-04,0.0119,-0.0369003878446276,0.0118,0.0379859559019687,-0.0373486221242709,0.000548234279643231,1.09,36.029999,2412600
"372","CCL",2013,0.0272,0.0445,0.33,0.0697,0.704,NA,7.77e+08,0.0414,1.5456e+10,NA,1.055e+09,NA,NA,1.36,0.10655031488246,0,0.0281,0.10655031488246,0.0281,0.576543811131003,0.0903494337896785,0.0162008810927812,1.2,NA,NA
"373","CCL",2014,0.031,0.0506,0.3,0.0778,0.556,NA,7.78e+08,0.0449,1.5884e+10,NA,1.216e+09,NA,NA,1.56,0.0261498189204606,0,-6e-04,0.0261498189204606,-6e-04,0.455332767443021,0.0264230185809264,-0.000273199660465813,1.19,NA,NA
"374","CCL",2015,0.0446,0.0731,0.31,0.1118,0.583,NA,7.79e+08,0.0595,1.5714e+10,NA,1.757e+09,NA,NA,2.26,0.0752664482020207,1e-04,-0.0216,0.0751664482020207,-0.0217,0.568470264300923,0.0875022529373507,-0.01223580473533,1.3,54.189999,2868300
"375","CCL",2016,0.0711,0.1199,0.37,0.1696,0.403,NA,7.47e+08,0.0926,1.6389e+10,NA,2.779e+09,NA,NA,3.72,0.0125641476237579,3e-04,0.0185,0.0122641476237579,0.0182,1.53220988080954,-0.0156220722069756,0.0281862198307336,1.31,52.189999,1965600
