"","Ticker","YearIndex","Roa","Roe","Roic","TobinsQ","Ra","AlphaJensen","Eps","StockPriceClose","PriceToEpsRatio","PayoutRatio","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","Rf","Rm","Ra_Rf","Rm_Rf","Beta","CostEquity","Volume","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","CompaniesIndex"
"581","JBHT",2,0.1215,0.3411,0.2113,2.49,-0.0644020511149266,-0.034606770315054,3.66,72.879997,20.93,0.231,0.45,0.0613,2819404000,1.19e+08,5.585e+09,NA,3.42e+08,1012452000,0,0.0281,0.0276754947627433,0.0281,1.34541846325081,0.0378062588173477,NA,2015,252,0.33,0,0.1,0,0,0.08,1,0,1,"Industrials",6,194
"582","JBHT",3,0.1158,0.3184,0.1903,2.89,0.0176683206687235,-0.00242589138631963,3.81,97.080002,23.62,0.23,0.57,0.0608,3397117000,1.18e+08,6.165e+09,NA,3.75e+08,1204523000,0,-6e-04,0.0206269152470991,-6e-04,-0.21601112495535,0.00012960667497321,NA,2016,236,0.32,0,0.09,0,0,0.08,1,0,1,"Industrials",6,194
"583","JCI",1,0.0378,0.1029,0.0783,1.04,0.0278736982232585,0.0283309042072335,1.8,NA,24.87,0.452,0.46,0.0292,3.1232e+10,6.89e+08,4.0604e+10,NA,1.184e+09,1.1858e+10,1e-04,0.0119,0.0369136476864416,0.0118,0.967160890531662,0.0115124985082736,2238200,2014,73,0.51,0.38,0.3,0.57,0.28,0.89,0,1,1,"Consumer Discretionary",1,195
"584","JCI",2,0.05,0.1441,0.1009,0.81,-0.0935048438458424,-0.0695964753182217,2.36,33.717278,18.18,0.372,0.37,0.0276,3.0832e+10,6.89e+08,3.7145e+10,NA,1.178e+09,1.1531e+10,0,0.0281,0.0789507722800967,0.0281,1.11803442199008,0.0314167672579213,NA,2015,64,0.59,0.09,0.09,0.1,0.02,0.09,1,1,1,"Consumer Discretionary",1,195
"585","JCI",3,-0.0187,-0.0503,-0.0241,1.02,-0.082289241343258,-0.0889442881276102,-1.3,41.860001,NA,2.354,0.56,0.0284,3.1707e+10,6.74e+08,3.8749e+10,NA,1.215e+09,1.0823e+10,0,-6e-04,0.0278736982232585,-6e-04,0.762009973291584,-0.00045720598397495,NA,2016,41,0.65,0.12,0.07,0.12,0.05,0.09,1,1,1,"Consumer Discretionary",1,195
"586","JNJ",1,0.1238,0.227,0.1847,2.11,-0.0345866632721019,-0.0341598319642123,5.7,NA,16.96,0.45,0.18,0.1614,1.21347e+11,2.812e+09,6.7224e+10,NA,1.0853e+10,6.4826e+10,1e-04,0.0119,0.00519208125386602,0.0118,0.425154553936097,0.00511682373644594,9691100,2014,35,0.6,0.72,0.69,0.74,0.46,0.05,1,1,1,"Health Care",5,196
"587","JNJ",2,0.1165,0.2187,0.1755,1.98,0.0145129337549679,0.0324173130660916,5.48,103.220001,NA,0.556,0.18,0.194,1.32683e+11,2.877e+09,7.1312e+10,NA,1.3831e+10,7.4053e+10,0,0.0281,-0.0329695149925928,0.0281,1.27799824717835,0.0359117507457117,NA,2015,17,0.73,0.11,0.12,0.11,0.06,0.13,1,1,1,"Health Care",5,196
"588","JNJ",3,0.1205,0.2337,0.1786,2.1,0.0345272561344833,0.034065758624807,5.93,115.099998,NA,0.544,0.22,0.2196,1.31119e+11,2.864e+09,7.4331e+10,NA,1.6323e+10,6.9752e+10,0,-6e-04,-0.0345866632721019,-6e-04,0.71138551314919,-0.000426831307889514,NA,2016,11,0.76,0.12,0.12,0.11,0.08,0.13,1,1,1,"Health Care",5,196
"589","JNPR",1,-0.0357,-0.0547,-0.0408,1.13,0.00719416383308119,0.0068626479752379,-0.73,NA,17.16,0.083,0.14,0.0427,9832100000,5.26e+08,4.365e+09,NA,1.87e+08,6.999e+09,1e-04,0.0119,0.0897344619660666,0.0118,1.84449738819868,0.0218650691807444,5152800,2014,14,0.7,0.36,0.29,0.65,0.87,0.84,1,1,1,"Information Technology",7,197
"590","JNPR",2,0.0745,0.1335,0.1038,1.29,-0.0877054024091727,-0.0482390918674569,1.59,27.709999,NA,0.2442,0.14,0.0942,1.0326e+10,5.1e+08,4.669e+09,NA,4.4e+08,7302200000,0,0.0281,0.107479535817554,0.0281,1.78283724960841,0.0500977267139963,NA,2015,36,0.65,0.03,0.05,0.09,0.14,0.15,1,1,1,"Information Technology",7,197
"591","JNPR",3,0.0649,0.1243,0.089,1.11,0.0258078730923745,0.00753580343292559,1.53,28.43,16.76,0.259,0.27,-0.0722,8403100000,4.57e+08,4.627e+09,NA,-3.34e+08,4919100000,0,-6e-04,0.00719416383308119,-6e-04,-0.552526429738822,0.000331515857843293,NA,2016,90,0.54,0.01,0.07,0.08,0.13,0.15,0,1,1,"Information Technology",7,197
"592","JPM",1,0.0081,0.0975,NA,0.1,0.0394381173881308,0.0397817617779011,5.29,NA,10.88,0.289,1.41,0.2049,2.359141e+12,3.822e+09,9.7031e+10,NA,2.1284e+10,2.04069e+11,1e-04,0.0119,0.067885810749421,0.0118,2.97653322706379,0.0352230920793527,15401200,2014,290,0.23,0.2,0.23,0.22,0.11,0.06,0,1,1,"Financials",4,198
"593","JPM",2,0.0091,0.1034,NA,0.15,-0.00979587084914455,0.0198744179441956,6,66.379997,10.88,0.286,1.48,0.1718,2.415689e+12,3.815e+09,9.7367e+10,NA,1.7886e+10,2.11178e+11,0,0.0281,0.0217813206508713,0.0281,1.49593299004914,0.0420357170203809,NA,2015,156,0.44,0.04,0.04,0.04,0.02,0.1,1,1,1,"Financials",4,198
"594","JPM",3,0.0095,0.1027,NA,0.17,0.0735644475035716,0.0480612506249584,6.19,86.5,13.21,0.317,1.45,0.2133,2.573126e+12,3.798e+09,9.5112e+10,NA,2.1745e+10,2.32065e+11,0,-6e-04,0.0394381173881308,-6e-04,0.572740649617161,-0.000343644389770296,NA,2016,149,0.43,0.03,0.04,0.05,0.01,0.1,1,1,1,"Financials",4,198
"595","JWN",1,0.0881,0.3676,0.1628,1.59,0.038913596488229,0.039606964460492,3.71,NA,NA,0.313,1.61,0.0628,8.265e+09,2.17e+08,1.086e+10,NA,6.83e+08,NA,1e-04,0.0119,-0.0110676406264724,0.0118,1.42981768334168,0.0169718486634318,2669300,2014,106,0.47,0.66,0.48,0,0.71,0.44,1,0,0,"Consumer Discretionary",1,199
"596","JWN",2,0.0808,0.3186,0.1494,1.65,-0.122656408716242,-0.113497063698168,3.72,50.349998,NA,0.343,1.63,0.0605,8.585e+09,2.06e+08,1.2134e+10,NA,7.35e+08,NA,0,0.0281,-0.006612388568825,0.0281,1.07168473537651,0.0301143410640799,NA,2015,95,0.55,0.12,0.1,0,0.12,0.11,1,0,0,"Consumer Discretionary",1,199
"597","JWN",3,0.0708,0.3624,0.1464,1.46,-0.154180444421619,-0.170627146383653,3.15,48.41,NA,0.413,1.49,0.0585,9.269e+09,1.97e+08,1.254e+10,NA,7.34e+08,NA,0,-6e-04,0.038913596488229,-6e-04,1.15561328710506,-0.000693367972263037,NA,2016,35,0.66,0.14,0.1,0.1,0.11,0.11,1,0,0,"Consumer Discretionary",1,199
"598","K",1,0.0413,0.1996,0.0754,1.99,-0.0123015438119191,-0.0113578908556703,1.75,NA,NA,0.39,2.51,0.0677,1.5184e+10,3.6e+08,1.4197e+10,NA,9.61e+08,2.419e+09,1e-04,0.0119,0.0069072939407888,0.0118,0.539478562260789,0.00646584703467731,829900,2014,139,0.42,0.33,0.24,0.63,0,0.18,1,1,1,"Consumer Staples",2,200
"599","K",2,0.0404,0.2497,0.0792,2.19,0.0496414140035141,0.0517566076483725,1.72,72.870003,NA,1.913,1.79,0.1222,1.5474e+10,3.65e+08,1.4792e+10,NA,1.807e+09,3.545e+09,0,0.0281,0.00706591564040507,0.0281,0.869025145867734,0.0244196065988833,NA,2015,68,0.58,0.05,0.06,0.09,0.09,0.1,1,1,1,"Consumer Staples",2,200
"600","K",3,0.0457,0.3437,0.102,2.26,0.0234723928261446,0.022996494375173,1.96,73.43,37.24,1.015,2.13,0.0433,1.515e+10,3.6e+08,1.458e+10,NA,6.32e+08,NA,0,-6e-04,-0.0123015438119191,-6e-04,1.57275492708133,-0.000943652956248799,NA,2016,68,0.6,0.06,0.06,0.09,0.09,0.1,1,1,1,"Consumer Staples",2,200
"601","KEY",1,0.0094,0.0867,NA,0.18,0.0291992182999957,0.0297866828101193,0.99,NA,13.41,0.235,0.67,0.207,8.9236e+10,9.43e+08,3.93e+09,NA,8.58e+08,1.0271e+10,1e-04,0.0119,0.0411180279554292,0.0118,1.09230178585352,0.0129891610730716,5320900,2014,230,0.31,0.04,0.15,0,0,0.89,0,1,1,"Financials",4,201
"602","KEY",2,0.0095,0.0863,NA,0.21,0.00608369757864869,0.0174544347560592,1.05,13.3,12.44,0.264,0.76,0.2251,9.2934e+10,9.13e+08,3.94e+09,NA,9.1e+08,1.0303e+10,0,0.0281,0.0512148503984723,0.0281,1.53998323465435,0.0432735288937872,NA,2015,241,0.35,0.01,0.03,0,0.01,0.1,1,1,1,"Financials",4,201
"603","KEY",3,0.0065,0.0628,NA,0.24,0.0539761230914036,0.0200788615686953,0.8,18.26,17.2,0.368,0.76,0.2232,9.3821e+10,8.78e+08,3.934e+09,NA,9e+08,1.053e+10,0,-6e-04,0.0291992182999957,-6e-04,0.97910751687269,-0.000587464510123614,NA,2016,208,0.36,0.01,0.03,0,0.02,0.1,1,1,1,"Financials",4,201
"604","KIM",1,0.0367,0.0778,0.0574,1.41,-0.00294593017253772,-0.00244325677686159,0.89,NA,26.44,1.2,0.88,0.1872,9740807000,4.07e+08,7.93e+08,NA,2.66e+08,4765160000,1e-04,0.0119,0.0138772122236354,0.0118,1.26583831352513,0.0150368920995966,1669200,2014,214,0.32,0.43,0.32,0.04,0.08,0.48,1,0,0,"Financials",4,202
"605","KIM",2,0.0769,0.1693,0.0956,1.41,0.0235820028871918,0.0301076136089438,2,26.66,20.69,0.75,0.91,0.188,9663630000,4.09e+08,8.62e+08,NA,2.36e+08,4632417000,0,0.0281,-0.0318679026244492,0.0281,1.63997794543159,0.0460833802666276,NA,2015,138,0.49,0.12,0.08,0.01,0,0.13,1,0,1,"Financials",4,202
"606","KIM",3,0.0295,0.0646,0.0431,1.38,-0.00400365200006071,-0.010123500381513,0.79,24.709999,17.86,0.684,0.97,0.368,10285728000,4.11e+08,9.94e+08,NA,4.24e+08,4774785000,0,-6e-04,-0.00294593017253772,-6e-04,0.837788992793551,-0.000502673395676131,NA,2016,117,0.5,0.1,0.09,0.02,0.01,0.13,1,0,1,"Financials",4,202
"607","KLAC",1,0.1077,0.163,0.1422,2.34,0.0125931203652309,0.0134703468410182,3.47,NA,23.12,0.5,0.23,0.2383,5068763000,1.7e+08,3.172e+09,NA,7.56e+08,3361136000,1e-04,0.0119,0.049035689068652,0.0118,1.33933535338426,0.0159041571699343,937900,2014,152,0.4,0.66,0.67,0,0,1,0,0,0,"Information Technology",7,203
"608","KLAC",2,0.0707,0.179,0.1106,2.44,0.0424150491266777,0.087246695864546,2.24,69.400002,23.9,0.915,0.21,0.1911,5440734000,1.69e+08,2.843e+09,NA,5.43e+08,3550207000,0,0.0281,0.00919489623672337,0.0281,1.49810116132873,0.0420966426333374,NA,2015,295,0.26,0,0.13,0,0,0.13,0,0,0,"Information Technology",7,203
"609","KLAC",3,0.1439,1.2686,0.2161,2.39,-0.0146355644617526,-0.0276281055219885,4.49,79.760002,15.42,0.566,0.2,0.1989,4987366000,1.68e+08,2.929e+09,NA,5.83e+08,602139000,0,-6e-04,0.0125931203652309,-6e-04,1.46204412631204,-0.000877226475787227,NA,2016,321,0.23,0,0.1,0,0,0.13,0,0,0,"Information Technology",7,203
"610","KMB",1,0.0886,0.5465,0.1848,3.12,-0.00179262141367721,-0.00152052504377487,4.04,NA,19.71,0.589,1.02,0.0831,1.9873e+10,3.96e+08,1.9467e+10,NA,1.75e+09,4.985e+09,1e-04,0.0119,-0.00622837178412167,0.0118,0.00211039309455523,0.000124902638515752,1256000,2014,233,0.3,0.11,0.14,0.06,0.05,0.5,1,0,1,"Consumer Staples",2,204
"611","KMB",2,0.0667,3.6505,0.1575,3.57,0.0734547692376937,0.0915830246191345,2.77,128.229996,73.36,2.071,1.11,0.1013,1.8919e+10,3.87e+08,1.9561e+10,NA,2.142e+09,4.856e+09,0,0.0281,-0.0360448845684397,0.0281,0.926655616498232,0.0260390228236003,NA,2015,239,0.35,0.02,0.03,0.03,0.01,0.11,1,0,1,"Consumer Staples",2,204
"612","KMB",3,0.1471,NA,NA,3.28,-0.00489676824296565,-0.00917025627153009,5.99,114.150002,21.55,0.662,7.72,0.0774,1.5526e+10,3.77e+08,1.9724e+10,NA,1.526e+09,7.29e+08,0,-6e-04,-0.00179262141367721,-6e-04,0.453493949837235,-0.000272096369902341,NA,2016,166,0.41,0.03,0.02,0.02,0.01,0.11,1,1,1,"Consumer Staples",2,204
"613","KMI",1,0.013,0.0435,0.0387,1.6,0.0229512365810881,0.0235333280121423,0.89,NA,31.85,1.391,2.3,0.0316,6.8185e+10,9.08e+08,9.973e+09,NA,3.15e+08,1.3865e+10,1e-04,0.0119,0.0438755658671343,0.0118,0.72951984809331,0.00870833420750106,2760800,2014,412,0.08,0,0,0,0,0.38,0,0,0,"Energy",3,205
"614","KMI",2,0.0027,0.0066,0.0188,0.91,-0.457272090008256,-0.432643936699025,0.1,15.26,47.1,4.133,2.59,0.0848,7.5185e+10,1.036e+09,1.407e+10,NA,1.193e+09,1.3093e+10,0,0.0281,0.0128600366904204,0.0281,0.21366530375475,0.00600399503550846,NA,2015,479,0.05,0,0,0,0,0.05,0,0,0,"Energy",3,205
"615","KMI",3,0.0067,0.0159,0.0214,1.07,-0.0694756884806228,-0.067419560160811,0.25,20.73,NA,2.0421,1.18,0.0632,8.3198e+10,1.137e+09,1.6226e+10,NA,1.026e+09,3.4076e+10,0,-6e-04,0.0229512365810881,-6e-04,0.970152385090401,-0.000582091431054241,NA,2016,485,0.06,0,0.01,0,0,0.05,0,0,0,"Energy",3,205
"616","KMX",1,0.0456,0.1555,0.0302,1.45,0.155703933116167,0.157166091436228,2.16,NA,NA,NA,1.82,0.0414,9.298e+09,2.31e+08,1.0004e+10,NA,4.14e+08,NA,1e-04,0.0119,0.0345919076271092,0.0118,0.311574469459143,0.00377657873961789,1704700,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,206
"617","KMX",2,0.048,0.1845,0.0333,1.36,-0.0598722511093231,-0.0431459687132006,2.73,53.18,NA,NA,1.99,0.0396,1.13e+10,2.32e+08,1.0963e+10,NA,4.34e+08,NA,0,0.0281,-0.0684255363307006,0.0281,0.850810218465417,0.0239077671388782,NA,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Consumer Discretionary",1,206
"618","KMX",3,0.045,0.2057,0.0313,1.28,0.108142558386012,0.0553319335728611,3.03,63.790001,NA,NA,2.21,0.0392,1.284e+10,2.28e+08,1.2574e+10,NA,4.93e+08,NA,0,-6e-04,0.155703933116167,-6e-04,2.43693053343532,-0.00146215832006119,NA,2016,391,0.18,0,0.08,0,0,0.1,0,0,0,"Consumer Discretionary",1,206
"619","KO",1,0.078,0.2236,0.0986,2.2,-0.0599835156472551,-0.0592288592858776,1.6,NA,23.56,0.664,0.45,0.1878,8.6174e+10,4.584e+09,4.8017e+10,NA,9.019e+09,3.279e+10,1e-04,0.0119,-0.0451391206582701,0.0118,0.29210555837578,0.0035468455888342,14053400,2014,147,0.41,0.79,0.42,0.11,0,0.04,1,1,1,"Consumer Staples",2,207
"620","KO",2,0.0807,0.2631,0.1063,2.31,0.00794591555365344,0.0231302910691956,1.67,43.490002,26.86,0.825,0.58,0.1832,9.0055e+10,4.509e+09,4.6854e+10,NA,8.584e+09,3.3173e+10,0,0.0281,0.0274864840043236,0.0281,0.50169497248105,0.0140976287267175,NA,2015,34,0.66,0.09,0.11,0.09,0.1,0.07,1,1,1,"Consumer Staples",2,207
"621","KO",3,0.0736,0.2685,0.0953,2.29,0.0271376008615458,0.0234875285365227,1.49,41.389999,25.12,0.836,0.63,0.1543,9.2023e+10,4.45e+09,4.5998e+10,NA,7.098e+09,3.032e+10,0,-6e-04,-0.0599835156472551,-6e-04,1.2577606022959,-0.000754656361377539,NA,2016,103,0.52,0.01,0.03,0.1,0.12,0.07,1,1,1,"Consumer Staples",2,207
"622","KR",1,0.0563,0.3168,0.122,NA,0.0704845248900354,0.0715546554660805,1.45,NA,NA,0.202,1.72,0.0067,2.466e+10,1.186e+09,9.0269e+10,NA,6.02e+08,NA,1e-04,0.0119,-0.00851938102657017,0.0118,0.411201230007234,0.00495217451408536,5233200,2014,225,0.31,0.53,0.17,0,0,0.78,0,1,0,"Consumer Staples",2,208
"623","KR",2,0.0578,0.3201,0.1214,NA,0.105015138314833,0.115234332400045,1.72,42.450001,NA,0.205,1.46,0.0155,2.9281e+10,1.074e+09,9.6619e+10,NA,1.497e+09,NA,0,0.0281,-0.0546394155116174,0.0281,1.53253814137109,0.0430643217725276,NA,2015,232,0.36,0.08,0,0,0,0.13,1,1,0,"Consumer Staples",2,208
"624","KR",3,0.0633,0.3334,0.1311,NA,0.0661818158960795,0.0628432464976001,2.06,34.68,NA,0.189,1.79,0.0154,3.0556e+10,1.04e+09,9.8375e+10,NA,1.519e+09,NA,0,-6e-04,0.0704845248900354,-6e-04,1.78355096007517,-0.0010701305760451,NA,2016,164,0.41,0.1,0.03,0,0,0.13,1,1,0,"Consumer Staples",2,208
"625","KSS",1,0.0629,0.1478,0.1018,0.76,0.0235383318818711,0.024322510730703,4.05,NA,NA,0.331,0.64,0.0621,1.513e+10,2.71e+08,1.8804e+10,NA,1.167e+09,NA,1e-04,0.0119,-0.0382194609009759,0.0118,0.559206436707387,0.00669863595314717,2806500,2014,118,0.45,0.28,0.25,0.25,0.43,0.37,1,1,1,"Consumer Discretionary",1,209
"626","KSS",2,0.0602,0.1449,0.0996,0.63,0.0105530736543927,0.043675289666235,4.24,47.240002,NA,0.382,0.74,0.0511,1.4378e+10,2.37e+08,1.9279e+10,NA,9.86e+08,NA,0,0.0281,0.0262444949918228,0.0281,1.09200373802162,0.0306853050384075,NA,2015,122,0.51,0.08,0.04,0.02,0.06,0.11,1,1,1,"Consumer Discretionary",1,209
"627","KSS",3,0.048,0.1172,0.0833,0.59,-0.0862854655587215,-0.0947622060038675,3.46,49.810001,NA,0.467,0.79,0.0467,1.4431e+10,2.2e+08,1.9031e+10,NA,8.89e+08,NA,0,-6e-04,0.0235383318818711,-6e-04,1.30696474805319,-0.000784178848831913,NA,2016,98,0.53,0.1,0.06,0,0.06,0.11,1,1,1,"Consumer Discretionary",1,209
"628","KSU",1,0.0647,0.1411,0.0953,1.94,0.0279377536067749,0.0281237556735706,4.55,NA,27.39,0.245,0.5,0.1685,6395900000,1.1e+08,2.238e+09,NA,3.77e+08,3096600000,1e-04,0.0119,0.0684020123301436,0.0118,1.04004518906411,0.0123725332309565,491900,2014,435,0,0,0,0,0,0,0,0,0,"Industrials",6,210
"629","KSU",2,0.0588,0.1261,0.0876,1.24,-0.192404292684787,-0.180088770851198,4.4,73.540001,19.37,0.289,0.55,0.1482,7.435e+09,1.1e+08,2.369e+09,NA,3.51e+08,3370600000,0,0.0281,0.0246938885237619,0.0281,1.25143871125807,0.0351654277863517,NA,2015,349,0.18,0,0,0,0,0.18,0,0,0,"Industrials",6,210
"630","KSU",3,0.0557,0.1196,0.0853,1.3,-0.0406502415437381,-0.0546546833224694,4.43,84.529999,19.57,0.293,0.49,0.1949,8.091e+09,1.1e+08,2.577e+09,NA,5.03e+08,3755500000,0,-6e-04,0.0279377536067749,-6e-04,0.310003444659434,-0.00018600206679566,NA,2016,379,0.19,0,0.01,0,0,0.18,0,0,0,"Industrials",6,210
"631","L",1,0.0075,0.0305,NA,0.16,0.00908435715799896,0.00962726769242741,1.55,NA,84.51,0.217,0.47,0.039,8.0021e+10,3.96e+08,1.4072e+10,NA,5.68e+08,1.9459e+10,1e-04,0.0119,-0.00328534204525156,0.0118,0.593138504267958,0.0070990343503619,832300,2014,319,0.18,0,0,0,0,0.38,1,0,0,"Financials",4,211
"632","L",2,0.0034,0.0141,NA,0.14,0.0133701460052637,0.0275366361192196,0.72,38.34,20.24,0.137,0.51,0.0395,7.9939e+10,3.9e+08,1.4613e+10,NA,5.95e+08,1.9458e+10,0,0.0281,0.0186217217099141,0.0281,0.925542615029583,0.0260077474823313,NA,2015,321,0.22,0,0,0,0,0.12,1,0,0,"Financials",4,211
"633","L",3,0.0086,0.0366,NA,0.18,0.0476696461680321,0.0377356273803567,1.93,47.189999,86.92,0.455,0.54,0.0413,7.8367e+10,3.83e+08,1.4325e+10,NA,5.91e+08,1.928e+10,0,-6e-04,0.00908435715799896,-6e-04,0.904850890714086,-0.000542910534428452,NA,2016,290,0.25,0,0.03,0,0,0.12,1,0,0,"Financials",4,211
"634","LB",1,0.1366,NA,NA,3.47,0.0675083475716879,0.0688704885237824,3.05,NA,NA,0.412,25.41,0.082,6.427e+09,3.14e+08,1.0364e+10,NA,8.5e+08,NA,1e-04,0.0119,-0.0427105588415009,0.0118,1.16877672146564,0.0138915653132946,2241800,2014,285,0.24,0.15,0.16,0,0,0.2,1,0,1,"Consumer Discretionary",1,212
"635","LB",2,0.1414,NA,NA,4,0.00428789613913038,0.0092788106592108,3.5,96.660004,NA,0.406,NA,0.072,6.636e+09,2.97e+08,1.0459e+10,NA,7.53e+08,NA,0,0.0281,-0.0495216523826112,0.0281,0.482869287974763,0.0135686269920908,NA,2015,279,0.29,0,0.04,0,0,0.1,1,0,1,"Consumer Discretionary",1,212
"636","LB",3,0.1563,NA,NA,3.32,-0.0644057688691443,-0.0708177217232028,4.22,66.110001,NA,0.462,NA,0.0838,7.149e+09,2.96e+08,1.0773e+10,NA,9.03e+08,NA,0,-6e-04,0.0675083475716879,-6e-04,2.27023492015753,-0.00136214095209452,NA,2016,238,0.32,0,0.06,0,0,0.11,1,0,1,"Consumer Discretionary",1,212
"637","LH",1,0.0717,0.1925,0.102,1.51,0.0306790126474564,0.0310699810300265,5.91,NA,17.21,0,0.8,0.1028,6.795e+09,9.7e+07,5.671e+09,NA,5.83e+08,2717400000,1e-04,0.0119,0.023614761391505,0.0118,1.31551688371822,0.015623099227875,348900,2014,316,0.18,0,0,0,0,0.89,0,0,0,"Health Care",5,213
"638","LH",2,0.0406,0.1125,0.0698,1.24,0.0171306742409649,0.0407249148114135,4.35,124.400002,25.89,0,1.16,0.0988,6965900000,9.1e+07,5.808e+09,NA,5.73e+08,2491300000,0,0.0281,-0.108583893192031,0.0281,0.134492606748089,0.00377924224962129,NA,2015,394,0.14,0,0,0,0,0.14,0,0,0,"Health Care",5,213
"639","LH",3,0.0514,0.1401,0.0771,1.25,0.0199039491411179,-0.0044564591119965,7.02,127.559998,20.68,0,0.95,0.085,7301800000,8.6e+07,6.012e+09,NA,5.11e+08,2820500000,0,-6e-04,0.0306790126474564,-6e-04,0.65161397095022,-0.000390968382570132,NA,2016,396,0.18,0,0.04,0,0,0.14,0,0,0,"Health Care",5,213
"640","LLL",1,0.0477,0.1174,0.0827,0.82,0.0128384147563829,0.0132518697896881,7.56,NA,16.7,0.311,0.67,0.0616,1.3826e+10,9.7e+07,1.3107e+10,NA,7.84e+08,5.463e+09,1e-04,0.0119,-0.00309726624769245,0.0118,0.749892891273699,0.00894873611702964,481400,2014,435,0,0,0,0,0,0,0,0,0,"Industrials",6,214
"641","LLL",2,-0.0185,-0.0498,-0.0113,0.92,-0.0239759464457224,0.00949093587541534,-2.97,119.379997,87.9,1.771,0.61,0.0616,1.3988e+10,9.1e+07,1.142e+10,NA,7.51e+08,5.981e+09,0,0.0281,0.0323345294119484,0.0281,0.84196614369281,0.023659248637768,NA,2015,467,0.07,0,0,0,0,0.02,0,0,1,"Industrials",6,214
"642","LLL",3,0.0593,0.1594,0.1075,1.13,-0.0365344250450376,-0.0530232895258871,9.01,151.710007,NA,0.536,0.75,0.0548,1.3836e+10,8.7e+07,1.0986e+10,NA,6.64e+08,5.285e+09,0,-6e-04,0.0128384147563829,-6e-04,0.689091722175421,-0.000413455033305252,NA,2016,411,0.17,0,0.04,0,0,0.08,0,0,1,"Industrials",6,214
"643","LLTC",1,0.2451,0.3977,0.4231,NA,NA,NA,1.9,NA,21.33,0.583,1.09,0.3143,1923154000,2.34e+08,1.267e+09,NA,3.98e+08,792507000,NA,NA,NA,NA,NA,NA,NA,2014,227,0.31,0.39,0.33,0,0,1,0,0,0,"Information Technology",7,215
"644","LLTC",2,0.2944,0.3581,0.3567,NA,NA,NA,2.12,NA,NA,0.526,0,0.3174,2271498000,2.38e+08,1.282e+09,2.24e+08,4.07e+08,1138058000,NA,NA,NA,NA,NA,NA,NA,2015,353,0.17,0,0.04,0,0,0.13,0,0,0,"Information Technology",7,215
"645","LLTC",3,0.2513,0.2963,0.2935,NA,NA,NA,2.02,NA,NA,0.604,0,0.3313,1728548000,2.43e+08,1.388e+09,2.35e+08,4.6e+08,1438492000,NA,NA,NA,NA,NA,NA,NA,2016,390,0.18,0,0.05,0,0,0.13,0,0,0,"Information Technology",7,215
"646","LLY",1,0.066,0.1449,0.1043,2.2,0.0126907266646645,0.0130833283283405,2.23,NA,28.66,0.784,0.37,0.1809,34398900000,1.117e+09,2.2603e+10,NA,4.088e+09,14765200000,1e-04,0.0119,0.00559344825743615,0.0118,-0.0501664139043287,-0.000491963684071079,3646300,2014,234,0.3,0.27,0.18,0.3,0.35,0.19,0,1,1,"Health Care",5,216
"647","LLY",2,0.0662,0.1609,0.1075,2.72,0.0267004906569747,0.0211228088192213,2.26,85.489998,37.22,0.896,0.24,0.2027,35248700000,1.085e+09,2.3113e+10,5.588e+09,4.685e+09,17631400000,0,0.0281,0.015412101802052,0.0281,1.33046440862743,0.0373860498824309,NA,2015,139,0.49,0.12,0.03,0,0,0.14,1,1,1,"Health Care",5,216
"648","LLY",3,0.0736,0.1916,0.1195,2.2,0.0914833186894424,0.0816660831335319,-0.19,73.059998,32.4,0.883,0.35,0.1219,37178200000,1.074e+09,1.9615e+10,4.934e+09,2.391e+09,15373200000,0,-6e-04,0.0126907266646645,-6e-04,0.654336106126645,-0.000392601663675987,NA,2016,141,0.44,0.03,0.03,0.04,0.02,0.14,1,1,1,"Health Care",5,216
"649","LMT",1,0.0987,0.869,0.3729,1.78,0.00525877677028555,0.00541312893044195,11.21,NA,18.45,0.538,157.9,0.0582,3.8657e+10,3.28e+08,4.7182e+10,NA,2.745e+09,3.9e+07,1e-04,0.0119,-0.0109843445763984,0.0118,1.0130601298468,0.0120541095321922,1612200,2014,45,0.58,0.49,0.56,0.63,0.87,0,1,1,1,"Industrials",6,217
"650","LMT",2,0.0836,1.1097,0.2716,1.62,-0.00921377152846163,0.00540237126812276,11.46,218.410004,18.94,0.532,1.25,0.0657,3.6188e+10,3.27e+08,4.5358e+10,NA,2.981e+09,4.918e+09,0,0.0281,0.0481616860841711,0.0281,0.21891876088639,0.00615161718090757,NA,2015,56,0.61,0.08,0.09,0.06,0.13,0.05,1,1,1,"Industrials",6,217
"651","LMT",3,0.1094,2.3012,0.3501,1.76,-0.0594519146324983,-0.0677974044046195,17.49,249.580002,14.8,0.496,1.81,0.0793,3.7073e+10,3.22e+08,3.9946e+10,NA,3.614e+09,3.4e+09,0,-6e-04,0.00525877677028555,-6e-04,0.257253600260657,-0.000154352160156394,NA,2016,47,0.64,0.08,0.09,0.08,0.11,0.08,1,1,1,"Industrials",6,217
