"","Ticker","YearIndex","Roa","Roe","Roic","TobinsQ","Ra","AlphaJensen","Eps","StockPriceClose","PriceToEpsRatio","PayoutRatio","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","Rf","Rm","Ra_Rf","Rm_Rf","Beta","CostEquity","Volume","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","CompaniesIndex"
"155","BHI",2,-0.0744,-0.1126,-0.0837,NA,-0.158382542445052,-0.142919255155219,-1.39,NA,NA,NA,0.22,0.049,2.7934e+10,4.44e+08,2.2364e+10,5.56e+08,1.096e+09,1.7713e+10,0,0.0281,-0.0302999476084499,0.0281,1.14319000406767,0.0321236391143014,NA,2015,200,0.39,0.07,0.1,0,0,0.02,1,1,1,"Energy",3,52
"156","BHI",3,-0.127,-0.1891,-0.1455,NA,0.00989953946953067,-0.00490498128076034,0.95,NA,NA,NA,0.21,0.07,2.8827e+10,4.39e+08,2.4551e+10,6.13e+08,1.719e+09,1.8625e+10,0,-6e-04,-0.016450357698969,-6e-04,0.768182708092053,-0.000460909624855232,NA,2016,118,0.49,0.1,0.09,0.06,0.02,0.03,1,1,1,"Energy",3,52
"157","BIIB",1,0.2242,0.3021,0.286,5,0.0982339069865445,0.0981205513684281,12.37,NA,30.91,0,0.1,0.2502,10130118000,2.4e+08,4.379e+09,NA,1.38e+09,6961523000,1e-04,0.0119,-0.0185124952750262,0.0118,0.826692635666481,0.00985497310086447,716300,2014,7,0.76,0.69,0.83,0.85,0.97,0.53,1,0,1,"Health Care",5,53
"158","BIIB",2,0.2097,0.3515,0.264,3.29,0.0657340191813551,0.0627092120962592,15.34,303.839996,18.48,0,0.07,0.3208,1.1863e+10,2.38e+08,5.806e+09,1.444e+09,1.862e+09,8620242000,0,0.0281,-0.0399674390062163,0.0281,1.44238833382165,0.0405311121803883,NA,2015,1,0.89,0.14,0.14,0.13,0.11,0.17,1,1,1,"Health Care",5,53
"159","BIIB",3,0.1747,0.3442,0.2228,2.52,-0.0363236335734921,-0.0684389900555641,16.93,289.25,16.89,0,0.05,0.3449,1.4317e+10,2.37e+08,8.507e+09,1.893e+09,2.935e+09,10809010000,0,-6e-04,0.0982339069865445,-6e-04,-0.188926030194019,0.000113355618116412,NA,2016,5,0.79,0.13,0.14,0.11,0.14,0.17,0,1,1,"Health Care",5,53
"160","BK",1,0.0065,0.0682,NA,-0.07,0.0133996489119119,0.0137913556960494,2.15,NA,15.94,0.265,0.56,0.1667,3.5899e+11,1.178e+09,1.461e+10,NA,2.437e+09,3.6431e+10,1e-04,0.0119,0.0708404819761959,0.0118,1.54994242140176,0.0183893205725407,3934100,2014,67,0.53,0.15,0.26,0.41,0.4,0.72,1,1,1,"Financials",4,54
"161","BK",2,0.0077,0.0844,NA,-0.1,-0.0616231832611664,-0.0323161310107568,2.71,41.139999,17.79,0.357,0.57,0.1366,3.7431e+11,1.154e+09,1.5048e+10,NA,2.104e+09,3.7521e+10,0,0.0281,0.0361344392102476,0.0281,1.86055350680422,0.0522815535411986,NA,2015,161,0.44,0.01,0.02,0.05,0.06,0.1,1,1,1,"Financials",4,54
"162","BK",3,0.0093,0.0953,NA,-0.01,-0.000843826666562233,-0.0219609762136472,3.15,47.650002,14.9,0.236,0.59,0.1562,3.85303e+11,1.137e+09,1.5692e+10,NA,2.567e+09,3.7441e+10,0,-6e-04,0.0133996489119119,-6e-04,0.652844640229152,-0.000391706784137491,NA,2016,152,0.42,0.02,0.02,0.05,0.03,0.1,1,1,1,"Financials",4,54
"163","BKE",1,0.3175,0.499,0.499,NA,0.0256498306087245,0.0267318407429897,3.39,NA,NA,0.233,NA,0.1425,6.119e+11,4.7e+07,1.063e+09,NA,1.51e+08,NA,1e-04,0.0119,-0.132168989592083,0.0118,1.8263892351344,0.0216513929745859,289900,2014,435,0,0,0,0,0,0,0,0,0,"Energy",3,55
"164","BKE",2,0.2985,0.4533,0.4533,NA,-0.0310275939403705,-0.0288878874281934,3.38,30.5,NA,0.261,NA,0.1462,5.46e+08,4.8e+07,1.124e+09,NA,1.64e+08,NA,0,0.0281,-0.0094680889109934,0.0281,1.32444743795333,0.0372169730064887,NA,2015,488,0.05,0,0,0,0,0.05,0,0,0,"Energy",3,55
"165","BKE",3,0.264,0.3836,0.3836,NA,-0.104043814635084,-0.133818535211539,3.06,23.049999,NA,0.289,NA,0.1441,5.43e+08,4.8e+07,1.128e+09,NA,1.63e+08,NA,0,-6e-04,0.0256498306087245,-6e-04,1.8033502237753,-0.00108201013426518,NA,2016,490,0.05,0,0,0,0,0.05,0,0,0,"Energy",3,55
"166","BLK",1,0.0143,0.1224,0.0992,0.26,0.00114728891300428,0.00198005322780325,19.25,NA,17.28,0.386,0.32,0.1497,2.00451e+11,1.78e+08,9.337e+09,NA,2.458e+09,2.5403e+10,1e-04,0.0119,0.0478102077789386,0.0118,1.19184803390984,0.0141638068001361,320500,2014,170,0.38,0.75,0.71,0,0,0.29,1,0,0,"Financials",4,56
"167","BLK",2,0.0144,0.1197,0.1005,0.25,-0.0598989035900136,-0.0230327587104582,19.79,342.450012,16.97,0.435,0.28,0.288,2.19873e+11,1.74e+08,1.018e+10,NA,2.932e+09,2.646e+10,0,0.0281,0.04432105566759,0.0281,2.38460458662695,0.0670073888842172,NA,2015,274,0.29,0,0.09,0,0,0.1,1,0,0,"Financials",4,56
"168","BLK",3,0.0142,0.1101,0.0975,0.28,0.0320030268661885,0.00236491654986848,19.04,381.029999,19.38,0.476,0.3,0.2973,2.39808e+11,1.71e+08,1.1081e+10,NA,3.294e+09,2.7366e+10,0,-6e-04,0.00114728891300428,-6e-04,1.38794052466496,-0.000832764314798976,NA,2016,142,0.44,0.11,0.09,0,0,0.1,1,0,1,"Financials",4,56
"169","BLL",1,0.0611,0.421,0.1316,1.59,0.0162678075291837,0.0169655432782332,1.65,NA,18.27,0.144,2.77,0.0462,7507100000,3.16e+08,8.736e+09,NA,3.96e+08,1114600000,1e-04,0.0119,0.0012416289533156,0.0118,0.864673034950676,0.010303141812418,1152000,2014,3,0.84,0.7,0.75,0.76,0.83,0.89,1,1,1,"Materials",8,57
"170","BLL",2,0.0324,0.2459,0.0765,1.57,0.046579086938368,0.0720208628010287,1,36.375,31.84,0.243,2.65,0.048,7.82e+09,2.98e+08,8.468e+09,NA,4.07e+08,1199900000,0,0.0281,0.033060860533797,0.0281,1.02525326214648,0.0288096166663161,NA,2015,70,0.58,0.07,0.05,0.08,0.09,0.09,1,1,1,"Materials",8,57
"171","BLL",3,0.0203,0.1122,0.0462,1.22,0.000133235415088767,-0.0151096368169065,0.81,38.005001,42.46,0.299,2.9,0.0548,7.571e+09,2.85e+08,8.57e+09,NA,4.7e+08,1033100000,0,-6e-04,0.0162678075291837,-6e-04,1.16289291508256,-0.000697735749049536,NA,2016,24,0.69,0.09,0.08,0.11,0.13,0.09,1,1,1,"Materials",8,57
"172","BMRN",1,-0.0565,-0.0934,-0.0504,5.24,0.00755056872423011,0.00909892449873842,-0.92,NA,NA,NA,0.32,-0.2284,1.568e+09,1.2e+08,5.01e+08,NA,-1.14e+08,NA,1e-04,0.0119,0.0142298458800281,0.0118,0.251365071705307,0.00306610784612263,676600,2014,435,0,0,0,0,0,0,0,0,0,"Health Care",5,58
"173","BMRN",2,-0.0552,-0.0875,-0.0637,4.54,0.0939079436835139,0.121632197995687,-1.07,105.300003,NA,NA,0.49,-0.3215,2.249e+09,1.38e+08,5.48e+08,3.55e+08,-1.76e+08,NA,0,0.0281,-0.00113655362620356,0.0281,1.55986669632018,0.0438322541665969,NA,2015,322,0.22,0,0,0,0,0.17,0,0,1,"Health Care",5,58
"174","BMRN",3,-0.1626,-0.2439,-0.1854,3.47,-0.0331246657621196,-0.0933082159026591,-3.81,84.150002,NA,NA,0.43,-0.1784,2.49e+09,1.46e+08,7.49e+08,4.62e+08,-1.34e+08,NA,0,-6e-04,0.00755056872423011,-6e-04,2.58059295751386,-0.00154835577450832,NA,2016,306,0.24,0,0.02,0,0,0.17,0,0,1,"Health Care",5,58
"175","BMY",1,0.0554,0.1336,0.0943,2.92,0.00586659414485395,0.00635790260156502,1.2,NA,34.02,0.889,0.48,0.1112,3.5897e+10,1.688e+09,1.7621e+10,NA,1.96e+09,1.3623e+10,1e-04,0.0119,-0.00132682852999797,0.0118,-0.0467951123227396,-0.000452182325408327,6481700,2014,88,0.49,0.18,0.34,0.49,0.28,0.46,1,1,1,"Health Care",5,59
"176","BMY",2,0.0478,0.1075,0.0783,3.73,0.031680068559757,0.0478767223901859,0.93,69.169998,61.6,1.396,0.53,0.1564,3.8592e+10,1.662e+09,1.6385e+10,3.731e+09,2.563e+09,1.5154e+10,0,0.0281,0.0406306759829075,0.0281,1.57001197359689,0.0441173364580726,NA,2015,98,0.54,0.02,0.06,0.08,0.06,0.14,1,1,1,"Health Care",5,59
"177","BMY",3,0.1362,0.2928,0.2091,2.91,0.0348223877443965,0.00863229866171207,2.65,58.610001,27.07,0.76,0.49,0.1262,3.3749e+10,1.67e+09,1.5879e+10,4.534e+09,2.004e+09,1.4852e+10,0,-6e-04,0.00586659414485395,-6e-04,0.818847427851776,-0.000491308456711066,NA,2016,67,0.6,0.02,0.07,0.09,0.08,0.14,1,1,1,"Health Care",5,59
"178","BRK.A",1,0.0393,0.086,NA,0.75,0.0130717904635292,0.013582979778002,12092,NA,16.96,0,0.33,0.0912,4.27452e+11,2e+06,1.62463e+11,NA,1.4824e+10,1.87647e+11,1e-04,0.0119,0.0160221045450847,0.0118,0.409495407924079,0.00493204581350413,NA,2014,431,0.02,0,0,0,0,0.1,0,0,0,"Financials",4,60
"179","BRK.A",2,0.0447,0.0972,NA,0.63,-0.0178379316384487,-0.0010328130596567,14656,NA,14.44,0,0.33,0.1069,4.84931e+11,2e+06,1.8215e+11,NA,1.9476e+10,2.2189e+11,0,0.0281,0.0178652135578698,0.0281,0.937861669591678,0.0263539129155262,NA,2015,412,0.12,0,0,0,0,0.12,0,0,0,"Financials",4,60
"180","BRK.A",3,0.041,0.0894,NA,0.68,0.0296038628788323,0.018468126101431,14645,NA,16.38,0,0.33,0.1021,5.26186e+11,2e+06,1.94699e+11,NA,1.9872e+10,2.4017e+11,0,-6e-04,0.0130717904635292,-6e-04,0.851982190788006,-0.000511189314472804,NA,2016,388,0.18,0,0.06,0,0,0.12,0,0,0,"Financials",4,60
"181","BSX",1,-0.0071,-0.0183,0.002,1.21,0.029098530824196,0.0288754375245586,-0.09,NA,62.6,NA,0.62,-0.5612,1.7154e+10,1.407e+09,7.249e+09,NA,-4.068e+09,6.87e+09,1e-04,0.0119,0.0336210299674558,0.0118,1.36873252029295,0.0162510437394568,5937800,2014,244,0.29,0,0.27,0.44,0.49,0.31,0,1,0,"Health Care",5,61
"182","BSX",2,-0.0136,-0.0374,-0.006,1.63,0.0087146516277835,0.0285492735694687,-0.18,18.73,NA,NA,0.65,-0.0169,1.6571e+10,1.341e+09,7.143e+09,8.61e+08,-1.21e+08,6.539e+09,0,0.0281,0.0372924569622123,0.0281,2.52145412522568,0.0708528609188416,NA,2015,29,0.67,0.06,0.07,0.09,0.1,0.15,1,1,1,"Health Care",5,61
"183","BSX",3,0.0192,0.0532,0.0402,1.95,0.0556094820852574,0.0386569894291398,0.25,21.620001,365.5,0,0.6,-0.0161,1.7042e+10,1.324e+09,7.38e+09,8.17e+08,-1.19e+08,6.457e+09,0,-6e-04,0.029098530824196,-6e-04,-0.371822166062227,0.000223093299637336,NA,2016,21,0.72,0.08,0.07,0.09,0.12,0.15,1,1,1,"Health Care",5,61
"184","BWA",1,0.0927,0.1828,0.1391,1.71,-0.0288784154378426,-0.0276288239647337,2.86,NA,19.06,0.176,0.27,0.0697,6400800000,2.43e+08,7.183e+09,NA,5e+08,3082600000,1e-04,0.0119,0.0770844324626257,0.0118,1.61516405125473,0.0191589358048058,2211000,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,62
"185","BWA",2,0.0759,0.1701,0.1168,1.23,0.0125699944683139,0.037274432357805,2.7,43.389999,15.52,0.189,0.29,0.084,6.917e+09,2.31e+08,7.437e+09,NA,6.24e+08,3560600000,0,0.0281,0.0424741989773625,0.0281,0.392697424358864,0.0110347976244841,NA,2015,468,0.07,0,0,0,0,0.07,0,0,0,"Consumer Discretionary",1,62
"186","BWA",3,0.0134,0.035,0.0319,1.09,0.102434817618953,0.041939762253054,0.55,39.330002,15.35,0.211,0.2,0.079,7.228e+09,2.29e+08,8.305e+09,NA,6.55e+08,3616200000,0,-6e-04,-0.0288784154378426,-6e-04,2.08265245518139,-0.00124959147310883,NA,2016,422,0.16,0,0.09,0,0,0.07,0,0,0,"Consumer Discretionary",1,62
"187","BX",1,0.0518,0.1478,0.0831,0.79,0.00920565645819483,0.00977177212410047,2.58,NA,NA,0.624,1.59,0.0544,2.893e+10,5.39e+08,4.019e+09,NA,2.19e+08,NA,1e-04,0.0119,0.0593627450437008,0.0118,1.56323526022718,0.0185461760706807,1941600,2014,380,0.12,0,0,0,0,0.6,0,0,0,"Financials",4,63
"188","BX",2,0.0263,0.0672,0.0464,1.17,-0.0658415251197547,-0.0446413667433732,1.04,30.41,NA,1.686,1.05,0.1771,2.968e+10,5.91e+08,6.613e+09,NA,1.171e+09,NA,0,0.0281,0.0972804714139132,0.0281,1.95484536019001,0.0549311546213392,NA,2015,458,0.1,0,0,0,0,0.1,0,0,0,"Financials",4,63
"189","BX",3,0.0425,0.1064,0.0686,0.88,0.0489013497716636,0.0205125051909142,1.56,27.33,NA,1.392,0.78,0.2117,3.15e+10,6.13e+08,7.485e+09,NA,1.585e+09,NA,0,-6e-04,0.00920565645819483,-6e-04,0.943526109842746,-0.000566115665905648,NA,2016,473,0.1,0,0,0,0,0.1,0,0,0,"Financials",4,63
"190","BXP",1,0.0216,0.0785,0.0542,1.41,-0.00253884393322686,-0.00243684136508287,2.83,NA,55.07,1.22,1.75,0.1544,15462321000,1.51e+08,1.847e+09,NA,2.9e+08,5097065000,1e-04,0.0119,0.0365880635214785,0.0118,0.686038464708704,0.00819525388356271,553800,2014,435,0,0,0,0,0,0,0,0,0,"Financials",4,64
"191","BXP",2,0.0299,0.104,0.0662,1.49,0.0252234804765139,0.0318102213081511,3.72,129.619995,31.07,0.656,2.05,0.3473,20162251000,1.53e+08,2.136e+09,NA,7.5e+08,5741153000,0,0.0281,0.0150758453759767,0.0281,0.221408647006568,0.00622158298088456,NA,2015,394,0.14,0,0,0,0,0.14,0,0,0,"Financials",4,64
"192","BXP",3,0.027,0.0905,0.0597,1.47,0.0212754661341189,-0.00954170392616289,3.26,122.459999,38.93,0.81,1.83,0.1807,19886767000,1.53e+08,2.397e+09,NA,4.44e+08,5697298000,0,-6e-04,-0.00253884393322686,-6e-04,0.170004280239986,-0.000102002568143992,NA,2016,326,0.22,0,0.08,0,0,0.14,0,0,0,"Financials",4,64
"193","C",1,0.0036,0.0337,NA,0.17,0.00259062766965512,0.00308425495036796,2.2,NA,18.16,0.014,1.28,0.1042,1.86466e+12,3.016e+09,6.9523e+10,NA,7.541e+09,1.89049e+11,1e-04,0.0119,0.134732446310055,0.0118,2.61772337380754,0.030989135810929,24563800,2014,218,0.32,0.23,0.26,0.14,0.1,0.04,1,1,1,"Financials",4,65
"194","C",2,0.0091,0.0802,NA,0.16,-0.0442248806148399,-0.00970401159179519,5.4,52.380001,11.94,0.027,1.11,0.1721,1.880382e+12,3.041e+09,7.7161e+10,NA,1.3659e+10,2.04339e+11,0,0.0281,-0.015424487198414,0.0281,1.80299762951109,0.0506642333892618,NA,2015,168,0.43,0.05,0.04,0.03,0.01,0.1,1,1,1,"Financials",4,65
"195","C",3,0.0077,0.0664,NA,0.16,0.0525072498156178,0.0143910470384602,4.72,60.040001,11.75,0.066,1.11,0.0865,1.84253e+12,3.037e+09,7.7664e+10,NA,7.31e+09,2.10534e+11,0,-6e-04,0.00259062766965512,-6e-04,0.822712134521389,-0.000493627280712834,NA,2016,133,0.46,0.05,0.06,0.03,0.02,0.1,1,1,1,"Financials",4,65
"196","CA",1,0.0747,0.1615,0.1331,1.25,-0.0227281168426459,-0.0222258025383884,2.02,NA,15.55,0.432,0.24,0.1975,1.1558e+10,4.87e+08,4.779e+09,NA,9.51e+08,5.413e+09,1e-04,0.0119,-0.00825606336941174,0.0118,2.2111597031386,0.0261916844970355,2946900,2014,33,0.61,0.34,0.49,0.58,0.34,0.74,1,1,1,"Information Technology",7,66
"197","CA",2,0.0698,0.1433,0.1176,1.2,0.0158816585377258,0.0277373301285137,1.9,28.940001,16.41,0.571,0.23,0.2033,1.1777e+10,4.57e+08,4.504e+09,4.9e+08,9.55e+08,5.69e+09,0,0.0281,0.0195054263097276,0.0281,0.694480670763007,0.0195149068484405,NA,2015,46,0.63,0.05,0.03,0.08,0.13,0.19,1,0,1,"Information Technology",7,66
"198","CA",3,0.0686,0.1383,0.1121,1.29,-0.00596268561239895,-0.0194286528511091,1.81,31.969999,16.68,0.588,0.22,0.1971,1.0915e+10,4.48e+08,4.412e+09,5.87e+08,9.14e+08,5.736e+09,0,-6e-04,-0.0227281168426459,-6e-04,0.83719050709578,-0.000502314304257468,NA,2016,79,0.58,0.06,0.03,0.09,0.07,0.19,1,0,1,"Information Technology",7,66
"199","CAG",1,0.0152,0.0573,0.0376,0.98,-0.0065934263191725,-0.0066593066945754,0.7,NA,NA,0.526,0.64,0.0352,1.252e+10,4.18e+08,1.3331e+10,NA,4.67e+08,NA,1e-04,0.0119,-0.0122296469782799,0.0118,0.340899711877283,0.00412261660015194,3077400,2014,153,0.4,0.16,0.24,0.22,0.39,0.24,1,1,1,"Consumer Staples",2,67
"200","CAG",2,-0.0138,-0.052,-0.0041,1.27,0.0296085615517608,0.0329157549197516,-0.6,32.972763,NA,NA,1.69,0.0499,2.079e+10,4.18e+08,1.3469e+10,NA,7.73e+08,NA,0,0.0281,0.0212933845591967,0.0281,0.995917113770052,0.0279852708969384,NA,2015,206,0.39,0.02,0.04,0.02,0,0.1,1,1,1,"Consumer Staples",2,67
"201","CAG",3,-0.0441,-0.1655,-0.0461,1.54,0.0750613616029458,0.0722838541559023,-1.57,39.540001,NA,NA,1.67,0.017,1.95e+10,4.28e+08,1.1838e+10,NA,3.03e+08,NA,0,-6e-04,-0.0065934263191725,-6e-04,-0.109800625671494,6.58803754028967e-05,NA,2016,190,0.38,0.02,0.04,0.02,0,0.1,1,1,1,"Consumer Staples",2,67
"202","CAH",1,0.045,0.1884,0.1154,1,-0.0136940948615541,-0.0135587756820956,3.38,NA,24.48,1.235,0.39,0.0099,2.4642e+10,3.49e+08,1.07552e+11,NA,1.069e+09,6.542e+09,1e-04,0.0119,0.0244587271476612,0.0118,0.135296758671502,0.00169650175232373,1288200,2014,9,0.71,0.76,0.7,0.82,0.65,0.61,1,0,1,"Health Care",5,68
"203","CAH",2,0.0433,0.192,0.1099,0.94,0.0317517468095715,0.047373287232568,3.62,90.489998,20.9,0.401,0.62,0.0033,2.5009e+10,3.44e+08,1.01093e+11,NA,3.34e+08,6.589e+09,0,0.0281,0.0381542564085608,0.0281,0.498018063450944,0.0139943075829715,NA,2015,88,0.55,0.1,0.06,0,0.1,0.14,1,0,1,"Health Care",5,68
"204","CAH",3,0.0444,0.2228,0.1197,0.73,0.0196352424935888,-0.00314337443085873,4.32,72.550003,17.18,0.371,0.5,0.0128,2.7248e+10,3.45e+08,9.1084e+10,NA,1.166e+09,6.1e+09,0,-6e-04,-0.0136940948615541,-6e-04,0.225531965764213,-0.000135319179458528,NA,2016,76,0.58,0.05,0.07,0.06,0.1,0.14,1,0,1,"Health Care",5,68
"205","CAM",1,0.0598,0.1559,0.0992,NA,-0.0262783075178521,-0.026097127943267,3.96,NA,15.33,0,0.37,0.0883,11158200000,2.48e+08,7.795e+09,NA,7.51e+08,5566100000,1e-04,0.0119,0.0453747311211996,0.0118,1.046658897825,0.012450574994335,NA,2014,352,0.15,0,0,0,0,0.76,0,0,0,"Energy",3,69
"206","CAM",2,0.0411,0.11,0.0667,NA,-0.0774590418201862,-0.0755018944263641,2.6,NA,20.11,0,0.44,0.0711,14248500000,2.44e+08,9.138e+09,NA,6.99e+08,5851900000,0,0.0281,0.0720813151202862,0.0281,0.710112838636134,0.0199541707656754,NA,2015,492,0.02,0,0,0,0,0.02,0,0,0,"Energy",3,69
"207","CAM",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.0781,1.2892e+10,2.05e+08,1.0381e+10,NA,8.11e+08,4.555e+09,0,-6e-04,-0.0262783075178521,-6e-04,0.301965957641811,-0.000181179574585086,NA,2016,480,0.09,0,0.07,0,0,0.02,0,0,0,"Energy",3,69
"208","CAT",1,0.0436,0.1968,0.0786,0.85,-0.0944855071817665,-0.093808393226501,3.9,NA,15.79,0.405,1.58,0.0862,8.9356e+10,6.7e+08,6.5875e+10,NA,5.681e+09,1.7532e+10,1e-04,0.0119,0.0556400533909108,0.0118,1.81367998743202,0.0215014238516978,3309200,2014,186,0.36,0.37,0.35,0.44,0.7,0.14,0,1,0,"Industrials",6,70
"209","CAT",2,0.0258,0.1332,0.0535,0.73,-0.0667341718676197,-0.0362413940663086,4.18,68.580002,14.39,0.591,1.28,0.0681,8.4896e+10,6.59e+08,5.5656e+10,2.046e+09,3.789e+09,2.0811e+10,0,0.0281,0.0708349935320934,0.0281,0.793435756091075,0.0222955447461592,NA,2015,185,0.4,0.04,0.05,0.07,0.11,0.09,0,1,0,"Industrials",6,70
"210","CAT",3,-9e-04,-0.0048,0.0115,0.95,-0.0299544538951289,-0.0595677673621287,-0.11,93.150002,51.97,2.878,1.66,0.067,8.4681e+10,6.28e+08,5.5184e+10,2.135e+09,2.452e+09,1.6746e+10,0,-6e-04,-0.0944855071817665,-6e-04,1.12852325877578,-0.000677113955265469,NA,2016,247,0.31,0.04,0.04,0.05,0.06,0.07,0,1,0,"Industrials",6,70
"211","CBG",1,0.1476,0.262,0.286,NA,NA,NA,NA,NA,26.41,0,3.72,0.0284,7809542000,NA,NA,NA,NA,1539211000,NA,NA,NA,NA,NA,NA,NA,2014,102,0.47,0.76,0.72,0,0,0.74,0,1,1,"Financials",4,71
"212","CBG",2,0.1741,0.2031,0.1985,NA,NA,NA,NA,NA,20.48,0.748,2.2,0.0746,6998414000,4.29e+08,NA,NA,NA,1895785000,NA,NA,NA,NA,NA,NA,NA,2015,143,0.47,0.13,0.12,0,0,0.08,1,0,1,"Financials",4,71
"213","CBG",3,0.1738,0.2256,0.1933,NA,NA,NA,NA,NA,20.21,0.627,1.0792,0.1226,7647105000,7.5e+08,NA,NA,NA,2259830000,NA,NA,NA,NA,NA,NA,NA,2016,134,0.46,0.1,0.13,0,0,0.08,1,0,1,"Financials",4,71
"214","CBS",1,0.1173,0.3494,0.2088,1.38,0.0111489191235441,0.0126510807167103,5.27,NA,9.9,0.199,0.58,0.1117,2.6466e+10,6.59e+08,1.282e+10,NA,1.574e+09,1.0213e+10,1e-04,0.0119,0.0592097407183393,0.0118,1.29289385763155,0.0153561475200523,4499300,2014,361,0.14,0,0,0,0,0.2,1,0,0,"Consumer Discretionary",1,72
"215","CBS",2,0.0591,0.2255,0.119,1.17,-0.0656532372263261,-0.022170221064812,2.89,46.830002,14.57,0.195,0.59,0.1229,2.6387e+10,6.24e+08,1.4005e+10,NA,1.879e+09,9.966e+09,0,0.0281,0.0867996450194968,0.0281,1.50696146373452,0.04234561713094,NA,2015,298,0.26,0,0,0,0,0.16,1,0,0,"Consumer Discretionary",1,72
"216","CBS",3,0.0525,0.2726,0.1133,1.35,0.0496026230257546,0.0380405941444698,2.81,64.5,16.73,0.173,0.93,0.2143,2.4072e+10,5.61e+08,1.2519e+10,NA,2.959e+09,6.97e+09,0,-6e-04,0.0111489191235441,-6e-04,2.50360265527702,-0.00150216159316621,NA,2016,262,0.29,0,0.03,0,0,0.16,1,0,0,"Consumer Discretionary",1,72
"217","CCE",1,0.0783,0.3856,0.1395,1.64,0.00635215384534475,0.00721495506544561,NA,NA,NA,0.342,1.05,0.084,9.51e+09,3.01e+08,NA,NA,NA,NA,1e-04,0.0119,0.0173857419654738,0.0118,1.00564949284964,0.0119666640156258,977000,2014,22,0.65,0.59,0.84,0.6,0.91,0.04,1,1,1,"Consumer Staples",2,73
"218","CCE",2,0.078,0.5313,0.1234,1.93,-0.0212987152913415,0.000561095299850232,NA,49.700001,NA,0.445,1.63,0.0812,9.525e+09,2.73e+08,NA,NA,NA,NA,0,0.0281,0.0508998443115898,0.0281,1.28647765840223,0.0361500222011026,NA,2015,8,0.75,0.12,0.14,0.12,0.11,0.07,1,1,1,"Consumer Staples",2,73
"219","CCE",3,0.043,0.1497,0.0735,1.09,-0.0332006383650899,-0.0340921309166153,NA,31.620001,NA,0.491,2.32,0.0802,8.571e+09,2.52e+08,NA,NA,NA,NA,0,-6e-04,0.00635215384534475,-6e-04,1.43800203350144,-0.000862801220100861,NA,2016,9,0.76,0.13,0.13,0.11,0.12,0.07,1,1,1,"Consumer Staples",2,73
"220","CCI",1,0.0166,0.0508,0.0444,1.79,-0.0433563627566498,-0.0427612425071101,1.04,NA,153.29,2.1,3.72,0.0764,16088709000,2.91e+08,2.433e+09,NA,1.89e+08,2938746000,1e-04,0.0119,0.0663622923893089,0.0118,0.704818882785725,0.00841686281687155,759700,2014,409,0.08,0,0,0,0,0.4,0,0,0,"Financials",4,74
"221","CCI",2,0.0684,0.214,0.1005,1.86,0.0166341540493771,0.0211549715096779,4.42,87.080002,18.7,2.144,1.66,0.0261,20594908000,2.99e+08,2.866e+09,NA,9e+07,6926717000,0,0.0281,-0.0108359552533913,0.0281,-0.228146749566268,-0.00641092366281213,NA,2015,383,0.15,0,0,0,0,0.15,0,0,0,"Financials",4,74
"222","CCI",3,0.0145,0.0442,0.0416,1.9,0.049752536259979,0.0544721550323638,0.95,86.769997,90.32,3.612,1.76,0.0939,21143276000,3.33e+08,3.539e+09,NA,3.91e+08,6716225000,0,-6e-04,-0.0433563627566498,-6e-04,0.991867082566233,-0.00059512024953974,NA,2016,324,0.22,0,0.07,0,0,0.15,0,0,0,"Financials",4,74
"223","CCL",1,0.031,0.0506,0.0449,1.19,0.0261498189204606,0.0264230185809264,1.56,NA,NA,0.556,0.3,0.0844,3.916e+10,7.79e+08,1.5382e+10,NA,1.298e+09,NA,1e-04,0.0119,-0.0369003878446276,0.0118,0.0379859559019687,0.000548234279643231,2412600,2014,280,0.24,0.05,0.05,0.48,0.07,0.2,0,1,1,"Consumer Discretionary",1,75
"224","CCL",2,0.0446,0.0731,0.0595,1.3,0.0752664482020207,0.0875022529373507,2.26,54.189999,NA,0.583,0.33,0.0697,4.01e+10,7.77e+08,1.5456e+10,NA,1.055e+09,NA,0,0.0281,0.10655031488246,0.0281,0.576543811131003,0.0162008810927812,NA,2015,196,0.4,0.01,0.01,0.06,0.01,0.12,1,1,1,"Consumer Discretionary",1,75
"225","CCL",3,0.0711,0.1199,0.0926,1.31,0.0125641476237579,-0.0156220722069756,3.72,52.189999,NA,0.403,0.3,0.0778,3.945e+10,7.78e+08,1.5884e+10,NA,1.216e+09,NA,0,-6e-04,0.0261498189204606,-6e-04,0.455332767443021,-0.000273199660465813,NA,2016,220,0.34,0,0.02,0,0,0.12,1,1,1,"Consumer Discretionary",1,75
