"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEpsRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","PriceToEarningRatio","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","Index"
"331","DAL",2012,0.0229,NA,NA,0.0275,0,4.455e+10,8.5e+08,NA,3.667e+10,NA,1.009e+09,-2.131e+09,6.26,1.19,0.17142907666832,1e-04,0.0119,0.17132907666832,0.0118,-0.566521158354611,0.178014026336905,-0.00658494966858441,NA,10.07,8.46218487394958,2014,39,0.59,0.12,0.3,0.89,0.77,0.42,1,1,1,"Industrials",6,111
"332","DAL",2013,0.2178,2.2161,0.84,0.279,0.025,5.2252e+10,8.58e+08,0.6281,3.7773e+10,NA,1.054e+10,1.1643e+10,11.01,12.29,-0.0535114176185565,0,0.0281,-0.0535114176185565,0.0281,2.39608109494498,-0.12084129638651,0.0673298787679538,NA,20,1.6273393002441,2015,74,0.58,0.04,0.06,0.08,0.09,0.1,1,1,1,"Industrials",6,111
"333","DAL",2014,0.0124,0.0644,0.97,0.0163,0.024,5.4121e+10,8.45e+08,0.0317,4.0362e+10,NA,6.59e+08,8.813e+09,3.49,0.78,0.0525888365524658,0,-6e-04,0.0525888365524658,-6e-04,0.975329730218652,0.053174034390597,-0.000585197838131191,NA,37.61,48.2179487179487,2016,44,0.64,0.06,0.09,0.09,0.1,0.1,1,1,1,"Industrials",6,111
"334","DD",2012,0.0566,0.3052,1.06,0.0798,0.651,4.9736e+10,9.42e+08,0.1441,3.4812e+10,NA,2.755e+09,1.0088e+10,14.38,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,89,0.49,0.48,0.5,0.7,0,0.17,1,1,1,"Materials",8,112
"335","DD",2013,0.0956,0.3744,0.67,0.1354,0.611,5.1499e+10,9.33e+08,0.2036,2.8998e+10,2.067e+09,4.848e+09,1.6229e+10,11.88,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,83,0.56,0.08,0.06,0.14,0,0.09,1,1,1,"Materials",8,112
"336","DD",2014,0.0713,0.2487,0.71,0.1041,0.542,4.9876e+10,9.22e+08,0.1453,2.8406e+10,2.153e+09,3.625e+09,1.332e+10,20.95,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,221,0.34,0,0.05,0,0,0.09,1,1,1,"Materials",8,112
"337","DE",2012,0.0587,0.4493,3.28,0.0908,0.235,5.627e+10,4.02e+08,0.0629,3.4176e+10,NA,3.064e+09,NA,NA,7.63,0.0331382453162706,1e-04,0.0119,0.0330382453162706,0.0118,1.21618491397061,0.0186872633314175,0.0144509819848532,0.57,81.08,10.6264744429882,2014,165,0.39,0.62,0.42,0.14,0,0.55,0,1,1,"Industrials",6,113
"338","DE",2013,0.0611,0.4135,2.1,0.1003,0.223,5.952e+10,3.89e+08,0.0631,3.568e+10,1.477e+09,3.537e+09,NA,NA,9.09,0.0864223592867708,0,0.0281,0.0864223592867708,0.0281,0.810805502863681,0.0636387246563013,0.0227836346304694,0.49,86.08,9.46974697469747,2015,233,0.35,0,0.09,0,0,0.07,1,1,1,"Industrials",6,113
"339","DE",2014,0.0523,0.3271,2.69,0.0936,0.239,6.134e+10,3.66e+08,0.0461,3.3785e+10,1.452e+09,3.161e+09,NA,NA,8.63,0.0278039084905666,0,-6e-04,0.0278039084905666,-6e-04,0.591467635696474,0.0281587890719845,-0.000354880581417884,0.47,87.82,10.1761297798378,2016,224,0.34,0,0.07,0,0,0.07,1,1,1,"Industrials",6,113
"340","DFS",2012,0.0322,0.2655,2.14,0.3029,NA,7.528e+10,5.2e+08,NA,7.653e+09,NA,2.345e+09,NA,NA,4.46,-0.0726923383334829,1e-04,0.0119,-0.0727923383334829,0.0118,1.12373344591558,-0.0860523929952868,0.0133600546618039,0.54,34.84,7.81165919282511,2014,380,0.12,0,0,0,0,0.6,0,0,0,"Financials",4,114
"341","DFS",2013,0.0304,0.2355,2,0.2935,0.09,7.934e+10,4.87e+08,NA,8.224e+09,NA,2.47e+09,1.0809e+10,10.9,4.96,0.0485220509310787,0,0.0281,0.0485220509310787,0.0281,1.04001325713102,0.0192976784056972,0.0292243725253815,0.55,47.29,9.53427419354839,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Financials",4,114
"342","DFS",2014,0.0279,0.218,2.13,0.2678,0.167,8.3126e+10,4.63e+08,NA,8.477e+09,NA,2.323e+09,1.1134e+10,12.06,4.9,-0.000915585212923456,0,-6e-04,-0.000915585212923456,-6e-04,0.967847291405853,-0.000334876838079944,-0.000580708374843512,0.58,60.38,12.3224489795918,2016,438,0.15,0,0.05,0,0,0.1,0,0,0,"Financials",4,114
"343","DG",2012,0.0797,0.1758,0.56,0.0518,NA,1.027e+10,3.45e+08,0.1223,1.4807e+10,NA,7.67e+08,NA,NA,2.22,-0.125790080801957,1e-04,0.0119,-0.125890080801957,0.0118,0.442348878043617,-0.131109797562872,0.00531971676091468,NA,47.64,21.4594594594595,2014,331,0.17,0,0,0,0,0.84,0,0,0,"Consumer Discretionary",1,115
"344","DG",2013,0.095,0.1974,0.56,0.0595,NA,1.078e+10,3.34e+08,0.1375,1.6022e+10,NA,9.53e+08,NA,NA,2.85,0.0576656970515739,0,0.0281,0.0576656970515739,0.0281,1.18220871148751,0.0244456322587748,0.0332200647927991,NA,53.07,18.6210526315789,2015,426,0.1,0,0,0,0,0.1,0,0,0,"Consumer Discretionary",1,115
"345","DG",2014,0.0965,0.1974,0.51,0.0586,NA,1.088e+10,3.24e+08,0.1353,1.7504e+10,NA,1.025e+09,NA,NA,3.17,0.0576410965811408,0,-6e-04,0.0576410965811408,-6e-04,1.96007275738318,0.0588171402355707,-0.00117604365442991,NA,60.11,18.9621451104101,2016,377,0.19,0,0.09,0,0,0.1,0,0,0,"Consumer Discretionary",1,115
"346","DGX",2012,0.0595,0.1408,0.81,0.0749,0.13,9283863000,1.6e+08,0.0861,7.383e+09,NA,5.56e+08,4163047000,14.12,3.46,0.00844474803166438,1e-04,0.0119,0.00834474803166439,0.0118,0.828517752562798,-0.00143176144857663,0.00987650948024102,1.3,59.02,17.0578034682081,2014,112,0.46,0.18,0.25,0.48,0.14,0.78,1,1,0,"Health Care",5,116
"347","DGX",2013,0.0928,0.2086,0.79,0.1184,0.231,8.948e+09,1.53e+08,0.1278,7.146e+09,NA,8.49e+08,3.948e+09,11.78,5.54,-0.129460700179702,0,0.0281,-0.129460700179702,0.0281,-0.0233507144678333,-0.128804545103156,-0.000656155076546116,1.18,59.08,10.6642599277978,2015,195,0.4,0.01,0.04,0.04,0.02,0.14,1,1,0,"Health Care",5,116
"348","DGX",2014,0.0589,0.1343,0.75,0.0745,0.368,9.877e+09,1.45e+08,0.087,7.435e+09,NA,5.56e+08,4.301e+09,17.93,3.81,0.0264426198815875,0,-6e-04,0.0264426198815875,-6e-04,0.438663930134616,0.0267058182396683,-0.000263198358080769,1.32,59.29,15.5616797900262,2016,182,0.39,0.02,0.03,0.04,0,0.14,1,1,0,"Health Care",5,116
"349","DHR",2012,0.0761,0.1332,0.28,0.131,0.031,3.2941e+10,7.13e+08,0.1078,1.826e+10,NA,2.392e+09,19016500000,16.54,3.36,0.0357524054570828,1e-04,0.0119,0.0356524054570828,0.0118,1.06880524551464,0.02304050356001,0.0127119018970728,0.94,40.27,11.985119047619,2014,376,0.12,0,0,0,0,0.62,0,0,0,"Industrials",6,117
"350","DHR",2013,0.0797,0.1302,0.15,0.141,0.028,34672200000,7.11e+08,0.1115,1.8283e+10,1.25e+09,2.695e+09,22385300000,20.14,3.8,0.0320112376781579,0,0.0281,0.0320112376781579,0.0281,0.878606906124378,0.00732238361606291,0.024688854062095,1.15,49.91,13.1342105263158,2015,399,0.14,0,0,0,0,0.14,0,0,0,"Industrials",6,117
"351","DHR",2014,0.0725,0.1136,0.15,0.1305,0.085,36991700000,7.16e+08,0.1015,1.2866e+10,1.314e+09,2.598e+09,23378100000,20.63,3.63,0.0269208817998344,0,-6e-04,0.0269208817998344,-6e-04,1.15525021301399,0.0276140319276428,-0.000693150127808397,1.22,58.65,16.1570247933884,2016,371,0.19,0,0.06,0,0,0.14,0,0,0,"Industrials",6,117
"352","DIS",2012,0.0773,0.1473,0.28,0.1344,0.198,8.0642e+10,1.818e+09,0.1118,4.2278e+10,NA,5.682e+09,4.1016e+10,15.92,3.13,0.0178539021919284,1e-04,0.0119,0.0177539021919284,0.0118,0.426522773613258,0.0127209334632919,0.00513296872863645,1.27,46.43,14.8338658146965,2014,420,0.06,0.28,0.09,0,0.01,0.04,0,0,0,"Consumer Discretionary",1,118
"353","DIS",2013,0.0786,0.1441,0.29,0.1362,0.227,8.3166e+10,1.813e+09,0.1102,4.5041e+10,NA,6.136e+09,4.4324e+10,20.4,3.38,0.0920729175347932,0,0.0281,0.0920729175347932,0.0281,1.10499129766149,0.0610226620705053,0.0310502554642878,1.7,62.89,18.6065088757396,2015,255,0.32,0.01,0.01,0,0.01,0.14,1,1,0,"Consumer Discretionary",1,118
"354","DIS",2014,0.0907,0.166,0.28,0.1537,0.206,8.7035e+10,1.759e+09,0.1255,4.8813e+10,NA,7.501e+09,4.4165e+10,20.41,4.26,0.0306271014447055,0,-6e-04,0.0306271014447055,-6e-04,1.29010168872435,0.0314011624579401,-0.000774061013234608,1.97,84.48,19.830985915493,2016,249,0.31,0.01,0.01,0,0,0.14,1,1,0,"Consumer Discretionary",1,118
"355","DISCA",2012,0.0759,0.1473,0.83,0.2102,0,1.293e+10,1.518e+09,0.0986,4.487e+09,NA,9.43e+08,6.291e+09,21.76,0.63,0.0495702517599455,1e-04,0.0119,0.0494702517599455,0.0118,1.38923671781792,0.033077258489694,0.0164929932702515,1.1,26.91,42.7142857142857,2014,362,0.14,0,0,0,0,0.7,0,0,0,"Consumer Discretionary",1,119
"356","DISCA",2013,0.077,0.1722,1.05,0.1942,0,1.4979e+10,7.22e+08,0.1044,5.535e+09,NA,1.075e+09,6.196e+09,30.51,1.49,0.0354587530336392,0,0.0281,0.0354587530336392,0.0281,1.15404613027216,0.00303005677299148,0.0324286962606477,1.31,40.43,27.1342281879195,2015,364,0.16,0,0,0,0,0.16,0,0,0,"Consumer Discretionary",1,119
"357","DISCA",2014,0.0735,0.1931,1.08,0.1818,0,1.6014e+10,6.87e+08,0.1063,6.265e+09,NA,1.139e+09,5.602e+09,20.44,1.66,-0.0129778600277267,0,-6e-04,-0.0129778600277267,-6e-04,0.933928066516454,-0.0124175031878169,-0.000560356839909872,1.33,39.42,23.7469879518072,2016,336,0.21,0,0.05,0,0,0.16,0,0,0,"Consumer Discretionary",1,119
"358","DLTR",2012,0.2074,0.3483,0.19,0.0736,NA,2.5e+09,2.42e+08,0.2928,6.631e+09,NA,4.88e+08,NA,NA,2.01,-0.0286775656269621,1e-04,0.0119,-0.0287775656269621,0.0118,0.662272282650145,-0.0365923785622339,0.00791481293527171,3.26,46.52,23.1442786069652,2014,385,0.12,0,0,0,0,0.59,0,0,0,"Consumer Discretionary",1,120
"359","DLTR",2013,0.2438,0.4112,0.15,0.0838,NA,2.7e+09,2.3e+08,0.349,7.395e+09,NA,6.19e+08,NA,NA,2.68,0.0137415564649699,0,0.0281,0.0137415564649699,0.0281,0.111240376378579,0.0106157018887319,0.00312585457623806,4.62,50.74,18.9328358208955,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Consumer Discretionary",1,120
"360","DLTR",2014,0.216,0.4205,0.65,0.0761,NA,3.386e+09,2.19e+08,0.3076,7.84e+09,NA,5.97e+08,NA,NA,2.72,0.0291212163918647,0,-6e-04,0.0291212163918647,-6e-04,1.34350256061595,0.0299273179282343,-0.000806101536369569,3.65,56.03,20.5992647058824,2016,368,0.19,0,0.09,0,0,0.1,0,0,0,"Consumer Discretionary",1,120
"361","DOV",2012,0.0813,0.1647,0.45,0.1001,0.294,10443943000,1.84e+08,0.1213,6.627e+09,NA,8.11e+08,4919230000,12.09,4.41,0.0327951218166777,1e-04,0.0119,0.0326951218166776,0.0118,0.987622618370437,0.0210411749199065,0.0117539468967712,1.21,49.42,11.2063492063492,2014,231,0.3,0.54,0.29,0,0,0.65,0,1,0,"Industrials",6,121
"362","DOV",2013,0.0943,0.1948,0.48,0.1149,0.259,10838172000,1.74e+08,0.1378,7.155e+09,NA,1.003e+09,5377396000,16.35,5.78,0.061959154603596,0,0.0281,0.061959154603596,0.0281,0.856321791164198,0.037896512271882,0.024062642331714,1.62,67.09,11.6072664359862,2015,281,0.28,0.08,0.06,0,0,0.1,0,1,0,"Industrials",6,121
"363","DOV",2014,0.0778,0.1708,0.61,0.1,0.276,9090385000,1.69e+08,0.1159,7.753e+09,NA,7.75e+08,3700725000,16.05,4.59,-0.070905832731783,0,-6e-04,-0.070905832731783,-6e-04,1.84421995691344,-0.0697993007576349,-0.00110653197414806,1.46,81.89,17.8409586056645,2016,351,0.2,0,0.06,0,0,0.1,0,1,0,"Industrials",6,121
"364","DOW",2012,0.026,0.0706,0.3,0.0129,1.7198,6.9605e+10,4.59e+08,0.0693,NA,NA,NA,2.0877e+10,23.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,162,0.39,0.25,0.38,0.11,0.37,0.12,1,1,1,"Materials",8,122
"365","DOW",2013,0.0474,0.1272,0.27,0.0235,0.3485,6.9501e+10,4.83e+08,0.1073,NA,NA,NA,2.6898e+10,18.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,135,0.5,0.06,0.05,0.06,0.03,0.1,1,1,1,"Materials",8,122
"366","DOW",2014,0.0515,0.1206,0.16,0.0282,0.621,6.8796e+10,4.77e+08,0.1021,NA,NA,NA,2.2423e+10,15.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,116,0.5,0.06,0.05,0.09,0.03,0.07,1,1,1,"Materials",8,122
"367","DPS",2012,0.0691,0.2769,1.12,0.1049,0.46,8.928e+09,2.12e+08,0.1408,5.995e+09,NA,6.29e+08,2.28e+09,15.15,2.96,-0.00749732866852914,1e-04,0.0119,-0.00759732866852914,0.0118,0.0657682307115302,-0.0083733937909252,0.000876065122396056,1.04,42.08,14.2162162162162,2014,115,0.46,0.28,0.39,0.27,0.47,0.73,0,1,1,"Consumer Staples",2,123
"368","DPS",2013,0.0729,0.2739,1.1,0.1041,0.479,8.201e+09,2.05e+08,0.1463,5.997e+09,NA,6.24e+08,2.277e+09,14.98,3.05,0.0173836109448443,0,0.0281,0.0173836109448443,0.0281,0.771035398425025,-0.00428248375089888,0.0216660946957432,1.17,46.34,15.1934426229508,2015,76,0.58,0.13,0.08,0.09,0,0.07,1,1,1,"Consumer Staples",2,123
"369","DPS",2014,0.0853,0.3076,1.13,0.1149,0.452,8.273e+09,1.97e+08,0.1588,6.121e+09,NA,7.03e+08,2.294e+09,19.03,3.56,-0.0260813395762649,0,-6e-04,-0.0260813395762649,-6e-04,1.11543201858006,-0.0254120803651168,-0.000669259211148033,1.97,59.35,16.6713483146067,2016,226,0.34,0,0.07,0,0,0.07,1,1,1,"Consumer Staples",2,123
"370","DTE",2012,0.0233,0.0848,0.95,0.0694,0.622,2.6339e+10,1.72e+08,0.0596,8.791e+09,NA,6.1e+08,7.373e+09,15.24,3.55,0.00150487008561546,1e-04,0.0119,0.00140487008561546,0.0118,-0.0799291946095714,0.0023480345820084,-0.000843164496392943,0.65,57.75,16.2676056338028,2014,208,0.33,0.6,0.26,0.6,0.12,0.24,0,1,0,"Utilities",11,124
"371","DTE",2013,0.0253,0.0864,0.91,0.0684,0.659,2.5935e+10,1.75e+08,0.0614,9.661e+09,NA,6.61e+08,7.921e+09,19.03,3.76,0.00471607080757033,0,0.0281,0.00471607080757033,0.0281,0.719152964482445,-0.0154921274943864,0.0202081983019567,0.75,67.31,17.9015957446809,2015,80,0.57,0.08,0.03,0.12,0.03,0.11,1,1,1,"Utilities",11,124
"372","DTE",2014,0.0336,0.1114,1,0.0736,0.646,2.7974e+10,1.77e+08,0.0719,1.2301e+10,NA,9.05e+08,8.327e+09,20.26,5.1,0.0669808342977085,0,-6e-04,0.0669808342977085,-6e-04,0.638834650510183,0.0673641350880146,-0.00038330079030611,0.83,75.86,14.8745098039216,2016,32,0.67,0.12,0.04,0.14,0.05,0.11,1,1,1,"Utilities",11,124
"373","DUK",2012,0.02,0.0556,0.89,0.0901,1.006,1.13856e+11,5.75e+08,0.0418,1.7912e+10,NA,1.768e+09,4.0863e+10,19.86,3.07,-0.000313473113804027,1e-04,0.0119,-0.000413473113804027,0.0118,-0.333536751040899,0.00352226054847858,-0.00383573366228261,0.71,NA,NA,2014,159,0.39,0.03,0.12,0.6,0.79,0.07,1,0,1,"Utilities",11,125
"374","DUK",2013,0.0233,0.0648,0.92,0.1083,0.934,1.14779e+11,7.06e+08,0.0453,2.2756e+10,NA,2.665e+09,4.133e+10,20.53,3.76,-0.0136723377703277,0,0.0281,-0.0136723377703277,0.0281,1.16955354015106,-0.0465367922485723,0.0328644544782446,0.74,NA,NA,2015,111,0.53,0.05,0.02,0.09,0.11,0.06,1,1,1,"Utilities",11,125
"375","DUK",2014,0.016,0.0458,0.91,0.0787,0.713,1.20709e+11,7.07e+08,0.0354,2.2509e+10,NA,1.883e+09,4.0875e+10,23.15,2.66,0.0321118697881306,0,-6e-04,0.0321118697881306,-6e-04,0.295586537414448,0.0322892217105792,-0.000177351922448668,0.79,NA,NA,2016,107,0.51,0.02,0.02,0.06,0.09,0.12,1,1,1,"Utilities",11,125
"376","DVA",2012,0.043,0.1816,2.21,0.0655,0,16018596000,1.96e+08,0.076,8.186e+09,NA,5.36e+08,3763137000,19.79,2.74,0.0231557321040093,1e-04,0.0119,0.0230557321040093,0.0118,1.43499801969394,0.00612275547162077,0.0170329766323885,1.19,47.34,17.2773722627737,2014,252,0.28,0.29,0.11,0.24,0.03,0.4,1,0,0,"Health Care",5,126
"377","DVA",2013,0.0383,0.1546,1.84,0.0538,0,17098877000,2.15e+08,0.0729,1.1764e+10,NA,6.33e+08,4432479000,21.77,2.95,0.0621742685463901,0,0.0281,0.0621742685463901,0.0281,0.834178863226795,0.0387338424897171,0.0234404260566729,1.21,59.11,20.0372881355932,2015,278,0.29,0.06,0.04,0,0,0.14,0,1,0,"Health Care",5,126
"378","DVA",2014,0.0413,0.1506,1.62,0.0565,0,17942715000,2.17e+08,0.0749,1.2795e+10,NA,7.23e+08,5170513000,22.34,3.33,-0.0103764116875362,0,-6e-04,-0.0103764116875362,-6e-04,0.794614791738379,-0.00989964281249322,-0.000476768875043027,1.31,71.18,21.3753753753754,2016,323,0.23,0,0.04,0,0,0.14,0,1,0,"Health Care",5,126
"379","DVN",2012,-0.0049,-0.0096,0.4,-0.0217,NA,4.3326e+10,4e+08,8e-04,9.501e+09,NA,-2.06e+08,2.1278e+10,35.15,-0.52,0.0109548572919469,1e-04,0.0119,0.0108548572919469,0.0118,1.74324869987102,-0.00971547736653114,0.020670334658478,0.61,61.66,118.576923076923,2014,205,0.34,0.58,0.12,0.39,0,0.37,0,1,1,"Energy",3,127
"380","DVN",2013,-5e-04,-0.001,0.39,-0.0019,NA,4.2877e+10,4.02e+08,0.0071,1.0397e+10,NA,-2e+07,2.0499e+10,NA,-0.06,0.0240341945635777,0,0.0281,0.0240341945635777,0.0281,1.29666074681332,-0.0124019724218765,0.0364361669854542,0.74,57.58,959.666666666667,2015,272,0.29,0,0.02,0.06,0,0.01,1,1,1,"Energy",3,127
"381","DVN",2014,0.0344,0.0765,0.46,0.0821,0.169,5.0637e+10,4.07e+08,0.0585,1.9566e+10,NA,1.607e+09,2.1539e+10,11.02,3.91,0.041486517895911,0,-6e-04,0.041486517895911,-6e-04,1.07466982066904,0.0421313197883124,-0.000644801892401423,0.68,67.49,17.2608695652174,2016,189,0.38,0,0.08,0.08,0,0.02,1,1,1,"Energy",3,127
"382","EBAY",2012,0.081,0.1345,0.2,0.1854,0,3.7074e+10,1.313e+09,0.1123,1.4072e+10,NA,2.609e+09,2.0865e+10,16.9,1.99,-0.0350642613201067,1e-04,0.0119,-0.0351642613201067,0.0118,0.866409841513688,-0.0453878974499682,0.0103236361298615,0.58,17.77,8.92964824120603,2014,303,0.2,0.3,0.45,0,0,0.19,0,0,1,"Information Technology",7,128
"383","EBAY",2013,0.0727,0.1283,0.17,0.178,0,4.1488e+10,1.313e+09,0.1071,8.257e+09,NA,2.856e+09,2.3647e+10,24.93,2.18,0.0825974473400954,0,0.0281,0.0825974473400954,0.0281,1.02868827281103,0.0536913068741056,0.0289061404659898,0.56,22.5,10.3211009174312,2015,197,0.4,0.1,0.11,0,0,0.14,0,0,1,"Information Technology",7,128
"384","EBAY",2014,0.0011,0.0021,0.34,0.0026,0,4.5132e+10,1.251e+09,0.0014,8.79e+09,NA,4.6e+07,1.9906e+10,NA,0.04,0.022343249814527,0,-6e-04,0.022343249814527,-6e-04,0.600176910097713,0.0227033559605856,-0.000360106146058627,0.59,22.48,562,2016,96,0.54,0.13,0.08,0.15,0,0.13,0,0,1,"Information Technology",7,128
"385","ECL",2012,0.0393,0.1198,0.94,0.0594,0.353,17572300000,2.98e+08,0.0691,1.1839e+10,NA,7.04e+08,6.077e+09,35.29,2.35,0.000759101756037926,1e-04,0.0119,0.000659101756037926,0.0118,0.172946002258667,-0.00138166107061434,0.00214076282665227,1.43,64.96,27.6425531914894,2014,4,0.83,0.73,0.8,0.84,0.6,0.9,1,1,1,"Materials",8,129
"386","ECL",2013,0.052,0.1442,0.82,0.073,0.307,19636500000,3.05e+08,0.0867,1.3253e+10,NA,9.67e+08,7344300000,34.36,3.16,-0.0247551884224874,0,0.0281,-0.0247551884224874,0.0281,0.602435827919177,-0.0416836351870162,0.0169284467645289,1.85,89.46,28.3101265822785,2015,7,0.78,0.13,0.14,0.14,0.06,0.1,1,1,1,"Materials",8,129
"387","ECL",2014,0.0615,0.1641,0.66,0.0842,0.293,19466700000,3.05e+08,0.0986,1.4281e+10,NA,1.202e+09,7315900000,28.81,3.93,-0.0383518701525338,0,-6e-04,-0.0383518701525338,-6e-04,1.02919588602786,-0.0377343526209171,-0.000617517531616715,1.84,108.52,27.6132315521628,2016,6,0.78,0.13,0.14,0.14,0.08,0.1,1,1,1,"Materials",8,129
"388","EFX",2012,0.0679,0.1497,0.75,0.1259,0.324,4511100000,1.23e+08,0.0964,2.073e+09,NA,2.72e+08,1933200000,20.93,2.22,0.0546832521518482,1e-04,0.0119,0.0545832521518482,0.0118,0.188690201981562,0.0523567077684658,0.00232654438338243,1.79,46.23,20.8243243243243,2014,354,0.15,0,0,0,0,0.74,0,0,0,"Industrials",6,130
"389","EFX",2013,0.0777,0.1662,0.5,0.1527,0.337,4539900000,1.24e+08,0.1072,2.304e+09,NA,3.52e+08,2300700000,24.71,2.84,0.0258038058936998,0,0.0281,0.0258038058936998,0.0281,1.676132869573,-0.0212955277413016,0.0470993336350014,2.11,60.89,21.4401408450704,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Industrials",6,130
"390","EFX",2014,0.0797,0.1633,0.52,0.1508,0.349,4674200000,1.24e+08,0.1103,2.436e+09,NA,3.67e+08,2200100000,27.18,2.97,0.0164569567830084,0,-6e-04,0.0164569567830084,-6e-04,0.262444142148254,0.0166144232682974,-0.000157466485288953,2.37,73.46,24.7340067340067,2016,437,0.15,0,0.03,0,0,0.11,0,0,0,"Industrials",6,130
"391","EIX",2012,-0.004,-0.0188,0.98,-0.0154,0.288,4.4394e+10,3.3e+08,0.0118,1.1862e+10,NA,-1.83e+08,9.432e+09,NA,-0.56,0.00114994387902498,1e-04,0.0119,0.00104994387902498,0.0118,-0.126626211314086,0.0025441331725312,-0.00139418929350622,0.56,44.14,78.8214285714286,2014,414,0.08,0,0,0,0,0.38,0,0,0,"Utilities",11,131
"392","EIX",2013,0.0201,0.0945,0.99,0.0727,0.318,4.6646e+10,3.29e+08,0.0682,1.2581e+10,NA,9.15e+08,9.938e+09,215.73,2.78,0.00966599192923792,0,0.0281,0.00966599192923792,0.0281,0.847230731289989,-0.0141411916200108,0.0238071835492487,0.61,47.99,17.2625899280576,2015,414,0.12,0,0,0,0,0.12,0,0,0,"Utilities",11,131
"393","EIX",2014,0.0333,0.1543,0.93,0.1202,0.356,5.0186e+10,3.29e+08,0.0938,1.3413e+10,NA,1.612e+09,1.096e+10,13.75,4.89,0.0359611875361681,0,-6e-04,0.0359611875361681,-6e-04,1.25571703269907,0.0367146177557875,-0.000753430219619443,0.67,56.34,11.521472392638,2016,309,0.24,0,0.12,0,0,0.12,0,0,0,"Utilities",11,131
"394","EMC",2012,0.0756,0.1323,0,0.1258,0,38068685000,2.206e+09,0.1209,2.1714e+10,NA,2.733e+09,22357143000,20.95,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,19,0.66,0.45,0.57,0.82,0.15,0.84,1,1,1,"Information Technology",7,132
"395","EMC",2013,0.0689,0.1294,0.25,0.1244,0.16,4.5849e+10,2.16e+09,0.1088,2.3222e+10,NA,2.889e+09,2.2301e+10,19.75,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,84,0.56,0.06,0.07,0.1,0,0.13,1,1,1,"Information Technology",7,132
"396","EMC",2014,0.0592,0.1228,0.25,0.111,0.35,4.5885e+10,2.059e+09,0.099,2.444e+10,NA,2.714e+09,2.1896e+10,23.19,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,25,0.69,0.06,0.07,0.09,0.13,0.14,1,1,1,"Information Technology",7,132
"397","EMN",2012,0.0491,0.1816,1.62,0.0539,0.37,1.1619e+10,1.49e+08,0.0955,8.102e+09,NA,4.37e+08,2.943e+09,14.63,2.93,0.116555288731351,1e-04,0.0119,0.116455288731351,0.0118,2.1180923761593,0.091461798692671,0.0250934900386798,1.19,53.25,18.1740614334471,2014,250,0.29,0,0.19,0,0,0.53,1,1,0,"Materials",8,133
"398","EMN",2013,0.0993,0.3457,1.12,0.1246,0.25,1.1845e+10,1.57e+08,0.1637,9.35e+09,1.93e+08,1.165e+09,3.796e+09,15.97,7.44,0.0512496227142169,0,0.0281,0.0512496227142169,0.0281,1.55600336431196,0.0075259281770509,0.043723694537166,1.28,73.98,9.94354838709677,2015,268,0.3,0.04,0.03,0,0,0.09,1,1,0,"Materials",8,133
"399","EMN",2014,0.0538,0.2056,2.06,0.0788,0.199,1.6072e+10,1.51e+08,0.0921,9.527e+09,2.27e+08,7.51e+08,3.51e+09,11.3,4.97,-0.0836997778310219,0,-6e-04,-0.0836997778310219,-6e-04,1.66458387645883,-0.0827010275051466,-0.0009987503258753,1.08,82.84,16.6680080482897,2016,257,0.29,0.03,0.03,0,0,0.09,1,1,0,"Materials",8,133
"400","EMR",2012,0.0826,0.1902,0.37,0.0806,0.474,2.3771e+10,7.35e+08,0.1355,2.4412e+10,NA,1.968e+09,1.0478e+10,18.86,2.67,0.0529245306601103,1e-04,0.0119,0.0528245306601103,0.0118,1.05298954065017,0.0403992540804384,0.012525276579672,1.64,49.4,18.501872659176,2014,416,0.07,0,0,0,0,0.34,0,0,0,"Industrials",6,134
