"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEpsRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","PriceToEarningRatio","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","Index"
"1032","TRIP",2013,0.1482,0.2582,0.34,0.2175,0,1473014000,1.45e+08,0.1783,9.45e+08,1.31e+08,2.05e+08,864480000,52.5,1.41,-0.0641762437727718,0,0.0281,-0.0641762437727718,0.0281,2.42965012339521,-0.132449412240177,0.0682731684674053,7.94,64.49,45.7375886524823,2015,402,0.13,0,0,0,0,0.13,0,0,0,"Consumer Discretionary",1,345
"1033","TRIP",2014,0.1317,0.2272,0.23,0.1814,0,1.959e+09,1.46e+08,0.1718,1.246e+09,1.71e+08,2.26e+08,1.125e+09,54.94,1.55,0.0136203569985446,0,-6e-04,0.0136203569985446,-6e-04,3.16247417510022,0.0155178415036047,-0.00189748450506013,5.43,90.03,58.0838709677419,2016,410,0.17,0,0.04,0,0,0.13,0,0,0,"Consumer Discretionary",1,345
"1034","TROW",2012,0.2216,0.2432,0,0.2925,0.404,4202800000,2.61e+08,0.2436,3.023e+09,NA,8.84e+08,3846100000,20.14,3.36,0.027646666681297,1e-04,0.0119,0.027546666681297,0.0118,1.27877118980784,0.0124571666415645,0.0151895000397325,NA,62.04,18.4642857142857,2014,263,0.27,0.37,0.38,0,0,0.52,0,0,1,"Financials",4,346
"1035","TROW",2013,0.2249,0.2397,0,0.298,0.399,5033100000,2.66e+08,0.2397,3.484e+09,NA,1.048e+09,4818100000,20.88,3.9,0.0451603138836803,0,0.0281,0.0451603138836803,0.0281,1.66776072652964,-0.00170376253180274,0.046864076415483,NA,74.83,19.1871794871795,2015,183,0.4,0.06,0.04,0.06,0.09,0.1,0,0,1,"Financials",4,346
"1036","TROW",2014,0.2277,0.238,0,0.3052,0.382,5644400000,2.67e+08,0.238,3.982e+09,NA,1.229e+09,5395200000,18.07,4.55,0.0334694611033392,0,-6e-04,0.0334694611033392,-6e-04,1.37856272863745,0.0342965987405216,-0.000827137637182468,NA,81.1,17.8241758241758,2016,171,0.4,0.09,0.05,0.02,0.09,0.1,0,0,1,"Financials",4,346
"1037","TRV",2012,0.0234,0.0984,0.23,0.0953,0.284,1.04938e+11,3.9e+08,NA,2.574e+10,NA,2.473e+09,2.5405e+10,10.19,6.3,0.0202570889968335,1e-04,0.0119,0.0201570889968335,0.0118,0.0983876211822156,0.0189961150668834,0.00126097392995014,0.23,64.25,10.1984126984127,2014,200,0.34,0.46,0.22,0,0,0.45,1,1,0,"Financials",4,347
"1038","TRV",2013,0.0349,0.1453,0.25,0.1392,0.245,1.03812e+11,3.74e+08,NA,2.6191e+10,NA,3.673e+09,2.4796e+10,11.05,9.74,0.00349676344041289,0,0.0281,0.00349676344041289,0.0281,1.3598713932791,-0.0347156227107299,0.0382123861511428,0.27,83.41,8.56365503080082,2015,247,0.33,0,0.02,0,0,0.16,1,1,0,"Financials",4,347
"1039","TRV",2014,0.0354,0.1477,0.26,0.1349,0.204,1.03078e+11,3.43e+08,NA,2.7174e+10,NA,3.692e+09,2.4836e+10,9.65,10.7,0.0185565273663208,0,-6e-04,0.0185565273663208,-6e-04,1.43966486339805,0.0194203262843596,-0.000863798918038831,0.29,92.47,8.64205607476636,2016,217,0.35,0,0.04,0,0,0.16,1,1,0,"Financials",4,347
"1040","TSCO",2012,0.1675,0.2719,0.0012,0.0593,0.189,1706808000,1.46e+08,0.2716,4.664e+09,NA,2.76e+08,1024974000,25.43,1.9,-0.0141589627316594,1e-04,0.0119,-0.0142589627316594,0.0118,1.02835033459222,-0.0263934966798477,0.0122345339481882,3.26,44.91,23.6368421052632,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,348
"1041","TSCO",2013,0.1818,0.289,0.001,0.0636,0.21,1.903e+09,1.42e+08,0.2886,5.165e+09,NA,3.28e+08,1246894000,32.09,2.32,0.0579771901330399,0,0.0281,0.0579771901330399,0.0281,0.75255567469443,0.0368303756741264,0.0211468144589135,5.34,59.71,25.7370689655172,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Consumer Discretionary",1,348
"1042","TSCO",2014,0.1884,0.292,0.0038,0.0649,0.229,2.035e+09,1.39e+08,0.2912,5.712e+09,NA,3.71e+08,1293561000,26.81,2.66,0.0242709914260473,0,-6e-04,0.0242709914260473,-6e-04,2.12623537966036,0.0255467326538436,-0.00127574122779622,4.95,67.55,25.3947368421053,2016,417,0.16,0,0.06,0,0,0.1,0,0,0,"Consumer Discretionary",1,348
"1043","TSLA",2012,-0.4336,-2.2722,3.3,-0.9588,NA,1114190000,1.07e+08,-0.7234,4.13e+08,NA,-3.96e+08,124700000,NA,-3.69,0.00147729383459249,1e-04,0.0119,0.00137729383459249,0.0118,1.9931662971972,-0.0221420684723345,0.023619362306927,3.85,31.17,8.44715447154472,2014,410,0.08,0,0,0,0,0.39,0,0,0,"Consumer Discretionary",1,349
"1044","TSLA",2013,-0.0419,-0.1869,0.9,-0.0368,NA,2.417e+09,1.19e+08,-0.0455,2.013e+09,2.32e+08,-7.4e+07,667120000,NA,-0.62,0.167108437003622,0,0.0281,0.167108437003622,0.0281,-1.16105061110557,0.199733959175689,-0.0326255221720664,7.66,104.4,168.387096774194,2015,364,0.16,0,0,0,0,0.16,0,0,0,"Consumer Discretionary",1,349
"1045","TSLA",2014,-0.0711,-0.3725,2.06,-0.0919,NA,5.849e+09,1.25e+08,-0.0845,3.198e+09,4.65e+08,-2.94e+08,911710000,NA,-2.36,-0.0947745781399493,0,-6e-04,-0.0947745781399493,-6e-04,2.62658801209933,-0.0931986253326897,-0.00157595280725959,4.93,223.33,94.6313559322034,2016,344,0.21,0,0.05,0,0,0.16,0,0,0,"Consumer Discretionary",1,349
"1046","TSN",2012,0.0508,0.0999,0.32,0.0175,0.12,1.1874e+10,3.7e+08,0.0979,3.3055e+10,NA,5.83e+08,6.034e+09,11.34,1.58,0.0119265221562226,1e-04,0.0119,0.0118265221562226,0.0118,-0.694844164965929,0.0200256833028205,-0.00809916114659796,0.53,17.95,11.3607594936709,2014,371,0.13,0,0.12,0.28,0,0.35,0,0,0,"Consumer Staples",2,350
"1047","TSN",2013,0.0646,0.1274,0.31,0.0226,0.053,1.2177e+10,3.67e+08,0.1022,3.4374e+10,NA,7.78e+08,6.285e+09,14.56,1.84,0.0543492878106595,0,0.0281,0.0543492878106595,0.0281,0.564093404796385,0.0384982631358811,0.0158510246747784,0.9,26.82,14.5760869565217,2015,381,0.16,0,0.03,0.03,0,0.1,0,0,0,"Consumer Staples",2,350
"1048","TSN",2014,0.0478,0.1145,0.85,0.023,0.1,2.3956e+10,3.64e+08,0.074,3.758e+10,NA,8.64e+08,9.123e+09,16.82,2.37,-0.054605261132021,0,-6e-04,-0.054605261132021,-6e-04,-0.392843497727631,-0.0548409672306576,0.000235706098636579,0.84,39.2,16.5400843881857,2016,328,0.22,0.06,0.04,0.02,0,0.1,0,0,0,"Consumer Staples",2,350
"1049","TWC",2012,0.0439,0.291,3.46,0.1008,0.325,4.9809e+10,3.12e+08,0.094,2.1386e+10,NA,2.155e+09,7.279e+09,13.58,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,408,0.08,0,0,0,0,0.41,0,0,0,"Consumer Discretionary",1,351
"1050","TWC",2013,0.0396,0.2734,3.35,0.0879,0.387,4.8276e+10,2.91e+08,0.0892,2.212e+10,NA,1.954e+09,6.943e+09,19.1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,326,0.21,0,0,0,0,0.16,0,0,1,"Consumer Discretionary",1,351
"1051","TWC",2014,0.0416,0.2692,2.83,0.0882,0.407,4.9809e+10,2.83e+08,0.091,2.2812e+10,NA,2.031e+09,8.013e+09,20,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,317,0.23,0,0.02,0,0,0.16,0,0,1,"Consumer Discretionary",1,351
"1052","TWX",2012,0.0441,0.1003,0.64,0.1045,0.337,6.8304e+10,9.76e+08,0.0773,2.5325e+10,NA,2.925e+09,2.9877e+10,17.23,3,0.0111426073429775,1e-04,0.0119,0.0110426073429775,0.0118,1.20865764128652,-0.00321955282420352,0.014362160167181,0.88,38.44,12.8133333333333,2014,161,0.39,0.73,0.59,0,0,0.72,0,1,0,"Consumer Discretionary",1,352
"1053","TWX",2013,0.0539,0.1229,0.67,0.1233,0.284,6.7994e+10,9.43e+08,0.0896,2.6461e+10,NA,3.691e+09,2.9904e+10,16.74,3.92,0.0592360631373531,0,0.0281,0.0592360631373531,0.0281,1.02570038180007,0.0304138824087712,0.0288221807285819,1.15,58.03,14.8035714285714,2015,273,0.29,0,0.09,0,0,0.16,0,1,0,"Consumer Discretionary",1,352
"1054","TWX",2014,0.0581,0.1402,0.87,0.1394,0.259,6.3259e+10,8.83e+08,0.0986,2.7359e+10,NA,3.827e+09,2.4476e+10,17.14,4.34,0.00351815380299528,0,-6e-04,0.00351815380299528,-6e-04,0.524833326167007,0.00383305379869548,-0.000314899995700204,1.4,71.55,16.4861751152074,2016,317,0.23,0,0.02,0,0,0.16,0,0,1,"Consumer Discretionary",1,352
"1055","TXN",2012,0.0853,0.1577,0.38,0.1347,0.476,2.0021e+10,1.146e+09,0.1066,1.2825e+10,NA,1.759e+09,1.0961e+10,19.35,1.51,0.0470598077024812,1e-04,0.0119,0.0469598077024812,0.0118,1.29351663682949,0.0316963113878932,0.015363496314588,1.68,30.08,19.9205298013245,2014,140,0.42,0.27,0.17,0.27,0.58,0.86,0,1,0,"Information Technology",7,353
"1056","TXN",2013,0.1091,0.1952,0.38,0.1741,0.58,1.8938e+10,1.113e+09,0.1349,1.2205e+10,NA,2.162e+09,1.0807e+10,24.46,1.91,0.0209419708716638,0,0.0281,0.0209419708716638,0.0281,1.40114146470776,-0.0184301042866242,0.039372075158288,2.45,37.61,19.6910994764398,2015,236,0.35,0.04,0.02,0.06,0.08,0.1,0,1,0,"Information Technology",7,353
"1057","TXN",2014,0.1515,0.262,0.35,0.2129,0.528,1.7722e+10,1.08e+09,0.183,1.3045e+10,NA,2.821e+09,1.039e+10,21.48,2.57,-0.0176110699498071,0,-6e-04,-0.0176110699498071,-6e-04,1.2420414893705,-0.0168658450561848,-0.000745224893622298,3.16,47.37,18.431906614786,2016,212,0.35,0.05,0.02,0.04,0.08,0.13,0,1,0,"Information Technology",7,353
"1058","TXT",2012,0.0442,0.2054,1.15,0.049,0.04,1.3033e+10,2.95e+08,0.0829,1.2022e+10,NA,5.89e+08,2.991e+09,17.34,2,0.0546917622454273,1e-04,0.0119,0.0545917622454273,0.0118,2.51178660846849,0.0249526802654991,0.0297390819799281,0.64,25.29,12.645,2014,99,0.48,0.36,0.27,0.35,0.7,0.4,1,1,0,"Industrials",6,354
"1059","TXT",2013,0.0383,0.1351,0.73,0.0416,0.049,1.2944e+10,2.84e+08,0.0726,1.1972e+10,NA,4.98e+08,4.384e+09,19.04,1.75,0.101577696752924,0,0.0281,0.101577696752924,0.0281,1.74140625884897,0.0526441808792682,0.0489335158736562,0.84,28.59,16.3371428571429,2015,203,0.39,0.02,0.02,0.02,0.11,0.07,1,1,0,"Industrials",6,354
"1060","TXT",2014,0.0436,0.1386,0.91,0.0436,0.04,1.46e+10,2.82e+08,0.0843,1.3775e+10,NA,6e+08,NA,NA,2.13,-0.0278510768524636,0,-6e-04,-0.0278510768524636,-6e-04,1.68643590663371,-0.0268392153084833,-0.00101186154398023,0.89,38.56,18.1032863849765,2016,156,0.42,0.02,0.02,0.04,0.11,0.08,1,1,0,"Industrials",6,354
"1061","UA",2012,0.1237,0.1767,0.06,0.07,0,1157083000,4.26e+08,0.1653,1.835e+09,NA,1.29e+08,816922000,50.63,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,355
"1062","UA",2013,0.1186,0.1734,0.05,0.0695,0,1577741000,4.32e+08,0.1573,2.332e+09,NA,1.62e+08,1053354000,59.19,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,414,0.12,0,0,0,0,0.12,0,0,0,"Consumer Discretionary",1,355
"1063","UA",2014,0.1133,0.1731,0.19,0.0675,0,2095083000,2.19e+08,0.1465,3.084e+09,NA,2.08e+08,1350300000,79.17,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,440,0.14,0,0.02,0,0,0.12,0,0,0,"Consumer Discretionary",1,355
"1064","UAL",2012,-0.0191,-0.6323,23.35,-0.0195,NA,3.7628e+10,3.31e+08,0.0037,3.7152e+10,NA,-7.23e+08,4.81e+08,NA,-2.18,0.145208749135982,1e-04,0.0119,0.145108749135982,0.0118,-0.465609925689884,0.150602946259122,-0.00539419712314063,0.56,21.21,9.72935779816514,2014,166,0.38,0.11,0.28,0,0.51,0.74,0,1,1,"Industrials",6,356
"1065","UAL",2013,0.0153,0.3296,3.66,0.0149,0,3.6812e+10,3.91e+08,0.0855,3.8279e+10,NA,5.71e+08,2.984e+09,NA,1.53,-0.0368489527153868,0,0.0281,-0.0368489527153868,0.0281,2.98876608600176,-0.120833279732036,0.0839843270166495,0.74,31.65,20.6862745098039,2015,90,0.55,0.09,0.1,0.03,0.04,0.1,1,1,1,"Industrials",6,356
"1066","UAL",2014,0.0305,0.4208,4.46,0.0291,0,3.7353e+10,3.89e+08,0.1199,3.8901e+10,NA,1.132e+09,2.396e+09,17.07,2.93,0.0884121986905358,0,-6e-04,0.0884121986905358,-6e-04,-1.00140131544563,0.0878113579012684,0.000600840789267376,1.09,47.51,16.2150170648464,2016,70,0.59,0.11,0.12,0.04,0.02,0.1,1,1,1,"Industrials",6,356
"1067","UHS",2012,0.0558,0.1768,1.37,0.0636,0.044,8200843000,9.8e+07,0.085,6.961e+09,NA,4.43e+08,2713345000,10.99,4.53,0.0789601037394927,1e-04,0.0119,0.0788601037394927,0.0118,1.70522197218405,0.0587384844677209,0.0202216192717718,0.97,42.06,9.28476821192053,2014,435,0,0,0,0,0,0,0,0,0,"Health Care",5,357
"1068","UHS",2013,0.0618,0.1712,0.99,0.0701,0.038,8311723000,9.9e+07,0.0888,7.368e+09,NA,5.11e+08,3249979000,15.04,5.14,-0.0142955431834805,0,0.0281,-0.0142955431834805,0.0281,1.74925232788289,-0.0634495335969898,0.0491539904135093,1.3,68.41,13.3093385214008,2015,394,0.14,0,0,0,0,0.14,0,0,0,"Health Care",5,357
"1069","UHS",2014,0.0631,0.1561,0.86,0.0676,0.05,8974443000,1.01e+08,0.0898,8.205e+09,NA,5.45e+08,3735946000,21.18,5.42,0.0615348739270211,0,-6e-04,0.0615348739270211,-6e-04,0.290185056618954,0.0617089849609925,-0.000174111033971372,1.53,94.74,17.479704797048,2016,434,0.15,0,0.01,0,0,0.14,0,0,0,"Health Care",5,357
"1070","UNH",2012,0.0743,0.1858,0.45,0.05,0.152,8.0885e+10,1.046e+09,0.1314,1.10618e+11,NA,5.526e+09,3.1178e+10,10.4,5.28,0.00120710930511139,1e-04,0.0119,0.00110710930511139,0.0118,0.80449554922781,-0.00838593817577677,0.00959304748088815,0.93,55.07,10.4299242424242,2014,76,0.5,0.77,0.91,0,0,0.76,0,1,1,"Health Care",5,358
"1071","UNH",2013,0.0691,0.1776,0.46,0.0459,0.186,8.1882e+10,1.023e+09,0.1253,1.22489e+11,NA,5.625e+09,3.2149e+10,13.45,5.5,0.0147542869073528,0,0.0281,0.0147542869073528,0.0281,0.520793784355268,0.000119981566969771,0.014634305340383,1.18,65.29,11.8709090909091,2015,11,0.75,0.13,0.13,0.13,0.11,0.14,0,1,1,"Health Care",5,358
"1072","UNH",2014,0.0668,0.174,0.49,0.0431,0.235,8.6382e+10,9.86e+08,0.1218,1.30474e+11,NA,5.619e+09,3.2454e+10,16.61,5.7,0.0283992370202439,0,-6e-04,0.0283992370202439,-6e-04,1.44410056748301,0.0292656973607337,-0.000866460340489807,1.38,83.42,14.6350877192982,2016,20,0.72,0.1,0.11,0.13,0.14,0.14,0,1,1,"Health Care",5,358
"1073","UNM",2012,0.0146,0.1041,0.32,0.0851,0.148,62236100000,2.82e+08,NA,1.0515e+10,NA,8.94e+08,8612600000,23.22,3.17,0.0208695276441092,1e-04,0.0119,0.0207695276441092,0.0118,1.4417960563396,0.00375633417930187,0.0171131934648073,0.09,NA,NA,2014,121,0.45,0.29,0.23,0.15,0.17,0.87,1,0,1,"Financials",4,359
"1074","UNM",2013,0.0141,0.0994,0.3,0.0829,0.165,5.9404e+10,2.66e+08,NA,1.0369e+10,NA,8.47e+08,8659100000,10.04,3.19,0.0439984135245799,0,0.0281,0.0439984135245799,0.0281,1.61287993715782,-0.00132351270955483,0.0453219262341347,0.15,NA,NA,2015,145,0.47,0.02,0.03,0.03,0.08,0.16,1,0,1,"Financials",4,359
"1075","UNM",2014,0.0068,0.048,0.31,0.0393,0.17,6.2497e+10,2.57e+08,NA,1.0525e+10,NA,4.02e+08,8552400000,9.47,1.57,0.0487614934230067,0,-6e-04,0.0487614934230067,-6e-04,1.45874024560312,0.0496367375703686,-0.000875244147361873,0.14,NA,NA,2016,140,0.44,0.01,0.03,0.03,0.06,0.16,1,0,1,"Financials",4,359
"1076","UPS",2012,0.0219,0.1381,2.38,0.0149,2.747,3.8863e+10,9.69e+08,0.0635,5.4127e+10,NA,8.07e+08,4.653e+09,21,0.83,0.00844422855280624,1e-04,0.0119,0.00834422855280624,0.0118,0.578290348673495,0.001520402438459,0.00692382611434724,1.91,75.66,91.1566265060241,2014,62,0.53,0.34,0.57,0.55,0.61,0.34,1,0,1,"Industrials",6,360
"1077","UPS",2013,0.1165,0.7858,1.67,0.0789,1.548,3.6212e+10,9.48e+08,0.265,5.5438e+10,NA,4.372e+09,6.474e+09,62.93,4.61,0.0260306193059452,0,0.0281,0.0260306193059452,0.0281,0.665049676243786,0.00734272340349481,0.0186878959024504,2.81,88.64,19.2277657266811,2015,97,0.55,0.03,0.04,0.05,0.15,0.13,1,0,1,"Industrials",6,360
"1078","UPS",2014,0.0846,0.7039,4.61,0.0521,0.654,3.5471e+10,9.24e+08,0.2156,5.8232e+10,NA,3.032e+09,2.141e+09,25.76,3.28,0.0113077909711597,0,-6e-04,0.0113077909711597,-6e-04,1.1646708438958,0.0120065934774972,-0.000698802506337482,3.05,100.73,30.7103658536585,2016,120,0.48,0.02,0.04,0.06,0.08,0.13,1,0,1,"Industrials",6,360
"1079","USB",2012,0.0155,0.1641,0.75,0.2683,0.275,3.53855e+11,1.896e+09,NA,2.0064e+10,NA,5.647e+09,3.8998e+10,11.78,2.84,-0.00390606632103585,1e-04,0.0119,-0.00400606632103585,0.0118,0.821363831915167,-0.0136981595376348,0.00979209321659897,0.31,31.69,11.1584507042254,2014,266,0.26,0.14,0.16,0,0,0.35,1,1,0,"Financials",4,361
"1080","USB",2013,0.0155,0.1573,0.55,0.2865,0.286,3.64021e+11,1.849e+09,NA,1.9378e+10,NA,5.836e+09,4.1113e+10,12.88,3,0.0353352801136892,0,0.0281,0.0353352801136892,0.0281,0.475686976752802,0.0219684760669355,0.0133668040467537,0.32,35.86,11.9533333333333,2015,261,0.31,0.03,0.03,0,0,0.1,1,1,0,"Financials",4,361
"1081","USB",2014,0.0146,0.1487,0.83,0.28,0.313,4.02529e+11,1.813e+09,NA,1.9939e+10,NA,5.851e+09,4.3479e+10,13.85,3.08,0.0221968726449699,0,-6e-04,0.0221968726449699,-6e-04,0.713541518151205,0.0226249975558607,-0.000428124910890723,0.34,42.04,13.6493506493506,2016,242,0.32,0.04,0.03,0,0,0.1,1,1,0,"Financials",4,361
"1082","UTX",2012,0.068,0.2147,0.83,0.0889,0.379,8.9409e+10,9.07e+08,0.1406,5.7708e+10,NA,5.13e+09,2.5914e+10,16.3,5.35,0.0234408754111652,1e-04,0.0119,0.0233408754111652,0.0118,1.19689746977887,0.00921748526777455,0.0142233901433907,1.02,78.54,14.6803738317757,2014,34,0.6,0.72,0.38,0.74,0.43,0.31,1,1,1,"Industrials",6,362
"1083","UTX",2013,0.0636,0.198,0.62,0.0914,0.376,9.0594e+10,9.15e+08,0.126,5.66e+10,2.529e+09,5.721e+09,3.1866e+10,15.62,5.84,0.0261745369426889,0,0.0281,0.0261745369426889,0.0281,1.50220721120376,-0.0160374856921369,0.0422120226348258,1.3,99.09,16.9674657534247,2015,166,0.43,0,0.03,0.05,0.03,0.12,1,1,1,"Industrials",6,362
"1084","UTX",2014,0.0684,0.1972,0.57,0.0955,0.348,9.1289e+10,9.12e+08,0.1334,5.79e+10,2.635e+09,6.22e+09,3.1213e+10,15.96,6.75,0.0437247816028136,0,-6e-04,0.0437247816028136,-6e-04,0.764427915621234,0.0441834383521864,-0.00045865674937274,1.25,112.07,16.602962962963,2016,135,0.46,0,0.04,0.06,0.05,0.11,1,1,1,"Industrials",6,362
"1085","V",2012,0.0573,0.0793,0,0.2057,0.409,3.5859e+10,2.712e+09,0.0793,1.0421e+10,NA,2.144e+09,2.7588e+10,45.61,0.79,0.0124135344913976,1e-04,0.0119,0.0123135344913976,0.0118,0.824697089222464,0.00258210883857255,0.00983142565282508,2.69,31.41,39.7594936708861,2014,336,0.17,0.13,0.73,0,0,0.18,0,0,0,"Information Technology",7,363
"1086","V",2013,0.1311,0.1828,0,0.4228,0.147,3.5956e+10,2.624e+09,0.1828,1.1778e+10,NA,4.98e+09,2.7014e+10,26.54,1.9,0.0902662461267812,0,0.0281,0.0902662461267812,0.0281,0.390360251371647,0.0792971230632379,0.0109691230635433,3.79,45.12,23.7473684210526,2015,234,0.35,0.03,0.13,0,0,0.1,1,0,0,"Information Technology",7,363
"1087","V",2014,0.1459,0.2004,0,0.4281,0.175,3.8569e+10,2.523e+09,0.2004,1.2702e+10,NA,5.438e+09,2.7942e+10,26.97,2.16,0.0154119169047207,0,-6e-04,0.0154119169047207,-6e-04,1.12934992579055,0.0160895268601951,-0.000677609955474332,4.05,55.46,25.6759259259259,2016,243,0.31,0,0.11,0,0,0.1,1,0,0,"Information Technology",7,363
"1088","VFC",2012,0.1146,0.225,0.28,0.0998,0.312,9633021000,4.48e+08,0.1697,1.088e+10,NA,1.086e+09,5125625000,17.51,2.43,-0.0385438820054323,1e-04,0.0119,-0.0386438820054323,0.0118,0.911950896005304,-0.0494049025782949,0.0108610205728626,1.7,36.92,15.1934156378601,2014,150,0.4,0.57,0.36,0,0,0.31,1,1,1,"Consumer Discretionary",1,364
"1089","VFC",2013,0.1213,0.216,0.23,0.106,0.331,1.0315e+10,4.47e+08,0.1756,1.142e+10,NA,1.21e+09,6077038000,20.9,2.71,0.0792909181935992,0,0.0281,0.0792909181935992,0.0281,0.306457888003679,0.0706794515406958,0.00861146665290339,2.58,47.26,17.4391143911439,2015,176,0.41,0.02,0.04,0.01,0.02,0.12,1,1,1,"Consumer Discretionary",1,364
"1090","VFC",2014,0.1032,0.1789,0.25,0.0853,0.36,9.98e+09,4.4e+08,0.1519,1.1882e+10,NA,1.048e+09,NA,NA,3.02,0.000723283763098179,0,-6e-04,0.000723283763098179,-6e-04,0.903354514601992,0.00126529647185937,-0.000542012708761195,3.18,63.88,21.1523178807947,2016,209,0.36,0,0.04,0,0,0.12,1,1,1,"Consumer Discretionary",1,364
"1091","VIA",2012,0.0879,0.2462,1.09,0.1427,0.248,2.1897e+10,5.38e+08,0.1435,1.3887e+10,NA,1.981e+09,7.165e+09,14.05,3.69,0.0476009021980371,1e-04,0.0119,0.0475009021980371,0.0118,-0.0569906627191564,0.0481733920181231,-0.000572489820086046,1.29,52.3,14.1734417344173,2014,135,0.42,0.37,0.39,0.34,0.09,0.7,1,0,0,"Consumer Discretionary",1,365
"1092","VIA",2013,0.104,0.3789,2.29,0.1736,0.254,2.3829e+10,4.95e+08,0.1664,1.3794e+10,NA,2.395e+09,4.802e+09,17.11,4.84,0.0930773408578068,0,0.0281,0.0930773408578068,0.0281,0.377156240619746,0.0824792504963919,0.0105980903614149,1.6,72.55,14.9896694214876,2015,91,0.55,0.11,0.12,0.04,0.02,0.16,1,0,0,"Consumer Discretionary",1,365
"1093","VIA",2014,0.1019,0.5366,3.43,0.1735,0.228,2.3117e+10,4.4e+08,0.1425,1.3783e+10,NA,2.391e+09,3.352e+09,13.2,5.43,0.00279432458941211,0,-6e-04,0.00279432458941211,-6e-04,0.988001417007771,0.00338712543961677,-0.000592800850204663,1.81,81.44,14.9981583793738,2016,28,0.68,0.09,0.11,0.13,0.03,0.16,1,0,1,"Consumer Discretionary",1,365
"1094","VLO",2012,0.0477,0.1209,0.36,0.015,0.173,4.4477e+10,5.56e+08,0.0929,1.38393e+11,NA,2.083e+09,1.8032e+10,15.49,3.75,0.0560556015894776,1e-04,0.0119,0.0559556015894776,0.0118,2.35722077753215,0.0281403964145982,0.0279152051748794,NA,24.58,6.55466666666667,2014,357,0.14,0,0,0,0,0.47,0,1,0,"Energy",3,366
"1095","VLO",2013,0.0593,0.1451,0.32,0.0197,0.181,4.726e+10,5.48e+08,0.1162,1.38074e+11,NA,2.72e+09,1.946e+10,9.56,4.97,0.0974555034505593,0,0.0281,0.0974555034505593,0.0281,2.63898267688752,0.0233000902300199,0.0741554132205394,NA,38.63,7.77263581488934,2015,470,0.07,0,0,0,0,0.02,0,1,0,"Energy",3,366
"1096","VLO",2014,0.0782,0.1809,0.28,0.0277,0.14,4.555e+10,5.3e+08,0.1368,1.30844e+11,NA,3.63e+09,2.0677e+10,6.74,6.85,0.0181433184189982,0,-6e-04,0.0181433184189982,-6e-04,0.136417921299727,0.018225169171778,-8.1850752779836e-05,NA,51.29,7.48759124087591,2016,428,0.16,0,0.09,0,0,0.02,0,1,0,"Energy",3,366
"1097","VMW",2012,0.0774,0.1419,NA,0.1619,NA,1.06e+10,4.34e+08,0.1384,4.605e+09,NA,7.46e+08,NA,NA,1.72,0.0344731533715451,1e-04,0.0119,0.0343731533715451,0.0118,2.42521259097071,0.00575564479809068,0.0287175085734544,3.55,95.22,55.3604651162791,2014,435,0,0,0,0,0,0,0,0,0,"Information Technology",7,367
"1098","VMW",2013,0.0885,0.1615,0.07,0.1947,NA,1.233e+10,4.33e+08,0.1512,5.207e+09,1.082e+09,1.014e+09,NA,NA,2.34,0.106711482934228,0,0.0281,0.106711482934228,0.0281,0.605427685049617,0.0896989649843335,0.0170125179498942,2.81,79.66,34.042735042735,2015,340,0.19,0,0,0,0,0.19,0,0,0,"Information Technology",7,367
"1099","VMW",2014,0.0643,0.1231,0.2,0.1468,NA,1.481e+10,4.35e+08,0.107,6.035e+09,1.239e+09,8.86e+08,NA,NA,2.04,-0.0638415024695289,0,-6e-04,-0.0638415024695289,-6e-04,0.539679013499533,-0.0635176950614292,-0.00032380740809972,2.11,94.41,46.2794117647059,2016,337,0.21,0,0.02,0,0,0.19,0,0,0,"Information Technology",7,367
"1100","VNO",2012,0.0259,0.0962,0.45,0.2619,1.852,21965975000,1.87e+08,NA,1.981e+09,NA,6.17e+08,6850935000,26.29,2.94,0.059908393907058,1e-04,0.0119,0.059808393907058,0.0118,0.588469634689973,0.0528644522177163,0.00704394168934168,0.97,59.69,20.3027210884354,2014,435,0,0,0,0,0,0,0,0,0,"Financials",4,368
