"","symbol","section","sub.section","group","date","Asset Turnover","Cash Conversion Cycle","Days Inventory","Days Sales Outstanding","Fixed Assets Turnover","Inventory Turnover","Payables Period","Receivables Turnover"
"927","ADP","Efficiency Ratios","Efficiency",82,2014-06-01,NA,NA,NA,NA,NA,NA,NA,7.55
"928","ADP","Efficiency Ratios","Efficiency",82,2015-06-01,NA,NA,NA,NA,NA,NA,NA,6.74
"929","ADP","Efficiency Ratios","Efficiency",82,2016-06-01,NA,NA,NA,NA,NA,NA,NA,7.13
"930","ADP","Efficiency Ratios","Efficiency",82,2017-06-01,NA,NA,NA,NA,NA,NA,NA,7.18
"931","ADP","Efficiency Ratios","Efficiency",83,2008-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"932","ADP","Efficiency Ratios","Efficiency",83,2009-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"933","ADP","Efficiency Ratios","Efficiency",83,2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"934","ADP","Efficiency Ratios","Efficiency",83,2011-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"935","ADP","Efficiency Ratios","Efficiency",83,2012-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"936","ADP","Efficiency Ratios","Efficiency",83,2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"937","ADP","Efficiency Ratios","Efficiency",83,2014-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"938","ADP","Efficiency Ratios","Efficiency",83,2015-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"939","ADP","Efficiency Ratios","Efficiency",83,2016-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"940","ADP","Efficiency Ratios","Efficiency",83,2017-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"941","ADP","Efficiency Ratios","Efficiency",84,2008-06-01,NA,NA,NA,NA,11.97,NA,NA,NA
"942","ADP","Efficiency Ratios","Efficiency",84,2009-06-01,NA,NA,NA,NA,12,NA,NA,NA
"943","ADP","Efficiency Ratios","Efficiency",84,2010-06-01,NA,NA,NA,NA,12.68,NA,NA,NA
"944","ADP","Efficiency Ratios","Efficiency",84,2011-06-01,NA,NA,NA,NA,13.44,NA,NA,NA
"945","ADP","Efficiency Ratios","Efficiency",84,2012-06-01,NA,NA,NA,NA,14.99,NA,NA,NA
"946","ADP","Efficiency Ratios","Efficiency",84,2013-06-01,NA,NA,NA,NA,15.76,NA,NA,NA
"947","ADP","Efficiency Ratios","Efficiency",84,2014-06-01,NA,NA,NA,NA,16.21,NA,NA,NA
"948","ADP","Efficiency Ratios","Efficiency",84,2015-06-01,NA,NA,NA,NA,15.09,NA,NA,NA
"949","ADP","Efficiency Ratios","Efficiency",84,2016-06-01,NA,NA,NA,NA,17.19,NA,NA,NA
"950","ADP","Efficiency Ratios","Efficiency",84,2017-06-01,NA,NA,NA,NA,16.9,NA,NA,NA
"951","ADP","Efficiency Ratios","Efficiency",85,2008-06-01,0.35,NA,NA,NA,NA,NA,NA,NA
"952","ADP","Efficiency Ratios","Efficiency",85,2009-06-01,0.36,NA,NA,NA,NA,NA,NA,NA
"953","ADP","Efficiency Ratios","Efficiency",85,2010-06-01,0.34,NA,NA,NA,NA,NA,NA,NA
"954","ADP","Efficiency Ratios","Efficiency",85,2011-06-01,0.31,NA,NA,NA,NA,NA,NA,NA
"955","ADP","Efficiency Ratios","Efficiency",85,2012-06-01,0.33,NA,NA,NA,NA,NA,NA,NA
"956","ADP","Efficiency Ratios","Efficiency",85,2013-06-01,0.36,NA,NA,NA,NA,NA,NA,NA
"957","ADP","Efficiency Ratios","Efficiency",85,2014-06-01,0.38,NA,NA,NA,NA,NA,NA,NA
"958","ADP","Efficiency Ratios","Efficiency",85,2015-06-01,0.34,NA,NA,NA,NA,NA,NA,NA
"959","ADP","Efficiency Ratios","Efficiency",85,2016-06-01,0.3,NA,NA,NA,NA,NA,NA,NA
"960","ADP","Efficiency Ratios","Efficiency",85,2017-06-01,0.31,NA,NA,NA,NA,NA,NA,NA
"961","ADSK","Efficiency Ratios","Efficiency",78,2009-01-01,NA,NA,NA,55.42,NA,NA,NA,NA
"962","ADSK","Efficiency Ratios","Efficiency",78,2010-01-01,NA,NA,NA,63.25,NA,NA,NA,NA
"963","ADSK","Efficiency Ratios","Efficiency",78,2011-01-01,NA,NA,NA,55.71,NA,NA,NA,NA
"964","ADSK","Efficiency Ratios","Efficiency",78,2012-01-01,NA,NA,NA,58.77,NA,NA,NA,NA
"965","ADSK","Efficiency Ratios","Efficiency",78,2013-01-01,NA,NA,NA,70.26,NA,NA,NA,NA
"966","ADSK","Efficiency Ratios","Efficiency",78,2014-01-01,NA,NA,NA,73.74,NA,NA,NA,NA
"967","ADSK","Efficiency Ratios","Efficiency",78,2015-01-01,NA,NA,NA,64.12,NA,NA,NA,NA
"968","ADSK","Efficiency Ratios","Efficiency",78,2016-01-01,NA,NA,NA,81.08,NA,NA,NA,NA
"969","ADSK","Efficiency Ratios","Efficiency",78,2017-01-01,NA,NA,NA,99.37,NA,NA,NA,NA
"970","ADSK","Efficiency Ratios","Efficiency",78,2018-01-01,NA,NA,NA,79.02,NA,NA,NA,NA
"971","ADSK","Efficiency Ratios","Efficiency",79,2009-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"972","ADSK","Efficiency Ratios","Efficiency",79,2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"973","ADSK","Efficiency Ratios","Efficiency",79,2011-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"974","ADSK","Efficiency Ratios","Efficiency",79,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"975","ADSK","Efficiency Ratios","Efficiency",79,2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"976","ADSK","Efficiency Ratios","Efficiency",79,2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"977","ADSK","Efficiency Ratios","Efficiency",79,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"978","ADSK","Efficiency Ratios","Efficiency",79,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"979","ADSK","Efficiency Ratios","Efficiency",79,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"980","ADSK","Efficiency Ratios","Efficiency",79,2018-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"981","ADSK","Efficiency Ratios","Efficiency",80,2009-01-01,NA,NA,NA,NA,NA,NA,118.03,NA
"982","ADSK","Efficiency Ratios","Efficiency",80,2010-01-01,NA,NA,NA,NA,NA,NA,123.89,NA
"983","ADSK","Efficiency Ratios","Efficiency",80,2011-01-01,NA,NA,NA,NA,NA,NA,134.23,NA
"984","ADSK","Efficiency Ratios","Efficiency",80,2012-01-01,NA,NA,NA,NA,NA,NA,132.31,NA
"985","ADSK","Efficiency Ratios","Efficiency",80,2013-01-01,NA,NA,NA,NA,NA,NA,140.41,NA
"986","ADSK","Efficiency Ratios","Efficiency",80,2014-01-01,NA,NA,NA,NA,NA,NA,118.89,NA
"987","ADSK","Efficiency Ratios","Efficiency",80,2015-01-01,NA,NA,NA,NA,NA,NA,98.69,NA
"988","ADSK","Efficiency Ratios","Efficiency",80,2016-01-01,NA,NA,NA,NA,NA,NA,108.51,NA
"989","ADSK","Efficiency Ratios","Efficiency",80,2017-01-01,NA,NA,NA,NA,NA,NA,113.91,NA
"990","ADSK","Efficiency Ratios","Efficiency",80,2018-01-01,NA,NA,NA,NA,NA,NA,113.21,NA
"991","ADSK","Efficiency Ratios","Efficiency",81,2009-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"992","ADSK","Efficiency Ratios","Efficiency",81,2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"993","ADSK","Efficiency Ratios","Efficiency",81,2011-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"994","ADSK","Efficiency Ratios","Efficiency",81,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"995","ADSK","Efficiency Ratios","Efficiency",81,2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"996","ADSK","Efficiency Ratios","Efficiency",81,2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"997","ADSK","Efficiency Ratios","Efficiency",81,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"998","ADSK","Efficiency Ratios","Efficiency",81,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"999","ADSK","Efficiency Ratios","Efficiency",81,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1000","ADSK","Efficiency Ratios","Efficiency",81,2018-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1001","ADSK","Efficiency Ratios","Efficiency",82,2009-01-01,NA,NA,NA,NA,NA,NA,NA,6.59
"1002","ADSK","Efficiency Ratios","Efficiency",82,2010-01-01,NA,NA,NA,NA,NA,NA,NA,5.77
"1003","ADSK","Efficiency Ratios","Efficiency",82,2011-01-01,NA,NA,NA,NA,NA,NA,NA,6.55
"1004","ADSK","Efficiency Ratios","Efficiency",82,2012-01-01,NA,NA,NA,NA,NA,NA,NA,6.21
"1005","ADSK","Efficiency Ratios","Efficiency",82,2013-01-01,NA,NA,NA,NA,NA,NA,NA,5.19
"1006","ADSK","Efficiency Ratios","Efficiency",82,2014-01-01,NA,NA,NA,NA,NA,NA,NA,4.95
"1007","ADSK","Efficiency Ratios","Efficiency",82,2015-01-01,NA,NA,NA,NA,NA,NA,NA,5.69
"1008","ADSK","Efficiency Ratios","Efficiency",82,2016-01-01,NA,NA,NA,NA,NA,NA,NA,4.5
"1009","ADSK","Efficiency Ratios","Efficiency",82,2017-01-01,NA,NA,NA,NA,NA,NA,NA,3.67
"1010","ADSK","Efficiency Ratios","Efficiency",82,2018-01-01,NA,NA,NA,NA,NA,NA,NA,4.61
"1011","ADSK","Efficiency Ratios","Efficiency",83,2009-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1012","ADSK","Efficiency Ratios","Efficiency",83,2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1013","ADSK","Efficiency Ratios","Efficiency",83,2011-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1014","ADSK","Efficiency Ratios","Efficiency",83,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1015","ADSK","Efficiency Ratios","Efficiency",83,2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1016","ADSK","Efficiency Ratios","Efficiency",83,2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1017","ADSK","Efficiency Ratios","Efficiency",83,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1018","ADSK","Efficiency Ratios","Efficiency",83,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1019","ADSK","Efficiency Ratios","Efficiency",83,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1020","ADSK","Efficiency Ratios","Efficiency",83,2018-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"1021","ADSK","Efficiency Ratios","Efficiency",84,2009-01-01,NA,NA,NA,NA,23.06,NA,NA,NA
"1022","ADSK","Efficiency Ratios","Efficiency",84,2010-01-01,NA,NA,NA,NA,15.42,NA,NA,NA
"1023","ADSK","Efficiency Ratios","Efficiency",84,2011-01-01,NA,NA,NA,NA,20.98,NA,NA,NA
"1024","ADSK","Efficiency Ratios","Efficiency",84,2012-01-01,NA,NA,NA,NA,23.45,NA,NA,NA
"1025","ADSK","Efficiency Ratios","Efficiency",84,2013-01-01,NA,NA,NA,NA,21.08,NA,NA,NA
"1026","ADSK","Efficiency Ratios","Efficiency",84,2014-01-01,NA,NA,NA,NA,18.55,NA,NA,NA
"1027","ADSK","Efficiency Ratios","Efficiency",84,2015-01-01,NA,NA,NA,NA,17.36,NA,NA,NA
"1028","ADSK","Efficiency Ratios","Efficiency",84,2016-01-01,NA,NA,NA,NA,15.25,NA,NA,NA
"1029","ADSK","Efficiency Ratios","Efficiency",84,2017-01-01,NA,NA,NA,NA,12.39,NA,NA,NA
"1030","ADSK","Efficiency Ratios","Efficiency",84,2018-01-01,NA,NA,NA,NA,13.55,NA,NA,NA
"1031","ADSK","Efficiency Ratios","Efficiency",85,2009-01-01,1,NA,NA,NA,NA,NA,NA,NA
"1032","ADSK","Efficiency Ratios","Efficiency",85,2010-01-01,0.7,NA,NA,NA,NA,NA,NA,NA
"1033","ADSK","Efficiency Ratios","Efficiency",85,2011-01-01,0.75,NA,NA,NA,NA,NA,NA,NA
"1034","ADSK","Efficiency Ratios","Efficiency",85,2012-01-01,0.74,NA,NA,NA,NA,NA,NA,NA
"1035","ADSK","Efficiency Ratios","Efficiency",85,2013-01-01,0.61,NA,NA,NA,NA,NA,NA,NA
"1036","ADSK","Efficiency Ratios","Efficiency",85,2014-01-01,0.51,NA,NA,NA,NA,NA,NA,NA
"1037","ADSK","Efficiency Ratios","Efficiency",85,2015-01-01,0.53,NA,NA,NA,NA,NA,NA,NA
"1038","ADSK","Efficiency Ratios","Efficiency",85,2016-01-01,0.48,NA,NA,NA,NA,NA,NA,NA
"1039","ADSK","Efficiency Ratios","Efficiency",85,2017-01-01,0.39,NA,NA,NA,NA,NA,NA,NA
"1040","ADSK","Efficiency Ratios","Efficiency",85,2018-01-01,0.46,NA,NA,NA,NA,NA,NA,NA
"1041","AEE","Efficiency Ratios","Efficiency",78,2008-12-01,NA,NA,NA,31.78,NA,NA,NA,NA
"1042","AEE","Efficiency Ratios","Efficiency",78,2009-12-01,NA,NA,NA,31.61,NA,NA,NA,NA
"1043","AEE","Efficiency Ratios","Efficiency",78,2010-12-01,NA,NA,NA,22.32,NA,NA,NA,NA
"1044","AEE","Efficiency Ratios","Efficiency",78,2011-12-01,NA,NA,NA,23.58,NA,NA,NA,NA
"1045","AEE","Efficiency Ratios","Efficiency",78,2012-12-01,NA,NA,NA,23.36,NA,NA,NA,NA
"1046","AEE","Efficiency Ratios","Efficiency",78,2013-12-01,NA,NA,NA,25.16,NA,NA,NA,NA
"1047","AEE","Efficiency Ratios","Efficiency",78,2014-12-01,NA,NA,NA,24.93,NA,NA,NA,NA
"1048","AEE","Efficiency Ratios","Efficiency",78,2015-12-01,NA,NA,NA,24.27,NA,NA,NA,NA
"1049","AEE","Efficiency Ratios","Efficiency",78,2016-12-01,NA,NA,NA,24.78,NA,NA,NA,NA
"1050","AEE","Efficiency Ratios","Efficiency",78,2017-12-01,NA,NA,NA,26.06,NA,NA,NA,NA
"1051","AEE","Efficiency Ratios","Efficiency",79,2008-12-01,NA,NA,81.25,NA,NA,NA,NA,NA
"1052","AEE","Efficiency Ratios","Efficiency",79,2009-12-01,NA,NA,105.89,NA,NA,NA,NA,NA
"1053","AEE","Efficiency Ratios","Efficiency",79,2010-12-01,NA,NA,87.72,NA,NA,NA,NA,NA
"1054","AEE","Efficiency Ratios","Efficiency",79,2011-12-01,NA,NA,83.46,NA,NA,NA,NA,NA
"1055","AEE","Efficiency Ratios","Efficiency",79,2012-12-01,NA,NA,60.85,NA,NA,NA,NA,NA
"1056","AEE","Efficiency Ratios","Efficiency",79,2013-12-01,NA,NA,119.85,NA,NA,NA,NA,NA
"1057","AEE","Efficiency Ratios","Efficiency",79,2014-12-01,NA,NA,101.12,NA,NA,NA,NA,NA
"1058","AEE","Efficiency Ratios","Efficiency",79,2015-12-01,NA,NA,107.26,NA,NA,NA,NA,NA
"1059","AEE","Efficiency Ratios","Efficiency",79,2016-12-01,NA,NA,113.86,NA,NA,NA,NA,NA
"1060","AEE","Efficiency Ratios","Efficiency",79,2017-12-01,NA,NA,113.55,NA,NA,NA,NA,NA
"1061","AEE","Efficiency Ratios","Efficiency",80,2008-12-01,NA,NA,NA,NA,NA,NA,77.29,NA
"1062","AEE","Efficiency Ratios","Efficiency",80,2009-12-01,NA,NA,NA,NA,NA,NA,98.26,NA
"1063","AEE","Efficiency Ratios","Efficiency",80,2010-12-01,NA,NA,NA,NA,NA,NA,79.23,NA
"1064","AEE","Efficiency Ratios","Efficiency",80,2011-12-01,NA,NA,NA,NA,NA,NA,79.05,NA
"1065","AEE","Efficiency Ratios","Efficiency",80,2012-12-01,NA,NA,NA,NA,NA,NA,56.64,NA
"1066","AEE","Efficiency Ratios","Efficiency",80,2013-12-01,NA,NA,NA,NA,NA,NA,139.43,NA
"1067","AEE","Efficiency Ratios","Efficiency",80,2014-12-01,NA,NA,NA,NA,NA,NA,146.1,NA
"1068","AEE","Efficiency Ratios","Efficiency",80,2015-12-01,NA,NA,NA,NA,NA,NA,150.28,NA
"1069","AEE","Efficiency Ratios","Efficiency",80,2016-12-01,NA,NA,NA,NA,NA,NA,169.14,NA
"1070","AEE","Efficiency Ratios","Efficiency",80,2017-12-01,NA,NA,NA,NA,NA,NA,184.77,NA
"1071","AEE","Efficiency Ratios","Efficiency",81,2008-12-01,NA,35.75,NA,NA,NA,NA,NA,NA
"1072","AEE","Efficiency Ratios","Efficiency",81,2009-12-01,NA,39.24,NA,NA,NA,NA,NA,NA
"1073","AEE","Efficiency Ratios","Efficiency",81,2010-12-01,NA,30.8,NA,NA,NA,NA,NA,NA
"1074","AEE","Efficiency Ratios","Efficiency",81,2011-12-01,NA,27.99,NA,NA,NA,NA,NA,NA
"1075","AEE","Efficiency Ratios","Efficiency",81,2012-12-01,NA,27.57,NA,NA,NA,NA,NA,NA
"1076","AEE","Efficiency Ratios","Efficiency",81,2013-12-01,NA,5.58,NA,NA,NA,NA,NA,NA
"1077","AEE","Efficiency Ratios","Efficiency",81,2014-12-01,NA,-20.04,NA,NA,NA,NA,NA,NA
"1078","AEE","Efficiency Ratios","Efficiency",81,2015-12-01,NA,-18.75,NA,NA,NA,NA,NA,NA
"1079","AEE","Efficiency Ratios","Efficiency",81,2016-12-01,NA,-30.49,NA,NA,NA,NA,NA,NA
"1080","AEE","Efficiency Ratios","Efficiency",81,2017-12-01,NA,-45.16,NA,NA,NA,NA,NA,NA
"1081","AEE","Efficiency Ratios","Efficiency",82,2008-12-01,NA,NA,NA,NA,NA,NA,NA,11.49
"1082","AEE","Efficiency Ratios","Efficiency",82,2009-12-01,NA,NA,NA,NA,NA,NA,NA,11.55
"1083","AEE","Efficiency Ratios","Efficiency",82,2010-12-01,NA,NA,NA,NA,NA,NA,NA,16.36
"1084","AEE","Efficiency Ratios","Efficiency",82,2011-12-01,NA,NA,NA,NA,NA,NA,NA,15.48
"1085","AEE","Efficiency Ratios","Efficiency",82,2012-12-01,NA,NA,NA,NA,NA,NA,NA,15.62
"1086","AEE","Efficiency Ratios","Efficiency",82,2013-12-01,NA,NA,NA,NA,NA,NA,NA,14.5
"1087","AEE","Efficiency Ratios","Efficiency",82,2014-12-01,NA,NA,NA,NA,NA,NA,NA,14.64
"1088","AEE","Efficiency Ratios","Efficiency",82,2015-12-01,NA,NA,NA,NA,NA,NA,NA,15.04
"1089","AEE","Efficiency Ratios","Efficiency",82,2016-12-01,NA,NA,NA,NA,NA,NA,NA,14.73
"1090","AEE","Efficiency Ratios","Efficiency",82,2017-12-01,NA,NA,NA,NA,NA,NA,NA,14.01
"1091","AEE","Efficiency Ratios","Efficiency",83,2008-12-01,NA,NA,NA,NA,NA,4.49,NA,NA
"1092","AEE","Efficiency Ratios","Efficiency",83,2009-12-01,NA,NA,NA,NA,NA,3.45,NA,NA
"1093","AEE","Efficiency Ratios","Efficiency",83,2010-12-01,NA,NA,NA,NA,NA,4.16,NA,NA
"1094","AEE","Efficiency Ratios","Efficiency",83,2011-12-01,NA,NA,NA,NA,NA,4.37,NA,NA
"1095","AEE","Efficiency Ratios","Efficiency",83,2012-12-01,NA,NA,NA,NA,NA,6,NA,NA
"1096","AEE","Efficiency Ratios","Efficiency",83,2013-12-01,NA,NA,NA,NA,NA,3.05,NA,NA
"1097","AEE","Efficiency Ratios","Efficiency",83,2014-12-01,NA,NA,NA,NA,NA,3.61,NA,NA
"1098","AEE","Efficiency Ratios","Efficiency",83,2015-12-01,NA,NA,NA,NA,NA,3.4,NA,NA
"1099","AEE","Efficiency Ratios","Efficiency",83,2016-12-01,NA,NA,NA,NA,NA,3.21,NA,NA
"1100","AEE","Efficiency Ratios","Efficiency",83,2017-12-01,NA,NA,NA,NA,NA,3.21,NA,NA
"1101","AEE","Efficiency Ratios","Efficiency",84,2008-12-01,NA,NA,NA,NA,0.5,NA,NA,NA
"1102","AEE","Efficiency Ratios","Efficiency",84,2009-12-01,NA,NA,NA,NA,0.41,NA,NA,NA
"1103","AEE","Efficiency Ratios","Efficiency",84,2010-12-01,NA,NA,NA,NA,0.43,NA,NA,NA
"1104","AEE","Efficiency Ratios","Efficiency",84,2011-12-01,NA,NA,NA,NA,0.42,NA,NA,NA
"1105","AEE","Efficiency Ratios","Efficiency",84,2012-12-01,NA,NA,NA,NA,0.4,NA,NA,NA
"1106","AEE","Efficiency Ratios","Efficiency",84,2013-12-01,NA,NA,NA,NA,0.36,NA,NA,NA
"1107","AEE","Efficiency Ratios","Efficiency",84,2014-12-01,NA,NA,NA,NA,0.36,NA,NA,NA
"1108","AEE","Efficiency Ratios","Efficiency",84,2015-12-01,NA,NA,NA,NA,0.34,NA,NA,NA
"1109","AEE","Efficiency Ratios","Efficiency",84,2016-12-01,NA,NA,NA,NA,0.31,NA,NA,NA
"1110","AEE","Efficiency Ratios","Efficiency",84,2017-12-01,NA,NA,NA,NA,0.3,NA,NA,NA
"1111","AEE","Efficiency Ratios","Efficiency",85,2008-12-01,0.36,NA,NA,NA,NA,NA,NA,NA
"1112","AEE","Efficiency Ratios","Efficiency",85,2009-12-01,0.31,NA,NA,NA,NA,NA,NA,NA
"1113","AEE","Efficiency Ratios","Efficiency",85,2010-12-01,0.32,NA,NA,NA,NA,NA,NA,NA
"1114","AEE","Efficiency Ratios","Efficiency",85,2011-12-01,0.32,NA,NA,NA,NA,NA,NA,NA
"1115","AEE","Efficiency Ratios","Efficiency",85,2012-12-01,0.3,NA,NA,NA,NA,NA,NA,NA
"1116","AEE","Efficiency Ratios","Efficiency",85,2013-12-01,0.27,NA,NA,NA,NA,NA,NA,NA
"1117","AEE","Efficiency Ratios","Efficiency",85,2014-12-01,0.28,NA,NA,NA,NA,NA,NA,NA
"1118","AEE","Efficiency Ratios","Efficiency",85,2015-12-01,0.26,NA,NA,NA,NA,NA,NA,NA
"1119","AEE","Efficiency Ratios","Efficiency",85,2016-12-01,0.25,NA,NA,NA,NA,NA,NA,NA
"1120","AEE","Efficiency Ratios","Efficiency",85,2017-12-01,0.24,NA,NA,NA,NA,NA,NA,NA
"1121","AEP","Efficiency Ratios","Efficiency",78,2008-12-01,NA,NA,NA,20.34,NA,NA,NA,NA
"1122","AEP","Efficiency Ratios","Efficiency",78,2009-12-01,NA,NA,NA,22.32,NA,NA,NA,NA
"1123","AEP","Efficiency Ratios","Efficiency",78,2010-12-01,NA,NA,NA,29.77,NA,NA,NA,NA
"1124","AEP","Efficiency Ratios","Efficiency",78,2011-12-01,NA,NA,NA,42.61,NA,NA,NA,NA
"1125","AEP","Efficiency Ratios","Efficiency",78,2012-12-01,NA,NA,NA,40.31,NA,NA,NA,NA
"1126","AEP","Efficiency Ratios","Efficiency",78,2013-12-01,NA,NA,NA,38.55,NA,NA,NA,NA
"1127","AEP","Efficiency Ratios","Efficiency",78,2014-12-01,NA,NA,NA,37.35,NA,NA,NA,NA
"1128","AEP","Efficiency Ratios","Efficiency",78,2015-12-01,NA,NA,NA,37.59,NA,NA,NA,NA
"1129","AEP","Efficiency Ratios","Efficiency",78,2016-12-01,NA,NA,NA,36.2,NA,NA,NA,NA
"1130","AEP","Efficiency Ratios","Efficiency",78,2017-12-01,NA,NA,NA,37.85,NA,NA,NA,NA
"1131","AEP","Efficiency Ratios","Efficiency",79,2008-12-01,NA,NA,67.86,NA,NA,NA,NA,NA
"1132","AEP","Efficiency Ratios","Efficiency",79,2009-12-01,NA,NA,114.15,NA,NA,NA,NA,NA
"1133","AEP","Efficiency Ratios","Efficiency",79,2010-12-01,NA,NA,112.82,NA,NA,NA,NA,NA
"1134","AEP","Efficiency Ratios","Efficiency",79,2011-12-01,NA,NA,89.1,NA,NA,NA,NA,NA
"1135","AEP","Efficiency Ratios","Efficiency",79,2012-12-01,NA,NA,54.83,NA,NA,NA,NA,NA
"1136","AEP","Efficiency Ratios","Efficiency",79,2013-12-01,NA,NA,96.58,NA,NA,NA,NA,NA
"1137","AEP","Efficiency Ratios","Efficiency",79,2014-12-01,NA,NA,78.88,NA,NA,NA,NA,NA
"1138","AEP","Efficiency Ratios","Efficiency",79,2015-12-01,NA,NA,79.61,NA,NA,NA,NA,NA
"1139","AEP","Efficiency Ratios","Efficiency",79,2016-12-01,NA,NA,73.46,NA,NA,NA,NA,NA
"1140","AEP","Efficiency Ratios","Efficiency",79,2017-12-01,NA,NA,65.98,NA,NA,NA,NA,NA
"1141","AEP","Efficiency Ratios","Efficiency",80,2008-12-01,NA,NA,NA,NA,NA,NA,83.11,NA
"1142","AEP","Efficiency Ratios","Efficiency",80,2009-12-01,NA,NA,NA,NA,NA,NA,98.88,NA
"1143","AEP","Efficiency Ratios","Efficiency",80,2010-12-01,NA,NA,NA,NA,NA,NA,80.53,NA
"1144","AEP","Efficiency Ratios","Efficiency",80,2011-12-01,NA,NA,NA,NA,NA,NA,70.11,NA
"1145","AEP","Efficiency Ratios","Efficiency",80,2012-12-01,NA,NA,NA,NA,NA,NA,44.16,NA
"1146","AEP","Efficiency Ratios","Efficiency",80,2013-12-01,NA,NA,NA,NA,NA,NA,79.94,NA
"1147","AEP","Efficiency Ratios","Efficiency",80,2014-12-01,NA,NA,NA,NA,NA,NA,73.28,NA
"1148","AEP","Efficiency Ratios","Efficiency",80,2015-12-01,NA,NA,NA,NA,NA,NA,80.82,NA
"1149","AEP","Efficiency Ratios","Efficiency",80,2016-12-01,NA,NA,NA,NA,NA,NA,98.94,NA
"1150","AEP","Efficiency Ratios","Efficiency",80,2017-12-01,NA,NA,NA,NA,NA,NA,128.97,NA
"1151","AEP","Efficiency Ratios","Efficiency",81,2008-12-01,NA,5.08,NA,NA,NA,NA,NA,NA
"1152","AEP","Efficiency Ratios","Efficiency",81,2009-12-01,NA,37.59,NA,NA,NA,NA,NA,NA
"1153","AEP","Efficiency Ratios","Efficiency",81,2010-12-01,NA,62.06,NA,NA,NA,NA,NA,NA
"1154","AEP","Efficiency Ratios","Efficiency",81,2011-12-01,NA,61.6,NA,NA,NA,NA,NA,NA
"1155","AEP","Efficiency Ratios","Efficiency",81,2012-12-01,NA,50.98,NA,NA,NA,NA,NA,NA
"1156","AEP","Efficiency Ratios","Efficiency",81,2013-12-01,NA,55.2,NA,NA,NA,NA,NA,NA
"1157","AEP","Efficiency Ratios","Efficiency",81,2014-12-01,NA,42.94,NA,NA,NA,NA,NA,NA
"1158","AEP","Efficiency Ratios","Efficiency",81,2015-12-01,NA,36.38,NA,NA,NA,NA,NA,NA
"1159","AEP","Efficiency Ratios","Efficiency",81,2016-12-01,NA,10.72,NA,NA,NA,NA,NA,NA
"1160","AEP","Efficiency Ratios","Efficiency",81,2017-12-01,NA,-25.13,NA,NA,NA,NA,NA,NA
"1161","AEP","Efficiency Ratios","Efficiency",82,2008-12-01,NA,NA,NA,NA,NA,NA,NA,17.95
"1162","AEP","Efficiency Ratios","Efficiency",82,2009-12-01,NA,NA,NA,NA,NA,NA,NA,16.35
"1163","AEP","Efficiency Ratios","Efficiency",82,2010-12-01,NA,NA,NA,NA,NA,NA,NA,12.26
"1164","AEP","Efficiency Ratios","Efficiency",82,2011-12-01,NA,NA,NA,NA,NA,NA,NA,8.57
"1165","AEP","Efficiency Ratios","Efficiency",82,2012-12-01,NA,NA,NA,NA,NA,NA,NA,9.05
"1166","AEP","Efficiency Ratios","Efficiency",82,2013-12-01,NA,NA,NA,NA,NA,NA,NA,9.47
