"";"Companies";"Year";"Ra";"ROA";"ROE";"TobinsQ";"AlphaJensen";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"EnergyProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Beta"
"526";268;2014;0,0684658528568918;0,08;0,22;NA;0,0693207528464717;0;0;0;0;0;0;0;10,19;0,82;0,09;6;1,4248333159664
"527";268;2015;-0,00171533103599896;0,08;0,33;NA;0,0161994876253502;0,06;0;0;0;0;0;0;10,18;1,16;0,08;6;0,830175975177381
"528";269;2013;0,0112144544139534;0,03;0,28;-0,78;0,000871351042433022;0;0;0;0;0;0;0;13,91;0,07;0,92;4;0,36808197051674
"529";269;2014;-0,0368018878474906;-0,01;-0,08;-0,82;-0,0364105875374269;0;0;0;0;0;0;0;10,95;0,1;0;4;0,652167183439444
"530";269;2015;0,0101545698847749;0;0,03;-0,72;0,0142633353161156;0;0;0;0;0;0;0;10,88;0,26;0,59;4;0,193952324024918
"531";27;2013;0;0,01;0,16;1,46;-0,0163786799173455;0,51;0,52;0,43;0,64;0;1;1;10,82;1,34;0,12;5;0,582871171435783
"532";27;2014;-0,037096049827971;0,01;0,2;1,79;-0,0366295285945624;0,09;0,08;0,08;0,08;1;1;1;10,84;1,17;0,13;5;0,777535389014305
"533";27;2015;0,00760572403422267;0,01;0,2;1,7;0,0441276050972796;0,07;0,06;0,07;0,06;1;1;1;10,85;1,04;0,13;5;1,68764428862014
"534";270;2013;0,0169832577363342;0,07;0,11;1,03;-0,000193524708517939;0,36;0;0,51;0,35;1;1;1;10,42;0,14;0,1;6;0,611273396613954
"535";270;2014;0,0448190458741706;0,07;0,12;1,26;0,0449363616354641;0,06;0;0;0,1;1;1;1;10,42;0,15;0,12;6;0,195526268822592
"536";270;2015;0,0130608282790367;-0,03;-0,04;1,63;0,0329021252470052;0,03;0;0;0;1;1;1;10,39;0,24;0,08;6;0,918953777325738
"537";271;2013;-0,020972630188342;0,06;0,18;0,79;-0,0390133892285967;0;0;0;0;1;0;0;10,54;0,79;0,17;3;0,642019894670984
"538";271;2014;-0,0158507312215936;0,06;0,16;0,65;-0,0150160811197006;0;0;0;0;1;0;0;10,53;0,72;0,17;3;1,3910835031549
"539";271;2015;-0,0965480430908055;0,05;0,13;0,35;-0,0847225742189129;0,08;0;0;0;1;0;0;10,43;0,77;0,15;3;0,549560777506572
"540";272;2013;0,0531649572506777;-0,09;-0,23;NA;0,0829809189183553;0;0;0;0;0;0;0;9,07;1,05;-0,17;7;-1,06106625151878
"541";272;2014;0,0590414844731089;-0,14;-0,44;6,84;0,0597220155061024;0;0;0;0;0;0;0;9,15;1,05;-0,26;7;1,13421838832245
"542";272;2015;-0,0051852855709859;-0,12;-0,4;7,77;0,0247009134006488;0,03;0;0;0;0;0;0;9,26;0,84;-0,2;7;1,3818524871721
"543";273;2013;0,0569619737197198;0,01;0,09;1,13;0,0189594137017095;0,46;0;0;0,29;0;1;1;10,51;0,79;0,18;6;1,35240427110357
"544";273;2014;-0,0183507658502138;0,01;0,1;1,26;-0,0181795086254291;0,05;0;0,11;0,05;1;1;1;10,52;0,72;0,19;6;0,285428707974632
"545";273;2015;-0,116692266276513;0,01;0,11;1,01;-0,0924504990294506;0,05;0;0,08;0,01;1;1;1;10,53;0,77;0,2;6;1,12174042613193
"546";274;2013;0,053317500003341;0,03;0,06;-0,13;0,0301968831005615;0,37;0,28;0;0,21;0;0;1;11,01;0,57;0,03;4;0,822797754547315
"547";274;2014;4,04131729148176e-06;0,05;0,09;NA;0,000358371017124005;0,03;0;0;0,05;0;0;1;11,04;0,56;0,03;4;0,590549499720871
"548";274;2015;-0,0339621345356568;0,02;0,05;NA;-0,0149580572914509;0,03;0;0;0;0;0;1;11,07;0,59;0,02;4;0,880372223235296
"549";275;2013;0,0513550657151598;0,08;0,1;1,11;0,0121925907824169;0;0;0;0;0;0;0;10,18;0,57;0,11;8;1,39368238194814
"550";275;2014;-0,0816484097269808;0,08;0,14;1;-0,0810478810130343;0;0;0;0;0;0;0;10,19;0,33;0,13;8;1,0008811899109
"551";275;2015;-0,0188616734712449;0,08;0,14;0,89;0,0118232203217563;0,05;0;0;0;0;0;0;10,15;0,32;0,12;8;1,4186587001383
"552";276;2013;0,026567027132783;0,08;0,23;1;0,0257033689535028;0,74;0,94;0,48;0,81;0;0;1;9,76;0,8;0,08;7;0,0307351665224263
"553";276;2014;-0,0448637421131666;0,06;0,19;1,1;-0,0435248490793493;0,11;0,11;0,09;0,12;1;0;1;9,84;1,13;0,07;7;2,23148838969557
"554";276;2015;0,0383472523610615;0,05;0,2;1,63;0,0544480319793058;0,11;0,1;0,12;0,12;1;1;1;9,86;1,47;0,06;7;0,746579705909874
"555";277;2013;0,0656704444975491;0,09;0,24;1,65;0,0219362809581348;0,13;0;0,28;0,2;0;1;0;9,78;0,94;0,2;1;1,55637592666955
"556";277;2014;0,0478586141491706;0,18;0,53;1,82;0,0482017767380492;0,03;0,13;0,1;0,05;0;1;1;9,82;0,95;0,29;1;0,571937648130949
"557";277;2015;-0,0130722693362684;0,05;0,15;1,92;0,00592919245041293;0,04;0,1;0,08;0,08;0;1;1;9,86;1,33;0,09;1;0,880251695238769
"558";278;2013;-0,0158566738281643;0,03;0,04;1,27;-0,0550759068017093;0;0;0;0;0;0;0;10;0,87;0,26;4;1,39570224105142
"559";278;2014;0,0302566457168934;0,03;0,04;1,47;0,0307676879355573;0;0;0;0;0;0;0;10,04;0,95;0,24;4;0,851737031106569
"560";278;2015;0,0433761209144761;0,02;0,05;1,54;0,038887400688859;0,09;0;0;0;0;0;0;10,07;0,79;0,25;4;-0,202245171687426
"561";279;2013;0,06838407045935;0,02;0,12;1,09;-0,00104996964928721;0,52;0;0;0;0;0;0;10,25;3,85;0,02;3;2,47096228144616
"562";279;2014;-0,0841283733600282;0,02;0,51;1,22;-0,0841218808226051;0,12;0;0;0;1;0;0;10,18;12,15;0,03;3;0,0108208957052025
"563";279;2015;-0,178529491303011;0,02;0,55;0,92;-0,156730323167102;0,11;0;0;0;1;0;0;10,19;27,17;0,03;3;1,009178255111
"564";28;2013;0,0609233955377569;0,01;0,15;0,17;0,0214644256411588;0;0;0;0;0;0;0;11,16;1,03;0,12;4;1,4042338041494
"565";28;2014;0,0036361175808567;0,01;0,2;0,19;0,00443159054822574;0;0;0;0;0;0;0;11,17;1,22;0,13;4;1,3257882789484
"566";28;2015;-0,0595517386293335;0,01;0,2;0,16;-0,0337308061701779;0,07;0;0;0;0;0;0;11,16;1,42;0,13;4;1,19451301655095
"567";280;2013;0,0457988228480124;0,05;0,3;1,08;0,0164196846760059;0,44;0;0;0,55;0;0;0;10,34;1,13;0,07;1;1,04552093138813
"568";280;2014;0,00909628018678029;0,05;0,34;1,15;0,00982980511202744;0,07;0;0;0,12;1;1;0;10,33;1,6;0,07;1;1,22254154207858
"569";280;2015;0,0300478531057967;0,05;0,44;1,08;0,0607544015527988;0,07;0;0;0;1;1;0;10,34;1,45;0,07;1;1,41965661046092
"570";281;2013;0,080805607504567;0,13;0,25;1,77;0,0455453974719149;0,55;0;0;0,51;1;1;0;10,93;0,52;0,29;7;1,25481174493424
"571";281;2014;0,058611548912267;0,12;0,23;1,82;0,0592296713778006;0,07;0;0;0;1;1;0;10,99;0,68;0,28;7;1,0302041092227
"572";281;2015;-0,0646581179178422;0,09;0,19;1,49;-0,0400188577874019;0,06;0,1;0,14;0,08;1;1;1;11,03;0,87;0,25;7;1,1400580705272
"573";282;2013;0,0295681879582985;0,11;0,33;2,41;0,0186396535749423;0;0;0;0;0;0;0;9,78;0,71;0,1;1;0,388915814354314
"574";282;2014;0,0526549052431209;0,12;0,38;3,17;0,0534701494504868;0;0;0;0;0;0;0;9,82;0,69;0,11;1;1,35874034560979
"575";282;2015;-0,0404083551958085;0,14;0,46;3,92;-0,0216001765216184;0,06;0;0;0;0;0;0;9,82;0,71;0,12;1;0,871344639363601
"576";283;2013;0,00864866520536454;0,09;0,14;1,1;-0,0147342558233962;0,15;0,74;0,48;0,1;1;1;1;10,84;0,16;0,24;3;0,832132420952338
"577";283;2014;0,0605109501190039;0,01;0,02;1,13;0,0613474893413336;0,03;0,01;0,07;0,02;1;1;1;10,75;0,2;0,03;3;1,39423203721615
"578";283;2015;-0,100668466285031;-0,16;-0,26;1,29;-0,0880761116611139;0,03;0;0;0;1;1;1;10,64;0,28;0,28;3;0,584901134742708
"579";284;2013;0,00387077433850575;0,05;0,14;1,27;-0,0235198074852794;0;0;0;0;0;0;0;10,31;0,88;0,02;3;0,97475380155819
"580";284;2014;-0,00252993052693392;0,04;0,11;1,29;-0,00210896137304396;0;0;0;0;0;0;0;10,35;1,08;0,02;3;0,701615256483255
"581";284;2015;-0,0702041956052244;0,01;0,04;0,9;-0,0424481302282759;0;0;0;0;0;0;0;10,35;1,32;0,01;3;1,28368964870731
"582";285;2013;0,0403372704926505;0,09;0,34;NA;0,0088210630767068;0;0;0;0;0;0;0;9,78;0;0,25;7;1,12157321764924
"583";285;2014;-0,02650313782195;0,1;0,36;NA;-0,0261842279526509;0;0;0;0;0;0;0;9,8;0;0,25;7;0,531516448831857
"584";285;2015;-0,0253888896365379;0,11;0,4;NA;-0,00568495462041551;0,06;0;0;0;0;0;0;9,78;0;0,26;7;0,912623733461862
"585";286;2013;0,0476192904762915;0,06;0,19;0,88;0,0201508694923096;0;0;0;0;0;0;0;10,32;0,02;0,07;6;0,977523878433521
"586";286;2014;0,0295407302917522;0,07;0,19;1,02;0,0307626067789049;0,08;0;0;0;1;0;1;10,31;0,83;0,07;6;2,0364608119212
"587";286;2015;-0,0621760874083238;0,08;0,23;0,67;-0,0366093497072185;0,08;0;0;0;1;0;1;10,32;0,83;0,08;6;1,18279897240116
"588";287;2013;0,00904931398491103;0,02;0,06;0,59;-0,0161277043260971;0,44;0,04;0,26;0,68;1;1;1;10,75;0,89;0,05;11;0,895979299324131
"589";287;2014;0,0611651197782244;0,03;0,09;0,66;0,0616144121623983;0,11;0,03;0,1;0,08;1;1;1;10,78;0,96;0,08;11;0,748820640289893
"590";287;2015;0,0171507783435246;0,01;0,05;0,67;0,0110542695445102;0,11;0,06;0,1;0,14;1;1;1;10,8;0,97;0,05;11;-0,276336811014488
"591";288;2013;-0,0254224851426504;0,2;0,33;NA;-0,0348826080863433;0;0;0;0;0;0;0;10,02;0,25;0,28;1;0,336659179490851
"592";288;2014;-0,0173713121915369;0,18;0,3;NA;-0,0166081628739424;0;0;0;0;0;0;0;10,17;0,45;0,29;1;1,27191552932413
"593";288;2015;0,020683815085492;0,15;0,3;NA;0,0587308855659102;0,08;0;0;0;0;0;0;10,24;0,7;0,28;1;1,75792951522665
"594";289;2013;-0,00907472307098812;0,04;0,11;0,72;-0,0240608332305736;0,36;0;0;0;1;0;1;10,51;0,68;0,12;11;0,533313528810873
"595";289;2014;0,000185525766618278;0,04;0,13;0,81;0,000950376604033525;0;0;0;0;1;0;1;10,55;0,68;0,14;11;1,27475139569208
"596";289;2015;-0,000394350766688618;0,05;0,13;0,76;-0,00195928077688506;0,04;0;0;0;1;0;1;10,57;0,68;0,16;11;-0,0675082954007577
"597";29;2013;0,02975231147681;0,03;0,15;1,55;0,0212308204502545;0;0;0;0;0;0;0;10,31;4,08;0,16;4;0,303255908418345
"598";29;2014;-0,0566428820002166;0,04;0,2;2,53;-0,0562999093462104;0;0;0;0;0;0;0;10,33;3,47;0,2;4;0,571621090010389
"599";29;2015;-0,019511429423338;0,03;0,09;2,17;0,00328657385927051;0,04;0;0;0;0;0;0;10,43;2,57;0,12;4;1,05520752454417
"600";290;2013;-0,0113654225208559;0,09;0,29;1,9;-0,0305555970148476;0,32;0,36;0,13;0,29;1;1;1;10,89;1;0,1;2;0,682924359216786
"601";290;2014;-0,0503892200500078;0,08;0,3;2,3;-0,0500104078146365;0,04;0,08;0,08;0,02;1;1;1;10,85;1,92;0,1;2;0,631353725618881
"602";290;2015;0,00457649632875398;0,08;0,37;2,42;0,0205937025450606;0,03;0,08;0,07;0,03;1;1;1;10,84;2,42;0,09;2;0,74272839706482
"603";291;2013;-0,0352826265747387;0,12;0,28;1,13;-0,0638637267194798;0,34;0,28;0,25;0,4;1;1;1;11,24;0,4;0,43;5;1,01712100159221
"604";291;2014;0;0,05;0,12;1,16;0,000399988107372919;0,06;0,03;0,04;0,04;1;1;1;11,23;0,44;0,18;5;0,666646845621533
"605";291;2015;-0,0150657815527464;0,04;0,1;1,28;0,0121932892843114;0,06;0,09;0,04;0,09;1;1;1;11,22;0,45;0,14;5;1,2607866745188
"606";292;2013;-0,0211490965689277;0;0,09;0,07;-0,0755172343354043;0,18;0;0;0,08;1;1;1;11,32;0,27;0,09;4;1,93480917318422
"607";292;2014;-0,0188846899413196;0,01;0,11;0,07;-0,0178442940845681;0,03;0,01;0,04;0,02;1;1;1;11,34;0,25;0,11;4;1,73399309458596
"608";292;2015;-0,127131451144683;0,01;0,12;0,06;-0,0950274395503619;0,03;0,02;0,03;0,02;1;1;1;11,34;0,35;0,1;4;1,48405583383966
"609";293;2013;-0,0339342453045765;0,08;0,16;1,73;-0,063108683456862;0,24;0,09;0,45;0,11;1;1;0;11,16;0,32;0,13;2;1,03823623317742
"610";293;2014;0,00727192722261569;0,07;0,14;1,95;0,00774911127784022;0,07;0,04;0,11;0,04;1;1;0;11,13;0,29;0,12;2;0,795306758707558
"611";293;2015;0,0592720989412955;0,07;0,14;1,77;0,0737410664307288;0,05;0,05;0;0,04;1;1;0;11,11;0,29;0,12;2;0,671380990296468
"612";294;2013;-0,0239142287495281;0,05;0,19;0,6;-0,0445667572507825;0;0;0;0,32;0;0;0;10,39;0,3;0,07;4;0,734965427090903
"613";294;2014;-0,00921996575048654;0,04;0,17;0,56;-0,00805078779271082;0;0;0;0;0;0;0;10,41;0,31;0,06;4;1,94862992962621
"614";294;2015;0,0313024321485108;0,04;0,14;0,58;0,0453568647545392;0,03;0;0;0;0;0;0;10,47;0,37;0,05;4;0,652278000277804
"615";295;2013;0,0876898349433927;0,08;0,17;1,42;0,0449048485996682;0,27;0;0;0,55;0;1;0;10,11;0,47;0,08;6;1,52259737878023
"616";295;2014;-0,000620334918776901;0,07;0,17;1,41;0,000423283384798592;0,06;0;0;0,08;0;1;0;10,1;0,57;0,07;6;1,73936383929249
"617";295;2015;-0,0762120947550812;0,09;0,2;1,11;-0,0497078736092828;0,06;0;0;0;0;1;0;10,07;0,28;0,08;6;1,22600097446075
"618";296;2013;-0,0184311621166998;0,01;0,02;1,12;-0,0652336173686776;0,97;0;0;0,94;1;1;1;10,17;0,66;0,18;4;1,66556780256149
"619";296;2014;0,0254265174154358;0,02;0,05;1,23;0,025800011760836;0,14;0,04;0,07;0,13;1;1;1;10,17;0,68;0,35;4;0,622490575667088
"620";296;2015;0,0135404770190127;0,03;0,06;1,1;0,021649646475469;0,12;0,03;0,05;0,12;1;1;1;10,17;0,8;0,39;4;0,378302739928858
"621";297;2013;0,0294696268344699;0,23;-1,51;4,26;-0,00138565544313398;0,81;0,93;0,64;0,76;1;0;1;10,58;-3,56;0,11;2;1,09805275009267
"622";297;2014;-0,0529996558077293;0,21;-0,77;4,34;-0,0522552152023988;0,09;0,13;0,08;0,11;1;0;1;10,55;-2,23;0,09;2;1,24073434221742
"623";297;2015;0,0177370435904468;0,21;-0,52;4,74;0,0400351392907817;0,1;0,11;0,09;0,1;1;1;1;10,53;-2,15;0,09;2;1,03217030877119
"624";298;2013;0,00815381532786619;0,01;0,1;0,22;-0,0189345192049954;0,14;0,08;0;0,07;1;0;1;11,51;0,87;0,25;4;0,963997670208598
"625";298;2014;0,0420878979213905;0,01;0,09;0,2;0,0423339934726153;0,03;0,02;0,06;0,02;1;0;1;11,54;1,08;0,26;4;0,410159252041405
"626";298;2015;-0,0020963096409915;0,01;0,09;0,21;0,0174114471716518;0,03;0,02;0,04;0,01;1;0;1;11,55;1,18;0,25;4;0,903583263255451
"627";299;2013;0,0299713459043917;0,2;0,65;1,68;-0,00159263863200303;0,33;0,19;0,35;0,32;0;1;0;10,2;0,68;0,21;8;1,12327347104608
"628";299;2014;0,0548174053375582;0,12;0,36;1,91;0,0558174013816249;0,11;0;0;0;1;1;0;10,25;0,75;0,14;8;1,66666007344452
"629";299;2015;-0,0676832956727461;0,08;0,28;1,66;-0,028616809561921;0,1;0,14;0,05;0,11;1;1;0;10,23;0,86;0,09;8;1,80490719404724
"630";3;2013;0,0914236132776128;0,18;0,29;1,42;0,0640563628369432;0;0;0;0;0;0;0;9,75;0,13;0,21;1;0,973923503226678
"631";3;2014;0,0796869834465757;0,19;0,37;1,53;0,0808554590815116;0;0;0;0;0;0;0;9,9;0,26;0,22;1;1,94745939155992
"632";3;2015;-0,0780628671480422;0,19;0,43;1,63;-0,0759380061030699;0,06;0;0;0;0;0;0;9,91;0,41;0,23;1;0,102528158754487
"633";30;2013;0,0130490209232016;0,01;0,03;4,6;-0,0340568044653076;0;0;0;0;0;0;0;10,6;0,47;0;1;1,67636389282951
"634";30;2014;-0,0872369283148209;-0,01;-0,02;2,74;-0,0860465813957053;0;0;0;0;0;0;0;10,74;1,05;0;1;1,98391153185934
"635";30;2015;0,0165441376110926;0,01;0,05;5,02;0,045353382239296;0,06;0;0;0;0;0;0;10,82;0,93;0,01;1;1,33222325475592
"636";300;2013;-0,0072834293070909;0,04;0,13;0,82;-0,020225766471153;0;0;0;0;0;0;0;10,67;1,38;0,15;11;0,460581393738865
"637";300;2014;0,0336773434505818;0,02;0,06;0,84;0,0343419726054266;0;0;0,11;0;0;0;0;10,69;1,87;0,09;11;1,10771525807465
"638";300;2015;0,0139492738395378;0,04;0,14;1,09;0,0183249941249123;0,03;0;0,11;0;0;0;0;10,59;1,79;0,12;11;0,206254391031082
"639";301;2013;0,0382410411546717;0;-0,02;0,08;0,00447597902070128;0,64;0,67;0;0,83;0;1;0;11,86;0,76;-0,02;4;1,20160363466087
"640";301;2014;0,0624918220528479;0;0,03;0,09;0,0631216397228338;0,06;0,05;0,08;0,06;1;1;0;11,88;0,47;0,02;4;1,04969611664328
"641";301;2015;-0,0612239566430019;0,01;0,13;0,08;-0,0289114325791224;0,07;0,06;0,08;0,11;1;1;0;11,88;0,68;0,1;4;1,49366470340459
"642";302;2013;0,102583917893272;0,07;0,17;0,91;0,0272649688823067;0;0;0;0;0;0;1;10,7;0,28;0,02;3;2,68038964451832
"643";302;2014;-0,0182427057822678;0,1;0,22;0,85;-0,0178600716416314;0;0;0;0;0;0;1;10,69;0,36;0,03;3;0,637723567727383
"644";302;2015;-0,112389300759428;0,09;0,19;0,98;-0,0836850186364651;0,09;0;0;0;0;0;1;10,69;0,38;0,04;3;1,32738627294761
"645";303;2013;0,0342629643956542;0,09;0,28;2,27;0,0232514457181731;0,21;0,55;0,87;0,27;1;1;1;10,31;1,21;0,15;8;0,391868992081179
"646";303;2014;0,0142225750981161;0,08;0,26;2,32;0,0147121134681146;0,02;0,07;0,11;0,04;1;1;1;10,3;1,54;0,14;8;0,81589728333079
"647";303;2015;-0,0902298051108293;0,08;0,33;2,05;-0,0633772417703163;0,02;0,08;0,13;0,04;1;1;1;10,26;2,04;0,14;8;1,24205361016189
"648";304;2013;0,0349382112380089;-0,06;-0,12;2,31;0,0436815288106486;0;0;0;0;0;0;0;10,09;0,4;-0,24;3;-0,311150091553014
"649";304;2014;0,0384875154675219;0,07;0,13;1,6;0,039133300405279;0;0;0;0;0;0;0;10,17;0,31;0,18;3;1,07630822959524
"650";304;2015;-0,143659127324288;-0,02;-0,03;1,33;-0,127532500904504;0,02;0;0;0;0;0;0;10,18;0,38;-0,06;3;0,747770802755025
"651";305;2013;0,00906457118783995;0,15;0,18;2,38;-0,0135268478515331;0,74;0,91;0,86;0,65;0;1;1;10,67;0;0,27;7;0,803965090369146
"652";305;2014;0,0194259041095247;0,17;0,21;2,2;0,0197379032116564;0,12;0,15;0,06;0,12;0;1;1;10,69;0;0,3;7;0,519998503552826
"653";305;2015;0,024297528923447;0,1;0,14;1,41;0,0666644027280312;0;0,13;0,05;0,13;0;1;1;10,7;0,33;0,2;7;1,95699879283798
"654";307;2013;0,0794876144857497;0,04;0,09;1,01;0,0352009854241479;0,06;0,62;0,72;0,18;1;1;1;10,3;0,92;0,09;1;1,57603662140932
"655";307;2014;0,115076455115072;0,03;0,08;1,39;0,115080335093683;0,01;0,1;0,08;0,02;1;1;1;10,32;0,96;0,08;1;0,00646663101912413
"656";307;2015;0,0926683918725372;0;0,08;1,6;0,106770299197599;0,01;0,09;0,09;0,02;1;1;1;10,32;0,84;0;1;0,654465775348479
"657";308;2013;-0,0654600044007339;0,17;0,26;8,9;-0,129196601199348;0;0;0;0;0;0;0;9,47;0,26;0,2;5;2,26820629176561
"658";308;2014;-0,0141828823662048;0,1;0,14;10,62;-0,0138124807901203;0;0;0;0;0;0;0;9,59;0,18;0,12;5;0,617335960140808
"659";308;2015;-0,00299807099409969;0,13;0,19;8,97;0,026156297527153;0,08;0;0;0;0;0;0;9,75;0,1;0,16;5;1,34812758162455
"660";309;2013;0,0194535895485441;0,01;0,07;0,11;-0,0100287387208383;0;0;0;0;0;0;0;11,07;0,32;0,21;4;1,04919317684635
"661";309;2014;0,0523090603418092;0,01;0,07;0,12;0,0525766959327414;0;0;0;0;0;0;0;11,08;0,21;0,22;4;0,446059318220374
"662";309;2015;-0,0484815402583658;0,01;0,06;0,13;-0,0180769718200703;0,01;0;0;0;0;0;0;11,1;0,52;0,19;4;1,40574048102744
"663";31;2013;-0,00221980544966263;0,03;0,1;0,64;-0,101475188484639;0;0;0;0;0;1;0;10,13;0,66;0,01;3;3,5322200368319
"664";31;2014;-0,0300743930031737;0,06;0,19;0,72;-0,0291634880332688;0;0;0;0;0;1;0;10,22;0,96;0,02;3;1,51817494984152
"665";31;2015;-0,0889313489292307;0,09;0,32;0,91;-0,0650223783216157;0,08;0,07;0,09;0,06;0;1;0;10,21;0,78;0,05;3;1,10640417546613
"666";310;2013;0,179114773318207;0,06;0,12;2,96;0,155495689613237;0;0;0;0;0;0;0;9,46;0,03;0,12;7;0,840536786653723
"667";310;2014;0,106582569893142;0,06;0,12;3,26;0,107223910176714;0;0;0;0;0;0;0;9,55;0,58;0,1;7;1,06890047262079
"668";310;2015;0,0170506381740377;0,05;0,15;3,88;0,0434672296209787;0,05;0;0;0;0;0;0;9,59;0,54;0,1;7;1,22196273949037
"669";311;2013;0,0101947730904803;0,13;0,19;2,27;-0,0240828830658066;0;0;0;0;0;0;0;9,78;0,14;0,1;1;1,21984541481448
"670";311;2014;0,00390528159992899;0,12;0,18;2,24;0,00505786623657145;0,07;0;0;0;0;0;0;9,8;0,21;0,1;1;1,9209743944041
"671";311;2015;-0,103597749907327;0,08;0,13;1,22;-0,111248332569965;0,04;0;0;0;0;0;0;9,8;0,23;0,06;1;-0,347953118093915
"672";312;2013;0,0395321919742492;0,14;0,35;2,55;0,00132724764680182;0,48;0,89;0,84;0,7;1;1;1;9,77;0,43;0,12;6;1,35960655969564
"673";312;2014;-0,0371606004783937;0,14;0,31;2,23;-0,0360660126637639;0,08;0,12;0,09;0;1;1;1;9,79;0,58;0,14;6;1,82431302438309
"674";312;2015;-0,0366460477108366;0,13;0,33;1,93;-0,0150549342264492;0,1;0,12;0,11;0,12;1;1;1;9,81;0,74;0,13;6;0,999590483151493
"675";313;2013;0,0669443646705929;0,07;0,14;1,82;0,0522241605700859;0;0;0;0;0;0;0;9,91;0,62;0,19;6;0,523850679733343
"676";313;2014;-0,00935808307483171;0,08;0,14;2,02;-0,00900585572932752;0;0;0;0;0;0;0;9,92;0,41;0,16;6;0,587045575840317
"677";313;2015;-0,01930764531609;0,08;0,14;2,12;0,00962127024630334;0,07;0;0;0;0;0;0;10,01;0,46;0,18;6;1,33773804434992
"678";314;2013;-0,0154889284715721;0,22;0,46;4,14;-0,0387555520275238;0;0;0;0;0;0;0;9,6;0,08;0,08;1;0,827993720852375
"679";314;2014;0,0343570680810267;0,21;0,42;3,6;0,0356463557346783;0;0;0;0;0;0;0;9,67;0,18;0,08;1;2,14881275608595
"680";314;2015;0,0361952438910335;0,21;0,43;4,15;0,0597464997406835;0,01;0;0;0;0;0;0;9,69;0,17;0,09;1;1,08991962440783
"681";315;2013;-0,0424505488736017;0,03;0,08;0,97;-0,0660900250914658;0;0;0;0;0;0;0;10,3;0,89;0,06;6;0,841262498856374
"682";315;2014;0,0228995466138121;0,03;0,07;1,08;0,0234113083342037;0,01;0;0;0;1;0;1;10,3;0,91;0,05;6;0,852936200652714
"683";315;2015;0,00801676834802469;0,04;0,1;1,14;0,0210789450360538;0,01;0;0;0;1;0;1;10,31;0,97;0,07;6;0,606551921107334
"684";316;2013;0,0285950902922567;0,08;0,22;0,95;0,0283452706403256;0,58;0,65;0,83;0,51;0;1;1;10,41;0,43;0,08;6;0,00889037907228127
"685";316;2014;0,0136828346961231;0,08;0,2;1,23;0,0136944696226229;0,09;0,08;0,07;0,09;1;1;1;10,45;0,56;0,1;6;0,0193915441663212
"686";316;2015;0,00402313617815502;0,07;0,21;1,33;0,0272470369625659;0,09;0,09;0,14;0,08;1;1;1;10,47;0,53;0,09;6;1,07483413753046
"689";317;2015;-0,00825314175672041;-0,02;-0,08;NA;-0,00292410440062755;0,11;0;0;0;1;1;1;10,9;1,5;-0,1;10;0,250186053276169
"690";319;2013;-0,0384157162602689;0,01;0,02;5,9;-0,0580022961849606;0,52;0;0;0,51;0;0;1;10,01;0,42;0,01;1;0,697031314045968
"691";319;2014;0,0102902403780004;0,23;0,48;5,07;0,0109810119725703;0,08;0;0;0,1;1;1;1;10,09;0,35;0,15;1;1,15128599094992
"692";319;2015;-0,0224024605645785;0,2;0,42;7,17;-0,00469901950076018;0,09;0,1;0,02;0,08;1;1;1;10,11;0,33;0,12;1;0,820435072065362
"693";32;2013;-0,0625802660931977;0,04;0,07;0,68;-0,0622349291727396;0,18;0,06;0;0,49;0;0;1;10,79;0,3;0,14;3;-0,0122895701230635
"694";32;2014;-0,022405499035411;-0,08;-0,18;0,57;-0,0224613336032936;0,04;0,01;0;0,09;1;0;1;10,75;0,45;-0,39;3;-0,0930576131377059
"695";32;2015;-0,100672285889685;-0,72;-1,62;0,93;-0,0710178098504239;0,04;0;0;0;1;0;1;10,28;3,54;-3,63;3;1,37117401102586
"696";320;2013;0,0602400032418674;0,01;0,11;0,36;0,0206928766228947;0,15;0;0;0,24;0;0;0;11,16;0,2;0,19;4;1,40737105405597
"697";320;2014;0,063942541527373;0,01;0,12;0,34;0,0642097817641734;0,02;0,01;0;0,06;0;0;0;11,19;0,17;0,21;4;0,445400394667296
"698";320;2015;-0,0234103034354392;0,01;0,12;0,3;0,0146045833149716;0,06;0,03;0;0,03;0;0;0;11,26;0,24;0,21;4;1,75644639402815
"699";322;2013;0,0025645916640683;0,12;0,42;2,96;-0,017324625597313;0,78;0,75;0;0,68;1;1;0;9,8;0,65;0,07;8;0,707801326027804
"700";322;2014;0,0716194093379337;0,14;0,63;4,59;0,0721927335417524;0,12;0;0;0,11;1;1;0;9,76;1,13;0,08;8;0,955540339697882
"701";322;2015;-0,0615125726079785;0,18;1,13;4,39;-0,0249138172564232;0,11;0;0;0;1;1;0;9,76;2,21;0,09;8;1,69118688256016
"702";323;2013;-0,0771733783478171;0,04;0,11;2,9;-0,11598129368023;0;0;0;0;0;0;0;9,95;1,13;0,1;1;1,38106460257696
"703";323;2014;-0,0364696566743743;0,06;0,24;2,99;-0,0359451419812319;0;0;0;0;0;0;0;9,92;3,43;0,12;1;0,87419115523735
"704";323;2015;-0,00978004297277349;0,06;0,89;3,52;0,0115229938191934;0,06;0;0;0;0;0;0;9,91;-32,72;0,11;1;0,986315059537643
