"";"Companies";"Year";"Ra";"ROA";"ROE";"TobinsQ";"AlphaJensen";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"EnergyProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Beta"
"171";154;2015;-0,0215862005129973;0,01;0,11;0,22;0,00264707979364156;0,04;0;0;0;1;0;1;11,15;0;0,25;4;1,12134932288658
"172";155;2013;-0,0385902753580506;0,09;0,26;2,72;-0,0505863332797966;0;0;0;0;0;0;0;9,59;0,38;0,32;7;0,426905975862846
"173";155;2014;-0,021158420294143;0,06;0,18;1,94;-0,0196495350005586;0;0;0;0;0;0;0;9,93;0,79;0,31;7;2,51480882264076
"174";155;2015;-0,072712804831143;0,04;0,13;1,97;-0,0505232533223933;0,08;0;0;0;0;0;0;9,9;0,73;0,21;7;1,02716827229261
"176";156;2014;-0,169292056503621;0;-0,11;1,03;-0,167531570482612;0;0;0;0;0;0;0;12,51;875,59;-0,05;4;2,93414336834852
"178";157;2013;0,0464374915326627;0,03;0,11;1,65;0,0405300422786269;0,17;0;0;0,14;1;1;1;10,73;1,33;0,13;1;0,210229510819778
"179";157;2014;0,0423592929791611;0,03;0,13;1,61;0,043484595029852;0,11;0;0;0;1;1;1;10,72;1,22;0,14;1;1,87550341781817
"180";157;2015;-0,0952101000530605;0,04;0,13;1,34;-0,0500599830832843;0,11;0;0;0;1;1;1;10,68;1,18;0,16;1;2,08525884653346
"181";158;2013;0,0415632494489702;0,07;0,19;0,9;0,0297078592201879;0;0;0;0;0;0;0;10,55;0,27;0,08;6;0,421900008141721
"182";158;2014;-0,0547168120368711;0,07;0,2;0,13;-0,0543771491133161;0;0;0;0;0;0;0;10,55;0,33;0,08;6;0,566104872591818
"183";158;2015;-0,0641473339862947;0,09;0,27;0,14;-0,0436147703731173;0,04;0;0;0;0;0;0;10,51;0,32;0,09;6;0,950809383095731
"184";159;2013;0,0581696839972985;0,02;0,1;0,41;0,0263391386753318;0,45;0,21;0,37;0,36;1;1;0;11,82;1,7;0,09;6;1,13275961999882
"185";159;2014;-0,0377788665474796;0,02;0,12;0,6;-0,0370934585509005;0,07;0,07;0,07;0,08;1;1;1;11,81;1,56;0,1;6;1,14234666096511
"186";159;2015;0,0470706305695065;-0,01;-0,06;0,76;0,0736779284654713;0,08;0,06;0,06;0,09;1;1;1;11,69;1,48;-0,05;6;1,23075105511359
"187";16;2013;-0,00682329655827654;0,04;0,15;0,73;-0,0390543839133039;0,02;0,03;0;0,02;1;1;0;10,75;0,56;0,04;11;1,14701378487642
"188";16;2014;0,0536190504599654;0,04;0,14;0,83;0,0540370966911181;0,01;0,03;0;0;1;1;0;10,78;0,54;0,04;11;0,696743718587859
"189";16;2015;0,0395571965860669;0,04;0,15;0,8;0,0339083902601844;0,01;0,02;0;0;1;1;0;10,79;0,49;0,04;11;-0,255705360639746
"190";160;2013;-0,0266784744835386;0,01;0,04;1,34;-0,0549863600093669;0;0;0;0,65;0;0;0;10,41;2,02;0,11;4;1,00739806141738
"191";160;2014;0,0561749707964271;0,03;0,09;1,64;0,056783039941166;0,03;0;0,03;0,02;0;0;0;10,4;2,2;0,26;4;1,01344857456477
"192";160;2015;0,0733894664791437;0,06;0,17;1,59;0,08330737079612;0,02;0,02;0,02;0,02;0;0;0;10,38;1,8;0,57;4;0,461654576819182
"193";161;2013;0,00386931774195625;0,14;0,28;5,25;-0,0546071667973665;0,83;0;0;0,88;0;0;0;10,35;0,35;0,27;5;2,08101368467341
"194";161;2014;-0,0623080481125652;0,39;0,83;4,08;-0,0622595024850719;0;0;0;0;0;0;0;10,54;0,77;0,49;5;0,0809093791554261
"195";161;2015;-0,0417538562761009;0,4;1,07;2,9;-0,0226995308558329;0,13;0;0;0;0;0;0;10,71;1,14;0,55;5;0,882687807385619
"196";162;2013;-0,0103647965539472;0,08;0,26;1,67;-0,0311521446986456;0,51;0,68;0,64;0,55;1;1;1;10,36;1,02;0,1;2;0,739763279170763
"197";162;2014;0,0109353563922203;0,06;0,24;1,67;0,0115652079545409;0,09;0,08;0,08;0,08;1;1;1;10,38;1,36;0,09;2;1,04975260386769
"198";162;2015;-0,00173287564222249;0,07;0,29;1,97;0,00770338955154722;0,09;0,09;0,09;0,1;1;1;1;10,33;1,55;0,09;2;0,439459225519341
"199";163;2013;0,042413311281216;0,07;0,09;0,74;0,00340298531346667;0;0;0;0,12;1;1;0;10,45;0,15;0,25;7;1,38826782803379
"200";163;2014;0,086971639906578;0,08;0,12;0,89;0,0881670449262736;0,02;0;0;0;1;1;1;10,48;0,17;0,24;7;1,99234169949265
"201";163;2015;-0,0243187408868926;0,05;0,07;0,75;-0,00733139771615327;0,02;0;0;0;1;1;1;10,46;0,24;0,14;7;0,787435169158494
"202";164;2013;0,0537816043313696;0,03;0,12;0,4;0,028536093741723;0,35;0,22;0,4;0,35;0;1;1;11,22;0,18;0,02;1;0,898416746962513
"203";164;2014;0,0522009890997589;0,02;0,07;0,34;0,0532151604907997;0,02;0,05;0,03;0,03;1;1;1;11,25;0,9;0,02;1;1,69028565173483
"204";164;2015;-0,0519271594610325;0,05;0,27;0,5;-0,0175543810398275;0,02;0,02;0,02;0,01;1;1;1;11,29;1,09;0,06;1;1,58860730051636
"205";165;2013;0,0107164771462791;0,09;0,22;1,47;-0,0221186093866872;0;0;0;0;0;0;0;9,89;0,15;0,05;1;1,16850841754328
"206";165;2014;0,0418372612897489;0,09;0,21;1,8;0,0425764269744107;0;0;0;0;0;0;0;9,92;0,15;0,05;1;1,23194280776978
"207";165;2015;-0,0469070622172137;0,09;0,22;1,42;-0,0230262933249755;0,03;0;0;0;0;0;0;9,91;0,08;0,05;1;1,105104557246
"208";166;2013;-0,0472289258781607;0,17;0,42;2,16;-0,0860664543294832;0,45;0,53;0;0,36;0;1;0;9,89;0,42;0,08;1;1,382118450225
"209";166;2014;0,0614558186346477;0,16;0,42;2,05;0,062664408555735;0,06;0;0;0;1;1;0;9,89;0,48;0,08;1;2,0143165351455
"210";166;2015;-0,0789830291114057;0,14;0,37;1,38;-0,0673622281443102;0,03;0,01;0;0,05;1;1;0;9,89;0,51;0,06;1;0,540129076824676
"211";167;2013;0,0480740069727797;0,01;0,11;0,41;-0,00959994311633782;0,53;0,36;0,41;0,5;1;1;1;11,96;2,26;0,23;4;2,05245373982625
"212";167;2014;0,0283611497723585;0,01;0,11;0,44;0,0287681891865363;0,07;0,08;0,11;0,11;1;1;1;11,93;2,28;0,23;4;0,678399023629606
"213";167;2015;-0,0528955675920422;0,01;0,07;0,42;-0,0205483378065757;0,06;0,04;0,07;0,06;1;1;1;11,94;2,32;0,16;4;1,4952640454132
"214";168;2013;-0,00974026828797844;0,16;0,25;3,07;-0,0357842586058807;0,7;0;0;0,55;0;1;1;9,72;0,14;0,08;6;0,926832395654884
"215";168;2014;0,0368021765920169;0,15;0,24;3,01;0,0375967294902033;0,09;0;0;0,08;0;1;1;9,72;0,13;0,08;6;1,3242548303107
"216";168;2015;0,0101706415642364;0,14;0,28;2,17;0,0137453957774913;0,09;0,05;0;0;0;1;1;9,77;0,61;0,08;6;0,169343512131562
"217";169;2013;-0,0344366659669912;0,08;0,15;1,45;-0,0511517224751137;0,29;0,31;0;0;1;1;0;10,47;0,58;0,07;3;0,594841868616459
"218";169;2014;-0,0659606115247072;0,11;0,23;1,01;-0,0656627330503191;0,04;0;0;0;1;1;0;10,51;0,48;0,11;3;0,496464123980086
"219";169;2015;-0,153058906984472;-0,02;-0,04;0,79;-0,126946538455443;0,01;0;0,08;0,01;1;1;0;10,57;0,95;-0,03;3;1,20794325018566
"220";17;2013;-0,00494484066555355;0,03;0,22;0,71;-0,0095645197773839;0,74;0;0;0,65;0;1;0;10,7;0,56;0,13;5;0,164401391880083
"221";17;2014;0,0180611857087087;0,02;0,17;0,8;0,0188058527274243;0,08;0;0;0;0;1;1;10,73;0,54;0,13;5;1,24111169785924
"222";17;2015;0,0509429924238784;0,02;0,14;0,91;0,0561201638546983;0,12;0,11;0;0,13;0;1;1;10,73;0,49;0,12;5;0,243187623540086
"223";170;2013;0,0274105905946594;0,06;-0,18;1,6;-0,0439820181791511;0;0;0;0;0;0;0;10,46;-3,43;0,05;5;2,54066223394344
"224";170;2014;0,0517308346691772;0,07;-0,24;1,82;0,0514329593047161;0;0;0;0;0;0;1;10,49;-3,73;0,05;5;-0,496458940768584
"225";170;2015;-0,00633802560647304;0,06;-0,28;1,63;-0,00632490080661978;0,01;0;0;0;0;0;1;10,52;-4,01;0,04;5;0,00521312441720128
"226";171;2013;-0,0123137222932131;0,05;0,09;1,18;-0,0259726921522131;0,18;0,31;0,44;0,32;0;1;1;10,3;0,81;0,46;4;0,486084336619216
"227";171;2014;-0,0173368959491126;0,04;0,09;1,28;-0,0171100880645735;0,04;0,09;0,09;0,06;1;1;1;10,33;0,91;0,41;4;0,37801314089851
"228";171;2015;0,0735048689201081;-0,03;-0,06;1,27;0,0633761960547259;0,03;0,07;0,08;0,07;1;1;1;10,33;1,18;-0,22;4;-0,462150823289501
"229";172;2013;0,0253914051928125;0,13;0,34;2,74;-0,00337648192229138;0,36;0,86;0,18;0,31;1;1;1;10,64;1,03;0,07;1;1,02376822473679
"230";172;2014;0,0592871672944683;0,14;0,52;3,46;0,0602637587170294;0,04;0,12;0,03;0,03;1;1;1;10,62;1,65;0,07;1;1,6276523709351
"231";172;2015;-0,0078331711159042;0,16;0,8;3,94;0,00910733435846262;0,04;0,14;0,05;0,02;1;1;1;10,64;2,34;0,08;1;0,785276749970821
"232";173;2013;0,0259752731205009;0,12;0,21;0,71;-0,0265527038609514;0,48;0,55;0,34;0,44;1;1;1;10,63;0,22;0,21;3;1,86932302425097
"233";173;2014;0,0158944079603556;0,06;0,1;0,67;0,0163287349005812;0,1;0,12;0,04;0,1;1;1;1;10,59;0,27;0,16;3;0,723878233709293
"234";173;2015;-0,191385514923096;-0,09;-0,15;0,54;-0,157660345431176;0,06;0,08;0,04;0,08;1;1;1;10,53;0,34;-0,46;3;1,55876357105622
"235";174;2013;0,0166992178483432;0;0,01;0,05;-0,0158445967522517;0,29;0,04;0;0,12;1;1;1;11,44;0,33;0,01;4;1,15814286834857
"236";174;2014;0,00939863044625398;0;0,04;0,06;0,0103535898548321;0,05;0,02;0,03;0,03;1;1;1;11,39;0,3;0,04;4;1,59159901429688
"237";174;2015;-0,0489436294367912;0,01;0,09;0,07;-0,0351652659114723;0,05;0,06;0;0,05;1;1;1;11,36;0,29;0,09;4;0,639555922825758
"238";176;2013;0,0356699873766527;0,08;0,26;1,83;0,0313128702975177;0,56;0,91;0,68;0,84;0;1;0;9,97;1,14;0,12;1;0,155057547300178
"239";176;2014;-0,0515339458162401;0,09;0,27;1,7;-0,0501913127527984;0,08;0,12;0,09;0,1;0;1;0;9,98;1,29;0,14;1;2,23772177240283
"240";176;2015;-0,0683021337914372;0,07;0,29;1,2;-0,0686923189278422;0,07;0,13;0,07;0,08;0;1;0;10;2,63;0,13;1;-0,0133725869311084
"241";177;2013;0,0318017947053586;0,09;0,26;1,54;0,00141985121381727;0,05;0;0;0,12;1;1;1;10,66;0,39;0,1;6;1,08120795343563
"242";177;2014;0,00854322634356248;0,09;0,23;1,68;0,008960365277099;0,01;0;0;0,04;1;1;1;10,66;0,34;0,11;6;0,695231555894202
"243";177;2015;-0,00366414732645374;0,1;0,26;1,69;0,017626460114014;0,01;0;0;0;1;1;1;10,69;0,3;0,12;6;0,98574227836257
"244";179;2013;0,00332613005908774;0,11;0,17;2,13;-0,0377359411161114;0,09;0,36;0,24;0,16;0;0;0;9,69;0,08;0,06;2;1,46128367171527
"245";179;2014;-0,0186353679918852;0,12;0,17;2,44;-0,0179745117016594;0,01;0,03;0,03;0,03;1;1;0;9,74;0,07;0,06;2;1,10142715037643
"246";179;2015;0,0540395458019539;0,12;0,18;2,81;0,0696133412591272;0,02;0,05;0,02;0,05;1;1;0;9,79;0,06;0,07;2;0,72229472152872
"247";18;2013;0,00645793619713739;0,03;0,21;0,34;-0,0160844761290068;0,63;0;0;0,85;0;1;1;11,08;0,34;0,13;4;0,802221079222212
"248";18;2014;0,0225136382483949;0,02;0,18;0,29;0,0232180721519213;0,09;0,09;0,12;0,09;1;1;1;11,08;0,29;0,13;4;1,17405650587741
"249";18;2015;-0,0853961367803414;0,02;0,14;0,26;-0,0563914008355216;0,07;0,06;0,1;0,06;1;1;1;11,07;0,28;0,12;4;1,34123207118985
"250";180;2013;0,00227812240575933;0,08;0,16;1,59;-0,0317771937934922;0;0;0;0;0;0;0;9,75;0,16;0,05;5;1,21193296082746
"251";180;2014;-0,00768251108653941;0,08;0,17;1,77;-0,00709858385259138;0;0;0;0;0;0;0;9,79;0,19;0,04;5;0,973212056580045
"252";180;2015;0,0108686741293776;0,08;0,17;1,91;0,0332706540804232;0,06;0;0;0;0;0;0;9,81;0,16;0,05;5;1,03695760143068
"253";181;2013;0,0611554367886757;0,02;0,04;1,46;0,0214433674225384;0,27;0;0;0,5;0;1;1;10,11;0,66;0,06;4;1,41324090270951
"254";181;2014;0,0308172442634608;0,06;0,1;1,71;0,0315754871958936;0,05;0;0;0;1;1;1;10,09;0,54;0,14;4;1,26373822072145
"255";181;2015;-0,0661834571399379;0,05;0,08;1,32;-0,0496567327452077;0,06;0,04;0,11;0,05;1;1;1;10,07;0,57;0,1;4;0,766208497453001
"256";182;2013;0,00350293177696931;0,16;0,64;4,2;-0,0246825800657699;0,61;0,68;0,67;0,86;0;1;1;9,73;1,12;0,11;2;1,00304312607613
"257";182;2014;0,035751603287145;0,15;0,55;4,31;0,0362822039736927;0,1;0,12;0,12;0,14;1;1;1;9,75;1,06;0,11;2;0,884334477579466
"258";182;2015;0,0337199622635426;0,09;0,48;3,98;0,0344876105879245;0,12;0,13;0,12;0,14;1;1;1;9,73;1,56;0,07;2;0,0399837937503216
"259";183;2013;-0,00482070523034733;0,06;0,13;0,7;-0,0210749624049976;0,66;0;0,61;0,87;0;1;0;10,32;0,28;0,03;5;0,578443315823853
"260";183;2014;0,0421365084190403;0,05;0,12;0,92;0,0434296113029159;0,07;0,09;0,11;0,07;1;1;1;10,37;0,4;0,02;5;2,15517147312594
"261";183;2015;0,0583875072684455;0,05;0,13;1,1;0,0688671095553213;0,1;0,12;0,1;0,07;1;1;1;10,39;0,37;0,02;5;0,487539275892897
"262";184;2013;0,0429748308283909;0,14;0,83;1,74;0,00167025706017741;0,25;0,19;0,42;0,17;1;1;1;11,1;1,44;0,17;7;1,4699136572318
"263";184;2014;-0,0107250977049457;0,1;0,8;1,59;-0,0107337278196446;0,02;0,04;0,06;0,02;1;1;1;11,07;2,96;0,13;7;-0,0143835244981279
"264";184;2015;-0,0129947306171106;0,12;0,99;1,43;-0,000588557796160483;0,03;0,06;0,03;0,01;1;1;1;11,04;2,34;0,16;7;0,576321328154385
"265";185;2013;0,0680777103610516;0,01;0,08;0,46;0,0485015351844038;0;0;0;0;0;0;0;10,81;0,18;0,23;4;0,696661038314868
"266";185;2014;-0,015575266496358;0,02;0,1;0,4;-0,0153914392454226;0;0;0;0;0;0;0;10,83;0,32;0,27;4;0,306378751558919
"267";185;2015;0,0016177623929277;0,01;0,16;0,47;0,0219325117403496;0,06;0;0;0;0;0;0;10,89;0,27;0,4;4;0,940771859328198
"268";187;2013;0,12086215424706;0,04;0,09;4,53;0,116615290557015;0;0;0;0;0;0;0;9,48;0,55;0,09;5;0,151133939147507
"269";187;2014;-0,0336143560013505;0,11;0,26;7,88;-0,0328838250473563;0,04;0,11;0,06;0;0;1;0;9,52;0,67;0,19;5;1,2175515899904
"270";187;2015;0,042842806833889;0,14;0,3;7,49;0,034986588908138;0,06;0,11;0,04;0,11;0;1;0;9,57;0,52;0,24;5;-0,357429397500044
"271";189;2013;0,0851920021137685;0,11;0,18;1,34;0,070790013737307;0,59;0,57;0,26;0,56;1;1;1;10,97;0,23;0,18;7;0,512526276742402
"272";189;2014;-0,0261093028474145;0,13;0,2;1,88;-0,0257050462708547;0,07;0,06;0,03;0,08;1;1;1;10,96;0,22;0,21;7;0,673760960932988
"273";189;2015;-0,00924603149047704;0,12;0,2;1,58;0,00995005202191755;0,08;0,07;0,07;0,08;1;1;1;11,01;0,33;0,21;7;0,889220438359197
"274";19;2013;0,0297842959400594;0,02;0,09;1,21;0,0164928304014322;0,85;0,61;0,82;0,72;1;1;1;10,02;0,89;0,13;5;0,473005891054349
"275";19;2014;-0,0500084853935851;0,01;0,07;NA;-0,0494989843960739;0,13;0,12;0,13;0,12;1;1;1;10,09;0,52;0,12;5;0,84916832918544
"276";19;2015;-0,00443812452126461;0;0,02;NA;0,0280333398609012;0,13;0,13;0;0,14;1;1;1;10,09;0,56;0,04;5;1,50098914203529
"277";190;2013;0,0277664676101587;0,17;0,29;4,92;0,0097520782928277;0,6;0,3;0,33;0,43;0;0;0;9,61;0,22;0,21;7;0,641081470367652
"278";190;2014;-0,018059069765317;0,16;0,29;4,87;-0,0176607640823282;0,11;0;0;0;0;0;0;9,7;0,17;0,18;7;0,663842804981337
"279";190;2015;-0,0376251983261858;0,09;0,21;6,97;0,00283123319099996;0,1;0,03;0,1;0,08;0;0;0;9,58;0,48;0,1;7;1,8689599777505
"280";191;2013;0,0497594077558084;0,04;0,19;0,83;0,0264261624958495;0,36;0;0;0,86;0;1;1;10,5;1,09;0,05;8;0,83036459999854
"281";191;2014;-0,0044692880107737;0,02;0,08;0,98;-0,00376024193241456;0,04;0,03;0;0;1;1;1;10,46;1,69;0,02;8;1,1817434639319
"282";191;2015;-0,103953869958169;0,03;0,21;0,71;-0,0676263313769615;0,06;0,08;0,05;0,04;1;1;0;10,49;2,29;0,04;8;1,67868841388051
"283";192;2013;0,0170942876137013;0,02;0,12;0,68;-0,0141702075227073;0;0;0;0;0;1;0;10,11;0,51;0,04;1;1,11261548528144
"284";192;2014;0,0233814815571439;0,04;0,22;0,77;0,0242998085062251;0;0;0;0;0;1;0;10,11;0,77;0,06;1;1,53054491513534
"285";192;2015;0,0121003966229611;0,04;0,24;0,87;0,0519820974170316;0,05;0;0;0;0;1;0;10,1;0,82;0,06;1;1,84247469097099
"286";193;2013;0,018871024180148;0,17;0,19;NA;0,0321715158312159;0;0;0;0;0;0;0;9,6;0;0,3;5;-0,47332710502021
"287";193;2014;0,0213439309801377;0,11;0,13;NA;0,0217460989229646;0;0;0;0;0;0;0;9,6;0;0,2;5;0,670279904711413
"288";193;2015;0,049044700009203;0,13;0,15;NA;0,0684059051706595;0,07;0;0;0;0;0;0;9,69;0;0,25;5;0,896829730942697
"289";194;2013;0,0617480798736952;0,14;0,54;0,84;0,0333667454414722;0;0;0;0;0;0;0;9,57;0,01;0,2;7;1,0100119015026
"290";194;2014;-0,0202448129530934;0,05;0,15;NA;-0,0193907208232418;0;0;0;0;0;0;0;9,56;0,01;0,07;7;1,42348688308601
"291";194;2015;-0,0860321808572275;0,1;0,28;NA;-0,0449469974448196;0,08;0;0;0;0;0;0;9,57;0,18;0,14;7;1,8979347194658
"292";195;2013;0,0600359154630684;0,09;0,17;1,76;0,0425146357068262;0,3;0,47;0,39;0,39;1;0;0;10,3;0,29;0,12;6;0,623533087410755
"293";195;2014;0,00258523133869164;0,15;0,37;2,17;0,00353487723828508;0,06;0,08;0,05;0,06;1;1;0;10,25;0,88;0,2;6;1,58274316598907
"294";195;2015;-0,00804422791511969;0,12;0,37;2,31;0,0139690071841019;0,05;0,08;0,06;0,07;0;0;0;10,2;1,32;0,14;6;1,01904309213003
"295";196;2013;0,0435160674067591;0,05;0,11;1,02;0,00754772942400252;0,49;0,69;0,39;0,69;0;1;1;10,28;0,69;0,2;4;1,2800120278561
"296";196;2014;-0,0210322840671144;0,05;0,12;1,13;-0,0201073634397992;0,06;0,1;0,07;0,11;1;1;1;10,31;0,81;0,19;4;1,5415343788586
"297";196;2015;-0,00625283864321756;0,04;0,12;0,74;0,0251973695288226;0,12;0,11;0,06;0;1;1;1;10,4;0,95;0,19;4;1,45392664387282
"298";197;2013;0,0276754947627433;0,13;0,36;3,39;-0,0101307640546044;0,49;0;0;0,26;1;0;1;9,45;0,45;0,06;6;1,34541846325081
"299";197;2014;0,0206269152470991;0,12;0,33;3,08;0,0204973085721259;0,1;0;0;0;1;0;1;9,53;0,57;0,06;6;-0,21601112495535
"300";197;2015;-0,0644020511149266;0,12;0,33;2,49;-0,034606770315054;0,09;0;0;0;1;0;1;9,56;0,77;0,07;6;1,37766270967155
"301";198;2013;0,0789507722800967;0,05;0,14;0,96;0,0475340050221754;0,3;0,57;0,28;0,38;0;1;1;10,49;0,5;0,04;1;1,11803442199008
"302";198;2014;0,0278736982232585;0,04;0,1;1,04;0,0283309042072335;0,09;0,1;0,02;0,09;1;1;1;10,5;0,46;0,03;1;0,762009973291584
"303";198;2015;-0,0935048438458424;0,04;0,11;0,81;-0,0695964753182217;0,07;0,12;0,05;0,12;1;1;1;10,49;0,58;0,03;1;1,10637642984427
"304";199;2013;-0,0329695149925928;0,11;0,2;1,82;-0,0688812657383045;0,69;0,74;0,46;0,72;1;1;1;11,12;0,25;0,19;5;1,27799824717835
"305";199;2014;-0,0345866632721019;0,12;0,22;2,11;-0,0341598319642123;0,12;0,11;0,06;0,11;1;1;1;11,12;0,27;0,14;5;0,71138551314919
"306";199;2015;0,0145129337549679;0,12;0,22;1,98;0,0324173130660916;0,12;0,11;0,08;0,12;1;1;1;11,12;0,28;0,18;5;0,829694899130122
"307";2;2013;0,0726772202006067;0,08;0,28;0,36;-0,0398247181737621;0,14;0,16;0,23;0,05;1;1;0;10,63;0,69;0,06;6;4,00362770015547
"308";2;2014;0,0999266523358293;0,06;0,27;NA;0,100273036906597;0,03;0;0;0,01;1;1;0;10,64;0,9;0,05;6;0,577307617946443
"309";2;2015;0,0260750014037183;0,06;0,23;NA;0,0431280071554794;0,05;0,03;0,06;0;1;1;0;10,68;0,54;0,05;6;0,790461094551201
"310";20;2013;0,0278088284660412;0,1;0,12;NA;0,0178245083480096;0;0;0;0;0;1;0;11,73;0,41;0,19;4;0,355313883203969
"311";20;2014;0,0241392344647785;0,09;0,12;NA;0,0248611240509687;0;0;0;0;1;1;0;11,71;0,21;0,17;4;1,20314931031697
"312";20;2015;-0,0212293162483536;0,08;0,11;NA;0,012883137495432;0,09;0;0;0;1;1;0;11,7;0,2;0,15;4;1,57661077160303
"313";200;2013;0,107479535817554;0,04;0,06;0,96;0,057381809103558;0,29;0,65;0,87;0,36;1;1;1;10,01;0,14;0,09;7;1,78283724960841
"314";200;2014;0,00719416383308119;-0,04;-0,06;1,13;0,0068626479752379;0,05;0,09;0,14;0,03;1;1;1;9,92;0,27;-0,07;7;-0,552526429738822
"315";200;2015;-0,0877054024091727;0,07;0,14;1,29;-0,0482390918674569;0,07;0,08;0,13;0,01;0;1;1;9,94;0,36;0,13;7;1,82333228302838
"316";201;2013;0,0217813206508713;0,01;0,08;0,15;-0,0202543963695096;0,23;0,22;0,11;0,2;0;1;1;12,38;1,48;0,17;4;1,49593299004914
"317";201;2014;0,0394381173881308;0,01;0,1;0,1;0,0397817617779011;0,04;0,04;0,02;0,04;1;1;1;12,41;1,45;0,21;4;0,572740649617161
"318";201;2015;-0,00979587084914455;0,01;0,1;0,15;0,0198744179441956;0,04;0,05;0,01;0,03;1;1;1;12,37;1,4;0,24;4;1,37190270937051
"319";202;2013;-0,006612388568825;0,09;0,38;1,43;-0,0367267296329049;0,48;0;0,71;0,66;1;0;0;9,93;1,36;0,06;1;1,07168473537651
"320";202;2014;0,038913596488229;0,08;0,35;1,59;0,039606964460492;0,1;0;0,12;0,12;1;0;0;9,97;1,37;0,06;1;1,15561328710506
"321";202;2015;-0,122656408716242;0,07;0,3;1,65;-0,113497063698168;0,1;0,1;0,11;0,14;1;0;0;9,93;1,99;0,05;1;0,426697927100173
"322";203;2013;0,00706591564040507;0,12;0,62;1,88;-0,0173536909584783;0,24;0,63;0;0,33;1;1;1;10,19;1,79;0,12;2;0,869025145867734
"323";203;2014;-0,0123015438119191;0,11;0,49;1,99;-0,0113578908556703;0,06;0,09;0,09;0,05;1;1;1;10,2;1,76;0,12;2;1,57275492708133
"324";203;2015;0,0496414140035141;0,02;0,14;2,19;0,0517566076483725;0,06;0,09;0,09;0,06;1;1;1;10,19;2,19;0,03;2;0,10208265644509
"325";204;2013;0,0512148503984723;0,01;0,09;0,16;0,00794132150468511;0,15;0;0;0,04;0;1;1;10,97;0,76;0,21;4;1,53998323465435
"326";204;2014;0,0291992182999957;0,01;0,09;0,18;0,0297866828101193;0,03;0;0,01;0,01;1;1;1;10,97;0,77;0,21;4;0,97910751687269
"327";204;2015;0,00608369757864869;0,01;0,08;0,21;0,0174544347560592;0,03;0;0,02;0,01;1;1;1;10,98;0,97;0,2;4;0,528605399880668
"328";205;2013;-0,0318679026244492;0,05;0,12;1,24;-0,0779512828910768;0,32;0,04;0,08;0,43;1;0;0;9,99;0,45;0,11;4;1,63997794543159
"329";205;2014;-0,00294593017253772;0,03;0,07;1,41;-0,00244325677686159;0,08;0,01;0;0,12;1;0;1;10,01;0,5;0,06;4;0,837788992793551
"330";205;2015;0,0235820028871918;0,11;0,27;1,41;0,0301076136089438;0,09;0,02;0,01;0,1;1;0;1;10,05;0,52;0,25;4;0,305327683030046
"331";206;2013;0,00919489623672337;0,02;0,04;1,45;-0,032901746396614;0,67;0;0;0,66;0;0;0;9,74;0,91;0,19;7;1,49810116132873
"332";206;2014;0,0125931203652309;0,04;0,08;2,34;0,0134703468410182;0,13;0;0;0;0;0;0;9,7;0,97;0,37;7;1,46204412631204
"333";206;2015;0,0424150491266777;0,08;0,17;2,44;0,087246695864546;0,1;0;0;0;0;0;0;9,66;1,07;0,71;7;2,07058279898011
"334";207;2013;-0,0360448845684397;0,1;0,16;2,26;-0,0620839073920401;0,14;0,06;0,05;0,11;1;0;1;10,28;0,21;0,2;2;0,926655616498232
"335";207;2014;-0,00179262141367721;0,08;0,15;3,12;-0,00152052504377487;0,03;0,03;0,01;0,02;1;0;1;10,19;5,33;0,15;2;0,453493949837235
"336";207;2015;0,0734547692376937;0,11;3,65;3,57;0,0915830246191345;0,02;0,02;0,01;0,03;1;1;1;10,17;8,57;0,19;2;0,840011768729989
"337";208;2013;0,0128600366904204;0,11;0,46;0,97;0,00685604165491194;0;0;0;0;0;0;0;10,88;1,11;0,1;3;0,21366530375475
"338";208;2014;0,0229512365810881;0,08;0,43;1,6;0,0235333280121423;0;0;0;0;0;0;0;10,92;7,72;0,08;3;0,970152385090401
"340";209;2013;-0,0684255363307006;0,02;0,09;1,43;-0,0923333034695788;0;0;0;0;0;0;0;10,05;2,59;0,08;1;0,850810218465417
"341";209;2014;0,155703933116167;0,01;0,06;1,45;0,157166091436228;0;0;0;0;0;0;0;10,11;1,18;0,06;1;2,43693053343532
"342";209;2015;-0,0598722511093231;0;0,01;1,36;-0,0431459687132006;0,08;0;0;0;0;0;0;10,16;1,21;0,02;1;0,775404718715323
"343";21;2013;0,0535492227713258;0,02;0,11;2,59;0,0328594190531802;0,12;0;0,68;0,03;0;1;1;9,47;0;0,07;7;0,736291947264969
"344";21;2014;-0,0258696248215068;0,03;0,13;2,72;-0,0245482181273284;0,07;0;0,15;0,01;1;1;1;9,6;0,21;0,08;7;2,20234449029742
"345";21;2015;-0,0904098627361316;0,02;0,11;2,16;-0,0723057913199562;0,04;0;0,15;0,05;1;1;1;9,62;0,2;0,06;7;0,838897300284581
"346";210;2013;0,0274864840043236;0,05;0,16;2,19;0,0133888552776061;0,42;0,11;0;0,79;1;1;1;10,95;2,15;0,04;2;0,50169497248105
