"","Ticker","Date","Year","Revenue","GrossMargin","OperatingIncome","OperatingMargin","NetIncome","EarningsPerShare","Dividends","PayoutRatio","Shares","BookValuePerShare","OperatingCashFlow","CapSpending","FreeCashFlow","FreeCashFlowPerShare","WorkingCapital","TaxRate","NetMargin","AssetTurnover_Average","Roa","Roe","Roic","InterestCoverage","OperatingCashFlowGrowth_YOY","FreeCashFlowGrowth_YOY","CapEAsPercentageOfSales","FreeCashFlowSales","FreeCashFlowNetIncome","CurrentRatio","QuickRatio","FinancialLeverage","DebtEquity","DaysSalesOutstanding","DaysInventory","PayablesPeriod","CashConversionCycle","ReceivablesTurnover","InventoryTurnover","FixedAssetsTurnover","AssetTurnover"
"3732","VRTX",2009-12-01,2009,1.02e+08,0.861,-5.93e+08,-5.818,-6.42e+08,-3.71,NA,NA,1.73e+08,5.48,-4.28e+08,-2.3e+07,-4.51e+08,-2.6,1.022e+09,NA,-6.3027,0.07,-0.4375,-0.9619,-0.7011,-44.93,NA,NA,0.2306,-4.4272,0.7,4.59,4.54,1.78,0.11,59.27,NA,1140.45,NA,6.16,NA,1.56,0.07
"3733","VRTX",2010-12-01,2010,1.43e+08,0.911,-6.95e+08,-4.845,-7.55e+08,-3.77,NA,NA,2e+08,2.48,-6.35e+08,-3.8e+07,-6.73e+08,-3.36,5.82e+08,NA,-5.2635,0.08,-0.41,-0.9431,-0.6436,-38.15,NA,NA,0.2654,-4.6976,0.89,2.23,2.2,3.42,0.79,28.17,NA,1044.25,NA,12.96,NA,2.13,0.08
"3734","VRTX",2011-12-01,2011,1.411e+09,0.943,2.22e+08,0.157,3e+07,0.14,NA,NA,2.09e+08,2.77,1.44e+08,-9.5e+07,4.9e+07,-3.07,9.39e+08,0.3187,0.021,0.72,0.0151,0.0458,0.0521,2.57,NA,NA,0.0671,0.0348,1.66,3.39,2.94,2.8,0.51,25.31,509.74,250.48,284.58,14.42,0.71,13.73,0.72
"3735","VRTX",2012-12-01,2012,1.527e+09,0.817,4.9e+07,0.032,-1.07e+08,-0.5,NA,NA,2.15e+08,4.6,2.68e+08,-7.1e+07,1.97e+08,0.93,1.157e+09,NA,-0.0701,0.62,-0.0431,-0.1199,-0.0673,0.26,0.8634,3.0029,0.0466,0.1288,-1.84,3.67,3.39,2.76,0.68,39,93.17,114.72,17.46,9.36,3.92,5.39,0.62
"3736","VRTX",2013-12-01,2013,1.212e+09,0.893,-1.57e+08,-0.129,-4.45e+08,-1.98,NA,NA,2.25e+08,5.41,-5.2e+07,-5.1e+07,-1.03e+08,-0.47,1.191e+09,NA,-0.3672,0.48,-0.1753,-0.3778,-0.2411,-41.94,NA,NA,0.0424,-0.085,0.23,3.99,3.9,1.71,0.36,34.45,62.49,211,-114.05,10.6,5.84,2.14,0.48
"3737","VRTX",2014-12-01,2014,5.8e+08,0.895,-6.41e+08,-1.105,-7.39e+08,-3.14,NA,NA,2.35e+08,4.78,-5.13e+08,-5.1e+07,-5.64e+08,-1.77,1.178e+09,NA,-1.2725,0.25,-0.3174,-0.6075,-0.3538,-9.09,NA,NA,0.0882,-0.9724,0.76,4.2,4.01,2.17,0.74,50.77,134.64,360.65,-175.23,7.19,2.71,0.82,0.25
"3738","VRTX",2015-12-01,2015,1.032e+09,0.879,-4.65e+08,-0.45,-5.56e+08,-2.31,NA,NA,2.41e+08,3.74,-3.65e+08,-4.5e+07,-4.11e+08,-2.16,9.01e+08,NA,-0.5389,0.43,-0.2302,-0.5522,-0.26,-5.62,NA,NA,0.0439,-0.3979,0.74,2.77,2.43,2.66,0.79,44.83,129.06,214.19,-40.3,8.14,2.83,1.46,0.43
"3739","VRTX",2016-12-01,2016,1.702e+09,0.876,1.1e+07,0.007,-1.12e+08,-0.46,NA,NA,2.45e+08,4.11,2.36e+08,-5.7e+07,1.8e+08,0.27,1.039e+09,NA,-0.0658,0.63,-0.0415,-0.1069,-0.027,0.17,NA,NA,0.0332,0.1055,-1.6,2.31,2.07,2.5,0.45,40.6,116.9,118.27,39.23,8.99,3.12,2.44,0.63
"3740","VRTX",2017-12-01,2017,2.489e+09,0.889,3.93e+08,0.158,2.63e+08,1.04,NA,NA,2.53e+08,7.07,8.45e+08,-2.59e+08,5.86e+08,2.12,1.842e+09,NA,0.1058,0.77,0.0817,0.1653,0.1285,0.73,2.5787,2.2612,0.1042,0.2353,2.22,3.28,3.06,1.74,0.29,35.38,125.66,89.85,71.19,10.32,2.9,3.35,0.77
"3741","VTR",2008-12-01,2008,9.11e+08,0.663,3.35e+08,0.367,2.23e+08,1.59,2.05,1.576,1.4e+08,14.99,3.64e+08,-7e+07,2.94e+08,2.1,3.5e+07,NA,0.2469,0.16,0.0394,0.1139,0.0776,1.83,-8.91,NA,0.077,0.3229,1.32,1.18,0.9,2.69,1.47,NA,NA,203.21,NA,NA,NA,0.18,0.16
"3742","VTR",2009-12-01,2009,9.31e+08,0.675,3.83e+08,0.412,2.66e+08,1.74,2.05,1.614,1.53e+08,15.74,4.22e+08,-6e+07,3.63e+08,2.37,-6.1e+07,NA,0.289,0.16,0.0468,0.1155,0.085,2.1,NA,NA,0.0639,0.3896,1.36,0.71,0.52,2.28,1.08,NA,NA,213.55,NA,NA,NA,0.18,0.16
"3743","VTR",2010-12-01,2010,9.84e+08,0.669,4.08e+08,0.414,2.46e+08,1.56,2.14,1.55,1.58e+08,15.18,4.48e+08,-2.94e+08,1.53e+08,0.97,-4.07e+08,0.0229,0.2422,0.18,0.0433,0.1015,0.0807,2.27,6.05,NA,0.2992,0.1559,0.62,0.13,0.05,2.41,1.22,NA,NA,220.52,NA,NA,NA,0.2,0.18
"3744","VTR",2011-12-01,2011,1.696e+09,0.604,5.05e+08,0.298,3.64e+08,1.58,2.3,1.931,2.31e+08,32.01,7.73e+08,-6.3e+08,1.44e+08,0.65,-1.262e+09,NA,0.2067,0.15,0.0317,0.0625,0.0551,2.4,NA,-6.39,0.3713,0.0846,0.39,0.09,0.03,1.86,0.69,NA,NA,347.64,NA,NA,NA,0.17,0.15
"3745","VTR",2012-12-01,2012,2.429e+09,0.598,6.39e+08,0.263,3.63e+08,1.23,2.48,2.385,2.94e+08,30.9,9.93e+08,-1.636e+09,-6.44e+08,-2.19,-9.41e+08,NA,0.1484,0.13,0.02,0.0397,0.0392,2.02,NA,NA,0.6738,-0.265,-1.77,0.28,0.2,2.1,0.93,17.97,NA,387.79,NA,20.31,NA,0.14,0.13
"3746","VTR",2013-12-01,2013,2.46e+09,0.545,5.97e+08,0.243,4.54e+08,1.54,2.73,1.623,2.95e+08,30.2,1.195e+09,-1.519e+09,-3.24e+08,-2.47,-1.127e+09,NA,0.1649,0.14,0.0234,0.0508,0.0437,2.43,NA,NA,0.6173,-0.1316,-0.71,0.14,0.07,2.24,1.06,NA,NA,325.95,NA,NA,NA,0.16,0.14
"3747","VTR",2014-12-01,2014,2.773e+09,0.563,7.13e+08,0.257,4.76e+08,1.6,2.96,1.813,2.97e+08,28.64,1.255e+09,-1.556e+09,-3.01e+08,-0.24,-1.285e+09,NA,0.1577,0.15,0.0232,0.0544,0.0446,2.19,5.03,NA,0.5611,-0.1085,-0.63,0.09,0.04,2.45,1.25,NA,NA,302.12,NA,NA,NA,0.16,0.15
"3748","VTR",2015-12-01,2015,3.199e+09,0.559,7.66e+08,0.24,4.18e+08,1.25,3.04,2.123,3.34e+08,28.74,1.392e+09,-2.758e+09,-1.367e+09,-4.91,-1.102e+09,NA,0.1306,0.15,0.0192,0.0458,0.0368,1.95,NA,NA,0.8623,-0.4272,-3.27,0.11,0.04,2.33,1.17,NA,NA,230.95,NA,NA,NA,0.17,0.15
"3749","VTR",2016-12-01,2016,3.345e+09,0.569,8.77e+08,0.262,6.49e+08,1.86,2.96,1.759,3.48e+08,29.62,1.367e+09,-1.69e+09,-3.23e+08,-0.74,-9.42e+08,NA,0.1886,0.15,0.0286,0.0648,0.0492,2.25,-1.75,NA,0.5054,-0.0965,-0.5,0.28,0.22,2.21,1.06,NA,NA,213.54,NA,NA,NA,0.17,0.15
"3750","VTR",2017-12-01,2017,3.451e+09,0.569,9.41e+08,0.273,1.356e+09,3.78,3.12,1.574,3.59e+08,30.13,1.442e+09,-1.33e+08,1.31e+09,2.21,-8.68e+08,NA,0.3931,0.15,0.0576,0.1272,0.0802,2.3,5.46,NA,0.0384,0.3795,0.97,0.32,0.32,2.2,1.04,28.3,NA,256.66,NA,12.9,NA,NA,0.15
"3751","VZ",2008-12-01,2008,9.7354e+10,0.603,2.612e+09,0.027,-2.193e+09,-0.77,1.78,0.788,2.849e+09,14.05,2.662e+10,-1.7238e+10,9.382e+09,3.29,1.69e+08,0.2093,0.066,0.5,0.033,0.1393,0.0864,9.75,0.0342,0.144,0.1771,0.0964,-4.28,1.01,0.84,4.85,1.12,43.94,17.88,39.05,22.76,8.31,20.42,1.13,0.5
"3752","VZ",2009-12-01,2009,1.07808e+11,0.586,1.5978e+10,0.148,4.894e+09,1.72,1.87,1.45,2.841e+09,14.02,3.1565e+10,-1.7047e+10,1.4518e+10,5.11,-6.528e+09,0.1046,0.0339,0.5,0.017,0.0876,0.0644,4.73,0.1858,0.5474,0.1581,0.1347,2.97,0.78,0.52,5.46,1.32,41.09,18.05,33.75,25.39,8.88,20.22,1.21,0.5
"3753","VZ",2010-12-01,2010,1.06565e+11,0.586,1.4645e+10,0.137,2.549e+09,0.9,1.93,2.139,2.833e+09,13.64,3.3363e+10,-1.6458e+10,1.6905e+10,5.97,-8.249e+09,0.1945,0.0239,0.48,0.0114,0.0636,0.0462,6.03,0.057,0.1644,0.1544,0.1586,6.63,0.73,0.62,5.7,1.17,41.71,14.14,34.2,21.65,8.75,25.82,1.19,0.48
"3754","VZ",2011-12-01,2011,1.10875e+11,0.586,1.288e+10,0.116,2.404e+09,0.85,1.98,0.788,2.839e+09,13.78,2.978e+10,-1.6244e+10,1.3536e+10,4.4,1.78e+08,0.0272,0.0217,0.49,0.0107,0.0645,0.0558,4.71,-0.1074,-0.1993,0.1465,0.1221,5.63,1.01,0.84,6.41,1.4,38.77,8.24,32.34,14.67,9.41,44.3,1.26,0.49
"3755","VZ",2012-12-01,2012,1.15846e+11,0.601,1.316e+10,0.114,8.75e+08,0.31,2.03,6.548,2.862e+09,11.6,3.1486e+10,-2.011e+10,1.1376e+10,3.97,-5.721e+09,NA,0.0076,0.51,0.0038,0.0253,0.0366,4.85,0.0573,-0.1596,0.1736,0.0982,13,0.79,0.6,6.79,1.44,38.36,7.95,35.23,11.08,9.51,45.93,1.31,0.51
"3756","VZ",2013-12-01,2013,1.2055e+11,0.628,3.1968e+10,0.265,1.1497e+10,4,2.09,2.73,2.874e+09,12.22,3.8818e+10,-1.7184e+10,2.1634e+10,6.23,4.3944e+10,0.1957,0.0954,0.48,0.0461,0.3194,0.1249,11.98,0.2329,0.9017,0.1425,0.1795,1.88,2.62,2.46,7.06,2.31,37.87,8.52,39.41,6.97,9.64,42.85,1.36,0.48
"3757","VZ",2014-12-01,2014,1.27079e+11,0.607,1.9599e+10,0.154,9.625e+09,2.42,2.16,0.446,3.981e+09,3.99,3.0631e+10,-1.7545e+10,1.3086e+10,4.29,1.559e+09,0.217,0.0757,0.5,0.038,0.3765,0.1038,4.11,-0.2109,-0.3951,0.1381,0.103,1.36,1.06,0.9,18.92,8.99,37.96,7.94,38.56,7.33,9.62,45.96,1.42,0.5
"3758","VZ",2015-12-01,2015,1.3162e+11,0.601,3.306e+10,0.251,1.7879e+10,4.37,2.23,0.908,4.093e+09,3.23,3.893e+10,-2.7717e+10,1.1213e+10,2.18,-1.2772e+10,0.3493,0.1358,0.55,0.0749,1.2448,0.1666,6.74,0.2709,-0.1431,0.2106,0.0852,0.63,0.64,0.52,14.89,6.31,38.06,8.35,41.63,4.78,9.59,43.71,1.52,0.55
"3759","VZ",2016-12-01,2016,1.2598e+11,0.592,2.8066e+10,0.223,1.3127e+10,3.21,2.29,0.663,4.086e+09,5.02,2.2715e+10,-1.7593e+10,5.122e+09,2.68,-3.945e+09,0.3516,0.1042,0.52,0.0537,0.674,0.1238,5.8,-0.4165,-0.5432,0.1396,0.0407,0.39,0.87,0.67,10.84,4.68,44.86,8.71,47.82,5.75,8.14,41.91,1.5,0.52
"3760","VZ",2017-12-01,2017,1.26034e+11,0.591,2.9188e+10,0.232,3.0101e+10,7.36,2.33,0.596,4.089e+09,6.58,2.5305e+10,-1.783e+10,7.475e+09,1.14,-3.124e+09,NA,0.2388,0.5,0.1201,0.9174,0.2262,5.35,0.114,0.4594,0.1415,0.0593,0.25,0.91,0.77,5.97,2.64,59.38,7.92,50.08,17.21,6.15,46.11,1.45,0.5
"3761","WAT",2008-12-01,2008,1.575e+09,0.58,3.9e+08,0.247,3.22e+08,3.21,NA,NA,1.01e+08,6.72,4.18e+08,-6.9e+07,3.49e+08,3.47,6.67e+08,0.1336,0.2047,0.9,0.1841,0.5172,0.2418,NA,0.1289,0.1258,0.0438,0.2217,1.08,3.3,2.48,2.46,0.76,70.63,96.3,26.13,140.79,5.17,3.79,9.48,0.9
"3762","WAT",2009-12-01,2009,1.499e+09,0.603,3.95e+08,0.263,3.23e+08,3.34,NA,NA,9.7e+07,9.02,4.18e+08,-9.4e+07,3.24e+08,3.35,7.78e+08,0.1638,0.2157,0.85,0.1831,0.4282,0.2464,36.2,NA,-0.0708,0.0626,0.2165,1,2.97,2.39,2.25,0.58,73.8,107.9,29.7,152,4.95,3.38,7.84,0.85
"3763","WAT",2010-12-01,2010,1.643e+09,0.602,4.5e+08,0.274,3.82e+08,4.06,NA,NA,9.4e+07,11.64,4.58e+08,-6.3e+07,3.95e+08,4.2,1.201e+09,0.1281,0.2323,0.78,0.1803,0.3981,0.2366,32.45,0.0947,0.2177,0.0382,0.2404,1.03,4.11,3.38,2.18,0.65,74.68,106.98,31.84,149.82,4.89,3.41,7.72,0.78
"3764","WAT",2011-12-01,2011,1.851e+09,0.605,5.29e+08,0.286,4.33e+08,4.69,NA,NA,9.2e+07,13.02,4.97e+08,-8.5e+07,4.12e+08,4.46,1.34e+09,0.1498,0.2339,0.73,0.1714,0.3773,0.2218,24.18,0.0863,0.0426,0.0462,0.2225,0.95,3.23,2.74,2.22,0.57,71.51,104.22,29.91,145.82,5.1,3.5,8.19,0.73
"3765","WAT",2012-12-01,2012,1.844e+09,0.6,5.11e+08,0.277,4.61e+08,5.19,NA,NA,8.9e+07,16.99,4.49e+08,-1.05e+08,3.45e+08,3.87,1.753e+09,0.0537,0.2503,0.63,0.1567,0.3426,0.1991,18.37,-0.0967,-0.1636,0.0568,0.1869,0.75,4.48,3.85,2.16,0.71,76.38,109.47,27.23,158.62,4.78,3.33,7.22,0.63
"3766","WAT",2013-12-01,2013,1.904e+09,0.589,5.17e+08,0.272,4.5e+08,5.2,NA,NA,8.7e+07,19.08,4.85e+08,-1.18e+08,3.66e+08,4.01,2.069e+09,0.0818,0.2363,0.56,0.1333,0.2786,0.1652,17.31,0.0792,0.0636,0.0622,0.1924,0.81,5.24,4.58,2.03,0.67,80.08,110.03,27.88,162.23,4.55,3.32,6.37,0.56
"3767","WAT",2014-12-01,2014,1.989e+09,0.585,5.18e+08,0.26,4.32e+08,5.07,NA,NA,8.5e+07,22.15,5.12e+08,-1.06e+08,4.05e+08,4.63,2.272e+09,0.1205,0.217,0.53,0.1157,0.236,0.1413,15.35,0.0552,0.1064,0.0534,0.2038,0.94,4.91,4.28,2.05,0.65,79.32,108.23,28.91,158.64,4.6,3.37,6.15,0.53
"3768","WAT",2015-12-01,2015,2.042e+09,0.587,5.67e+08,0.278,4.69e+08,5.65,NA,NA,8.3e+07,24.23,5.6e+08,-1.03e+08,4.57e+08,5.52,2.649e+09,0.1345,0.2297,0.5,0.1152,0.2373,0.1386,15.95,0.0951,0.128,0.0504,0.2239,0.97,5.7,5.08,2.07,0.73,80.6,110.42,29.51,161.5,4.53,3.31,6.24,0.5
"3769","WAT",2016-12-01,2016,2.167e+09,0.589,6.24e+08,0.288,5.22e+08,6.41,NA,NA,8.1e+07,28.23,6.29e+08,-9.5e+07,5.34e+08,6.2,3.115e+09,0.131,0.2406,0.49,0.1168,0.2392,0.1381,14.36,0.1228,0.168,0.0438,0.2464,1.02,6.99,6.35,2.03,0.74,80.64,107.7,28.32,160.02,4.53,3.39,6.47,0.49
"3770","WAT",2017-12-01,2017,2.309e+09,0.59,6.62e+08,0.287,2e+07,0.25,NA,NA,8.1e+07,33.14,6.98e+08,-9e+07,6.07e+08,7.22,3.664e+09,0.9683,0.0088,0.46,0.0041,0.009,0.0078,12.28,0.109,0.1368,0.0392,0.2629,29.89,7.04,6.48,2.38,0.85,80.87,102.7,25.49,158.08,4.51,3.55,6.73,0.46
"3771","WBA",2008-08-01,2008,5.9034e+10,0.282,3.441e+09,0.058,2.157e+09,2.17,0.4,0.179,9.96e+08,12.67,3.039e+09,-2.225e+09,8.14e+08,0.58,3.79e+09,0.3712,0.0365,2.83,0.1034,0.1799,0.1562,NA,NA,NA,0.0377,0.0138,0.38,1.57,0.45,1.74,0.1,14.73,60.44,34.54,40.63,24.79,6.04,6.57,2.83
"3772","WBA",2009-08-01,2009,6.3335e+10,0.278,3.247e+09,0.051,2.006e+09,2.02,0.47,0.235,9.91e+08,14.54,4.111e+09,-1.927e+09,2.184e+09,2.2,5.28e+09,0.366,0.0317,2.66,0.0844,0.1473,0.1327,39.12,NA,NA,0.0304,0.0345,1.09,1.78,0.75,1.75,0.16,14.47,56.03,34.32,36.19,25.22,6.51,6.16,2.66
"3773","WBA",2010-08-01,2010,6.742e+10,0.281,3.458e+09,0.051,2.091e+09,2.12,0.59,0.277,9.87e+08,15.34,3.744e+09,-1.014e+09,2.73e+09,2.76,4.489e+09,0.3801,0.031,2.62,0.0813,0.1453,0.1279,40.68,-8.93,NA,0.015,0.0405,1.31,1.6,0.58,1.82,0.17,13.39,53.37,33.5,33.26,27.26,6.84,6.13,2.62
"3774","WBA",2011-08-01,2011,7.2184e+10,0.284,3.931e+09,0.054,2.714e+09,2.94,0.75,0.255,9.25e+08,16.7,3.643e+09,-1.213e+09,2.43e+09,2.63,4.239e+09,0.368,0.0376,2.68,0.101,0.1856,0.162,61.48,-2.7,NA,0.0168,0.0337,0.9,1.52,0.5,1.85,0.16,12.51,54.45,33.17,33.79,29.18,6.7,6.36,2.68
"3775","WBA",2012-08-01,2012,7.1633e+10,0.284,3.464e+09,0.048,2.127e+09,2.42,0.95,0.392,8.8e+08,19.32,4.431e+09,-1.55e+09,2.881e+09,3.27,2.038e+09,0.37,0.0297,2.35,0.0698,0.1286,0.1041,NA,NA,NA,0.0216,0.0402,1.35,1.23,0.4,1.83,0.22,11.88,53.66,32.71,32.83,30.72,6.8,6.08,2.35
"3776","WBA",2013-08-01,2013,7.2217e+10,0.292,3.576e+09,0.05,2.548e+09,2.67,1.14,0.485,9.55e+08,20.05,4.301e+09,-1.212e+09,3.089e+09,2.79,2.991e+09,0.371,0.0339,2.1,0.0711,0.13,0.1018,NA,-2.93,7.22,0.0168,0.0428,1.21,1.34,0.53,1.82,0.23,12.13,49.6,32.21,29.52,30.1,7.36,5.97,2.1
"3777","WBA",2014-08-01,2014,7.6392e+10,0.282,3.577e+09,0.047,1.932e+09,2,1.28,0.43,9.65e+08,22.54,3.893e+09,-1.106e+09,2.787e+09,2.57,3.347e+09,0.429,0.0253,2.1,0.0532,0.0968,0.0781,NA,-9.49,-9.78,0.0145,0.0365,1.44,1.38,0.66,1.82,0.18,13.98,43.04,29.79,27.21,26.12,8.48,6.26,2.1
"3778","WBA",2015-08-01,2015,1.03444e+11,0.259,4.353e+09,0.042,4.22e+09,4,1.37,0.354,1.054e+09,28.96,5.664e+09,-1.251e+09,4.413e+09,4.28,3.1e+09,0.1988,0.0408,1.95,0.0797,0.1645,0.1202,NA,NA,NA,0.0121,0.0427,1.05,1.19,0.59,2.23,0.43,17.76,35.19,34.35,18.6,20.55,10.37,7.57,1.95
"3779","WBA",2016-08-01,2016,1.17351e+11,0.255,5.964e+09,0.051,4.173e+09,3.82,1.46,0.507,1.091e+09,28.51,7.847e+09,-1.325e+09,6.522e+09,4.96,8.87e+09,0.1938,0.0356,1.66,0.059,0.1374,0.0886,NA,NA,NA,0.0113,0.0556,1.56,1.52,0.94,2.43,0.63,20.39,36.79,44,13.18,17.9,9.92,7.98,1.66
"3780","WBA",2017-08-01,2017,1.18214e+11,0.247,5.422e+09,0.046,4.078e+09,3.78,1.52,0.379,1.079e+09,29.89,7.251e+09,-1.351e+09,5.9e+09,6.04,1.206e+09,0.1566,0.0345,1.7,0.0588,0.1422,0.0913,NA,-7.6,-9.54,0.0114,0.0499,1.45,1.06,0.53,2.4,0.46,19.74,36.59,48.15,8.19,18.49,9.97,8.45,1.7
"3781","WDAY",2009-01-01,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3782","WDAY",2010-01-01,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783","WDAY",2011-01-01,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3784","WDAY",2012-01-01,2012,1.34e+08,0.514,-7.8e+07,-0.584,-8e+07,-0.65,NA,NA,1.22e+08,NA,-1.4e+07,-5e+06,-1.9e+07,NA,3.8e+07,NA,-0.5949,0.58,-0.3438,NA,NA,-80.41,NA,NA,0.0372,-0.1397,0.24,1.26,1.14,NA,NA,147.89,NA,15.24,NA,2.46,NA,5.2,0.58
"3785","WDAY",2013-01-01,2013,2.74e+08,0.574,-1.18e+08,-0.431,-1.19e+08,-1.62,NA,NA,7.4e+07,3.71,1.1e+07,-1.6e+07,-5e+06,-0.06,6.3e+08,NA,-0.4376,0.46,-0.201,-0.5749,-0.5202,-86.36,NA,NA,0.0581,-0.0171,0.04,3.47,3.37,1.62,0.02,81.29,NA,8.45,NA,4.49,NA,7.77,0.46
"3786","WDAY",2014-01-01,2014,4.69e+08,0.623,-1.53e+08,-0.327,-1.73e+08,-1.01,NA,NA,1.71e+08,3.35,4.6e+07,-7.6e+07,-2.9e+07,-0.24,1.602e+09,NA,-0.3679,0.3,-0.11,-0.1939,-0.1355,-7.71,3.1255,NA,0.1615,-0.0628,0.17,4.8,4.69,1.83,0.4,62.12,NA,9.16,NA,5.88,NA,7.67,0.3
"3787","WDAY",2015-01-01,2015,7.88e+08,0.664,-2.16e+08,-0.274,-2.48e+08,-1.35,NA,NA,1.84e+08,6.04,1.02e+08,-1.04e+08,-2e+06,-0.03,1.468e+09,NA,-0.3148,0.35,-0.1094,-0.2144,-0.1337,-6.92,1.2049,NA,0.1316,-0.0021,0.01,3.29,3.19,2.09,0.44,64.98,NA,11.6,NA,5.62,NA,7.23,0.35
"3788","WDAY",2016-01-01,2016,1.157e+09,0.676,-2.5e+08,-0.216,-2.75e+08,-1.53,NA,NA,1.9e+08,5.8,2.59e+08,-1.34e+08,1.25e+08,0.42,1.44e+09,NA,-0.2494,0.46,-0.1139,-0.2563,-0.1612,-8.05,1.5356,NA,0.1156,0.108,-0.45,2.56,2.45,2.4,0.45,75.64,NA,14.73,NA,4.83,NA,6.56,0.46
"3789","WDAY",2017-01-01,2017,1.574e+09,0.693,-3.53e+08,-0.224,-3.85e+08,-1.94,NA,NA,1.98e+08,5.6,3.49e+08,-1.21e+08,2.28e+08,1.06,1.2e+09,NA,-0.2601,0.53,-0.1385,-0.3552,-0.2332,-12.59,0.348,0.8232,0.0767,0.1447,-0.59,1.93,1.84,2.72,0.46,78.76,NA,17.52,NA,4.63,NA,5.41,0.53
"3790","WDAY",2018-01-01,2018,2.143e+09,0.706,-3.03e+08,-0.141,-3.21e+08,-1.55,NA,NA,2.08e+08,7.27,4.66e+08,-1.53e+08,3.13e+08,1.51,1.898e+09,NA,-0.1499,0.53,-0.0792,-0.2342,-0.1183,-6.07,0.3358,0.3746,0.0712,0.1461,-0.97,1.92,1.84,3.13,0.73,77.67,NA,13.87,NA,4.7,NA,4.7,0.53
"3791","WDC",2008-06-01,2008,8.074e+09,0.215,1.055e+09,0.131,8.67e+08,3.84,NA,NA,2.26e+08,11.98,1.399e+09,-6.15e+08,7.84e+08,3.46,1.167e+09,0.1162,0.1074,2.08,0.223,0.393,0.3508,NA,1.2638,1.6667,0.0762,0.0971,0.9,1.75,1.35,1.81,0.18,38.58,20.6,59.43,-0.25,9.46,17.72,6.7,2.08
"3792","WDC",2009-06-01,2009,7.453e+09,0.179,6.27e+08,0.084,4.7e+08,2.08,NA,NA,2.26e+08,14.32,1.305e+09,-5.19e+08,7.86e+08,3.48,1.705e+09,0.0619,0.0631,1.47,0.0925,0.1596,0.1416,19.56,-0.0672,0.0026,0.0696,0.1055,1.67,2.11,1.78,1.66,0.13,47.41,24.83,68.09,4.14,7.7,14.7,4.58,1.47
"3793","WDC",2010-06-01,2010,9.85e+09,0.244,1.525e+09,0.155,1.382e+09,5.93,NA,NA,2.33e+08,20.55,1.942e+09,-7.37e+08,1.205e+09,5.17,2.697e+09,0.0908,0.1403,1.56,0.219,0.3498,0.3157,169.89,0.4881,0.5331,0.0748,0.1223,0.87,2.33,1.97,1.56,0.06,40.43,22.93,63.9,-0.54,9.03,15.92,5.26,1.56
"3794","WDC",2011-06-01,2011,9.526e+09,0.188,8.06e+08,0.085,7.26e+08,3.09,NA,NA,2.35e+08,23.61,1.655e+09,-7.78e+08,8.77e+08,3.73,3.317e+09,0.0692,0.0762,1.23,0.094,0.1424,0.1335,79,-0.1478,-0.2722,0.0817,0.0921,1.21,2.53,2.16,1.48,0.03,47.17,26.83,72.01,1.98,7.74,13.6,4.35,1.23
"3795","WDC",2012-06-01,2012,1.2478e+10,0.292,2.065e+09,0.165,1.612e+09,6.58,NA,NA,2.45e+08,30.15,3.067e+09,-7.17e+08,2.35e+09,7.7,3.109e+09,0.0825,0.1292,1.12,0.1444,0.245,0.2078,68.58,0.8532,1.6796,0.0575,0.1883,1.46,1.77,1.38,1.85,0.25,52.21,36.89,89.14,-0.04,6.99,9.89,3.97,1.12
"3796","WDC",2013-06-01,2013,1.5351e+10,0.284,2.085e+09,0.136,9.8e+08,3.98,1,0.094,2.46e+08,35.54,3.119e+09,-9.52e+08,2.167e+09,9.66,3.625e+09,0.198,0.0638,1.09,0.0694,0.1259,0.0986,NA,0.017,-0.0779,0.062,0.1412,2.21,1.91,1.54,1.78,0.22,49.42,39.83,79.11,10.14,7.39,9.16,3.95,1.09
"3797","WDC",2014-06-01,2014,1.513e+10,0.288,1.886e+09,0.125,1.617e+09,6.68,1.25,0.254,2.42e+08,37.47,2.816e+09,-6.28e+08,2.188e+09,9.05,4.875e+09,0.0771,0.1069,1.02,0.1095,0.1932,0.1516,NA,-0.0971,0.0097,0.0415,0.1446,1.35,2.27,1.84,1.75,0.26,45.61,40.91,67.12,19.4,8,8.92,4.33,1.02
"3798","WDC",2015-06-01,2015,1.4572e+10,0.29,1.787e+09,0.123,1.465e+09,6.18,1.8,0.26,2.37e+08,39.95,2.242e+09,-6.12e+08,1.63e+09,7.74,5.275e+09,0.071,0.1005,0.95,0.0955,0.1622,0.1258,NA,-0.2038,-0.255,0.042,0.1119,1.11,2.63,2.1,1.65,0.23,44.1,45.74,67.92,21.92,8.28,7.98,4.66,0.95
