"","Ticker","Date","Year","Revenue","GrossMargin","OperatingIncome","OperatingMargin","NetIncome","EarningsPerShare","Dividends","PayoutRatio","Shares","BookValuePerShare","OperatingCashFlow","CapSpending","FreeCashFlow","FreeCashFlowPerShare","WorkingCapital","TaxRate","NetMargin","AssetTurnover_Average","Roa","Roe","Roic","InterestCoverage","OperatingCashFlowGrowth_YOY","FreeCashFlowGrowth_YOY","CapEAsPercentageOfSales","FreeCashFlowSales","FreeCashFlowNetIncome","CurrentRatio","QuickRatio","FinancialLeverage","DebtEquity","DaysSalesOutstanding","DaysInventory","PayablesPeriod","CashConversionCycle","ReceivablesTurnover","InventoryTurnover","FixedAssetsTurnover","AssetTurnover"
"935","CNX",2012-12-01,2012,3.288e+09,0.851,2.65e+08,0.081,3.88e+08,1.7,0.63,0.367,2.29e+08,17.33,7.28e+08,-1.575e+09,-8.47e+08,-3.7,1.52e+08,0.2196,0.0774,0.4,0.0308,0.1027,0.0767,3.26,NA,NA,0.4791,-0.2576,-2.18,1.11,0.68,3.2,0.8,33.77,25.62,52.14,7.25,10.81,14.24,0.51,0.4
"936","CNX",2013-12-01,2013,3.052e+09,0.841,4.3e+07,0.014,6.6e+08,2.87,0.38,1.563,2.3e+08,17.27,6.59e+08,-1.496e+09,-8.37e+08,-3.64,3.26e+08,NA,0.2116,0.26,0.0549,0.1474,0.103,1.21,-9.52,NA,0.4901,-0.2743,-1.27,1.29,0.84,2.28,0.63,46.71,31.88,80.36,-1.77,7.81,11.45,0.32,0.26
"937","CNX",2014-12-01,2014,2.993e+09,0.889,3.59e+08,0.12,1.63e+08,0.7,0.25,0.298,2.32e+08,22.82,9.37e+08,-1.493e+09,-5.57e+08,-3.14,1.8e+07,0.0783,0.0461,0.31,0.0141,0.0316,0.0437,1.82,NA,NA,0.499,-0.186,-3.41,1.02,0.7,2.21,0.61,30.58,89.95,362.35,-241.82,11.94,4.05,0.36,0.31
"938","CNX",2015-12-01,2015,7.41e+08,0.468,-2.51e+08,-0.338,-3.75e+08,-1.64,0.14,NA,2.29e+08,20.66,5.06e+08,-1.023e+09,-5.17e+08,-3.14,-8.76e+08,NA,-0.1491,0.22,-0.033,-0.0747,-0.0271,-1.5,NA,NA,1.3793,-0.697,1.38,0.48,0.24,2.32,0.58,33.42,66.44,267.81,-167.94,10.92,5.49,0.25,0.22
"939","CNX",2016-12-01,2016,8.37e+08,0.447,-2.72e+08,-0.325,-8.48e+08,-3.7,0.01,NA,2.29e+08,18.08,4.69e+08,-2.27e+08,2.42e+08,0.66,-3.14e+08,NA,-0.4233,0.2,-0.0843,-0.1995,-0.0883,-1.75,-7.23,NA,0.2712,0.2899,-0.29,0.67,0.5,2.42,0.73,38.33,58.4,183.9,-87.18,9.52,6.25,0.23,0.2
"940","CNX",2017-12-01,2017,1.179e+09,0.565,2.9e+07,0.024,3.81e+08,1.65,NA,NA,2.31e+08,17.57,6.49e+08,-6.33e+08,1.6e+07,0.24,4.11e+08,NA,0.3229,0.15,0.0473,0.0989,0.0753,1.73,NA,NA,0.5368,0.0134,0.04,1.93,1.69,1.78,0.56,58.36,27.12,161.14,-75.66,6.25,13.46,0.17,0.15
"941","COF",2008-12-01,2008,1.3904e+10,NA,NA,NA,-4.6e+07,-0.21,1.5,NA,3.78e+08,60.04,3.483e+09,-3.56e+08,3.127e+09,8.28,NA,0.8547,-0.0033,0.09,-3e-04,-0.0019,NA,NA,NA,NA,0.0256,0.2249,-67.97,NA,NA,7.06,0.95,NA,NA,NA,NA,NA,NA,6.02,0.09
"942","COF",2009-12-01,2009,1.3015e+10,NA,NA,NA,8.84e+08,0.74,0.53,0.536,4.31e+08,58.42,2.797e+09,-2.32e+08,2.565e+09,5.95,NA,0.2616,0.0246,0.08,0.0019,0.0128,NA,NA,NA,NA,0.0178,0.1971,2.9,NA,NA,6.38,0.45,NA,NA,NA,NA,NA,NA,5.16,0.08
"943","COF",2010-12-01,2010,1.5819e+10,NA,NA,NA,2.743e+09,6.01,0.2,0.03,4.56e+08,58.07,8.142e+09,-3.4e+08,7.802e+09,17.11,NA,0.2956,0.1689,0.09,0.0149,0.1033,NA,NA,NA,NA,0.0215,0.4932,2.84,NA,NA,7.44,1.19,NA,NA,NA,NA,NA,NA,5.92,0.09
"944","COF",2011-12-01,2011,1.5885e+10,NA,NA,NA,3.147e+09,6.8,0.2,0.026,4.59e+08,63.87,7.455e+09,-3.15e+08,7.14e+09,12.3,NA,0.2908,0.1915,0.08,0.0155,0.1111,NA,NA,-8.44,-8.49,0.0198,0.4495,2.27,NA,NA,6.94,0.91,NA,NA,NA,NA,NA,NA,5.93,0.08
"945","COF",2012-12-01,2012,2.0277e+10,NA,NA,NA,3.492e+09,6.11,0.2,0.031,5.67e+08,69.56,9.06e+09,-5.6e+08,8.5e+09,15.02,NA,0.2584,0.172,0.08,0.0134,0.0994,NA,NA,NA,NA,0.0276,0.4192,2.43,NA,NA,7.73,1.2,NA,NA,NA,NA,NA,NA,6.4,0.08
"946","COF",2013-12-01,2013,2.1822e+10,NA,NA,NA,4.121e+09,6.89,0.95,0.096,5.88e+08,72.9,9.984e+09,-8.18e+08,9.166e+09,24.64,NA,0.3156,0.1874,0.07,0.0134,0.0994,NA,NA,NA,7.84,0.0375,0.42,2.22,NA,NA,7.12,0.95,NA,NA,NA,NA,NA,NA,5.88,0.07
"947","COF",2014-12-01,2014,2.1825e+10,NA,NA,NA,4.428e+09,7.59,1.2,0.162,5.71e+08,79.54,9.304e+09,-5.02e+08,8.802e+09,14.98,NA,0.3267,0.199,0.07,0.0143,0.1001,NA,NA,-6.81,-3.97,0.023,0.4033,1.99,NA,NA,6.86,1.06,NA,NA,NA,NA,NA,NA,5.8,0.07
"948","COF",2015-12-01,2015,2.2969e+10,NA,NA,NA,4.05e+09,7.07,1.5,0.197,5.48e+08,90.44,1.0127e+10,-5.32e+08,9.595e+09,18.22,NA,0.3178,0.1686,0.07,0.012,0.0839,NA,NA,8.85,9.01,0.0232,0.4177,2.37,NA,NA,7.06,1.23,NA,NA,NA,NA,NA,NA,6.32,0.07
"949","COF",2016-12-01,2016,2.4961e+10,NA,NA,NA,3.751e+09,6.89,1.6,0.227,5.1e+08,100.39,1.1856e+10,-7.79e+08,1.1077e+10,19.85,NA,0.3125,0.1407,0.07,0.0102,0.0741,NA,NA,NA,NA,0.0312,0.4438,2.95,NA,NA,7.51,1.25,NA,NA,NA,NA,NA,NA,6.88,0.07
"950","COF",2017-12-01,2017,2.6611e+10,NA,NA,NA,1.982e+09,3.49,1.6,0.224,4.89e+08,103.3,1.4182e+10,-1.018e+09,1.3164e+10,22.61,NA,0.6145,0.064,0.07,0.0047,0.0354,NA,NA,NA,NA,0.0383,0.4947,6.64,NA,NA,7.5,1.23,NA,NA,NA,NA,NA,NA,6.9,0.07
"951","COH",2007-08-01,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","COH",2008-08-01,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","COH",2009-08-01,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","COH",2010-08-01,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","COH",2011-08-01,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","COH",2012-08-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","COH",2013-08-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","COH",2014-08-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","COH",2015-08-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","COH",2016-08-01,2016,NA,NA,NA,NA,NA,NA,NA,NA,7.2e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","COL",2008-09-01,2008,4.769e+09,0.301,9.5e+08,0.199,6.78e+08,4.16,0.8,0.192,1.63e+08,8.88,6.2e+08,-1.79e+08,4.41e+08,2.71,5.98e+08,0.2886,0.1422,1.21,0.1718,0.4549,0.3431,46.38,0.0214,-0.0696,0.0375,0.0925,0.65,1.34,0.65,2.94,0.16,70.15,98.15,44.56,123.73,5.2,3.72,7.41,1.21
"962","COL",2009-09-01,2009,4.47e+09,0.295,8.62e+08,0.193,5.94e+08,3.73,0.96,0.257,1.59e+08,8.22,6.33e+08,-1.55e+08,4.78e+08,3,1.003e+09,0.3149,0.1329,1.02,0.1352,0.44,0.3485,49.17,0.021,0.0839,0.0347,0.1069,0.8,1.73,0.84,3.6,0.41,76.06,110.83,45.48,141.41,4.8,3.29,6.39,1.02
"963","COL",2010-09-01,2010,4.631e+09,0.278,7.98e+08,0.172,5.61e+08,3.52,0.96,0.272,1.59e+08,9.45,7.11e+08,-1.16e+08,5.95e+08,3.74,1.237e+09,0.3005,0.1203,0.96,0.1156,0.4045,0.295,41.1,0.1232,0.2448,0.025,0.1285,1.06,1.85,1,3.41,0.35,75.78,105.16,42.45,138.48,4.82,3.47,6.54,0.96
"964","COL",2011-09-01,2011,4.806e+09,0.287,8.48e+08,0.176,6.34e+08,4.06,0.96,0.244,1.56e+08,9.93,6.57e+08,-1.56e+08,5.01e+08,3.21,1.394e+09,0.2807,0.1319,0.92,0.1213,0.422,0.3192,46,-0.0759,-0.158,0.0325,0.1042,0.79,1.93,1,3.54,0.35,75.68,117.1,48.19,144.59,4.82,3.12,6.58,0.92
"965","COL",2012-09-01,2012,4.531e+09,0.301,8.33e+08,0.184,6.09e+08,4.15,1.08,0.248,1.47e+08,8.95,5.34e+08,-1.38e+08,3.96e+08,3.01,1.347e+09,0.2894,0.1289,0.88,0.1138,0.4378,0.3086,32.74,-0.1872,-0.2096,0.0305,0.0874,0.65,1.94,0.91,4.22,0.59,74.92,138.91,52.77,161.05,4.87,2.63,6.19,0.88
"966","COL",2013-09-01,2013,4.474e+09,0.306,8.76e+08,0.196,6.32e+08,4.58,1.2,0.275,1.38e+08,8.9,6.17e+08,-1.2e+08,4.97e+08,3.79,1.113e+09,0.2719,0.1371,0.86,0.118,0.4393,0.2574,32,0.1554,0.2551,0.0268,0.1111,0.79,1.56,0.73,3.34,0.34,80.32,161.48,53.15,188.66,4.54,2.26,5.96,0.86
"967","COL",2014-09-01,2014,4.979e+09,0.303,9.16e+08,0.184,6.04e+08,4.42,1.2,0.264,1.36e+08,14.53,6.6e+08,-1.63e+08,4.97e+08,2.89,1.006e+09,0.2993,0.1213,0.8,0.0969,0.3449,0.1936,15.95,0.0697,NA,0.0327,0.0998,0.82,1.46,0.62,3.75,0.88,76.64,169.77,52.5,193.91,4.76,2.15,5.89,0.8
"968","COL",2015-09-01,2015,5.244e+09,0.308,1.008e+09,0.192,6.86e+08,5.13,1.26,0.242,1.33e+08,15.53,7.49e+08,-2.1e+08,5.39e+08,3.96,1.089e+09,0.2786,0.1308,0.73,0.0949,0.365,0.182,16.77,0.1348,0.0845,0.04,0.1028,0.79,1.51,0.6,3.94,0.88,72.07,177.62,51.38,198.32,5.06,2.05,5.57,0.73
"969","COL",2016-09-01,2016,5.259e+09,0.307,9.79e+08,0.186,7.28e+08,5.51,1.32,0.249,1.32e+08,16.19,7.23e+08,-1.93e+08,5.3e+08,3.34,1.144e+09,0.2225,0.1384,0.7,0.0964,0.3683,0.1904,15.61,-0.0347,-0.0167,0.0367,0.1008,0.73,1.49,0.61,3.71,0.67,61.98,188.56,50.81,199.73,5.89,1.94,5.26,0.7
"970","COL",2017-09-01,2017,6.822e+09,0.286,1.102e+09,0.162,7.05e+08,4.79,1.32,0.261,1.47e+08,34.4,1.264e+09,-2.4e+08,1.024e+09,4.97,1.691e+09,0.2428,0.1033,0.53,0.0549,0.1736,0.0973,5.98,0.7483,0.9321,0.0352,0.1501,1.45,1.55,0.69,2.98,1.1,48.23,164.58,54.51,158.3,7.57,2.22,5.61,0.53
"971","COP",2008-12-01,2008,2.46182e+11,0.267,3.2486e+10,0.132,-1.6998e+10,-11.16,1.88,NA,1.523e+09,37,2.2658e+10,-1.9099e+10,3.559e+09,2.34,-9.37e+08,NA,-0.069,1.54,-0.106,-0.2358,-0.1759,NA,-7.71,NA,0.0776,0.0145,-0.21,0.95,0.59,2.59,0.49,21.02,9.42,32.21,-1.77,17.37,38.74,2.85,1.54
"972","COP",2009-12-01,2009,1.5239e+11,0.26,1.1828e+10,0.078,4.414e+09,2.94,1.91,0.59,1.498e+09,40.96,1.2479e+10,-1.0861e+10,1.618e+09,1.08,-2.528e+09,0.508,0.0318,1.03,0.0329,0.0826,0.0656,8.78,NA,NA,0.0713,0.0106,0.37,0.89,0.58,2.44,0.43,30.1,16.24,47.7,-1.36,12.13,22.48,1.78,1.03
"973","COP",2010-12-01,2010,1.95522e+11,0.251,2.0123e+10,0.103,1.1358e+10,7.62,2.15,0.282,1.491e+09,46.72,1.7045e+10,-9.761e+09,7.284e+09,4.89,7.241e+09,0.4219,0.0572,1.29,0.0735,0.1734,0.1324,17.64,NA,NA,0.0499,0.0373,0.64,1.26,1,2.28,0.33,26.67,12.64,42.24,-2.94,13.69,28.88,2.33,1.29
"974","COP",2011-12-01,2011,6.483e+10,0.441,1.5456e+10,0.238,1.2436e+10,8.97,2.64,0.323,1.387e+09,51.18,1.9646e+10,-1.3266e+10,6.38e+09,5.09,2.15e+09,0.4565,0.0503,1.6,0.0804,0.1859,0.1452,24.66,NA,NA,0.2046,0.0984,0.51,1.08,0.82,2.35,0.33,22.49,9.12,35.32,-3.7,16.23,40.02,2.96,1.6
"975","COP",2012-12-01,2012,6.0093e+10,0.467,1.4942e+10,0.249,8.428e+09,6.72,2.64,0.447,1.253e+09,39.33,1.3922e+10,-1.4172e+10,-2.5e+08,-0.2,6.546e+09,0.5149,0.1402,0.44,0.0623,0.1489,0.1128,22.75,NA,NA,0.2358,-0.0042,-0.03,1.38,0.73,2.44,0.43,72.37,31.89,169.06,-64.8,5.04,11.45,0.79,0.44
"976","COP",2013-12-01,2013,5.6029e+10,0.467,1.331e+10,0.238,9.156e+09,7.38,2.7,0.397,1.24e+09,41.69,1.6087e+10,-1.5537e+10,5.5e+08,1.06,3.894e+09,0.4437,0.1634,0.48,0.0779,0.183,0.1332,24.6,NA,NA,0.2773,0.0098,0.06,1.26,0.99,2.27,0.4,56.86,13.19,117.65,-47.61,6.42,27.68,0.8,0.48
"977","COP",2014-12-01,2014,5.2988e+10,0.415,8.299e+09,0.157,6.869e+09,5.51,2.84,0.48,1.246e+09,44.89,1.6735e+10,-1.7085e+10,-3.5e+08,0.85,3.531e+09,0.3816,0.1296,0.45,0.0586,0.1321,0.0981,15.49,4.03,NA,0.3224,-0.0066,-0.05,1.31,1.03,2.25,0.43,51.48,14.86,101.42,-35.08,7.09,24.56,0.71,0.45
"978","COP",2015-12-01,2015,2.9564e+10,-0.108,-5.44e+09,-0.184,-4.428e+09,-3.58,2.94,NA,1.242e+09,35.77,7.572e+09,-1.005e+10,-2.478e+09,-2.67,-4.67e+08,NA,-0.1462,0.28,-0.0414,-0.0966,-0.0564,-7.66,NA,NA,0.3399,-0.0838,0.56,0.95,0.74,2.45,0.59,66.23,23.04,120.88,-31.6,5.51,15.84,0.43,0.28
"979","COP",2016-12-01,2016,2.3693e+10,-0.124,-4.634e+09,-0.196,-3.615e+09,-2.91,1,NA,1.245e+09,29.23,4.403e+09,-4.869e+09,-4.66e+08,-1.17,1.7e+09,NA,-0.1487,0.26,-0.0386,-0.0967,-0.0443,-3.44,NA,NA,0.2055,-0.0197,0.13,1.25,1.02,2.57,0.75,56.78,24.96,99.35,-17.61,6.43,14.62,0.39,0.26
"980","COP",2017-12-01,2017,2.9106e+10,0.126,2.36e+09,0.081,-8.55e+08,-0.7,1.06,NA,1.221e+09,25.91,7.077e+09,-4.591e+09,2.486e+09,1.59,7.115e+09,NA,-0.0294,0.36,-0.0105,-0.0261,-0.0047,-1.38,NA,NA,0.1577,0.0854,-2.91,1.76,1.53,2.4,0.56,46.6,14.91,54.83,6.69,7.83,24.48,0.56,0.36
"981","COST",2008-08-01,2008,7.2483e+10,0.124,1.969e+09,0.027,1.283e+09,2.89,0.61,0.211,4.44e+08,21.08,2.176e+09,-1.599e+09,5.78e+08,1.44,5.88e+08,0.3583,0.0177,3.6,0.0637,0.144,0.1146,NA,4.8,NA,0.0221,0.008,0.45,1.07,0.45,2.25,0.24,3.8,28.51,29.74,2.56,96,12.8,7.29,3.6
"982","COST",2009-08-01,2009,7.1422e+10,0.127,1.794e+09,0.025,1.086e+09,2.47,0.68,0.275,4.4e+08,22.98,2.092e+09,-1.25e+09,8.42e+08,1.91,1.056e+09,0.3664,0.0152,3.35,0.0509,0.1131,0.0944,16.87,-3.87,NA,0.0175,0.0118,0.78,1.11,0.49,2.19,0.22,4.04,30.58,31.25,3.37,90.3,11.94,6.72,3.35
"983","COST",2010-08-01,2010,7.7946e+10,0.128,2.077e+09,0.027,1.303e+09,2.92,0.77,0.264,4.46e+08,24.98,2.78e+09,-1.055e+09,1.725e+09,3.86,1.645e+09,0.3559,0.0167,3.4,0.0569,0.125,0.1074,19.5,NA,NA,0.0135,0.0221,1.32,1.16,0.56,2.2,0.2,4.02,29.64,30.59,3.07,90.74,12.31,7.02,3.4
"984","COST",2011-08-01,2011,8.8915e+10,0.126,2.439e+09,0.027,1.462e+09,3.3,0.89,0.269,4.43e+08,27.64,3.198e+09,-1.29e+09,1.908e+09,4.31,1.656e+09,0.3529,0.0164,3.52,0.0578,0.1281,0.1113,21.54,NA,NA,0.0145,0.0215,1.31,1.14,0.55,2.23,0.1,3.8,28.82,29.32,3.29,96.18,12.67,7.49,3.52
"985","COST",2012-08-01,2012,9.9137e+10,0.124,2.759e+09,0.028,1.709e+09,3.89,1.03,0.265,4.39e+08,28.59,3.057e+09,-1.48e+09,1.577e+09,3.59,1.266e+09,0.3614,0.0172,3.68,0.0634,0.1403,0.1246,30.13,-4.41,NA,0.0149,0.0159,0.92,1.1,0.48,2.2,0.11,3.48,28.87,29.11,3.24,104.96,12.64,7.81,3.68
"986","COST",2013-08-01,2013,1.05156e+11,0.126,3.053e+09,0.029,2.039e+09,4.63,1.17,0.246,4.41e+08,23.98,3.437e+09,-2.083e+09,1.354e+09,3.74,2.583e+09,0.3245,0.0194,3.66,0.071,0.1758,0.1404,31.82,NA,NA,0.0198,0.0129,0.66,1.19,0.55,2.8,0.46,3.51,29.75,30.12,3.14,103.96,12.27,7.84,3.66
"987","COST",2014-08-01,2014,1.1264e+11,0.126,3.22e+09,0.029,2.058e+09,4.65,1.33,0.287,4.42e+08,27,3.984e+09,-1.993e+09,1.991e+09,3.56,3.176e+09,0.3469,0.0183,3.56,0.065,0.1779,0.1263,29.29,NA,NA,0.0177,0.0177,0.97,1.22,0.59,2.68,0.41,3.5,30.31,30.33,3.48,104.3,12.04,7.85,3.56
"988","COST",2015-08-01,2015,1.16199e+11,0.13,3.624e+09,0.031,2.377e+09,5.37,1.51,0.281,4.43e+08,24.17,4.285e+09,-2.393e+09,1.892e+09,4.39,7.59e+08,0.3316,0.0205,3.5,0.0715,0.2074,0.1369,30.06,7.56,-4.97,0.0206,0.0163,0.8,1.05,0.46,3.15,0.46,3.43,31.36,31.6,3.18,106.51,11.64,7.69,3.5
"989","COST",2016-08-01,2016,1.18719e+11,0.133,3.672e+09,0.031,2.35e+09,5.33,1.7,0.312,4.41e+08,26.3,3.292e+09,-2.649e+09,6.43e+08,4.27,-3.57e+08,0.3435,0.0198,3.56,0.0706,0.2071,0.1418,28.21,NA,NA,0.0223,0.0054,0.27,0.98,0.38,2.75,0.34,3.5,31.71,29.48,5.72,104.41,11.51,7.32,3.56
"990","COST",2017-08-01,2017,1.29025e+11,0.133,4.111e+09,0.032,2.679e+09,6.08,1.9,0.321,4.41e+08,22.57,6.726e+09,-2.502e+09,4.224e+09,4.88,-1.78e+08,0.3281,0.0208,3.71,0.0771,0.2344,0.1578,31.14,NA,NA,0.0194,0.0327,1.58,0.99,0.41,3.37,0.61,3.66,30.67,28.08,6.24,99.83,11.9,7.33,3.71
"991","CPB",2008-07-01,2008,7.998e+09,0.396,1.286e+09,0.161,1.165e+09,3.03,0.88,0.5,3.77e+08,3.7,7.66e+08,-2.98e+08,4.68e+08,1.23,-7.1e+08,0.2854,0.1457,1.24,0.1804,0.8917,0.295,NA,0.1365,0.3765,0.0373,0.0585,0.4,0.7,0.27,4.91,1.24,26.26,60.64,51,35.9,13.9,6.02,4.02,1.24
"992","CPB",2009-07-01,2009,7.586e+09,0.399,1.246e+09,0.164,7.36e+08,2.05,1,0.49,3.54e+08,2.08,1.166e+09,-3.45e+08,8.21e+08,2.29,-7.7e+07,0.3216,0.097,1.21,0.1175,0.7195,0.2218,10.81,0.5222,0.7543,0.0455,0.1082,1.12,0.95,0.36,8.32,3.09,26.42,66.19,49.01,43.59,13.82,5.51,3.87,1.21
"993","CPB",2010-07-01,2010,7.676e+09,0.41,1.361e+09,0.177,8.44e+08,2.42,1.07,0.455,3.43e+08,3.22,1.057e+09,-3.15e+08,7.42e+08,2.51,-3.78e+08,0.3205,0.11,1.24,0.1369,1.0206,0.2596,12.09,-0.0935,-0.0962,0.041,0.0967,0.88,0.82,0.37,6.78,2.1,24.73,62.42,44.92,42.23,14.76,5.85,3.81,1.24
"994","CPB",2011-07-01,2011,7.143e+09,0.404,1.277e+09,0.179,8.05e+08,2.42,1.15,0.463,3.29e+08,3.32,1.142e+09,-2.72e+08,8.7e+08,2.36,-2.6e+07,0.3134,0.1043,1.18,0.1225,0.7994,0.2237,10.57,0.0804,0.1725,0.0381,0.1218,1.08,0.99,0.52,6.31,2.23,25.35,58.95,44.68,39.62,14.4,6.19,3.72,1.18
"995","CPB",2012-07-01,2012,7.175e+09,0.392,1.164e+09,0.162,7.74e+08,2.41,1.16,0.481,3.19e+08,2.88,1.12e+09,-3.23e+08,7.97e+08,2.5,-2.99e+08,0.3092,0.1004,1.15,0.1156,0.7795,0.2156,10.7,-0.0193,-0.0839,0.045,0.1111,1.03,0.86,0.42,7.27,2.23,26.36,57.32,44.74,38.94,13.85,6.37,3.64,1.15
"996","CPB",2013-07-01,2013,8.052e+09,0.362,1.16e+09,0.144,4.58e+08,1.44,0.58,0.247,3.17e+08,4.22,1.019e+09,-3.36e+08,6.83e+08,2.5,-1.061e+09,0.288,0.0569,1.08,0.0617,0.4331,0.1169,8.07,-0.0902,-0.143,0.0417,0.0848,1.49,0.68,0.29,6.84,2.09,26.93,58.19,38.84,46.28,13.56,6.27,3.67,1.08
"997","CPB",2014-07-01,2014,8.268e+09,0.359,1.328e+09,0.161,8.66e+08,2.74,1.24,0.54,3.16e+08,5.1,8.99e+08,-3.47e+08,5.52e+08,1.86,-8.89e+08,0.3234,0.0989,1.01,0.0995,0.5777,0.159,9.8,-0.1178,-0.1918,0.042,0.0668,0.64,0.7,0.3,5.02,1.39,28.81,65.97,35.68,59.09,12.67,5.53,3.61,1.01
"998","CPB",2015-07-01,2015,8.082e+09,0.344,1.162e+09,0.144,6.66e+08,2.13,1.24,0.518,3.13e+08,5.14,1.182e+09,-3.8e+08,8.02e+08,2.28,-7.14e+08,0.302,0.0855,1,0.0853,0.4614,0.1376,10.17,0.3148,0.4529,0.047,0.0992,1.2,0.75,0.32,5.86,1.85,27.71,69.48,37.04,60.15,13.17,5.25,3.46,1
"999","CPB",2016-07-01,2016,7.961e+09,0.349,1.107e+09,0.139,5.63e+08,1.81,1.24,0.564,3.11e+08,5.44,1.463e+09,-3.41e+08,1.122e+09,3.32,-6.47e+08,0.3369,0.0707,1,0.0707,0.3876,0.1209,8.38,0.2377,0.399,0.0428,0.1409,1.99,0.75,0.36,5.14,1.52,27.12,68.09,40.65,54.56,13.45,5.36,3.35,1
"1000","CPB",2017-07-01,2017,7.89e+09,0.388,1.63e+09,0.207,8.87e+08,2.89,1.4,0.856,3.07e+08,4.92,1.291e+09,-3.38e+08,9.53e+08,3.08,-4.95e+08,0.314,0.1124,1.01,0.114,0.561,0.1877,12.54,-0.1176,-0.1506,0.0428,0.1208,1.07,0.79,0.39,4.72,1.53,28.47,69.58,48.2,49.86,12.82,5.25,3.25,1.01
"1001","CRM",2009-01-01,2009,1.077e+09,0.795,6.4e+07,0.059,4.3e+07,0.09,NA,NA,5.01e+08,1.26,2.3e+08,-6.1e+07,1.68e+08,0.35,3.02e+08,0.4388,0.0403,0.84,0.0338,0.0773,0.0493,34.32,0.1238,0.0484,0.0567,0.1565,3.88,1.39,1.26,2.2,0.03,82.48,NA,19.75,NA,4.43,NA,18.19,0.84
"1002","CRM",2010-01-01,2010,1.306e+09,0.802,1.15e+08,0.088,8.1e+07,0.16,NA,NA,5.12e+08,1.69,2.71e+08,-5.4e+07,2.17e+08,0.39,7.98e+08,0.4052,0.0618,0.66,0.041,0.0941,0.0746,72.19,0.1801,0.2879,0.0413,0.1662,2.69,1.88,1.72,2.36,0.44,82.12,NA,22.05,NA,4.44,NA,15.66,0.66
"1003","CRM",2011-01-01,2011,1.657e+09,0.805,9.7e+07,0.059,6.4e+07,0.12,NA,NA,5.46e+08,2.4,4.59e+08,-3.69e+08,9e+07,0.17,-2.02e+08,0.3318,0.0389,0.59,0.0232,0.0556,0.0379,5.19,0.6946,-0.5841,0.2226,0.0545,1.4,0.84,0.72,2.42,0.39,82.37,NA,18.54,NA,4.43,NA,6.95,0.59
"1004","CRM",2012-01-01,2012,2.267e+09,0.784,-3.5e+07,-0.015,-1.2e+07,-0.02,NA,NA,5.41e+08,2.9,5.92e+08,-1.71e+08,4.2e+08,0.78,-6.51e+08,NA,-0.0051,0.62,-0.0032,-0.0081,-0.0064,-0.95,0.2885,3.656,0.0756,0.1854,-36.31,0.72,0.63,2.62,0.03,89.43,NA,19.17,NA,4.08,NA,4.95,0.62
