"","Ticker","Year","TotalAsset"
"792","XEC",2014,8.725e+09
"793","XEC",2015,5.243e+09
"794","XEC",2016,4.682e+09
"795","XEC",2017,5.043e+09
"796","XEL",2013,3.3907e+10
"797","XEL",2014,3.6958e+10
"798","XEL",2015,3.9054e+10
"799","XEL",2016,4.1155e+10
"800","XEL",2017,4.303e+10
"801","XLNX",2013,4.729e+09
"802","XLNX",2014,5.037e+09
"803","XLNX",2015,4.898e+09
"804","XLNX",2016,4.823e+09
"805","XLNX",2017,4.741e+09
