"","Index","Year","Roa","Roe","Roic","TobinsQ","AlphaJensen","Eps","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","NetIncome","Beta","CostEquity","GreenScore","CarbonProductivity","EnergyProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GicsClassification","FirmSize","LogTobinsQ"
"296",99,2013,0.071,0.1758,0.1404,1.78,-0.0789105076966761,4.63,0.46,0.0194,3.0283e+10,4.41e+08,1.05156e+11,2.039e+09,0.941424742601112,0.0264540352670912,0.25,0.08,0,0,0,0.12,0,1,0,2,24.1338523359053,0.576613364303994
"297",99,2014,0.065,0.1779,0.1263,1.86,-0.00218166329089018,4.65,0.41,0.0183,3.3024e+10,4.42e+08,1.1264e+11,2.058e+09,0.70822573006273,-0.000424935438037638,0.28,0.11,0,0,0,0.12,0,1,0,2,24.2205004068055,0.62057648772511
"298",100,2012,0.1156,0.7795,0.2156,1.94,-0.0504923294672455,2.41,2.23,0.1004,8.747e+09,3.19e+08,7.175e+09,7.74e+08,0.546322842369495,0.00654660953996004,0.4,0.25,0.16,0.17,0.36,0.28,1,1,1,2,22.8919766213841,0.662687973075237
"299",100,2013,0.0617,0.4331,0.1169,2.19,0.0908100039315552,1.44,2.09,0.0569,9.055e+09,3.17e+08,8.052e+09,4.58e+08,0.721210098258651,0.0202660037610681,0.47,0.06,0.04,0.01,0.06,0.1,1,1,1,2,22.9265829282818,0.783901543828409
"300",100,2014,0.0995,0.5777,0.159,2,-0.0277459416142865,2.74,1.39,0.0989,8.297e+09,3.16e+08,8.268e+09,8.66e+08,1.55006520164378,-0.000930039120986268,0.51,0.07,0.06,0.03,0.05,0.1,1,1,1,2,22.8391598406286,0.693147180559945
"301",101,2012,-0.0032,-0.0081,-0.0064,4.7,0.036014516997897,-0.02,0.03,-0.0051,4.642e+09,5.41e+08,2.267e+09,-1.2e+07,2.36782455576282,0.0280403297580013,0.35,0.45,0.53,0,0,1,0,0,0,7,22.2584111447987,1.54756250871601
"302",101,2013,-0.0558,-0.1385,-0.1028,4.29,0.0347726514539436,-0.48,0.05,-0.0887,8.098e+09,5.65e+08,3.05e+09,-2.7e+08,0.81979060929329,0.0230361161211414,0.39,0.04,0.07,0,0,0.19,1,0,0,7,22.8148829545564,1.45628673293993
"303",101,2014,-0.0316,-0.0867,-0.0442,4.53,-0.00881786359473804,-0.39,0.64,-0.057,9.413e+09,5.98e+08,4.071e+09,-2.32e+08,0.966203214113388,-0.000579721928468033,0.35,0.06,0,0,0,0.19,1,0,0,7,22.9653575495115,1.51072193949494
"304",102,2012,0.0899,0.1632,0.1215,0.72,0.0078351594194834,1.49,0.32,0.1746,9.264e+10,5.404e+09,4.6061e+10,8.041e+09,2.58062467868534,0.030551371208487,0.57,0.61,0.5,0.6,0.82,0.21,1,0,1,7,25.2519868507711,-0.328504066972036
"305",102,2013,0.1035,0.1808,0.1388,0.92,0.0251991267167051,1.86,0.22,0.2054,1.01191e+11,5.38e+09,4.8607e+10,9.983e+09,1.02645336506486,0.0288433395583226,0.63,0.08,0.06,0.06,0.1,0.14,1,1,1,7,25.3402756570387,-0.083381608939051
"306",102,2014,0.0761,0.1357,0.1014,0.95,0.0065541636653554,1.49,0.36,0.1666,1.05134e+11,5.281e+09,4.7142e+10,7.853e+09,0.105321571648193,-6.31929429889155e-05,0.64,0.1,0.05,0.06,0.08,0.14,1,1,1,7,25.3785015639412,-0.0512932943875506
"307",103,2012,0.062,0.2133,0.1211,0.94,-0.00756718978201254,1.79,1.01,0.1582,3.0571e+10,1.04e+09,1.1763e+10,1.863e+09,0.504048757664258,0.00604777534043825,0.42,0.43,0.3,0.31,0.13,0.22,1,1,1,6,24.1433176841231,-0.0618754037180875
"308",103,2013,0.0598,0.1916,0.1142,1.19,0.0120629342619154,1.83,0.86,0.1551,3.1782e+10,1.019e+09,1.2026e+10,1.864e+09,1.47626364221045,0.0414830083461137,0.55,0.07,0.06,0.04,0,0.18,1,1,1,6,24.1821659287369,0.173953307123438
"309",103,2014,0.0594,0.178,0.1108,1.36,-0.00642246804579757,1.92,0.85,0.152,3.3053e+10,1.002e+09,1.2669e+10,1.927e+09,1.21373466830521,-0.000728240800983125,0.65,0.07,0.12,0.05,0.04,0.18,1,1,1,6,24.2213781706829,0.307484699747961
"310",104,2012,0.0141,0.0387,0.0387,0.83,0.005493147220257,1.25,1.01,0.0422,5.402e+10,6.22e+08,1.8376e+10,7.77e+08,0.134748217022266,0.00169002896086274,0.27,0.09,0.15,0.23,0,1,0,0,0,10,24.7126201853109,-0.186329578191493
"311",104,2013,-0.0045,-0.0131,0.0155,0.76,0.0138097074493708,-0.4,1.17,-0.0132,5.1787e+10,6.01e+08,1.8095e+10,-2.39e+08,0.817259338162304,0.0229649874023607,0.41,0,0.02,0.02,0,0.16,1,1,1,10,24.6704049894638,-0.27443684570176
"312",104,2014,0.0151,0.0479,0.0456,0.89,-0.0291442358554868,1.36,1.34,0.0428,5.0147e+10,5.7e+08,1.8031e+10,7.72e+08,0.797150451143271,-0.000478290270685962,0.5,0.02,0.01,0.02,0.09,0.16,1,1,1,10,24.6382245290267,-0.116533816255952
"313",105,2012,0.1748,0.2387,0.2311,3.00722667971007,0.062949761233743,1.72,0,0.1431,6521571000,6.12e+08,7.346e+09,1.051e+09,2.65023035621612,0.0313727182033502,0.45,0.3,0.55,0.14,0.37,1,0,1,0,7,22.5983811347812,1.35765045606026
"314",105,2013,0.1668,0.2236,0.2171,3.23,0.0266647825363164,2.02,0,0.1389,8208914000,6.1e+08,8.843e+09,1.228e+09,1.64177562999245,0.0461338952027879,0.61,0.04,0.09,0.04,0.1,0.15,1,1,1,7,22.8284864739512,1.17248213723457
"315",105,2014,0.1444,0.2074,0.1626,2.54,-0.0243689570280971,2.35,0.12,0.1402,11718916000,6.13e+08,1.0263e+10,1.439e+09,0.956431070785838,-0.000573858642471503,0.62,0.04,0.1,0.05,0.06,0.17,1,1,1,7,23.1844701253501,0.932164081030445
"316",106,2012,0.0793,0.1205,0.1175,1.95,0.0380785088107488,1.86,0,0.1363,4796402000,1.89e+08,2.586e+09,3.53e+08,2.72954561172218,0.0323086382183217,0.1,0,0,0,0,0.5,0,0,0,7,22.2911318904489,0.667829372575655
"317",106,2013,0.0678,0.1054,0.1032,1.75,0.0191848103157414,1.8,0,0.1163,5.212e+09,1.88e+08,2.918e+09,3.4e+08,1.60013513300473,0.0449637972374329,0.19,0,0,0,0,0.19,0,0,0,7,22.374229496209,0.559615787935423
"318",106,2014,0.0469,0.0916,0.0666,1.7,-0.0378591867557068,1.47,0.59,0.0801,5.512e+09,1.71e+08,3.143e+09,2.52e+08,1.21390015163175,-0.00072834009097905,0.21,0.02,0,0,0,0.19,0,0,0,7,22.4301933706578,0.53062825106217
"319",107,2012,0.0594,0.1024,0.0883,0.95,0.0321146270068078,3.02,0.24,0.0315,6.5912e+10,1.28e+09,1.2312e+11,3.864e+09,0.55800369487313,0.00668444359950293,0.6,0.89,0.88,0.79,0,0.59,0,1,1,2,24.9115863559597,-0.0512932943875506
"320",107,2013,0.0668,0.1214,0.0992,1.22,0.027213516867051,3.74,0.34,0.0362,7.1526e+10,1.226e+09,1.26761e+11,4.592e+09,1.40096138981323,0.0393670150537517,0.74,0.14,0.13,0.12,0,0.14,1,1,1,2,24.9933268569103,0.198850858745165
"321",107,2014,0.0637,0.1224,0.0979,1.54,0.0534184165997531,3.96,0.31,0.0333,7.4252e+10,1.169e+09,1.39367e+11,4.644e+09,1.09029877746382,-0.00065417926647829,0.73,0.14,0.12,0.13,0,0.14,1,1,1,2,25.0307305502934,0.431782416425538
"322",108,2012,0.1183,0.203,0.1868,0.86,0.0110010153477478,13.32,0.09,0.1135,2.32982e+11,1.965e+09,2.3059e+11,2.6179e+10,1.0013016452811,0.011915359414317,0.53,0.57,0.35,0.36,0.32,0.47,1,1,1,3,26.174227034309,-0.150822889734584
"323",108,2013,0.088,0.15,0.1346,0.95,-0.00939560642899747,11.09,0.13,0.0973,2.53753e+11,1.932e+09,2.20156e+11,2.1423e+10,1.04512405758464,0.0293679860181285,0.5,0.09,0.06,0.09,0.06,0.01,1,1,1,3,26.2596271898926,-0.0512932943875506
"324",108,2014,0.074,0.1265,0.1092,0.84,0.030532893847985,10.14,0.15,0.096,2.66026e+11,1.884e+09,2.00494e+11,1.9241e+10,0.97117869447141,-0.000582707216682846,0.42,0.08,0.07,0.06,0,0.01,1,1,1,3,26.3068598853123,-0.174353387144778
"325",109,2012,0.0559,0.1339,0.0932,1.38,-0.0203435367037613,4.15,0.89,0.2372,8589437000,1.04e+08,1.82e+09,4.32e+08,2.03172631610742,0.0240743705300676,0.18,0,0,0,0,0.87,0,0,0,3,22.8737990294675,0.322083499169113
"326",109,2013,0.0276,0.0695,0.0567,1.59,0.0145335357459668,2.39,0.97,0.1082,9591164000,1.04e+08,2.32e+09,2.51e+08,0.849825472523934,0.0238800957779225,0.01,0,0,0,0,0.01,0,0,0,3,22.98410809491,0.46373401623214
"327",109,2014,0.0503,0.1191,0.0821,1.26,0.0472408906589252,4.88,0.67,0.2023,11799963000,1.09e+08,2.66e+09,5.38e+08,1.79808149293799,-0.00107884889576279,0.03,0.02,0,0,0,0.01,0,0,0,3,23.1913622328199,0.231111720963387
"328",110,2012,0.0065,0.0274,0.0288,1.05,0.0148559299370365,0.53,1.59,0.0231,4.6838e+10,5.73e+08,1.2835e+10,3.02e+08,-0.131011014105069,-0.00144592996643982,0.24,0.29,0,0.12,0,0.42,1,0,0,11,24.5699606762161,0.048790164169432
"329",110,2013,0.035,0.1528,0.0687,1.16,-0.00872384807187299,2.93,1.66,0.1293,5.0096e+10,5.8e+08,1.312e+10,1.697e+09,0.499941416754127,0.014048353810791,0.38,0.04,0.11,0.01,0,0.12,1,0,0,11,24.6372070015305,0.148420005118273
"330",110,2014,0.0251,0.1129,0.0612,1.26,0.0584620392450511,2.24,1.89,0.1053,5.4327e+10,5.85e+08,1.2436e+10,1.31e+09,0.386867013973509,-0.000232120208384106,0.25,0.03,0,0,0,0.12,1,0,0,11,24.7182871778737,0.231111720963387
"331",111,2012,0.0229,0.378658951609119,0.096031087425094,0.965492982170149,0.178014026336905,1.19,4.94648932251526,0.0275,4.455e+10,8.5e+08,3.667e+10,1.009e+09,-0.566521158354611,-0.00658494966858441,0.59,0.3,0.12,0.89,0.77,0.42,1,1,1,6,24.5198779908632,-0.0105328640158151
"332",111,2013,0.2178,2.2161,0.6281,0.745398897375915,-0.12084129638651,12.29,0.84,0.279,5.2252e+10,8.58e+08,3.7773e+10,1.054e+10,2.39608109494498,0.0673298787679538,0.58,0.06,0.04,0.08,0.09,0.1,1,1,1,6,24.6793440045707,-0.745582463592418
"333",111,2014,0.0124,0.0644,0.0317,1.00757801859975,0.053174034390597,0.78,0.97,0.0163,5.4121e+10,8.45e+08,4.0362e+10,6.59e+08,0.975329730218652,-0.000585197838131191,0.64,0.09,0.06,0.09,0.1,0.1,1,1,1,6,24.7144881175358,-0.29792877469011
"334",112,2012,0.0566,0.3052,0.1441,0.625596138668181,-0.0263960392252768,2.91,1.06,0.0798,4.9736e+10,9.42e+08,3.4812e+10,2.755e+09,0.0814845826991507,-0.01329327080867,0.49,0.5,0.48,0.7,0,0.17,1,1,1,8,24.6299948539134,-0.335900791576095
"335",112,2013,0.0956,0.3744,0.2036,1.0081263285347,0.0717433481619104,5.18,0.67,0.1354,5.1499e+10,9.33e+08,2.8998e+10,4.848e+09,1.37143869949211,0.0346643611672188,0.56,0.06,0.08,0.14,0,0.09,1,1,1,8,24.6648282269519,-0.760056847880489
"336",112,2014,0.0713,0.2487,0.1453,0.568520858436875,0.00960963974357804,3.92,0.71,0.1041,4.9876e+10,9.22e+08,2.8406e+10,3.625e+09,0.535998396281561,-0.0130768075254917,0.34,0.05,0,0,0,0.09,1,1,1,8,24.6328057620807,0.20251723481965
"337",113,2012,0.0587,0.4493,0.0629,0.57,0.0186872633314175,7.63,3.28,0.0908,5.627e+10,4.02e+08,3.4176e+10,3.064e+09,1.21618491397061,0.0144509819848532,0.39,0.42,0.62,0.14,0,0.55,0,1,1,6,24.7534273703916,-0.562118918153541
"338",113,2013,0.0611,0.4135,0.0631,0.49,0.0636387246563013,9.09,2.1,0.1003,5.952e+10,3.89e+08,3.568e+10,3.537e+09,0.810805502863681,0.0227836346304694,0.35,0.09,0,0,0,0.07,1,1,1,6,24.8095782274712,-0.713349887877465
"339",113,2014,0.0523,0.3271,0.0461,0.47,0.0281587890719845,8.63,2.69,0.0936,6.134e+10,3.66e+08,3.3785e+10,3.161e+09,0.591467635696474,-0.000354880581417884,0.34,0.07,0,0,0,0.07,1,1,1,6,24.8396979956325,-0.755022584278033
"340",114,2012,0.0322,0.2655,0.0445554446477566,0.54,-0.0860523929952868,4.46,2.14,0.3029,7.528e+10,5.2e+08,7.653e+09,2.345e+09,1.12373344591558,0.0133600546618039,0.12,0,0,0,0,0.6,0,0,0,4,25.0444803322235,-0.616186139423817
"341",114,2013,0.0304,0.2355,0.103121556516626,0.55,0.0192976784056972,4.96,2,0.2935,7.934e+10,4.87e+08,8.224e+09,2.47e+09,1.04001325713102,0.0292243725253815,0.1,0,0,0,0,0.1,0,0,0,4,25.0970082520326,-0.59783700075562
"342",114,2014,0.0279,0.218,0.121275098676949,0.58,-0.000334876838079944,4.9,2.13,0.2678,8.3126e+10,4.63e+08,8.477e+09,2.323e+09,0.967847291405853,-0.000580708374843512,0.15,0.05,0,0,0,0.1,0,0,0,4,25.1436233659253,-0.544727175441672
"343",115,2012,0.0797,0.1758,0.1223,1.5490994802912,-0.131109797562872,2.22,0.56,0.0518,1.027e+10,3.45e+08,1.4807e+10,7.67e+08,0.442348878043617,0.00531971676091468,0.17,0,0,0,0,0.84,0,0,0,1,23.0524928608869,-0.0296664394083242
"344",115,2013,0.095,0.1974,0.1375,2.37694272722712,0.0244456322587748,2.85,0.56,0.0595,1.078e+10,3.34e+08,1.6022e+10,9.53e+08,1.18220871148751,0.0332200647927991,0.1,0,0,0,0,0.1,0,0,0,1,23.1009584024273,-0.0854747955189352
"345",115,2014,0.0965,0.1974,0.1353,2.28107284125057,0.0588171402355707,3.17,0.51,0.0586,1.088e+10,3.24e+08,1.7504e+10,1.025e+09,1.96007275738318,-0.00117604365442991,0.19,0.09,0,0,0,0.1,0,0,0,1,23.1101920783742,1.12835959408085
"346",116,2012,0.0595,0.1408,0.0861,1.3,-0.00143176144857663,3.46,0.81,0.0749,9283863000,1.6e+08,7.383e+09,5.56e+08,0.828517752562798,0.00987650948024102,0.46,0.25,0.18,0.48,0.14,0.78,1,1,0,5,22.9515435686793,0.262364264467491
"347",116,2013,0.0928,0.2086,0.1278,1.18,-0.128804545103156,5.54,0.79,0.1184,8.948e+09,1.53e+08,7.146e+09,8.49e+08,-0.0233507144678333,-0.000656155076546116,0.4,0.04,0.01,0.04,0.02,0.14,1,1,0,5,22.9146958805743,0.165514438477573
"348",116,2014,0.0589,0.1343,0.087,1.32,0.0267058182396683,3.81,0.75,0.0745,9.877e+09,1.45e+08,7.435e+09,5.56e+08,0.438663930134616,-0.000263198358080769,0.39,0.03,0.02,0.04,0,0.14,1,1,0,5,23.0134746588724,0.27763173659828
"349",117,2012,0.0761,0.1332,0.1078,0.94,0.02304050356001,3.36,0.28,0.131,3.2941e+10,7.13e+08,1.826e+10,2.392e+09,1.06880524551464,0.0127119018970728,0.12,0,0,0,0,0.62,0,0,0,6,24.2179839194622,-0.0618754037180875
"350",117,2013,0.0797,0.1302,0.1115,1.15,0.00732238361606291,3.8,0.15,0.141,34672200000,7.11e+08,1.8283e+10,2.695e+09,0.878606906124378,0.024688854062095,0.14,0,0,0,0,0.14,0,0,0,6,24.2692040500671,0.139761942375159
"351",117,2014,0.0725,0.1136,0.1015,1.22,0.0276140319276428,3.63,0.15,0.1305,36991700000,7.16e+08,1.2866e+10,2.598e+09,1.15525021301399,-0.000693150127808397,0.19,0.06,0,0,0,0.14,0,0,0,6,24.3339594001018,0.198850858745165
"352",118,2012,0.0773,0.1473,0.1118,1.27,0.0127209334632919,3.13,0.28,0.1344,8.0642e+10,1.818e+09,4.2278e+10,5.682e+09,0.426522773613258,0.00513296872863645,0.06,0.09,0.28,0,0.01,0.04,0,0,0,1,25.1132854425492,0.2390169004705
"353",118,2013,0.0786,0.1441,0.1102,1.7,0.0610226620705053,3.38,0.29,0.1362,8.3166e+10,1.813e+09,4.5041e+10,6.136e+09,1.10499129766149,0.0310502554642878,0.32,0.01,0.01,0,0.01,0.14,1,1,0,1,25.1441044474057,0.53062825106217
"354",118,2014,0.0907,0.166,0.1255,1.97,0.0314011624579401,4.26,0.28,0.1537,8.7035e+10,1.759e+09,4.8813e+10,7.501e+09,1.29010168872435,-0.000774061013234608,0.31,0.01,0.01,0,0,0.14,1,1,0,1,25.1895761735511,0.678033542749897
"355",119,2012,0.0759,0.1473,0.0986,1.1,0.033077258489694,0.63,0.83,0.2102,1.293e+10,1.518e+09,4.487e+09,9.43e+08,1.38923671781792,0.0164929932702515,0.14,0,0,0,0,0.7,0,0,0,1,23.2828160297302,0.0953101798043249
"356",119,2013,0.077,0.1722,0.1044,1.31,0.00303005677299148,1.49,1.05,0.1942,1.4979e+10,7.22e+08,5.535e+09,1.075e+09,1.15404613027216,0.0324286962606477,0.16,0,0,0,0,0.16,0,0,0,1,23.429915057133,0.27002713721306
"357",119,2014,0.0735,0.1931,0.1063,1.33,-0.0124175031878169,1.66,1.08,0.1818,1.6014e+10,6.87e+08,6.265e+09,1.139e+09,0.933928066516454,-0.000560356839909872,0.21,0.05,0,0,0,0.16,0,0,0,1,23.4967291765969,0.285178942233662
"358",120,2012,0.2074,0.3483,0.2928,3.26,-0.0365923785622339,2.01,0.19,0.0736,2.5e+09,2.42e+08,6.631e+09,4.88e+08,0.662272282650145,0.00791481293527171,0.12,0,0,0,0,0.59,0,0,0,1,21.6395565688206,1.18172719537862
"359",120,2013,0.2438,0.4112,0.349,4.62,0.0106157018887319,2.68,0.15,0.0838,2.7e+09,2.3e+08,7.395e+09,6.19e+08,0.111240376378579,0.00312585457623806,0.1,0,0,0,0,0.1,0,0,0,1,21.7165176099567,1.53039470509365
"360",120,2014,0.216,0.4205,0.3076,3.65,0.0299273179282343,2.72,0.65,0.0761,3.386e+09,2.19e+08,7.84e+09,5.97e+08,1.34350256061595,-0.000806101536369569,0.19,0.09,0,0,0,0.1,0,0,0,1,21.9429151206574,1.2947271675944
"361",121,2012,0.0813,0.1647,0.1213,1.21,0.0210411749199065,4.41,0.45,0.1001,10443943000,1.84e+08,6.627e+09,8.11e+08,0.987622618370437,0.0117539468967712,0.3,0.29,0.54,0,0,0.65,0,1,0,6,23.0692880300893,0.19062035960865
"362",121,2013,0.0943,0.1948,0.1378,1.62,0.037896512271882,5.78,0.48,0.1149,10838172000,1.74e+08,7.155e+09,1.003e+09,0.856321791164198,0.024062642331714,0.28,0.06,0.08,0,0,0.1,0,1,0,6,23.1063401840511,0.482426149244293
"363",121,2014,0.0778,0.1708,0.1159,1.46,-0.0697993007576349,4.59,0.61,0.1,9090385000,1.69e+08,7.753e+09,7.75e+08,1.84421995691344,-0.00110653197414806,0.2,0.06,0,0,0,0.1,0,1,0,6,22.9304830984743,0.378436435720245
"364",122,2012,0.026,0.0706,0.0693,-0.17545782629777,0.0105624291592989,493.249587121359,0.3,0.0129,6.9605e+10,4.59e+08,56235359270.7018,4354157882.93991,1.08353721253209,-0.00107169614665543,0.39,0.38,0.25,0.11,0.37,0.12,1,1,1,8,24.9661022407869,0.034912304739229
"365",122,2013,0.0474,0.1272,0.1073,1.30925671876014,-0.124992402077653,344.130831835168,0.27,0.0235,6.9501e+10,4.83e+08,79330766156.8763,8872969055.54514,1.86160062643594,0.0597993315419071,0.5,0.05,0.06,0.06,0.03,0.1,1,1,1,8,24.9646069779029,-0.267391191591354
"366",122,2014,0.0515,0.1206,0.1021,0.473643714189109,0.0388972990649617,-123.6938011822,0.16,0.0282,6.8796e+10,4.77e+08,39941041403.2544,1271902890.69468,2.26288184780904,0.00408338882567897,0.5,0.05,0.06,0.09,0.03,0.07,1,1,1,8,24.9544114406607,-0.381714772946989
"367",123,2012,0.0691,0.2769,0.1408,1.04,-0.0083733937909252,2.96,1.12,0.1049,8.928e+09,2.12e+08,5.995e+09,6.29e+08,0.0657682307115302,0.000876065122396056,0.46,0.39,0.28,0.27,0.47,0.73,0,1,1,2,22.9124582425854,0.0392207131532813
"368",123,2013,0.0729,0.2739,0.1463,1.17,-0.00428248375089888,3.05,1.1,0.1041,8.201e+09,2.05e+08,5.997e+09,6.24e+08,0.771035398425025,0.0216660946957432,0.58,0.08,0.13,0.09,0,0.07,1,1,1,2,22.8275219350007,0.157003748809665
"369",123,2014,0.0853,0.3076,0.1588,1.97,-0.0254120803651168,3.56,1.13,0.1149,8.273e+09,1.97e+08,6.121e+09,7.03e+08,1.11543201858006,-0.000669259211148033,0.34,0.07,0,0,0,0.07,1,1,1,2,22.8362630371545,0.678033542749897
"370",124,2012,0.0233,0.0848,0.0596,0.65,0.0023480345820084,3.55,0.95,0.0694,2.6339e+10,1.72e+08,8.791e+09,6.1e+08,-0.0799291946095714,-0.000843164496392943,0.33,0.26,0.6,0.6,0.12,0.24,0,1,0,11,23.9943165674687,-0.430782916092454
"371",124,2013,0.0253,0.0864,0.0614,0.75,-0.0154921274943864,3.76,0.91,0.0684,2.5935e+10,1.75e+08,9.661e+09,6.61e+08,0.719152964482445,0.0202081983019567,0.57,0.03,0.08,0.12,0.03,0.11,1,1,1,11,23.9788592447498,-0.287682072451781
"372",124,2014,0.0336,0.1114,0.0719,0.83,0.0673641350880146,5.1,1,0.0736,2.7974e+10,1.77e+08,1.2301e+10,9.05e+08,0.638834650510183,-0.00038330079030611,0.67,0.04,0.12,0.14,0.05,0.11,1,1,1,11,24.0545413443035,-0.186329578191493
"373",125,2012,0.02,0.0556,0.0418,0.71,0.00352226054847858,3.07,0.89,0.0901,1.13856e+11,5.75e+08,1.7912e+10,1.768e+09,-0.333536751040899,-0.00383573366228261,0.39,0.12,0.03,0.6,0.79,0.07,1,0,1,11,25.4582003289898,-0.342490308946776
"374",125,2013,0.0233,0.0648,0.0453,0.74,-0.0465367922485723,3.76,0.92,0.1083,1.14779e+11,7.06e+08,2.2756e+10,2.665e+09,1.16955354015106,0.0328644544782446,0.53,0.02,0.05,0.09,0.11,0.06,1,1,1,11,25.4662743772695,-0.301105092783922
"375",125,2014,0.016,0.0458,0.0354,0.79,0.0322892217105792,2.66,0.91,0.0787,1.20709e+11,7.07e+08,2.2509e+10,1.883e+09,0.295586537414448,-0.000177351922448668,0.51,0.02,0.02,0.06,0.09,0.12,1,1,1,11,25.5166485273073,-0.23572233352107
"376",126,2012,0.043,0.1816,0.076,1.19,0.00612275547162077,2.74,2.21,0.0655,16018596000,1.96e+08,8.186e+09,5.36e+08,1.43499801969394,0.0170329766323885,0.28,0.11,0.29,0.24,0.03,0.4,1,0,0,5,23.4970161342965,0.173953307123438
"377",126,2013,0.0383,0.1546,0.0729,1.21,0.0387338424897171,2.95,1.84,0.0538,17098877000,2.15e+08,1.1764e+10,6.33e+08,0.834178863226795,0.0234404260566729,0.29,0.04,0.06,0,0,0.14,0,1,0,5,23.5622786257839,0.19062035960865
"378",126,2014,0.0413,0.1506,0.0749,1.31,-0.00989964281249322,3.33,1.62,0.0565,17942715000,2.17e+08,1.2795e+10,7.23e+08,0.794614791738379,-0.000476768875043027,0.23,0.04,0,0,0,0.14,0,1,0,5,23.6104500199193,0.27002713721306
"379",127,2012,-0.0049,-0.0096,8e-04,0.61,-0.00971547736653114,-0.52,0.4,-0.0217,4.3326e+10,4e+08,9.501e+09,-2.06e+08,1.74324869987102,0.020670334658478,0.34,0.12,0.58,0.39,0,0.37,0,1,1,3,24.4920187536435,-0.49429632181478
"380",127,2013,-5e-04,-0.001,0.0071,0.74,-0.0124019724218765,-0.06,0.39,-0.0019,4.2877e+10,4.02e+08,1.0397e+10,-2e+07,1.29666074681332,0.0364361669854542,0.29,0.02,0,0.06,0,0.01,1,1,1,3,24.4816013885749,-0.301105092783922
"381",127,2014,0.0344,0.0765,0.0585,0.68,0.0421313197883124,3.91,0.46,0.0821,5.0637e+10,4.07e+08,1.9566e+10,1.607e+09,1.07466982066904,-0.000644801892401423,0.38,0.08,0,0.08,0,0.02,1,1,1,3,24.6479483713213,-0.385662480811985
"382",128,2012,0.081,0.1345,0.1123,0.58,-0.0453878974499682,1.99,0.2,0.1854,3.7074e+10,1.313e+09,1.4072e+10,2.609e+09,0.866409841513688,0.0103236361298615,0.2,0.45,0.3,0,0,0.19,0,0,1,7,24.3361817522533,-0.544727175441672
"383",128,2013,0.0727,0.1283,0.1071,0.56,0.0536913068741056,2.18,0.17,0.178,4.1488e+10,1.313e+09,8.257e+09,2.856e+09,1.02868827281103,0.0289061404659898,0.4,0.11,0.1,0,0,0.14,0,0,1,7,24.4486700657427,-0.579818495252942
"384",128,2014,0.0011,0.0021,0.0014,0.59,0.0227033559605856,0.04,0.34,0.0026,4.5132e+10,1.251e+09,8.79e+09,4.6e+07,0.600176910097713,-0.000360106146058627,0.54,0.08,0.13,0.15,0,0.13,0,0,1,7,24.5328573662226,-0.527632742082372
"385",129,2012,0.0393,0.1198,0.0691,1.43,-0.00138166107061434,2.35,0.94,0.0594,17572300000,2.98e+08,1.1839e+10,7.04e+08,0.172946002258667,0.00214076282665227,0.83,0.8,0.73,0.84,0.6,0.9,1,1,1,8,23.5895896355297,0.357674444271816
"386",129,2013,0.052,0.1442,0.0867,1.85,-0.0416836351870162,3.16,0.82,0.073,19636500000,3.05e+08,1.3253e+10,9.67e+08,0.602435827919177,0.0169284467645289,0.78,0.14,0.13,0.14,0.06,0.1,1,1,1,8,23.7006559162525,0.615185639090233
"387",129,2014,0.0615,0.1641,0.0986,1.84,-0.0377343526209171,3.93,0.66,0.0842,19466700000,3.05e+08,1.4281e+10,1.202e+09,1.02919588602786,-0.000617517531616715,0.78,0.14,0.13,0.14,0.08,0.1,1,1,1,8,23.6919711504398,0.609765571620894
"388",130,2012,0.0679,0.1497,0.0964,1.79,0.0523567077684658,2.22,0.75,0.1259,4511100000,1.23e+08,2.073e+09,2.72e+08,0.188690201981562,0.00232654438338243,0.15,0,0,0,0,0.74,0,0,0,6,22.2298068631607,0.582215619852664
"389",130,2013,0.0777,0.1662,0.1072,2.11,-0.0212955277413016,2.84,0.5,0.1527,4539900000,1.24e+08,2.304e+09,3.52e+08,1.676132869573,0.0470993336350014,0.1,0,0,0,0,0.1,0,0,0,6,22.2361708223254,0.746687947487975
"390",130,2014,0.0797,0.1633,0.1103,2.37,0.0166144232682974,2.97,0.52,0.1508,4674200000,1.24e+08,2.436e+09,3.67e+08,0.262444142148254,-0.000157466485288953,0.15,0.03,0,0,0,0.11,0,0,0,6,22.2653238620492,0.86288995514704
"391",131,2012,-0.004,-0.0188,0.0118,0.56,0.0025441331725312,-0.56,0.98,-0.0154,4.4394e+10,3.3e+08,1.1862e+10,-1.83e+08,-0.126626211314086,-0.00139418929350622,0.08,0,0,0,0,0.38,0,0,0,11,24.5163701621179,-0.579818495252942
"392",131,2013,0.0201,0.0945,0.0682,0.61,-0.0141411916200108,2.78,0.99,0.0727,4.6646e+10,3.29e+08,1.2581e+10,9.15e+08,0.847230731289989,0.0238071835492487,0.12,0,0,0,0,0.12,0,0,0,11,24.5658530156546,-0.49429632181478
