"","Index","Year","Roa","Roe","Roic","TobinsQ","AlphaJensen","Eps","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","NetIncome","Beta","CostEquity","GreenScore","CarbonProductivity","EnergyProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GicsClassification","FirmSize","LogTobinsQ"
"544",182,2012,0.1409,0.8515,0.3257,1.95,-0.00548654244295892,14.37,1.28,0.1589,1.19213e+11,1.155e+09,1.02874e+11,1.6604e+10,1.11380150881617,0.0132428578040308,0.31,0.25,0.17,0.19,0.42,0.04,1,1,1,7,25.5041776460337,0.667829372575655
"545",182,2013,0.1343,0.7915,0.2924,1.74,0.00167025706017741,14.94,1.44,0.1652,1.26223e+11,1.103e+09,9.8368e+10,1.6483e+10,1.4699136572318,0.0413045737682135,0.5,0.02,0.02,0.04,0.06,0.17,1,1,1,7,25.5613160208441,0.553885113226438
"546",182,2014,0.0986,0.6937,0.2141,1.59,-0.0107337278196446,11.9,2.96,0.1296,1.17532e+11,1.01e+09,9.2793e+10,1.2022e+10,-0.0143835244981279,8.63011469887673e-06,0.5,0.03,0.01,0.06,0.03,0.17,1,1,1,7,25.4899764738782,0.46373401623214
"547",183,2012,0.015,0.1631,0.1316,0.23,-0.0809945268793344,1.5,0.27,0.4047,37214842000,3.65e+08,1.363e+09,5.52e+08,1.33092205004226,0.0158048801904987,0.18,0,0,0,0,0.9,0,0,0,4,24.3399734971494,-1.46967597005894
"548",183,2013,0.005,0.0313,0.0257,0.46,0.0485015351844038,0.64,0.31,0.1415,6.4818e+10,3.95e+08,1.73e+09,2.54e+08,0.696661038314868,0.0195761751766478,0.1,0,0,0,0,0.1,0,0,0,4,24.8948491795093,-0.776528789498996
"549",183,2014,0.0147,0.0787,0.0612,0.4,-0.0153914392454226,1.71,0.18,0.2324,6.8279e+10,5.73e+08,4.352e+09,9.81e+08,0.306378751558919,-0.000183827250935351,0.16,0.06,0,0,0,0.1,0,0,0,4,24.9468680891884,-0.916290731874155
"550",184,2012,0.0312,0.184,0.098,0.13,0.0900598980783947,3.7,1.83,0.0509,2.593e+10,1.03e+08,1.535e+10,3.96e+08,1.39358311142361,0.0165442807147986,0,0,0,0,0,0,0,0,0,6,23.978666436497,-2.04022082852655
"551",184,2013,0.0357,0.1868,0.0946,0.25,-0.132851669727582,9.02,1.53,0.0535,3.1745e+10,1.12e+08,1.8794e+10,1.025e+09,1.12403045951954,0.031585255912499,0.04,0,0,0,0,0.04,0,0,0,6,24.1810010695688,-1.38629436111989
"552",184,2014,-0.0108,-0.0635,0.01,0.3,-0.154137554804762,-3.06,2.13,-0.0188,3.578e+10,1.2e+08,1.9504e+10,-3.73e+08,0.76870244820408,-0.000461221468922448,0.04,0,0,0,0,0.04,0,0,0,6,24.300654915027,-1.20397280432594
"553",185,2012,0.0635,0.1264,0.0813,2.42,0.00567036320169634,1.13,0.61,0.1317,2566085000,1.34e+08,1.149e+09,1.51e+08,2.42659156481532,0.0287337804648207,0,0,0,0,0,0,0,0,0,5,21.6656472280784,0.883767540168595
"554",185,2013,0.0449,0.0879,0.0669,4.53,0.116615290557015,0.9,0.55,0.0882,3.019e+09,1.4e+08,1.421e+09,1.25e+08,0.151133939147507,0.00424686369004496,0.43,0.04,0,0.11,0.06,0.17,0,1,0,5,21.8281914876711,1.51072193949494
"555",185,2014,0.1111,0.2359,0.1486,7.88,-0.0328838250473563,2.37,0.67,0.1898,3.34e+09,1.49e+08,1.861e+09,3.53e+08,1.2175515899904,-0.00073053095399424,0.55,0.06,0.11,0.11,0.04,0.17,0,1,0,5,21.929236643935,2.06432790386979
"556",186,2012,0.1416,0.2266,0.1866,1.15,0.0386950781712644,2.13,0.26,0.2063,8.4351e+10,5.16e+09,5.3341e+10,1.1005e+10,1.14142257760297,0.013568786415715,0.51,0.59,0.56,0.57,0.26,0.06,1,1,1,7,25.1582525012327,0.139761942375159
"557",186,2013,0.1089,0.1758,0.1427,1.34,0.070790013737307,1.89,0.23,0.1825,9.2358e+10,5.097e+09,5.2708e+10,9.62e+09,0.512526276742402,0.0144019883764615,0.58,0.07,0.08,0.06,0.03,0.13,1,1,1,7,25.2489381668024,0.29266961396282
"558",186,2014,0.127,0.2051,0.1662,1.88,-0.0257050462708547,2.31,0.22,0.2095,9.1956e+10,5.056e+09,5.587e+10,1.1704e+10,0.673760960932988,-0.000404256576559793,0.63,0.08,0.08,0.07,0.07,0.13,1,1,1,7,25.2445760387227,0.631271776841858
"559",187,2012,0.1617,0.2955,0.2577,3.97,-0.0165461474663071,2.6,0.18,0.1908,4.494e+09,3.05e+08,3.808e+09,7.92e+08,0.783305956852078,0.00934301029085452,0.36,0.6,0.43,0.3,0.33,0.55,0,0,0,7,22.2260090107096,1.3787660946991
"560",187,2013,0.1687,0.2735,0.241,4.92,0.0097520782928277,2.83,0.14,0.2057,5.486e+09,3.03e+08,3.946e+09,8.58e+08,0.641081470367652,0.018014389317331,0.3,0.11,0,0,0,0.19,0,0,0,7,22.4254652294618,1.59330853050422
"561",187,2014,0.1697,0.2745,0.2428,4.87,-0.0176607640823282,3.12,0.16,0.2013,5.201e+09,2.91e+08,4.243e+09,9.07e+08,0.663842804981337,-0.000398305682988802,0.48,0.1,0.08,0.03,0.1,0.17,0,0,0,7,22.3721167517373,1.5830939370945
"562",188,2012,0.0268,0.1229,0.0482,0.73,0.0516325501871787,1.8,1.54,0.0285,3.2153e+10,4.4e+08,2.1852e+10,7.94e+08,1.56310205019258,0.0185446041922724,0.34,0.36,0.86,0,0,0.29,0,1,1,8,24.1937715958739,-0.3147107448397
"563",188,2013,0.0438,0.1936,0.082,0.83,0.0264261624958495,3.11,1.09,0.048,3.1528e+10,4.48e+08,2.3483e+10,1.395e+09,0.83036459999854,0.023333245259959,0.35,0.04,0,0.03,0,0.08,1,1,1,8,24.1741418768391,-0.186329578191493
"564",188,2014,0.0184,0.084,0.0346,0.98,-0.00376024193241456,1.29,1.69,0.0235,2.8684e+10,4.32e+08,2.3617e+10,5.55e+08,1.1817434639319,-0.000709046078359141,0.46,0.06,0.04,0.08,0.05,0.08,1,1,0,8,24.0796053129667,-0.0202027073175195
"565",189,2012,0.033,0.196,0.1169,0.43,-0.00428750377260334,0.94,0.94,0.0625,13493900000,4.81e+08,6.956e+09,4.46e+08,1.90706236245654,0.0226033358769872,0.22,0,0,0,0,0.85,0,1,0,1,23.3255035684231,-0.843970070294529
"566",189,2013,0.0196,0.1174,0.0749,0.68,-0.0141702075227073,0.61,0.51,0.0364,1.2905e+10,4.3e+08,7.122e+09,2.67e+08,1.11261548528144,0.0312644951364086,0.15,0,0,0,0,0.1,0,1,0,1,23.280880670117,-0.385662480811985
"567",189,2014,0.0372,0.2203,0.1339,0.77,0.0242998085062251,1.12,0.77,0.0633,12747200000,4.25e+08,7.537e+09,4.77e+08,1.53054491513534,-0.000918326949081205,0.2,0.05,0,0,0,0.1,0,1,0,1,23.2685774765904,-0.261364764134408
"568",190,2012,0.1844,0.2109,0.2109,3.54304740903646,-0.0871202637132567,5.33,0,0.3014,4059200000,1.23e+08,2.179e+09,6.57e+08,0.948479669804901,0.0112920601036978,0.1,0,0,0,0,0.51,0,0,0,5,22.1242517468093,1.44231067007733
"569",190,2013,0.1676,0.1895,0.1895,3.66677855212166,0.0321715158312159,5.58,0,0.2962,3950300000,1.2e+08,2.265e+09,6.71e+08,-0.47332710502021,-0.0133004916510679,0.15,0,0,0,0,0.15,0,0,0,5,22.0970573623425,2.154304771899
"570",190,2014,0.1059,0.1217,0.1217,1.59460697126469,0.0217460989229646,3.7,0,0.1965,3959400000,1.13e+08,2.131e+09,4.19e+08,0.670279904711413,-0.000402167942826848,0.22,0.07,0,0,0,0.15,0,0,0,5,22.0993583355817,0.899088526346858
"571",191,2012,0.0355,0.1795,0.1767,0.42,0.0372554356847258,1.33,0.0144,0.0563,3386100000,9.4e+07,2.228e+09,1.25e+08,0.866132802423958,0.0103203670686027,0.02,0,0,0,0,0.08,0,0,0,7,21.942944653594,-0.867500567704723
"572",191,2013,0.1371,0.5131,0.4933,0.84,0.0333667454414722,5.29,0.0076,0.1956,3740200000,9.2e+07,2.497e+09,4.89e+08,1.0100119015026,0.028381334432223,0.18,0,0,0,0,0.18,0,0,0,7,22.0424049228789,-0.174353387144778
"573",191,2014,0.0501,0.1527,0.1502,0.321314789006834,-0.0193907208232418,1.99,0.01,0.0695,3631500000,9.2e+07,2.654e+09,1.85e+08,1.42348688308601,-0.000854092129851608,0.26,0.08,0,0,0,0.18,0,0,0,7,22.0129116230105,0.00636839464901132
"574",192,2012,0.1539,0.2789,0.2019,1.4,-0.0141647199019638,6.06,0.43,0.1601,1.9309e+10,4.73e+08,1.4791e+10,2.87e+09,0.659932033504661,0.00788719799535499,0.43,0.3,0.39,0.47,0.39,0.51,1,0,0,6,23.6838371454068,0.336472236621213
"575",192,2013,0.0855,0.1657,0.1144,1.76,0.0425146357068262,3.74,0.29,0.1188,1.9966e+10,4.49e+08,1.4135e+10,1.679e+09,0.623533087410755,0.0175212797562422,0.5,0.06,0.06,0.08,0.05,0.1,1,1,0,6,23.7172966638606,0.56531380905006
"576",192,2014,0.1565,0.3566,0.2029,2.17,0.00353487723828508,7.28,0.88,0.2034,1.7678e+10,4.05e+08,1.4484e+10,2.946e+09,1.58274316598907,-0.00094964589959344,0.36,0.05,0.07,0.08,0.06,0.1,0,0,0,6,23.5955867655852,0.774727167552368
"577",193,2012,0.0368,0.0824,0.0459,0.95,0.0177737219662372,1.49,0.61,0.1621,17492400000,4.54e+08,4.05e+09,6.77e+08,2.13581946867301,0.0253026697303415,0.59,0.49,0.69,0.69,0.39,0.76,0,1,1,4,23.5850323378322,-0.0512932943875506
"578",193,2013,0.0512,0.1125,0.0665,1.02,0.00754772942400252,2.1,0.69,0.2025,19270500000,4.33e+08,4.645e+09,9.4e+08,1.2800120278561,0.0359683379827565,0.63,0.06,0.11,0.1,0.07,0.1,1,1,1,4,23.681841266104,0.0198026272961797
"579",193,2014,0.0497,0.1182,0.057,1.13,-0.0201073634397992,2.27,0.19,0.192,20462500000,4.23e+08,5.147e+09,9.88e+08,1.5415343788586,-0.000924920627315163,0.58,0.12,0,0.11,0.06,0.1,1,1,1,4,23.7418597796437,0.122217632724249
"580",194,2012,0.1312,0.4566,0.2334,3.06,0.0068934907951739,2.59,0.74,0.0614,2464641000,1.2e+08,5.055e+09,3.1e+08,-0.00126683903808861,8.50512993505544e-05,0.46,0.49,0.26,0,0,1,1,0,1,6,21.6253119948895,1.11841491596429
"581",194,2013,0.1296,0.3795,0.2231,3.39,-0.0101307640546044,2.87,0.45,0.0613,2819404000,1.19e+08,5.585e+09,3.42e+08,1.34541846325081,0.0378062588173477,0.33,0.1,0,0,0,0.08,1,0,1,6,21.7597913520417,1.22082992139236
"582",194,2014,0.1206,0.3381,0.2029,3.08,0.0204973085721259,3.16,0.57,0.0608,3397117000,1.18e+08,6.165e+09,3.75e+08,-0.21601112495535,0.00012960667497321,0.32,0.09,0,0,0,0.08,1,0,1,6,21.9461929676866,1.12492959698548
"583",195,2012,0.0405,0.1085,0.0842,0.7,0.0255011491781679,1.72,0.46,0.0292,3.1232e+10,6.89e+08,4.0604e+10,1.184e+09,0.967160890531662,0.0115124985082736,0.51,0.3,0.38,0.57,0.28,0.89,0,1,1,1,24.1647090471771,-0.356674943938732
"584",195,2013,0.0378,0.0987,0.0665,0.96,0.0475340050221754,1.71,0.37,0.0276,3.0832e+10,6.89e+08,3.7145e+10,1.178e+09,1.11803442199008,0.0314167672579213,0.59,0.09,0.09,0.1,0.02,0.09,1,1,1,1,24.1518189486184,-0.0408219945202552
"585",195,2014,0.0378,0.1029,0.0783,1.04,0.0283309042072335,1.8,0.56,0.0284,3.1707e+10,6.74e+08,3.8749e+10,1.215e+09,0.762009973291584,-0.00045720598397495,0.65,0.07,0.12,0.12,0.05,0.09,1,1,1,1,24.1798033136417,0.0392207131532813
"586",196,2012,0.0924,0.1781,0.1422,1.52,0.000175257517420081,3.86,0.18,0.1614,1.21347e+11,2.812e+09,6.7224e+10,1.0853e+10,0.425154553936097,0.00511682373644594,0.6,0.69,0.72,0.74,0.46,0.05,1,1,1,5,25.5219200469346,0.418710334858185
"587",196,2013,0.1089,0.1992,0.1639,1.82,-0.0688812657383045,4.81,0.18,0.194,1.32683e+11,2.877e+09,7.1312e+10,1.3831e+10,1.27799824717835,0.0359117507457117,0.73,0.12,0.11,0.11,0.06,0.13,1,1,1,5,25.6112286615625,0.598836501088704
"588",196,2014,0.1238,0.227,0.1847,2.11,-0.0341598319642123,5.7,0.22,0.2196,1.31119e+11,2.864e+09,7.4331e+10,1.6323e+10,0.71138551314919,-0.000426831307889514,0.76,0.12,0.12,0.11,0.08,0.13,1,1,1,5,25.5993711447513,0.746687947487975
"589",197,2012,0.0188,0.0265,0.0265,0.9,0.0679693927853222,0.35,0.14,0.0427,9832100000,5.26e+08,4.365e+09,1.87e+08,1.84449738819868,0.0218650691807444,0.7,0.29,0.36,0.65,0.87,0.84,1,1,1,7,23.008918380029,-0.105360515657826
"590",197,2013,0.0436,0.0615,0.0591,0.96,0.057381809103558,0.86,0.14,0.0942,1.0326e+10,5.1e+08,4.669e+09,4.4e+08,1.78283724960841,0.0500977267139963,0.65,0.05,0.03,0.09,0.14,0.15,1,1,1,7,23.0579308234039,-0.0408219945202552
"591",197,2014,-0.0357,-0.0547,-0.0408,1.13,0.0068626479752379,-0.73,0.27,-0.0722,8403100000,4.57e+08,4.627e+09,-3.34e+08,-0.552526429738822,0.000331515857843293,0.54,0.07,0.01,0.08,0.13,0.15,0,1,1,7,22.8518665223334,0.122217632724249
"592",198,2012,0.0086,0.1072,0.174182022525234,0.2,0.0327627186700683,5.2,1.41,0.2049,2.359141e+12,3.822e+09,9.7031e+10,2.1284e+10,2.97653322706379,0.0352230920793527,0.23,0.23,0.2,0.22,0.11,0.06,0,1,1,4,28.4893186856573,-1.6094379124341
"593",198,2013,0.007,0.084,0.209629103738312,0.15,-0.0202543963695096,4.34,1.48,0.1718,2.415689e+12,3.815e+09,9.7367e+10,1.7886e+10,1.49593299004914,0.0420357170203809,0.44,0.04,0.04,0.04,0.02,0.1,1,1,1,4,28.5130056625498,-1.89711998488588
"594",198,2014,0.0081,0.0975,0.171966307248337,0.1,0.0397817617779011,5.29,1.45,0.2133,2.573126e+12,3.798e+09,9.5112e+10,2.1745e+10,0.572740649617161,-0.000343644389770296,0.43,0.04,0.03,0.05,0.01,0.1,1,1,1,4,28.576142618103,-2.30258509299405
"595",199,2012,0.0856,0.3435,0.1465,1.42,-0.0279394892899042,3.14,1.61,0.0628,8.265e+09,2.17e+08,1.086e+10,6.83e+08,1.42981768334168,0.0169718486634318,0.47,0.48,0.66,0,0.71,0.44,1,0,0,1,22.8352955682194,0.350656871613169
"596",199,2013,0.0887,0.3799,0.1567,1.43,-0.0367267296329049,3.56,1.63,0.0605,8.585e+09,2.06e+08,1.2134e+10,7.35e+08,1.07168473537651,0.0301143410640799,0.55,0.1,0.12,0,0.12,0.11,1,0,0,1,22.8732823312959,0.357674444271816
"597",199,2014,0.0881,0.3676,0.1628,1.59,0.039606964460492,3.71,1.49,0.0585,9.269e+09,1.97e+08,1.254e+10,7.34e+08,1.15561328710506,-0.000693367972263037,0.66,0.1,0.14,0.1,0.11,0.11,1,0,0,1,22.9499413358401,0.46373401623214
"598",200,2012,0.071,0.4599,0.127,1.81,0.000541446906111485,2.67,2.51,0.0677,1.5184e+10,3.6e+08,1.4197e+10,9.61e+08,0.539478562260789,0.00646584703467731,0.42,0.24,0.33,0.63,0,0.18,1,1,1,2,23.443508078814,0.593326845277734
"599",200,2013,0.1179,0.606,0.1857,1.88,-0.0173536909584783,4.94,1.79,0.1222,1.5474e+10,3.65e+08,1.4792e+10,1.807e+09,0.869025145867734,0.0244196065988833,0.58,0.06,0.05,0.09,0.09,0.1,1,1,1,2,23.4624270330737,0.631271776841858
"600",200,2014,0.0413,0.1996,0.0754,1.99,-0.0113578908556703,1.75,2.13,0.0433,1.515e+10,3.6e+08,1.458e+10,6.32e+08,1.57275492708133,-0.000943652956248799,0.6,0.06,0.06,0.09,0.09,0.1,1,1,1,2,23.4412663689018,0.688134638736401
"601",201,2012,0.0094,0.0853,0.113673920311102,0.12,0.0282288668823576,0.89,0.67,0.207,8.9236e+10,9.43e+08,3.93e+09,8.58e+08,1.09230178585352,0.0129891610730716,0.31,0.15,0.04,0,0,0.89,0,1,1,4,25.2145503825568,-2.12026353620009
"602",201,2013,0.0097,0.0887,0.0175641874168177,0.16,0.00794132150468511,0.97,0.76,0.2251,9.2934e+10,9.13e+08,3.94e+09,9.1e+08,1.53998323465435,0.0432735288937872,0.35,0.03,0.01,0,0.01,0.1,1,1,1,4,25.2551554007401,-1.83258146374831
"603",201,2014,0.0094,0.0867,0.0574751691795531,0.18,0.0297866828101193,0.99,0.76,0.2232,9.3821e+10,8.78e+08,3.934e+09,9e+08,0.97910751687269,-0.000587464510123614,0.36,0.03,0.01,0,0.02,0.1,1,1,1,4,25.2646545484981,-1.71479842809193
"604",202,2012,0.0178,0.0365,0.042,1.2,-0.00105967987596115,0.42,0.88,0.1872,9740807000,4.07e+08,7.93e+08,2.66e+08,1.26583831352513,0.0150368920995966,0.32,0.32,0.43,0.04,0.08,0.48,1,0,0,4,22.9995898053781,0.182321556793955
"605",202,2013,0.0183,0.0379,0.0344,1.24,-0.0779512828910768,0.43,0.91,0.188,9663630000,4.09e+08,8.62e+08,2.36e+08,1.63997794543159,0.0460833802666276,0.49,0.08,0.12,0.01,0,0.13,1,0,1,4,22.9916351909821,0.215111379616945
"606",202,2014,0.0367,0.0778,0.0574,1.41,-0.00244325677686159,0.89,0.97,0.368,10285728000,4.11e+08,9.94e+08,4.24e+08,0.837788992793551,-0.000502673395676131,0.5,0.09,0.1,0.02,0.01,0.13,1,0,1,4,23.0540231402396,0.343589704390077
"607",203,2012,0.1547,0.2448,0.205,1.06,0.0332315318987177,4.44,0.23,0.2383,5068763000,1.7e+08,3.172e+09,7.56e+08,1.33933535338426,0.0159041571699343,0.4,0.67,0.66,0,0,1,0,0,0,7,22.3463626405596,0.0582689081239758
"608",203,2013,0.1046,0.1598,0.1384,1.45,-0.032901746396614,3.21,0.21,0.1911,5440734000,1.69e+08,2.843e+09,5.43e+08,1.49810116132873,0.0420966426333374,0.26,0.13,0,0,0,0.13,0,0,0,7,22.4171798151831,0.371563556432483
"609",203,2014,0.1077,0.163,0.1422,2.34,0.0134703468410182,3.47,0.2,0.1989,4987366000,1.68e+08,2.929e+09,5.83e+08,1.46204412631204,-0.000877226475787227,0.23,0.1,0,0,0,0.13,0,0,0,7,22.3301737516335,0.85015092936961
"610",204,2012,0.0892,0.342,0.1713,1.82,-0.00625327442263742,4.42,1.02,0.0831,1.9873e+10,3.96e+08,1.9467e+10,1.75e+09,0.00211039309455523,0.000124902638515752,0.3,0.14,0.11,0.06,0.05,0.5,1,0,1,2,23.7126278634926,0.598836501088704
"611",204,2013,0.1104,0.4353,0.2132,2.26,-0.0620839073920401,5.53,1.11,0.1013,1.8919e+10,3.87e+08,1.9561e+10,2.142e+09,0.926655616498232,0.0260390228236003,0.35,0.03,0.02,0.03,0.01,0.11,1,0,1,2,23.6634325450507,0.815364813284194
"612",204,2014,0.0886,0.5465,0.1848,3.12,-0.00152052504377487,4.04,7.72,0.0774,1.5526e+10,3.77e+08,1.9724e+10,1.526e+09,0.453493949837235,-0.000272096369902341,0.41,0.02,0.03,0.02,0.01,0.11,1,1,1,2,23.4657818749299,1.13783300182139
"613",205,2012,0.0064,0.0367,0.0455,1.03,0.0352672316596332,0.35,2.3,0.0316,6.8185e+10,9.08e+08,9.973e+09,3.15e+08,0.72951984809331,0.00870833420750106,0.08,0,0,0,0,0.38,0,0,0,3,24.9454904362562,0.0295588022415444
"614",205,2013,0.0166,0.0885,0.0514,0.97,0.00685604165491194,1.15,2.59,0.0848,7.5185e+10,1.036e+09,1.407e+10,1.193e+09,0.21366530375475,0.00600399503550846,0.05,0,0,0,0,0.05,0,0,0,3,25.0432175799207,-0.0304592074847086
"615",205,2014,0.013,0.0435,0.0387,1.6,0.0235333280121423,0.89,1.18,0.0632,8.3198e+10,1.137e+09,1.6226e+10,1.026e+09,0.970152385090401,-0.000582091431054241,0.06,0.01,0,0,0,0.05,0,0,0,3,25.1444891460231,0.470003629245736
"616",206,2012,0.0545,0.1667,0.0618,1.29,0.0309153288874913,1.79,1.82,0.0414,9.298e+09,2.31e+08,1.0004e+10,4.14e+08,0.311574469459143,0.00377657873961789,0,0,0,0,0,0,0,0,0,1,22.9530651602148,0.254642218373581
"617",206,2013,0.0477,0.1526,0.0317,1.43,-0.0923333034695788,1.87,1.99,0.0396,1.13e+10,2.32e+08,1.0963e+10,4.34e+08,0.850810218465417,0.0239077671388782,0.1,0,0,0,0,0.1,0,0,0,1,23.1480685626647,0.357674444271816
"618",206,2014,0.0456,0.1555,0.0302,1.45,0.157166091436228,2.16,2.21,0.0392,1.284e+10,2.28e+08,1.2574e+10,4.93e+08,2.43693053343532,-0.00146215832006119,0.18,0.08,0,0,0,0.1,0,0,0,1,23.2758311352082,0.371563556432483
"619",207,2012,0.1086,0.28,0.1427,2.02,-0.0485859662471043,1.97,0.45,0.1878,8.6174e+10,4.584e+09,4.8017e+10,9.019e+09,0.29210555837578,0.0035468455888342,0.41,0.42,0.79,0.11,0,0.04,1,1,1,2,25.1796343449884,0.703097511413113
"620",207,2013,0.0974,0.2603,0.1258,2.19,0.0133888552776061,1.9,0.58,0.1832,9.0055e+10,4.509e+09,4.6854e+10,8.584e+09,0.50169497248105,0.0140976287267175,0.66,0.11,0.09,0.09,0.1,0.07,1,1,1,2,25.2236864317354,0.783901543828409
"621",207,2014,0.078,0.2236,0.0986,2.2,-0.0592288592858776,1.6,0.63,0.1543,9.2023e+10,4.45e+09,4.5998e+10,7.098e+09,1.2577606022959,-0.000754656361377539,0.52,0.03,0.01,0.1,0.12,0.07,1,1,1,2,25.2453043827507,0.78845736036427
"622",208,2012,0.0256,0.1298,0.0718,0.45641523346568,-0.0133715555406555,0.51,1.72,0.0067,2.466e+10,1.186e+09,9.0269e+10,6.02e+08,0.411201230007234,0.00495217451408536,0.31,0.17,0.53,0,0,0.78,0,1,0,2,23.9284483346826,-1.06341916781546
"623",208,2013,0.0622,0.3657,0.1427,1.45749353245953,-0.0977037372841449,1.39,1.46,0.0155,2.9281e+10,1.074e+09,9.6619e+10,1.497e+09,1.53253814137109,0.0430643217725276,0.36,0,0.08,0,0,0.13,1,1,0,2,24.1002046784618,0.330229405822092
"624",208,2014,0.0563,0.3168,0.122,0.763195912398869,0.0715546554660805,1.45,1.79,0.0154,3.0556e+10,1.04e+09,9.8375e+10,1.519e+09,1.78355096007517,-0.0010701305760451,0.41,0.03,0.1,0,0,0.13,1,1,0,2,24.1428269026255,0.135618809796779
"625",209,2012,0.0844,0.1598,0.1293,0.84,-0.0448180968541231,4.3,0.64,0.0621,1.513e+10,2.71e+08,1.8804e+10,1.167e+09,0.559206436707387,0.00669863595314717,0.45,0.25,0.28,0.25,0.43,0.37,1,1,1,1,23.4399453647467,-0.174353387144778
"626",209,2013,0.0704,0.1571,0.1112,0.84,-0.00444081004658465,4.17,0.74,0.0511,1.4378e+10,2.37e+08,1.9279e+10,9.86e+08,1.09200373802162,0.0306853050384075,0.51,0.04,0.08,0.02,0.06,0.11,1,1,1,1,23.3889650975081,-0.174353387144778
"627",209,2014,0.0629,0.1478,0.1018,0.76,0.024322510730703,4.05,0.79,0.0467,1.4431e+10,2.2e+08,1.9031e+10,8.89e+08,1.30696474805319,-0.000784178848831913,0.53,0.06,0.1,0,0.06,0.11,1,1,1,1,23.3926445074004,-0.27443684570176
"628",210,2012,0.06,0.1289,0.0965,1.66,0.0561294790991871,3.43,0.5,0.1685,6395900000,1.1e+08,2.238e+09,3.77e+08,1.04004518906411,0.0123725332309565,0,0,0,0,0,0,0,0,0,6,22.5789229970242,0.506817602368452
"629",210,2013,0.0508,0.1088,0.0786,2.06,-0.0104715392625899,3.18,0.55,0.1482,7.435e+09,1.1e+08,2.369e+09,3.51e+08,1.25143871125807,0.0351654277863517,0.18,0,0,0,0,0.18,0,0,0,6,22.7294644168585,0.72270598280149
"630",210,2014,0.0647,0.1411,0.0953,1.94,0.0281237556735706,4.55,0.49,0.1949,8.091e+09,1.1e+08,2.577e+09,5.03e+08,0.310003444659434,-0.00018600206679566,0.19,0.01,0,0,0,0.18,0,0,0,6,22.8140181697721,0.662687973075237
"631",211,2012,0.0073,0.0297,0.0861631235665911,0.2,-0.0102843763956135,1.43,0.47,0.039,8.0021e+10,3.96e+08,1.4072e+10,5.68e+08,0.593138504267958,0.0070990343503619,0.18,0,0,0,0,0.38,1,0,0,4,25.1055549371732,-1.6094379124341
"632",211,2013,0.0074,0.0306,0.000265170235978454,0.24,-0.00738602577241719,1.53,0.51,0.0395,7.9939e+10,3.9e+08,1.4613e+10,5.95e+08,0.925542615029583,0.0260077474823313,0.22,0,0,0,0,0.12,1,0,0,4,25.1045296807693,-1.42711635564015
"633",211,2014,0.0075,0.0305,0.0171585574778268,0.16,0.00962726769242741,1.55,0.54,0.0413,7.8367e+10,3.83e+08,1.4325e+10,5.91e+08,0.904850890714086,-0.000542910534428452,0.25,0.03,0,0,0,0.12,1,0,0,4,25.0846687573244,-1.83258146374831
"634",212,2012,0.1354,1.0539,0.2645,2.69,-0.0565021241547955,2.7,25.41,0.082,6.427e+09,3.14e+08,1.0364e+10,8.5e+08,1.16877672146564,0.0138915653132946,0.24,0.16,0.15,0,0,0.2,1,0,1,1,22.5837737033356,0.989541193613748
"635",212,2013,0.1242,0.17620595115727,0.19202797902423,3.33,-0.063090279374702,2.54,15.6734483113535,0.072,6.636e+09,2.97e+08,1.0459e+10,7.53e+08,0.482869287974763,0.0135686269920908,0.29,0.04,0,0,0,0.1,1,0,1,1,22.6157752092746,1.20297230399235
"636",212,2014,0.1366,0.314401592800731,0.210527295853476,3.47,0.0688704885237824,3.05,-1.51773133112545,0.0838,7.149e+09,2.96e+08,1.0773e+10,9.03e+08,2.27023492015753,-0.00136214095209452,0.32,0.06,0,0,0,0.11,1,0,1,1,22.6902383237311,1.24415459395877
"637",213,2012,0.0902,0.2234,0.127,1.46,0.00809166216363003,5.99,0.8,0.1028,6.795e+09,9.7e+07,5.671e+09,5.83e+08,1.31551688371822,0.015623099227875,0.18,0,0,0,0,0.89,0,0,0,5,22.6394528845495,0.378436435720245
"638",213,2013,0.0834,0.2203,0.1165,1.44,-0.112363135441653,6.25,1.16,0.0988,6965900000,9.1e+07,5.808e+09,5.73e+08,0.134492606748089,0.00377924224962129,0.14,0,0,0,0,0.14,0,0,0,5,22.6642926533465,0.364643113587909
"639",213,2014,0.0717,0.1925,0.102,1.51,0.0310699810300265,5.91,0.95,0.085,7301800000,8.6e+07,6.012e+09,5.11e+08,0.65161397095022,-0.000390968382570132,0.18,0.04,0,0,0,0.14,0,0,0,5,22.7113867300485,0.412109650826833
"640",214,2012,0.0552,0.1339,0.0935,0.63,-0.0119460023647221,8.03,0.67,0.0616,1.3826e+10,9.7e+07,1.3107e+10,7.84e+08,0.749892891273699,0.00894873611702964,0,0,0,0,0,0,0,0,0,6,23.3498167144695,-0.462035459596559
"641",214,2013,0.0559,0.1355,0.0952,0.77,0.0086752807741804,8.24,0.61,0.0616,1.3988e+10,9.1e+07,1.142e+10,7.51e+08,0.84196614369281,0.023659248637768,0.07,0,0,0,0,0.02,0,0,1,6,23.3614656561475,-0.261364764134408
