Ticker;YearFinancialIndicator;GisSector;FichierSTCKP;CompanyGR2014;CompanyGR2015;CompanyGR2016;DebtRatio;NetMargin;ROA;PriceToBookRatio;ROE;PayoutRatio;RetentionRatio;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore 
ABC ;2012;Health Care;ABC_quarterly_financial_data.xls;amerisourcebergen;amerisourcebergen corporation;amerisourcebergen corp;0,68;0,15;0,09;3,95;0,23;0,44;0,56;2014;372;0,13;0,00;0,00;0,00;0,00;0,64;0,00;0,00;0,00
ABC ;2013;Health Care;ABC_quarterly_financial_data.xls;amerisourcebergen;amerisourcebergen corporation;amerisourcebergen corp;0,13;0,12;0,06;2,33;0,11;21,72;-20,72;2015;394;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
ABC ;2014;Health Care;ABC_quarterly_financial_data.xls;amerisourcebergen;amerisourcebergen corporation;amerisourcebergen corp;0,16;0,11;0,05;2,82;0,10;0,58;0,42;2016;361;0,20;0,00;0,06;0,00;0,00;0,14;0,00;0,00;0,00
ABC ;2015;Health Care;ABC_quarterly_financial_data.xls;amerisourcebergen;amerisourcebergen corporation;amerisourcebergen corp;0,28;0,22;0,10;3,03;0,20;0,32;0,68;;;;;;;;;;;
ABT ;2012;Health Care;ABT_quarterly_financial_data.xls;abbott laboratories;abbott laboratories;abbott laboratories;0,69;0,30;0,04;3,38;0,10;0,00;1,00;2014;242;0,29;0,12;0,08;0,15;0,35;0,19;0,10;0,00;0,05
ABT ;2013;Health Care;ABT_quarterly_financial_data.xls;abbott laboratories;abbott laboratories;abbott laboratories;1,30;0,07;0,04;4,74;0,12;0,00;1,00;2015;218;0,37;0,02;0,01;0,02;0,03;0,14;0,10;0,00;0,05
ABT ;2014;Health Care;ABT_quarterly_financial_data.xls;abbott laboratories;abbott laboratories;abbott laboratories;1,38;0,07;0,04;4,24;0,13;0,00;1,00;2016;187;0,38;0,01;0,01;0,01;0,05;0,14;0,10;0,00;0,05
ABT ;2015;Health Care;ABT_quarterly_financial_data.xls;abbott laboratories;abbott laboratories;abbott laboratories;1,29;0,08;0,05;4,48;0,14;0,00;1,00;;;;;;;;;;;
ACIW ;2012;Industrials;ACIW_quarterly_financial_data.xls;union pacific;union pacific corporation;union pacific corp;0,22;0,19;0,09;2,54;0,13;0,00;1,00;2014;160;0,39;0,20;0,43;0,40;0,02;0,67;0,00;0,05;0,05
ACIW ;2013;Industrials;ACIW_quarterly_financial_data.xls;union pacific;union pacific corporation;union pacific corp;0,22;0,07;0,03;3,78;0,04;0,00;1,00;2015;121;0,52;0,01;0,03;0,07;0,03;0,18;0,10;0,05;0,05
ACIW ;2014;Industrials;ACIW_quarterly_financial_data.xls;union pacific;union pacific corporation;union pacific corp;0,13;0,06;0,03;4,73;0,04;0,00;1,00;2016;81;0,57;0,05;0,04;0,09;0,01;0,18;0,10;0,05;0,05
ACIW ;2015;Industrials;ACIW_quarterly_financial_data.xls;union pacific;union pacific corporation;union pacific corp;0,27;0,13;0,06;5,90;0,09;0,00;1,00;;;;;;;;;;;
ADBE ;2012;Information Technology;ADBE_quarterly_financial_data.xls;adobe systems;adobe systems incorporated;adobe systems inc;0,19;0,24;0,12;2,95;0,16;0,53;0,47;2014;2;0,84;0,83;0,87;0,99;0,92;0,51;0,10;0,05;0,05
ADBE ;2013;Information Technology;ADBE_quarterly_financial_data.xls;adobe systems;adobe systems incorporated;adobe systems inc;0,18;0,26;0,11;3,18;0,15;0,61;0,39;2015;3;0,83;0,13;0,09;0,12;0,09;0,19;0,10;0,05;0,05
ADBE ;2014;Information Technology;ADBE_quarterly_financial_data.xls;adobe systems;adobe systems incorporated;adobe systems inc;0,18;0,22;0,09;3,00;0,13;0,72;0,28;2016;53;0,62;0,06;0,08;0,08;0,03;0,19;0,10;0,05;0,05
ADBE ;2015;Information Technology;ADBE_quarterly_financial_data.xls;adobe systems;adobe systems incorporated;adobe systems inc;0,10;0,20;0,10;3,55;0,14;0,70;0,30;;;;;;;;;;;
ADI ;2012;Information Technology;ADI_quarterly_financial_data.xls;analog devices;analog devices inc;analog devices inc;0,34;0,02;0,03;0,97;0,07;0,34;0,66;2014;50;0,56;0,55;0,48;0,59;0,30;0,86;0,00;0,05;0,05
ADI ;2013;Information Technology;ADI_quarterly_financial_data.xls;analog devices;analog devices inc;analog devices inc;0,27;0,01;0,03;1,35;0,07;0,37;0,63;2015;124;0,51;0,08;0,08;0,07;0,04;0,13;0,00;0,05;0,05
ADI ;2014;Information Technology;ADI_quarterly_financial_data.xls;analog devices;analog devices inc;analog devices inc;0,28;0,03;0,05;1,52;0,11;0,28;0,72;2016;100;0,53;0,09;0,09;0,07;0,05;0,13;0,00;0,05;0,05
ADI ;2015;Information Technology;ADI_quarterly_financial_data.xls;analog devices;analog devices inc;analog devices inc;0,32;0,03;0,05;1,35;0,10;0,37;0,63;;;;;;;;;;;
ADM ;2012;Consumer Staples;ADM_quarterly_financial_data.xls;archer-daniels-midland;archer-daniels-midland company;archer-daniels-midland co;0,36;0,13;0,04;4,40;0,22;0,56;0,44;2014;307;0,19;0,06;0,09;0,55;0,00;0,19;0,00;0,05;0,00
ADM ;2013;Consumer Staples;ADM_quarterly_financial_data.xls;archer-daniels-midland;archer-daniels-midland company;archer-daniels-midland co;0,27;0,12;0,04;5,98;0,22;0,61;0,39;2015;253;0,33;0,02;0,01;0,07;0,00;0,09;0,10;0,05;0,00
ADM ;2014;Consumer Staples;ADM_quarterly_financial_data.xls;archer-daniels-midland;archer-daniels-midland company;archer-daniels-midland co;0,28;0,12;0,04;6,49;0,23;3,89;-2,89;2016;240;0,32;0,01;0,02;0,06;0,00;0,09;0,10;0,05;0,00
ADM ;2015;Consumer Staples;ADM_quarterly_financial_data.xls;archer-daniels-midland;archer-daniels-midland company;archer-daniels-midland co;0,47;0,13;0,04;8,44;0,32;0,62;0,38;;;;;;;;;;;
ADP ;2012;Information Technology;ADP_quarterly_financial_data.xls;automatic data processing;automatic data processing inc;automatic data processing inc;3,88;0,12;0,04;14,39;0,23;0,00;1,00;2014;105;0,47;0,47;0,38;0,61;0,00;1,00;0,00;0,05;0,00
ADP ;2013;Information Technology;ADP_quarterly_financial_data.xls;automatic data processing;automatic data processing inc;automatic data processing inc;2,85;0,11;0,04;16,23;0,72;0,00;1,00;2015;282;0,28;0,00;0,07;0,00;0,00;0,16;0,00;0,05;0,00
ADP ;2014;Information Technology;ADP_quarterly_financial_data.xls;automatic data processing;automatic data processing inc;automatic data processing inc;1,67;0,10;0,03;14,39;0,38;0,00;1,00;2016;268;0,28;0,00;0,07;0,00;0,00;0,16;0,00;0,05;0,00
ADP ;2015;Information Technology;ADP_quarterly_financial_data.xls;automatic data processing;automatic data processing inc;automatic data processing inc;2,33;0,09;0,03;8,79;0,30;0,00;1,00;;;;;;;;;;;
ADS ;2012;Information Technology;ADS_quarterly_financial_data.xls;alliance data systems;alliance data systems corporation;alliance data systems corp;8,91;0,11;0,07;3,53;0,12;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ADS ;2013;Information Technology;ADS_quarterly_financial_data.xls;alliance data systems;alliance data systems corporation;alliance data systems corp;0,35;0,11;0,06;4,18;0,12;0,00;1,00;2015;311;0,24;0,00;0,08;0,00;0,00;0,16;0,00;0,00;0,00
ADS ;2014;Information Technology;ADS_quarterly_financial_data.xls;alliance data systems;alliance data systems corporation;alliance data systems corp;0,33;0,05;0,03;5,33;0,05;0,00;1,00;2016;343;0,21;0,00;0,05;0,00;0,00;0,16;0,00;0,00;0,00
ADS ;2015;Information Technology;ADS_quarterly_financial_data.xls;alliance data systems;alliance data systems corporation;alliance data systems corp;0,86;0,09;-0,05;5,82;-0,12;0,00;1,00;;;;;;;;;;;
ADSK ;2012;Information Technology;ADSK_quarterly_financial_data.xls;autodesk;autodesk inc;autodesk inc;1,05;0,13;-0,04;0,97;-0,14;0,00;1,00;2014;26;0,62;0,63;0,94;0,30;0,62;1,00;0,00;0,00;0,05
ADSK ;2013;Information Technology;ADSK_quarterly_financial_data.xls;autodesk;autodesk inc;autodesk inc;0,86;0,05;0,01;1,35;0,05;1,34;-0,34;2015;30;0,66;0,10;0,14;0,00;0,03;0,19;0,10;0,05;0,05
ADSK ;2014;Information Technology;ADSK_quarterly_financial_data.xls;autodesk;autodesk inc;autodesk inc;0,93;0,10;0,03;1,58;0,09;0,67;0,33;2016;22;0,71;0,14;0,14;0,00;0,05;0,19;0,10;0,05;0,05
ADSK ;2015;Information Technology;ADSK_quarterly_financial_data.xls;autodesk;autodesk inc;autodesk inc;1,06;0,10;0,03;1,52;0,09;0,64;0,36;;;;;;;;;;;
AEE ;2012;Utilities;AEE_quarterly_financial_data.xls;ameren;ameren corporation;ameren corp;1,02;0,08;0,02;1,36;0,08;0,72;0,28;2014;247;0,29;0,52;0,03;0,00;0,00;0,29;0,10;0,05;0,00
AEE ;2013;Utilities;AEE_quarterly_financial_data.xls;ameren;ameren corporation;ameren corp;1,05;0,10;0,03;1,41;0,09;0,64;0,36;2015;222;0,37;0,09;0,01;0,00;0,00;0,12;0,10;0,05;0,00
AEE ;2014;Utilities;AEE_quarterly_financial_data.xls;ameren;ameren corporation;ameren corp;0,96;0,10;0,03;1,67;0,10;0,61;0,39;2016;205;0,36;0,07;0,01;0,01;0,00;0,12;0,10;0,05;0,00
AEE ;2015;Utilities;AEE_quarterly_financial_data.xls;ameren;ameren corporation;ameren corp;0,99;0,12;0,03;1,56;0,12;0,52;0,48;;;;;;;;;;;
AEP ;2012;Utilities;AEP_quarterly_financial_data.xls;american electric power;american electric power company inc;american electric power co inc;1,02;0,05;0,04;1,33;0,16;0,14;0,86;2014;321;0,18;0,02;0,02;0,03;0,00;0,07;0,10;0,05;0,00
AEP ;2013;Utilities;AEP_quarterly_financial_data.xls;american electric power;american electric power company inc;american electric power co inc;0,56;0,04;0,04;1,75;0,15;0,15;0,85;2015;263;0,31;0,00;0,01;0,03;0,00;0,12;0,10;0,05;0,00
AEP ;2014;Utilities;AEP_quarterly_financial_data.xls;american electric power;american electric power company inc;american electric power co inc;0,54;0,04;0,04;1,94;0,14;0,15;0,85;2016;254;0,30;0,00;0,01;0,02;0,00;0,12;0,10;0,05;0,00
AEP ;2015;Utilities;AEP_quarterly_financial_data.xls;american electric power;american electric power company inc;american electric power co inc;0,49;0,04;0,04;2,36;0,15;0,15;0,85;;;;;;;;;;;
AET ;2012;Health Care;AET_quarterly_financial_data.xls;aetna;aetna inc;aetna inc;0,62;0,11;0,02;1,50;0,19;0,22;0,78;2014;145;0,41;0,65;0,74;0,00;0,00;0,74;0,00;0,05;0,00
AET ;2013;Health Care;AET_quarterly_financial_data.xls;aetna;aetna inc;aetna inc;0,56;0,13;0,03;2,06;0,22;0,21;0,79;2015;258;0,32;0,00;0,08;0,00;0,00;0,14;0,00;0,05;0,05
AET ;2014;Health Care;AET_quarterly_financial_data.xls;aetna;aetna inc;aetna inc;0,54;0,13;0,02;1,48;0,17;0,23;0,77;2016;64;0,60;0,13;0,12;0,11;0,00;0,14;0,00;0,05;0,05
AET ;2015;Health Care;AET_quarterly_financial_data.xls;aetna;aetna inc;aetna inc;0,49;0,12;0,02;1,53;0,14;0,27;0,73;;;;;;;;;;;
AFL ;2012;Financials;AFL_quarterly_financial_data.xls;aflac;aflac incorporated;aflac inc;0,27;0,11;0,02;1,60;0,19;0,22;0,78;2014;92;0,49;0,85;0,63;0,00;0,00;0,82;0,00;0,05;0,05
AFL ;2013;Financials;AFL_quarterly_financial_data.xls;aflac;aflac incorporated;aflac inc;0,34;0,13;0,03;2,10;0,21;0,21;0,79;2015;9;0,75;0,09;0,09;0,09;0,12;0,16;0,10;0,05;0,05
AFL ;2014;Financials;AFL_quarterly_financial_data.xls;aflac;aflac incorporated;aflac inc;0,29;0,13;0,02;1,50;0,18;0,23;0,77;2016;42;0,64;0,06;0,07;0,06;0,10;0,16;0,10;0,05;0,05
AFL ;2015;Financials;AFL_quarterly_financial_data.xls;aflac;aflac incorporated;aflac inc;0,28;0,12;0,02;1,50;0,14;0,27;0,73;;;;;;;;;;;
AGN ;2012;Health Care;AGN_quarterly_financial_data.xls;allergan;allergan inc;allergan inc;1,63;0,05;0,01;0,49;0,03;0,00;1,00;2014;1;0,85;0,72;0,85;0,61;0,82;1,00;0,10;0,05;0,05
AGN ;2013;Health Care;AGN_quarterly_financial_data.xls;allergan;allergan inc;allergan inc;0,89;0,13;0,02;0,74;0,09;0,03;0,97;2015;2;0,84;0,12;0,13;0,12;0,13;0,14;0,10;0,05;0,05
AGN ;2014;Health Care;AGN_quarterly_financial_data.xls;allergan;allergan inc;allergan inc;0,52;0,12;0,01;0,68;0,07;0,09;0,91;2016;13;0,74;0,14;0,13;0,13;0,00;0,14;0,10;0,05;0,05
AGN ;2015;Health Care;AGN_quarterly_financial_data.xls;allergan;allergan inc;allergan inc;0,56;0,04;0,00;0,76;0,02;0,45;0,55;;;;;;;;;;;
AIG ;2012;Financials;AIG_quarterly_financial_data.xls;american international group;american international group inc;american international group inc;0,49;0,15;0,08;2,98;0,09;0,00;1,00;2014;313;0,18;0,00;0,00;0,00;0,00;0,65;0,00;0,05;0,00
AIG ;2013;Financials;AIG_quarterly_financial_data.xls;american international group;american international group inc;american international group inc;0,41;0,19;0,10;3,43;0,12;0,00;1,00;2015;275;0,29;0,00;0,00;0,00;0,00;0,14;0,10;0,05;0,00
AIG ;2014;Financials;AIG_quarterly_financial_data.xls;american international group;american international group inc;american international group inc;0,21;0,17;0,09;3,66;0,12;0,00;1,00;2016;174;0,40;0,00;0,09;0,00;0,00;0,15;0,10;0,05;0,00
AIG ;2015;Financials;AIG_quarterly_financial_data.xls;american international group;american international group inc;american international group inc;0,20;0,15;0,08;3,66;0,11;0,00;1,00;;;;;;;;;;;
AKAM ;2012;Information Technology;AKAM_quarterly_financial_data.xls;akamai technologies;akamai technologies inc;akamai technologies inc;0,00;0,07;0,02;0,93;0,12;0,18;0,82;2014;164;0,39;0,03;0,12;0,00;0,68;0,82;0,00;0,05;0,05
AKAM ;2013;Information Technology;AKAM_quarterly_financial_data.xls;akamai technologies;akamai technologies inc;akamai technologies inc;0,00;0,07;0,02;1,19;0,11;0,20;0,80;2015;57;0,61;0,01;0,07;0,00;0,15;0,18;0,10;0,05;0,05
AKAM ;2014;Information Technology;AKAM_quarterly_financial_data.xls;akamai technologies;akamai technologies inc;akamai technologies inc;0,21;0,08;0,03;1,33;0,13;0,17;0,83;2016;58;0,62;0,05;0,04;0,00;0,15;0,18;0,10;0,05;0,05
AKAM ;2015;Information Technology;AKAM_quarterly_financial_data.xls;akamai technologies;akamai technologies inc;akamai technologies inc;0,20;0,06;0,02;1,26;0,11;0,23;0,77;;;;;;;;;;;
ALL ;2012;Financials;ALL_quarterly_financial_data.xls;allstate;the allstate corporation;allstate corp;0,05;0,22;0,11;10,67;0,15;0,00;1,00;2014;84;0,49;0,19;0,21;0,31;0,72;0,87;0,00;0,05;0,05
ALL ;2013;Financials;ALL_quarterly_financial_data.xls;allstate;the allstate corporation;allstate corp;0,03;0,16;0,09;9,77;0,11;0,00;1,00;2015;81;0,57;0,01;0,03;0,05;0,12;0,16;0,10;0,05;0,05
ALL ;2014;Financials;ALL_quarterly_financial_data.xls;allstate;the allstate corporation;allstate corp;0,25;0,29;0,17;11,38;0,22;0,00;1,00;2016;93;0,54;0,01;0,03;0,06;0,08;0,16;0,10;0,05;0,05
ALL ;2015;Financials;ALL_quarterly_financial_data.xls;allstate;the allstate corporation;allstate corp;0,40;0,06;0,01;4,70;0,02;0,00;1,00;;;;;;;;;;;
ALXN ;2012;Health Care;ALXN_quarterly_financial_data.xls;alexion pharmaceuticals;alexion pharmaceuticals inc;alexion pharmaceuticals inc;0,27;0,01;0,01;1,68;0,01;3,90;-2,90;2014;373;0,13;0,00;0,00;0,00;0,00;0,63;0,00;0,00;0,00
ALXN ;2013;Health Care;ALXN_quarterly_financial_data.xls;alexion pharmaceuticals;alexion pharmaceuticals inc;alexion pharmaceuticals inc;0,27;0,03;0,02;2,86;0,04;1,78;-0,78;2015;355;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
ALXN ;2014;Health Care;ALXN_quarterly_financial_data.xls;alexion pharmaceuticals;alexion pharmaceuticals inc;alexion pharmaceuticals inc;0,25;0,12;0,08;3,33;0,14;0,45;0,55;2016;314;0,23;0,00;0,06;0,00;0,00;0,17;0,00;0,00;0,00
ALXN ;2015;Health Care;ALXN_quarterly_financial_data.xls;alexion pharmaceuticals;alexion pharmaceuticals inc;alexion pharmaceuticals inc;0,44;0,14;0,10;2,41;0,17;0,35;0,65;;;;;;;;;;;
AMAT ;2012;Information Technology;AMAT_quarterly_financial_data.xls;applied materials;applied materials inc;applied materials inc;0,45;0,14;0,09;3,55;0,19;0,12;0,88;2014;17;0,67;0,61;0,65;0,72;0,32;0,89;0,10;0,05;0,00
AMAT ;2013;Information Technology;AMAT_quarterly_financial_data.xls;applied materials;applied materials inc;applied materials inc;0,36;0,14;0,10;4,02;0,18;0,11;0,89;2015;87;0,55;0,08;0,08;0,09;0,02;0,13;0,10;0,05;0,00
AMAT ;2014;Information Technology;AMAT_quarterly_financial_data.xls;applied materials;applied materials inc;applied materials inc;0,44;0,15;0,09;3,52;0,17;0,14;0,86;2016;65;0,60;0,10;0,10;0,09;0,03;0,13;0,10;0,05;0,00
AMAT ;2015;Information Technology;AMAT_quarterly_financial_data.xls;applied materials;applied materials inc;applied materials inc;0,48;0,15;0,09;3,87;0,18;0,15;0,85;;;;;;;;;;;
AME ;2012;Industrials;AME_quarterly_financial_data.xls;ametek;ametek inc;ametek inc;0,78;0,10;0,03;3,38;0,09;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
AME ;2013;Industrials;AME_quarterly_financial_data.xls;ametek;ametek inc;ametek inc;0,65;0,16;0,06;4,40;0,17;0,00;1,00;2015;401;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
AME ;2014;Industrials;AME_quarterly_financial_data.xls;ametek;ametek inc;ametek inc;0,72;0,18;0,06;3,70;0,18;0,00;1,00;2016;394;0,18;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00
AME ;2015;Industrials;AME_quarterly_financial_data.xls;ametek;ametek inc;ametek inc;0,67;0,21;0,07;3,80;0,19;0,00;1,00;;;;;;;;;;;
AMG ;2012;Financials;AMG_quarterly_financial_data.xls;affiliated managers group;affiliated managers group inc;affiliated managers group inc;1,26;0,25;0,08;3,36;0,23;0,25;0,75;2014;315;0,18;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00
AMG ;2013;Financials;AMG_quarterly_financial_data.xls;affiliated managers group;affiliated managers group inc;affiliated managers group inc;1,34;0,27;0,09;3,90;0,24;0,28;0,72;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
AMG ;2014;Financials;AMG_quarterly_financial_data.xls;affiliated managers group;affiliated managers group inc;affiliated managers group inc;1,34;0,26;0,07;4,54;0,21;0,36;0,64;2016;427;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
AMG ;2015;Financials;AMG_quarterly_financial_data.xls;affiliated managers group;affiliated managers group inc;affiliated managers group inc;1,04;0,32;0,10;4,11;0,25;0,34;0,66;;;;;;;;;;;
AMGN ;2012;Health Care;AMGN_quarterly_financial_data.xls;amgen;amgen inc;amgen inc;1,26;0,10;0,01;1,34;0,11;0,23;0,77;2014;58;0,54;0,64;0,51;0,52;0,43;0,60;0,00;0,05;0,05
AMGN ;2013;Health Care;AMGN_quarterly_financial_data.xls;amgen;amgen inc;amgen inc;1,34;0,12;0,01;2,39;0,16;0,30;0,70;2015;21;0,70;0,08;0,09;0,08;0,08;0,17;0,10;0,05;0,05
AMGN ;2014;Health Care;AMGN_quarterly_financial_data.xls;amgen;amgen inc;amgen inc;1,17;0,13;0,01;2,71;0,20;0,26;0,74;2016;49;0,63;0,06;0,07;0,06;0,07;0,17;0,10;0,05;0,05
AMGN ;2015;Health Care;AMGN_quarterly_financial_data.xls;amgen;amgen inc;amgen inc;1,04;0,13;0,01;2,51;0,20;0,29;0,71;;;;;;;;;;;
AMP ;2012;Financials;AMP_quarterly_financial_data.xls;ameriprise financial;ameriprise financial inc;ameriprise financial inc;0,81;0,10;0,01;1,40;0,11;0,31;0,69;2014;325;0,17;0,00;0,00;0,00;0,00;0,86;0,00;0,00;0,00
AMP ;2013;Financials;AMP_quarterly_financial_data.xls;ameriprise financial;ameriprise financial inc;ameriprise financial inc;1,03;0,12;0,01;2,70;0,15;0,29;0,71;2015;463;0,09;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00
AMP ;2014;Financials;AMP_quarterly_financial_data.xls;ameriprise financial;ameriprise financial inc;ameriprise financial inc;1,22;0,13;0,01;2,90;0,20;0,29;0,71;2016;414;0,17;0,00;0,07;0,00;0,00;0,10;0,00;0,00;0,00
AMP ;2015;Financials;AMP_quarterly_financial_data.xls;ameriprise financial;ameriprise financial inc;ameriprise financial inc;1,42;0,13;0,01;2,40;0,20;0,29;0,71;;;;;;;;;;;
AMT ;2012;Financials;AMT_quarterly_financial_data.xls;american tower;american tower corporation;american tower corp;2,43;0,22;0,05;8,24;0,18;0,56;0,44;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
AMT ;2013;Financials;AMT_quarterly_financial_data.xls;american tower;american tower corporation;american tower corp;4,08;0,16;0,03;8,55;0,15;0,79;0,21;2015;383;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00
AMT ;2014;Financials;AMT_quarterly_financial_data.xls;american tower;american tower corporation;american tower corp;3,47;0,20;0,04;9,29;0,20;0,68;0,32;2016;375;0,19;0,00;0,04;0,00;0,00;0,15;0,00;0,00;0,00
AMT ;2015;Financials;AMT_quarterly_financial_data.xls;american tower;american tower corporation;american tower corp;2,57;0,12;0,03;6,13;0,09;1,29;-0,29;;;;;;;;;;;
AMZN ;2012;Consumer Discretionary;AMZN_quarterly_financial_data.xls;amazoncom;amazoncom inc;amazoncom inc;0,47;0,00;0,00;14,44;-0,01;0,00;1,00;2014;434;0,01;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00
AMZN ;2013;Consumer Discretionary;AMZN_quarterly_financial_data.xls;amazoncom;amazoncom inc;amazoncom inc;0,47;0,00;0,01;17,69;0,03;0,00;1,00;2015;414;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
AMZN ;2014;Consumer Discretionary;AMZN_quarterly_financial_data.xls;amazoncom;amazoncom inc;amazoncom inc;1,05;0,00;-0,01;14,01;-0,02;0,00;1,00;2016;387;0,18;0,00;0,06;0,00;0,00;0,12;0,00;0,00;0,00
AMZN ;2015;Consumer Discretionary;AMZN_quarterly_financial_data.xls;amazoncom;amazoncom inc;amazoncom inc;0,93;0,01;0,01;22,67;0,05;0,00;1,00;;;;;;;;;;;
APA ;2012;Energy;APA_quarterly_financial_data.xls;apache;apache corporation;apache corp;0,38;0,11;0,03;1,09;0,07;0,13;0,87;2014;294;0,22;0,49;0,18;0,06;0,00;0,30;0,00;0,00;0,05
APA ;2013;Energy;APA_quarterly_financial_data.xls;apache;apache corporation;apache corp;0,30;0,14;0,04;1,08;0,07;0,14;0,86;2015;266;0,31;0,09;0,04;0,01;0,00;0,01;0,10;0,00;0,05
APA ;2014;Energy;APA_quarterly_financial_data.xls;apache;apache corporation;apache corp;0,45;-0,39;-0,08;0,91;-0,18;0,00;1,00;2016;353;0,20;0,00;0,04;0,00;0,00;0,01;0,10;0,00;0,05
APA ;2015;Energy;APA_quarterly_financial_data.xls;apache;apache corporation;apache corp;3,54;-3,63;-0,72;1,80;-1,62;0,00;1,00;;;;;;;;;;;
APC ;2012;Energy;APC_quarterly_financial_data.xls;anadarko petroleum;anadarko petroleum corporation;anadarko petroleum corp;0,64;0,18;0,04;1,75;0,12;0,08;0,92;2014;216;0,32;0,58;0,10;0,61;0,00;0,14;0,00;0,05;0,05
APC ;2013;Energy;APC_quarterly_financial_data.xls;anadarko petroleum;anadarko petroleum corporation;anadarko petroleum corp;0,60;0,05;0,01;1,94;0,04;0,34;0,66;2015;187;0,40;0,10;0,03;0,05;0,00;0,02;0,10;0,05;0,05
APC ;2014;Energy;APC_quarterly_financial_data.xls;anadarko petroleum;anadarko petroleum corporation;anadarko petroleum corp;0,77;-0,09;-0,03;2,13;-0,09;0,00;1,00;2016;285;0,26;0,00;0,04;0,00;0,00;0,01;0,10;0,05;0,05
APC ;2015;Energy;APC_quarterly_financial_data.xls;anadarko petroleum;anadarko petroleum corporation;anadarko petroleum corp;1,23;-0,77;-0,13;2,14;-0,45;0,00;1,00;;;;;;;;;;;
APD ;2012;Materials;APD_quarterly_financial_data.xls;air products & chemicals;air products and chemicals inc;air products & chemicals inc;0,81;0,12;0,07;2,68;0,19;0,45;0,55;2014;55;0,54;0,07;0,17;0,23;0,92;0,69;0,10;0,05;0,05
APD ;2013;Materials;APD_quarterly_financial_data.xls;air products & chemicals;air products and chemicals inc;air products & chemicals inc;0,69;0,10;0,06;3,24;0,15;0,59;0,41;2015;127;0,51;0,01;0,02;0,07;0,13;0,08;0,10;0,05;0,05
APD ;2014;Materials;APD_quarterly_financial_data.xls;air products & chemicals;air products and chemicals inc;air products & chemicals inc;0,65;0,10;0,06;3,88;0,14;0,64;0,36;2016;110;0,51;0,01;0,02;0,08;0,12;0,08;0,10;0,05;0,05
APD ;2015;Materials;APD_quarterly_financial_data.xls;air products & chemicals;air products and chemicals inc;air products & chemicals inc;0,53;0,14;0,08;4,02;0,18;0,53;0,47;;;;;;;;;;;
