"","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","Industry","FirmSize","LogTobinsQ"
"1",0.119051303503565,1.07,-0.0667397739391908,-5.21948210554268,-59.3552864043616,-7808.97348066394,0.72,0.54,0.57,0.79,0.71,0,1,1,0.665315133759792,0.484023394487035,252741112440.366,1.00869990729994,0.0402619842881623,2013,1,5,23.8077570061962,0.0676586484738149
"2",0.127377075936342,1.03,-0.0804694332622357,-13.8313784262448,72.57721131951,12808.7015294615,0.11,0,0.08,0.04,0.52,0,1,1,-3.54420521057268,0.340264285818041,-548492276675.199,0.314711639070007,-0.042838934246975,2014,1,5,23.080404136955,0.0295588022415444
"3",0.0783536043313038,1.54,-0.515250577298246,-28.6205429994356,86.1381653877986,-16141.2042278926,0.11,0.01,0.09,0.06,0.55,0,1,1,-3.07324610056321,-0.424639686662754,-51966849321.2097,1.68092636605572,0.0388677431258822,2015,1,5,23.8444184576051,0.431782416425538
"4",-0.0616,0.36,0.35182237203637,21.437302834262,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,3.26671442652679,0.627717429893536,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,6,24.4675326931399,-1.02165124753198
"5",0.0653,-2.0332757046432,0.9952,5.93,-189.582875237812,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,6,24.5022373345869,-0.933168757761879
"6",0.1587,1.84777518366011,0.471023287754353,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,6,24.6030755200099,1.16597859966425
"7",0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,1,22.4397222098879,0.350656871613169
"8",0.118163906791835,1.53,0.80837799965548,21.4104565403078,-10.3600746580634,23309.3127596285,0,0,0,0,0.1,0,0,0,5.2180922311173,0.895528187565114,122914235951.434,1.94587936650084,0.081231116123042,2014,3,1,24.1263616028536,0.425267735404344
"9",0.0425064733606811,1.63,0.902283695542286,36.4979730224953,53.4628106907458,281.279696666041,0.06,0,0,0,0.16,0,0,0,3.99202277276759,-0.308897358866994,471850584883.577,0.100695664640629,-0.0755768442571862,2015,3,1,23.8811341790194,0.488580014818671
"10",0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,7,26.1401836827305,0.779324876800998
