"";"Year";"Ticker";"RD"
"823";2016;"AMGN";9e+08
"824";2015;"AMGN";9,64e+08
"825";2013;"ITT";16400000
"826";2016;"WAT";32580000
"827";2014;"RTN";1,24e+08
"828";2015;"EXPE";186520000
"829";2016;"ALXN";1,8e+08
"830";2015;"ALXN";131690000
"831";2015;"BMRN";157900000
"832";2015;"APD";33400000
"833";2014;"BMRN";107700000
"834";2014;"APD";33800000
"835";2012;"ALXN";59640000
"836";2015;"SYK";1,54e+08
"837";2014;"SYK";1,58e+08
"838";2012;"MSFT";2,594e+09
"839";2013;"VMW";2,61e+08
"840";2013;"NEM";4,6e+07
"841";2013;"ZBH";54900000
"842";2012;"NEM";8,2e+07
"843";2015;"BAX";1,51e+08
"844";2012;"ZBH";57200000
"845";2014;"CMI";1,79e+08
"846";2014;"BAX";3,22e+08
"847";2013;"CMI";1,77e+08
"848";2013;"BAX";2,73e+08
"849";2016;"ISRG";54700000
"850";2013;"LRCX";180220000
"851";2015;"ISRG";49400000
"852";2014;"ISRG";40200000
"853";2013;"ISRG";41200000
"854";2015;"ATVI";1,49e+08
"855";2015;"MSI";1,56e+08
"856";2014;"ATVI";1,12e+08
"857";2014;"MSI";1,76e+08
"858";2013;"ATVI";1,23e+08
"859";2012;"ATVI";1,45e+08
"860";2012;"MSI";2,69e+08
"861";2014;"NFLX";115180000
"862";2015;"QCOM";1,407e+09
"863";2014;"JNPR";255500000
"864";2014;"QCOM";1,429e+09
"865";2013;"JNPR";257700000
"866";2016;"UTX";5,88e+08
"867";2015;"UTX";5,58e+08
"868";2014;"UTX";6,66e+08
"869";2013;"LVS";6002000
"870";2013;"UTX";6,31e+08
"871";2013;"ABT";3,63e+08
"872";2012;"LVS";6797000
"873";2012;"UTX";5,25e+08
"874";2012;"SLB";2,87e+08
"875";2012;"TSLA";74850000
"876";2016;"EXPE";317920000
"877";2013;"RTN";1,25e+08
"878";2012;"RTN";1,94e+08
"879";2016;"PCAR";60800000
"880";2016;"VMW";2,89e+08
"881";2013;"BMRN";85660000
"882";2013;"APD";33500000
"883";2015;"VMW";3,22e+08
"884";2012;"BMRN";77810000
"885";2012;"APD";32500000
"886";2014;"VMW";3,17e+08
"887";2013;"LYB";3,5e+07
"888";2015;"AGN";349700000
"889";2012;"LYB";3,7e+07
"890";2016;"CMI";1,55e+08
"891";2014;"AGN";1,58e+08
"892";2016;"GLW";1,92e+08
"893";2015;"CMI";1,66e+08
"894";2013;"JNJ";1,946e+09
"895";2016;"SIRI";18890000
"896";2016;"MXIM";113490000
"897";2016;"PFE";1,748e+09
"898";2015;"SIRI";16090000
"899";2015;"MXIM";121550000
"900";2014;"SIRI";15630000
"901";2013;"GLW";1,79e+08
"902";2014;"MXIM";143800000
"903";2012;"TXN";4,8e+08
"904";2016;"MSI";1,38e+08
"905";2016;"WDC";4,94e+08
"906";2012;"MCHP";48830000
"907";2014;"ABBV";8,5e+08
"908";2013;"ABBV";7,79e+08
"909";2012;"WDC";4,06e+08
"910";2014;"AKAM";32050000
"911";2012;"INTC";2,513e+09
"912";2012;"EMN";4,3e+07
"913";2016;"ABT";3,48e+08
"914";2015;"ABT";3,45e+08
"915";2014;"ABT";3,1e+08
"916";2014;"IBM";1,361e+09
"917";2015;"ITT";18900000
"918";2014;"XRX";1,43e+08
"919";2014;"ITT";18600000
"920";2013;"XRX";1,49e+08
"921";2012;"XRX";1,61e+08
"922";2013;"CLX";3,5e+07
"923";2012;"WAT";23940000
"924";2015;"PCAR";59300000
"925";2015;"MSFT";3,094e+09
"926";2016;"NEM";4,4e+07
"927";2012;"REGN";147370000
"928";2015;"ILMN";96180000
"929";2016;"ZBH";88600000
"930";2015;"NEM";3,3e+07
"931";2014;"ILMN";82980000
"932";2015;"ZBH";51300000
"933";2015;"ABBV";1,004e+09
"934";2013;"ILMN";67610000
"935";2012;"ILMN";71220000
"936";2015;"CERN";138450000
"937";2015;"LRCX";221680000
"938";2016;"CE";1,9e+07
"939";2016;"ATVI";2,49e+08
"940";2016;"ABBV";1,194e+09
"941";2014;"CE";2,4e+07
"942";2012;"CAT";6,32e+08
"943";2014;"PPG";1,26e+08
"944";2012;"BEN";44100000
"945";2014;"AMGN";1,018e+09
"946";2015;"WAT";30560000
"947";2016;"WY";4e+06
"948";2014;"WAT";26980000
"949";2013;"EMN";5,1e+07
"950";2013;"NFLX";93130000
"951";2016;"IBM";1,465e+09
"952";2016;"MSFT";3,146e+09
"953";2015;"SLB";2,79e+08
"954";2015;"IBM";1,3e+09
"955";2013;"PCAR";61800000
"956";2014;"SLB";3,09e+08
"957";2016;"PPG";1,15e+08
"958";2013;"SLB";2,93e+08
"959";2013;"MSFT";2,783e+09
"960";2016;"RTN";1,81e+08
"962";2015;"PX";2,3e+07
"963";2016;"KLAC";127450000
"964";2014;"PX";2,4e+07
"965";2015;"WY";5e+06
"966";2013;"WAT";24650000
"967";2014;"WY";7e+06
"968";2015;"BEN";58300000
"969";2014;"LRCX";185450000
"970";2015;"KLAC";128840000
"971";2014;"ALXN";92550000
"972";2014;"KLAC";138450000
"973";2016;"BEN";50500000
"974";2013;"ALXN";68560000
"975";2013;"KLAC";127690000
"976";2013;"PPG";1,18e+08
"977";2014;"MSFT";3,123e+09
"978";2012;"KLAC";118710000
"979";2014;"BEN";54300000
"980";2015;"PPG";1,23e+08
"981";2012;"IBM";1,587e+09
"982";2014;"TMO";183700000
"983";2013;"TMO";96700000
"984";2016;"XLNX";136120000
"985";2012;"PPG";1,13e+08
"986";2013;"AMGN";9,67e+08
"987";2013;"PX";2,4e+07
"988";2012;"GLW";1,85e+08
"989";2013;"NOW";17950000
"990";2012;"PX";2,5e+07
"991";2012;"MXIM";134010000
"992";2015;"XLNX";126650000
"993";2014;"XLNX";122010000
"994";2012;"EXPE";116030000
"995";2012;"AMGN";8,26e+08
"996";2013;"XLNX";111540000
"997";2015;"CE";5,9e+07
"998";2015;"TMO";174600000
"999";2016;"TMO";182400000
"1000";2012;"TMO";94200000
"1001";2016;"SLB";2,57e+08
"1002";2014;"NOW";35440000
"1003";2012;"ABBV";7,52e+08
"1004";2012;"AGN";79700000
"1005";2012;"NOW";9272000
"1006";2013;"IBM";1,548e+09
"1007";2014;"PCAR";49900000
"1008";2013;"AGN";136300000
"1009";2012;"XLNX";121450000
"1010";2012;"JNJ";2,195e+09
"1011";2012;"WY";8e+06
"1012";2015;"NOW";53280000
"1013";2013;"WY";8e+06
"1014";2016;"LRCX";237260000
"1015";2013;"EXPE";140680000
"1016";2013;"MXIM";132010000
"1017";2016;"NOW";70360000
"1018";2014;"MRK";1,574e+09
"1019";2016;"SYMC";1,77e+08
"1020";2016;"GILD";1,265e+09
"1021";2016;"CTXS";102230000
"1022";2016;"MCHP";95640000
"1023";2014;"SYMC";-4e+07
"1024";2013;"MCHP";70440000
"1025";2015;"SYMC";2,08e+08
"1026";2013;"MSI";2,62e+08
"1027";2014;"INTC";2,846e+09
"1028";2012;"MSI";2,54e+08
"1029";2015;"MRK";1,737e+09
"1030";2016;"EMN";5,4e+07
"1031";2016;"INTC";3,246e+09
"1032";2013;"ITT";16400000
"1033";2015;"INTC";2,995e+09
"1034";2012;"ITT";16100000
"1035";2016;"LVS";2e+06
"1036";2014;"GILD";5,95e+08
"1037";2016;"AAPL";2,511e+09
"1038";2015;"LVS";1533000
"1039";2013;"TSLA";54860000
"1040";2014;"MSI";1,74e+08
"1041";2015;"GILD";6,96e+08
"1042";2012;"MRK";1,862e+09
"1043";2014;"MCHP";77360000
"1044";2014;"ITT";17700000
"1045";2013;"MRK";1,907e+09
"1046";2015;"EMN";5,6e+07
"1047";2014;"AMZN";1,991e+09
"1048";2013;"VRTX";218100000
"1049";2014;"EMN";5,3e+07
"1050";2016;"AMZN";3,526e+09
"1051";2016;"JNPR";2,51e+08
"1052";2012;"VRTX";196370000
"1053";2013;"CTXS";130490000
"1054";2016;"BAX";1,36e+08
"1055";2012;"AKAM";17480000
"1056";2013;"AMZN";1,383e+09
"1057";2014;"LVS";1692000
"1058";2016;"MRK";1,659e+09
"1059";2016;"BMY";1,136e+09
"1060";2016;"CELG";7,33e+08
"1061";2013;"DHR";296400000
"1062";2016;"BA";9,17e+08
"1063";2012;"TSLA";68390000
"1064";2016;"AKAM";40840000
"1065";2016;"WY";5e+06
"1066";2013;"BIIB";284340000
"1067";2015;"AMZN";2,754e+09
"1068";2012;"DHR";270100000
"1069";2014;"BAX";3,09e+08
"1070";2012;"AMZN";9,45e+08
"1071";2015;"MCHP";87660000
"1072";2014;"AAPL";1,422e+09
"1073";2015;"ITT";18300000
"1074";2013;"AAPL";1,119e+09
"1075";2014;"LYB";3,2e+07
"1076";2012;"BMRN";73830000
"1077";2012;"AAPL";8,41e+08
"1078";2013;"EBAY";4,34e+08
"1079";2013;"SYK";1,29e+08
"1080";2012;"EBAY";3,74e+08
"1081";2016;"CERN";133530000
"1082";2015;"CTXS";144640000
"1083";2015;"BAX";1,43e+08
"1084";2012;"BIIB";355960000
"1085";2014;"GLW";1,98e+08
"1086";2016;"ITT";19200000
"1087";2012;"CA";1,25e+08
"1088";2016;"ACIW";43600000
"1089";2015;"LYB";2,6e+07
"1090";2015;"BMY";1,016e+09
"1091";2016;"MSI";1,35e+08
"1092";2014;"BMY";9,46e+08
"1093";2015;"MSI";1,59e+08
"1094";2015;"BIIB";460500000
"1095";2012;"MCHP";47710000
"1096";2016;"NFLX";203510000
"1097";2014;"BIIB";528880000
"1098";2015;"NFLX";143110000
"1099";2013;"INTC";2,527e+09
"1100";2012;"INTC";2,401e+09
"1101";2013;"AKAM";21900000
"1102";2016;"BDX";1,82e+08
"1103";2013;"QCOM";1,214e+09
"1104";2015;"BDX";1,29e+08
"1105";2013;"CA";1,15e+08
"1106";2012;"QCOM";9,54e+08
"1107";2014;"CAT";5,08e+08
"1108";2012;"AVB";239000
"1109";2012;"BDX";116750000
"1110";2016;"AMGN";8,72e+08
"1111";2015;"AMGN";8,94e+08
"1112";2015;"BA";7,69e+08
"1113";2014;"BA";8,09e+08
"1114";2015;"AKAM";35830000
"1115";2013;"GILD";497630000
"1116";2014;"AKAM";28230000
"1117";2012;"GILD";458210000
"1118";2012;"CTXS";103620000
"1119";2016;"BMRN";158790000
"1120";2015;"REGN";343110000
"1121";2015;"AAPL";1,918e+09
"1122";2014;"BDX";1,47e+08
"1123";2016;"LYB";2,4e+07
"1124";2016;"BEN";49600000
"1125";2016;"EBAY";2,39e+08
"1126";2013;"REGN";180300000
"1127";2013;"BMRN";83740000
"1128";2015;"EBAY";2,21e+08
"1129";2012;"REGN";138860000
"1130";2014;"EBAY";4,8e+08
"1131";2013;"BEN";44800000
"1132";2012;"SYK";1,12e+08
"1133";2016;"EXPE";291550000
"1134";2014;"CTXS";133620000
"1135";2015;"CA";1,6e+08
"1136";2013;"BAX";2,46e+08
"1137";2014;"CA";1,56e+08
"1138";2012;"BAX";2,69e+08
"1139";2014;"REGN";287380000
"1140";2016;"FB";1,343e+09
"1141";2016;"TRIP";6,1e+07
"1142";2014;"VRTX";238620000
"1143";2015;"FB";1,062e+09
"1144";2015;"TRIP";4,9e+07
"1145";2014;"FB";4,55e+08
"1146";2014;"TRIP";3,8e+07
"1147";2016;"QCOM";1,301e+09
"1148";2013;"FB";2,93e+08
"1149";2013;"TRIP";2,9e+07
"1150";2015;"QCOM";1,375e+09
"1151";2012;"FB";1,53e+08
"1152";2012;"TRIP";17840000
"1153";2014;"QCOM";1,356e+09
"1154";2016;"CAT";5,08e+08
"1155";2015;"CAT";5,24e+08
"1156";2016;"TSLA";182480000
"1157";2013;"BDX";1,22e+08
"1158";2013;"LVS";5351000
"1159";2013;"CAT";5,62e+08
"1160";2012;"LVS";1198000
"1161";2012;"CAT";5,87e+08
"1162";2016;"RTN";1,99e+08
"1163";2015;"RTN";1,42e+08
"1164";2014;"RTN";1,11e+08
"1165";2013;"RTN";1,07e+08
"1166";2012;"RTN";1,68e+08
"1167";2016;"APD";18200000
"1168";2015;"BMRN";142070000
"1169";2014;"BMRN";86170000
"1170";2012;"ALXN";45410000
"1171";2015;"BEN";49900000
"1172";2014;"BEN";5,1e+07
"1173";2016;"JNJ";2,013e+09
"1174";2015;"JNJ";1,899e+09
"1175";2014;"JNJ";1,849e+09
"1176";2016;"GLW";1,9e+08
"1177";2015;"CERN";127270000
"1178";2016;"CA";1,4e+08
"1179";2015;"GLW";1,89e+08
"1180";2014;"CERN";91540000
"1181";2015;"LRCX";217860000
"1182";2013;"CERN";81060000
"1183";2014;"LRCX";185980000
"1184";2013;"GLW";1,78e+08
"1185";2012;"CERN";71140000
"1186";2013;"SIRI";14840000
"1187";2012;"SIRI";12690000
"1188";2016;"ATVI";1,75e+08
"1189";2016;"VRTX";255860000
"1190";2015;"VRTX";215600000
"1191";2016;"BIIB";437300000
"1192";2014;"ATVI";1,43e+08
"1193";2013;"CE";2,6e+07
"1194";2015;"WDC";4,02e+08
"1195";2013;"BMY";9,3e+08
"1196";2012;"CE";2,5e+07
"1197";2014;"WDC";4,18e+08
"1198";2012;"BMY";9,09e+08
"1199";2013;"WDC";3,96e+08
"1200";2015;"JNPR";248700000
"1201";2012;"WDC";2,65e+08
"1202";2014;"JNPR";2,64e+08
"1203";2016;"DHR";226100000
"1204";2015;"DHR";299400000
"1205";2016;"PPG";1,16e+08
"1206";2014;"DHR";313400000
"1207";2015;"PPG";1,19e+08
"1208";2014;"PPG";1,2e+08
"1209";2016;"CLX";3,5e+07
"1210";2016;"BSX";2,1e+08
"1211";2015;"CELG";5,06e+08
"1212";2013;"PPG";1,09e+08
"1213";2015;"CLX";3,4e+07
"1214";2015;"BSX";1,92e+08
"1215";2014;"CELG";713700000
"1216";2012;"PPG";1,1e+08
"1217";2014;"BSX";1,91e+08
"1218";2013;"BSX";2,04e+08
"1219";2012;"MMM";4,11e+08
"1220";2012;"BA";8,35e+08
"1221";2012;"BSX";2,15e+08
"1222";2016;"ALXN";1,76e+08
"1223";2015;"ALXN";221080000
"1224";2014;"APD";33200000
"1225";2016;"SYK";1,59e+08
"1226";2013;"APD";32300000
"1227";2015;"ACIW";37090000
"1228";2012;"APD";29800000
"1229";2014;"ACIW";37460000
"1230";2014;"NEM";4,2e+07
"1231";2013;"ACIW";37150000
"1232";2015;"PX";2,4e+07
"1233";2013;"NEM";5,2e+07
"1234";2012;"ACIW";30930000
"1235";2016;"CMI";1,66e+08
"1236";2012;"NEM";1,02e+08
"1237";2016;"SIRI";19440000
"1238";2015;"CMI";1,95e+08
"1239";2015;"SIRI";14960000
"1240";2014;"CMI";1,9e+08
"1241";2014;"SIRI";15910000
"1242";2013;"CMI";1,82e+08
"1243";2012;"CMI";1,81e+08
"1244";2015;"ATVI";1,45e+08
"1245";2016;"WDC";3,59e+08
"1246";2014;"ABBV";7,72e+08
"1247";2013;"ATVI";1,25e+08
"1248";2013;"ABBV";6,34e+08
"1249";2012;"ATVI";1,14e+08
"1250";2014;"NFLX";110310000
"1251";2013;"EMN";4,9e+07
"1252";2013;"NFLX";91980000
"1253";2012;"EMN";4,1e+07
"1254";2016;"LLY";1,221e+09
"1255";2012;"NFLX";82800000
"1256";2015;"LLY";1,295e+09
"1257";2014;"LLY";1,109e+09
"1258";2013;"LLY";1,348e+09
"1259";2012;"LLY";1,152e+09
"1260";2014;"AMGN";1,027e+09
"1261";2014;"CLX";2,8e+07
"1262";2013;"AMGN";8,78e+08
"1263";2013;"BA";7,05e+08
"1264";2012;"AMGN";7,36e+08
"1265";2015;"EXPE";190460000
"1266";2014;"EXPE";162980000
"1267";2016;"REGN";470110000
"1268";2013;"EXPE";138280000
"1269";2015;"APD";35800000
"1270";2016;"MSFT";2,98e+09
"1271";2013;"ALXN";74540000
"1272";2016;"TMO";176500000
"1273";2015;"MSFT";2,984e+09
"1274";2014;"MSFT";2,743e+09
"1275";2013;"MSFT";2,64e+09
"1276";2016;"PX";2,3e+07
"1277";2012;"MSFT";2,517e+09
"1278";2012;"BEN";43300000
"1279";2014;"PX";2,3e+07
"1280";2013;"PX";2,4e+07
"1281";2016;"LRCX";221490000
"1282";2012;"PX";2,4e+07
"1283";2016;"ISRG";53200000
"1284";2013;"LRCX";174210000
"1285";2012;"LRCX";113450000
"1286";2016;"CE";1,9e+07
"1287";2015;"CE";2e+07
"1288";2014;"CE";2,2e+07
"1289";2012;"ABBV";7,92e+08
"1290";2013;"SYMC";2,81e+08
"1291";2012;"SYMC";2,41e+08
"1292";2016;"SLB";2,4e+08
"1293";2016;"IBM";1,458e+09
"1294";2016;"MYL";253600000
"1295";2015;"SLB";2,67e+08
"1296";2015;"IBM";1,298e+09
"1297";2015;"MYL";169900000
"1298";2014;"SLB";2,84e+08
"1299";2015;"TSLA";167150000
"1300";2014;"TSLA";81540000
"1301";2016;"MMM";4,5e+08
"1302";2012;"IBM";1,601e+09
"1303";2012;"MYL";80960000
"1304";2015;"MMM";4,63e+08
"1305";2014;"MMM";4,52e+08
"1306";2013;"CELG";452400000
"1307";2015;"WY";5e+06
"1308";2012;"CELG";3,62e+08
"1309";2014;"WY";7e+06
"1310";2016;"PCAR";59600000
"1311";2013;"WY";7e+06
"1312";2015;"PCAR";56200000
"1313";2014;"ALXN";191460000
"1314";2014;"PCAR";52700000
"1315";2013;"PCAR";72100000
"1316";2012;"PCAR";72300000
"1317";2016;"AGN";403100000
"1318";2013;"LYB";3,6e+07
"1319";2015;"AGN";317700000
"1320";2012;"LYB";3,9e+07
"1321";2014;"AGN";171500000
"1322";2016;"TXN";3,22e+08
"1323";2016;"MXIM";119180000
"1324";2015;"TXN";3,38e+08
"1325";2015;"MXIM";123910000
"1326";2014;"TXN";3,66e+08
"1327";2014;"MXIM";141490000
"1328";2013;"TXN";4,19e+08
"1329";2015;"ISRG";44400000
"1330";2012;"GLW";1,84e+08
"1331";2013;"MXIM";134140000
"1332";2012;"TXN";5,09e+08
"1333";2014;"ISRG";4,3e+07
"1334";2012;"MXIM";136080000
"1335";2013;"ISRG";41600000
"1336";2016;"ABBV";9,56e+08
"1337";2012;"ISRG";38400000
"1338";2015;"ABBV";9,38e+08
"1339";2013;"XRX";1,54e+08
"1340";2016;"WAT";29440000
"1341";2015;"WAT";28950000
"1342";2013;"JNPR";262200000
"1343";2016;"UTX";5,41e+08
"1344";2016;"ABT";3,79e+08
"1345";2012;"JNPR";269600000
"1346";2015;"UTX";5,64e+08
"1347";2015;"ABT";3,13e+08
"1348";2016;"XRX";1,26e+08
"1349";2014;"IBM";1,402e+09
"1350";2014;"MYL";1,18e+08
"1351";2013;"SLB";2,92e+08
"1352";2013;"IBM";1,644e+09
"1353";2013;"MYL";126500000
"1354";2012;"SLB";2,75e+08
"1355";2012;"UTX";5,44e+08
"1356";2012;"ABT";363710000
"1357";2014;"ILMN";77040000
"1358";2015;"ZBH";48300000
"1359";2013;"VMW";2,71e+08
"1360";2013;"ILMN";61450000
"1361";2014;"ZBH";47400000
"1362";2012;"VMW";222390000
"1363";2012;"ILMN";48840000
"1364";2013;"MMM";4,3e+08
"1365";2012;"WY";7e+06
"1366";2016;"VMW";3,56e+08
"1367";2016;"ILMN";1,24e+08
"1368";2016;"NEM";2,7e+07
"1369";2015;"SYK";1,52e+08
"1370";2015;"ILMN";91770000
"1371";2015;"NEM";2,8e+07
"1372";2014;"SYK";1,5e+08
"1373";2013;"TMO";98200000
"1374";2012;"XRX";1,73e+08
"1375";2013;"ZBH";53500000
"1376";2012;"ZBH";59600000
"1377";2012;"XLNX";115240000
"1378";2014;"TMO";149700000
"1379";2016;"ZBH";85700000
"1380";2014;"VMW";2,93e+08
"1381";2013;"WAT";25310000
"1382";2012;"TMO";91700000
"1383";2014;"WAT";24750000
"1384";2016;"NOW";65920000
"1385";2015;"NOW";49850000
"1386";2012;"WAT";23350000
"1387";2014;"NOW";31110000
"1388";2012;"EXPE";108910000
"1389";2013;"NOW";16040000
"1390";2014;"UTX";6,24e+08
"1391";2014;"ABT";3,69e+08
"1392";2015;"XRX";1,41e+08
"1393";2013;"UTX";6,1e+08
"1394";2013;"ABT";3,46e+08
"1395";2014;"XRX";1,45e+08
"1396";2012;"EXR";609000
"1397";2014;"PFE";1,623e+09
"1398";2014;"XLNX";127810000
"1399";2013;"CLX";3,4e+07
"1400";2012;"NOW";6043000
"1401";2015;"PFE";1,885e+09
"1402";2015;"XLNX";131940000
"1403";2012;"CLX";3e+07
"1404";2015;"TMO";165800000
"1405";2015;"KLAC";124580000
"1406";2013;"AGN";132100000
"1407";2014;"KLAC";134160000
"1408";2013;"PFE";1,71e+09
"1409";2013;"XLNX";111130000
"1410";2016;"KLAC";115590000
"1411";2015;"VMW";3,05e+08
"1412";2012;"AGN";88500000
"1413";2013;"JNJ";1,848e+09
"1414";2012;"JNJ";1,645e+09
"1415";2012;"PFE";2,062e+09
"1416";2016;"XLNX";135640000
"1417";2016;"PFE";1,731e+09
"1418";2013;"KLAC";118790000
"1419";2012;"KLAC";110100000
"1420";2012;"RHT";59880000
"1421";2016;"ORCL";1,534e+09
"1422";2013;"RHT";73800000
"1423";2016;"ADBE";232480000
"1424";2012;"ADBE";180900000
"1425";2015;"ADBE";208050000
"1426";2016;"RHT";115020000
"1427";2014;"ADBE";209090000
"1428";2016;"MU";3,82e+08
"1429";2013;"ADBE";203100000
"1430";2015;"RHT";97430000
"1431";2014;"RHT";89940000
"1432";2015;"MU";4,06e+08
"1433";2015;"ORCL";1,436e+09
"1434";2015;"MON";3,74e+08
"1435";2014;"MU";3,49e+08
"1436";2014;"ORCL";1,348e+09
"1437";2014;"MON";4,27e+08
"1438";2013;"ORCL";1,264e+09
"1439";2013;"MON";3,92e+08
"1440";2016;"MON";3,87e+08
"1441";2012;"ORCL";1,226e+09
"1442";2012;"MON";3,75e+08
"1443";2013;"MU";2,26e+08
"1444";2012;"MU";2,31e+08
"1445";2016;"ORCL";1,51e+09
"1446";2015;"ADBE";220510000
"1447";2014;"ADBE";213690000
"1448";2016;"MU";4,7e+08
"1449";2012;"RHT";68660000
"1450";2012;"ADBE";195050000
"1451";2013;"ORCL";1,273e+09
"1452";2013;"ADBE";205200000
"1453";2014;"ORCL";1,389e+09
"1454";2015;"MU";4,21e+08
"1455";2015;"ORCL";1,444e+09
"1456";2016;"ADBE";257850000
"1457";2013;"RHT";82520000
"1458";2016;"RHT";122470000
"1459";2013;"MU";3,2e+08
"1460";2016;"MON";3,7e+08
"1461";2012;"ORCL";1,199e+09
"1462";2012;"MON";3,46e+08
"1463";2014;"MU";3,76e+08
"1464";2015;"RHT";104910000
"1465";2015;"MON";3,64e+08
"1466";2012;"MU";2,24e+08
"1467";2014;"RHT";90610000
"1468";2014;"MON";4,12e+08
"1469";2013;"MON";4,09e+08
"1470";2016;"A";8,4e+07
"1471";2015;"WDAY";124020000
"1472";2014;"A";9,7e+07
"1473";2012;"CPB";2,7e+07
"1474";2012;"A";1,78e+08
"1475";2015;"A";8,2e+07
"1476";2015;"DE";4,04e+08
"1477";2014;"WDAY";85270000
"1478";2013;"A";-1,94e+08
"1479";2012;"WDAY";28080000
"1480";2015;"CRM";239210000
"1481";2014;"CRM";195460000
"1482";2016;"CSCO";1,545e+09
"1483";2013;"AMAT";3,38e+08
"1484";2016;"CRM";311460000
"1485";2015;"CSCO";1,56e+09
"1486";2012;"AMAT";3,04e+08
"1487";2012;"CRM";114070000
"1488";2014;"CSCO";1,583e+09
"1489";2016;"INTU";2,46e+08
"1490";2016;"ADI";172930000
"1491";2013;"CRM";170690000
"1492";2015;"INTU";2,13e+08
"1493";2016;"ADSK";192600000
"1494";2014;"INTU";1,89e+08
"1495";2016;"CPB";2,7e+07
"1496";2015;"CPB";3,2e+07
"1497";2014;"DE";412100000
"1498";2013;"WDAY";49350000
"1499";2014;"CPB";2,8e+07
"1500";2013;"DE";405200000
"1501";2012;"INTU";1,68e+08
"1502";2013;"CPB";3,1e+07
"1503";2012;"DE";401300000
"1504";2015;"ADSK";197900000
"1505";2014;"ADSK";183900000
"1506";2012;"CSCO";1,431e+09
"1507";2013;"ADSK";1,49e+08
"1508";2016;"DE";3,86e+08
"1509";2012;"ADSK";1,53e+08
"1510";2013;"CSCO";1,724e+09
"1511";2012;"ADI";130230000
"1512";2015;"ADI";170740000
"1513";2016;"WDAY";185310000
"1514";2014;"ADI";154800000
"1515";2013;"INTU";1,76e+08
"1516";2016;"AMAT";3,94e+08
"1517";2016;"NVDA";3,73e+08
"1518";2015;"AMAT";3,63e+08
"1519";2014;"AMAT";3,6e+08
"1520";2015;"NVDA";3,29e+08
"1521";2013;"ADI";130980000
"1522";2013;"NVDA";340290000
"1523";2014;"NVDA";3,4e+08
"1524";2012;"NVDA";284180000
"1525";2014;"WDC";4,37e+08
"1526";2013;"WDC";4,01e+08
"1527";2012;"VRTX";200160000
"1528";2012;"IBM";1,534e+09
"1529";2012;"CE";2,3e+07
"1530";2016;"JNPR";251800000
"1531";2014;"VRTX";190940000
"1532";2016;"GILD";1,141e+09
"1533";2012;"BMY";9,51e+08
"1534";2015;"WDC";3,85e+08
"1535";2016;"NEM";3,4e+07
"1536";2014;"JNJ";2,023e+09
"1537";2016;"MMM";4,27e+08
"1538";2014;"NEM";3,6e+07
"1539";2013;"VRTX";219440000
"1540";2012;"ACIW";34210000
"1541";2012;"AKAM";19350000
"1542";2015;"PFE";1,722e+09
"1543";2016;"MYL";199100000
"1544";2015;"MYL";174800000
"1545";2015;"MMM";4,29e+08
"1546";2015;"CLX";3e+07
"1547";2012;"BMRN";66210000
"1548";2015;"NEM";3,1e+07
"1549";2013;"BMRN";88060000
"1550";2015;"SYMC";1,99e+08
"1551";2014;"SYMC";2,76e+08
"1552";2016;"CA";1,36e+08
"1553";2012;"WDC";3,96e+08
"1554";2013;"CE";2,4e+07
"1555";2016;"SYMC";2e+08
"1556";2014;"MYL";158200000
"1557";2012;"NFLX";82520000
"1558";2016;"BDX";2,53e+08
"1559";2013;"TXN";3,68e+08
"1560";2013;"UTX";6,3e+08
"1561";2013;"CAT";4,69e+08
"1562";2013;"DHR";309100000
"1563";2016;"CLX";3,1e+07
"1564";2016;"BSX";2,32e+08
"1565";2012;"DHR";289500000
"1566";2015;"BSX";2,21e+08
"1567";2014;"MMM";4,34e+08
"1568";2014;"CLX";3e+07
"1569";2012;"CTXS";114710000
"1570";2016;"AAPL";2,57e+09
"1571";2015;"UTX";5,46e+08
"1572";2014;"UTX";6,4e+08
"1573";2012;"ALXN";54280000
"1574";2012;"AAPL";9,06e+08
"1575";2012;"SYK";1,14e+08
"1576";2016;"QCOM";1,229e+09
"1577";2012;"CLX";3e+07
"1578";2013;"CTXS";127050000
"1579";2014;"TXN";3,32e+08
"1580";2015;"BMRN";158710000
"1581";2014;"XLNX";138340000
"1582";2014;"BMRN";125690000
"1583";2013;"XLNX";1,25e+08
"1584";2016;"ACIW";42210000
"1585";2012;"PFE";1,887e+09
"1586";2012;"XLNX";113890000
"1587";2013;"AAPL";1,168e+09
"1588";2014;"CE";2,2e+07
"1589";2013;"BMY";8,93e+08
"1590";2015;"BIIB";519900000
"1591";2013;"ABBV";9,34e+08
"1592";2014;"BIIB";417170000
"1593";2012;"ABBV";8,13e+08
"1594";2013;"BIIB";410020000
"1595";2012;"BIIB";304220000
"1596";2016;"LVS";3e+06
"1597";2015;"BDX";1,96e+08
"1598";2013;"PFE";1,627e+09
"1599";2014;"BDX";1,4e+08
"1600";2013;"BDX";1,32e+08
"1601";2012;"BDX";128030000
"1602";2012;"LVS";4201000
"1603";2012;"TSLA";61900000
"1604";2014;"CELG";675100000
"1605";2016;"CTXS";101740000
"1606";2014;"BSX";2,12e+08
"1607";2013;"MMM";4,2e+08
"1608";2014;"CTXS";137880000
"1609";2016;"ALXN";1,95e+08
"1610";2016;"BMRN";160830000
