"","CompaniesIndex","YearIndex","Roa","Roe","Roic","TobinsQ","Ra","AlphaJensen","Eps","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","NetIncome","Beta","CostEquity","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GicsClassification","FirmSize","LogTobinsQ"
"187",63,1,0.04,0.1289,0.0609,0.84,0.0972804714139132,0.0423493167925741,1.98,1.59,0.0544,2.893e+10,5.39e+08,4.019e+09,2.19e+08,1.56323526022718,0.0185461760706807,0.12,0,0,0,0,0.6,0,0,0,4,24.0881449559345,-0.174353387144778
"188",63,2,0.0518,0.1478,0.0831,0.79,0.00920565645819483,0.00977177212410047,2.58,1.05,0.1771,2.968e+10,5.91e+08,6.613e+09,1.171e+09,1.95484536019001,0.0549311546213392,0.1,0,0,0,0,0.1,0,0,0,4,24.1137392552456,-0.23572233352107
"189",63,3,0.0263,0.0672,0.0464,1.17,-0.0658415251197547,-0.0446413667433732,1.04,0.78,0.2117,3.15e+10,6.13e+08,7.485e+09,1.585e+09,0.943526109842746,-0.000566115665905648,0.1,0,0,0,0,0.1,0,0,0,4,24.173253382778,0.157003748809665
"190",64,1,0.0416,0.1395,0.0764,1.23,0.0150758453759767,0.00885426239509217,4.86,1.75,0.1544,15462321000,1.51e+08,1.847e+09,2.9e+08,0.686038464708704,0.00819525388356271,0,0,0,0,0,0,0,0,0,4,23.4616719982035,0.207014169384326
"191",64,2,0.0216,0.0785,0.0542,1.41,-0.00253884393322686,-0.00243684136508287,2.83,2.05,0.3473,20162251000,1.53e+08,2.136e+09,7.5e+08,0.221408647006568,0.00622158298088456,0.14,0,0,0,0,0.14,0,0,0,4,23.7270779306625,0.343589704390077
"192",64,3,0.0299,0.104,0.0662,1.49,0.0252234804765139,0.0318102213081511,3.72,1.83,0.1807,19886767000,1.53e+08,2.397e+09,4.44e+08,0.170004280239986,-0.000102002568143992,0.22,0,0.08,0,0,0.14,0,0,0,4,23.7133203726086,0.398776119957368
"193",65,1,0.0071,0.0688,0.071759996208444,0.15,-0.015424487198414,-0.0660887205876757,4.34,1.28,0.1042,1.86466e+12,3.016e+09,6.9523e+10,7.541e+09,2.61772337380754,0.030989135810929,0.32,0.23,0.26,0.14,0.1,0.04,1,1,1,4,28.2540998467746,-1.89711998488588
"194",65,2,0.0036,0.0337,0.0976002579909684,0.17,0.00259062766965512,0.00308425495036796,2.2,1.11,0.1721,1.880382e+12,3.041e+09,7.7161e+10,1.3659e+10,1.80299762951109,0.0506642333892618,0.43,0.05,0.04,0.03,0.01,0.1,1,1,1,4,28.2624960636192,-1.77195684193188
"195",65,3,0.0091,0.0802,0.0856293159292665,0.16,-0.0442248806148399,-0.00970401159179519,5.4,1.11,0.0865,1.84253e+12,3.037e+09,7.7664e+10,7.31e+09,0.822712134521389,-0.000493627280712834,0.46,0.05,0.06,0.03,0.02,0.1,1,1,1,4,28.2421607431026,-1.83258146374831
"196",66,1,0.0793,0.1741,0.1452,1.32,0.0195054263097276,-9.48053871291724e-06,2.06,0.24,0.1975,1.1558e+10,4.87e+08,4.779e+09,9.51e+08,2.2111597031386,0.0261916844970355,0.61,0.34,0.49,0.58,0.34,0.74,1,1,1,7,23.170643674842,0.27763173659828
"197",66,2,0.0747,0.1615,0.1331,1.25,-0.0227281168426459,-0.0222258025383884,2.02,0.23,0.2033,1.1777e+10,4.57e+08,4.504e+09,9.55e+08,0.694480670763007,0.0195149068484405,0.63,0.05,0.03,0.08,0.13,0.19,1,0,1,7,23.1894143138058,0.22314355131421
"198",66,3,0.0698,0.1433,0.1176,1.2,0.0158816585377258,0.0277373301285137,1.9,0.22,0.1971,1.0915e+10,4.48e+08,4.412e+09,9.14e+08,0.83719050709578,-0.000502314304257468,0.58,0.06,0.03,0.09,0.07,0.19,1,0,1,7,23.1134038269483,0.182321556793955
"199",67,1,0.0485,0.1592,0.0856,0.89,0.0212933845591967,-0.00669188633774172,1.85,0.64,0.0352,1.252e+10,4.18e+08,1.3331e+10,4.67e+08,0.340899711877283,0.00412261660015194,0.4,0.16,0.24,0.22,0.39,0.24,1,1,1,2,23.2505932026184,-0.116533816255952
"200",67,2,0.0152,0.0573,0.0376,0.98,-0.0065934263191725,-0.0066593066945754,0.7,1.69,0.0499,2.079e+10,4.18e+08,1.3469e+10,7.73e+08,0.995917113770052,0.0279852708969384,0.39,0.02,0.04,0.02,0,0.1,1,1,1,2,23.7577379388163,-0.0202027073175195
"201",67,3,-0.0138,-0.052,-0.0041,1.27,0.0296085615517608,0.0329157549197516,-0.6,1.67,0.017,1.95e+10,4.28e+08,1.1838e+10,3.03e+08,-0.109800625671494,6.58803754028967e-05,0.38,0.02,0.04,0.02,0,0.1,1,1,1,2,23.6936803025161,0.2390169004705
"202",68,1,0.0133,0.0547,0.0352,0.91,0.0381542564085608,0.0241599488255893,0.97,0.39,0.0099,2.4642e+10,3.49e+08,1.07552e+11,1.069e+09,0.135296758671502,0.00169650175232373,0.71,0.76,0.7,0.82,0.65,0.61,1,0,1,5,23.9277181411489,-0.0943106794712413
"203",68,2,0.045,0.1884,0.1154,1,-0.0136940948615541,-0.0135587756820956,3.38,0.62,0.0033,2.5009e+10,3.44e+08,1.01093e+11,3.34e+08,0.498018063450944,0.0139943075829715,0.55,0.1,0.06,0,0.1,0.14,1,0,1,5,23.9425015970302,0
"204",68,3,0.0433,0.192,0.1099,0.94,0.0317517468095715,0.047373287232568,3.62,0.5,0.0128,2.7248e+10,3.45e+08,9.1084e+10,1.166e+09,0.225531965764213,-0.000135319179458528,0.58,0.05,0.07,0.06,0.1,0.14,1,0,1,5,24.0282459608667,-0.0618754037180875
"205",69,1,0.055,0.1225,0.0948,3.7912220598186,0.0720813151202862,0.0521271443546108,2.87,0.37,0.0883,11158200000,2.48e+08,7.795e+09,7.51e+08,1.046658897825,0.012450574994335,0.15,0,0,0,0,0.76,0,0,0,3,23.1354404905683,0.595066663355158
"206",69,2,0.0598,0.1559,0.0992,3.78079555545873,-0.0262783075178521,-0.026097127943267,3.96,0.44,0.0711,14248500000,2.44e+08,9.138e+09,6.99e+08,0.710112838636134,0.0199541707656754,0.02,0,0,0,0,0.02,0,0,0,3,23.3799174749626,1.56522295434787
"207",69,3,0.0411,0.11,0.0667,0.933696143429272,-0.0774590418201862,-0.0755018944263641,2.6,0.62,0.0781,1.2892e+10,2.05e+08,1.0381e+10,8.11e+08,0.301965957641811,-0.000181179574585086,0.09,0,0.07,0,0,0.02,0,0,0,3,23.2798728008996,-0.519946838469229
"208",70,1,0.0435,0.1976,0.0804,0.87,0.0708349935320934,0.0485394487859342,5.75,1.58,0.0862,8.9356e+10,6.7e+08,6.5875e+10,5.681e+09,1.81367998743202,0.0215014238516978,0.36,0.37,0.35,0.44,0.7,0.14,0,1,0,6,25.2158942279481,-0.139262067333508
"209",70,2,0.0436,0.1968,0.0786,0.85,-0.0944855071817665,-0.093808393226501,3.9,1.28,0.0681,8.4896e+10,6.59e+08,5.5656e+10,3.789e+09,0.793435756091075,0.0222955447461592,0.4,0.04,0.05,0.07,0.11,0.09,0,1,0,6,25.1646928149017,-0.162518929497775
"210",70,3,0.0258,0.1332,0.0535,0.73,-0.0667341718676197,-0.0362413940663086,4.18,1.66,0.067,8.4681e+10,6.28e+08,5.5184e+10,2.452e+09,1.12852325877578,-0.000677113955265469,0.31,0.04,0.04,0.05,0.06,0.07,0,1,0,6,25.1621570923073,-0.3147107448397
"211",71,1,0.1079,0.7053,0.1447,3.10162033464198,-0.0651540627138213,-0.111442095217214,51.5449529199836,3.72,0.0284,7809542000,1383122588.84353,-25864982359.3675,4704973230.83087,1.19755572629397,0.01015202206585,0.47,0.76,0.72,0,0,0.74,0,1,1,4,22.7786121563128,0.717445819655496
"212",71,2,0.1476,0.262,0.286,2.48119904173622,0.102638981117439,0.0807248947543534,-246.570233371152,2.2,0.0746,6998414000,4.29e+08,18453006105.1276,987959192.35036,1.99878159904173,0.0377433631332956,0.47,0.13,0.12,0,0,0.08,1,0,1,4,22.668949388902,1.08067825096467
"213",71,3,0.1741,0.2031,0.1985,3.61424110131059,-0.0461005114905881,-0.0255998123601593,-84.1292999593824,1.0792,0.1226,7647105000,7.5e+08,35651155073.3193,2071971092.26431,1.23987685581631,0.00285198931553661,0.46,0.1,0.13,0,0,0.08,1,0,1,4,22.7575929817891,1.72306304264366
"214",72,1,0.0711,0.1862,0.1305,1.62,0.0867996450194968,0.0444540278885568,3.01,0.58,0.1117,2.6466e+10,6.59e+08,1.282e+10,1.574e+09,1.29289385763155,0.0153561475200523,0.14,0,0,0,0,0.2,1,0,0,1,23.9991267272973,0.482426149244293
"215",72,2,0.1173,0.3494,0.2088,1.38,0.0111489191235441,0.0126510807167103,5.27,0.59,0.1229,2.6387e+10,6.24e+08,1.4005e+10,1.879e+09,1.50696146373452,0.04234561713094,0.26,0,0,0,0,0.16,1,0,0,1,23.9961373015756,0.322083499169113
"216",72,3,0.0591,0.2255,0.119,1.17,-0.0656532372263261,-0.022170221064812,2.89,0.93,0.2143,2.4072e+10,5.61e+08,1.2519e+10,2.959e+09,2.50360265527702,-0.00150216159316621,0.29,0,0.03,0,0,0.16,1,0,0,1,23.9043151762742,0.157003748809665
"217",73,1,0.0686,0.262,0.1063,1.55,0.0508998443115898,0.0147498221104872,-562.004876675128,1.05,0.084,9.51e+09,3.01e+08,55028159322.272,5067868455.30241,1.00564949284964,0.0119666640156258,0.65,0.59,0.84,0.6,0.91,0.04,1,1,1,2,22.9756097135037,0.438254930931155
"218",73,2,0.0783,0.3856,0.1395,1.64,0.00635215384534475,0.00721495506544561,-352.732635013128,1.63,0.0812,9.525e+09,2.73e+08,71966715537.6398,5139674244.84865,1.28647765840223,0.0361500222011026,0.75,0.12,0.14,0.12,0.11,0.07,1,1,1,2,22.9771857579592,0.494696241836107
"219",73,3,0.078,0.5313,0.1234,1.93,-0.0212987152913415,0.000561095299850232,-705.840312534841,2.32,0.0802,8.571e+09,2.52e+08,-23992709750.5161,-114044034.044177,1.43800203350144,-0.000862801220100861,0.76,0.13,0.13,0.11,0.12,0.07,1,1,1,2,22.8716502488632,0.657520002916794
"220",74,1,0.0043,0.016,0.024,1.74,-0.0108359552533913,-0.00442503159057918,0.26,3.72,0.0764,16088709000,2.91e+08,2.433e+09,1.89e+08,0.704818882785725,0.00841686281687155,0.08,0,0,0,0,0.4,0,0,0,4,23.5013835585601,0.553885113226438
"221",74,2,0.0166,0.0508,0.0444,1.79,-0.0433563627566498,-0.0427612425071101,1.04,1.66,0.0261,20594908000,2.99e+08,2.866e+09,9e+07,-0.228146749566268,-0.00641092366281213,0.15,0,0,0,0,0.15,0,0,0,4,23.7483096977208,0.582215619852664
"222",74,3,0.0684,0.214,0.1005,1.86,0.0166341540493771,0.0211549715096779,4.42,1.76,0.0939,21143276000,3.33e+08,3.539e+09,3.91e+08,0.991867082566233,-0.00059512024953974,0.22,0,0.07,0,0,0.15,0,0,0,4,23.7745877722698,0.62057648772511
"223",75,1,0.0272,0.0445,0.0414,1.2,0.10655031488246,0.0903494337896785,1.36,0.3,0.0844,3.916e+10,7.79e+08,1.5382e+10,1.298e+09,0.0379859559019687,0.000548234279643231,0.24,0.05,0.05,0.48,0.07,0.2,0,1,1,1,24.3909216546087,0.182321556793955
"224",75,2,0.031,0.0506,0.0449,1.19,0.0261498189204606,0.0264230185809264,1.56,0.33,0.0697,4.01e+10,7.77e+08,1.5456e+10,1.055e+09,0.576543811131003,0.0162008810927812,0.4,0.01,0.01,0.06,0.01,0.12,1,1,1,1,24.4146421712589,0.173953307123438
"225",75,3,0.0446,0.0731,0.0595,1.3,0.0752664482020207,0.0875022529373507,2.26,0.3,0.0778,3.945e+10,7.78e+08,1.5884e+10,1.216e+09,0.455332767443021,-0.000273199660465813,0.34,0,0.02,0,0,0.12,1,1,1,1,24.3982998842383,0.262364264467491
"226",76,1,0.1222,0.4972,0.23,1.1,-0.014716787049874,-0.0372782772722346,6.91,1.69,0.0943,9e+09,1.6e+08,6.418e+09,3.72e+08,1.03996023522689,0.0123715307756773,0.17,0,0,0,0,0.59,0,1,0,8,22.9204904142826,0.0953101798043249
"227",76,2,0.07,0.2262,0.1274,1.18,-0.00183282018365422,-0.000739504874246816,4,1.07,0.1691,9.018e+09,1.59e+08,6.51e+09,1.101e+09,0.802900007913191,0.0225614902223607,0.15,0,0,0,0,0.1,0,1,0,8,22.9224884169453,0.165514438477573
"228",76,3,0.0349,0.117,0.0686,1.29,-0.0495468301954815,-0.0124776088161453,2,0.93,0.0917,8.796e+09,1.56e+08,6.802e+09,6.24e+08,1.82219218234568,-0.00109331530940741,0.15,0,0.04,0,0,0.07,0,1,0,8,22.8975629096389,0.254642218373581
"229",77,1,0.1155,0.257,0.1581,5.07,0.0435455981409132,-0.0400147483041006,1.68,0.49,0.2644,11734306000,8.82e+08,5.506e+09,1.456e+09,0.99236962012083,0.0118099615174258,0.57,0.74,0.76,0.75,0,0.91,0,0,1,5,23.1857825251738,1.62334081760309
"230",77,2,0.1302,0.3302,0.1793,5.09,-0.0162273653995239,-0.0150049269316102,2.39,0.75,0.2233,13378200000,8.61e+08,6.493e+09,1.45e+09,2.97367780943109,0.0835603464450138,0.45,0,0.02,0.11,0,0.17,1,0,1,5,23.3168923534487,1.62727783056243
"231",77,3,0.0722,0.2575,0.1106,3.74,0.0900219602523442,0.113688940149519,1.94,0.96,0.2607,17340100000,8.36e+08,7.67e+09,2e+09,2.03739744652293,-0.00122243846791376,0.62,0.14,0.02,0.15,0,0.17,1,0,1,5,23.5762875752949,1.31908561142644
"232",78,1,0.1021,0.1328,0.1228,4.03,-0.0305650319853559,-0.0687330314813804,1.13,0.05,0.149,3704468000,3.51e+08,2.665e+09,3.97e+08,1.02931088603671,0.0122458684552332,0,0,0,0,0,0,0,0,0,5,22.0328054956409,1.39376637595859
"233",78,2,0.1218,0.1561,0.1471,1.70561751777792,0.00402916999312459,0.00426912676199966,1.5,0.04,0.1369,4.098e+09,3.52e+08,2.911e+09,3.98e+08,1.35829179701155,0.0381679994960244,0.19,0,0,0,0,0.19,0,0,0,5,22.1337648867631,0.797702152683433
"234",78,3,0.1069,0.1451,0.132,5.58081052669244,0.00951831547884765,0.0358036428135332,1.54,0.02,0.1544,4.531e+09,3.5e+08,3.403e+09,5.25e+08,0.399927948125115,-0.000239956768875069,0.19,0,0,0,0,0.19,0,0,0,5,22.2342085026314,1.42623599964317
"235",79,1,0.1405,0.2668,0.1985,1.34,0.0695630426843007,0.00609418819575026,4.95,0.27,0.3029,10166900000,3.24e+08,6.104e+09,1.849e+09,2.1592628113499,0.0255793011739289,0.17,0,0.1,0,0,0.79,0,0,0,8,23.042403182448,0.29266961396282
"236",79,2,0.1263,0.2994,0.1765,1.44,0.01623876261217,0.0164740278223266,5.42,0.61,0.2675,1.0678e+10,2.96e+08,5.474e+09,1.464e+09,2.25867809567795,0.0634688544885504,0.1,0,0,0,0,0.1,0,0,0,8,23.0914513870244,0.364643113587909
"237",79,3,0.0581,0.1698,0.0837,1.19,-0.122753005337613,-0.096530085074367,2.96,1.09,0.2931,1.1338e+10,2.56e+08,4.743e+09,1.39e+09,0.392108683594412,-0.000235265210156647,0.1,0,0.03,0,0,0.08,0,0,0,8,23.1514257528485,0.173953307123438
"238",80,1,0.0944,0.1809,0.1355,2.21,0.0156622044936641,-0.0130005304759181,1.4,0.32,0.1197,4098100000,2.85e+08,2.922e+09,3.5e+08,-0.104361450696212,-0.0011314651182153,0.32,0.3,0.17,0.23,0.11,1,0,0,0,2,22.1337892886128,0.792992515529661
"239",80,2,0.0958,0.1881,0.1367,2.54,0.0270076898631466,0.0277563687037576,1.51,0.28,0.1235,4259700000,2.82e+08,3.194e+09,3.94e+08,1.02002615550115,0.0286627349695822,0.27,0.05,0,0.07,0.03,0.12,0,0,0,2,22.1724645722127,0.932164081030445
"240",80,3,0.095,0.199,0.1369,2.75,-0.0104308842792366,-0.00124718623845713,1.54,0.33,0.1255,4381300000,2.75e+08,3.297e+09,4.13e+08,1.24779806768503,-0.000748678840611017,0.2,0,0.09,0,0,0.12,0,0,0,2,22.2006113209502,1.01160091167848
"241",81,1,0.1484,0.3403,0.2042,3.16,0.00101685365898869,-0.0333962305418887,2.65,6.89719549986013,0.0523,2.804e+09,1.62e+08,1.1359e+10,5.94e+08,0.252498603702599,0.00307948352369067,0,0,0,0,0,0,0,0,0,6,21.7543128061188,1.15057202759882
"242",81,2,0.1495,0.4527,0.2346,3.4,0.0207809338026314,0.0204593605569176,3.05,0.53,0.0326,2.803e+09,1.57e+08,1.2752e+10,4.16e+08,1.22466491818069,0.0344130842008774,0.23,0,0.1,0,0,0.08,0,1,0,6,21.7539561091291,1.22377543162212
"243",81,3,0.1593,0.4639,0.2501,2.86,-0.0765061320384568,-0.0636205074675697,3.51,0.48,0.0334,3.214e+09,1.48e+08,1.347e+10,4.5e+08,-0.535955409523102,0.000321573245713861,0.14,0,0.01,0,0,0.08,0,1,0,6,21.8907821042617,1.05082162483176
"244",82,1,-0.0103,-1.1267,-0.0124,1.65,0.0122122388330029,0.00243873685765058,-1.82,85.96,-0.0405,1.56e+10,9e+07,7.504e+09,-3.04e+08,0.328712994777992,0.00397881333838031,0,0,0,0,0,0,0,0,0,1,23.4705367512019,0.500775287912489
"245",82,2,-0.0087,-1.2323,-0.0103,1.6,-0.0183164140235644,-0.0180938165024507,-1.88,93.91,-0.0207,1.73e+10,9.2e+07,8.155e+09,-1.69e+08,0.347811458197591,0.00977350197535231,0.16,0,0,0,0,0.16,0,0,0,1,23.5739723384501,0.470003629245736
"246",82,3,-0.0085,-5.42,-0.0095,1.42,-0.0229994207372826,0.00749757589235994,-2.68,143.99,-0.0201,2.439e+10,9.8e+07,9.108e+09,-1.83e+08,0.370995868522912,-0.000222597521113747,0.18,0,0.02,0,0,0.16,0,0,0,1,23.9174390491742,0.350656871613169
"247",83,1,0.0273,0.1452,0.0824922227438387,0.58,0.000343102450067911,-0.0100595251205269,5.18,0.51,0.0557,5.3734e+10,2.9e+08,2.9119e+10,1.623e+09,0.848170118449485,0.0101084073977039,0.31,0,0.86,0,0,0.9,0,0,0,5,24.7073117852218,-0.544727175441672
"248",83,2,0.0381,0.197,0.0634924981338319,0.64,0.000194394453985031,0.000609513032542992,7.83,0.47,0.0456,5.4336e+10,2.85e+08,3.238e+10,1.476e+09,0.370200269416184,0.0104026275705948,0.4,0.06,0.1,0,0,0.14,1,0,0,5,24.7184528276353,-0.446287102628419
"249",83,3,0.0371,0.1836,0.115044873307906,0.8,0.0807378196689263,0.0854939691022167,8.04,0.46,0.0602,5.5896e+10,2.69e+08,3.4914e+10,2.102e+09,0.691864297596602,-0.000415118578557961,0.5,0.07,0.1,0.1,0,0.14,1,0,0,5,24.7467586581966,-0.22314355131421
"250",84,1,0.0148,0.0787,0.0597395843079947,0.446153657119292,0.0321634497275591,-0.00170409019365546,3.35,2.63,-0.5339,4.4012e+10,2.01e+08,1.359e+09,-5.92e+08,1.73890368997259,0.0206190635416765,0.06,0,0,0,0,0.31,0,0,0,4,24.5077281609541,-0.991128809336678
"251",84,2,0.0238,0.1262,0.0864980530948986,-0.0366072086307336,-0.0200772166673787,-0.019365177120309,5.91,2.46,0.2819,4.7139e+10,2.02e+08,2.597e+09,6.76e+08,1.20525053100408,0.0338675399212146,0.1,0,0,0,0,0.1,0,0,0,4,24.5763665208225,-0.779889947965597
"252",84,3,0.0183,0.1054,0.0525348651544495,1.35421289764269,-0.0789181447317895,-0.050919589999591,5.55,2.04,0.4281,4.788e+10,1.89e+08,1.735e+09,1.119e+09,1.18673257844945,-0.000712039547069671,0.17,0,0.07,0,0,0.1,0,0,0,4,24.5919637176362,-0.498881223739353
"253",85,1,0.1644,0.9973,0.2922,4.6,-0.00915896196842268,-0.0338206847093712,2.38,2.25,0.1447,1.3394e+10,9.6e+08,1.7085e+10,2.472e+09,0.267879522792282,0.00326097836894893,0.48,0.34,0.38,0.35,0.37,0.33,1,1,1,2,23.3180726824343,1.52605630349505
"254",85,2,0.1595,1.2638,0.2879,5.01,-0.00576437901685329,-0.00521708455921734,1.52,2.06,0.1286,1.3876e+10,9.39e+08,1.742e+10,2.241e+09,0.877641378681442,0.0246617227409485,0.63,0.08,0.09,0.07,0.09,0.11,1,1,1,2,23.3534265660539,1.61143591509677
"255",85,3,0.1089,3.2719,0.2064,5.44,0.0142105370239312,0.0304920072412738,1.52,4.93,0.1262,1.3459e+10,9.1e+08,1.6034e+10,1.384e+09,0.912157429393257,-0.000547294457635954,0.62,0.09,0.07,0.07,0.08,0.11,1,1,1,2,23.322913864198,1.69377906086785
"256",86,1,0.0725,0.2148,0.1187,2.17,0.0455470629723626,0.0206324891271165,2.07,1.12,0.2874,9.14e+09,3.64e+08,2.543e+09,7.39e+08,2.46576270726489,0.0291959999457257,0.1,0,0,0,0,0.51,0,0,0,3,22.9359262224125,0.774727167552368
"257",86,2,0.0722,0.2191,0.1176,1.37,-0.0660688667266949,-0.065356876458128,2.64,1.19,0.2212,1.1941e+10,3.7e+08,3.422e+09,7.64e+08,0.886639638620858,0.0249145738452461,0.01,0,0,0,0,0.01,0,0,0,3,23.2032436934977,0.314810739840034
"258",86,3,-0.0235,-0.0734,-0.0129,1.06,-0.457193441301986,-0.432876695637508,-0.96,1.21,0.2035,1.5145e+10,3.71e+08,4.802e+09,9.77e+08,1.18665044761149,-0.000711990268566891,0.03,0,0.02,0,0,0.01,0,0,0,3,23.4409362814256,0.0582689081239758
"259",87,1,0.132,1.98421432624458,0.2555,3.17,-0.00441007466544138,-0.0338055392219266,4.3,38.7321,0.0989,4.502e+09,1.32e+08,5.468e+09,5.41e+08,0.244977071595455,0.00299072944482637,0.58,0.32,0.33,0.34,0.49,0.8,1,1,1,2,22.227787579431,1.15373158788919
"260",87,2,0.1302,3.72,0.2501,3.27,0.025167765996353,0.0252843687460858,4.23,14.86,0.1017,4.311e+09,1.33e+08,5.533e+09,5.72e+08,1.04610194151193,0.0293954645564852,0.65,0.07,0.08,0.06,0.13,0.12,1,1,1,2,22.1844357327114,1.18478998490916
"261",87,3,0.1377,4.2647,0.2693,4.33,0.0201495594817084,0.0267639553214062,4.37,10.36,0.0998,4.258e+09,1.32e+08,5.514e+09,5.58e+08,0.194337916221341,-0.000116602749732805,0.64,0.07,0.06,0.07,0.12,0.12,1,1,1,2,22.1720654034177,1.4655675420144
"262",88,1,0.0421,0.1363,0.0899,1.09,0.0488060883542123,0.017460172794124,1.28,0.77,0.0991,1.64971e+11,5.434e+09,6.257e+10,6.203e+09,1.22783370549923,0.014588437724891,0.07,0,0,0,0,0.33,0,0,0,1,25.8290355378241,0.0861776962410524
"263",88,2,0.0527,0.1621,0.1021,1.15,0.0168627449015883,0.0167045576797146,1.6,0.88,0.1054,1.58813e+11,5.33e+09,6.4657e+10,6.816e+09,1.11551300925581,0.0313459155600883,0.16,0,0,0,0,0.16,0,0,0,1,25.7909932463886,0.139761942375159
"264",88,3,0.0501,0.1555,0.0958,1.16,-0.0755752229360803,-0.042392574387872,1.62,0.84,0.1218,1.59339e+11,5.24e+09,6.8775e+10,8.38e+09,-0.263645369789415,0.000158187221873649,0.19,0,0.03,0,0,0.16,0,0,0,1,25.7942998449909,0.148420005118273
"265",89,1,0.021,0.0459,0.0443,0.5,-0.00603601394191435,-0.0160436264354265,2.92,0.1,0.3075,38863200000,3.32e+08,2.914e+09,8.96e+08,1.36215854419965,0.0161734708215559,0.15,0,0,0,0,0.76,0,0,0,4,24.3833136243916,-0.693147180559945
"266",89,2,0.0178,0.0536,0.052,0.43,0.0734061236389558,0.0734762294643086,3.35,0.1,0.3327,54277800000,3.34e+08,2.936e+09,9.76e+08,0.356142793363421,0.0100076124935121,0.1,0,0,0,0,0.1,0,0,0,4,24.7173811405095,-0.843970070294529
"267",89,3,0.0179,0.0601,0.0577,0.47,-0.0387945737723512,-0.021774604726179,3.69,0.1,0.3621,72241500000,3.36e+08,3.113e+09,1.127e+09,0.116843042254701,-7.01058253528204e-05,0.17,0,0.07,0,0,0.1,0,0,0,4,25.0032805099592,-0.755022584278033
"268",90,1,0.1781,0.2352,0.2352,3.9096672560661,0.0168841909983956,-0.014234765043402,10.47,0,0.1018,1668667000,3.2e+07,2.731e+09,2.78e+08,1.25259812960988,0.0148806579293966,0.14,0,0,0,0,0.68,0,0,0,1,21.2352909410482,0.711009225239894
"269",90,2,0.1955,0.2509,0.2509,4.8919655561568,0.0309935794691479,0.0309798255153176,14.13,0,0.1019,2009280000,3.1e+07,3.215e+09,3.27e+08,1.10743615807109,0.0311189560417976,0.1,0,0,0,0,0.1,0,0,0,1,21.42104228589,1.63832889012582
"270",90,3,0.1804,0.2297,0.2297,2.79862910497929,-0.18877835206149,-0.195371517562779,15.1,0,0.1084,2546285000,3.2e+07,4.108e+09,4.45e+08,-0.0229232563838659,1.37539538303195e-05,0.16,0,0.06,0,0,0.1,0,0,0,1,21.6579012711153,0.735930948879156
"271",91,1,0.1087,0.2102,0.1796,1.54,0.0630216943669797,0.0257235519941745,7.91,0.11,0.0949,1.2548e+10,1.9e+08,1.7334e+10,1.645e+09,2.16360874331307,0.0256305831710942,0.56,0.24,0.45,0.53,0.57,0.46,1,1,1,6,23.2528271272748,0.431782416425538
"272",91,2,0.1082,0.2164,0.1797,1.45,-0.0100072722521099,-0.00842820947122742,9.02,0.22,0.0857,1.4728e+10,1.87e+08,1.7301e+10,1.483e+09,1.32733602750197,0.0372981423728052,0.54,0.03,0.07,0.08,0.09,0.07,1,1,1,6,23.4130162808772,0.371563556432483
"273",91,3,0.0905,0.1846,0.1545,0.85,-0.131413133962357,-0.119596829631966,7.84,0.21,0.0859,1.5776e+10,1.83e+08,1.9221e+10,1.651e+09,2.63177130147076,-0.00157906278088246,0.55,0.04,0.06,0.07,0.1,0.08,1,1,1,6,23.4817556348067,-0.162518929497775
"274",92,1,0.0139,0.0956,0.077211140316319,0.21,0.0463111665732214,0.00896951968781685,2.06,0.68,0.0509,34131400000,2.81e+08,4.342e+09,2.21e+08,1.64064325630148,0.0194595904243575,0.16,0,0,0,0,0.8,0,0,0,4,24.2534836186546,-1.56064774826467
"275",92,2,0.0016,0.0107,0.0595781330406681,0.21,-0.0034922521007894,-0.00232241728999493,0.24,0.76,0.1068,34780600000,2.33e+08,4.476e+09,4.78e+08,1.32888423079731,0.0373416468854046,0.16,0,0,0,0,0.16,0,0,0,4,24.2723255970176,-1.56064774826467
"276",92,3,0.0087,0.0613,0.0363236798983533,1.76675875317654,-0.0544817450830212,-0.0461147365305025,1.39,0.77,0.0124,31184200000,2.18e+08,4.144e+09,5.1e+07,1.94972468465746,-0.00116983481079448,0.15,0,0.04,0,0,0.11,0,0,0,4,24.1631773932365,-0.415125747389982
"277",93,1,0.0139,0.0721,0.0467,0.83,-0.0107273630832151,-0.0424690068255669,0.72,1.94,0.056,2.2871e+10,4.3e+08,7.452e+09,4.17e+08,-0.143279464014633,-0.00159069767537267,0.41,0.76,0.61,0,0,1,0,0,0,11,23.8531355694296,-0.186329578191493
"278",93,2,0.0271,0.1377,0.0718,0.76,-0.0215336041367062,-0.0212364582494145,1.42,1.81,0.0384,2.187e+10,4.31e+08,8.106e+09,3.11e+08,1.12959586271715,0.0317416437423518,0.16,0,0.08,0,0,0.08,0,0,0,11,23.8083816716351,-0.27443684570176
"279",93,3,-0.0311,-0.1728,-0.0321,0.73,0.0799064831669771,0.0781989197869917,-1.61,1.76,0.0662,2.32e+10,4.32e+08,9.226e+09,6.11e+08,0.495243145486306,-0.000297145887291784,0.21,0,0.13,0,0,0.08,0,0,0,11,23.8674181156187,-0.3147107448397
