"","CompaniesIndex","YearIndex","Roa","Roe","Roic","TobinsQ","Ra","AlphaJensen","Eps","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","NetIncome","Beta","CostEquity","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GicsClassification","FirmSize","LogTobinsQ"
"1",1,1,0.0682,0.1383,0.1058,1.07,0.0686064516832906,0.0402619842881623,2.13,0.41,0.1681,1.054e+10,3.53e+08,6.858e+09,1.153e+09,1.25675613327066,0.0149297223725938,0.71,0.79,0.72,0.54,0.57,0.84,1,0,1,5,23.0784433800596,0.0676586484738149
"2",1,2,0.0468,0.0952,0.0729,1.03,-0.043027761230417,-0.042838934246975,1.62,0.51,0.1068,1.0686e+10,3.45e+08,3.894e+09,7.34e+08,1.00869990729994,0.0283444673951282,0.52,0.04,0.11,0,0.08,0.14,1,0,1,5,23.092200310482,0.0295588022415444
"3",1,3,0.0438,0.0847,0.0655,1.54,0.00249164098247295,0.0388677431258822,1.2,0.52,0.0722,1.0831e+10,3.38e+08,4.048e+09,5.49e+08,0.314711639070007,-0.000188826983442004,0.55,0.06,0.11,0.01,0.09,0.14,1,0,1,5,23.1056782298,0.431782416425538
"4",2,1,-0.0558,0.157578281177106,0.0554598475507406,0.36,0.0726772202006067,-0.0398247181737621,-6.54,10.7959277099486,-0.0755,2.351e+10,2.49e+08,2.4855e+10,-1.876e+09,-1.41570732346532,-0.0166053464168908,0.29,0.05,0.14,0.16,0.23,0.28,1,1,0,6,23.8806916994984,-1.02165124753198
"5",2,2,0.067,0.9952,0.161361359205048,0.882684446172401,0.0999266523358293,0.100273036906597,3.93,7.36270854463823,-0.0686,4.2278e+10,2.8e+08,2.6743e+10,-1.834e+09,4.00362770015547,0.112501938374369,0.3,0.01,0.03,0,0,0.1,1,1,0,6,24.4675326931399,-0.0544528165033692
"6",2,3,0.1651,1.988,0.3519,0.571005279093627,0.0260750014037183,0.0431280071554794,11.07,8.01,0.0676,4.3771e+10,7.34e+08,4.265e+10,2.882e+09,0.577307617946443,-0.000346384570767866,0.39,0,0.05,0.03,0.06,0.1,1,1,0,6,24.5022373345869,0.340097287682388
"7",3,1,0.0768,0.2867,0.1887,1.42,0.0919770162884498,0.0646331110505717,5.32,0.5,0.0623,4613814000,7.4e+07,6.205e+09,3.88e+08,1.91087614827869,0.0226483385496886,0,0,0,0,0,0,0,0,0,1,22.2523206837918,0.350656871613169
"8",3,2,0.0728,0.2798,0.1735,1.53,0.0800635885031415,0.081231116123042,6.71,0.69,0.0602,5.565e+09,7.3e+07,6.494e+09,3.92e+08,0.973092713091747,0.0273439052378781,0.1,0,0,0,0,0.1,0,0,0,1,22.4397628216739,0.425267735404344
"9",3,3,0.0586,0.2114,0.1402,1.63,-0.0776619401798879,-0.0755768442571862,6.4,0.81,0.05,7.962e+09,7.3e+07,9.844e+09,4.94e+08,1.94587936650084,-0.00116752761990051,0.16,0,0.06,0,0,0.1,0,0,0,1,22.7979460615245,0.488580014818671
"10",4,1,0.1934,0.3064,0.2608,2.18,0.00886221349606508,0.0103605666461802,5.68,0,0.2667,1.96088e+11,6.617e+09,1.56508e+11,4.1733e+10,1.67431041790403,0.0198568629312675,0.57,0.92,0.96,0.96,0.94,0.01,0,0,0,7,26.0018293750076,0.779324876800998
"11",4,2,0.1801,0.3361,0.262,2.54,-0.0746060911429726,-0.0734098713393379,6.45,0.14,0.2167,2.07e+11,6.522e+09,1.7091e+11,3.7037e+10,-0.0533221761606803,-0.00149835315011512,0.75,0.11,0.13,0.11,0.14,0.11,1,0,1,7,26.0559846302118,0.932164081030445
"12",4,3,0.2045,0.4625,0.3132,2.17,-0.116790321037508,-0.0925911028227361,9.22,0.26,0.2161,2.31839e+11,6.123e+09,1.82795e+11,3.951e+10,1.99369967272456,-0.00119621980363473,0.74,0.1,0.15,0.12,0.11,0.11,1,0,1,7,26.16930900219,0.774727167552368
"13",5,1,0.1469,1.0511,0.2271,1.72108453122297,0.0861682266780393,0.042181102355241,2.56,4.35,0.287,2.7008e+10,1.577e+09,1.838e+10,5.275e+09,1.14917086191835,0.00555095878623975,0.28,0.22,0.13,0.07,0.16,0.2,1,0,1,5,24.01939895536,0.195335922884979
"14",5,2,0.0625,0.5691,0.1149,1.91525280608726,-0.0558670964141833,-0.0549208530042889,1.1,3.18,0.2197,2.9198e+10,1.604e+09,1.879e+10,4.128e+09,1.5653780897793,0.0439871243227983,0.41,0.04,0.03,0.02,0.03,0.14,1,0,1,5,24.0973660507242,0.818964960635634
"15",5,3,0.1276,1.809,0.2167,0.417921235162806,0.0185711098020877,0.0474591096876286,3.13,6.06,0.0889,2.7547e+10,1.61e+09,1.996e+10,1.774e+09,1.57707234982411,-0.000946243409894466,0.47,0.07,0.04,0.02,0.05,0.14,1,0,1,5,24.0391594736941,0.193975743872174
"16",6,1,0.0252,0.1816,0.1264,0.92,-0.00312405154338848,-0.0239918164236638,1.84,0.59,0.009,15495532000,2.57e+08,7.8081e+10,7.19e+08,0.322616956172364,0.0039068800828339,0.13,0,0,0,0,0.64,0,0,0,5,23.4638175612528,-0.083381608939051
"17",6,2,0.0137,0.1293,0.0851,0.9,-0.00982272148231559,-0.00938741586131097,1.16,0.6,0.0049,1.8919e+10,2.35e+08,8.7959e+10,4.34e+08,0.742625084707307,0.0208677648802753,0.14,0,0,0,0,0.14,0,0,0,5,23.6634325450507,-0.105360515657826
"18",6,3,-0.0055,-0.1041,-0.0187,0.96,0.0501215916423345,0.0601803856816807,-0.63,1.02,0.0023,2.1532e+10,2.35e+08,1.19569e+11,2.74e+08,0.725509368341039,-0.000435305621004623,0.2,0,0.06,0,0,0.14,0,0,0,5,23.7928060376451,-0.0408219945202552
"19",7,1,0.0468,0.0993,0.0674,1.23,0.00365927679869691,-0.0481446412909056,1.62,0.68,0.1495,67234944000,1.592e+09,1.905e+10,5.963e+09,0.376780548141739,0.00454601046807252,0.29,0.12,0.08,0.15,0.35,0.19,1,0,1,5,24.9314589493224,0.207014169384326
"20",7,2,0.0542,0.0978,0.0764,1.66,0.011392999303787,0.0118924378901004,1.49,0.13,0.1179,4.2953e+10,1.574e+09,1.9657e+10,2.576e+09,1.84355580390044,0.0518039180896025,0.37,0.02,0.01,0.02,0.03,0.14,1,0,1,5,24.4833723315986,0.506817602368452
"21",7,3,0.1072,0.207,0.1501,1.63,-0.000222513691894054,0.0311116643961698,2.92,0.16,0.1128,4.1275e+10,1.527e+09,2.0247e+10,2.284e+09,0.832397643855632,-0.000499438586313379,0.38,0.01,0.01,0.01,0.05,0.14,1,0,1,5,24.4435228267526,0.488580014818671
"22",8,1,0.0436,0.1185,0.0744,1.69,0.00725700717865738,-0.0165347661272721,0.53,0.67,0.0733,1250886000,1.2e+08,6.67e+08,4.9e+07,1.72904165761763,0.020502691559888,0.39,0.2,0.43,0.4,0.02,0.67,0,1,1,6,20.9471179371805,0.524728528934982
"23",8,2,0.0383,0.1201,0.0681,1.7,0.0363492304877848,0.0367951634510975,0.58,1.3,0.0738,1.682e+09,1.2e+08,8.65e+08,6.4e+07,0.846682324054431,0.0237917733059295,0.52,0.01,0.03,0.07,0.03,0.18,1,1,1,6,21.2432493984972,0.53062825106217
"24",8,3,0.0445,0.1383,0.0759,1.71,-0.0944602010026204,-0.0630325085882382,0.72,1.38,0.0665,1.851e+09,1.17e+08,1.016e+09,6.8e+07,0.743221605521034,-0.00044593296331262,0.57,0.05,0.04,0.09,0.01,0.18,1,1,1,6,21.3389918705378,0.536493370514568
"25",9,1,0.0285,0.0433,0.0399,2.62,0.0531584428185046,0.0376753471009873,0.56,0.22,0.1891,1.004e+10,5.03e+08,4.404e+09,8.33e+08,1.17393076051421,0.0139523829740677,0.84,0.83,0.87,0.99,0.92,0.51,1,1,1,7,23.02984295121,0.963174317773006
"26",9,2,0.0254,0.0398,0.0347,3.2,-0.0133900486730533,-0.0122108921118647,0.53,0.22,0.0715,1.038e+10,5.13e+08,4.055e+09,2.9e+08,0.550999847598482,0.0154830957175174,0.83,0.13,0.09,0.12,0.09,0.19,1,1,1,7,23.0631467146842,1.16315080980568
"27",9,3,0.0559,0.0914,0.0789,3.82,0.0267545945928666,0.0477791915343898,1.24,0.13,0.0647,1.0786e+10,5.08e+08,4.147e+09,2.68e+08,1.96526093531432,-0.00117915656118859,0.62,0.06,0.08,0.08,0.03,0.19,1,1,1,7,23.1015148338614,1.34025042261848
"28",10,1,0.1122,0.1513,0.1295,1.77,0.0615620790200372,0.0246039468929499,2.14,0.19,0.2411,5.62e+09,3.06e+08,2.701e+09,6.51e+08,0.932458452966757,0.0111030097450077,0.56,0.55,0.48,0.59,0.3,0.86,0,1,1,7,22.449597500852,0.570979546585738
"29",10,2,0.0951,0.1325,0.1154,1.95,0.0227012504854689,0.0236277206132968,1.98,0.18,0.2557,6.382e+09,3.14e+08,2.634e+09,6.73e+08,1.31523601875755,0.0369581321270872,0.51,0.08,0.08,0.07,0.04,0.13,0,1,1,7,22.5767473648025,0.667829372575655
"30",10,3,0.1001,0.1418,0.1193,2.31,-0.101496384049314,-0.0775545470087128,2.2,0.18,0.2197,6.86e+09,3.18e+08,2.865e+09,6.29e+08,1.54411687971311,-0.000926470127827863,0.53,0.09,0.09,0.07,0.05,0.13,0,1,1,7,22.6489732786842,0.837247524533702
"31",11,1,0.0307,0.0666,0.0574,0.48,0.0753495835592332,0.0566792627988099,2.02,0.36,0.0137,4.5136e+10,6.66e+08,8.9038e+10,1.223e+09,0.041678458486068,0.000591805810135603,0.19,0.06,0.09,0.55,0,0.19,0,1,0,2,24.5329459912061,-0.7339691750802
"32",11,2,0.0512,0.1132,0.0927,0.64,-0.0129922556784712,-0.0124982423959382,3.43,0.27,0.0149,4.3752e+10,6.63e+08,8.9804e+10,1.342e+09,0.664424226349584,0.0186703207604233,0.33,0.02,0.01,0.07,0,0.09,1,1,0,2,24.5018031629909,-0.446287102628419
"33",11,3,0.0439,0.0987,0.0832,0.48,0.00519344270328114,0.0307973521119467,2.98,0.28,0.0277,4.4027e+10,6.56e+08,8.1201e+10,2.248e+09,0.823355470888378,-0.000494013282533027,0.32,0.01,0.02,0.06,0,0.09,1,1,0,2,24.5080689190305,-0.7339691750802
"34",12,1,0.0446,0.2285,0.2221,0.97,0.0166884372442692,-0.00114165492930315,2.89,0.0025,0.1302,3.333e+10,4.92e+08,1.0595e+10,1.389e+09,0.770112066882768,0.00918732238921666,0.47,0.47,0.38,0.61,0,1,0,1,0,7,24.2297237292661,-0.0304592074847086
"35",12,2,0.0471,0.2358,0.2301,0.86,-0.02110014518344,-0.0206149652702033,3.14,0.002,0.1243,3.2268e+10,4.87e+08,9.442e+09,1.405e+09,0.634522853152042,0.0178300921735724,0.28,0,0.07,0,0,0.16,0,1,0,7,24.1973418640211,-0.150822889734584
"36",12,3,0.0446,0.2531,0.2468,0.94,-0.0118555632523004,0.00484322286178353,3.05,0.0019,0.1242,3.2052e+10,4.83e+08,1.0226e+10,1.516e+09,0.808633188727693,-0.000485179913236616,0.28,0,0.07,0,0,0.16,0,1,0,7,24.1906254208622,-0.0618754037180875
"37",13,1,0.0393,0.7169,0.0872,1.03,0.0818761668402418,0.0506996133497674,7.42,8.91,0.116,12000139000,6.4e+07,3.641e+09,4.22e+08,0.913175761195095,0.0108754739821021,0,0,0,0,0,0,0,0,0,7,23.2081840700007,0.0295588022415444
"38",13,2,0.0302,0.3114,0.0665,0.93,0.000629349338349831,0.002351492901365,7.87,7.01,0.1149,13244257000,6.7e+07,4.319e+09,4.96e+08,1.10948588934073,0.0311765534904744,0.24,0,0.08,0,0,0.16,0,0,0,7,23.3068298614567,-0.0725706928348354
"39",13,3,0.0258,0.2503,0.0604,0.76,-0.0364955112505858,-0.0217542016776856,8.85,3.39,0.0955,20263977000,6.2e+07,5.302e+09,5.06e+08,2.87023927169194,-0.00172214356301517,0.21,0,0.05,0,0,0.16,0,0,0,7,23.7321106146274,-0.27443684570176
"40",14,1,0.0657,0.126,0.0913,1.88,0.10619994224625,0.0629507642441825,1.07,-2.74256031959465,0.1288,3.429e+09,2.33e+08,2.215e+09,2.85e+08,2.82833347870637,0.0334743350487352,0.62,0.63,0.94,0.3,0.62,1,0,0,1,7,21.9555345104272,0.631271776841858
"41",14,2,0.0514,0.1063,0.0789,2.65,-0.0317903058398908,-0.0312787783108992,1,0.36,0.107,4.322e+09,2.31e+08,2.312e+09,2.47e+08,1.53911665487784,0.0432491780020674,0.66,0.1,0.14,0,0.03,0.19,1,1,1,7,22.1869840950311,0.974559639998131
"42",14,3,0.0172,0.0365,0.0274,2.4,-0.0408417048134506,0.0124840449048706,0.35,0.33,0.1006,4.737e+09,2.29e+08,2.274e+09,2.29e+08,0.852545881652775,-0.000511527528991665,0.71,0.14,0.14,0,0.05,0.19,1,1,1,7,22.278669860888,0.8754687373539
"43",15,1,0.0135,0.0439,0.0391,0.7,0.0196474272107625,-0.00360544041374561,1.18,1,-0.1426,2.1835e+10,2.43e+08,5.781e+09,-9.74e+08,0.109858942677735,0.00139633552359728,0.29,0.52,0.03,0,0,0.29,1,1,0,11,23.8067800238839,-0.356674943938732
"44",15,2,0.0268,0.0884,0.0597,0.8,0.0772245179786794,0.0777002692359426,2.4,0.84,0.0495,2.1042e+10,2.45e+08,5.838e+09,2.89e+08,0.827504185925556,0.0232528676245081,0.37,0.09,0.01,0,0,0.12,1,1,0,11,23.7697862773325,-0.22314355131421
"45",15,3,0.0272,0.0922,0.0602,0.74,-0.00233097691277153,-0.00211068566870568,2.59,0.91,0.0968,2.2676e+10,2.44e+08,6.053e+09,5.86e+08,0.792918762105364,-0.000475751257263218,0.36,0.07,0.01,0.01,0,0.12,1,1,0,11,23.8445729334085,-0.301105092783922
"46",16,1,0.0267,0.0945,0.0593,0.73,-0.00682329655827654,-0.0390543839133039,3.04,1.02,0.0842,5.4367e+10,4.85e+08,1.4945e+10,1.259e+09,-0.156762726457111,-0.00174980017219391,0.18,0.02,0.02,0.03,0,0.07,1,1,0,11,24.7190231890943,-0.3147107448397
"47",16,2,0.0282,0.0993,0.0605,0.83,0.0536190504599654,0.0540370966911181,3.34,1.05,0.0964,5.6414e+10,4.87e+08,1.4814e+10,1.481e+09,1.14701378487642,0.0322310873550274,0.31,0,0.01,0.03,0,0.12,1,1,0,11,24.7559831915976,-0.186329578191493
"48",16,3,0.0337,0.1179,0.0695,0.8,0.0395571965860669,0.0339083902601844,4.17,0.96,0.096,5.9633e+10,4.89e+08,1.6379e+10,1.633e+09,0.696743718587859,-0.000418046231152716,0.3,0,0.01,0.02,0,0.12,1,1,0,11,24.8114749490624,-0.22314355131421
"49",17,1,0.0419,0.1567,0.114786398721326,0.71,-0.00494484066555355,-0.0095645197773839,5.33,0.62,0.0466,41494500000,3.45e+08,3.5569e+10,1.658e+09,0.942523627601693,0.0112217788057,0.41,0.65,0.74,0,0,0.74,0,1,0,5,24.4488267252797,-0.342490308946776
"50",17,2,0.0395,0.1432,0.0235346074320589,0.8,0.0180611857087087,0.0188058527274243,5.68,0.56,0.0413,49871800000,3.59e+08,4.6387e+10,1.913e+09,0.164401391880083,0.00461967911183035,0.32,0,0.08,0,0,0.14,0,1,1,5,24.6327215496971,-0.22314355131421
"51",17,3,0.0447,0.1562,0.170678120654948,0.91,0.0509429924238784,0.0561201638546983,6.78,0.54,0.0358,53402100000,3.59e+08,5.8003e+10,2.041e+09,1.24111169785924,-0.000744667018715546,0.6,0.13,0.12,0.11,0,0.14,0,1,1,5,24.701115907982,-0.0943106794712413
"52",18,1,0.025,0.2064,0.0606710123587249,0.34,0.00645793619713739,-0.0160844761290068,3.38,0.27,0.113,1.31094e+11,9.39e+08,2.5364e+10,2.866e+09,1.16820499849348,0.0138848189822231,0.49,0.85,0.63,0,0,0.82,0,1,1,4,25.5991804600784,-1.07880966137193
"53",18,2,0.0245,0.179,0.0957805799370265,0.29,0.0225136382483949,0.0232180721519213,3.25,0.34,0.1319,1.21307e+11,9.35e+08,2.3939e+10,3.158e+09,0.802221079222212,0.0225424123261442,0.75,0.09,0.09,0.09,0.12,0.16,1,1,1,4,25.5215903593929,-1.23787435600162
"54",18,3,0.0213,0.1405,0.0748776692949923,0.26,-0.0853961367803414,-0.0563914008355216,2.92,0.29,0.1298,1.19767e+11,9.08e+08,2.2728e+10,2.951e+09,1.17405650587741,-0.000704433903526446,0.64,0.06,0.07,0.06,0.1,0.16,1,1,1,4,25.5088140255834,-1.34707364796661
"55",19,1,-0.0408,-0.1123,-0.0386,1.21,0.0297842959400594,0.0164928304014322,-5.27,1.63,0.0165,9179300000,1.28e+08,5.914e+09,9.7e+07,0.408270355759077,0.00491759019795711,0.85,0.72,0.85,0.61,0.82,1,1,1,1,5,22.9402167859481,0.19062035960865
"56",19,2,-0.0433,-0.0861,-0.0399,2.34683274089276,-0.0500084853935851,-0.0494989843960739,-7.42,0.89,-0.0865,10574300000,1.42e+08,2.603e+09,-7.5e+08,0.473005891054349,0.0132914655386272,0.84,0.12,0.13,0.12,0.13,0.14,1,1,1,5,23.0816923658344,0.501119548604164
"57",19,3,0.0391,0.0737,0.0562,4.7929722964183,-0.00443812452126461,0.0280333398609012,10.01,0.52,-0.1248,12415700000,2.19e+08,4.677e+09,-1.631e+09,0.84916832918544,-0.000509500997511264,0.74,0.14,0.13,0.13,0,0.14,1,1,1,5,23.2422276377242,1.07721539611006
"58",20,1,0.0167,0.0915,0.083406301538291,-1.68069459563377,0.0278088284660412,0.0178245083480096,6.13,0.49,0.0524,5.48633e+11,1.687e+09,7.111e+10,3.438e+09,1.79608377556607,0.0212937885516796,0.18,0,0,0,0,0.65,0,1,0,4,27.0306955667578,-2.66169595937428
"59",20,2,0.0142,0.0726,0.0196388878606332,-1.05094839170501,0.0241392344647785,0.0248611240509687,5.2,0.41,0.1322,5.41329e+11,1.481e+09,6.89e+10,9.085e+09,0.355313883203969,0.00998432011803153,0.29,0,0,0,0,0.14,1,1,0,4,27.0172930640418,-0.5336074765916
"60",20,3,0.0043,0.0223,0.0848859761616503,0.468105967189951,-0.0212293162483536,0.012883137495432,1.65,0.29,0.1169,5.15581e+11,1.448e+09,6.4407e+10,7.529e+09,1.20314931031697,-0.000721889586190184,0.4,0,0.09,0,0,0.15,1,1,0,4,26.9685602570609,-1.75415720627698
"61",21,1,0.1056,0.118,0.1163,2.59,0.0535492227713258,0.0328594190531802,1.61,0,0.1485,2600627000,1.82e+08,1.374e+09,2.04e+08,1.57794414712809,0.0187197409361114,0.39,0.03,0.12,0,0.68,0.82,0,1,1,7,21.6790184067471,0.951657875711446
"62",21,2,0.096,0.1198,0.0997,2.72,-0.0258696248215068,-0.0245482181273284,1.84,0,0.186,2957685000,1.82e+08,1.578e+09,2.93e+08,0.736291947264969,0.0206898037181456,0.61,0.01,0.07,0,0.15,0.18,1,1,1,7,21.8076727046923,1.00063188030791
"63",21,3,0.0785,0.106,0.0892,2.16,-0.0904098627361316,-0.0723057913199562,1.78,0.21,0.17,4001546000,1.81e+08,1.964e+09,3.34e+08,2.20234449029742,-0.00132140669417845,0.62,0.05,0.04,0,0.15,0.18,1,1,1,7,22.1099466233944,0.770108221696074
"64",22,1,0.0181,0.1096,0.0859290866692914,0.19,0.00496279141427567,-0.0324247901772904,4.81,0.29,0.0692,1.26947e+11,4.93e+08,3.3315e+10,2.306e+09,0.557135901111421,0.00667420363311477,0.49,0.19,0.21,0.31,0.72,0.87,0,1,1,4,25.5670355134669,-1.66073120682165
"65",22,2,0.0237,0.1331,0.00629655397512612,0.26,0.0303485835807619,0.0310668485026284,6.27,0.3,0.0656,1.2352e+11,4.7e+08,3.4507e+10,2.28e+09,1.33051891784933,0.0373875815915661,0.57,0.01,0.03,0.05,0.12,0.16,1,1,1,4,25.5396689232229,-1.34707364796661
"66",22,3,0.0193,0.1058,-0.00236794828221468,0.22,-0.0107331932995663,0.0113808188241427,5.05,0.25,0.0779,1.08533e+11,4.38e+08,3.5239e+10,2.85e+09,1.19710820311084,-0.000718264921866504,0.54,0.01,0.03,0.06,0.08,0.16,1,1,1,4,25.4103201111489,-1.51412773262978
"67",23,1,0.0853,0.1162,0.1052,7.43,0.0651407870282115,-0.00162911379337699,1.27,0.12,0.2247,2613560000,1.99e+08,1.134e+09,2.55e+08,1.65302135078314,0.0196056519392411,0.13,0,0,0,0,0.63,0,0,0,5,21.6839791135733,2.00552585872967
"68",23,2,0.1747,0.2311,0.2169,8.25,-0.0519686070394008,-0.0518475917492154,3.26,0.07,0.163,3317696000,2e+08,1.551e+09,2.53e+08,2.37615305414906,0.0667699008215885,0.17,0,0,0,0,0.17,0,0,0,5,21.9225364030585,2.11021320034659
"69",23,3,0.0167,0.025,0.0226,3.4,0.0667112486962532,0.0901611665123497,0.67,0.04,0.2941,4201962000,2.02e+08,2.234e+09,6.57e+08,0.201692150308928,-0.000121015290185357,0.23,0,0.06,0,0,0.17,0,0,0,5,22.1588173960156,1.22377543162212
"70",24,1,0.0212,0.0357,0.0342,1.68,0.0217275988577209,-0.0245601407902986,0.21,0.27,0.0125,1.21e+10,1.277e+09,8.719e+09,1.09e+08,1.99565377902217,0.0236487145924616,0.67,0.61,0.65,0.72,0.32,0.89,1,1,0,7,23.2164712895491,0.518793793415168
"71",24,2,0.085,0.1434,0.1194,1.88,0.0355356130087169,0.0370885744836396,0.87,0.27,0.0341,1.204e+10,1.219e+09,7.509e+09,2.56e+08,1.64725052128183,0.0462877396480195,0.55,0.08,0.08,0.09,0.02,0.13,1,1,0,7,23.2115002768271,0.631271776841858
"72",24,3,0.0967,0.1779,0.1259,1.13,-0.00534177840865272,0.0294415115090499,1.12,0.25,0.1182,1.317e+10,1.231e+09,9.072e+09,1.072e+09,2.58826912487114,-0.00155296147492269,0.6,0.1,0.1,0.09,0.03,0.13,1,1,0,7,23.3012073527016,0.122217632724249
"73",25,1,0.0934,0.1823,0.1334,2.31,0.068978301390123,0.0170143405625526,2.1,0.45,0.1377,5190056000,2.44e+08,3.334e+09,4.59e+08,0.459185365634977,0.00551838731449272,0,0,0,0,0,0,0,0,0,6,22.3700103240467,0.837247524533702
"74",25,2,0.095,0.1833,0.1352,2.1,0.0340087031051945,0.0349680659472117,2.37,0.36,0.1438,5877902000,2.46e+08,3.594e+09,5.17e+08,1.84925127500251,0.0519639608275704,0.13,0,0,0,0,0.13,0,0,0,6,22.4944657324666,0.741937344729377
"75",25,3,0.0903,0.182,0.1297,2.04,-0.0505804671519423,-0.0327733266810996,2.45,0.44,0.1453,6420963000,2.47e+08,4.022e+09,5.84e+08,1.59893807002869,-0.000959362842017214,0.18,0,0.05,0,0,0.13,0,0,0,6,22.5828339433994,0.712949807856125
"76",26,1,0.0577,0.1709,0.1275,1.96,0.079777736989555,0.0381944334798917,6.55,0.54,0.0964,6187100000,5.3e+07,1.806e+09,1.74e+08,1.21656951249246,0.014455520247411,0.18,0,0,0,0,0.89,0,0,0,4,22.5457323162869,0.672944473242426
"77",26,2,0.0645,0.1899,0.1272,1.72,0.0416097135763545,0.0421377588003552,7.7,0.65,0.1647,6318800000,5.7e+07,2.189e+09,3.61e+08,1.47983286511257,0.0415833035096633,0.1,0,0,0,0,0.1,0,0,0,4,22.5667951536592,0.542324290825362
"78",26,3,0.0667,0.1889,0.1262,1.32,-0.103775616837975,-0.0782058263608292,9.17,0.72,0.1801,7698100000,5.8e+07,2.511e+09,4.33e+08,0.880075373334499,-0.0005280452240007,0.16,0,0.06,0,0,0.1,0,0,0,4,22.7642393821107,0.27763173659828
"79",27,1,0.0844,0.2469,0.1135,1.46,0,-0.0163786799173455,6.64,1.26,0.2517,5.4298e+10,7.87e+08,1.7265e+10,4.345e+09,0.241875061186173,0.00295412572199684,0.54,0.64,0.51,0.52,0.43,0.6,0,1,1,5,24.7177532307954,0.378436435720245
"80",27,2,0.0763,0.2155,0.1033,1.79,-0.037096049827971,-0.0366295285945624,6.7,1.34,0.2721,6.6125e+10,7.65e+08,1.8676e+10,5.081e+09,0.582871171435783,0.0163786799173455,0.7,0.08,0.09,0.08,0.08,0.17,1,1,1,5,24.9148127271249,0.582215619852664
"81",27,3,0.0987,0.2577,0.1269,1.7,0.00760572403422267,0.0441276050972796,9.06,1.17,0.2571,6.9009e+10,7.7e+08,2.0063e+10,5.158e+09,0.777535389014305,-0.000466521233408583,0.63,0.06,0.07,0.06,0.07,0.17,1,1,1,5,24.9575027678204,0.53062825106217
"82",28,1,0.0096,0.1544,0.0193593781506897,0.17,0.0609234756743946,0.0200477105475118,6.44,0.81,0.1003,1.34729e+11,2.23e+08,1.0259e+10,1.029e+09,1.60000561392038,0.0189800662442605,0.17,0,0,0,0,0.86,0,0,0,4,25.6265311904347,-1.77195684193188
"83",28,2,0.011,0.1985,0.0672323043953399,0.19,0.00363606182532522,0.00439208713869484,8.3,1.03,0.1188,1.44576e+11,2.07e+08,1.123e+10,1.334e+09,1.45465356323426,0.0408757651268828,0.09,0,0,0,0,0.09,0,0,0,4,25.6970711577919,-1.66073120682165
"84",28,3,0.0106,0.2036,0.0602581324584885,0.16,-0.0595517059788237,-0.0347958531659421,8.48,1.22,0.132,1.4881e+11,1.95e+08,1.2296e+10,1.619e+09,1.26004218894937,-0.000756025313369619,0.17,0,0.07,0,0,0.1,0,0,0,4,25.7259361613884,-1.83258146374831
"85",29,1,0.0321,0.1551,0.0614,1.55,0.02975231147681,0.0212308204502545,1.38,2.43,0.2216,14089129000,3.99e+08,2.876e+09,6.37e+08,0.162405081650997,0.00201637996348176,0,0,0,0,0,0,0,0,0,4,23.3686693440548,0.438254930931155
"86",29,2,0.0385,0.214,0.072,2.53,-0.0566428820002166,-0.0562999093462104,2,4.08,0.164,20272571000,3.99e+08,3.361e+09,5.51e+08,0.303255908418345,0.00852149102655549,0.15,0,0,0,0,0.15,0,0,0,4,23.7325346270583,0.928219302739429
"87",29,3,0.0247,0.1122,0.0498,2.17,-0.019511429423338,0.00328657385927051,1.41,3.47,0.1954,21331545000,4e+08,4.1e+09,8.25e+08,0.571621090010389,-0.000342972654006233,0.19,0,0.04,0,0,0.15,0,0,0,4,23.7834527999992,0.774727167552368
"88",30,1,0.0075,0.0306,0.0255,4.6,0.0130490209232016,-0.0340568044653076,0.59,0.47,-6e-04,3.2555e+10,4.53e+08,6.1093e+10,-3.9e+07,1.16930113501471,0.0138977533931735,0.01,0,0,0,0,0.07,0,0,0,1,24.2061968036352,1.52605630349505
"89",30,2,-0.0051,-0.0235,-0.0068,2.74,-0.0872369283148209,-0.0860465813957053,-0.52,0.53,0.0037,4.0159e+10,4.65e+08,7.4452e+10,2.74e+08,1.67636389282951,0.0471058253885092,0.12,0,0,0,0,0.12,0,0,0,1,24.4161124116215,1.00795792039998
"90",30,3,0.0099,0.0494,0.0331,5.02,0.0165441376110926,0.045353382239296,1.25,1.16,-0.0027,5.4505e+10,4.62e+08,8.8988e+10,-2.41e+08,1.98391153185934,-0.0011903469191156,0.18,0,0.06,0,0,0.12,0,0,0,1,24.7215582775267,1.61342993370364
"91",31,1,0.0342,0.0963,0.0782,0.64,-0.00221980544966263,-0.101475188484639,3,0.37,0.0225,1.07e+10,1.42e+08,2.9809e+10,7.43e+08,2.02951683984432,0.024048298710163,0.12,0,0,0,0,0.34,0,1,0,3,23.0935095784143,-0.446287102628419
"92",31,2,0.0563,0.1926,0.1064,0.72,-0.0300743930031737,-0.0291634880332688,6.44,0.66,0.011,1.339e+10,1.37e+08,3.7601e+10,4.12e+08,3.5322200368319,0.0992553830349763,0.06,0,0,0,0,0.01,0,1,0,3,23.3177739966495,-0.328504066972036
