"","CompaniesIndex","YearIndex","Ra","Roa","StockPriceClose","TobinsQ","PriceToEarningRatio","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","Eps","FirmSize","LogTobinsQ","LogPriceToEarningRatio","LogEps","LogStockPrice"
"84",28,3,-0.0595517059788237,0.0106,122.1,0.16,14.3985849056604,NA,0.17,0.07,0,0,0,0,0,0,1.4881e+11,1.22,0.132,4,1.26004218894937,-0.000756025313369619,8.48,25.7259361613884,-1.83258146374831,2.66712993131285,2.13771044980381,4.80484038111666
"85",29,1,0.02975231147681,0.0321,76.57,1.55,55.4855072463768,0.0614,0,0,0,0,0,0,0,0,14089129000,2.43,0.2216,4,0.162405081650997,0.00201637996348176,1.38,23.3686693440548,0.438254930931155,4.01612185595592,0.322083499169113,4.33820535512503
"86",29,2,-0.0566428820002166,0.0385,90.47,2.53,45.235,0.072,0.15,0,0,0,0,0,0,0,20272571000,4.08,0.164,4,0.303255908418345,0.00852149102655549,2,23.7325346270583,0.928219302739429,3.8118711234777,0.693147180559945,4.50501830403765
"87",29,3,-0.019511429423338,0.0247,95.84,2.17,67.9716312056738,0.0498,0.19,0.04,0,0,0,0,0,0,21331545000,3.47,0.1954,4,0.571621090010389,-0.000342972654006233,1.41,23.7834527999992,0.774727167552368,4.21909042997706,0.343589704390077,4.56268013436714
"88",30,1,0.0130490209232016,0.0075,298.03,4.6,505.135593220339,0.0255,0.01,0,0,0,0,0,0,0,3.2555e+10,0.47,-6e-04,1,1.16930113501471,0.0138977533931735,0.59,24.2061968036352,1.52605630349505,6.22482689466172,-0.527632742082372,5.69719415257934
"89",30,2,-0.0872369283148209,-0.0051,332.55,2.74,-639.519230769231,-0.0068,0.12,0,0,0,0,0,0,0,4.0159e+10,0.53,0.0037,1,1.67636389282951,0.0471058253885092,-0.52,24.4161124116215,1.00795792039998,NA,NA,5.80679022473043
"90",30,3,0.0165441376110926,0.0099,478.14,5.02,382.512,0.0331,0.18,0.06,0,0,0,0,0,0,5.4505e+10,1.16,-0.0027,1,1.98391153185934,-0.0011903469191156,1.25,24.7215582775267,1.61342993370364,5.9467600253235,0.22314355131421,6.16990357663771
"91",31,1,-0.00221980544966263,0.0342,52.35,0.64,17.45,0.0782,0.12,0,0,0,0,0,1,0,1.07e+10,0.37,0.0225,3,2.02951683984432,0.024048298710163,3,23.0935095784143,-0.446287102628419,2.85933964864844,1.09861228866811,3.95795193731655
"92",31,2,-0.0300743930031737,0.0563,59.93,0.72,9.30590062111801,0.1064,0.06,0,0,0,0,0,1,0,1.339e+10,0.66,0.011,3,3.5322200368319,0.0992553830349763,6.44,23.3177739966495,-0.328504066972036,2.23064867435383,1.86252854011626,4.09317721447009
"93",31,3,-0.0889313489292307,0.0936,94.06,0.91,7.61003236245955,0.1711,0.35,0.08,0.07,0.09,0.06,0,1,0,1.649e+10,0.96,0.0207,3,1.51817494984152,-0.00091090496990491,12.36,23.5260199735179,-0.0943106794712413,2.02946742448736,2.51446545202954,4.5439328765169
"94",32,1,-0.0625802660931977,0.0358,82.67,0.68,15.0309090909091,0.054,0.22,0.18,0.06,0,0.49,0,0,1,6.0737e+10,0.38,0.1136,3,2.0249959325933,0.0239949520046009,5.5,24.829818904498,-0.385662480811985,2.71010868702616,1.70474809223843,4.41485677926458
"95",32,2,-0.022405499035411,-0.0919,85.72,0.57,-3.93933823529412,-0.1325,0.31,0.04,0.01,0,0.09,1,0,1,6.1637e+10,0.29,0.1334,3,-0.0122895701230635,-0.000345336920458085,-21.76,24.8445281765189,-0.562118918153541,NA,NA,4.45108617060538
"97",33,1,-0.111042144192322,0.0148,87.16,0.93,55.1645569620253,0.0354,0.32,0.1,0.61,0,0.58,0,1,1,5.2589e+10,0.64,0.1797,3,1.79979093952281,0.0213375330863692,1.58,24.685772809345,-0.0725706928348354,4.01032066303754,0.457424847038875,4.46774551007642
"98",33,2,0.044873971691589,-0.0298,94.81,0.93,-27.3227665706052,-0.0363,0.4,0.03,0.05,0,0.1,1,1,1,5.5781e+10,0.6,0.0539,3,0.55638424558218,0.0156343973008593,-3.47,24.7446991465577,-0.0725706928348354,NA,NA,4.55187488892987
"99",33,3,-0.204700619245854,-0.1238,75.04,0.85,-5.69347496206373,-0.1927,0.26,0.04,0,0,0,1,1,1,6.1689e+10,0.77,-0.1069,3,0.220549955828203,-0.000132329973496922,-13.18,24.8453714699539,-0.162518929497775,NA,NA,4.31802130469797
"100",34,1,0.0335348851628711,0.0572,90.39,1.49,19.3141025641026,0.0876,0.54,0.17,0.23,0.92,0.07,1,1,1,17393100000,0.71,0.1214,8,1.17972569809039,0.0140207632374666,4.68,23.5793394127953,0.398776119957368,2.96083553188077,1.54329810992956,4.50413364181032
"101",34,2,0.00840401806379637,0.0557,116.73,1.88,25.3210412147505,0.0803,0.51,0.02,0.07,0.13,0.01,1,1,1,17915200000,0.71,0.0977,8,1.74947457644887,0.0491602355982132,4.61,23.6089153514702,0.631271776841858,3.23163571865601,1.52822785700856,4.75986357566457
"102",34,3,-0.0442020966242365,0.0726,131.87,1.77,22.4268707482993,0.1017,0.51,0.02,0.08,0.12,0.01,1,1,1,17635400000,0.66,0.095,8,1.55021303252628,-0.000930127819515766,5.88,23.5931740825433,0.570979546585738,3.11025982690907,1.77155676191054,4.88181658881961
"103",35,1,0.0526614109087851,0.1117,38.49,NA,19.6377551020408,0.1473,0.12,0,0,0,0,0,0,0,5215463000,0.66,0.1294,7,1.47023353651619,0.017448755730891,1.96,22.3748937038168,NA,2.97745399405323,0.672944473242426,3.65039846729565
"104",35,2,0.00570294849831273,0.1075,48.44,NA,21.9185520361991,0.1425,0.13,0,0,0,0,0,0,0,6168028000,0.5,0.1378,7,0.691128544083037,0.0194207120887333,2.21,22.5426450127562,NA,3.08733340315523,0.792992515529661,3.88032591868489
"105",35,3,-0.0499674727461725,0.1054,55.13,NA,22.2298387096774,0.1376,0.19,0.06,0,0,0,0,0,0,7.027e+09,0.92,0.1327,7,0.734625350209181,-0.000440775210125508,2.48,22.6730257091565,NA,3.1014354724247,0.908258560176891,4.00969403260159
"106",36,1,0.0353917370662762,0.0716,15.4,0.95,16.2105263157895,0.0769,0,0,0,0,0,0,0,0,1.42e+10,0,0.2317,7,0.739849175314049,0.00883022026870578,0.95,23.3765078015536,-0.0512932943875506,2.78566080380714,-0.0512932943875506,2.73436750941958
"107",36,2,-0.071801170541684,0.0581,20.63,1.03,18.2566371681416,0.0731,0.1,0,0,0,0,0,0,0,1.4012e+10,0.7,0.2204,7,1.79675772471547,0.0504888920645046,1.13,23.3631799422817,0.0295588022415444,2.90452869435891,0.122217632724249,3.02674632708316
"108",36,3,0.027499336057991,0.0587,27.62,2.08,23.2100840336134,0.0743,0.12,0.02,0,0,0,0,0,0,1.4746e+10,0.6,0.1894,7,1.98814286984728,-0.00119288572190837,1.19,23.4142376965139,0.732367893713227,3.14458684085771,0.173953307123438,3.31854014798115
"109",37,1,0.00626572893600432,0.0267,129.84,1.41,46.705035971223,0.0277,0,0,0,0,0,0,0,0,11160078000,0.56,0.4069,4,0.335380607209926,0.00405749116507712,2.78,23.1356087831225,0.343589704390077,3.84385199550379,1.02245092770255,4.86630292320634
"110",37,2,0.022992812704301,0.0434,142.56,1.73,27.362763915547,0.045,0.41,0.05,0.02,0,0.09,1,0,0,15328143000,0.72,0.2414,4,0.388413839967668,0.0109144289030915,5.21,23.4529563874633,0.548121408509688,3.30918310795722,1.65057985576528,4.9597629637225
"111",37,3,0.0196103299909594,0.0447,171.93,1.87,31.2032667876588,0.0465,0.4,0.06,0.01,0.04,0.06,1,0,0,16176723000,0.72,0.4057,4,0.561048757298269,-0.000336629254378961,5.51,23.5068391940714,0.625938430866495,3.44052279406693,1.70656462316482,5.14708741723176
"112",38,1,-0.00212752429635011,0.0248,40.95,0.89,19.878640776699,0.0541,0.45,0.62,0,0,0.62,1,1,0,14718976000,1.17,0.1244,11,0.23745453892309,0.00290196355929247,2.06,23.41240338261,-0.116533816255952,2.98964582749759,0.72270598280149,3.71235181029908
"113",38,2,0.00470115257907868,0.0271,47.78,0.98,20.331914893617,0.0394,0.68,0.06,0.15,0.11,0.08,1,0,0,15069533000,1.1,0.1272,11,0.536160665780752,0.0150661147084391,2.35,23.4359408603853,-0.0202027073175195,3.0121918137416,0.854415328156068,3.86660714189766
"114",38,3,0.0338727080883331,0.0285,54.23,1.01,20.5416666666667,0.0424,0.31,0.03,0,0,0,1,0,0,16130956000,1.11,0.1405,11,1.16899563603737,-0.00070139738162242,2.64,23.5040059957711,0.00995033085316809,3.02245534369475,0.970778917158225,3.99323426085297
"115",39,1,0.0558690602538298,0.0347,72.86,0.66,14.9303278688525,NA,0.35,0.63,0.3,0.07,0.58,0,0,0,1.5314e+11,3.12,0.1404,4,1.07911128956448,0.0128335132168608,4.88,25.7546183726314,-0.415515443961666,2.70339457171536,1.58514521986506,4.28853979158042
"116",39,2,0.00668615461685605,0.0374,89.79,0.62,16.1492805755396,NA,0.55,0.1,0.06,0.08,0.07,1,1,0,1.53375e+11,2.84,0.1611,4,0.738935829756111,0.0207640968161467,5.56,25.7561517399775,-0.478035800943,2.78187550227023,1.71559810826249,4.49747361053272
"117",39,3,-0.0296074387252944,0.0316,77.96,0.39,15.4376237623762,NA,0.6,0.13,0.1,0.01,0.11,1,1,0,1.59103e+11,2.8,0.174,4,1.53390360610724,-0.000920342163664346,5.05,25.7928176281777,-0.941608539858445,2.73680763135209,1.61938824328727,4.35619587463936
"118",40,1,0.0347864775927001,0.1545,415.17,2.92,14.9395465994962,NA,0,0,0,0,0,0,0,0,6.398e+09,NA,0.1081,1,0.443023652971651,0.00532767910506548,27.79,22.5792512784737,1.07158361628019,2.70401183115153,3.32467624375441,6.02868807490595
"119",40,2,0.0692108879045184,0.1485,534.71,3.06,16.9372822299652,NA,0.1,0,0,0,0,0,0,0,7.203e+09,NA,0.1111,1,0.866816081094358,0.0243575318787515,31.57,22.6977634428536,1.11841491596429,2.82951724128584,3.4522073025699,6.28172454385573
"120",40,3,-0.0548877298629424,0.1486,696.88,3.36,19.3416597280044,NA,0.17,0.07,0,0,0,0,0,0,7.171e+09,NA,0.1129,1,0.99054968744354,-0.000594329812466124,36.03,22.6933109518469,1.21194097397511,2.96226130475063,3.58435192476,6.54661322951064
"121",41,1,0.0165476411244986,0.0504,103.11,1.04,17.3003355704698,0.2411,0.46,0.78,0.84,0,0.69,0,1,1,8.8896e+10,1.53,0.0476,6,0.677579444455505,0.00809543744457496,5.96,25.2107329840783,0.0392207131532813,2.85072589845259,1.78507048107726,4.63579637952985
"122",41,2,-0.0331421042168189,0.0567,128.36,0.87,17.3929539295393,0.2721,0.69,0.11,0.12,0.1,0.07,1,1,1,9.2663e+10,0.54,0.0529,6,0.458495475035202,0.0128837228484892,7.38,25.2522350928408,-0.139262067333508,2.85606517762928,1.99877363861238,4.85483881624166
"123",41,3,-0.00593011439062195,0.0534,143.51,0.92,19.2889784946237,0.3183,0.66,0.08,0.12,0.1,0.08,1,1,1,9.9198e+10,0.94,0.0599,6,1.25336512814717,-0.000752019076888302,7.44,25.3203836897437,-0.083381608939051,2.95953387033784,2.006870848845,4.96640471918284
"124",42,1,-0.0152850672156355,0.0047,13.45,0.19,14.9444444444444,NA,0.27,0.2,0.05,0.04,0.12,1,1,1,2.209974e+12,1.26,0.0339,4,2.83789980308967,0.0335872176764582,0.9,28.4240018666831,-1.66073120682165,2.70433962170567,-0.105360515657826,2.59897910604785
"125",42,2,0.0515981829835917,0.0018,16.34,0.11,38.9047619047619,NA,0.38,0.03,0.02,0.01,0.02,1,1,1,2.102273e+12,1.14,0.1172,4,1.30909571379084,0.0367855895575225,0.42,28.3740402562584,-2.20727491318972,3.66111665713658,-0.867500567704723,2.79361608943186
"126",42,3,-0.0322187290163332,0.0068,16.58,0.18,12.6564885496183,NA,0.4,0.04,0.02,0.02,0.03,1,1,1,2.104534e+12,1.08,0.0456,4,-0.338205482717426,0.000202923289630456,1.31,28.375115180883,-1.71479842809193,2.53817001249409,0.27002713721306,2.80819714970715
"127",43,1,0.0294272253098314,0.087,37.67,NA,10.292349726776,0.1386,0.34,0.18,0.05,0.16,0.1,1,1,1,2.039e+10,0.8,0.1639,5,1.39425779018855,0.0165522419242249,3.66,23.7383104215328,NA,2.33140087429068,1.29746314741327,3.62886402170395
"128",43,2,0.0170410326007931,0.0964,39.26,NA,8.60964912280702,0.1491,0.45,0.04,0.01,0.05,0.01,1,1,1,2.5869e+10,0.96,0.1319,5,0.901074369005005,0.0253201897690406,4.56,23.9763111775847,NA,2.15288356532202,1.51732262352629,3.67020618884832
"129",43,3,0.016228342363386,0.0413,37.42,NA,21.2613636363636,0.0661,0.37,0.02,0,0.01,0,1,1,1,2.5917e+10,0.94,0.1498,5,0.182898253064921,-0.000109738951838953,1.76,23.9781649609913,NA,3.05689151179588,0.56531380905006,3.62220532084594
"130",44,1,0.0286761018337717,0.1729,69.97,2.2,15.344298245614,0.2594,0.12,0,0,0,0,0,0,0,6.387e+09,NA,0.1042,1,-0.135134656680105,-0.00149458894882524,4.56,22.5775305115259,0.78845736036427,2.73074395523151,1.51732262352629,4.2480665787578
"131",44,2,0.0374523341418296,0.1618,65.69,1.7,13.713987473904,0.2549,0.1,0,0,0,0,0,0,0,6.544e+09,NA,0.0951,1,0.930643883984012,0.0261510931399507,4.79,22.6018144362469,0.53062825106217,2.61841629548156,1.56653041142282,4.18494670690438
"132",44,3,-0.122171560521933,0.146,66.57,1.23,13.1301775147929,0.1977,0.17,0.07,0,0,0,0,0,0,7.336e+09,NA,0.0889,1,1.40918697869102,-0.000845512187214615,5.07,22.7160595719006,0.207014169384326,2.57491320800952,1.62334081760309,4.19825402561261
"133",45,1,0.0716377365187968,0.0085,33.05,0.33,15.0913242009132,NA,0.14,0,0,0,0,0,0,0,1.83872e+11,1,0.198,4,1.4579408998972,0.0173037026187869,2.19,25.9375057003032,-1.10866262452161,2.71412002246928,0.783901543828409,3.4980215662977
"134",45,2,0.0339990175646435,0.0108,38,0.33,13.9705882352941,NA,0.1,0,0,0,0,0,0,0,1.8301e+11,1.07,0.1635,4,0.756986331579164,0.0212713159173745,2.72,25.9328066331036,-1.10866262452161,2.63695427941848,1.00063188030791,3.63758615972639
"135",45,3,-0.02119671445406,0.0098,38.37,0.3,14.98828125,NA,0.13,0.03,0,0,0,0,0,0,1.86814e+11,1.07,0.2187,4,0.599122669853869,-0.000359473601912321,2.56,25.9533793063996,-1.20397280432594,2.70726864576739,0.940007258491471,3.64727590425886
"136",46,1,-0.0125661101743126,NA,29.47,0.8,NA,NA,0.5,0.6,0,0.72,0.68,0,1,1,1.756e+10,0.45,-0.0243,1,2.11504220168499,0.0250574979798829,NA,23.5888894251534,-0.22314355131421,NA,NA,3.3833727967496
"137",46,2,-0.00576478807122184,0.038,30.27,0.54,19.7843137254902,0.1055,0.65,0.07,0.08,0.08,0.13,1,1,1,1.507e+10,NA,NA,1,1.182652709968,0.0332325411501007,1.53,23.4359718495848,-0.616186139423817,2.98488938762928,0.425267735404344,3.41015712303363
"138",46,3,-0.0352822540027272,0.0843,35.23,0.7,10.0945558739255,0.2143,0.68,0.11,0.09,0.06,0.13,1,1,1,1.576e+10,0.4,0.0125,1,4.80291554618542,-0.00288174932771125,3.49,23.4807409213761,-0.356674943938732,2.31199625613881,1.24990173621434,3.56189799235315
"139",47,1,-0.0362183124301359,0.1474,NA,NA,NA,0.2067,0.06,0,0,0,0,0,0,0,4151300000,0.73,0.1758,5,0.853109701680854,0.0101666944798341,8.39,22.1466873751476,NA,NA,2.12704052047911,NA
"140",47,2,-0.00437165711057236,0.0572,NA,NA,NA,0.0927,0.12,0,0,0,0,0,0,0,5041100000,0.67,0.2221,5,0.64269968954898,0.0180598612763263,3.76,22.340890149184,NA,NA,1.3244189574018,NA
"141",47,3,0.0139267652509382,0.0266,NA,NA,NA,0.0521,0.19,0.07,0,0,0,0,0,0,5092600000,0.78,0.0872,5,1.19337715594139,-0.000716026293564834,1.77,22.3510543425931,NA,NA,0.570979546585738,NA
"142",48,1,0.0224521819955565,0.11,98.03,1.77,15.1047765793528,0.1584,0.17,0.14,0.06,0.31,0.1,0,0,0,11629437000,0.91,0.1518,5,0.807595682397225,0.00962962905228726,6.49,23.1768053930189,0.570979546585738,2.71501102355763,1.870262530716,4.58527355427363
"143",48,2,-0.00405124429221254,0.0964,119.31,1.45,19.9181969949917,0.1391,0.38,0.04,0.03,0.01,0.02,1,1,0,1.2035e+10,0.75,0.1605,5,1.29583256868726,0.036412895180112,5.99,23.2110849081814,0.371563556432483,2.99163373576035,1.79009141212736,4.78172514788771
"144",48,3,0.0295417038458373,0.0354,143.94,1.63,42.9671641791045,0.071,0.42,0.04,0.03,0.03,0.03,1,1,0,1.8503e+10,0.75,0.1403,5,1.25620193059443,-0.000753721158356659,3.35,23.641198718046,0.488580014818671,3.76043620024268,1.20896034583698,4.96939654607966
"145",49,1,0.0434784870346987,0.1418,50.06,1.83,14.8545994065282,0.1774,0.33,0.48,0,0,0.65,0,0,0,14354200000,0.31,0.272,4,1.97755410729304,0.0234351384660578,3.37,23.3873084192556,0.60431596685333,2.69830954163936,1.21491274436427,3.91322228600363
"146",49,2,-0.0239251741490741,0.1493,54.96,1.57,14.5013192612137,0.1831,0.28,0.08,0,0,0,1,0,0,15909300000,0.23,0.2675,4,2.19374069384868,0.0616441134971479,3.79,23.4901696808423,0.451075619360217,2.67423962881976,1.33236601909433,4.00660564791409
"147",49,3,-0.124892353957941,0.1238,46.6,0.78,14.1641337386018,0.1474,0.29,0.09,0,0,0,1,0,0,16296800000,0.19,0.2791,4,1.70144012988718,-0.00102086407793231,3.29,23.5142346064676,-0.2484613592985,2.65071297635432,1.19088756477728,3.8416005411316
"148",50,1,NA,0.1664,NA,3.83,NA,0.2356,0.58,0.6,0.44,0,0.31,1,1,1,3.804e+09,0.24,0.1884,2,NA,NA,1.1,22.0593189816296,1.34286480319255,NA,0.0953101798043249,NA
"149",50,2,NA,0.1705,NA,4.43,NA,0.2385,0.58,0.09,0.13,0,0.06,1,1,1,3.882e+09,0.61,0.2074,2,NA,NA,1.22,22.0796163216932,1.48839958405704,NA,0.198850858745165,NA
"150",50,3,NA,0.1649,NA,5.35,NA,0.2287,0.62,0.1,0.14,0,0.09,1,1,1,4.243e+09,0.49,0.2203,2,NA,NA,1.28,22.1685364031666,1.67709656090792,NA,0.246860077931526,NA
"151",51,1,0.024534370010745,0.0085,75.56,0.4,48.7483870967742,0.0223,0.26,0.36,0.41,0.47,0.21,0,0,0,2.728e+10,0.35,5e-04,2,1.11993540422325,0.0133152377698344,1.55,24.0294196699217,-0.916290731874155,3.88667211170215,0.438254930931155,4.32492704263331
"152",51,2,0.00154136070331146,0.0194,81.23,0.58,25.6246056782334,0.0409,0.38,0.07,0.05,0.06,0.05,0,1,0,2.678e+10,0.35,0.0037,2,0.926717730217802,0.0260407682191202,3.17,24.0109211772094,-0.544727175441672,3.24355304917367,1.15373158788919,4.39728463706286
"153",51,3,0.0247624423356873,0.0375,80.44,0.55,15.8658777120316,0.076,0.37,0.07,0.07,0.05,0.03,0,1,0,2.143e+10,0.37,0.0082,2,1.04017990280804,-0.000624107941684822,5.07,23.7880576464319,-0.59783700075562,2.76417074730136,1.62334081760309,4.38751156490445
"154",52,1,-0.0302999476084499,0.0401,NA,NA,NA,0.0497,0.71,0.75,0.61,0.14,0.75,1,1,1,2.6689e+10,0.22,0.0614,3,0.130740926923069,0.00164274293769221,2.47,24.0075173324447,NA,NA,0.904218150639886,NA
"155",52,2,-0.016450357698969,0.0606,NA,NA,NA,0.0767,0.39,0.1,0,0,0.07,1,1,1,2.7934e+10,0.22,0.049,3,1.14319000406767,0.0321236391143014,3.92,24.05311042183,NA,NA,1.36609165380237,NA
"156",52,3,-0.158382542445052,-0.0744,NA,NA,NA,-0.0837,0.49,0.09,0.06,0.02,0.1,1,1,1,2.8827e+10,0.21,0.07,3,0.768182708092053,-0.000460909624855232,-1.39,24.0845782849097,NA,NA,NA,NA
"157",53,1,-0.0399674390062163,0.1694,215.28,5.06,27.5646606914213,0.2171,0.76,0.83,0.85,0.97,0.69,1,0,1,10130118000,0.1,0.2502,5,0.826692635666481,0.00985497310086447,7.81,23.0387788037078,1.62136648329937,3.31653454256706,2.05540496385159,5.37193950641865
"158",53,2,0.0982339069865445,0.2242,317.98,5,25.7057396928052,0.286,0.89,0.14,0.13,0.11,0.14,1,1,1,1.1863e+10,0.07,0.3208,5,1.44238833382165,0.0405311121803883,12.37,23.1966901496254,1.6094379124341,3.24671430131617,2.5152741864044,5.76198848772056
"159",53,3,0.0657340191813551,0.2097,352.59,3.29,22.9850065189048,0.264,0.79,0.14,0.11,0.14,0.13,0,1,1,1.4317e+10,0.05,0.3449,5,-0.188926030194019,0.000113355618116412,15.34,23.3847134793246,1.19088756477728,3.13484211287376,2.73046379593911,5.86530590881287
"160",54,1,0.0361344392102476,0.0056,29.91,-0.17,17.2890173410405,NA,0.53,0.26,0.41,0.4,0.15,1,1,1,3.5899e+11,0.56,0.1667,4,1.54994242140176,0.0183893205725407,1.73,26.6065603698935,NA,2.85007146413217,0.548121408509688,3.39819287264186
"161",54,2,0.0133996489119119,0.0065,36.46,-0.07,16.9581395348837,NA,0.44,0.02,0.05,0.06,0.01,1,1,1,3.7431e+11,0.57,0.1366,4,1.86055350680422,0.0522815535411986,2.15,26.6483501680374,NA,2.83074792711094,0.765467842139571,3.59621576925052
"162",54,3,-0.0616231832611664,0.0077,41.31,-0.1,15.2435424354244,NA,0.42,0.02,0.05,0.03,0.02,1,1,1,3.85303e+11,0.59,0.1562,4,0.652844640229152,-0.000391706784137491,2.71,26.6772958746889,NA,2.72415596651707,0.99694863489161,3.72110460140867
"163",55,1,-0.0094680889109934,0.3255,49.22,NA,14.3081395348837,0.5034,0,0,0,0,0,0,0,0,6.119e+11,NA,0.1425,3,1.8263892351344,0.0216513929745859,3.44,27.1398347074149,NA,2.6608285735776,1.23547147138531,3.89630004496291
"164",55,2,0.0256498306087245,0.3175,46.66,NA,13.76401179941,0.499,0.05,0,0,0,0,0,0,0,5.46e+08,NA,0.1462,3,1.32444743795333,0.0372169730064887,3.39,20.1181295337092,NA,2.62205734520092,1.22082992139236,3.84288726659328
"165",55,3,-0.0310275939403705,0.2985,42.83,NA,12.6715976331361,0.4533,0.05,0,0,0,0,0,0,0,5.43e+08,NA,0.1441,3,1.8033502237753,-0.00108201013426518,3.38,20.1126198778982,NA,2.53936308213235,1.21787570949493,3.75723879162728
"166",56,1,0.04432105566759,0.014,269.72,0.26,15.9881446354475,0.0914,0.38,0.71,0,0,0.75,1,0,0,2.00451e+11,0.32,0.1497,4,1.19184803390984,0.0141638068001361,16.87,26.0238356647977,-1.34707364796661,2.7718474873085,2.82553689655788,5.59738438386638
"167",56,2,0.00114728891300428,0.0143,319.12,0.26,16.5776623376623,0.0992,0.29,0.09,0,0,0,1,0,0,2.19873e+11,0.28,0.288,4,2.38460458662695,0.0670073888842172,19.25,26.1163159438854,-1.34707364796661,2.80805614686336,2.95751106073379,5.76556720759715
"168",56,3,-0.0598989035900136,0.0144,347.16,0.25,17.5421930267812,0.1005,0.44,0.09,0,0,0.11,1,0,1,2.39808e+11,0.3,0.2973,4,1.38794052466496,-0.000832764314798976,19.79,26.2031044401176,-1.38629436111989,2.86460900916157,2.98517675961447,5.84978576877604
"169",57,1,0.033060860533797,0.0531,23.02,1.28,16.9264705882353,0.1178,0.84,0.75,0.76,0.83,0.7,1,1,1,7507100000,2.77,0.0462,8,0.864673034950676,0.010303141812418,1.36,22.739115076349,0.246860077931526,2.82887870354578,0.307484699747961,3.13636340329374
"170",57,2,0.0162678075291837,0.0611,30.19,1.59,18.2969696969697,0.1316,0.58,0.05,0.08,0.09,0.07,1,1,1,7.82e+09,2.65,0.048,8,1.02525326214648,0.0288096166663161,1.65,22.7799503915036,0.46373401623214,2.90673545580626,0.500775287912489,3.40751074371875
"171",57,3,0.046579086938368,0.0324,34.69,1.57,34.69,0.0765,0.69,0.08,0.11,0.13,0.09,1,1,1,7.571e+09,2.9,0.0548,8,1.16289291508256,-0.000697735749049536,1,22.7475909960676,0.451075619360217,3.54645146098166,0,3.54645146098166
"172",58,1,-0.00113655362620356,-0.0916,63.43,4.36,-49.5546875,-0.1013,0,0,0,0,0,0,0,0,1.568e+09,0.32,-0.2284,5,0.251365071705307,0.00306610784612263,-1.28,21.1730667588746,1.47247205736094,NA,NA,4.14993693564581
"173",58,2,0.00755056872423011,-0.0565,70.75,5.24,-76.9021739130435,-0.0504,0.22,0,0,0,0,0,0,1,2.249e+09,0.49,-0.3215,5,1.55986669632018,0.0438322541665969,-0.92,21.5337515099236,1.65632149833295,NA,NA,4.25915253652335
"174",58,3,0.0939079436835139,-0.0552,117.05,4.54,-109.392523364486,-0.0637,0.24,0.02,0,0,0,0,0,1,2.49e+09,0.43,-0.1784,5,2.58059295751386,-0.00154835577450832,-1.07,21.635548547423,1.51292701205326,NA,NA,4.76260119393692
"175",59,1,0.0406306759829075,0.0688,43.85,2.3,28.474025974026,0.1231,0.49,0.34,0.49,0.28,0.18,1,1,1,3.5897e+10,0.48,0.1112,5,-0.0467951123227396,-0.000452182325408327,1.54,24.3039195634892,0.832909122935104,3.34899230239266,0.431782416425538,3.78077471881819
"176",59,2,0.00586659414485395,0.0554,52.21,2.92,43.5083333333333,0.0943,0.54,0.06,0.08,0.06,0.02,1,1,1,3.8592e+10,0.53,0.1564,5,1.57001197359689,0.0441173364580726,1.2,24.3763108380511,1.07158361628019,3.77295249062851,0.182321556793955,3.95527404742246
"177",59,3,0.031680068559757,0.0478,64.52,3.73,69.3763440860215,0.0783,0.6,0.07,0.09,0.08,0.02,1,1,1,3.3749e+10,0.49,0.1262,5,0.818847427851776,-0.000491308456711066,0.93,24.2422166241964,1.31640823365572,4.23954594609184,-0.0725706928348354,4.16697525325701
"178",60,1,0.0178652135578698,0.0427,NA,0.69,NA,NA,0.02,0,0,0,0,0,0,0,4.27452e+11,0.33,0.0912,4,0.409495407924079,0.00493204581350413,11850,26.7811078383175,-0.371063681390832,NA,9.38008314656328,NA
"179",60,2,0.0130717904635292,0.0393,NA,0.75,NA,NA,0.12,0,0,0,0,0,0,0,4.84931e+11,0.33,0.1069,4,0.937861669591678,0.0263539129155262,12092,26.9072724497216,-0.287682072451781,NA,9.40029935589935,NA
"180",60,3,-0.0178379316384487,0.0447,NA,0.63,NA,NA,0.18,0.06,0,0,0,0,0,0,5.26186e+11,0.33,0.1021,4,0.851982190788006,-0.000511189314472804,14656,26.9889205993454,-0.462035459596559,NA,9.59260508691391,NA
"181",61,1,0.0372924569622123,-0.0072,9.6,1.14,-106.666666666667,0.0082,0.29,0.27,0.44,0.49,0,0,1,0,1.7154e+10,0.62,-0.5612,5,1.36873252029295,0.0162510437394568,-0.09,23.5654972195146,0.131028262406404,NA,NA,2.26176309847379
"182",61,2,0.029098530824196,-0.0071,12.87,1.21,-143,0.002,0.67,0.07,0.09,0.1,0.06,1,1,1,1.6571e+10,0.65,-0.0169,5,2.52145412522568,0.0708528609188416,-0.09,23.5309200165941,0.19062035960865,NA,NA,2.55489902160804
"183",61,3,0.0087146516277835,-0.0136,17.19,1.63,-95.5,-0.006,0.72,0.07,0.09,0.12,0.08,1,1,1,1.7042e+10,0.6,-0.0161,5,-0.371822166062227,0.000223093299637336,-0.18,23.5589467223522,0.488580014818671,NA,NA,2.84432781939476
