"","CompaniesIndex","YearIndex","Ra","Roa","Roe","TobinsQ","AlphaJensen","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","FirmSize","LogTobinsQ"
"867",289,3,0.0592718307290035,0.0495,0.1047,1.77,0.0737408181287516,0.0731,0.41,0.05,0.05,0,0.04,1,1,0,1.36263e+11,0.29,0.1371,2,0.795300139024678,-0.000477180083414807,25.6378526787823,0.570979546585738
"868",290,1,-0.0239142287495281,0.0495,0.1911,0.6,-0.0445667572507825,NA,0.22,0,0,0,0.32,0,0,0,22694700000,0.32,0.0528,4,0.311255744623528,0.00377281778655763,23.8453972539968,-0.510825623765991
"869",290,2,-0.00921996575048654,0.051,0.1953,0.56,-0.00805078779271082,NA,0.16,0,0,0,0,0,0,0,2.4408e+10,0.3,0.0641,4,0.734965427090903,0.0206525285012544,23.9181767843608,-0.579818495252942
"870",290,3,0.0313024321485108,0.0456,0.1783,0.58,0.0453568647545392,NA,0.19,0.03,0,0,0,0,0,0,2.5788e+10,0.31,0.066,4,1.94862992962621,-0.00116917795777572,23.9731751043948,-0.544727175441672
"871",291,1,0.0876898349433927,0.08,0.1784,1.42,0.0449048485996682,0.1336,0.35,0.27,0,0,0.55,0,1,0,11461361000,0.31,0.0876,6,0.834373111646665,0.00994560271743065,23.162247302089,0.350656871613169
"872",291,2,-0.000620334918776901,0.0807,0.1679,1.41,0.000423283384798592,0.1249,0.31,0.06,0,0,0.08,0,1,0,1.2541e+10,0.26,0.0729,6,1.52259737878023,0.0427849863437245,23.2522691137883,0.343589704390077
"873",291,3,-0.0762120947550812,0.0792,0.1721,1.11,-0.0497078736092828,0.1287,0.21,0.06,0,0,0,0,1,0,1.3274e+10,0.23,0.0788,6,1.73936383929249,-0.00104361830357549,23.3090730716701,0.104360015324243
"874",292,1,-0.0184311621166998,0.0122,0.0242,1.12,-0.0652336173686776,0.0237,0.69,0.97,0,0,0.94,1,1,1,2.731e+10,0.94,-0.0404,4,1.73761447852115,0.0206038508465495,24.030518772432,0.113328685307003
"875",292,2,0.0254265174154358,0.0247,0.0452,1.23,0.025800011760836,0.039,0.71,0.14,0.04,0.07,0.13,1,1,1,2.4572e+10,0.66,0.2008,4,1.66556780256149,0.0468024552519777,23.9248734202481,0.207014169384326
"876",292,3,0.0135404770190127,0.0302,0.0606,1.1,0.021649646475469,0.0457,0.66,0.12,0.03,0.05,0.12,1,1,1,2.5818e+10,0.68,0.4038,4,0.622490575667088,-0.000373494345400252,23.9743377600309,0.0953101798043249
"877",293,1,0.0294696268344699,0.225,NA,4.26,-0.00138565544313398,NA,0.62,0.81,0.93,0.64,0.76,1,0,1,3.767e+10,NA,0.2789,2,0.75666835537398,0.00902868659341297,24.3521298586504,1.44926916028128
"878",293,2,-0.0529996558077293,0.2034,NA,4.34,-0.0522552152023988,NA,0.56,0.09,0.13,0.08,0.11,1,0,1,3.8168e+10,NA,0.2733,2,1.09805275009267,0.0308552822776039,24.3652633051602,1.46787434811231
"879",293,3,0.0177370435904468,0.1981,NA,4.74,0.0400351392907817,NA,0.59,0.1,0.11,0.09,0.1,1,1,1,3.5187e+10,NA,0.2506,2,1.24073434221742,-0.000744440605330452,24.2839425331539,1.55603713570699
"880",294,1,0.00815386649312823,0.0127,0.0976,0.22,-0.0172762578668581,NA,0.24,0.14,0.08,0,0.07,1,0,1,3.05107e+11,0.75,0.1826,4,1.03936737119405,0.0123645349800898,26.4439283717031,-1.51412773262978
"881",294,2,0.0420879343770475,0.0119,0.0908,0.2,0.0423658616762196,NA,0.36,0.03,0.02,0.06,0.02,1,0,1,3.20296e+11,0.87,0.248,4,0.904986632027982,0.0254301243599863,26.4925114051913,-1.6094379124341
"882",294,3,-0.0020962590214845,0.011,0.0866,0.21,0.0169343782824125,NA,0.35,0.03,0.02,0.04,0.01,1,0,1,3.45072e+11,1.08,0.2567,4,0.463212165286812,-0.000277927299172087,26.567018927856,-1.56064774826467
"883",295,1,0.0299713459043917,0.2036,0.7184,1.68,-0.00159263863200303,0.4082,0.33,0.33,0.19,0.35,0.32,0,1,0,1.5878e+10,0.83,0.0619,8,0.291707000279843,0.00354214260330215,23.4882003402493,0.518793793415168
"884",295,2,0.0548174053375582,0.1257,0.4157,1.91,0.0558174013816249,0.2524,0.36,0.11,0,0,0,1,1,0,1.5863e+10,0.68,0.2139,8,1.12327347104608,0.0315639845363947,23.4872551903727,0.647103242058538
"885",295,3,-0.0676832956727461,0.0811,0.2767,1.66,-0.028616809561921,0.1589,0.64,0.1,0.14,0.05,0.11,1,1,0,1.7583e+10,0.68,0.1368,8,1.66666007344452,-0.000999996044066711,23.5901983631088,0.506817602368452
"886",296,1,-0.0072834293070909,0.025,0.098,0.82,-0.020225766471153,0.0615,0.12,0,0,0,0,0,0,0,4.3634e+10,1.79,0.1231,11,-0.0238038253958464,-0.000180885139670988,24.4991024999162,-0.198450938723838
"887",296,2,0.0336773434505818,0.0363,0.1324,0.84,0.0343419726054266,0.0693,0.23,0,0,0.11,0,0,0,0,4.6259e+10,1.65,0.0948,11,0.460581393738865,0.0129423371640621,24.5575218765684,-0.174353387144778
"888",296,3,0.0139492738395378,0.0154,0.0578,1.09,0.0183249941249123,0.0414,0.25,0.03,0,0.11,0,0,0,0,4.8864e+10,1.38,0.1503,11,1.10771525807465,-0.000664629154844791,24.6123067659826,0.0861776962410524
"890",297,2,0.0624918220528479,0.002,0.0384,0.09,0.0631216397228338,NA,0.53,0.06,0.05,0.08,0.06,1,1,0,7.31781e+11,0.76,-0.0161,4,1.20160363466087,0.0337650621339704,27.3187471258165,-2.40794560865187
"891",297,3,-0.0612239566430019,0.0074,0.1349,0.08,-0.0289114325791224,NA,0.61,0.07,0.06,0.08,0.11,1,1,0,7.66655e+11,0.47,0.0274,4,1.04969611664328,-0.000629817669985967,27.3653027326885,-2.52572864430826
"892",298,1,0.102583917893272,0.076,0.1742,0.91,0.0272649688823067,0.1398,0.1,0,0,0,0,0,0,1,4.8073e+10,0.34,0.0229,3,2.37233297895357,0.0280935291516521,24.5959865258918,-0.0943106794712413
"893",298,2,-0.0182427057822678,0.0967,0.2187,0.85,-0.0178600716416314,0.1697,0.09,0,0,0,0,0,0,1,4.9798e+10,0.28,0.0217,3,2.68038964451832,0.0753189490109649,24.631240659528,-0.162518929497775
"894",298,3,-0.112389300759428,0.0869,0.1892,0.98,-0.0836850186364651,0.1422,0.18,0.09,0,0,0,0,0,1,4.8741e+10,0.36,0.0295,3,0.637723567727383,-0.00038263414063643,24.6097864019621,-0.0202027073175195
"895",299,1,0.0342629643956542,0.0915,0.277,2.27,0.0232514457181731,0.13,0.62,0.21,0.55,0.87,0.27,1,1,1,1.809e+10,1.1,0.1507,8,0.74478865778078,0.0088885061618132,23.6186251363536,0.819779831493311
"896",299,2,0.0142225750981161,0.0846,0.277,2.32,0.0147121134681146,0.1201,0.5,0.02,0.07,0.11,0.04,1,1,1,2.0255e+10,1.21,0.1472,8,0.391868992081179,0.0110115186774811,23.7316675136011,0.841567185678219
"897",299,3,-0.0902298051108293,0.0812,0.309,2.05,-0.0633772417703163,0.1167,0.53,0.02,0.08,0.13,0.04,1,1,1,1.9802e+10,1.54,0.138,8,0.81589728333079,-0.000489538369998474,23.7090487796467,0.717839793150317
"898",300,1,0.0349382112380089,-0.0661,-0.1364,2.31,0.0436815288106486,-0.0773,0.12,0,0,0,0,0,0,0,13069030000,0.65,0.0673,3,1.79516859797784,0.0212829894561386,23.2935111460671,0.837247524533702
"899",300,2,0.0384875154675219,0.0683,0.1225,1.6,0.039133300405279,0.1038,0.01,0,0,0,0,0,0,0,1.2293e+10,0.4,-0.2403,3,-0.311150091553014,-0.00874331757263971,23.2322958316316,0.470003629245736
"900",300,3,-0.143659127324288,-0.0182,-0.0322,1.33,-0.127532500904504,-0.0146,0.03,0.02,0,0,0,0,0,0,1.4926e+10,0.31,0.215,3,1.07630822959524,-0.000645784937757141,23.4263704956556,0.285178942233662
"901",301,1,0.00906457118783995,0.1548,0.1969,2.38,-0.0135268478515331,0.1807,0.63,0.74,0.91,0.86,0.65,0,1,1,4.4841e+10,9e-04,0.3195,7,1.52209525892612,0.0180607240553282,24.5263887364182,0.867100487683383
"902",301,2,0.0194259041095247,0.1693,0.2117,2.2,0.0197379032116564,0.1985,0.68,0.12,0.15,0.06,0.12,0,1,1,4.5516e+10,4e-04,0.2756,7,0.803965090369146,0.022591419039373,24.5413297494412,0.78845736036427
"903",301,3,0.024297528923447,0.1061,0.1493,1.41,0.0666644027280312,0.1065,0.54,0,0.13,0.05,0.13,0,1,1,4.8574e+10,0,0.3008,7,0.519998503552826,-0.000311999102131695,24.6063542452764,0.343589704390077
"904",302,1,NA,0.1075,0.3296,NA,NA,0.1826,0.42,0.39,0.61,0.39,0.4,1,0,1,1.6557e+10,0.96,0.1532,2,NA,NA,23.5300748100719,NA
"905",302,2,NA,0.0961,0.3034,NA,NA,0.1625,0.28,0.02,0.05,0.01,0.04,1,0,1,1.6557e+10,0.99,0.2086,2,NA,NA,23.5300748100719,NA
"906",302,3,NA,0.0951,0.2857,NA,NA,0.1585,0.31,0.03,0.06,0.02,0.04,1,0,1,1.5402e+10,1.02,0.1735,2,NA,NA,23.4577632080635,NA
"907",303,1,0.0794876144857497,0.0237,0.0553,1.01,0.0352009854241479,0.047,0.5,0.06,0.62,0.72,0.18,1,1,1,19827930000,0.84,0.0024,1,1.85884658756654,0.0220343897332852,23.7103573867374,0.00995033085316809
"908",303,2,0.115076455115072,0.0375,0.0894,1.39,0.115080335093683,0.0602,0.54,0.01,0.1,0.08,0.02,1,1,1,2.0073e+10,0.74,0.0595,1,1.57603662140932,0.0442866290616018,23.7226414654152,0.3293037471426
"909",303,3,0.0926683918725372,0.032,0.0815,1.6,0.106770299197599,0.0557,0.54,0.01,0.09,0.09,0.02,1,1,1,2.0713e+10,0.92,0.0946,1,0.00646663101912413,-3.87997861147448e-06,23.7540273594198,0.470003629245736
"910",304,1,-0.0654600044007339,0.1687,0.2654,8.9,-0.129196601199348,0.2383,0,0,0,0,0,0,0,0,2080490000,0.24,0.5443,5,1.74204280171622,0.0206561050602513,21.4558692798388,2.18605127673809
"911",304,2,-0.0141828823662048,0.102,0.1549,10.62,-0.0138124807901203,0.1501,0.17,0,0,0,0,0,0,0,2.951e+09,0.16,0.2016,5,2.26820629176561,0.0637365967986137,21.8054099329072,2.36273901581379
"912",304,3,-0.00299807099409969,0.1342,0.2053,8.97,0.026156297527153,0.208,0.25,0.08,0,0,0,0,0,0,3.872e+09,0.06,0.1235,5,0.617335960140808,-0.000370401576084485,22.0770370063607,2.1938856760707
"913",305,1,0.0194535895485441,0.0091,0.0719,0.11,-0.0100287387208383,NA,0.13,0,0,0,0,0,0,0,1.21347e+11,0.39,0.1815,4,2.08465802409817,0.0246989646843584,25.5219200469346,-2.20727491318972
"914",305,2,0.0523090603418092,0.0093,0.0702,0.12,0.0525766959327414,NA,0.1,0,0,0,0,0,0,0,1.17396e+11,0.32,0.2052,4,1.04919317684635,0.0294823282693824,25.4888186722097,-2.12026353620009
"915",305,3,-0.0484815402583658,0.0081,0.0621,0.13,-0.0180769718200703,NA,0.11,0.01,0,0,0,0,0,0,1.19679e+11,0.21,0.2138,4,0.446059318220374,-0.000267635590932224,25.5080789955227,-2.04022082852655
"916",306,1,0.179114773318207,0.0566,0.1029,2.96,0.155495689613237,0.0989,0,0,0,0,0,0,0,0,2.662e+09,NA,0.1294,7,2.67703574641413,0.0316890218076867,21.7023435569193,1.08518926833597
"917",306,2,0.106582569893142,0.0602,0.1161,3.26,0.107223910176714,0.1129,0.19,0,0,0,0,0,0,0,2.814e+09,NA,0.113,7,0.840536786653723,0.0236190837049696,21.7578727956386,1.18172719537862
"918",306,3,0.0170506381740377,0.0522,0.1269,3.88,0.0434672296209787,0.0847,0.24,0.05,0,0,0,0,0,0,3.107e+09,NA,0.1162,7,1.06890047262079,-0.000641340283572476,21.8569234673573,1.35583515363518
"919",307,1,0.0101947730904803,0.1384,0.2017,2.27,-0.0240828830658066,0.191,0.1,0,0,0,0,0,0,0,5489200000,0.08,0.0993,1,1.61233391724042,0.019125540223437,22.4260483623598,0.819779831493311
